SA2_MAINCODE_2016,C06_SH_FH_CF_no_ch,C06_SH_FH_CF_w_ch,C06_SH_FH_One_PFam,C06_SH_FH_oth_fa,C06_SH_FH_Tot,C06_SH_LP_H,C06_SH_GH,C06_SH_OH,C06_SH_Tot,C06_SDRTHT1S_FH_CF_no_ch,C06_SDRTHT1S_FH_CF_w_ch,C06_SDRTHT1S_FH_One_PFam,C06_SDRTHT1S_FH_oth_fa,C06_SDRTHT1S_FH_Tot,C06_SDRTHT1S_LP_H,C06_SDRTHT1S_GH,C06_SDRTHT1S_OH,C06_SDRTHT1S_Tot,C06_SDRTHT2S_FH_CF_no_ch,C06_SDRTHT2S_FH_CF_w_ch,C06_SDRTHT2S_FH_One_PFam,C06_SDRTHT2S_FH_oth_fa,C06_SDRTHT2S_FH_Tot,C06_SDRTHT2S_LP_H,C06_SDRTHT2S_GH,C06_SDRTHT2S_OH,C06_SDRTHT2S_Tot,C06_SDRTHT_FH_CF_no_ch,C06_SDRTHT_FH_CF_w_ch,C06_SDRTHT_FH_One_PFam,C06_SDRTHT_FH_oth_fa,C06_SDRTHT_FH_Tot,C06_SDRTHT_LP_H,C06_SDRTHT_GH,C06_SDRTHT_OH,C06_SDRTHT_Tot,C06_F_u_a_1_2_FH_CF_no_ch,C06_F_u_a_1_2_FH_CF_w_ch,C06_F_u_a_1_2_FH_One_PFam,C06_F_u_a_1_2_FH_oth_fa,C06_F_u_a_1_2_FH_Tot,C06_F_u_a_1_2_LP_H,C06_F_u_a_1_2_GH,C06_F_u_a_1_2_OH,C06_F_u_a_1_2_Tot,C06_F_u_a_3_FH_CF_no_ch,C06_F_u_a_3_FH_CF_w_ch,C06_F_u_a_3_FH_One_PFam,C06_F_u_a_3_FH_oth_fa,C06_F_u_a_3_FH_Tot,C06_F_u_a_3_LP_H,C06_F_u_a_3_GH,C06_F_u_a_3_OH,C06_F_u_a_3_Tot,C06_F_u_a_4m_FH_CF_no_ch,C06_F_u_a_4m_FH_CF_w_ch,C06_F_u_a_4m_FH_One_PFam,C06_F_u_a_4m_FH_oth_fa,C06_F_u_a_4m_FH_Tot,C06_F_u_a_4m_LP_H,C06_F_u_a_4m_GH,C06_F_u_a_4m_OH,C06_F_u_a_4m_Tot,C06_F_u_a_a_h_FH_CF_no_ch,C06_F_u_a_a_h_FH_CF_w_ch,C06_F_u_a_a_h_FH_One_PFam,C06_F_u_a_a_h_FH_oth_fa,C06_F_u_a_a_h_FH_Tot,C06_F_u_a_a_h_LP_H,C06_F_u_a_a_h_GH,C06_F_u_a_a_h_OH,C06_F_u_a_a_h_Tot,C06_F_u_a_T_FH_CF_no_ch,C06_F_u_a_T_FH_CF_w_ch,C06_F_u_a_T_FH_One_PFam,C06_F_u_a_T_FH_oth_fa,C06_F_u_a_T_FH_Tot,C06_F_u_a_T_LP_H,C06_F_u_a_T_GH,C06_F_u_a_T_OH,C06_F_u_a_T_Tot,C06_OD_C_c_hb_FH_CF_no_ch,C06_OD_C_c_hb_FH_CF_w_ch,C06_OD_C_c_hb_FH_One_PFam,C06_OD_C_c_hb_FH_oth_fa,C06_OD_C_c_hb_FH_Tot,C06_OD_C_c_hb_LP_H,C06_OD_C_c_hb_GH,C06_OD_C_c_hb_OH,C06_OD_C_c_hb_Tot,C06_OD_Ih_t_s_FH_CF_no_ch,C06_OD_Ih_t_s_FH_CF_w_ch,C06_OD_Ih_t_s_FH_One_PFam,C06_OD_Ih_t_s_FH_oth_fa,C06_OD_Ih_t_s_FH_Tot,C06_OD_Ih_t_s_LP_H,C06_OD_Ih_t_s_GH,C06_OD_Ih_t_s_OH,C06_OD_Ih_t_s_Tot,C06_OD_H_f_so_FH_CF_no_ch,C06_OD_H_f_so_FH_CF_w_ch,C06_OD_H_f_so_FH_One_PFam,C06_OD_H_f_so_FH_oth_fa,C06_OD_H_f_so_FH_Tot,C06_OD_H_f_so_LP_H,C06_OD_H_f_so_GH,C06_OD_H_f_so_OH,C06_OD_H_f_so_Tot,C06_OD_T_FH_CF_no_ch,C06_OD_T_FH_CF_w_ch,C06_OD_T_FH_One_PFam,C06_OD_T_FH_oth_fa,C06_OD_T_FH_Tot,C06_OD_Tot_LP_H,C06_OD_Tot_GH,C06_OD_Tot_OH,C06_OD_T_T,C06_DS_ns_FH_CF_no_ch,C06_DS_ns_FH_CF_w_ch,C06_DS_ns_FH_One_PFam,C06_DS_ns_FH_oth_fa,C06_DS_ns_FH_Tot,C06_DS_ns_LP_H,C06_DS_ns_GH,C06_DS_ns_OH,C06_DS_NS_T,C06_T_FH_CF_no_ch,C06_T_FH_CF_w_ch,C06_T_FH_One_PFam,C06_T_FH_oth_fa,C06_T_FH_Tot,C06_Tot_LP_H,C06_Tot_GH,C06_Tot_OH,C06_T_T,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_Sd_r_t_1_FH_CF_no_ch,C11_Sd_r_t_1_FH_CF_w_ch,C11_Sd_r_t_1_FH_One_PFam,C11_Sd_r_t_1_FH_oth_fa,C11_Sd_r_t_1_FH_Tot,C11_Sd_r_t_1_LP_H,C11_Sd_r_t_1_GH,C11_Sd_r_t_1_OH,C11_Sd_r_t_1_Tot,C11_Sd_r_t_2m_FH_CF_no_ch,C11_Sd_r_t_2m_FH_CF_w_ch,C11_Sd_r_t_2m_FH_One_PFam,C11_Sd_r_t_2m_FH_oth_fa,C11_Sd_r_t_2m_FH_Tot,C11_Sd_r_t_2m_LP_H,C11_Sd_r_t_2m_GH,C11_Sd_r_t_2m_OH,C11_Sd_r_t_2m_Tot,C11_Sd_r_t_T_FH_CF_no_ch,C11_Sd_r_t_T_FH_CF_w_ch,C11_Sd_r_t_T_FH_One_PFam,C11_Sd_r_t_T_FH_oth_fa,C11_Sd_r_t_T_FH_Tot,C11_Sd_r_t_T_LP_H,C11_Sd_r_t_T_GH,C11_Sd_r_t_T_OH,C11_Sd_r_t_T_Tot,C11_F_u_a_1_2_FH_CF_no_ch,C11_F_u_a_1_2_FH_CF_w_ch,C11_F_u_a_1_2_FH_One_PFam,C11_F_u_a_1_2_FH_oth_fa,C11_F_u_a_1_2_FH_Tot,C11_F_u_a_1_2_LP_H,C11_F_u_a_1_2_GH,C11_F_u_a_1_2_OH,C11_F_u_a_1_2_Tot,C11_F_u_a_3_FH_CF_no_ch,C11_F_u_a_3_FH_CF_w_ch,C11_F_u_a_3_FH_One_PFam,C11_F_u_a_3_FH_oth_fa,C11_F_u_a_3_FH_Tot,C11_F_u_a_3_LP_H,C11_F_u_a_3_GH,C11_F_u_a_3_OH,C11_F_u_a_3_Tot,C11_F_u_a_4m_FH_CF_no_ch,C11_F_u_a_4m_FH_CF_w_ch,C11_F_u_a_4m_FH_One_PFam,C11_F_u_a_4m_FH_oth_fa,C11_F_u_a_4m_FH_Tot,C11_F_u_a_4m_LP_H,C11_F_u_a_4m_GH,C11_F_u_a_4m_OH,C11_F_u_a_4m_Tot,C11_F_u_a_a_h_FH_CF_no_ch,C11_F_u_a_a_h_FH_CF_w_ch
105031103,525,650,125,12,1313,230,27,112,1674,9,5,0,0,13,0,0,0,17,0,0,0,0,0,0,0,0,0,9,5,0,0,13,3,0,0,17,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,8,4,3,0,0,9,3,0,30,43,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,6,7,10,4,0,13,3,0,34,54,0,3,0,0,3,0,0,0,3,539,669,130,8,1350,231,27,142,1752,616,651,130,19,1419,288,27,99,1832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105031104,507,466,198,18,1183,356,18,47,1612,3,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,6,8,3,0,0,9,28,3,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,11,28,3,3,51,11,3,0,0,15,14,3,17,49,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,15,3,0,0,14,14,3,23,52,0,0,0,0,0,0,0,0,0,531,471,194,18,1220,403,22,77,1727,513,427,178,14,1136,392,23,64,1613,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,18,15,16,0,48,55,0,3,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105031105,684,751,282,27,1744,480,51,58,2332,3,0,3,0,5,19,3,3,31,0,0,0,0,0,0,0,0,0,3,0,3,0,9,19,3,3,34,4,0,6,3,14,89,0,4,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,3,18,89,0,4,110,7,0,0,0,15,21,0,5,39,0,3,0,0,3,0,0,0,3,0,3,0,0,3,3,0,0,7,8,11,3,0,21,24,0,5,54,0,0,0,0,0,0,0,0,0,696,762,295,28,1787,612,51,74,2528,670,666,320,24,1684,593,50,82,2404,4,0,13,0,19,24,0,3,46,0,0,0,0,0,0,0,0,0,4,0,13,0,19,24,0,3,46,9,0,3,5,21,54,4,6,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105031106,863,819,440,40,2162,769,40,123,3100,0,0,0,0,0,13,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,3,13,0,0,20,11,0,14,4,29,86,3,10,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14,4,29,86,3,10,127,4,4,3,0,13,17,0,16,44,0,0,0,0,0,0,0,0,0,11,5,0,0,22,9,3,0,35,12,9,7,0,27,27,3,20,76,0,0,0,0,0,0,0,0,0,888,836,461,43,2224,900,45,151,3329,836,780,406,47,2059,767,65,117,3009,9,0,17,0,29,33,0,0,59,0,0,4,0,3,0,0,0,3,5,0,22,0,30,36,0,0,66,10,0,8,0,19,91,3,9,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106011107,819,1091,273,14,2198,484,57,110,2843,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,7,11,6,0,23,15,0,0,39,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,6,0,22,13,0,0,41,7,4,0,0,15,19,0,51,81,3,5,0,0,11,0,0,0,11,0,3,0,0,5,0,0,0,8,13,14,4,0,28,20,0,56,103,0,0,0,0,0,0,0,0,0,839,1117,283,21,2255,526,54,166,2992,899,1184,324,19,2431,500,56,137,3116,22,20,10,0,54,21,0,4,75,3,0,0,0,3,6,0,0,17,27,20,10,0,55,26,3,7,95,12,6,0,0,22,32,3,4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106011108,1575,1981,975,75,4604,1316,144,190,6255,49,16,27,0,87,82,8,16,203,3,0,0,0,4,17,0,0,25,51,16,28,0,96,104,8,16,232,24,12,23,0,54,197,9,12,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,12,23,0,56,200,9,12,276,12,3,0,0,14,27,0,0,40,0,0,0,0,0,0,0,0,0,3,3,3,0,7,3,0,0,11,12,4,3,0,21,29,0,0,56,0,0,0,0,0,0,0,0,0,1660,2009,1029,81,4780,1647,160,224,6816,1645,2013,1024,60,4743,1407,173,282,6600,96,46,66,8,209,278,20,21,532,0,0,0,0,5,5,0,0,9,95,44,65,8,212,286,20,21,536,57,17,34,3,108,208,14,26,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
106011109,684,770,246,24,1723,413,49,127,2307,3,0,0,0,3,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,5,3,0,0,9,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,0,3,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,3,0,0,11,0,0,0,0,0,0,0,0,0,691,771,250,24,1736,416,49,128,2327,768,852,292,14,1930,455,51,113,2553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106011110,903,977,266,21,2161,581,41,135,2917,4,5,3,0,14,41,0,0,54,0,0,0,0,0,0,0,0,5,7,5,3,0,15,41,0,0,61,0,0,0,0,0,20,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,20,0,4,29,4,4,0,0,7,12,0,8,29,4,6,0,0,12,3,0,0,16,3,3,0,0,6,0,0,0,7,8,14,0,0,28,15,0,10,45,0,0,0,0,3,4,0,0,3,924,991,276,21,2210,660,41,143,3060,992,976,302,15,2296,680,50,117,3134,4,0,4,0,10,35,0,0,53,0,0,0,0,0,0,0,0,0,7,0,4,0,9,35,0,0,56,5,0,3,0,10,13,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106011111,1384,1818,792,64,4055,1200,105,72,5427,18,3,4,0,26,53,0,0,77,3,3,4,0,8,6,0,0,18,15,3,14,0,37,63,0,0,97,16,15,39,3,70,131,7,8,208,0,0,0,0,0,3,0,0,3,0,3,3,0,8,0,0,3,13,0,0,0,0,0,0,0,0,0,22,13,41,3,75,130,10,6,230,0,4,5,0,8,7,0,0,15,0,0,0,0,0,0,0,0,0,0,7,3,0,13,6,0,3,18,3,8,7,0,15,12,0,3,31,7,11,7,0,22,3,0,3,34,1426,1857,857,60,4207,1412,115,87,5819,1456,1795,869,63,4189,1247,131,133,5696,51,24,52,0,127,107,12,11,254,9,0,9,0,17,19,0,3,35,54,25,62,0,143,118,14,13,293,25,3,19,0,50,102,8,8,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106011112,1125,1966,538,37,3665,668,97,149,4576,47,27,20,0,100,95,12,11,226,3,3,6,0,13,9,5,3,27,56,32,23,0,113,107,16,11,244,64,22,41,3,134,230,21,44,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,6,0,0,0,12,68,25,41,3,146,233,21,46,445,16,8,3,0,28,48,0,32,108,0,0,0,0,0,0,0,0,3,0,0,3,0,3,10,0,4,18,15,4,10,0,32,60,0,37,131,0,0,0,0,0,0,0,0,0,1267,2034,611,45,3950,1067,136,246,5399,1247,1947,545,34,3766,844,126,139,4875,78,56,32,0,170,107,26,43,345,21,20,15,0,55,39,3,7,102,101,76,50,0,228,149,24,47,450,61,22,38,0,120,219,12,33,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106011113,469,635,100,16,1221,232,29,85,1562,13,22,3,0,40,5,0,0,42,0,0,0,0,0,0,0,0,0,13,22,3,0,40,5,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,0,4,9,0,0,0,0,0,0,0,0,0,490,656,103,15,1259,243,29,84,1616,525,662,112,16,1313,260,29,99,1695,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106021114,333,440,179,15,965,316,36,69,1391,24,25,18,3,65,35,5,15,118,5,5,3,0,17,11,0,3,30,34,27,17,5,82,45,5,16,147,3,0,4,0,13,21,3,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,13,22,3,3,39,5,3,7,0,14,43,0,8,64,0,0,0,0,0,0,0,0,3,0,3,0,0,3,8,0,4,11,9,5,12,0,18,47,3,11,82,0,0,0,0,0,0,0,0,0,372,480,214,16,1083,428,52,95,1661,363,480,209,13,1060,328,45,42,1472,35,10,20,0,65,68,13,3,140,9,6,4,0,22,12,3,4,38,44,15,23,0,85,79,12,10,176,11,7,5,0,22,41,3,16,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106021115,2038,2788,959,64,5860,1271,122,240,7496,145,125,73,4,343,217,18,10,591,24,9,19,0,51,52,6,6,106,167,131,89,4,396,268,22,20,701,116,43,96,8,268,522,38,39,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,116,43,95,8,267,522,38,39,859,0,0,3,0,4,3,0,0,9,0,3,0,0,3,0,0,0,3,3,4,3,0,10,14,0,3,26,3,4,3,0,18,18,0,4,38,0,0,0,0,3,0,0,0,7,2327,2975,1149,82,6537,2084,183,305,9104,2247,3006,1023,80,6361,1449,176,215,8202,133,38,70,10,249,337,23,26,637,31,23,26,0,77,63,9,11,159,165,62,92,9,326,403,32,37,798,138,70,83,5,298,480,30,45,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106021116,560,808,169,9,1545,277,20,38,1883,0,5,0,3,8,18,0,0,29,0,0,0,0,0,0,0,0,0,0,5,0,3,8,18,0,0,29,5,0,3,0,12,31,0,7,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,12,33,0,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,809,172,10,1564,328,23,43,1962,670,926,201,8,1811,301,23,41,2174,25,8,7,0,46,44,0,0,91,0,0,0,0,0,0,0,0,0,29,8,7,0,48,44,0,0,94,3,0,3,0,11,16,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106021117,1453,2003,765,53,4278,896,103,147,5420,19,7,16,0,45,49,5,3,96,0,0,8,0,7,7,3,3,24,18,7,24,0,50,54,10,10,121,46,16,50,0,114,194,4,13,332,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,0,0,9,46,24,50,0,124,201,4,13,341,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,4,0,7,0,0,7,3,0,0,10,0,0,0,0,0,0,0,0,3,1520,2037,845,57,4457,1153,115,174,5899,1590,2265,802,62,4716,1040,136,138,6033,57,35,46,5,144,110,16,17,284,9,5,14,0,24,39,3,5,72,65,45,61,3,174,148,12,23,360,34,5,27,3,61,160,6,13,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106021118,639,1311,281,11,2253,289,39,43,2620,3,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,8,6,4,0,0,17,10,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,6,3,0,0,15,11,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,1320,289,11,2271,300,39,45,2667,767,1320,283,17,2389,298,41,43,2772,16,9,12,3,43,33,8,0,91,7,3,3,0,8,10,4,3,33,23,13,13,4,57,50,15,4,121,0,8,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106031119,520,632,197,12,1357,326,34,55,1766,10,16,22,0,51,11,0,0,65,30,22,13,0,63,26,0,6,101,36,36,31,0,112,40,6,12,166,10,3,12,0,20,5,3,0,33,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,12,0,25,5,3,0,37,34,4,3,0,37,32,0,23,96,0,0,0,0,3,4,0,3,11,6,5,0,0,4,0,0,0,10,33,5,3,0,48,39,0,22,109,0,0,0,0,0,0,0,0,0,604,683,241,12,1543,409,42,90,2076,526,580,195,10,1300,353,23,63,1738,12,16,18,0,47,16,7,3,75,29,26,23,3,82,23,8,4,122,38,47,42,3,129,41,11,9,194,0,0,9,0,11,5,0,3,15,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
106031120,736,554,246,19,1553,465,48,55,2117,28,8,16,0,50,58,0,10,124,10,3,5,0,19,14,0,7,41,36,11,22,0,74,70,3,17,161,6,0,4,3,16,26,0,0,43,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,3,16,27,0,0,46,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,3,4,0,4,9,0,0,0,0,0,0,0,0,0,781,566,279,18,1646,567,50,78,2336,795,605,268,22,1682,569,59,32,2348,16,9,15,0,38,66,4,0,112,16,14,15,0,40,13,4,0,62,32,20,27,0,81,86,7,0,171,7,0,8,0,13,19,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106031121,1845,1378,441,35,3697,956,118,200,4973,302,81,123,0,509,483,21,61,1072,204,101,92,0,396,129,26,46,602,502,185,211,4,908,609,48,108,1676,75,24,41,0,136,174,9,36,353,33,6,8,0,48,45,7,40,148,44,4,4,0,55,27,5,43,133,0,0,0,0,0,7,0,0,9,148,37,58,0,239,250,24,131,647,25,9,4,0,31,70,0,80,176,0,0,0,0,0,4,0,0,4,3,11,0,0,13,7,0,0,20,28,13,4,0,41,79,0,80,202,0,0,0,0,3,0,0,0,3,2523,1621,715,41,4898,1898,185,514,7493,1926,1400,477,28,3831,1179,103,291,5407,265,89,90,9,456,411,33,59,965,260,168,122,6,550,209,23,64,849,524,258,214,12,1011,624,60,126,1820,132,56,46,0,230,255,24,69,576,35,8,17,0,56,75,8,65,202,56,6,17,0,81,61,7,54,200,3,0
106031122,1089,1422,781,29,3319,855,85,150,4410,9,11,10,0,32,23,3,3,59,6,7,18,0,29,16,7,3,52,20,17,27,0,61,37,8,5,109,45,12,39,3,97,169,15,10,290,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,3,46,12,34,3,98,173,15,10,302,26,6,19,0,51,74,0,24,150,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,0,0,8,27,12,20,0,62,75,0,24,159,0,0,0,0,0,0,0,0,0,1184,1460,864,36,3540,1139,112,192,4982,1084,1371,773,40,3269,823,102,121,4318,68,45,61,5,175,183,18,20,400,31,12,24,0,66,54,3,8,131,93,57,86,5,245,244,23,31,531,26,5,6,3,42,131,8,10,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106031123,391,805,85,7,1293,123,18,41,1470,0,3,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,3,0,0,4,0,0,0,8,0,0,0,0,3,0,0,0,3,0,3,0,0,8,3,0,0,14,0,0,0,0,0,0,0,0,0,397,811,91,7,1307,126,23,44,1497,507,803,116,3,1430,145,15,44,1635,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,5,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106031124,768,237,117,12,1133,379,28,79,1619,10,9,9,0,28,21,7,11,62,17,0,0,0,23,32,5,20,75,33,8,11,0,47,49,8,33,136,4,3,3,0,8,16,0,0,21,0,0,0,0,0,0,0,4,5,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,6,4,3,0,13,20,0,5,38,15,9,0,0,26,13,0,16,62,0,0,0,0,0,0,0,4,3,3,3,0,0,9,10,0,0,14,15,19,3,0,33,21,0,15,79,0,0,0,0,0,0,0,0,0,823,261,135,12,1226,476,41,134,1867,826,253,137,3,1217,442,27,89,1775,34,16,6,0,50,26,0,7,88,28,16,18,0,58,20,0,18,103,61,26,25,0,110,48,0,23,190,11,3,4,0,15,25,0,8,49,3,0,3,0,7,8,3,3,27,0,0,0,0,0,0,0,0,0,0,0
106031125,1102,1602,393,17,3108,527,70,80,3783,8,6,3,0,14,5,0,0,22,0,0,0,0,3,0,0,0,3,9,6,3,0,17,5,0,0,26,5,4,8,0,21,14,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,8,0,0,14,9,7,8,0,29,21,0,3,52,33,3,3,0,41,46,0,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,33,4,7,0,42,50,0,10,108,0,0,0,0,0,0,0,0,0,1156,1614,413,17,3195,603,76,99,3967,1252,1633,430,31,3347,673,62,144,4223,6,3,6,0,15,9,0,0,23,0,0,0,0,0,6,0,0,6,6,3,6,0,15,9,0,0,31,12,8,7,0,29,9,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
106041126,914,1270,475,31,2686,653,96,157,3587,32,26,7,0,70,40,6,7,130,0,0,0,0,0,0,0,0,3,31,26,7,0,71,46,6,7,134,35,19,26,4,86,181,16,52,329,0,0,3,0,3,8,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,39,19,32,4,92,191,16,52,350,10,3,3,0,16,21,0,41,78,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,15,3,3,0,20,21,0,48,79,0,0,0,0,0,0,0,0,0,996,1317,519,29,2858,904,114,264,4147,966,1274,484,49,2776,784,105,197,3869,21,13,10,3,47,61,5,16,135,8,4,0,0,15,19,3,9,47,27,17,17,3,62,83,8,26,180,43,31,18,3,86,198,16,46,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106041127,381,487,109,7,979,266,40,45,1326,13,15,3,3,32,3,3,3,40,0,0,0,0,0,0,0,0,0,13,15,3,3,32,3,3,3,40,9,6,11,0,29,42,0,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,11,0,28,42,0,3,69,0,5,0,0,4,14,0,23,45,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,5,0,0,8,17,0,24,48,3,0,0,0,3,3,0,5,10,406,510,125,9,1049,322,51,77,1499,389,450,106,5,957,253,40,79,1339,7,3,3,0,16,38,0,7,63,0,0,0,0,4,0,0,0,3,6,3,3,0,19,38,0,7,66,0,0,4,0,6,12,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
