SA2_MAINCODE_2016,C06_SH_FH_CF_no_ch,C06_SH_FH_CF_w_ch,C06_SH_FH_One_PFam,C06_SH_FH_oth_fa,C06_SH_FH_Tot,C06_SH_LP_H,C06_SH_GH,C06_SH_OH,C06_SH_Tot,C06_SDRTHT1S_FH_CF_no_ch,C06_SDRTHT1S_FH_CF_w_ch,C06_SDRTHT1S_FH_One_PFam,C06_SDRTHT1S_FH_oth_fa,C06_SDRTHT1S_FH_Tot,C06_SDRTHT1S_LP_H,C06_SDRTHT1S_GH,C06_SDRTHT1S_OH,C06_SDRTHT1S_Tot,C06_SDRTHT2S_FH_CF_no_ch,C06_SDRTHT2S_FH_CF_w_ch,C06_SDRTHT2S_FH_One_PFam,C06_SDRTHT2S_FH_oth_fa,C06_SDRTHT2S_FH_Tot,C06_SDRTHT2S_LP_H,C06_SDRTHT2S_GH,C06_SDRTHT2S_OH,C06_SDRTHT2S_Tot,C06_SDRTHT_FH_CF_no_ch,C06_SDRTHT_FH_CF_w_ch,C06_SDRTHT_FH_One_PFam,C06_SDRTHT_FH_oth_fa,C06_SDRTHT_FH_Tot,C06_SDRTHT_LP_H,C06_SDRTHT_GH,C06_SDRTHT_OH,C06_SDRTHT_Tot,C06_F_u_a_1_2_FH_CF_no_ch,C06_F_u_a_1_2_FH_CF_w_ch,C06_F_u_a_1_2_FH_One_PFam,C06_F_u_a_1_2_FH_oth_fa,C06_F_u_a_1_2_FH_Tot,C06_F_u_a_1_2_LP_H,C06_F_u_a_1_2_GH,C06_F_u_a_1_2_OH,C06_F_u_a_1_2_Tot,C06_F_u_a_3_FH_CF_no_ch,C06_F_u_a_3_FH_CF_w_ch,C06_F_u_a_3_FH_One_PFam,C06_F_u_a_3_FH_oth_fa,C06_F_u_a_3_FH_Tot,C06_F_u_a_3_LP_H,C06_F_u_a_3_GH,C06_F_u_a_3_OH,C06_F_u_a_3_Tot,C06_F_u_a_4m_FH_CF_no_ch,C06_F_u_a_4m_FH_CF_w_ch,C06_F_u_a_4m_FH_One_PFam,C06_F_u_a_4m_FH_oth_fa,C06_F_u_a_4m_FH_Tot,C06_F_u_a_4m_LP_H,C06_F_u_a_4m_GH,C06_F_u_a_4m_OH,C06_F_u_a_4m_Tot,C06_F_u_a_a_h_FH_CF_no_ch,C06_F_u_a_a_h_FH_CF_w_ch,C06_F_u_a_a_h_FH_One_PFam,C06_F_u_a_a_h_FH_oth_fa,C06_F_u_a_a_h_FH_Tot,C06_F_u_a_a_h_LP_H,C06_F_u_a_a_h_GH,C06_F_u_a_a_h_OH,C06_F_u_a_a_h_Tot,C06_F_u_a_T_FH_CF_no_ch,C06_F_u_a_T_FH_CF_w_ch,C06_F_u_a_T_FH_One_PFam,C06_F_u_a_T_FH_oth_fa,C06_F_u_a_T_FH_Tot,C06_F_u_a_T_LP_H,C06_F_u_a_T_GH,C06_F_u_a_T_OH,C06_F_u_a_T_Tot,C06_OD_C_c_hb_FH_CF_no_ch,C06_OD_C_c_hb_FH_CF_w_ch,C06_OD_C_c_hb_FH_One_PFam,C06_OD_C_c_hb_FH_oth_fa,C06_OD_C_c_hb_FH_Tot,C06_OD_C_c_hb_LP_H,C06_OD_C_c_hb_GH,C06_OD_C_c_hb_OH,C06_OD_C_c_hb_Tot,C06_OD_Ih_t_s_FH_CF_no_ch,C06_OD_Ih_t_s_FH_CF_w_ch,C06_OD_Ih_t_s_FH_One_PFam,C06_OD_Ih_t_s_FH_oth_fa,C06_OD_Ih_t_s_FH_Tot,C06_OD_Ih_t_s_LP_H,C06_OD_Ih_t_s_GH,C06_OD_Ih_t_s_OH,C06_OD_Ih_t_s_Tot,C06_OD_H_f_so_FH_CF_no_ch,C06_OD_H_f_so_FH_CF_w_ch,C06_OD_H_f_so_FH_One_PFam,C06_OD_H_f_so_FH_oth_fa,C06_OD_H_f_so_FH_Tot,C06_OD_H_f_so_LP_H,C06_OD_H_f_so_GH,C06_OD_H_f_so_OH,C06_OD_H_f_so_Tot,C06_OD_T_FH_CF_no_ch,C06_OD_T_FH_CF_w_ch,C06_OD_T_FH_One_PFam,C06_OD_T_FH_oth_fa,C06_OD_T_FH_Tot,C06_OD_Tot_LP_H,C06_OD_Tot_GH,C06_OD_Tot_OH,C06_OD_T_T,C06_DS_ns_FH_CF_no_ch,C06_DS_ns_FH_CF_w_ch,C06_DS_ns_FH_One_PFam,C06_DS_ns_FH_oth_fa,C06_DS_ns_FH_Tot,C06_DS_ns_LP_H,C06_DS_ns_GH,C06_DS_ns_OH,C06_DS_NS_T,C06_T_FH_CF_no_ch,C06_T_FH_CF_w_ch,C06_T_FH_One_PFam,C06_T_FH_oth_fa,C06_T_FH_Tot,C06_Tot_LP_H,C06_Tot_GH,C06_Tot_OH,C06_T_T,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_Sd_r_t_1_FH_CF_no_ch,C11_Sd_r_t_1_FH_CF_w_ch,C11_Sd_r_t_1_FH_One_PFam,C11_Sd_r_t_1_FH_oth_fa,C11_Sd_r_t_1_FH_Tot,C11_Sd_r_t_1_LP_H,C11_Sd_r_t_1_GH,C11_Sd_r_t_1_OH,C11_Sd_r_t_1_Tot,C11_Sd_r_t_2m_FH_CF_no_ch,C11_Sd_r_t_2m_FH_CF_w_ch,C11_Sd_r_t_2m_FH_One_PFam,C11_Sd_r_t_2m_FH_oth_fa,C11_Sd_r_t_2m_FH_Tot,C11_Sd_r_t_2m_LP_H,C11_Sd_r_t_2m_GH,C11_Sd_r_t_2m_OH,C11_Sd_r_t_2m_Tot,C11_Sd_r_t_T_FH_CF_no_ch,C11_Sd_r_t_T_FH_CF_w_ch,C11_Sd_r_t_T_FH_One_PFam,C11_Sd_r_t_T_FH_oth_fa,C11_Sd_r_t_T_FH_Tot,C11_Sd_r_t_T_LP_H,C11_Sd_r_t_T_GH,C11_Sd_r_t_T_OH,C11_Sd_r_t_T_Tot,C11_F_u_a_1_2_FH_CF_no_ch,C11_F_u_a_1_2_FH_CF_w_ch,C11_F_u_a_1_2_FH_One_PFam,C11_F_u_a_1_2_FH_oth_fa,C11_F_u_a_1_2_FH_Tot,C11_F_u_a_1_2_LP_H,C11_F_u_a_1_2_GH,C11_F_u_a_1_2_OH,C11_F_u_a_1_2_Tot,C11_F_u_a_3_FH_CF_no_ch,C11_F_u_a_3_FH_CF_w_ch,C11_F_u_a_3_FH_One_PFam,C11_F_u_a_3_FH_oth_fa,C11_F_u_a_3_FH_Tot,C11_F_u_a_3_LP_H,C11_F_u_a_3_GH,C11_F_u_a_3_OH,C11_F_u_a_3_Tot,C11_F_u_a_4m_FH_CF_no_ch,C11_F_u_a_4m_FH_CF_w_ch,C11_F_u_a_4m_FH_One_PFam,C11_F_u_a_4m_FH_oth_fa,C11_F_u_a_4m_FH_Tot,C11_F_u_a_4m_LP_H,C11_F_u_a_4m_GH,C11_F_u_a_4m_OH,C11_F_u_a_4m_Tot,C11_F_u_a_a_h_FH_CF_no_ch,C11_F_u_a_a_h_FH_CF_w_ch
123021444,978,2657,812,54,4510,533,91,183,5309,95,161,180,7,438,122,11,23,597,33,66,148,6,248,69,5,19,338,122,227,324,11,687,192,18,35,930,9,5,11,0,23,10,0,0,35,0,0,0,0,0,0,0,0,0,11,6,12,0,30,46,3,9,81,0,0,0,0,7,0,0,0,6,25,11,20,0,54,55,9,10,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1123,2900,1159,64,5253,781,115,225,6369,1097,2549,940,66,4649,615,99,259,5622,90,57,73,11,232,139,10,33,412,26,38,64,0,130,56,8,13,206,113,94,141,12,357,198,17,47,619,14,0,6,3,23,34,0,9,72,11,10,5,0,27,19,4,7,50,0,0,0,0,0,0,0,0,0,0,0
123031445,443,703,174,6,1333,220,19,67,1634,35,3,0,3,38,32,0,0,72,0,0,0,0,0,0,0,0,0,35,3,0,3,38,32,0,0,72,0,0,3,0,3,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,0,15,6,3,0,0,11,23,0,3,30,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,5,3,4,0,10,18,0,3,39,0,0,0,0,3,0,0,0,3,484,708,181,11,1389,287,17,68,1755,434,733,188,11,1363,256,28,40,1686,60,3,5,0,69,51,0,3,125,0,0,0,0,0,0,0,0,0,60,3,5,0,69,51,0,3,125,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123031446,544,1098,181,15,1832,223,29,63,2150,3,3,3,0,10,7,0,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,8,7,0,0,13,9,0,0,0,7,3,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,3,0,0,12,15,3,0,0,14,9,0,4,24,0,3,0,0,3,0,0,0,5,5,6,0,0,8,0,0,0,8,5,3,0,0,7,0,0,0,7,5,15,0,0,19,3,0,0,22,0,0,0,0,0,0,0,0,0,563,1117,178,15,1877,239,27,70,2213,552,1056,185,11,1813,245,35,49,2143,37,3,3,0,47,23,0,0,69,0,0,0,0,0,0,0,0,0,37,3,3,0,47,23,0,0,69,3,3,3,0,13,4,0,0,24,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3
123031447,1227,1981,549,36,3793,813,81,117,4806,24,6,18,0,47,71,3,10,131,0,0,0,0,3,12,0,0,14,26,5,14,0,54,86,3,5,145,8,3,7,0,17,52,3,0,72,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,3,7,0,0,19,16,4,7,0,27,67,3,3,96,0,3,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,3,3,3,0,0,9,8,0,0,18,4,6,0,0,9,9,0,3,24,0,0,0,0,0,0,0,0,0,1271,1995,572,37,3880,970,90,131,5073,1263,2000,642,39,3936,807,90,169,5002,33,13,26,7,74,105,0,8,184,3,3,3,0,11,5,0,0,10,37,15,24,7,84,111,0,8,196,21,6,4,0,28,91,3,3,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123031448,622,1220,198,14,2059,267,24,145,2499,13,12,3,0,29,8,7,3,39,3,0,0,0,5,0,0,4,7,19,11,3,0,30,10,7,6,52,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,9,3,0,0,0,8,7,0,0,14,0,4,0,0,4,0,0,0,7,3,0,0,0,5,3,0,0,7,3,3,0,0,9,10,0,3,29,0,0,0,0,0,0,0,0,0,644,1242,206,14,2108,290,33,160,2583,726,1201,254,25,2209,290,38,73,2613,5,7,0,0,12,7,4,0,28,0,0,0,0,0,0,0,0,0,5,7,0,0,12,7,4,0,28,4,5,0,0,10,0,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
124011449,600,437,243,14,1289,675,68,166,2203,0,0,3,0,8,21,0,0,28,0,0,0,0,3,4,0,0,5,0,3,3,0,7,19,0,0,34,0,0,3,0,3,8,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,7,0,8,15,3,0,24,0,3,0,0,5,0,0,3,12,0,0,0,0,0,0,0,0,6,3,3,0,0,3,3,0,0,10,3,3,0,0,6,4,0,8,27,0,0,0,0,0,0,0,0,0,606,439,251,18,1313,719,66,179,2286,625,430,243,7,1306,712,67,289,2378,15,3,0,0,20,12,0,4,45,3,4,4,0,12,8,0,6,26,20,9,9,0,32,22,0,11,69,3,0,0,0,3,12,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124011450,1634,2674,587,42,4942,1002,149,94,6191,28,9,3,0,35,56,3,0,101,17,5,5,0,27,11,0,0,37,45,11,8,0,67,66,5,0,140,13,8,18,3,41,32,3,6,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,0,21,15,13,19,3,49,50,7,3,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,4,4,1702,2698,616,49,5061,1123,157,105,6443,1719,2683,622,40,5057,1033,124,115,6332,43,17,17,0,79,76,5,0,156,16,7,16,0,41,41,5,6,95,56,23,36,0,117,116,9,7,251,6,0,0,0,6,19,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
124011451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124011452,1087,1034,585,41,2741,1441,214,319,4713,17,9,8,0,35,77,4,10,118,17,10,24,3,47,32,3,14,99,29,14,29,3,81,113,5,19,218,17,7,23,0,49,176,10,31,257,10,0,6,0,17,69,5,11,99,3,0,0,0,3,4,0,0,11,0,0,0,0,0,9,0,0,6,28,7,29,3,69,255,11,48,377,0,0,0,0,4,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,12,0,0,3,0,4,9,0,8,22,0,0,0,0,0,0,0,0,0,1148,1058,642,44,2896,1822,233,385,5333,1083,963,554,34,2634,1413,198,362,4603,98,44,31,0,172,188,21,38,422,46,16,15,3,79,80,5,14,173,137,59,46,0,249,270,23,51,598,29,7,16,0,52,174,18,20,269,5,4,7,0,11,29,3,3,48,0,0,0,0,0,4,0,0,4,7,6
124011453,1015,1351,458,29,2851,889,104,145,3999,0,5,5,0,17,26,3,4,48,0,0,0,0,0,0,0,0,3,3,5,5,0,16,27,3,3,53,5,3,3,0,10,32,0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,9,0,0,12,6,3,3,0,16,38,0,5,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,1029,1362,464,32,2882,967,109,160,4116,1029,1397,463,23,2912,967,120,117,4114,10,3,7,0,24,31,5,3,57,0,0,3,0,0,0,0,0,4,10,7,11,0,26,31,10,3,65,4,0,3,0,7,40,0,0,49,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
124011454,1849,2987,783,45,5664,1192,119,124,7104,101,16,19,4,144,211,8,3,358,19,10,15,0,42,41,7,3,87,123,27,34,4,185,246,10,3,451,16,6,6,0,27,108,4,0,133,3,0,0,0,5,8,0,0,7,0,0,0,0,0,0,0,0,3,7,0,0,0,9,15,0,0,21,27,6,10,0,41,129,4,6,170,3,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,2001,3024,820,50,5896,1560,134,132,7725,1993,2949,779,50,5770,1242,146,88,7244,57,12,23,0,91,156,4,0,253,30,12,11,3,61,132,3,0,196,87,28,35,3,152,283,10,3,447,13,9,3,3,27,35,3,10,66,0,0,0,0,0,28,0,0,29,0,0,0,0,0,0,0,0,0,6,3
124011455,682,579,209,21,1493,566,60,85,2208,8,3,3,0,15,43,0,7,62,0,0,0,0,3,0,0,0,3,11,3,3,0,22,41,0,5,71,0,3,4,0,7,10,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,10,0,3,3,0,9,15,0,0,21,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,701,585,221,22,1530,626,59,95,2304,712,573,224,11,1525,606,64,138,2326,17,3,7,0,23,44,0,3,76,0,0,3,0,3,0,0,0,9,17,4,12,0,29,47,0,6,79,4,0,4,0,6,12,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031457,1160,2173,757,58,4141,714,107,58,5025,10,11,19,3,44,15,3,0,67,6,13,17,0,41,16,4,0,67,21,30,41,3,88,27,14,3,130,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,3,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1179,2202,794,59,4232,749,118,67,5163,1092,1827,675,49,3651,672,90,121,4537,50,75,51,4,186,92,14,17,305,36,38,35,4,109,45,6,12,166,88,117,88,9,298,135,16,25,474,52,120,32,7,209,28,7,6,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
124031458,1005,2276,716,37,4031,583,77,167,4853,16,29,34,3,80,25,0,10,113,12,24,60,3,95,23,3,23,146,21,47,91,5,174,53,6,31,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,11,3,0,0,13,4,4,0,0,11,3,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,1031,2330,806,48,4215,639,82,196,5127,1132,2398,732,49,4305,654,87,156,5203,29,44,77,3,143,61,5,9,222,13,25,60,0,94,24,0,8,127,38,66,130,3,245,83,5,20,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031459,1201,1876,456,36,3567,583,87,71,4304,26,11,13,3,50,42,4,0,94,20,9,7,3,32,27,6,0,67,45,20,16,7,87,65,12,3,164,35,14,21,0,73,104,0,4,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,5,39,14,21,0,75,113,0,7,193,10,4,3,0,23,55,0,6,81,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,5,15,8,3,0,26,60,0,8,94,0,0,0,0,0,0,0,0,0,1301,1912,503,37,3747,813,99,80,4743,1143,1737,449,27,3368,553,75,86,4072,49,16,22,0,83,95,0,5,186,14,15,16,3,45,42,3,5,98,66,27,35,3,131,134,5,8,280,45,48,38,0,127,97,7,10,235,0,0,0,0,0,0,0,0,0,6,10,3,0,19,0,0,0,23,47,41
124031460,1222,3325,590,40,5177,497,96,141,5908,24,18,23,0,69,29,4,0,99,27,29,45,0,108,46,12,6,167,53,55,65,0,177,75,16,6,267,0,0,0,0,6,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,1272,3384,665,46,5363,574,111,146,6185,1253,3315,602,47,5218,519,67,98,5903,28,43,28,3,98,34,4,3,139,70,124,81,7,278,75,8,7,373,96,162,113,9,380,114,11,13,515,0,0,3,0,3,33,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031461,1383,2063,696,53,4194,784,94,108,5181,39,32,46,5,110,94,5,8,220,25,20,34,4,78,47,6,7,141,61,51,73,8,185,146,11,14,359,4,0,11,0,14,53,0,4,76,42,11,27,3,80,164,17,15,278,10,3,0,4,19,14,0,3,30,0,0,0,0,0,3,0,0,3,53,13,41,7,112,231,15,20,386,28,3,4,0,33,66,3,13,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,4,0,34,66,3,13,115,0,0,0,0,0,0,0,0,0,1523,2124,819,62,4527,1223,130,155,6039,1434,1965,692,69,4165,866,117,174,5320,46,46,40,0,134,128,7,20,289,23,38,30,3,93,34,3,6,149,70,78,68,9,227,167,17,30,438,11,5,11,3,40,53,10,3,102,85,33,54,3,173,193,38,26,433,0,0,0,0,4,8,0,0,9,6,0
124031462,773,1440,520,51,2783,556,75,100,3518,98,77,125,3,311,187,36,20,557,134,166,188,11,506,215,49,32,800,238,240,315,20,813,402,93,52,1363,41,30,36,0,103,181,16,31,329,39,32,46,7,127,237,31,40,431,10,11,22,3,42,63,8,18,127,0,0,0,0,0,10,0,0,13,93,67,103,15,277,488,54,83,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,4,4,23,3,0,0,0,3,8,4,4,23,0,0,0,0,0,0,0,0,0,1098,1748,942,87,3876,1459,218,241,5799,845,1503,570,35,2954,621,99,73,3757,107,87,118,11,325,202,20,19,558,160,224,217,22,618,282,59,39,993,268,310,334,33,942,476,77,56,1550,32,23,33,4,96,116,17,19,244,71,79,58,12,206,227,32,66,528,42,35,23,6,110,118,8,11,249,3,0
124031463,432,909,157,17,1507,207,20,105,1841,7,11,3,0,27,6,0,3,34,0,0,0,0,0,0,0,0,0,7,16,3,0,25,4,0,3,32,6,0,0,3,12,45,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,6,0,0,3,16,43,0,0,58,5,5,4,0,18,20,0,3,44,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,5,3,0,22,21,3,5,50,0,0,0,0,0,0,0,0,4,460,932,162,16,1569,278,27,113,1985,500,904,178,16,1602,221,30,53,1906,8,8,3,0,16,0,0,0,22,0,0,0,0,0,0,0,0,3,8,8,3,0,21,3,0,0,25,10,0,0,0,10,38,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
124031464,598,743,397,33,1777,543,80,90,2491,45,27,46,12,127,183,12,18,340,136,115,113,17,379,216,59,47,695,176,143,162,28,505,401,72,61,1033,111,33,55,7,208,588,26,38,862,70,26,60,6,159,293,33,42,531,12,4,7,0,18,36,3,6,68,0,0,0,0,3,6,0,0,6,193,64,122,18,392,923,65,93,1472,0,0,0,0,0,0,0,0,3,0,0,0,0,0,29,0,0,29,0,0,0,0,3,0,0,0,4,0,3,0,0,3,36,0,0,38,0,0,0,0,0,0,0,0,5,966,949,679,77,2674,1896,215,244,5043,549,711,387,46,1695,548,89,105,2439,49,45,53,7,155,202,7,10,376,174,147,170,13,505,344,34,39,925,225,192,221,17,660,546,44,47,1300,52,28,36,3,113,287,16,43,462,109,57,74,18,249,373,31,52,707,41,24,18,7,84,91,20,24,218,0,0
124031465,312,754,141,12,1223,198,9,70,1499,4,4,0,0,7,8,0,0,20,0,0,0,0,0,0,0,0,0,4,3,0,0,8,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,7,0,5,3,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,7,0,4,5,0,10,4,0,0,16,0,0,0,0,0,0,0,0,0,326,762,146,12,1248,208,9,70,1533,361,781,161,11,1317,222,22,38,1596,3,0,0,0,3,8,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,0,8,0,3,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124041466,849,1269,479,31,2627,666,90,123,3505,135,49,80,3,265,335,26,32,652,71,48,20,7,148,91,22,7,260,199,98,101,8,415,419,42,37,917,62,21,42,8,133,196,19,34,379,3,0,0,0,7,20,0,3,35,0,0,0,0,0,0,0,0,0,3,0,3,0,7,3,0,0,11,66,30,40,8,140,217,25,41,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,11,6,0,3,16,3,0,3,0,11,6,0,3,16,0,0,0,0,0,0,0,0,0,1116,1397,624,49,3190,1318,156,204,4867,878,1277,518,38,2709,710,102,124,3659,125,51,73,4,260,353,23,23,652,84,53,58,7,197,150,21,12,380,210,112,132,10,458,502,42,35,1037,43,20,48,3,118,163,12,10,302,15,6,8,0,31,37,8,9,79,5,5,9,0,16,21,0,4,42,0,0
124041467,885,1866,688,35,3471,624,123,183,4395,78,80,111,0,268,194,29,27,520,26,30,24,3,85,32,16,10,143,105,111,135,6,352,230,45,36,664,34,19,38,9,95,155,16,18,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,36,19,33,9,94,161,16,19,293,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,5,14,0,0,25,0,3,3,0,5,19,0,0,26,0,0,0,0,0,0,0,0,0,1028,1991,861,49,3928,1027,184,239,5372,868,1772,756,41,3430,700,99,105,4335,97,108,144,3,353,196,24,25,591,38,43,37,0,128,64,8,9,200,135,149,187,3,481,254,31,27,792,41,20,46,3,109,172,12,16,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
124041468,402,916,210,13,1534,235,23,92,1891,3,11,3,0,13,7,0,3,29,0,0,0,0,0,0,0,0,3,3,13,3,0,19,7,0,6,32,4,0,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,3,0,0,12,0,0,0,9,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,411,931,212,12,1570,248,27,101,1945,376,891,180,20,1465,197,24,69,1758,3,5,0,0,16,5,0,0,19,3,0,0,0,4,0,0,0,3,7,9,0,0,16,6,0,0,29,3,3,3,0,4,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
