SA2_MAINCODE_2016,C06_C_Tot_0_14,C06_C_Tot_15_24,C06_C_Tot_25_34,C06_C_Tot_35_44,C06_C_Tot_45_54,C06_C_Tot_55_64,C06_C_Tot_65_74,C06_C_Tot_75_84,C06_C_Tot_85ov,C06_C_T_T,C06_Hinduism_0_14,C06_Hinduism_15_24,C06_Hinduism_25_34,C06_Hinduism_35_44,C06_Hinduism_45_54,C06_Hinduism_55_64,C06_Hinduism_65_74,C06_Hinduism_75_84,C06_Hinduism_85ov,C06_Hinduism_Tot,C06_Islam_0_14,C06_Islam_15_24,C06_Islam_25_34,C06_Islam_35_44,C06_Islam_45_54,C06_Islam_55_64,C06_Islam_65_74,C06_Islam_75_84,C06_Islam_85ov,C06_Islam_Tot,C06_Judaism_0_14,C06_Judaism_15_24,C06_Judaism_25_34,C06_Judaism_35_44,C06_Judaism_45_54,C06_Judaism_55_64,C06_Judaism_65_74,C06_Judaism_75_84,C06_Judaism_85ov,C06_Judaism_Tot,C06_OR_Au_Ab_Tr_R_0_14,C06_OR_Au_Ab_Tr_R_15_24,C06_OR_Au_Ab_Tr_R_25_34,C06_OR_Au_Ab_Tr_R_35_44,C06_OR_Au_Ab_Tr_R_45_54,C06_OR_Au_Ab_Tr_R_55_64,C06_OR_Au_Ab_Tr_R_65_74,C06_OR_Au_Ab_Tr_R_75_84,C06_OR_A_Ab_Tr_Re_85oe,C06_OR_Au_Ab_Tr_Re_Tot,C06_OR_Sikhism_0_14,C06_OR_Sikhism_15_24,C06_OR_Sikhism_25_34,C06_OR_Sikhism_35_44,C06_OR_Sikhism_45_54,C06_OR_Sikhism_55_64,C06_OR_Sikhism_65_74,C06_OR_Sikhism_75_84,C06_OR_Sikhism_85oe,C06_OR_Sikhism_Tot,C06_OR_OR_0_14,C06_OR_OR_15_24,C06_OR_OR_25_34,C06_OR_OR_35_44,C06_OR_OR_45_54,C06_OR_OR_55_64,C06_OR_OR_65_74,C06_OR_OR_75_84,C06_OR_OR_85oe,C06_OR_OR_Tot,C06_OR_Tot_0_14,C06_OR_Tot_15_24,C06_OR_Tot_25_34,C06_OR_Tot_35_44,C06_OR_Tot_45_54,C06_OR_Tot_55_64,C06_OR_Tot_65_74,C06_OR_Tot_75_84,C06_OR_Tot_85ov,C06_OR_T_T,C06_SBOSB_No_RA_0_14,C06_SBOSB_No_RA_15_24,C06_SBOSB_No_RA_25_34,C06_SBOSB_No_RA_35_44,C06_SBOSB_No_RA_45_54,C06_SBOSB_No_RA_55_64,C06_SBOSB_No_RA_65_74,C06_SBOSB_No_RA_75_84,C06_SBOSB_No_RA_85ov,C06_SBOSB_No_RA_Tot,C06_Rel_aff_ns_0_14,C06_Rel_aff_ns_15_24,C06_Rel_aff_ns_25_34,C06_Rel_aff_ns_35_44,C06_Rel_aff_ns_45_54,C06_Rel_aff_ns_55_64,C06_Rel_aff_ns_65_74,C06_Rel_aff_ns_75_84,C06_Rel_aff_ns_85ov,C06_Rel_aff_NS_T,C06_Tot_0_14_yrs,C06_Tot_15_24_yrs,C06_Tot_25_34_yrs,C06_Tot_35_44_yrs,C06_Tot_45_54_yrs,C06_Tot_55_64_yrs,C06_Tot_65_74_yrs,C06_Tot_75_84_yrs,C06_Tot_85o,C06_T_T,C11_Buddhism_0_14_yrs,C11_Buddhism_15_24,C11_Buddhism_25_34,C11_Buddhism_35_44,C11_Buddhism_45_54,C11_Buddhism_55_64,C11_Buddhism_65_74,C11_Buddhism_75_84,C11_Buddhism_85ov,C11_Buddhism_Tot,C11_Christ_Angl_0_14,C11_Christ_Angl_15_24,C11_Christ_Angl_25_34,C11_Christ_Angl_35_44,C11_Christ_Angl_45_54,C11_Christ_Angl_55_64,C11_Christ_Angl_65_74,C11_Christ_Angl_75_84,C11_Christ_Angl_85ov,C11_Christ_Angl_Tot,C11_C_Assyr_Apo_0_14,C11_C_Assyr_Apo_15_24,C11_C_Assyr_Apo_25_34,C11_C_Assyr_Apo_35_44,C11_C_Assyr_Apo_45_54,C11_C_Assyr_Apo_55_64,C11_C_Assyr_Apo_65_74,C11_C_Assyr_Apo_75_84,C11_C_Assyr_Apo_85ov,C11_C_Assyr_Apo_Tot,C11_C_Baptist_0_14,C11_C_Baptist_15_24,C11_C_Baptist_25_34,C11_C_Baptist_35_44,C11_C_Baptist_45_54,C11_C_Baptist_55_64,C11_C_Baptist_65_74,C11_C_Baptist_75_84,C11_C_Baptist_85ov,C11_C_Baptist_Tot,C11_Christ_Breth_0_14,C11_Christ_Breth_15_24,C11_Christ_Breth_25_34,C11_Christ_Breth_35_44,C11_Christ_Breth_45_54,C11_Christ_Breth_55_64,C11_Christ_Breth_65_74,C11_Christ_Breth_75_84,C11_Christ_Breth_85ov,C11_Christ_Breth_To,C11_Ch_Catholic_0_14,C11_Ch_Catholic_15_24,C11_Ch_Catholic_25_34,C11_Ch_Catholic_35_44,C11_Ch_Catholic_45_54,C11_Ch_Catholic_55_64,C11_Ch_Catholic_65_74,C11_Ch_Catholic_75_84,C11_Ch_Catholic_85ov,C11_C_Catholic_Tot,C11_C_Chur_Christ_0_14,C11_C_Chur_Christ_15_24,C11_C_Chur_Christ_25_34,C11_C_Chur_Christ_35_44,C11_C_Chur_Christ_45_54,C11_C_Chur_Christ_55_64,C11_C_Chur_Christ_65_74,C11_C_Chur_Christ_75_84,C11_C_Chur_Christ_85ov,C11_C_Chur_Christ_Tot,C11_C_East_Ortho_0_14,C11_C_East_Ortho_15_24,C11_C_East_Ortho_25_34,C11_C_East_Ortho_35_44,C11_C_East_Ortho_45_54,C11_C_East_Ortho_55_64,C11_C_East_Ortho_65_74,C11_C_East_Ortho_75_84,C11_C_East_Ortho_85ov,C11_C_East_Ortho_To,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot
107041150,2418,1441,1345,1879,1829,1453,1051,904,297,12613,0,8,0,0,8,3,0,0,0,21,15,8,18,8,10,4,0,0,0,64,0,0,0,0,4,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,3,3,5,0,0,0,36,4,3,9,3,3,5,0,0,0,36,815,449,447,455,407,213,76,77,25,2955,461,251,209,271,242,155,107,84,31,1806,3726,2165,2050,2648,2528,1844,1245,1068,344,17626,26,19,31,29,43,31,15,3,0,191,673,391,391,638,668,618,489,340,171,4381,0,0,0,0,0,0,0,0,0,3,43,24,29,39,26,23,29,21,8,239,5,0,3,0,0,0,4,0,3,18,1175,646,522,727,709,532,377,241,93,5028,3,0,0,3,0,8,3,0,0,16,38,19,28,31,32,18,14,15,6,198,33,6,19,13,15,15,12,5,0,123
107041548,439,1062,1095,664,874,736,651,522,184,6225,19,17,26,19,13,4,3,0,0,101,36,33,45,34,15,15,7,4,0,192,0,0,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,7,9,7,15,0,3,0,0,0,48,7,13,13,13,3,3,0,0,0,52,135,574,486,191,155,135,56,27,15,1772,137,412,349,168,186,122,93,55,20,1548,805,2167,2074,1124,1267,1026,808,611,220,10104,37,107,105,57,34,18,11,3,0,366,79,228,310,166,204,270,247,188,115,1807,0,0,0,0,0,0,0,0,0,0,11,43,29,11,13,3,8,3,3,129,3,0,0,3,0,0,0,0,0,5,244,533,573,320,362,365,296,195,85,2970,0,0,0,0,0,6,0,0,0,7,99,55,106,93,92,69,87,72,12,689,0,6,12,3,5,0,3,0,0,23
107041549,1432,1409,1368,1186,1185,1008,850,717,262,9420,17,25,29,20,6,3,3,0,0,108,99,105,85,62,32,26,4,4,0,409,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,21,15,15,16,5,0,3,0,79,6,26,16,13,12,5,0,3,0,86,419,749,532,329,255,139,54,43,12,2539,276,410,259,232,179,128,98,101,41,1724,2285,2798,2364,1886,1695,1328,1018,871,316,14571,37,94,99,56,32,16,9,10,0,358,325,288,303,327,280,250,202,151,125,2256,0,0,0,0,0,0,0,0,0,0,30,47,48,20,22,21,5,4,3,200,0,0,0,0,0,0,0,0,0,0,619,558,502,455,452,375,282,216,75,3531,0,3,0,3,4,0,5,3,0,21,286,185,203,269,224,256,223,143,15,1811,8,7,6,4,11,8,0,0,3,46
108011151,571,339,221,447,509,434,374,193,92,3185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,3,0,0,0,18,3,0,0,8,0,0,0,0,0,18,160,53,47,74,68,72,29,15,10,539,75,30,23,40,59,57,45,18,9,345,805,428,301,576,641,572,455,226,105,4105,4,4,0,4,7,9,0,0,0,27,251,171,103,187,258,266,227,119,49,1631,0,0,0,0,0,0,0,0,0,0,14,3,4,19,14,21,21,12,5,101,0,0,0,4,0,0,0,0,0,3,168,134,56,140,160,122,112,51,10,963,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,3,0,0,9,3,0,0,4,3,3,0,0,0,12
108011152,1403,830,714,1028,1263,1562,1594,1274,320,9989,3,0,0,0,6,0,0,0,0,9,11,0,0,3,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,7,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,4,3,11,3,0,0,0,24,8,0,3,3,11,3,0,0,0,27,438,273,191,210,241,165,145,102,26,1784,248,159,133,135,179,157,142,158,89,1393,2115,1266,1040,1397,1706,1889,1888,1535,435,13268,12,17,8,6,23,18,0,0,0,88,560,290,239,416,550,736,804,648,255,4503,0,0,0,0,0,0,0,0,0,0,17,15,6,13,27,36,51,52,15,227,0,0,0,0,0,0,0,0,0,0,545,285,217,318,412,471,560,319,83,3203,5,0,3,4,0,4,4,3,0,26,5,9,3,8,5,7,15,6,0,52,40,13,19,22,17,22,15,6,0,160
108011153,659,321,263,549,616,672,485,219,30,3804,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,21,0,0,0,4,4,4,0,0,0,22,309,118,80,147,173,160,80,27,0,1105,188,44,72,88,86,92,50,31,0,647,1152,492,422,806,902,927,625,279,37,5639,4,9,5,11,20,16,0,0,0,75,284,120,96,195,293,332,320,109,23,1775,0,0,0,0,0,0,0,0,0,0,11,3,3,5,3,14,11,3,0,64,0,0,0,0,0,0,0,0,0,0,199,91,57,138,169,177,151,49,13,1044,3,0,0,0,3,0,4,3,0,15,3,3,0,4,4,3,3,0,0,25,3,0,0,4,4,5,0,0,0,14
108011154,431,310,240,388,510,775,929,752,246,4578,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,10,149,87,63,77,87,52,56,50,20,634,87,40,33,41,44,45,65,81,30,470,670,435,337,509,648,887,1051,885,293,5715,3,3,0,12,6,11,0,3,0,38,177,122,89,143,256,354,433,356,170,2106,0,0,0,0,0,0,0,0,0,0,8,5,3,3,14,7,12,11,7,66,0,0,0,0,0,0,0,0,0,0,153,105,65,135,157,220,285,223,68,1411,0,0,3,3,0,3,0,0,3,12,0,4,0,0,0,0,0,0,0,15,8,4,3,4,3,5,3,0,0,38
108021155,2159,1106,938,1296,1415,1372,1038,742,260,10335,0,0,0,0,4,0,3,0,0,4,9,3,0,4,3,0,0,0,0,23,0,0,0,3,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,8,0,0,3,0,0,0,0,0,9,3,3,3,7,3,0,0,0,0,21,10,7,6,4,3,0,0,0,0,31,571,236,221,176,175,122,58,31,13,1608,359,263,314,255,214,155,95,81,28,1765,3127,1619,1491,1739,1832,1656,1195,856,300,13823,10,11,9,16,18,8,3,3,0,72,547,319,277,409,497,575,469,315,157,3557,0,0,0,0,0,0,0,0,0,0,29,13,7,11,27,18,17,6,3,135,0,0,0,0,0,0,0,0,0,0,978,571,345,430,515,466,363,201,77,3946,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,3,4,3,0,26,23,13,16,6,19,27,17,12,10,147
108021156,1131,578,441,855,1201,1023,588,381,66,6273,3,0,0,0,3,0,0,0,0,7,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,12,13,7,0,0,0,48,5,8,3,12,13,7,0,0,0,48,454,212,167,229,332,194,76,35,3,1703,237,132,73,152,195,148,78,58,18,1093,1843,936,687,1262,1781,1382,749,470,91,9199,13,5,4,12,18,24,0,0,0,73,339,147,152,271,443,528,333,162,47,2427,0,0,0,0,0,0,0,0,0,0,19,3,9,10,16,17,12,10,0,88,0,0,0,0,0,0,0,0,0,0,401,204,148,219,359,321,212,81,20,1962,0,0,0,0,0,3,0,0,0,4,0,0,0,3,3,4,3,0,0,19,13,8,8,14,15,14,9,0,4,83
108021157,514,294,223,347,426,494,407,356,137,3198,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,0,0,0,15,0,0,3,4,6,3,0,0,0,15,176,99,60,76,89,76,31,24,8,639,121,55,43,46,70,54,45,39,16,490,822,451,327,476,598,631,484,426,162,4381,3,3,4,5,13,9,0,0,0,40,145,96,67,118,168,209,188,159,66,1220,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,212,128,62,105,177,154,120,80,49,1088,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,3,0,8,18,8,10,16,8,11,7,3,5,84
108021158,656,368,305,441,636,743,737,646,189,4715,0,0,0,0,0,0,0,0,0,4,3,0,3,3,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,4,4,7,5,3,0,0,0,30,4,4,8,7,10,3,0,0,0,37,245,161,105,103,135,125,92,61,16,1038,159,87,56,62,87,60,72,74,28,684,1066,624,476,633,878,947,898,788,234,6540,6,0,9,7,11,21,4,3,0,67,156,111,87,136,248,332,378,260,117,1814,0,0,0,0,0,0,0,0,0,0,6,0,0,10,10,18,20,14,11,94,0,0,0,0,0,0,0,0,0,0,280,127,117,143,171,239,210,129,50,1454,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,13,14,7,8,5,12,13,6,4,0,69
108021159,829,403,313,595,792,737,510,252,40,4472,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,9,6,0,0,0,24,5,0,0,12,9,6,0,0,0,24,420,186,129,181,324,168,103,25,3,1548,198,95,43,114,152,126,62,43,7,836,1459,702,497,908,1309,1042,679,328,51,6977,7,10,13,12,30,31,9,0,0,104,234,145,83,204,314,334,264,137,50,1760,0,0,0,0,0,0,0,0,0,0,9,4,3,3,12,4,13,6,0,55,0,0,0,0,0,0,0,0,0,0,347,159,92,174,244,237,169,72,22,1523,4,0,0,3,0,0,0,0,0,10,4,0,5,0,3,5,0,0,0,20,21,8,8,4,7,9,0,0,0,56
108021160,468,199,218,344,434,606,573,358,54,3254,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,207,89,74,89,102,88,60,19,3,722,61,38,28,42,51,69,48,28,4,361,733,324,316,476,594,756,683,408,66,4366,9,4,3,7,11,14,0,0,0,45,153,86,80,136,183,297,317,195,73,1529,0,0,0,0,0,0,0,0,0,0,9,0,3,9,7,6,7,5,5,54,0,0,0,0,0,0,0,0,0,0,184,122,64,134,159,177,191,101,33,1156,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,0,0,0,13,0,0,0,0,0,0,3,0,0,14
108031161,38,12,23,48,35,36,25,17,4,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,13,23,3,9,0,0,76,0,0,6,5,7,11,4,0,0,34,52,25,31,64,59,51,32,25,4,345,0,0,3,0,0,0,0,0,0,3,14,0,9,13,19,23,16,6,6,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,7,4,13,3,3,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108041162,1600,833,666,1331,1500,1863,1814,1212,343,11153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,3,0,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,11,10,0,0,0,41,0,4,3,13,11,10,0,0,0,41,659,278,212,278,311,256,164,115,26,2288,281,120,103,142,192,203,172,154,43,1419,2550,1242,992,1772,2031,2343,2159,1476,415,14982,18,6,12,20,19,33,4,0,0,116,545,329,238,560,707,894,960,706,240,5174,0,0,0,0,0,0,0,0,0,0,20,23,12,12,36,53,60,40,18,272,0,0,0,0,0,0,3,0,0,3,723,316,213,406,464,507,503,295,71,3505,0,0,0,3,3,3,0,3,0,21,0,0,3,5,3,4,3,4,0,26,17,6,4,5,13,6,15,3,3,69
108041163,3334,1884,1449,2600,2654,2587,2311,1771,557,19153,0,0,5,4,3,3,3,0,0,22,0,0,0,6,3,0,0,0,0,19,0,0,3,0,4,11,4,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,12,8,10,5,0,3,67,7,8,12,12,8,10,5,0,3,65,942,541,463,455,492,376,212,145,40,3673,514,300,240,280,329,254,177,159,49,2305,4803,2753,2200,3377,3530,3267,2717,2079,652,25377,24,24,28,37,38,38,5,0,0,195,865,523,475,876,1044,1031,1165,763,342,7091,0,0,0,0,0,0,0,0,0,0,34,22,26,40,52,50,49,50,11,334,0,0,0,0,0,0,0,0,0,0,1661,910,555,944,1111,847,703,514,174,7420,11,0,3,3,5,6,13,4,3,57,23,8,0,20,15,4,9,4,6,89,18,12,18,14,21,21,10,10,3,137
108041164,1412,951,854,1113,1259,1468,1408,1327,536,10324,3,7,7,3,5,0,0,0,0,27,3,8,3,4,0,0,0,0,0,18,0,0,0,0,3,4,0,0,0,11,3,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,10,3,9,8,6,4,3,0,0,0,32,5,4,8,8,3,5,4,0,0,46,450,278,267,189,198,184,126,97,32,1828,228,146,130,116,140,133,127,142,57,1210,2113,1394,1274,1441,1612,1796,1669,1573,626,13512,17,6,16,15,17,16,5,0,0,94,469,275,328,502,558,723,787,626,292,4558,0,0,0,0,0,0,0,0,0,0,3,6,11,9,15,39,28,27,11,154,0,0,0,0,0,0,0,0,0,0,733,409,325,375,436,482,488,323,110,3680,0,3,0,0,3,9,5,6,3,27,11,0,8,3,6,3,4,3,3,48,6,4,9,7,9,5,13,6,3,64
108041165,585,344,259,465,688,620,298,144,32,3436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,6,4,3,0,0,29,6,0,3,4,12,4,3,0,0,29,283,124,77,130,191,102,49,18,3,972,128,57,42,73,83,92,56,10,8,541,1005,531,391,681,976,819,399,175,41,5009,3,0,0,9,7,8,3,0,0,35,189,123,70,162,262,291,202,68,23,1388,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,11,3,3,0,31,0,0,0,0,0,0,0,0,0,0,226,128,84,147,185,179,92,22,6,1076,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,10,9,3,4,3,5,6,4,0,0,38
108041166,1348,740,572,1006,1027,1029,735,479,199,7142,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,17,9,0,3,0,0,0,0,0,0,17,402,194,144,164,179,97,52,45,11,1288,294,121,97,139,132,142,71,59,15,1061,2055,1051,835,1323,1348,1274,856,572,233,9555,12,3,5,11,16,6,3,0,0,60,502,266,215,423,470,499,417,257,79,3136,0,0,0,0,0,0,0,0,0,0,11,8,6,8,18,35,19,3,3,112,0,0,0,0,0,0,0,0,0,0,591,263,185,283,318,270,225,113,34,2294,0,0,0,0,0,0,3,0,0,7,3,3,0,0,5,4,0,0,0,20,19,0,11,14,6,7,10,0,0,64
108051167,573,294,256,469,537,648,479,313,83,3655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,12,4,0,0,4,0,0,0,0,0,12,172,86,43,80,87,67,36,16,4,592,123,39,38,59,65,69,43,44,51,527,874,416,347,613,692,787,563,372,133,4800,0,0,0,3,3,8,0,0,0,24,238,149,117,209,237,335,273,163,52,1771,0,0,0,0,0,0,0,0,0,0,30,8,11,26,19,28,29,17,15,182,0,0,0,0,0,0,0,0,0,0,136,67,63,96,125,117,84,56,14,751,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,5,3,7,0,28
108051168,1032,565,505,778,955,1010,809,453,93,6204,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,16,0,0,10,5,0,0,0,0,0,18,423,183,149,180,220,177,86,62,10,1495,189,103,69,97,126,111,80,52,38,862,1662,867,736,1065,1329,1303,979,569,148,8659,18,15,8,24,28,24,3,0,0,107,424,214,192,347,390,544,494,257,61,2928,0,0,0,0,0,0,0,0,0,0,21,18,3,16,28,28,31,14,0,159,0,0,0,0,0,0,0,0,0,0,413,216,148,257,310,299,253,151,30,2067,0,3,0,0,3,6,3,0,0,16,0,0,0,4,8,4,3,3,0,26,39,11,15,11,17,10,7,3,0,121
108051169,2783,1688,1275,1841,2109,2063,1736,1312,401,15217,0,3,7,4,0,0,3,0,0,17,3,6,3,7,6,3,4,0,0,35,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,4,9,4,9,3,0,0,0,34,5,4,9,4,9,3,0,0,0,34,862,436,318,290,265,202,122,66,21,2579,430,210,188,199,208,194,149,137,95,1808,4101,2362,1805,2362,2621,2478,2018,1520,516,19781,30,18,15,16,17,12,9,4,0,127,1081,597,520,712,845,965,848,618,307,6487,0,0,0,0,0,0,0,0,0,0,122,72,47,61,67,72,45,33,10,539,0,0,0,0,0,0,3,3,0,3,673,493,334,461,530,500,465,281,89,3826,20,7,8,9,11,11,10,14,7,91,0,8,0,11,5,11,7,5,3,56,25,24,9,25,29,28,15,12,5,166
108051170,1333,710,446,1021,1348,1505,1004,466,120,7956,3,0,0,0,4,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,7,10,3,0,0,0,35,7,4,3,7,10,4,0,0,0,37,486,217,158,243,318,270,113,45,6,1864,291,118,69,137,200,161,111,32,10,1136,2127,1061,693,1421,1912,1955,1234,547,136,11093,3,0,8,9,22,21,6,0,0,64,514,259,181,386,534,791,640,260,72,3641,0,0,0,0,0,0,0,0,0,0,32,23,13,15,35,39,20,7,7,187,0,0,0,0,0,0,0,0,0,0,320,207,125,216,341,455,305,123,30,2115,3,3,0,0,6,9,7,0,0,20,0,0,0,0,7,5,3,3,0,21,4,5,0,4,4,5,4,3,0,41
108051171,785,482,350,553,601,538,458,341,119,4227,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,259,127,93,98,96,56,28,21,6,790,133,83,58,69,72,61,39,15,20,562,1180,698,508,729,784,660,534,380,144,5615,3,3,3,3,0,7,3,0,0,21,330,170,148,215,329,295,221,181,67,1964,0,0,0,0,0,0,0,0,0,0,17,8,6,10,13,8,17,13,0,103,0,0,0,0,0,0,0,0,0,0,170,124,92,91,138,115,106,67,15,906,0,0,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,4,3,0,15
109011172,1687,1041,1046,1228,1179,797,514,380,129,8008,0,3,0,0,0,0,0,0,0,7,8,3,4,3,8,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,5,0,3,0,3,3,0,0,26,0,5,3,3,0,3,4,0,0,25,523,322,308,247,227,119,37,33,7,1831,245,157,146,142,135,88,53,47,10,1021,2478,1564,1520,1651,1569,1016,622,466,146,11035,24,23,23,24,27,20,8,3,0,149,445,270,281,391,393,342,209,152,79,2561,0,0,0,0,0,0,0,0,0,0,51,25,26,22,29,20,21,9,3,202,7,11,11,0,7,0,3,0,0,39,996,563,515,554,465,321,231,146,54,3843,0,0,0,0,3,3,3,5,0,13,10,8,3,15,8,3,17,11,0,71,10,0,7,8,0,7,7,0,0,30
109011173,1345,924,793,950,977,786,625,407,120,6932,0,4,4,0,0,0,0,0,0,17,9,10,3,3,4,0,0,0,0,26,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,4,3,3,0,0,0,0,30,3,4,5,3,3,0,0,0,0,30,441,280,226,193,170,101,47,22,3,1477,256,189,125,147,109,88,53,42,18,1026,2074,1416,1187,1319,1279,981,729,467,139,9600,32,6,16,32,17,16,0,0,0,118,301,199,188,270,284,254,214,130,44,1886,0,0,0,0,0,0,0,0,0,0,12,17,12,17,13,13,11,11,0,109,3,10,3,0,0,3,0,0,0,19,612,388,308,366,344,240,183,147,38,2636,0,0,0,0,0,0,3,4,0,7,15,10,10,8,5,14,3,0,0,66,0,0,0,0,0,5,0,3,0,12
