SA2_MAINCODE_2016,C06_0_74_REA,C06_0_74_ST_HA,C06_0_74_Per_no_sa_ho,C06_0_74_Ho_co_op_c_c_g,C06_0_74_Oth_land_typ,C06_0_74_LLT_NS,C06_0_74_Tot,C06_75_99_REA,C06_75_99_ST_HA,C06_75_99_Pe_no_sa_ho,C06_75_99_H_c_op_c_c_gr,C06_75_99_Oth_lan_typ,C06_75_99_Lan_type_ns,C06_75_99_Tot,C06_100_149_REA,C06_100_149_ST_HA,C06_100_149_Pe_no_sa_ho,C06_100_149_H_c_o_c_c_g,C06_100_149_Ot_lan_ty,C06_100_149_Lan_typ_ns,C06_100_149_Tot,C06_150_199_REA,C06_150_199_ST_HA,C06_150_199_Pe_no_sa_ho,C06_150_199_H_c_o_c_c_g,C06_150_199_Ot_lan_ty,C06_150_199_Lan_ty_ns,C06_150_199_Tot,C06_200_224_REA,C06_200_224_ST_HA,C06_200_224_Pe_no_sa_ho,C06_200_224_H_c_o_c_c_g,C06_200_224_Ot_lan_ty,C06_200_224_Lan_ty_ns,C06_200_224_Tot,C06_225_274_REA,C06_225_274_ST_HA,C06_225_274_Pe_no_sa_ho,C06_225_274_H_c_o_c_c_g,C06_225_274_Ot_la_typ,C06_225_274_Lan_ty_ns,C06_225_274_Tot,C06_275_349_REA,C06_275_349_ST_HA,C06_275_349_Pe_no_sa_ho,C06_275_349_H_c_o_c_c_g,C06_275_349_Ot_lan_ty,C06_275_349_Lan_ty_ns,C06_275_349_Tot,C06_350_449_REA,C06_350_449_ST_HA,C06_350_449_Pe_no_sa_ho,C06_350_449_H_c_o_c_c_g,C06_350_449_Ot_lan_ty,C06_350_449_Lan_ty_ns,C06_350_449_Tot,C06_450_549_REA,C06_450_549_ST_HA,C06_450_549_Pe_no_sa_ho,C06_450_549_H_c_o_c_c_g,C06_450_549_Oth_lan_typ,C06_450_549_Lan_ty_ns,C06_450_549_Tot,C06_550_649_REA,C06_550_649_ST_HA,C06_550_649_Pe_no_sa_ho,C06_550_649_H_c_o_c_c_g,C06_550_649_Ot_lan_ty,C06_550_649_Lan_ty_ns,C06_550_649_Tot,C06_650_749_REA,C06_650_749_ST_HA,C06_650_749_Pe_no_sa_ho,C06_650_749_H_co_op_c_ch_gr,C06_650_749_Oth_lan_typ,C06_650_749_LLT_NS,C06_650_749_Tot,C06_750_849_REA,C06_750_849_ST_HA,C06_750_849_Pe_no_sa_ho,C06_750_849_H_co_op_c_ch_gr,C06_750_849_Oth_lan_typ,C06_750_849_LLT_NS,C06_750_849_Tot,C06_850_950_REA,C06_850_949_ST_HA,C06_850_949_Pe_no_sa_ho,C06_850_949_H_co_op_c_ch_gr,C06_850_949_Oth_lan_typ,C06_850_949_LLT_NS,C06_850_949_Tot,C06_950_over_REA,C06_950_over_ST_HA,C06_950over_Pe_no_sa_ho,C06_950ov_H_co_op_c_ch_gr,C06_950over_Oth_lan_typ,C06_950over_LLT_NS,C06_950_over_Tot,C06_R_NS_REA,C06_R_NS_ST_HA,C06_R_NS_Pe_no_sa_ho,C06_R_NS_H_co_op_c_ch_gr,C06_R_NS_Oth_lan_typ,C06_R_NS_Land_typ_ns,C06_Rent_not_statd_Tot,C06_Tot_REA,C06_Tot_ST_HA,C06_T_Pe_no_sa_ho,C06_Tot_Ho_co_op_co_ch_gr,C06_Tot_Oth_lan_typ,C06_Tot_LLT_NS,C06_T_T,C11_0_74_REA,C11_0_74_ST_HA,C11_0_74_Per_no_sa_ho,C11_0_74_Ho_co_op_c_c_g,C11_0_74_Oth_land_typ,C11_0_74_LLT_NS,C11_0_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Pe_no_sa_ho,C11_75_99_H_c_op_c_c_gr,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Pe_no_sa_ho,C11_100_149_H_c_o_c_c_g,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Pe_no_sa_ho,C11_150_199_H_c_o_c_c_g,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Pe_no_sa_ho,C11_200_224_H_c_o_c_c_g,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Pe_no_sa_ho,C11_225_274_H_c_o_c_c_g,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Pe_no_sa_ho,C11_275_349_H_c_o_c_c_g,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Pe_no_sa_ho,C11_350_449_H_c_o_c_c_g,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Pe_no_sa_ho,C11_450_549_H_c_o_c_c_g,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Pe_no_sa_ho,C11_550_649_H_co_op_c_ch_gr,C11_550_649_Oth_lan_typ,C11_550_649_LLT_NS,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Pe_no_sa_ho,C11_650_749_H_co_op_c_ch_gr,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Pe_no_sa_ho,C11_750_849_H_co_op_c_ch_gr,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Pe_no_sa_ho,C11_850_949_H_co_op_c_ch_gr
124011452,0,89,21,16,4,30,160,14,24,5,16,0,0,63,82,45,47,9,3,5,191,395,10,86,7,5,0,508,223,11,52,0,0,0,288,169,0,34,3,0,4,214,70,0,14,0,0,0,89,23,0,3,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,14,6,14,9,0,3,3,38,995,196,284,56,28,43,1598,4,14,23,3,6,32,81,0,19,4,11,0,0,42,27,54,34,32,0,0,146,89,35,63,16,0,3,203,88,7,49,9,0,0,159,246,15,65,4,5,0,328,293,3,56,5,3,0,359,125,0,16,0,3,0,148,26,0,6,0,0,0,33,7,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
124011453,0,16,7,3,3,15,49,0,6,6,6,0,0,20,16,3,26,3,0,0,58,147,3,50,3,0,0,201,126,0,39,0,0,0,168,99,0,23,4,0,0,129,22,0,10,0,0,0,33,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,9,6,4,0,0,0,19,433,39,172,23,4,24,689,0,0,13,0,0,11,28,0,4,0,0,0,0,4,3,4,15,5,0,0,30,21,15,23,7,0,0,62,27,3,27,0,0,0,60,95,0,31,0,0,3,134,184,0,28,3,0,0,220,84,3,10,0,0,0,95,16,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124011454,0,8,18,19,3,26,77,0,7,0,15,0,0,29,16,7,31,3,6,0,55,86,3,55,0,4,0,156,164,4,71,0,0,0,241,353,3,70,0,0,3,426,107,0,22,0,0,0,135,27,0,3,0,0,0,33,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,9,3,11,10,0,0,27,770,29,283,47,21,29,1177,0,0,22,0,4,21,47,0,6,0,0,0,0,6,4,3,19,14,3,0,44,11,3,23,3,4,0,46,26,0,46,0,5,0,80,103,0,62,4,3,0,177,306,7,71,0,9,0,395,221,0,31,0,0,0,263,61,0,6,0,0,0,74,8,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124011455,0,13,11,0,0,11,26,0,3,5,0,0,0,7,4,5,4,4,0,0,23,60,0,28,0,3,0,96,85,3,21,0,3,0,114,88,0,12,0,0,0,103,33,0,5,0,0,0,44,12,0,3,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,3,4,0,0,0,8,296,29,92,12,10,11,440,0,5,12,0,3,11,24,0,0,0,0,0,0,0,3,0,9,8,0,0,12,16,5,13,0,0,0,36,7,0,12,3,0,0,28,51,3,18,0,0,0,74,128,0,26,3,0,0,157,84,0,6,0,0,0,95,26,0,3,0,0,0,25,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031457,3,15,19,3,0,7,47,0,7,0,0,0,0,14,5,17,10,5,0,0,35,54,8,59,0,3,0,121,164,9,67,0,3,7,250,244,8,84,0,3,0,338,45,0,14,0,0,3,69,3,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,11,9,13,0,0,0,41,538,66,282,12,16,19,934,0,3,12,0,0,4,30,0,17,0,0,0,0,17,0,14,5,4,0,0,27,10,11,14,0,0,0,40,15,3,24,0,0,0,46,50,12,69,0,3,0,126,271,9,67,0,3,0,353,179,0,43,0,0,0,225,15,0,6,0,0,0,17,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031458,0,69,14,0,3,14,108,0,76,0,4,0,3,76,3,119,9,3,33,0,166,26,123,34,0,22,0,205,128,10,55,3,7,0,196,252,3,71,0,3,0,323,68,0,20,0,3,0,92,34,0,5,0,0,0,37,8,0,3,0,0,0,5,3,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,8,18,9,0,3,0,39,527,407,225,9,77,20,1270,0,34,17,0,3,15,72,0,52,0,0,0,0,60,0,89,11,3,3,0,103,3,68,16,5,11,0,111,9,49,28,3,30,0,121,46,59,35,3,7,0,145,219,19,80,0,0,0,327,175,3,32,0,5,3,214,52,0,8,0,0,0,67,14,0,4,0,0,0,18,3,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,0,0
124031459,0,30,15,5,0,18,72,0,18,4,0,0,0,21,6,26,15,0,9,0,54,19,6,22,0,9,0,54,70,0,26,0,3,0,100,253,5,58,0,0,0,316,95,0,19,0,0,0,117,22,0,3,0,0,0,30,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,7,9,10,0,0,3,28,476,100,171,11,16,21,801,0,13,15,0,0,11,41,0,33,0,0,0,0,39,4,19,7,0,10,0,38,5,19,11,0,4,0,40,8,0,16,0,0,0,22,23,3,30,0,0,0,58,178,10,65,0,3,0,256,187,0,29,0,4,0,229,39,0,9,0,0,0,50,12,0,0,0,0,0,12,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0
124031460,0,21,6,0,0,13,40,0,10,0,0,0,0,9,0,7,7,0,63,0,76,7,5,14,0,49,0,79,46,0,37,0,4,0,87,474,3,75,0,4,0,558,350,0,41,0,0,0,392,72,0,11,0,0,0,88,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,8,10,0,6,0,3,0,26,974,52,211,6,120,18,1378,0,3,9,0,4,12,26,0,16,0,0,0,0,17,0,0,4,0,0,0,5,3,3,7,0,13,0,30,3,10,9,7,36,0,55,17,3,31,0,9,0,63,255,0,63,0,3,0,321,457,0,59,0,0,0,515,181,0,9,0,0,0,192,37,0,4,0,0,0,44,6,0,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0
124031461,0,57,7,6,3,19,92,0,26,3,0,4,4,34,27,36,19,4,0,0,78,180,16,39,3,0,0,231,217,14,69,0,3,3,304,410,6,79,4,3,0,503,71,0,29,0,0,0,101,10,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,8,14,16,14,0,6,3,45,923,177,259,8,29,31,1424,3,16,14,0,0,10,43,0,38,3,0,0,0,42,3,33,6,6,3,0,53,23,28,16,5,3,0,73,58,13,32,5,0,0,113,132,24,42,3,0,0,196,478,24,83,0,3,0,592,259,4,44,0,0,4,303,22,0,11,0,0,0,32,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
124031462,5,138,18,3,0,9,175,0,66,3,3,0,3,76,150,93,33,3,3,0,286,399,44,64,3,3,3,522,393,18,79,0,8,3,505,435,14,59,0,3,3,513,47,0,13,0,0,0,56,14,0,12,3,0,0,27,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,8,16,21,6,3,4,0,52,1468,400,289,26,25,20,2231,3,56,15,4,3,10,88,0,121,3,6,0,0,134,14,92,12,18,0,3,135,81,78,27,4,0,3,195,138,30,55,6,3,0,235,308,51,72,9,8,3,446,654,24,103,7,3,3,790,232,3,41,0,3,0,281,24,0,3,0,0,0,27,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031463,0,0,14,0,10,26,54,0,0,6,0,0,0,9,4,0,15,0,7,0,27,19,3,21,0,8,0,45,14,3,14,0,3,0,33,42,0,17,0,3,0,56,37,0,6,0,0,0,47,19,0,3,0,0,0,21,3,0,3,0,0,0,6,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,14,146,5,115,3,31,29,329,0,0,20,0,0,37,56,0,0,0,0,0,0,4,0,0,4,0,4,0,13,10,0,24,0,3,0,37,9,0,5,0,0,0,21,14,0,19,0,0,0,38,39,0,24,0,0,0,68,59,0,14,0,0,0,81,24,0,3,0,0,0,29,14,0,0,0,3,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
124031464,0,253,19,27,3,16,319,3,76,7,15,0,3,99,99,100,27,14,5,4,243,483,58,70,4,8,10,639,322,33,78,0,4,0,434,442,4,61,3,11,10,529,46,0,10,0,0,0,61,9,0,3,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,22,18,34,11,3,0,3,74,1423,579,291,69,38,50,2445,3,67,20,13,3,12,116,0,197,0,8,0,0,215,10,102,14,17,4,0,147,78,67,38,17,3,4,204,165,27,34,5,3,0,235,321,43,60,6,3,0,436,635,15,101,3,3,4,763,192,3,23,0,0,0,221,16,0,3,0,0,0,20,10,0,3,0,0,0,15,0,0,3,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0
124031465,0,0,3,0,3,4,10,0,0,0,0,0,0,0,0,0,3,0,0,0,5,11,0,23,0,0,0,33,19,0,5,0,0,0,21,26,0,6,0,0,0,33,11,0,5,0,0,0,14,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,74,0,44,0,3,4,131,3,0,8,0,3,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,11,6,0,6,0,0,0,15,19,0,7,0,0,0,26,43,0,6,0,0,0,49,28,0,9,0,0,0,37,13,0,4,0,0,0,21,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124041466,3,96,14,18,4,23,154,0,34,10,6,0,0,48,17,54,34,8,60,3,179,226,23,55,0,55,3,363,175,16,58,0,4,3,262,388,15,55,0,12,0,467,150,0,20,0,0,0,165,21,0,6,0,0,0,21,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,11,18,14,12,3,7,0,56,1004,252,258,41,148,31,1737,7,15,20,11,3,20,73,0,18,0,0,0,0,25,10,64,20,18,3,0,120,29,53,38,4,10,3,137,78,16,29,4,43,0,171,160,15,55,3,27,0,255,425,14,79,0,13,3,546,293,0,30,0,11,0,335,29,0,3,0,0,0,36,8,0,0,0,0,0,8,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
124041467,0,129,14,4,0,21,174,0,72,6,0,0,0,80,28,145,13,16,81,3,280,165,80,48,7,66,0,361,232,59,48,3,9,3,356,375,9,41,0,10,0,440,153,3,19,0,3,0,176,19,0,3,0,0,0,23,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,3,15,25,27,5,0,3,0,65,998,543,201,30,170,35,1981,3,16,18,3,3,23,66,0,61,3,6,0,0,70,6,113,15,17,3,0,162,33,107,18,23,26,3,202,33,57,26,10,61,0,195,146,47,43,13,22,3,271,420,51,92,3,11,4,587,304,7,44,7,5,0,366,41,0,5,0,0,0,51,4,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
124041468,0,0,15,4,0,16,33,0,0,3,0,0,0,6,10,0,19,0,0,0,25,15,0,33,0,3,0,52,10,0,15,0,0,0,26,40,0,25,0,0,0,65,21,0,13,0,0,0,36,34,0,9,0,0,0,36,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,10,132,0,140,4,11,19,312,0,0,17,0,9,16,43,0,0,0,0,0,0,0,0,0,5,0,0,0,7,11,0,20,0,3,0,29,0,0,19,0,0,0,22,15,0,16,0,0,0,29,40,0,19,0,6,0,60,45,0,14,0,0,0,60,21,0,11,0,0,0,34,7,0,3,0,0,0,11,5,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0
124051469,0,0,0,0,0,3,3,0,7,0,0,0,0,4,0,3,3,0,0,0,9,3,0,11,0,0,0,17,19,0,15,0,3,0,38,103,9,21,0,4,0,132,35,0,10,0,0,0,44,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,13,177,20,57,0,9,3,267,0,0,0,0,0,4,4,0,3,0,0,0,0,7,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,6,8,0,7,0,0,0,16,46,3,20,0,0,0,76,81,4,20,0,0,0,114,18,0,3,0,0,0,22,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124051470,0,6,11,0,0,19,39,0,8,0,0,0,0,8,7,13,10,3,0,0,33,22,10,35,0,3,0,59,117,0,94,0,5,0,217,339,8,93,0,5,3,451,96,0,24,0,0,0,128,11,0,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,14,0,0,0,23,600,44,287,3,22,22,990,3,0,17,0,0,9,31,0,8,0,0,0,0,8,0,18,12,0,0,0,30,11,4,13,0,0,0,28,0,0,15,0,0,0,17,24,0,42,0,7,0,68,211,7,112,0,9,0,340,299,3,55,0,10,3,367,31,0,3,0,0,0,37,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
124051580,0,16,14,0,0,9,40,0,12,3,0,0,0,19,6,36,15,0,3,0,56,80,29,51,0,3,4,169,173,16,54,0,8,0,247,177,7,33,0,6,0,223,41,0,14,0,0,0,58,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,6,9,0,8,3,29,492,123,195,0,25,20,851,0,11,19,0,0,11,38,0,13,3,0,0,0,18,0,29,15,4,0,0,46,8,32,18,3,3,0,69,18,11,27,0,0,0,57,55,21,53,0,6,0,125,254,9,68,5,6,4,346,152,0,33,0,9,0,195,4,0,3,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124051581,4,183,18,17,0,21,244,3,80,5,8,0,3,96,78,142,21,13,3,3,267,390,69,81,0,7,3,555,288,35,69,0,4,7,412,277,19,43,0,3,7,343,34,3,5,0,0,0,42,4,0,4,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,15,15,24,13,0,3,12,63,1106,566,259,42,27,59,2065,4,59,12,4,5,11,91,3,159,7,0,3,3,175,9,101,12,19,0,3,145,55,75,24,14,5,0,168,98,23,34,7,3,0,165,250,59,67,9,4,3,398,538,42,86,6,8,5,681,306,3,39,6,0,0,353,14,0,4,0,0,0,16,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011473,0,4,14,0,3,3,22,0,0,0,0,0,0,0,8,0,4,0,3,0,13,15,3,13,0,19,3,53,24,0,6,0,3,0,30,60,0,18,0,3,0,82,296,0,35,0,3,3,337,331,0,41,0,3,0,376,127,0,10,0,0,0,135,16,0,8,0,0,0,23,5,0,3,0,0,0,4,9,0,0,0,0,0,10,0,0,0,0,0,0,3,6,0,0,0,0,0,7,13,0,7,0,0,3,25,908,5,158,4,36,9,1126,3,0,17,3,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,4,0,13,4,3,5,0,7,0,23,13,0,7,0,3,0,27,20,0,22,0,3,0,45,336,0,48,0,3,0,388,541,0,44,3,3,4,601,225,0,34,0,3,0,259,70,0,3,0,4,0,79,27,0,0,0,0,0,29,8,0,0,0
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011582,3,35,9,8,3,10,74,0,16,4,3,0,0,25,14,22,20,10,5,0,70,162,8,37,8,6,0,221,94,8,33,0,13,0,142,319,11,73,0,20,8,426,290,3,46,0,13,8,354,98,0,16,0,0,0,116,11,0,3,0,0,0,18,7,0,3,0,0,0,8,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,11,17,7,19,4,3,4,60,1018,114,271,36,60,29,1528,3,20,30,4,0,10,76,0,34,3,3,3,3,46,8,39,5,0,0,0,54,19,24,18,0,6,0,64,12,4,13,4,3,0,36,74,7,23,9,6,3,121,161,3,55,0,14,0,231,448,3,91,0,25,6,571,205,0,41,0,6,0,257,24,0,8,0,0,0,36,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0
125011583,7,29,15,9,3,9,73,3,26,0,0,0,0,35,60,29,24,14,0,3,124,557,11,60,0,12,3,641,234,6,37,0,3,3,283,233,3,36,0,10,7,288,123,0,25,0,5,4,158,9,0,3,0,0,0,16,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,9,26,7,9,3,3,6,51,1261,111,210,27,39,32,1684,7,8,17,0,4,5,49,0,22,0,4,0,0,29,3,31,11,6,0,0,56,23,20,17,6,0,0,65,46,8,11,3,5,0,66,162,6,31,4,4,0,207,577,8,70,3,16,4,682,326,0,54,0,7,0,391,85,0,19,0,3,0,106,14,0,0,0,0,0,10,3,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
125011584,0,70,3,6,0,10,85,0,8,0,0,0,0,9,4,27,3,7,0,0,44,16,10,11,0,3,0,52,26,0,17,3,4,0,55,103,4,30,7,9,3,162,34,3,17,0,0,0,60,3,0,4,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,11,8,0,3,0,21,202,138,98,25,28,21,505,0,17,13,0,0,6,37,0,45,0,3,0,0,46,0,29,3,0,3,0,32,5,26,4,4,0,0,38,4,7,3,3,0,0,15,7,8,18,10,0,0,46,42,3,27,0,3,0,76,114,12,37,0,11,3,173,40,0,11,0,0,0,51,11,3,0,0,0,0,16,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
125011585,0,40,7,0,0,11,62,3,15,3,0,0,0,22,12,33,11,0,5,0,66,221,9,18,0,6,0,258,89,3,24,0,5,3,123,147,3,26,3,3,3,184,63,0,9,0,0,0,74,4,0,4,0,0,0,5,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,3,15,0,0,0,35,565,111,130,8,22,18,847,3,6,10,0,0,11,32,0,22,0,3,0,0,26,3,36,8,4,3,0,55,7,18,10,0,0,3,42,10,6,6,0,0,0,25,99,10,17,0,4,4,132,227,6,31,0,6,0,270,225,3,27,0,3,0,260,45,0,11,0,0,0,63,7,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
