SA2_MAINCODE_2016,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa,C11_T_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_T_T,C16_S_h_FH_CF_no_ch,C16_S_h_FH_CF_w_ch,C16_S_h_FH_One_PFam,C16_S_h_FH_oth_fa,C16_S_h_FH_Tot,C16_S_h_LP_H,C16_S_h_GH,C16_S_h_OH,C16_S_h_Tot,C16_Sd_r_t_1_FH_CF_no_ch,C16_Sd_r_t_1_FH_CF_w_ch,C16_Sd_r_t_1_FH_One_PFam,C16_Sd_r_t_1_FH_oth_fa,C16_Sd_r_t_1_FH_Tot,C16_Sd_r_t_1_LP_H,C16_Sd_r_t_1_GH,C16_Sd_r_t_1_OH,C16_Sd_r_t_1_Tot,C16_Sd_r_t_2m_FH_CF_no_ch,C16_Sd_r_t_2m_FH_CF_w_ch,C16_Sd_r_t_2m_FH_One_PFam,C16_Sd_r_t_2m_FH_oth_fa,C16_Sd_r_t_2m_FH_Tot,C16_Sd_r_t_2m_LP_H,C16_Sd_r_t_2m_GH,C16_Sd_r_t_2m_OH,C16_Sd_r_t_2m_Tot,C16_Sd_r_t_T_FH_CF_no_ch,C16_Sd_r_t_T_FH_CF_w_ch,C16_Sd_r_t_T_FH_One_PFam,C16_Sd_r_t_T_FH_oth_fa,C16_Sd_r_t_T_FH_Tot,C16_Sd_r_t_T_LP_H,C16_Sd_r_t_T_GH,C16_Sd_r_t_T_OH,C16_Sd_r_t_T_Tot,C16_F_u_a_1_2_FH_CF_no_ch,C16_F_u_a_1_2_FH_CF_w_ch,C16_F_u_a_1_2_FH_One_PFam,C16_F_u_a_1_2_FH_oth_fa,C16_F_u_a_1_2_FH_Tot,C16_F_u_a_1_2_LP_H,C16_F_u_a_1_2_GH,C16_F_u_a_1_2_OH,C16_F_u_a_1_2_Tot,C16_F_u_a_3_FH_CF_no_ch,C16_F_u_a_3_FH_CF_w_ch,C16_F_u_a_3_FH_One_PFam,C16_F_u_a_3_FH_oth_fa,C16_F_u_a_3_FH_Tot,C16_F_u_a_3_LP_H,C16_F_u_a_3_GH,C16_F_u_a_3_OH,C16_F_u_a_3_Tot,C16_F_u_a_4m_FH_CF_no_ch,C16_F_u_a_4m_FH_CF_w_ch,C16_F_u_a_4m_FH_One_PFam,C16_F_u_a_4m_FH_oth_fa,C16_F_u_a_4m_FH_Tot,C16_F_u_a_4m_LP_H,C16_F_u_a_4m_GH,C16_F_u_a_4m_OH,C16_F_u_a_4m_Tot,C16_F_u_a_a_h_FH_CF_no_ch,C16_F_u_a_a_h_FH_CF_w_ch,C16_F_u_a_a_h_FH_One_PFam,C16_F_u_a_a_h_FH_oth_fa,C16_F_u_a_a_h_FH_Tot,C16_F_u_a_a_h_LP_H,C16_F_u_a_a_h_GH,C16_F_u_a_a_h_OH,C16_F_u_a_a_h_Tot,C16_F_u_a_T_FH_CF_no_ch,C16_F_u_a_T_FH_CF_w_ch,C16_F_u_a_T_FH_One_PFam,C16_F_u_a_T_FH_oth_fa,C16_F_u_a_T_FH_Tot,C16_F_u_a_T_LP_H,C16_F_u_a_T_GH,C16_F_u_a_T_OH,C16_F_u_a_T_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_T_FH_CF_no_ch,C16_OD_T_FH_CF_w_ch,C16_OD_T_FH_One_PFam,C16_OD_T_FH_oth_fa,C16_OD_T_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_T_T,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_T,C16_T_FH_CF_no_ch,C16_T_FH_CF_w_ch,C16_T_FH_One_PFam,C16_T_FH_oth_fa
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
124031457,3,0,7,5,0,0,14,50,116,33,7,214,34,7,6,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1233,2067,796,64,4160,848,115,155,5269,1309,1882,754,60,4002,763,107,163,5036,25,24,23,0,77,74,0,21,169,23,48,36,8,113,52,7,12,176,47,69,57,9,183,122,4,37,349,3,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,4,0,0,14,7,3,3,0,12,7,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,5,4,0,3,0,9,10,0,0,14,1369,1959,816,67
124031458,0,0,3,6,0,0,6,0,0,0,0,4,6,0,0,12,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,1172,2468,863,51,4555,742,95,180,5566,1636,3188,837,72,5731,767,133,283,6913,34,41,63,3,142,65,11,28,250,44,52,124,0,214,70,12,32,328,81,93,182,3,361,139,18,65,580,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,16,14,0,35,20,4,4,64,0,0,0,0,0,0,0,0,0,10,15,11,0,38,23,4,4,72,0,3,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,4,0,3,0,0,4,3,0,0,3,0,11,3,0,12,3,0,0,16,8,15,3,0,19,6,0,0,29,1737,3314,1036,80
124031459,12,0,101,12,0,11,123,98,96,51,0,247,110,8,20,382,23,0,8,0,34,58,0,9,96,0,0,0,0,0,0,0,0,0,3,5,4,0,13,4,0,5,25,27,7,10,0,44,64,0,15,124,0,0,0,0,0,10,0,18,27,1340,1872,553,33,3794,864,83,146,4883,1201,1863,469,31,3563,640,56,112,4375,39,14,21,0,68,74,8,5,155,49,39,35,0,118,71,11,15,216,87,50,53,0,193,146,16,18,367,0,0,0,0,3,50,0,9,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,0,8,69,19,3,3,0,35,65,0,43,135,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,0,0,8,20,3,7,0,36,62,0,43,143,0,0,0,0,4,3,0,0,8,1314,1920,536,35
124031460,0,0,3,0,0,0,3,3,0,7,0,10,34,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,1352,3479,717,56,5603,669,83,109,6469,1311,3273,665,37,5284,535,73,149,6039,32,20,29,0,74,48,0,8,137,59,92,107,4,262,87,11,26,392,94,111,136,6,340,137,12,33,523,3,3,3,0,11,8,0,3,18,0,0,0,0,0,0,0,0,0,6,8,18,0,34,8,0,20,65,0,0,0,0,0,0,0,0,0,11,9,23,0,40,15,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,4,0,0,0,10,1416,3391,820,45
124031461,0,0,7,9,0,0,14,99,41,69,8,217,256,46,34,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,3,0,0,3,0,0,0,3,1608,2088,832,78,4613,1291,182,243,6318,1338,1908,730,58,4038,816,116,177,5149,60,30,51,3,144,199,6,33,387,51,48,55,10,170,86,13,16,283,116,77,106,11,317,286,25,46,665,19,12,31,3,66,117,10,7,207,55,20,39,0,113,126,15,42,304,21,12,18,0,46,23,20,25,114,0,0,3,0,3,0,0,4,9,101,46,84,8,234,267,48,73,624,0,0,0,3,4,8,0,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,14,29,0,0,5,0,5,6,0,0,15,1558,2034,929,78
124031462,0,0,3,7,0,0,14,141,139,118,18,414,461,61,94,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,3,3,0,6,10,0,0,17,0,3,3,0,7,10,0,9,21,0,0,0,0,0,0,0,0,0,1258,1952,1021,87,4317,1572,240,233,6366,834,1716,621,40,3217,623,120,147,4101,107,109,83,3,305,231,15,30,587,223,314,241,18,805,398,59,76,1341,337,425,329,27,1112,628,77,106,1920,46,59,74,6,185,148,10,47,391,67,45,58,5,178,196,30,84,488,25,21,26,3,74,75,11,28,194,0,0,0,0,3,0,0,0,4,140,124,159,19,447,420,50,165,1077,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,10,0,0,0,0,3,3,0,0,4,5,0,0,0,3,4,3,3,17,8,6,7,0,23,7,3,0,31,1327,2276,1110,92
124031463,0,0,6,4,0,0,7,8,3,0,0,18,46,0,0,59,9,10,3,0,24,36,0,3,57,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,6,3,0,20,32,0,3,58,0,0,0,0,0,0,0,0,0,526,923,183,18,1661,301,31,59,2052,671,1352,238,23,2284,258,35,140,2717,6,5,4,0,23,7,0,4,31,3,12,3,0,19,6,3,0,33,17,17,10,0,43,11,3,5,62,11,3,0,0,9,40,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,9,40,0,0,54,3,0,0,3,4,22,0,0,25,0,3,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,7,3,0,3,8,20,0,0,31,6,12,3,0,32,5,0,0,32,708,1388,252,27
124031464,0,0,3,13,0,0,20,200,107,119,22,448,766,67,121,1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,3,0,0,0,4,4,0,4,12,3,0,0,0,4,3,0,34,47,14,0,0,0,16,41,0,0,58,992,1014,733,81,2822,1905,208,314,5245,572,789,467,46,1873,552,103,137,2663,86,44,50,10,185,326,13,54,579,204,177,168,21,566,387,55,56,1060,292,218,215,26,753,711,71,105,1643,106,53,70,11,233,398,28,108,762,84,37,59,8,184,232,36,62,510,24,11,27,0,62,100,0,9,171,0,3,0,0,4,0,0,0,3,212,99,152,17,484,725,66,179,1451,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,19,0,0,0,0,3,0,0,0,5,0,3,4,0,8,3,0,19,28,3,3,3,0,12,7,0,0,18,1079,1113,836,94
124031465,0,0,5,0,0,0,5,0,3,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,363,783,170,11,1327,236,22,39,1627,376,777,152,12,1307,226,24,65,1628,0,0,0,0,5,9,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,6,382,780,153,12
124041466,0,0,0,6,0,0,6,59,31,67,3,162,226,18,25,430,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,5,14,0,0,4,0,8,19,4,5,36,4,3,4,0,9,27,4,20,53,0,0,0,0,0,0,0,0,0,1153,1417,723,51,3342,1462,167,203,5172,907,1228,547,39,2721,771,105,132,3733,146,84,101,6,343,370,20,43,777,66,49,52,3,168,115,13,23,316,214,137,152,14,512,484,34,65,1095,35,17,23,3,84,174,8,15,285,12,7,9,0,26,42,13,15,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,52,21,31,3,110,213,21,33,380,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,3,0,4,0,3,3,0,3,9,3,0,4,0,3,3,0,18,22,5,5,3,0,17,6,0,0,20,1176,1396,741,60
124041467,0,0,3,9,0,0,14,44,22,46,3,117,181,12,17,326,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,17,23,3,7,6,0,10,18,3,3,36,3,7,5,0,9,20,3,24,61,0,0,0,0,0,0,0,0,0,1048,1946,993,48,4034,1156,145,173,5518,938,1679,702,51,3369,734,118,159,4383,134,129,154,6,424,356,22,72,880,36,40,37,3,114,73,15,19,224,162,170,192,11,540,435,34,92,1105,10,5,4,0,19,36,4,8,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,0,16,35,4,8,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,3,0,0,7,8,0,0,15,0,3,0,0,7,11,0,10,28,4,12,3,0,17,14,7,0,36,1114,1871,902,57
124041468,0,0,0,0,0,0,0,3,3,3,0,4,10,0,0,18,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,13,0,0,0,0,3,0,0,0,4,384,905,182,22,1502,216,29,71,1813,384,812,185,22,1405,192,28,129,1756,3,3,0,0,8,8,0,3,22,0,0,0,0,3,0,0,0,3,4,3,3,0,9,8,0,3,26,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,3,0,0,5,0,0,0,12,7,19,3,0,31,11,0,3,47,395,842,193,23
124051469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,349,1119,222,16,1705,156,21,61,1948,379,1051,228,16,1671,191,17,59,1934,3,0,4,0,5,6,0,3,19,3,8,0,0,11,0,0,0,11,3,8,3,0,16,6,0,3,25,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,1057,231,16
124051470,3,0,3,9,0,0,12,26,63,25,0,115,22,5,11,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,0,3,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,1286,3057,934,59,5339,657,86,118,6212,1421,2838,875,66,5197,699,86,251,6237,3,12,11,0,22,11,0,0,30,0,6,3,0,11,5,0,0,15,5,15,15,0,34,13,0,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1426,2854,890,66
124051580,0,0,0,6,0,0,10,3,3,0,0,5,5,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,7,0,0,0,0,3,3,3,0,7,0,0,0,0,0,0,0,0,0,780,1318,673,55,2831,687,105,156,3779,692,1164,551,51,2457,549,114,136,3256,49,62,42,3,149,85,13,12,259,67,101,74,11,249,67,14,51,382,111,158,120,12,402,153,24,64,638,4,0,7,0,9,12,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,9,15,3,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,4,6,0,4,8,3,0,21,814,1326,678,64
124051581,5,0,12,13,0,0,29,93,79,93,15,277,304,19,43,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,1015,1412,1092,100,3625,1498,205,267,5593,695,1053,791,80,2621,828,140,244,3827,39,34,50,3,118,155,16,33,318,159,270,179,17,616,182,40,70,911,195,296,223,13,730,339,52,101,1225,37,48,45,8,137,124,10,33,308,68,56,43,9,177,162,19,49,411,28,18,34,5,87,68,5,18,181,0,3,0,0,3,5,0,0,8,142,128,124,13,406,361,32,101,909,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,6,3,3,4,0,8,4,0,3,18,7,3,4,0,12,8,3,3,28,7,4,0,0,14,13,0,3,26,1037,1489,1146,112
125011473,0,0,0,0,0,0,0,804,498,159,44,1508,668,134,294,2596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1099,1243,284,69,2690,797,168,345,4000,157,557,69,19,808,68,26,22,922,0,0,0,0,4,0,0,4,5,123,319,47,6,488,44,22,26,575,125,317,47,6,487,44,23,27,586,11,16,7,0,31,3,4,0,38,108,114,32,0,257,87,27,39,404,1530,982,302,75,2894,1263,276,615,5054,0,0,0,0,0,0,0,0,0,1642,1113,335,79,3178,1350,302,657,5494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,3,0,0,16,1929,1996,456,99
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011582,0,0,12,4,0,4,15,313,494,152,53,1021,208,127,191,1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,5,0,0,5,11,0,4,21,0,5,0,0,5,11,0,7,27,0,0,0,0,3,0,0,0,3,740,1973,531,109,3349,567,207,325,4454,375,1171,295,54,1893,257,141,114,2403,19,26,4,3,50,25,3,13,90,59,167,61,9,301,31,44,17,398,79,190,72,13,352,59,47,27,490,39,78,28,3,153,81,36,26,289,65,132,36,11,241,72,39,25,377,226,337,80,28,673,82,135,42,935,4,14,4,0,19,8,3,0,34,334,562,152,41,1083,239,213,93,1633,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,10,26,8,3,50,9,7,0,74,10,33,13,3,57,9,7,3,76,5,4,3,4,17,10,3,7,38,804,1959,526,113
125011583,0,0,0,0,0,0,0,515,880,259,95,1751,427,229,171,2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,3,0,0,5,0,0,3,9,0,3,0,0,4,0,0,0,7,616,1185,356,108,2266,545,277,201,3289,84,212,69,19,378,91,68,29,562,9,18,4,0,29,14,3,0,54,19,36,9,0,60,6,4,3,73,26,57,13,0,94,21,10,9,128,283,448,131,25,887,197,195,94,1371,166,286,79,31,559,105,139,62,866,115,158,46,18,328,77,47,18,472,0,0,0,0,0,3,0,0,3,563,889,254,68,1773,384,380,170,2709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,4,0,0,0,9,5,0,0,0,6,9,0,3,18,674,1161,331,85
125011584,0,0,0,0,0,0,4,18,30,11,3,66,38,4,11,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,0,0,5,0,5,0,0,4,3,0,0,5,0,0,0,0,0,0,0,0,0,348,1104,260,29,1741,335,55,88,2222,267,904,197,33,1402,196,68,82,1742,8,15,6,0,31,16,7,3,60,77,139,52,7,275,76,20,14,378,82,157,57,6,305,91,22,20,440,9,26,6,0,41,30,3,14,84,9,11,10,0,28,8,5,0,38,0,0,0,0,0,0,0,0,0,3,5,0,0,7,3,0,0,6,18,34,15,0,74,41,4,12,131,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,6,0,3,0,0,3,0,0,0,3,0,6,0,0,6,3,0,0,9,3,3,3,0,7,3,0,0,13,371,1107,272,41
125011585,0,0,0,0,0,0,4,150,231,96,23,508,160,50,29,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,464,1183,356,59,2062,444,103,96,2709,291,775,200,32,1300,221,79,48,1647,3,11,6,0,20,13,3,0,40,47,149,54,0,257,30,11,3,294,48,161,67,3,273,42,11,4,330,59,101,37,7,207,84,26,12,332,52,98,26,15,190,58,22,7,283,16,35,9,3,72,23,8,7,102,0,0,0,0,0,0,0,0,0,133,238,76,22,468,169,56,29,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,15,3,0,27,9,3,5,44,10,15,3,0,27,12,3,5,47,0,0,0,0,4,3,0,0,8,487,1192,344,65
125011586,0,0,4,0,0,0,4,310,315,117,39,776,177,87,41,1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,6,0,13,3,0,0,0,5,3,6,0,16,3,4,0,0,3,4,0,0,14,1136,2166,639,139,4079,781,267,219,5348,594,1385,331,63,2371,384,199,147,3100,48,62,25,3,137,39,11,36,217,229,515,128,17,900,96,58,39,1090,280,575,154,28,1038,138,66,72,1310,73,87,36,15,207,94,30,26,362,90,112,25,14,235,41,33,12,317,279,289,104,35,714,129,107,40,993,5,0,3,0,9,5,0,0,16,445,486,170,64,1172,266,170,84,1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,9,6,3,4,22,3,8,0,0,14,6,3,4,25,3,4,0,3,15,19,7,0,47,1335,2461,654,158
125011587,0,0,0,0,0,0,0,66,109,53,10,235,130,20,37,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,5,11,0,4,0,0,5,0,0,5,11,0,0,0,0,0,0,0,0,0,265,636,232,24,1161,321,54,110,1649,176,499,143,24,849,157,31,33,1069,4,14,3,0,21,8,0,0,32,9,16,7,0,27,3,3,0,33,12,23,9,0,44,9,10,4,70,32,31,23,0,88,114,13,7,221,17,36,21,0,75,14,6,5,104,27,73,13,4,113,14,10,0,142,0,9,0,0,10,0,0,0,7,79,144,59,6,288,146,28,14,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,11,5,0,4,23,0,6,7,0,11,5,0,4,23,3,5,0,0,5,0,0,0,5,271,676,218,31
