SA2_MAINCODE_2016,C16_1PF_Cu15DS_4000ov,C16_1PF_Cu15DS_NS,C16_1PF_Cu15DS_Tot,C16_1PF_CU15_NDS_0_299,C16_1PF_CU15_NDS_300_449,C16_1PF_CU15_NDS_450_599,C16_1PF_CU15_NDS_600_799,C16_1PF_CU15_NDS_800_999,C16_1PF_CU15_NDS_1000_1399,C16_1PF_CU15_NDS_1400_1799,C16_1PF_CU15_NDS_1800_2399,C16_1PF_CU15_NDS_2400_2999,C16_1PF_CU15_NDS_3000_3999,C16_1PF_CU15_NDS_4000ov,C16_1PF_CU15_NDS_NS,C16_1PF_CU15_NDS_Tot,C16_1PF_NCu15DS_0_299,C16_1PF_NCu15DS_300_449,C16_1PF_NCu15DS_450_599,C16_1PF_NCu15DS_600_799,C16_1PF_NCu15DS_800_999,C16_1PF_NCu15DS_1000_1399,C16_1PF_NCu15DS_1400_1799,C16_1PF_NCu15DS_1800_2399,C16_1PF_NCu15DS_2400_2999,C16_1PF_NCu15DS_3000_3999,C16_1PF_NCu15DS_4000ov,C16_1PF_NCu15DS_NS,C16_1PF_NCu15DS_Tot,C16_1PF_NDCO_0_299,C16_1PF_NDCO_300_449,C16_1PF_NDCO_450_599,C16_1PF_NDCO_600_799,C16_1PF_NDCO_800_999,C16_1PF_NDCO_1000_1399,C16_1PF_NDCO_1400_1799,C16_1PF_NDCO_1800_2399,C16_1PF_NDCO_2400_2999,C16_1PF_NDCO_3000_3999,C16_1PF_NDCO_4000ov,C16_1PF_NDCO_NS,C16_1PF_NDCO_Tot,C16_1PF_T_0_299,C16_1PF_T_300_449,C16_1PF_T_450_599,C16_1PF_T_600_799,C16_1PF_T_800_999,C16_1PF_T_1000_1399,C16_1PF_T_1400_1799,C16_1PF_T_1800_2399,C16_1PF_T_2400_2999,C16_1PF_T_3000_3999,C16_1PF_T_4000ov,C16_1PF_T_NS,C16_1_PF_T_T,C16_T_0_299,C16_T_300_449,C16_T_450_599,C16_T_600_799,C16_T_800_999,C16_T_1000_1399,C16_T_1400_1799,C16_T_1800_2399,C16_T_2400_2999,C16_T_3000_3999,C16_T_4000ov,C16_T_NS,C16_T_T
109011173,0,0,16,4,3,0,5,12,12,8,3,3,0,0,3,54,0,0,0,0,4,8,3,0,0,0,0,0,18,3,0,0,4,5,9,4,6,0,0,0,0,36,7,4,3,9,22,41,20,8,3,0,0,4,124,35,30,18,45,109,262,199,166,44,17,0,39,979
109011174,0,0,9,0,0,0,5,3,12,4,0,3,3,0,0,29,0,0,0,3,3,8,9,3,0,0,0,0,26,0,3,0,4,0,3,6,3,0,0,0,4,24,3,3,0,7,8,21,18,12,5,3,3,4,84,47,25,13,32,52,147,180,152,62,52,30,27,825
109011175,0,3,9,4,4,3,4,12,13,13,7,0,0,0,0,53,0,0,0,9,3,3,5,0,0,0,0,0,27,0,3,0,6,4,10,8,0,3,0,0,3,35,3,11,7,17,25,27,24,8,5,0,3,5,125,96,46,36,101,127,260,224,205,88,60,41,73,1352
109011176,0,0,10,0,3,0,14,10,28,12,0,0,0,0,3,83,0,0,0,0,4,10,3,3,0,0,0,0,29,0,0,3,8,6,19,3,0,3,0,0,3,43,5,6,5,19,23,59,23,11,3,4,0,11,168,45,32,24,80,115,386,307,161,39,29,9,65,1290
109021177,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,9,3,4,3,4,6,4,0,0,0,0,0,0,22,15,10,9,22,31,39,24,11,4,3,3,12,199
109021178,0,0,8,0,0,0,7,3,4,0,3,0,0,0,0,21,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,3,3,6,0,0,0,0,4,0,25,0,3,6,16,12,8,4,4,0,0,4,0,56,19,18,17,53,96,123,98,77,17,17,25,38,606
109021179,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,7,0,3,5,0,3,4,0,0,0,0,0,0,17,24,10,18,32,37,52,29,24,4,8,8,10,258
109031180,0,0,7,0,0,0,3,0,3,4,0,0,0,0,0,15,0,0,0,0,0,3,3,0,0,0,0,0,6,3,0,0,7,0,0,0,0,0,0,0,3,20,3,3,3,15,4,13,8,3,0,0,0,3,55,24,18,12,51,56,136,104,58,17,16,9,27,515
109031181,0,0,6,0,0,8,0,0,13,0,3,0,0,0,3,34,0,0,0,6,0,3,0,0,0,0,0,0,10,3,0,0,0,0,6,7,0,3,0,0,0,20,5,0,8,6,5,26,11,3,3,0,0,5,62,54,14,16,26,56,164,134,85,33,16,12,33,641
109031182,0,0,10,0,0,0,8,0,4,3,0,0,0,0,5,27,0,0,0,3,0,3,0,3,3,0,0,0,16,0,3,0,11,3,9,3,0,0,0,0,3,33,3,4,0,20,8,17,9,4,3,0,0,7,82,30,17,25,89,94,161,88,73,31,18,16,45,684
109031183,0,0,8,0,0,0,3,7,7,0,0,0,0,0,3,26,3,0,0,4,0,0,0,0,0,0,0,0,8,3,0,3,0,0,0,4,0,0,0,0,0,13,8,3,6,10,7,7,4,0,0,0,0,3,49,88,32,23,55,50,95,55,60,18,17,18,40,552
109031184,0,0,3,0,0,0,0,0,4,9,5,0,0,0,0,19,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,4,15,0,0,0,0,3,10,15,4,0,0,0,3,43,21,10,10,21,35,97,121,147,38,18,9,34,578
109031185,0,0,7,0,3,4,3,8,7,7,3,0,0,0,0,39,0,0,0,4,3,5,0,0,0,0,0,0,12,0,0,3,3,0,5,0,3,0,0,0,0,23,0,3,9,14,13,22,9,8,0,4,3,3,87,69,38,41,72,76,165,118,100,18,23,28,50,791
110011186,0,4,30,0,0,0,6,7,30,12,15,0,4,3,5,97,0,4,3,3,3,11,12,6,0,0,0,4,44,3,3,0,3,5,21,6,0,3,3,0,4,54,9,7,6,17,16,70,40,30,4,10,3,15,222,78,35,32,87,113,386,391,305,106,109,57,68,1754
110011187,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,8,3,0,0,0,4,3,0,0,0,0,0,0,16,3,0,0,3,7,9,8,0,0,0,0,0,34,33,13,15,27,38,77,55,40,14,14,19,18,366
110011188,0,0,13,0,0,0,3,7,3,6,3,0,0,0,5,29,0,0,0,0,0,9,0,4,0,0,0,0,16,0,9,3,3,0,4,3,0,0,0,0,0,23,4,7,3,6,7,13,10,10,3,0,0,5,71,27,14,21,35,54,128,130,136,37,28,13,26,653
110011189,0,0,3,0,5,0,0,0,3,0,0,0,3,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,3,0,0,0,0,0,0,0,0,4,5,5,3,6,0,4,0,0,0,6,0,5,31,27,10,7,14,18,40,24,20,12,13,3,23,221
110021190,0,0,8,0,0,0,9,10,10,3,6,0,4,0,3,48,0,0,0,3,5,4,3,0,0,0,0,0,13,0,0,0,7,3,4,3,4,0,0,0,0,30,0,3,3,22,19,22,5,6,0,4,0,9,99,51,34,35,72,98,157,97,79,23,24,22,35,725
110021191,0,0,15,3,0,3,6,13,21,14,6,3,0,3,5,64,0,0,0,4,3,6,4,0,0,0,0,0,24,3,0,4,9,3,14,3,0,0,0,0,0,44,7,0,6,18,22,50,24,7,8,0,5,9,146,36,23,32,91,99,290,201,155,47,43,10,44,1066
110021192,0,0,6,3,3,5,10,4,7,7,3,0,0,0,0,36,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,8,3,6,8,10,11,11,9,9,0,0,0,3,59,55,27,31,44,45,83,46,44,11,8,15,24,424
110021193,0,0,3,0,0,3,3,6,10,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,3,0,0,0,0,0,0,11,0,0,5,13,8,15,0,0,0,0,3,7,44,44,11,33,59,46,92,57,48,19,12,24,36,465
110021194,0,0,3,0,0,0,0,0,5,4,0,0,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,8,0,3,0,0,4,9,3,0,3,0,0,0,20,0,8,4,3,8,17,13,0,0,0,0,0,51,38,30,26,41,47,101,71,58,13,7,12,20,463
110031195,0,0,7,0,0,3,3,4,16,5,3,0,0,0,3,34,0,0,0,3,0,7,3,0,0,0,0,0,9,0,0,0,3,3,4,7,0,0,0,0,0,23,0,0,3,8,6,31,11,3,0,0,0,3,76,15,8,18,40,56,197,122,88,26,25,20,32,642
110031196,0,0,7,0,0,0,0,3,4,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,4,0,3,4,3,4,0,0,0,5,32,59,10,20,15,33,32,40,34,13,9,16,36,319
110031197,0,0,4,0,0,3,0,0,15,8,0,0,0,0,3,25,0,0,0,0,3,0,0,0,0,0,0,3,9,3,0,0,0,0,7,9,0,0,0,0,0,16,3,0,3,0,5,24,14,5,0,0,0,3,60,25,16,20,30,52,144,150,147,37,26,13,42,705
110031198,0,0,3,0,0,3,3,5,4,4,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,7,4,0,3,0,0,8,0,0,0,0,0,0,14,6,3,3,3,5,6,6,0,0,0,0,4,44,33,16,10,25,28,79,56,47,24,10,18,28,370
110041199,0,0,7,0,0,0,3,6,6,9,10,0,0,0,4,42,0,0,3,0,0,6,3,0,0,0,0,0,14,3,0,0,9,0,9,3,0,0,0,0,5,25,3,0,4,11,10,23,13,12,0,0,0,10,88,36,14,18,43,65,188,181,163,68,47,20,43,876
110041200,0,0,3,0,0,0,0,6,3,0,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,5,3,0,3,0,3,0,0,0,0,3,0,0,9,4,0,4,6,7,3,8,3,0,4,0,0,43,48,6,12,18,37,60,43,31,21,16,18,30,356
110041201,0,0,9,0,6,0,4,8,7,0,0,0,0,0,0,32,0,0,0,0,0,3,4,0,0,0,0,0,12,3,0,0,3,0,4,3,3,0,3,0,0,20,3,5,0,13,18,20,12,4,0,3,0,3,84,48,17,34,47,59,117,109,84,18,19,24,24,598
110041202,0,0,27,3,4,0,4,5,45,24,13,0,0,3,6,112,0,0,0,0,9,14,10,3,0,0,0,3,46,7,3,3,5,12,18,10,7,0,0,0,3,73,14,7,3,13,29,77,57,31,3,3,3,7,253,71,29,28,81,136,456,437,414,121,51,17,86,1926
110041203,0,0,12,0,0,0,7,5,24,26,9,3,0,0,3,71,0,0,0,3,4,9,6,10,0,0,0,3,33,0,0,0,7,3,16,6,3,4,0,0,3,48,3,0,3,15,19,53,42,20,3,0,0,8,168,41,17,18,49,85,262,318,269,90,59,32,43,1283
110041204,0,0,3,4,3,0,0,7,11,11,0,0,0,0,0,37,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,6,4,0,0,0,0,0,25,3,3,0,6,9,20,22,4,0,0,0,3,67,11,11,5,24,42,108,124,60,12,7,11,12,430
110041205,0,0,18,5,0,0,6,13,17,17,18,7,3,0,3,92,3,0,3,4,0,10,3,0,5,0,0,0,29,7,5,3,3,8,9,15,10,0,0,3,3,64,11,7,10,14,23,37,34,34,15,5,3,5,201,100,70,50,106,150,350,347,397,203,129,73,99,2083
111011206,0,0,39,3,0,0,0,3,18,24,11,3,3,3,7,78,0,3,0,10,6,10,7,13,3,4,0,0,51,3,0,3,11,3,14,13,10,4,3,7,3,65,6,5,4,23,18,49,48,45,13,13,9,11,231,81,39,33,80,90,253,352,565,270,189,106,63,2117
111011207,0,0,3,3,0,0,0,0,6,4,0,3,0,0,3,20,0,0,0,0,0,0,0,3,0,0,0,0,10,4,0,0,3,0,9,3,3,0,3,0,0,28,4,0,0,4,3,17,10,4,3,7,3,7,58,32,12,12,16,16,74,81,128,56,33,20,19,494
111011208,0,3,35,4,4,3,3,7,21,22,28,4,5,0,0,110,8,0,0,3,5,22,20,13,4,0,3,3,71,11,8,4,12,10,25,21,16,16,0,3,3,127,24,8,4,19,25,71,75,69,26,7,4,12,346,110,58,45,89,118,366,483,760,363,250,107,88,2840
111011209,0,0,33,10,0,0,7,9,24,31,37,11,4,5,8,144,0,4,4,3,3,13,17,15,4,3,0,0,68,9,8,4,8,13,26,20,15,3,4,0,10,123,26,10,11,16,27,71,84,74,19,12,5,21,367,120,67,41,96,166,390,603,903,329,192,85,112,3106
111011210,0,0,20,3,0,0,5,0,16,15,16,0,0,0,3,60,0,0,0,0,0,3,3,8,0,0,0,0,18,0,0,3,4,3,4,5,3,0,3,0,0,35,3,3,0,6,4,27,32,37,0,3,0,4,126,14,23,19,22,27,123,203,233,71,37,16,32,818
111011211,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,3,0,4,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,3,0,4,9,5,7,0,0,0,0,31,26,8,5,15,9,34,45,67,48,54,40,9,358
111011212,0,0,10,4,0,0,4,7,11,15,17,9,4,0,0,69,3,0,5,0,6,4,3,10,3,3,0,0,38,0,0,0,6,0,3,3,6,0,0,0,4,35,9,3,4,12,15,20,23,36,7,8,3,9,149,59,24,20,46,66,122,177,321,139,126,49,47,1200
111011213,0,0,21,0,0,5,0,0,11,14,10,8,0,0,0,54,0,0,3,5,3,4,7,8,0,0,0,0,29,4,0,0,0,3,9,5,10,0,0,0,0,33,9,3,6,7,4,34,22,28,12,3,0,0,131,77,30,33,34,74,193,191,343,210,183,105,74,1553
111011214,0,0,27,3,0,0,0,4,3,18,14,3,3,4,0,58,0,0,0,3,3,3,7,5,3,0,0,0,28,3,5,0,4,5,12,6,4,4,0,0,0,56,8,4,0,5,15,34,40,33,11,7,3,3,165,64,27,32,37,73,200,248,357,174,162,62,46,1474
111021215,0,0,16,7,0,3,0,4,20,16,9,3,0,0,0,65,0,0,0,0,0,10,6,3,3,0,0,0,29,4,3,4,0,3,13,17,6,0,0,0,6,58,8,3,6,0,13,41,39,27,5,0,0,6,164,37,32,17,38,57,175,220,235,56,51,19,39,966
111021216,0,0,6,0,0,0,3,0,13,16,11,3,0,0,0,54,0,0,0,0,3,7,5,4,0,0,0,0,28,3,0,3,3,0,8,8,8,0,0,0,0,33,4,6,4,3,5,27,29,31,3,3,0,3,123,51,27,13,34,39,152,197,260,91,59,29,31,987
111021217,0,0,11,0,3,0,0,8,14,21,29,3,3,0,10,90,0,0,0,3,3,5,11,5,0,0,0,4,30,3,3,4,4,11,11,17,5,3,0,0,5,65,0,7,7,7,21,36,52,41,11,4,0,17,196,41,31,27,53,89,240,390,603,346,133,37,83,2075
111021218,0,0,13,0,3,0,3,3,13,18,16,9,0,0,3,68,0,0,0,0,4,4,4,7,0,0,0,0,26,5,0,3,0,6,10,8,8,4,5,0,4,61,7,3,3,4,17,31,37,35,9,7,0,9,166,60,36,32,47,72,203,285,343,174,117,57,81,1501
111021219,0,0,9,3,3,3,0,9,6,23,23,3,4,0,5,75,0,0,0,4,4,11,3,5,3,0,0,3,34,4,6,0,6,6,10,12,4,4,3,0,3,60,7,7,4,12,19,30,38,38,8,3,0,8,172,56,28,17,46,65,200,260,353,124,87,61,53,1349
111021220,0,3,9,3,0,3,0,0,11,13,14,6,3,0,5,51,0,0,0,0,0,7,5,0,0,0,3,0,19,4,3,0,0,5,10,12,4,0,0,0,0,38,10,0,3,3,6,21,35,22,7,3,3,4,124,45,20,18,34,42,170,231,292,129,72,40,35,1138
111021221,0,0,14,0,5,0,0,0,12,9,6,3,0,0,0,47,0,0,3,3,0,7,3,0,0,0,0,0,19,0,3,3,4,6,19,16,6,0,0,0,3,56,4,10,6,12,6,40,32,21,4,0,0,5,139,43,21,20,36,42,192,215,284,76,31,13,35,999
111031222,0,0,18,4,0,0,3,3,11,24,22,6,0,0,0,73,0,0,5,0,7,4,11,8,4,4,0,0,46,5,0,0,3,8,17,12,12,7,3,0,7,70,15,3,6,12,14,38,49,38,17,11,3,5,211,81,31,26,43,84,224,295,495,276,208,80,51,1875
111031223,0,4,18,0,0,0,4,8,26,10,5,0,0,0,0,65,0,0,0,3,0,13,3,3,0,0,0,0,20,4,0,0,3,8,19,10,4,0,3,0,3,56,13,3,3,10,20,65,26,17,0,3,0,5,159,38,5,19,39,72,243,227,118,33,24,16,34,858
111031224,0,0,7,0,0,3,3,4,9,5,8,4,3,0,0,46,0,0,0,0,0,5,9,9,3,0,0,0,26,4,0,3,3,0,4,3,11,0,0,0,0,33,4,0,12,6,13,20,21,25,10,3,3,3,105,36,16,26,30,48,115,125,208,125,118,109,39,994
111031225,0,0,26,0,0,0,0,0,14,27,18,7,4,4,3,87,0,0,0,3,5,7,8,7,0,0,0,0,27,7,5,3,4,5,12,11,7,3,3,0,3,66,9,8,3,10,15,35,50,37,13,13,7,12,206,87,34,46,40,82,217,296,465,259,193,111,52,1892
111031226,0,0,19,3,0,0,4,9,18,20,27,10,7,0,6,102,0,7,0,3,0,6,3,7,3,7,0,0,37,0,3,4,11,8,15,9,12,6,3,0,7,69,3,12,4,11,17,38,41,53,18,9,0,11,219,61,31,29,59,70,227,350,617,331,176,57,94,2101
111031227,0,0,19,3,3,5,0,3,16,23,24,5,3,0,8,92,0,3,0,0,0,10,10,8,0,0,0,0,27,6,5,4,5,7,15,14,16,3,0,0,7,75,8,10,8,11,9,45,47,51,11,4,0,9,213,54,29,28,46,68,251,308,407,150,62,34,51,1485
111031228,0,0,15,3,0,0,0,0,3,5,7,3,3,3,0,34,0,0,0,5,3,0,3,4,0,3,4,0,26,6,0,0,4,4,6,4,8,3,3,0,0,31,7,3,0,9,11,14,20,21,10,8,3,0,108,80,28,23,41,46,113,154,232,186,228,231,43,1402
111031229,0,0,7,0,4,0,0,0,3,3,8,3,4,0,0,30,0,0,0,0,0,3,4,3,3,4,0,0,18,3,0,0,0,4,5,3,4,3,3,4,0,25,6,4,0,0,4,9,12,16,5,8,5,0,74,36,15,7,21,23,57,91,140,88,100,125,23,730
111031230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
111031231,0,0,3,3,0,0,0,0,12,18,9,0,0,0,0,41,0,0,0,3,0,5,0,0,0,0,0,0,9,9,0,0,0,0,18,9,5,4,0,0,3,42,8,0,4,4,3,31,28,18,3,0,0,3,105,19,11,17,20,32,140,174,150,34,13,6,22,639
111031232,0,0,9,0,0,3,0,3,3,3,10,3,3,3,0,34,0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,3,5,6,3,5,0,0,0,0,20,5,0,3,6,7,13,13,12,7,6,3,0,72,19,8,5,32,24,69,88,178,121,87,28,24,690
111031233,0,0,23,0,4,0,3,5,21,39,22,3,7,0,6,105,0,3,3,4,4,10,10,13,0,0,0,3,48,7,3,3,7,14,18,17,16,3,0,0,5,93,11,10,5,13,21,53,79,55,6,10,0,14,274,84,39,51,64,107,290,430,537,179,105,44,74,2017
111031234,0,0,9,4,3,0,3,3,10,12,15,0,3,0,0,50,3,0,0,6,0,10,5,4,0,3,0,0,26,3,0,3,6,7,14,9,5,0,3,0,4,54,5,4,3,14,12,36,28,31,5,7,0,3,148,47,24,11,38,41,186,212,327,129,59,21,32,1136
111031235,0,0,11,3,0,0,3,0,7,12,14,7,0,0,0,46,0,0,0,0,0,3,3,0,0,0,0,0,14,0,0,0,8,3,3,11,9,0,3,0,0,40,3,0,0,7,5,16,26,27,11,8,0,0,106,22,14,9,22,36,101,142,216,87,52,16,19,746
112011236,0,0,12,0,0,0,4,3,16,16,17,3,5,0,0,68,0,0,0,3,3,4,6,8,0,0,0,0,27,4,3,0,11,3,14,8,10,0,0,0,3,55,3,3,0,19,11,39,39,38,4,5,0,6,167,53,27,22,40,74,167,199,265,97,69,38,43,1076
112011237,0,0,23,5,0,0,4,3,10,19,28,6,3,3,4,87,4,0,0,0,3,3,3,5,0,0,0,3,28,10,5,3,3,5,17,9,14,3,0,0,0,68,12,9,4,4,17,34,46,45,12,6,6,8,200,96,42,30,56,82,249,284,431,189,121,68,72,1708
112011238,0,0,7,0,0,3,0,3,4,3,5,4,3,3,4,37,0,0,0,3,0,3,3,3,0,0,3,0,13,4,0,0,3,0,4,3,0,0,3,3,0,19,7,0,3,5,3,16,13,16,4,5,5,6,77,28,19,14,22,29,67,71,92,63,67,69,22,552
112011239,0,3,16,0,0,0,5,8,13,13,22,0,0,0,3,59,6,0,0,0,6,8,5,6,0,0,0,3,32,0,7,0,0,3,5,4,7,9,0,4,4,43,4,4,0,6,17,25,33,33,12,3,3,13,157,38,20,14,19,50,102,119,199,80,45,26,42,754
112011240,0,0,7,4,3,0,0,0,3,11,5,3,3,3,8,48,0,0,0,0,0,0,4,7,0,0,0,0,16,3,0,0,0,0,3,3,0,3,3,0,3,25,13,9,0,0,3,14,14,18,9,6,3,11,94,41,18,6,16,24,51,69,137,90,84,55,38,635
112011241,0,0,4,0,4,0,3,0,3,0,0,0,0,0,0,12,0,0,0,0,0,3,7,0,0,0,0,0,13,0,0,3,0,0,3,4,3,0,0,0,0,10,4,4,3,3,3,8,7,4,0,0,3,0,41,16,12,20,23,22,74,77,72,29,21,12,14,390
112011242,0,0,8,3,0,0,0,4,12,6,4,3,7,3,0,36,0,0,0,0,0,3,0,8,0,0,0,0,17,0,3,0,0,0,3,3,7,3,3,0,3,24,4,4,0,0,4,20,13,18,5,6,3,3,79,41,32,14,13,29,101,118,182,114,95,60,38,831
112011243,0,0,7,7,0,0,4,0,10,10,9,7,0,0,0,44,0,0,0,0,0,9,3,4,0,3,0,3,26,3,0,0,4,0,4,3,3,0,0,0,3,26,13,4,3,8,3,21,15,21,9,7,0,12,106,33,21,17,17,32,119,89,130,65,53,23,40,636
112021244,0,0,18,0,0,0,3,7,20,9,8,3,0,0,8,59,0,0,0,0,0,3,0,0,0,0,0,0,13,3,6,3,3,10,16,5,0,0,0,0,3,53,3,7,7,8,16,48,28,13,6,0,0,14,148,31,37,30,63,98,313,219,138,50,23,14,48,1073
112021245,0,0,3,0,3,0,3,6,17,4,3,0,0,0,4,45,0,0,0,4,0,8,0,0,0,0,3,0,16,4,3,0,3,3,3,3,7,0,0,0,5,31,3,6,6,9,9,24,5,12,3,0,3,10,95,42,33,23,53,71,148,100,92,46,19,18,48,698
112021246,0,0,23,0,0,0,5,3,26,22,18,4,0,0,4,85,3,0,5,0,9,11,8,9,4,3,0,0,48,0,0,0,3,6,6,5,14,5,0,0,4,47,7,3,9,9,21,57,38,38,9,6,0,7,204,48,20,23,61,66,239,342,293,87,48,17,42,1296
112021247,0,0,8,5,3,4,0,6,9,8,9,0,0,0,5,40,3,0,6,0,3,3,0,3,0,0,0,0,16,3,3,0,4,5,5,3,3,0,0,0,0,31,8,9,8,3,11,16,8,15,0,0,0,8,99,45,26,36,50,63,138,110,84,25,15,12,39,642
112021248,0,0,33,10,3,3,10,10,40,27,10,0,0,0,11,121,3,0,0,3,4,21,8,0,0,0,0,3,44,11,3,8,7,7,16,10,10,0,3,3,5,71,18,13,13,21,34,85,58,24,0,3,3,13,275,55,38,32,77,91,309,340,195,54,22,23,44,1283
112021249,0,0,28,6,5,6,7,3,14,22,13,3,0,3,5,77,3,0,3,3,0,9,6,0,0,0,0,3,34,0,0,5,6,4,12,8,3,0,0,0,0,50,12,6,11,15,16,42,39,20,9,5,4,10,182,88,42,35,86,116,284,253,322,147,121,74,87,1655
112031250,0,0,6,0,0,0,0,0,9,4,10,3,4,0,0,46,0,0,3,0,0,7,5,8,4,0,0,0,28,0,0,0,3,0,10,3,4,0,3,0,3,26,0,3,3,3,6,29,17,27,6,11,0,4,110,42,28,12,35,34,124,131,231,175,170,106,55,1149
112031251,0,0,27,0,7,0,3,4,12,12,11,8,0,0,4,61,0,0,0,0,0,3,0,4,0,0,0,0,17,6,3,3,6,3,18,11,4,0,0,0,4,50,5,4,3,15,14,43,29,19,8,3,3,7,151,31,17,11,35,44,141,210,221,57,31,14,31,862
112031252,0,0,18,0,3,0,0,6,10,11,7,3,4,0,3,43,0,0,0,0,0,3,3,3,0,0,0,0,16,4,4,0,3,0,6,6,3,4,3,4,3,39,11,6,3,3,8,22,23,20,7,7,4,8,119,60,25,18,32,55,147,152,163,108,83,35,60,946
112031253,0,0,20,5,0,0,3,0,13,20,21,5,0,3,6,85,0,0,0,0,0,0,3,3,0,3,0,0,19,4,0,0,3,3,11,12,3,0,4,0,0,43,4,4,3,9,11,28,38,33,10,4,3,8,162,46,30,24,52,74,172,248,354,217,108,45,52,1407
112031254,3,0,17,3,0,3,8,8,20,20,22,6,3,0,4,97,3,0,3,3,5,8,6,7,4,0,0,3,42,8,0,4,4,12,19,18,18,3,0,0,3,90,11,5,11,16,21,44,45,47,15,8,10,14,241,81,46,30,55,102,223,266,396,151,111,58,68,1575
112031550,0,0,35,3,0,4,4,7,19,23,19,8,3,0,5,87,3,0,3,0,3,8,9,8,6,0,0,3,45,3,3,3,4,4,27,11,12,8,3,3,0,78,12,9,6,8,13,58,48,59,18,5,4,5,244,68,39,30,56,58,216,294,417,201,103,36,69,1607
112031551,0,0,7,0,0,0,0,0,3,3,4,0,0,0,3,12,0,0,0,3,0,5,0,0,0,0,0,0,8,0,0,0,3,0,5,3,0,0,0,0,0,10,3,0,0,5,5,8,11,6,0,0,0,3,38,25,11,5,17,17,56,61,115,67,51,34,21,485
112031552,0,0,12,0,0,0,3,0,0,6,6,0,0,0,0,24,0,0,3,0,3,0,4,3,0,0,0,0,17,0,0,0,3,3,9,3,3,3,0,0,0,29,0,0,3,4,11,11,15,16,5,3,0,4,76,15,13,5,24,36,75,85,113,46,22,5,23,475
113011256,0,0,16,3,0,0,0,5,19,9,15,3,0,0,5,72,0,0,0,0,3,8,9,0,0,0,0,0,25,0,3,3,4,3,20,11,6,4,0,3,3,61,4,4,5,10,20,47,32,23,8,3,0,7,168,54,27,31,46,103,341,390,311,98,62,32,62,1563
113011257,0,0,7,3,0,3,7,7,10,12,3,0,3,0,3,50,0,0,0,0,5,4,3,4,0,0,0,0,11,4,5,0,3,3,0,0,4,0,0,0,3,22,5,9,3,11,12,16,15,10,0,3,3,4,87,104,36,31,84,108,230,163,120,45,39,37,81,1076
113011258,0,0,10,0,0,6,10,9,11,7,0,0,0,0,3,38,0,0,0,0,4,3,3,0,0,0,0,0,14,0,0,0,0,3,12,3,0,0,0,0,0,30,3,0,6,14,14,28,16,3,4,3,0,8,95,37,10,25,49,93,241,188,144,42,25,23,48,931
113011259,0,0,3,0,0,0,13,4,4,4,3,0,0,0,0,34,0,0,3,0,0,3,0,0,0,0,0,0,14,0,0,7,0,0,8,0,0,0,0,0,0,15,7,3,10,16,12,13,7,4,0,0,0,0,67,43,17,23,49,78,114,79,39,20,7,11,30,520
113021260,0,0,6,3,0,0,0,0,4,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,3,0,3,0,9,3,3,0,0,0,0,30,17,15,10,18,23,77,44,34,14,6,3,28,288
113021261,0,0,7,0,0,3,6,6,10,0,0,0,0,0,3,26,0,0,0,0,4,3,3,0,0,0,0,0,12,0,3,0,3,0,3,3,0,3,0,0,7,27,0,3,3,4,10,16,6,3,3,0,0,4,65,18,10,6,29,55,126,136,103,27,18,7,29,573
