SA2_MAINCODE_2016,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_CF_T,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_CF_T,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_CF_T,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_CF_T,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_CF_T,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_CF_T,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_CF_T,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_CF_T,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_CF_T,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_CF_T,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_CF_T,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_CF_T,C16_950over_CF_NC,C16_950ov_CF_Cu15DS_,C16_950ov_CF_CU15_NDS,C16_950ov_CF_NCU15_DS,C16_950ov_CF_NDCO,C16_950ov_CF_T,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_CF_T,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_CF_Tot
107011134,0,0,0,3,9,0,7,0,0,9,36,0,8,0,5,51,19,4,5,0,0,30,14,3,12,0,7,29,29,3,30,0,15,75,55,17,70,10,18,171,19,7,37,5,4,76,3,3,18,5,3,31,3,0,3,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,14,203,34,194,21,53,506
107011545,0,0,0,0,3,0,4,0,0,13,51,3,8,0,0,70,16,0,3,0,3,21,21,0,14,3,8,45,54,10,50,5,20,137,55,21,100,11,18,199,3,3,20,8,5,41,3,0,4,0,3,11,3,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,0,0,17,239,51,228,27,48,599
107011546,0,0,0,0,8,0,10,0,3,21,36,4,15,0,0,50,16,3,14,0,7,43,28,0,19,3,3,56,44,7,36,3,8,96,39,15,62,3,9,128,8,3,9,0,3,19,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,9,200,34,175,12,32,450
107011547,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,0,0,0,0,7,9,0,3,0,0,8,5,0,12,0,4,18,18,0,25,3,0,49,7,0,11,3,3,21,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,59,9,7,122
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,12,5,3,3,0,3,12,0,0,3,0,0,9,15,0,16,0,4,36,54,3,86,7,15,163,28,15,68,9,13,130,3,0,14,0,5,24,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,118,28,205,26,43,420
107031137,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,23,3,0,3,0,0,12,5,0,8,0,0,17,13,4,16,3,4,43,33,9,58,0,6,110,3,3,11,0,3,25,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,83,15,116,8,21,243
107031138,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,9,4,0,0,0,0,4,13,0,3,0,0,15,19,0,17,0,3,39,51,9,30,8,6,95,28,3,32,0,6,68,14,3,9,3,0,35,5,0,7,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,151,17,111,14,13,310
107031139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,3,5,0,9,0,0,18,22,3,21,0,8,55,11,5,34,0,3,50,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,56,12,77,3,12,168
107031140,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,6,6,0,3,0,0,8,6,0,0,0,0,8,14,0,5,0,0,19,36,0,20,0,0,59,26,4,31,0,9,69,5,0,14,0,3,25,0,4,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,108,17,104,9,14,254
107031141,0,0,0,0,4,0,3,0,0,5,18,0,0,0,0,18,9,0,0,0,3,12,19,0,0,3,0,29,33,0,14,0,3,48,64,7,49,4,10,144,60,19,122,15,10,222,34,22,83,13,9,158,6,3,11,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,8,256,51,302,43,41,693
107031142,0,0,0,0,3,0,0,0,0,3,6,0,3,0,0,10,5,0,0,0,0,4,16,0,3,0,0,18,28,0,13,3,3,45,47,3,71,5,6,134,18,8,37,3,6,79,7,3,3,3,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,136,14,140,20,29,340
107031143,0,0,0,9,17,0,7,0,5,33,80,3,17,7,6,115,22,3,12,0,5,39,33,7,22,3,12,70,109,4,60,17,29,222,129,23,152,23,38,366,22,11,38,3,12,87,0,3,3,0,0,8,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,7,4,3,4,21,442,61,329,57,112,1006
107041144,0,0,0,0,12,0,3,0,0,12,43,0,12,0,4,54,20,0,4,0,0,24,29,0,19,3,9,66,68,6,54,5,4,140,120,14,107,8,17,272,49,10,79,10,8,160,28,5,22,7,3,67,3,0,14,0,3,20,3,3,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,5,7,3,6,0,0,18,411,44,326,41,58,877
107041145,0,0,0,3,9,0,3,0,3,13,49,3,15,3,10,74,21,0,15,0,3,32,40,9,20,3,9,76,91,3,51,6,10,154,113,19,76,17,26,248,34,9,54,10,4,107,13,0,16,3,0,30,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,4,13,384,36,256,33,67,778
107041146,0,0,0,0,5,0,0,0,0,7,18,0,9,0,3,27,8,0,11,0,0,22,27,0,14,0,0,46,60,6,33,9,4,114,54,6,90,8,12,169,37,16,65,6,6,130,11,6,21,8,0,46,3,0,3,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,11,236,47,264,28,28,606
107041147,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,6,3,0,0,0,0,3,3,0,4,0,0,4,21,0,14,0,4,40,26,4,29,0,5,68,10,3,29,0,0,44,0,5,13,3,0,18,3,0,6,3,0,18,0,0,3,0,0,4,0,0,0,0,0,0,9,0,0,0,0,11,81,15,106,10,13,225
107041148,0,0,0,0,3,0,0,0,0,3,4,0,3,0,0,7,0,0,3,0,0,4,10,0,0,0,0,13,16,0,11,0,0,25,33,0,27,3,0,63,40,0,38,6,3,85,26,4,43,3,3,80,12,6,29,0,0,52,9,0,10,0,0,20,6,0,13,0,0,22,0,0,3,0,0,8,0,0,5,0,0,6,162,18,197,12,8,407
107041150,0,0,0,5,9,0,3,0,0,15,42,0,3,3,0,49,12,0,3,0,4,16,22,4,4,0,5,34,46,0,13,0,3,64,69,4,68,13,13,166,48,10,86,8,11,164,10,6,39,0,4,61,3,3,14,4,0,24,0,0,9,0,0,5,0,4,0,0,0,4,0,0,4,0,0,3,4,0,3,0,0,12,276,34,256,29,44,647
107041548,0,0,0,0,11,0,0,0,0,11,20,0,3,0,0,21,9,0,0,0,3,15,51,0,13,0,0,73,154,0,57,3,3,221,279,9,75,9,12,384,115,5,51,6,3,183,59,3,20,4,0,91,23,0,7,3,3,40,7,0,0,3,0,8,3,0,3,0,0,5,3,0,0,0,0,4,12,0,3,0,0,15,769,26,236,30,34,1083
107041549,0,0,0,3,9,0,3,0,0,13,28,0,8,3,3,44,16,0,9,0,0,27,45,3,15,0,3,65,121,8,112,4,4,252,134,14,107,11,11,284,100,9,69,14,10,204,24,9,15,5,3,62,3,6,5,0,0,11,0,0,0,0,0,3,0,0,0,0,3,4,3,0,0,0,0,3,5,0,6,0,0,12,516,38,367,48,42,1010
108011151,0,0,0,0,3,0,3,0,0,6,4,0,6,0,0,9,3,0,4,0,0,13,11,0,15,3,0,26,10,3,12,0,0,30,3,0,4,0,0,8,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,47,5,63,4,4,124
108011152,0,0,0,3,4,0,4,0,0,4,20,4,4,0,0,33,16,0,6,0,0,22,52,0,16,3,5,69,72,3,50,6,16,152,74,18,95,9,9,206,14,14,24,7,4,60,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,280,41,206,27,42,601
108011153,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,3,9,0,4,0,0,13,17,0,8,0,3,26,18,0,23,0,3,49,18,7,17,0,0,42,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,73,8,69,8,10,170
108011154,0,0,0,0,0,0,0,0,0,0,16,0,4,0,0,23,24,0,0,0,0,26,22,0,11,0,6,35,32,0,22,8,0,62,19,4,23,6,3,62,7,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,132,8,70,14,11,238
108021155,0,0,0,0,10,0,4,0,0,20,24,7,7,3,3,47,22,0,17,0,7,45,43,9,54,3,4,107,41,6,67,0,8,128,7,3,29,3,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,18,177,29,181,13,31,425
108021156,0,0,0,0,8,0,7,0,0,14,12,0,4,0,6,22,13,0,10,0,0,24,21,3,12,0,3,49,18,4,29,0,3,54,12,0,15,0,3,31,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,9,105,15,90,7,19,233
108021157,0,0,0,0,0,0,0,0,0,3,8,0,7,0,0,11,3,0,3,0,0,4,15,0,12,0,4,31,19,3,25,3,5,60,18,0,18,0,0,36,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,78,12,71,8,10,178
108021158,0,0,0,0,12,0,0,0,0,11,31,3,6,0,3,39,13,0,0,0,0,23,16,0,17,3,0,40,39,5,30,3,5,84,13,8,23,3,4,55,3,0,3,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11,152,16,87,13,14,282
108021159,0,0,0,0,17,0,0,0,0,14,4,3,9,0,0,17,16,0,3,0,4,18,10,0,17,0,0,24,22,0,26,5,4,50,10,0,22,0,3,37,3,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,88,7,99,6,11,212
108021160,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,14,3,0,3,0,3,13,15,0,10,3,3,30,29,0,26,3,3,60,15,4,31,6,0,61,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,94,7,76,12,15,204
108031161,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,13,0,0,21
108041162,0,0,0,0,3,0,4,0,0,8,20,0,5,0,0,20,10,0,4,0,0,15,25,0,9,7,4,41,54,3,45,5,5,115,75,21,86,20,7,212,16,7,27,3,0,53,3,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,13,250,40,183,32,28,533
108041163,0,0,0,3,14,0,3,0,0,19,25,0,3,0,0,31,26,0,4,0,0,34,45,0,24,0,4,78,145,11,72,9,13,237,213,25,255,27,26,561,85,25,99,13,13,236,24,11,36,5,5,83,3,3,5,0,0,15,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,21,626,80,515,58,70,1349
108041164,0,0,0,4,16,0,0,0,0,16,33,0,3,0,0,33,17,0,3,0,3,23,35,3,13,0,6,65,100,9,59,0,9,177,132,14,117,16,20,298,46,22,63,8,11,149,8,3,12,6,3,36,3,0,3,0,0,8,3,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,3,6,3,9,0,0,18,423,63,284,37,53,857
108041165,0,0,0,3,4,0,3,0,0,6,4,0,3,0,0,8,10,0,4,0,0,11,3,0,10,0,0,11,11,0,7,0,3,24,8,0,12,3,3,27,7,3,7,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,74,12,56,5,9,148
108041166,0,0,0,0,4,0,0,0,0,3,19,0,7,0,0,28,9,0,3,0,0,18,18,3,16,0,9,42,48,9,49,8,6,120,34,11,62,3,3,118,16,4,9,4,0,31,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,10,156,26,166,13,25,391
108051167,0,0,0,3,8,0,0,0,0,13,3,0,7,0,0,15,8,0,4,0,0,14,15,3,6,3,5,27,12,3,27,3,7,56,3,3,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,71,11,64,10,17,180
108051168,0,0,0,0,9,0,5,0,0,7,7,0,4,0,4,13,6,0,3,0,0,11,33,0,9,0,0,49,47,5,53,0,12,120,36,4,78,8,12,143,15,4,8,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,9,176,19,168,17,26,410
108051169,0,0,0,3,16,0,4,0,3,20,55,0,21,4,5,90,47,0,19,0,3,76,98,11,65,5,14,192,107,19,136,11,33,303,33,9,53,5,6,104,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,6,19,375,49,326,32,65,847
108051170,0,0,0,0,6,0,4,0,0,13,21,3,11,0,3,36,20,0,13,0,4,39,30,3,13,0,3,45,37,5,31,3,16,91,25,3,28,3,6,64,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,12,163,17,124,9,47,363
108051171,0,0,0,0,3,0,3,0,0,9,16,0,0,0,0,17,8,0,7,0,4,17,6,0,13,0,3,24,21,0,31,0,0,61,3,3,8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,63,4,71,3,10,160
109011172,0,0,0,8,7,0,6,0,0,11,29,3,16,0,0,52,15,0,9,0,0,30,57,3,44,0,0,104,89,3,71,4,8,179,49,20,117,11,9,203,4,0,14,0,0,27,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,3,0,0,9,276,37,294,16,24,640
109011173,0,0,0,0,10,0,3,3,0,8,38,0,22,0,3,62,25,5,13,0,0,44,51,3,31,0,3,96,63,8,51,3,9,128,19,5,21,4,4,58,4,0,7,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,207,14,153,15,28,423
109011174,0,0,0,4,7,0,6,0,0,14,31,0,28,3,0,62,20,0,8,0,0,35,42,5,36,3,4,87,52,5,46,4,0,104,32,3,23,3,0,68,8,0,13,0,0,22,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,212,17,164,16,11,421
109011175,0,0,0,0,6,3,5,0,0,20,19,0,25,3,3,53,22,8,24,0,0,46,12,0,25,0,3,36,8,3,21,0,0,34,3,0,3,3,0,7,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,11,108,16,141,15,15,296
109011176,0,0,0,3,18,0,14,3,0,36,62,0,47,3,3,113,66,0,34,0,8,101,79,13,62,0,4,162,75,20,79,11,4,192,12,8,23,6,4,51,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,9,320,43,267,24,26,681
109021177,3,0,0,4,11,0,10,0,0,24,12,0,15,0,3,29,10,0,10,0,0,13,4,0,8,0,0,12,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,56,6,52,0,9,125
109021178,3,0,0,4,15,0,6,3,4,26,30,0,7,0,0,35,15,3,11,0,0,26,7,0,16,0,3,27,5,0,11,0,0,19,3,0,5,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,14,104,11,73,10,9,207
109021179,0,0,0,3,11,0,3,0,3,13,21,4,8,0,0,34,11,0,9,0,0,23,4,0,7,0,0,12,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,11,87,11,66,4,9,178
109031180,0,0,0,4,6,0,4,0,0,15,24,0,14,0,0,36,11,0,10,0,0,28,21,3,27,0,4,54,10,3,23,0,0,35,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,5,91,6,85,3,5,186
109031181,3,0,0,3,6,0,3,0,0,9,15,0,4,0,0,19,11,0,0,0,0,18,17,0,9,3,5,32,21,4,19,0,0,52,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,99,9,74,10,9,191
109031182,0,0,0,4,10,0,6,0,0,15,33,0,16,3,3,61,8,0,19,0,0,33,36,0,18,3,0,58,18,4,21,0,0,49,11,0,11,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,132,13,96,12,12,263
109031183,0,0,0,5,16,3,19,0,0,35,11,3,16,0,0,31,9,0,4,0,0,17,0,0,6,0,0,12,0,0,3,0,0,7,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,3,6,0,0,24,105,24,107,7,7,249
109031184,0,0,0,0,4,0,3,0,0,10,7,0,4,0,0,17,10,0,3,0,0,12,34,0,11,0,0,49,34,0,31,3,3,63,24,3,31,0,0,62,5,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,128,6,104,0,9,245
109031185,3,0,0,10,20,0,13,3,0,40,39,8,25,4,3,75,27,4,17,0,0,54,23,5,32,0,3,63,13,3,16,3,0,36,3,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,8,0,0,19,164,23,163,12,16,378
110011186,0,0,0,3,10,0,11,0,0,20,44,0,21,0,7,80,56,0,42,0,0,102,103,3,65,3,4,180,139,13,137,7,18,310,110,35,152,12,11,320,13,3,29,3,3,54,3,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,5,0,0,23,511,63,485,31,53,1142
110011187,3,0,0,3,7,0,5,0,0,11,17,0,6,0,0,24,7,0,10,0,3,26,10,0,16,4,3,34,9,0,17,0,0,28,0,0,5,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,5,0,10,85,10,96,9,8,209
110011188,0,0,0,3,10,0,3,0,0,12,18,0,6,0,3,33,6,0,10,0,3,16,12,0,10,0,0,27,12,0,15,0,0,36,4,4,5,0,0,14,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,92,10,81,3,11,205
110011189,0,0,0,0,11,0,4,0,3,20,7,0,3,0,0,17,6,0,8,0,0,14,3,0,10,0,0,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,3,0,15,69,10,61,8,3,151
110021190,0,0,0,4,15,0,4,0,0,21,32,0,14,0,0,44,20,3,9,0,0,38,28,4,43,4,3,79,15,6,15,3,0,45,0,0,7,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,3,15,146,18,115,12,15,300
110021191,0,0,0,3,10,0,3,0,3,18,29,3,12,0,0,47,40,3,29,4,0,74,57,3,51,0,9,123,63,9,86,9,15,182,11,8,28,0,3,51,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,16,233,30,219,16,36,533
110021192,0,0,0,3,13,3,7,3,0,30,14,3,15,0,0,34,7,3,13,0,3,20,4,0,9,0,4,18,0,0,3,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,13,75,28,90,14,9,212
110021193,0,0,0,5,19,3,9,0,0,33,15,7,6,3,0,25,12,0,8,0,0,24,7,3,11,3,0,23,4,0,10,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,3,18,97,17,105,9,13,233
110021194,0,0,0,3,12,0,6,0,0,26,12,3,6,0,3,30,29,0,9,0,0,35,19,3,19,0,0,46,4,0,11,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,8,116,11,70,3,8,211
110031195,7,0,0,17,12,0,3,0,0,13,43,3,28,0,7,82,20,0,13,0,3,37,33,0,25,3,3,68,29,6,38,3,4,69,15,0,24,0,3,42,9,0,9,0,0,18,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,16,182,12,159,9,27,394
110031196,4,0,0,7,15,11,32,0,12,64,14,3,17,0,4,35,6,0,11,3,0,19,3,0,7,0,0,11,3,0,7,0,0,7,4,0,6,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,19,0,3,49,132,33,168,17,29,379
110031197,0,0,0,0,12,0,5,0,0,16,17,0,5,0,0,26,11,0,13,0,3,26,10,3,13,3,3,34,26,0,20,0,4,49,38,5,42,4,0,88,6,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,133,13,114,13,17,291
110031198,3,0,0,3,19,0,11,0,0,29,12,0,13,0,0,27,6,0,4,0,3,19,12,0,10,3,0,24,6,0,11,0,0,19,3,0,3,0,0,6,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,12,102,12,104,8,10,242
110041199,0,0,0,4,7,0,0,0,0,8,12,0,3,0,0,18,22,5,13,3,0,43,23,3,22,3,6,61,50,3,57,0,12,116,59,6,73,4,3,143,8,0,27,0,0,39,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,4,0,0,10,198,20,211,11,25,465
