SA2_MAINCODE_2016,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_CF_T,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_CF_T,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_CF_T,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_CF_T,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_CF_T,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_CF_T,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_CF_T,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_CF_T,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_CF_T,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_CF_T,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_CF_T,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_CF_T,C16_950over_CF_NC,C16_950ov_CF_Cu15DS_,C16_950ov_CF_CU15_NDS,C16_950ov_CF_NCU15_DS,C16_950ov_CF_NDCO,C16_950ov_CF_T,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_CF_T,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_CF_Tot
101041027,0,0,0,0,0,0,0,0,0,4,10,3,4,0,8,30,17,0,10,0,0,30,28,0,16,5,3,56,35,7,33,0,11,90,14,0,18,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,7,0,0,15,135,22,91,14,21,284
101051539,0,0,0,3,15,0,3,0,4,25,49,0,18,3,4,75,27,0,20,0,3,56,61,15,50,3,11,151,142,21,151,15,21,341,77,16,147,11,13,270,4,7,12,3,3,29,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13,0,5,31,420,59,425,35,63,1006
101051540,0,0,0,3,9,3,9,0,0,18,11,3,9,4,3,22,21,4,16,0,0,39,22,4,27,0,4,57,23,4,20,0,11,63,8,4,14,0,3,35,3,0,7,0,0,16,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,3,19,166,26,135,12,31,373
101061541,0,0,0,3,4,0,0,0,0,5,0,0,3,0,0,3,7,0,3,0,0,9,10,0,8,0,0,21,35,0,27,3,8,77,15,3,43,6,5,72,3,0,3,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,85,9,101,11,22,232
101061542,3,0,0,3,4,0,3,0,0,8,5,0,3,0,0,11,3,0,8,0,0,8,10,0,9,0,0,23,14,0,13,0,0,34,23,3,18,0,3,50,22,0,15,3,3,44,11,0,12,0,0,18,0,0,3,4,0,9,0,0,3,0,0,7,0,0,0,0,0,3,0,0,3,0,0,3,10,0,3,0,0,21,143,20,131,14,11,315
101061543,0,0,0,0,4,0,3,0,0,11,17,0,13,0,3,35,28,0,27,0,4,60,51,7,59,3,3,122,24,6,55,3,5,87,10,0,10,3,6,27,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,9,164,12,189,13,20,397
101061544,0,0,0,3,17,0,4,0,0,16,28,0,16,0,0,43,14,3,9,0,0,28,19,3,17,0,0,34,6,3,11,0,0,24,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15,0,0,22,140,18,111,10,10,279
102011028,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,5,6,0,3,3,0,18,22,5,23,0,0,59,25,9,33,5,0,65,10,3,16,3,0,43,0,0,5,0,3,11,0,4,3,5,0,9,3,0,5,0,0,5,0,0,0,0,0,0,4,0,3,0,0,5,86,20,101,18,11,238
102011029,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,4,0,3,0,0,9,10,0,4,0,0,14,17,0,8,0,0,20,22,7,28,3,5,66,19,3,28,0,3,56,10,3,22,0,0,38,3,3,5,0,0,14,4,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,3,12,0,4,0,0,15,107,19,115,7,23,268
102011030,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,5,5,0,3,0,0,9,7,0,4,0,0,17,11,0,9,0,3,28,14,5,7,3,0,28,9,4,8,3,0,19,4,0,0,0,3,8,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,12,0,3,0,0,14,76,11,56,10,12,173
102011031,0,0,0,0,4,0,0,0,0,4,17,0,0,0,0,25,0,0,3,0,4,9,7,0,7,0,0,16,30,0,8,3,3,44,42,3,35,6,10,96,21,3,50,3,3,87,12,3,30,3,9,56,7,6,7,4,3,23,0,0,3,4,0,11,0,0,3,0,0,3,0,0,0,0,0,4,3,3,3,0,0,9,143,21,156,27,34,387
102011032,0,0,0,0,4,0,0,0,0,8,29,0,5,0,0,38,11,0,0,0,0,15,40,0,17,3,3,69,182,4,96,8,7,300,319,18,218,15,39,602,56,15,74,7,7,158,13,3,15,3,10,46,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,17,4,0,3,0,23,692,44,436,44,74,1289
102011033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,4,0,5,0,0,15,28,4,52,4,4,97,14,5,37,5,13,71,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,67,19,106,15,21,220
102011034,0,0,0,0,12,0,0,0,0,12,12,0,0,0,3,18,3,0,0,0,0,5,0,0,4,0,3,5,10,0,10,0,7,24,28,4,30,0,0,68,8,6,22,3,4,50,3,0,12,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,87,15,83,3,16,207
102011035,0,0,0,0,3,0,0,0,3,3,3,0,0,0,0,6,3,0,3,0,0,3,6,0,0,0,0,6,20,5,14,0,0,32,28,0,39,6,5,82,9,12,15,4,0,42,6,4,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,85,16,83,15,14,209
102011036,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,6,0,0,3,0,0,3,0,0,5,0,0,4,6,0,19,0,4,29,31,9,65,6,11,122,11,3,20,3,3,41,3,0,10,0,0,14,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,69,14,122,13,20,238
102011037,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,3,7,0,0,0,0,7,8,0,7,0,0,19,32,0,37,7,9,80,19,3,29,3,7,60,14,0,9,0,0,27,3,3,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,14,85,12,19,220
102011038,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,8,3,0,4,0,0,9,4,0,3,0,0,7,7,3,11,0,0,24,22,3,24,0,6,60,13,3,14,7,3,35,3,0,8,3,3,21,0,0,5,0,3,9,4,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,62,12,80,11,16,187
102011039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,8,9,0,0,0,0,10,20,0,4,0,0,28,55,0,36,4,9,103,68,14,50,12,11,148,27,12,47,16,8,119,15,4,33,6,9,64,5,3,12,0,3,26,0,0,4,0,0,7,0,3,3,0,0,8,3,0,6,0,0,8,224,46,201,45,37,554
102011040,0,0,0,4,3,0,0,0,0,0,6,0,0,0,0,7,17,0,0,0,0,22,41,0,9,3,3,57,103,6,51,10,7,181,229,28,231,16,31,540,80,15,92,12,16,212,20,9,20,8,9,62,3,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6,0,3,21,522,61,430,51,76,1138
102011041,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,6,16,3,7,0,0,29,29,0,25,6,0,64,23,5,30,0,3,65,9,3,16,3,0,32,3,0,14,0,0,23,0,0,4,0,0,3,3,3,0,0,0,4,3,0,8,0,0,7,3,0,0,0,0,3,119,21,115,10,9,265
102011042,0,0,0,5,6,0,0,0,3,11,30,0,0,0,0,38,5,0,3,3,0,11,24,0,6,0,4,33,56,3,26,0,5,85,125,13,103,12,24,279,43,11,54,4,3,123,14,3,12,3,6,32,3,0,0,4,3,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,12,325,34,218,26,56,655
102011043,0,0,0,3,5,0,3,0,0,7,9,0,6,0,0,17,3,3,3,0,0,13,3,0,4,0,4,16,28,0,24,5,6,62,74,7,89,6,13,186,22,12,39,6,3,81,3,0,5,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,159,29,177,22,32,408
102021044,0,0,0,5,0,0,0,0,0,3,21,0,0,0,3,25,11,0,6,0,0,19,16,4,12,0,7,34,45,5,49,10,10,121,109,11,132,15,26,303,36,13,71,13,14,151,3,0,17,5,9,32,0,3,5,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,3,21,278,43,318,40,68,741
102021045,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,11,5,0,0,0,0,7,12,4,5,0,3,23,52,10,41,3,9,116,77,20,135,14,25,261,13,14,35,3,6,69,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,164,56,226,17,40,510
102021046,0,0,0,0,3,0,0,0,0,3,5,0,4,3,0,9,4,0,3,0,0,9,19,0,4,0,0,32,63,0,34,7,8,111,49,10,51,0,18,121,6,5,11,3,0,26,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,154,21,109,14,28,324
102021047,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,3,0,0,0,0,7,9,0,6,0,0,16,37,6,20,3,9,70,58,12,106,10,24,207,27,9,55,6,3,101,3,0,7,0,0,15,3,0,3,0,0,6,0,0,5,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,3,0,9,150,32,205,28,45,456
102021048,0,0,0,0,7,0,4,0,4,10,38,0,3,3,0,47,14,3,10,4,7,25,49,5,22,3,7,93,138,10,90,7,23,275,129,13,170,17,36,357,24,6,30,5,9,74,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,11,0,9,0,0,24,420,44,344,36,92,933
102021049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,3,3,0,3,0,0,8,3,0,5,0,3,11,0,0,0,0,4,9,0,0,0,0,3,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,5,19,3,6,56
102021050,0,0,0,0,12,0,0,0,0,13,16,0,4,0,0,18,0,0,0,0,0,0,10,0,3,0,4,14,33,0,31,3,14,80,44,14,64,3,4,127,7,4,16,0,0,25,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,6,119,19,128,10,27,300
102021051,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,12,4,0,0,0,0,7,22,0,14,0,6,44,29,0,30,0,0,66,9,0,13,0,0,21,3,0,0,6,0,7,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,85,3,72,9,10,168
102021052,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,4,0,0,7,3,0,0,0,0,6,18,0,17,3,0,47,26,4,43,5,8,83,9,3,12,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,74,11,89,9,15,198
102021053,0,0,0,3,3,0,0,0,0,4,12,0,0,0,0,14,20,0,10,0,0,31,39,0,10,0,0,51,105,0,64,8,14,195,200,19,132,12,19,382,29,8,47,5,14,111,15,0,16,3,0,30,3,0,3,0,5,12,0,0,3,0,0,3,0,0,0,0,0,0,3,0,7,0,0,8,3,0,8,0,3,15,448,32,300,37,65,888
102021054,0,0,0,0,3,0,3,0,0,6,19,0,3,0,3,25,11,0,3,0,0,17,16,3,11,0,0,33,81,7,35,3,10,133,50,12,58,5,19,146,15,0,17,0,0,37,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,10,211,21,136,19,36,421
102021055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,9,11,0,13,0,3,36,53,9,64,5,7,134,23,11,37,3,7,76,7,3,4,3,3,17,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,103,26,118,15,26,293
102021056,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,16,4,0,0,0,0,3,18,0,3,0,0,23,9,0,20,0,3,32,65,18,91,11,16,197,100,51,202,24,38,416,5,3,22,3,3,39,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,16,230,76,345,45,66,759
102021057,0,0,0,0,3,0,3,0,0,8,18,4,0,0,0,27,11,0,4,0,0,20,10,3,7,4,4,21,44,6,49,6,17,122,52,12,80,5,17,166,16,4,17,7,4,42,3,0,3,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,163,32,166,21,47,432
103011058,0,0,0,7,6,0,3,3,0,17,39,0,13,0,3,54,34,0,16,3,3,55,103,4,71,3,9,186,178,11,175,9,11,384,96,23,130,12,12,272,9,8,17,0,0,38,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,3,0,3,28,488,54,440,35,38,1059
103011059,0,0,0,3,4,0,0,0,0,6,6,0,10,0,3,23,11,0,7,0,0,17,9,0,15,4,6,29,29,5,34,5,5,88,41,27,101,3,10,176,0,4,8,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,11,116,44,187,21,21,386
103011060,0,0,0,6,3,0,4,0,0,7,10,0,4,0,0,14,4,3,6,0,3,18,11,0,5,0,0,11,8,0,5,0,0,21,4,0,11,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,59,6,59,3,13,135
103011061,0,0,0,4,6,0,3,0,0,7,8,0,9,0,0,18,6,3,8,0,3,20,22,0,24,0,0,41,10,0,20,0,0,31,3,0,4,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,5,78,6,78,3,10,179
103021062,3,0,0,8,18,0,15,3,0,35,23,3,32,3,4,63,8,3,9,0,0,24,8,0,25,0,0,39,3,0,10,0,0,11,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,15,112,9,143,12,17,289
