SA2_MAINCODE_2016,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_T,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_T_T,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_S_r_t_h_t_1_s_NPUR_1,C16_S_r_t_h_t_1_s_NPUR_2,C16_S_r_t_h_t_1_s_NPUR_3,C16_S_r_t_h_t_1_s_NPUR_4,C16_S_r_t_h_t_1_s_NPUR_5,C16_S_r_t_h_t_1_s_NPUR_6mo,C16_SDRTHTS_To,C16_S_r_t_h_t_2mor_s_NPUR_1,C16_S_r_t_h_t_2mor_s_NPUR_2,C16_S_r_t_h_t_2mor_s_NPUR_3,C16_S_r_t_h_t_2mor_s_NPUR_4,C16_S_r_t_h_t_2mor_s_NPUR_5,C16_SDRTHT2S_NPUR_6mo,C16_SDRTHT2S_To,C16_Sd_r_t_h_t_To_NPUR_1,C16_Sd_r_t_h_t_To_NPUR_2,C16_Sd_r_t_h_t_To_NPUR_3,C16_Sd_r_t_h_t_To_NPUR_4,C16_Sd_r_t_h_t_To_NPUR_5,C16_SDRTHT_NPUR_6mor,C16_Sd_r_t_h_t_To_Tot,C16_Fl_u_a_1_2SB_NPUR_1,C16_Fl_u_a_1_2SB_NPUR_2,C16_Fl_u_a_1_2SB_NPUR_3,C16_Fl_u_a_1_2SB_NPUR_4,C16_Fl_u_a_1_2SB_NPUR_5,C16_F_u_a_1_2SB_NPUR_6mor,C16_FUA_1_2SB_Tot,C16_F_u_a_I_a_3SB_NPUR_1,C16_F_u_a_I_a_3SB_NPUR_2,C16_F_u_a_I_a_3SB_NPUR_3,C16_F_u_a_I_a_3SB_NPUR_4,C16_F_u_a_I_a_3SB_NPUR_5,C16_F_u_a_I_a_3SB_NPUR_6m,C16_FUA_In_a_3_st_b_To,C16_F_u_a_4mor_s_b_NPUR_1,C16_F_u_a_4mor_s_b_NPUR_2,C16_F_u_a_4mor_s_b_NPUR_3,C16_F_u_a_4mor_s_b_NPUR_4,C16_F_u_a_4mor_s_b_NPUR_5,C16_F_u_a_4m_s_b_NPUR_6mor,C16_FUA_4mor_st_bl_Tot,C16_FUA_AH_NPUR_1,C16_FUA_AH_NPUR_2,C16_FUA_AH_NPUR_3,C16_FUA_AH_NPUR_4,C16_FUA_AH_NPUR_5,C16_FUA_AH_NPUR_6mo,C16_FUA_AH_Tot,C16_FUA_To_NPUR_1,C16_FUA_To_NPUR_2,C16_FUA_To_NPUR_3,C16_FUA_To_NPUR_4,C16_FUA_To_NPUR_5,C16_FUA_To_NPUR_6mo,C16_FUA_To_To,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mo,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mo,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_TO,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_T_T,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_T,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_T_T
117031337,0,0,33,2887,3056,1099,911,222,112,8299,5,7,3,3,0,0,18,12,3,0,0,0,0,17,19,50,22,4,0,4,97,33,52,22,4,0,4,111,5,7,0,0,0,0,13,11,16,4,3,0,0,30,2608,3062,1176,1174,425,426,8864,0,0,0,3,0,0,0,2623,3082,1181,1178,425,426,8909,0,0,0,0,0,0,0,32,3,0,0,0,0,31,0,3,3,0,0,0,7,32,4,3,0,0,0,37,14,4,3,4,0,0,31,2703,3152,1210,1191,430,429,9111
117031338,0,0,314,3092,3356,1309,756,215,91,8831,131,203,122,168,76,33,730,108,121,62,49,15,5,356,202,297,194,142,47,14,904,312,417,256,193,58,23,1262,132,68,24,13,0,3,238,430,404,160,90,16,3,1100,3171,4534,1791,719,158,63,10436,7,4,0,0,0,0,10,3732,5006,1973,828,177,71,11791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,8,3,0,4,30,3,11,8,3,0,4,30,31,27,8,7,3,0,77,4213,5654,2372,1202,319,132,13889
118011339,0,0,8,1996,2643,1087,742,287,112,6865,158,297,192,309,158,60,1166,109,166,119,116,40,5,553,52,105,106,161,57,14,492,156,268,219,273,96,17,1045,232,327,143,84,15,7,811,728,1005,323,143,22,10,2227,590,649,239,98,22,10,1613,0,3,3,0,0,0,7,1544,1990,711,326,54,27,4654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,33,14,9,3,0,89,25,33,14,9,3,0,89,26,27,3,5,0,0,63,1912,2610,1141,926,324,108,7022
118011340,0,0,10,2500,3015,1162,838,295,50,7864,102,200,124,221,113,48,808,173,206,159,182,50,12,782,62,160,145,224,81,24,696,233,365,304,407,125,39,1470,461,658,311,172,30,14,1644,1056,1400,428,161,33,3,3084,422,380,97,28,7,0,937,0,0,0,0,0,0,3,1936,2442,826,365,70,22,5664,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,4,0,0,7,3,5,0,4,0,0,7,4,5,7,3,3,0,17,2277,3013,1266,1003,310,109,7979
118011341,3,0,24,2036,2172,914,756,227,70,6172,104,215,173,221,85,33,821,136,222,135,138,38,11,686,198,314,219,260,88,26,1099,332,539,354,400,122,34,1789,236,238,84,38,8,4,616,390,420,154,57,10,3,1024,662,668,226,100,19,3,1690,3,0,0,0,0,0,4,1291,1329,466,195,43,11,3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,69,25,15,5,3,224,106,69,25,15,5,3,224,14,3,7,0,3,3,27,1849,2146,1021,836,256,89,6196
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011343,0,0,13,3143,3629,1193,934,404,137,9445,243,541,317,457,325,101,1971,25,32,15,14,3,0,97,109,209,93,107,37,3,565,135,242,112,128,40,4,666,210,260,122,101,25,10,728,906,1180,374,205,36,14,2712,1505,1537,449,168,39,4,3707,11,13,9,4,3,0,36,2632,2994,951,470,102,31,7178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,3,0,0,0,33,13,9,3,0,0,0,29,20,8,3,10,0,5,45,3049,3804,1384,1063,465,138,9891
118011344,3,3,13,1042,1342,574,644,293,81,3972,161,374,197,353,210,57,1358,25,36,35,25,8,3,128,37,80,74,91,47,7,346,62,119,104,112,55,11,475,133,111,55,45,10,4,366,431,507,240,138,32,10,1356,151,149,52,14,3,3,375,3,0,0,0,0,0,3,713,773,353,203,50,17,2103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,0,0,0,24,3,9,7,0,0,0,24,0,4,0,4,0,0,18,942,1285,667,676,314,92,3973
118011345,0,0,36,2339,2202,849,589,132,25,6135,39,69,44,43,27,10,237,71,93,40,21,4,0,228,695,1173,646,560,139,26,3241,765,1260,693,579,145,26,3473,147,135,17,8,3,0,311,281,258,64,20,7,0,628,959,518,82,30,4,0,1586,0,0,0,0,0,0,3,1391,901,164,60,16,0,2530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,9,0,0,0,50,24,20,9,0,0,0,56,16,20,3,3,0,0,41,2230,2279,915,680,183,44,6331
118011346,0,0,6,810,1275,655,699,362,109,3910,236,533,304,472,304,98,1945,21,27,18,30,7,4,102,53,70,43,55,18,3,234,69,103,59,82,27,7,339,128,207,105,84,23,3,550,261,290,136,65,7,0,760,145,126,31,20,3,0,328,6,8,5,0,0,0,19,538,635,274,172,35,3,1655,0,0,0,0,0,0,3,0,0,0,0,0,0,0,24,23,10,10,3,0,66,24,25,10,10,3,0,70,3,3,3,6,4,0,19,878,1288,644,743,367,107,4032
118011347,0,0,4,1104,1123,405,308,116,21,3084,70,128,77,125,47,9,464,83,104,45,40,10,4,290,174,259,153,133,37,12,770,255,369,200,177,47,14,1056,180,138,50,17,4,4,394,233,272,77,21,4,0,603,195,193,59,29,7,0,478,0,3,0,4,0,0,6,607,606,180,68,10,4,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,15,3,0,6,0,0,0,15,3,7,0,0,0,0,20,948,1115,467,373,109,31,3035
118021348,0,0,6,2892,3517,1460,1223,388,99,9583,212,440,332,521,226,89,1824,118,170,122,143,43,11,607,99,191,168,222,68,10,767,209,365,292,362,112,27,1372,505,606,266,179,34,9,1596,1510,1812,666,276,32,7,4308,226,241,95,55,5,0,620,9,15,7,3,4,0,33,2252,2670,1034,514,76,12,6562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,25,13,14,5,0,86,29,25,13,14,5,0,89,12,4,11,9,9,4,37,2719,3504,1678,1419,426,135,9879
118021350,0,0,14,1674,1855,1109,1351,583,250,6825,530,1014,677,913,445,217,3796,115,59,45,32,11,5,260,247,360,285,380,130,65,1458,360,418,327,405,133,67,1719,397,100,58,22,10,7,590,256,151,64,30,8,0,511,340,392,132,82,21,0,964,0,0,0,0,0,0,0,990,642,254,135,35,13,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,18,3,4,6,0,0,0,13,5,4,0,4,3,3,24,1886,2085,1266,1466,621,302,7616
118021564,0,0,3,1070,1463,683,541,190,67,4015,115,199,132,229,121,56,852,15,46,33,36,12,4,146,25,30,37,41,22,3,153,42,76,69,80,30,11,301,120,139,74,39,17,7,392,389,518,209,114,23,4,1253,597,669,260,140,54,13,1730,0,0,0,0,0,0,0,1107,1324,538,289,91,25,3373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,11,8,7,0,43,9,9,8,8,7,0,47,20,4,0,0,0,0,22,1294,1608,751,601,251,90,4592
118021565,0,0,13,1160,1578,1031,885,322,115,5082,257,489,324,401,220,107,1793,76,110,63,76,15,0,352,42,79,62,80,30,19,311,126,184,130,156,50,25,667,161,160,120,67,26,16,552,440,501,307,187,60,17,1519,160,271,179,147,64,20,844,0,0,0,0,0,0,0,763,936,615,403,151,58,2922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,5,4,4,33,3,4,7,5,4,4,33,29,3,4,3,0,0,36,1176,1614,1078,968,424,191,5453
118021566,0,0,0,761,1053,532,592,218,101,3250,193,398,244,366,160,99,1451,99,115,85,95,24,3,425,36,64,41,94,28,8,265,138,181,130,185,51,5,690,69,81,39,22,8,3,222,197,227,75,54,5,0,550,201,177,61,34,14,3,486,5,0,0,0,0,0,9,472,488,172,107,25,6,1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,5,3,0,0,34,10,10,5,3,0,0,34,3,3,0,0,0,0,15,809,1092,552,663,235,107,3455
118021567,0,0,0,1357,1411,711,538,199,68,4293,128,244,165,221,98,44,896,67,45,25,38,15,0,183,147,261,160,160,55,20,802,212,309,186,195,66,24,987,286,257,156,77,21,9,800,487,393,124,60,14,6,1077,198,183,54,27,3,0,468,0,0,0,0,0,0,0,977,830,335,163,35,18,2351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,5,0,0,13,7,8,4,5,0,0,13,8,0,0,3,0,0,15,1333,1390,685,582,200,84,4265
118021568,0,0,0,829,1122,692,540,206,82,3484,153,281,203,254,123,80,1095,108,135,75,117,27,3,470,15,51,45,76,21,7,217,125,186,126,192,50,8,687,44,55,27,8,0,0,136,113,121,66,25,8,3,337,331,476,283,189,41,11,1339,3,0,0,0,0,0,0,486,659,375,225,49,16,1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,3,0,0,25,8,5,0,3,0,0,25,3,3,0,0,0,0,8,778,1132,705,680,231,100,3633
118021569,0,0,4,2060,2451,1046,748,230,67,6602,110,183,125,208,110,34,767,113,139,127,142,35,0,549,82,148,87,151,38,9,506,199,283,211,286,72,11,1057,259,329,134,70,9,0,796,653,970,407,196,34,5,2262,598,711,254,107,16,6,1687,10,0,0,0,3,0,12,1516,2013,791,372,62,9,4766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,43,6,8,4,0,99,29,43,6,8,4,0,99,14,6,4,3,0,0,24,1864,2540,1138,879,251,53,6720
118021570,0,0,19,1188,1595,798,605,186,52,4427,115,215,146,206,116,37,838,89,103,100,82,21,5,398,64,106,110,109,32,3,425,154,207,209,189,54,13,826,161,196,91,57,11,7,537,581,816,357,149,31,3,1946,174,207,71,32,10,0,492,3,6,0,0,0,0,8,922,1222,528,240,55,17,2982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,34,17,3,3,3,101,37,34,17,3,3,3,106,5,0,0,0,0,0,10,1243,1675,904,642,231,71,4762
119011354,0,0,3,1312,1685,1039,1128,739,455,6363,809,1267,843,974,649,530,5087,98,51,37,27,14,15,249,110,132,144,142,103,81,708,212,190,184,170,114,92,954,186,50,14,14,15,8,285,84,28,8,11,4,0,138,0,0,0,0,0,0,0,3,3,0,3,3,0,8,270,84,25,19,17,9,430,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,7,3,7,0,0,16,6,5,3,7,0,0,23,5,3,3,3,3,0,18,1304,1549,1059,1169,792,629,6513
119011355,0,0,0,0,0,0,0,0,0,0,9,23,24,39,19,17,118,0,0,0,0,0,0,0,4,14,14,17,3,10,62,4,14,14,17,3,10,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31,11,4,3,0,67,0,0,0,0,0,0,0,17,31,11,4,3,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,62,54,56,29,22,249
119011356,0,0,6,471,751,518,555,387,317,3000,283,475,358,449,287,303,2150,57,53,35,36,19,14,212,108,146,142,165,104,68,734,160,193,183,201,122,82,943,19,4,0,6,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,7,19,4,3,3,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,13,4,4,6,0,0,0,13,6,5,3,3,0,3,20,467,683,551,658,414,383,3161
119011357,0,0,3,1352,1549,1090,1250,955,878,7073,663,930,764,837,723,790,4701,183,87,56,45,36,32,441,309,336,290,285,226,185,1625,493,423,341,333,257,211,2065,136,44,13,8,9,9,216,44,47,42,21,11,10,165,3,0,0,0,0,0,4,3,0,0,0,0,0,3,183,85,54,36,17,14,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,3,4,3,29,6,8,4,3,4,3,31,5,8,0,8,0,5,26,1347,1457,1164,1213,1008,1029,7213
119011358,0,0,0,1281,1561,982,966,465,223,5473,651,1088,744,777,356,207,3834,137,66,24,27,10,4,266,203,297,202,230,93,43,1072,339,361,227,254,105,53,1334,141,32,4,13,0,0,187,57,44,28,19,3,0,148,18,6,10,0,0,0,33,9,4,0,0,0,0,17,224,87,36,27,4,3,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,8,0,0,0,0,0,9,8,3,0,0,3,0,16,1223,1544,1014,1062,473,266,5578
119011359,0,0,6,1602,2513,1412,1715,742,330,8315,1002,1843,1143,1459,670,304,6424,148,139,57,48,13,6,420,233,325,279,330,126,66,1347,381,462,338,378,137,71,1767,188,30,11,0,0,0,224,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,3,0,0,0,0,3,190,29,9,3,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,14,5,3,0,61,22,19,14,5,3,0,61,3,3,4,5,0,0,22,1599,2360,1511,1853,814,382,8506
119011360,0,0,0,1118,1409,888,951,388,258,5010,624,936,601,696,334,219,3409,105,84,44,29,16,10,283,174,281,234,279,135,86,1199,279,369,280,308,150,94,1482,130,65,5,3,7,4,211,8,5,3,3,0,0,18,33,28,20,9,0,0,93,4,3,4,0,0,0,12,171,105,39,9,7,4,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,8,3,0,0,27,10,5,8,3,0,0,27,3,11,4,0,9,0,30,1084,1421,930,1015,500,319,5267
119011361,0,0,13,1186,1363,922,1076,656,540,5733,617,963,707,826,535,553,4201,68,38,42,27,20,4,203,82,151,134,161,99,63,694,149,193,177,186,114,69,894,291,83,41,35,13,9,476,58,72,70,45,14,4,255,40,54,40,22,14,5,168,4,3,3,0,0,0,9,394,208,146,104,36,19,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,20,3,0,4,3,0,4,21,8,4,0,3,3,7,24,1172,1367,1040,1126,692,651,6050
119011571,0,0,0,1004,1218,994,901,411,328,4854,165,283,222,229,189,204,1299,15,28,18,18,17,6,108,69,68,88,77,57,44,402,82,92,109,97,75,55,510,91,48,25,18,7,4,190,541,581,463,367,159,80,2195,171,234,195,177,64,20,864,3,0,0,0,0,0,5,805,868,679,565,228,102,3244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,4,21,3,3,0,0,0,29,1076,1250,1007,897,493,364,5087
119011572,0,0,4,845,1062,858,819,467,445,4501,245,409,323,319,262,347,1904,16,12,21,8,10,5,66,60,96,90,116,69,64,501,79,111,109,127,73,71,571,105,58,41,41,16,9,276,262,251,173,161,50,28,922,137,194,170,164,69,31,767,3,3,3,0,0,0,12,518,510,384,367,137,67,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,13,16,5,6,61,13,15,13,16,5,6,61,7,7,3,3,3,0,19,856,1047,827,833,477,487,4531
119021362,0,4,20,1358,1743,1134,1072,555,372,6238,528,895,607,720,393,317,3455,136,141,60,63,24,8,434,121,124,97,89,59,32,520,255,262,156,151,82,38,953,459,442,279,164,68,18,1422,106,150,70,56,15,3,399,16,14,7,10,0,0,37,3,4,0,0,0,0,5,580,609,348,232,79,21,1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,10,9,0,3,41,4,13,10,9,0,3,41,3,3,3,6,3,0,19,1368,1781,1130,1114,562,385,6341
119021363,0,0,15,1748,2555,2005,1621,682,409,9018,419,757,615,644,330,323,3094,64,83,63,54,27,21,316,103,194,186,178,95,76,834,161,280,250,233,120,100,1145,527,914,619,393,140,63,2655,448,622,476,355,108,40,2046,187,361,218,149,46,29,988,0,0,0,0,0,0,3,1158,1897,1317,890,293,137,5690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,0,20,4,7,3,0,0,0,20,14,16,4,5,3,3,46,1752,2951,2195,1776,751,566,9987
119021364,0,0,7,1360,2395,1471,1497,657,316,7699,949,1897,1153,1403,572,333,6310,27,44,19,37,11,4,131,105,135,108,115,42,15,512,125,178,123,152,52,23,647,133,102,45,28,22,5,342,50,53,32,13,8,0,154,62,81,44,28,7,3,215,0,3,0,0,0,0,3,242,237,120,72,30,7,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,3,0,0,23,5,8,6,8,0,0,28,10,3,0,6,3,0,28,1337,2328,1403,1633,651,364,7721
119021366,4,0,26,974,1227,940,960,713,685,5500,472,738,555,591,496,629,3482,68,46,33,28,9,11,207,132,163,146,171,128,92,836,204,209,179,203,137,105,1045,176,199,122,99,44,20,664,111,88,62,49,27,7,350,43,74,54,47,12,13,237,0,0,0,0,0,0,0,335,363,244,195,82,49,1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,13,8,7,14,76,15,10,13,8,7,14,76,10,8,9,3,3,3,34,1032,1331,1000,999,729,796,5883
119021367,5,3,60,852,1122,729,866,392,263,4231,423,710,478,635,344,258,2844,32,30,33,18,11,6,132,89,154,100,118,59,37,555,121,187,128,133,68,41,689,146,98,55,42,10,3,348,64,54,42,20,8,0,196,50,36,41,29,11,8,166,0,0,0,0,0,0,0,258,182,135,91,26,13,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,3,7,4,27,4,6,4,3,7,4,27,4,3,3,0,0,0,16,812,1092,757,867,445,317,4294
119021573,3,4,22,925,1159,995,904,465,345,4785,162,227,183,239,176,232,1215,7,10,8,13,5,6,39,19,15,24,33,23,28,152,20,28,33,42,32,32,194,475,597,536,517,258,148,2527,148,199,188,180,84,62,865,3,9,7,12,10,3,44,3,3,0,0,0,0,9,632,810,736,712,358,205,3453,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,3,3,4,5,25,3,10,3,5,4,5,28,4,3,3,0,3,3,19,822,1072,960,996,563,479,4909
119021574,0,0,11,568,750,636,552,286,206,2992,116,170,147,183,138,154,900,19,14,8,4,4,3,50,21,25,20,22,17,6,119,40,38,26,29,19,10,163,256,354,295,244,98,32,1277,120,144,155,118,56,31,623,18,38,21,29,16,0,122,0,0,0,0,0,0,4,393,527,475,393,167,67,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,3,0,3,0,0,8,0,0,0,0,0,0,3,551,746,648,605,323,234,3112
119031368,0,0,5,1111,1815,1498,1298,527,371,6625,334,689,535,626,355,357,2894,88,66,42,50,21,8,282,53,82,77,85,50,43,392,141,150,122,135,74,55,676,47,80,58,35,16,8,246,144,221,192,154,39,31,779,503,826,706,464,146,90,2727,10,7,10,7,0,0,36,700,1134,968,654,207,121,3786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,9,3,8,0,0,0,0,9,27,11,4,5,0,0,51,1213,1986,1626,1424,634,534,7417
119031369,0,0,3,2147,2598,1495,1432,525,208,8405,496,977,651,889,373,205,3600,254,174,85,78,17,9,614,116,187,162,170,77,36,741,364,360,247,247,93,44,1355,116,108,58,36,13,3,333,358,414,246,189,28,6,1247,609,586,355,222,55,26,1848,4,0,0,0,0,0,6,1083,1106,661,447,94,38,3437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,4,6,3,0,32,8,12,4,6,0,0,36,11,6,0,9,3,0,31,1966,2464,1563,1595,570,288,8454
119031370,0,0,9,1068,1243,803,779,335,190,4417,388,713,500,586,289,204,2680,104,101,62,48,25,10,350,136,126,82,90,31,29,497,236,225,143,138,54,44,843,205,154,75,51,15,9,513,118,115,86,46,16,12,389,39,45,34,19,10,3,151,0,0,0,0,0,0,0,360,324,193,119,32,24,1058,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,8,6,0,20,6,0,3,8,6,0,21,0,3,0,0,0,0,10,998,1264,840,854,389,278,4615
119031371,0,0,0,829,1188,737,917,328,145,4145,403,839,581,802,340,180,3143,33,43,10,8,3,0,90,38,72,55,52,8,10,238,69,113,69,59,15,8,329,72,47,24,16,6,0,170,166,184,92,47,12,3,500,0,0,0,0,0,0,0,0,3,0,0,0,0,3,243,235,117,62,14,4,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,12,0,3,3,0,3,0,12,0,3,0,0,0,0,4,723,1188,770,920,371,194,4157
119031372,0,0,0,1237,1825,990,1181,539,235,6003,683,1386,822,1068,493,238,4693,217,102,41,19,11,3,394,144,188,121,138,47,25,665,359,286,161,166,58,32,1057,105,14,0,3,0,0,120,12,19,13,4,3,0,53,3,5,0,0,0,0,7,0,0,0,0,0,0,0,114,44,20,7,3,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,0,3,20,3,5,4,3,0,3,20,4,9,3,3,0,0,15,1171,1732,1007,1244,559,274,5977
119031373,0,0,0,1122,942,606,485,239,128,3523,267,390,279,328,183,130,1578,54,19,10,7,10,8,109,93,91,55,56,27,26,340,146,110,68,61,33,36,447,138,32,15,5,0,0,188,394,316,185,146,79,29,1146,254,250,88,45,18,0,656,0,0,0,0,0,0,0,784,595,285,197,101,30,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,13,7,7,4,52,16,12,8,7,7,4,57,4,3,3,3,0,0,17,1219,1113,641,593,323,204,4095
119031374,0,0,4,1416,2093,1550,1477,704,344,7590,581,1098,808,1015,554,344,4402,115,88,31,52,12,11,303,97,154,107,120,35,26,530,215,238,140,163,44,32,838,155,121,93,42,17,6,432,94,145,125,87,34,24,511,231,399,410,272,101,41,1463,0,0,0,0,0,0,5,486,667,628,405,152,75,2406,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,4,0,4,0,0,20,14,3,0,4,0,0,23,13,11,4,0,0,3,32,1301,2022,1578,1589,752,456,7706
119041375,0,0,3,1027,1565,872,733,390,332,4919,345,623,437,450,280,281,2422,119,147,84,62,32,18,461,42,63,47,43,28,16,244,162,204,134,108,63,38,703,110,59,27,22,9,4,237,195,158,86,66,22,11,536,659,1406,709,384,140,72,3367,3,3,0,3,0,0,8,973,1624,828,472,169,88,4147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,10,12,0,3,41,11,12,10,12,0,3,41,19,18,0,5,0,0,45,1504,2485,1405,1042,509,411,7356
119041376,0,0,22,1607,2354,1631,1527,723,431,8276,547,1026,754,892,461,356,4043,300,315,201,196,71,27,1110,93,123,124,145,72,30,587,394,440,326,338,144,53,1698,65,66,42,30,9,5,224,221,262,191,122,34,18,848,336,428,338,265,90,29,1489,17,5,5,3,0,0,37,641,765,579,427,131,54,2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,14,3,6,3,85,28,30,14,3,6,3,85,11,8,10,0,0,0,31,1620,2267,1684,1656,745,472,8454
119041377,0,0,0,760,1174,778,832,332,187,4060,548,958,630,765,342,180,3420,58,53,39,26,3,0,187,40,54,29,33,12,10,186,101,108,70,65,20,10,368,49,23,8,3,0,3,89,28,36,3,3,0,0,70,52,91,40,21,6,4,210,7,3,0,0,0,0,14,141,149,54,32,7,3,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,18,8,4,7,0,66,30,18,8,4,7,0,66,7,0,0,0,0,0,13,812,1233,761,873,377,195,4250
119041378,0,0,3,839,1062,707,579,207,94,3484,194,320,196,240,122,50,1123,51,51,26,48,14,6,197,21,35,30,44,15,9,153,76,88,52,88,32,11,349,57,50,38,15,12,3,182,153,181,132,83,37,16,606,332,509,391,258,80,48,1625,0,0,0,0,0,0,9,552,742,565,359,127,69,2416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,7,3,3,0,26,11,6,7,3,3,0,31,5,0,3,0,0,0,7,837,1156,824,692,278,137,3919
