SA2_MAINCODE_2016,Ot_ty_Ed_Ins_Pt_st_C06_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,Ot_ty_Ed_Ins_Pt_st_C16_M,Ot_ty_Ed_Ins_Pt_st_C16_F,Ot_ty_Ed_Ins_Pt_st_C16_P,O_t_E_I_F_P_s_s_ns_C06_M,O_t_E_I_F_P_s_s_ns_C06_F,O_t_E_I_F_P_s_s_ns_C06_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,O_t_E_I_F_P_s_s_ns_C16_M,O_t_E_I_F_P_s_s_ns_C16_F,O_t_E_I_F_P_s_s_ns_C16_P,Oth_ty_Edu_Ins_Tot_C06_M,Oth_ty_Edu_Ins_Tot_C06_F,Oth_ty_Edu_Ins_Tot_C06_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Oth_ty_Edu_Ins_Tot_C16_M,Oth_ty_Edu_Ins_Tot_C16_F,Oth_ty_Edu_Ins_Tot_C16_P,Type_Educ_Insti_ns_C06_M,Type_Educ_Insti_ns_C06_F,Type_Educ_Insti_ns_C06_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,Type_Educ_Insti_ns_C16_M,Type_Educ_Insti_ns_C16_F,Type_Educ_Insti_ns_C16_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P
126011496,91,47,42,94,22,57,81,0,0,0,0,0,3,0,3,3,46,62,112,58,57,112,37,84,118,430,418,850,278,253,531,327,310,631,2932,3037,5964,3018,3180,6200,3126,3331,6453
126021497,119,48,70,117,53,106,162,0,0,0,3,3,5,0,0,0,68,99,168,84,123,201,110,153,257,771,778,1551,555,561,1113,503,520,1024,3995,3825,7819,3946,3793,7735,4136,4007,8140
126021498,87,31,51,76,27,49,78,0,3,3,0,0,0,0,3,3,32,78,106,40,63,102,37,58,103,450,458,908,302,274,579,386,391,777,1850,2019,3867,1828,1922,3751,2046,2199,4243
126021499,42,17,28,48,8,22,32,0,3,3,0,0,0,0,0,3,15,45,61,15,28,46,16,31,48,424,418,843,258,285,536,275,283,558,2161,1517,3677,1931,1461,3392,2075,1576,3652
126021500,85,33,67,107,52,81,128,0,0,5,0,0,0,0,0,0,55,79,138,72,105,182,88,123,208,811,940,1751,578,669,1249,538,678,1217,3180,3582,6766,3164,3544,6708,3911,4177,8086
126021501,44,20,30,49,20,40,58,0,0,0,0,0,0,0,0,0,28,34,55,28,37,65,25,48,74,374,350,724,344,317,664,238,213,445,1872,1856,3722,1813,1812,3634,1808,1809,3622
126021503,74,48,82,128,55,82,143,3,3,4,3,3,5,3,0,3,37,70,108,80,115,189,87,145,236,829,696,1520,543,452,993,407,381,788,2621,2414,5036,2517,2535,5051,2628,2785,5413
126021590,16,5,17,20,8,12,14,0,0,0,0,0,0,0,0,0,13,17,26,10,17,26,10,14,20,116,102,221,94,88,178,91,76,173,659,644,1304,660,657,1308,658,692,1354
126021591,103,48,61,109,56,96,147,0,0,3,0,0,0,0,0,0,50,73,129,65,86,152,100,147,249,712,723,1436,600,623,1221,685,770,1461,2847,2949,5789,3320,3254,6570,3986,4208,8192
127011504,43,15,32,50,32,49,79,4,3,5,4,0,8,10,3,13,29,47,72,35,57,89,72,95,168,919,929,1856,1033,1092,2126,994,1065,2055,2817,2895,5706,3037,3143,6175,3138,3292,6431
127011505,19,0,23,24,11,21,29,0,0,0,0,0,3,3,0,3,5,18,24,5,22,32,15,38,50,428,404,828,464,446,907,456,440,897,1437,1337,2772,1533,1479,3014,1423,1435,2863
127011506,22,0,15,16,26,48,78,0,3,3,0,0,3,0,0,3,4,24,29,7,21,26,30,65,98,251,256,503,358,313,674,711,694,1405,955,906,1858,1125,1013,2138,2690,2800,5491
127011592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,45,93,16,8,28,6,3,10,69,78,151,36,26,58,13,12,18
127011593,24,7,10,17,12,9,19,0,0,0,0,0,0,0,0,3,11,23,31,12,20,29,19,21,37,243,258,505,167,153,319,186,169,357,1232,1270,2506,1203,1196,2401,1218,1222,2438
127011594,41,18,37,53,18,45,63,0,0,0,0,0,0,0,0,0,28,32,59,34,55,90,48,80,125,628,716,1346,415,416,832,351,354,710,2302,2326,4621,2096,2240,4340,2071,2201,4274
127011595,44,9,37,46,19,48,66,0,0,0,4,0,3,0,0,0,27,33,54,21,52,76,33,64,96,404,374,781,293,334,623,256,310,566,1695,1719,3409,1653,1720,3375,2000,2082,4085
127011596,31,7,21,28,24,39,68,0,3,6,3,0,4,0,0,0,17,27,46,15,36,50,45,62,108,337,367,700,269,237,503,267,277,548,1510,1541,3049,1582,1564,3145,1937,2089,4026
127011597,41,9,28,43,18,40,58,0,0,0,0,0,3,0,0,0,14,30,47,22,39,64,50,66,117,339,345,682,333,344,676,410,402,814,1456,1454,2910,1826,1868,3695,2686,2676,5359
127021509,67,14,49,64,31,62,92,0,3,5,0,0,3,0,5,4,28,73,103,40,77,117,59,117,173,657,594,1253,528,517,1044,387,366,748,2679,2735,5414,2485,2519,5003,2529,2553,5087
127021510,64,26,49,73,34,67,103,0,3,3,3,0,5,0,3,3,45,58,109,49,79,129,84,131,214,585,552,1142,479,474,955,443,438,886,2989,2962,5953,2761,2716,5478,2736,2844,5583
127021511,153,48,99,141,80,161,234,7,6,8,4,3,8,4,11,14,65,135,202,95,173,269,144,283,432,1377,1394,2775,1213,1145,2357,801,830,1629,3743,3784,7530,3910,4039,7949,3854,4034,7893
127021512,85,29,46,74,29,80,106,6,6,10,4,3,4,5,4,9,37,82,115,45,82,120,66,127,200,811,781,1586,698,725,1420,619,605,1227,2589,2596,5178,2688,2718,5409,2818,2917,5735
127021513,81,32,76,103,46,114,165,0,8,10,4,5,5,3,10,9,44,87,133,59,138,196,89,192,285,890,840,1731,812,743,1550,621,656,1274,3135,3071,6204,3262,3252,6515,3316,3422,6739
127021514,43,14,25,36,18,38,52,0,3,4,3,0,3,0,0,0,22,42,61,32,39,70,39,63,103,236,272,515,249,256,510,185,199,385,1561,1575,3133,1482,1531,3014,1370,1524,2889
127021515,91,34,84,120,66,121,190,20,12,31,3,10,9,4,0,4,107,168,278,128,205,333,212,306,514,960,910,1872,607,626,1238,616,625,1239,2672,2831,5502,2651,2898,5557,2845,3037,5886
127021516,67,34,52,84,49,90,139,7,8,16,0,3,3,3,3,5,65,94,153,87,113,198,121,189,314,742,667,1408,652,737,1386,557,624,1178,2662,2695,5364,2820,3031,5850,3070,3234,6305
127021517,27,7,11,25,8,34,46,0,0,0,0,0,3,0,0,0,19,37,54,28,37,61,27,58,78,308,264,571,206,213,416,181,191,368,1287,1258,2548,1180,1212,2395,1237,1249,2483
127021518,12,8,9,13,3,8,12,0,0,0,0,0,0,0,0,0,6,14,18,5,11,15,5,9,20,179,153,333,209,195,401,209,183,392,661,615,1272,730,672,1405,704,650,1356
127021519,81,21,35,61,32,70,96,0,4,4,4,3,5,0,0,0,44,75,116,42,67,108,84,142,222,620,627,1247,674,650,1323,546,613,1163,2451,2524,4971,2588,2573,5160,2619,2827,5449
127021520,41,12,31,40,20,38,53,0,0,3,3,9,9,0,0,3,32,30,66,30,55,82,38,68,111,361,338,701,281,265,545,247,263,512,1611,1540,3150,1522,1551,3072,1551,1557,3113
127021521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5
127031522,55,19,57,72,26,48,74,3,4,6,0,0,0,0,0,0,26,40,69,31,84,113,50,89,137,508,567,1075,655,680,1336,554,607,1159,2123,2205,4329,2460,2586,5046,2567,2760,5326
127031523,36,20,34,53,31,37,65,0,0,0,0,3,3,0,0,0,20,37,55,24,43,72,44,55,101,537,540,1076,464,487,952,415,453,864,2072,2115,4192,2168,2293,4463,2650,2796,5447
127031524,97,35,56,87,35,61,92,0,3,3,0,0,0,0,0,0,80,71,151,54,66,121,60,96,156,397,371,764,439,400,833,520,381,908,3021,2955,5981,3214,3218,6428,3408,3311,6719
127031598,99,47,89,131,78,135,213,12,13,21,6,8,10,3,5,6,106,144,248,119,189,304,173,240,415,1643,1560,3207,1586,1649,3240,1878,1887,3765,3890,4048,7938,4270,4523,8789,4840,5088,9929
127031599,19,11,14,21,19,42,65,0,3,5,0,0,0,0,0,5,14,32,39,21,26,53,47,94,145,740,683,1422,542,490,1026,589,634,1225,1868,1789,3655,1844,1798,3637,2002,2159,4157
127031600,45,20,41,56,20,51,68,0,3,4,0,0,0,0,0,0,18,49,62,23,49,72,56,78,134,662,668,1334,441,434,876,410,427,834,2325,2323,4644,2638,2639,5276,3109,3218,6335
127031601,19,11,13,20,18,29,43,0,3,4,0,0,0,3,0,3,12,22,37,27,15,46,37,42,84,310,261,572,368,329,698,445,427,874,659,610,1273,842,790,1634,1005,1016,2019
128011529,75,31,44,70,21,49,64,0,0,0,0,0,0,0,3,3,39,42,86,40,50,86,28,56,81,398,412,810,329,332,658,307,319,628,2467,2561,5028,2414,2558,4972,2561,2541,5102
128011530,71,26,58,80,30,60,84,0,0,0,0,4,4,0,3,4,27,63,96,36,70,109,43,81,120,645,642,1285,574,631,1201,467,504,973,2375,2419,4786,2445,2544,4988,2503,2500,5006
128011531,59,24,32,57,28,34,59,0,0,0,0,0,0,0,0,0,25,55,76,38,42,79,35,46,82,497,563,1061,446,450,895,381,428,805,1949,2087,4042,1993,2077,4066,2066,2168,4231
128011602,54,20,33,51,12,35,48,0,0,0,0,0,0,0,0,0,21,49,65,21,40,66,19,46,65,396,400,798,358,365,722,329,355,682,1223,1187,2401,1406,1493,2900,1516,1604,3122
128011603,47,15,29,47,10,36,47,0,0,0,0,0,0,0,0,0,20,34,60,21,31,56,16,41,61,379,353,735,214,234,448,238,233,467,1978,1931,3912,1708,1733,3445,1821,1762,3587
128011604,114,55,88,141,45,94,137,0,3,3,0,4,6,0,3,3,40,97,140,65,105,168,57,109,163,1261,1102,2367,687,603,1290,843,888,1728,3045,3016,6062,2652,2774,5426,2949,3177,6128
128011605,11,3,9,12,9,7,16,0,0,0,0,0,0,0,0,0,5,3,13,3,10,15,9,7,16,87,78,164,48,42,95,50,45,96,486,495,982,467,496,966,485,516,1000
128011606,40,13,31,37,9,24,33,0,0,0,0,0,0,0,0,0,13,27,40,14,35,50,16,30,41,281,263,541,203,195,399,143,151,295,1156,1191,2340,1165,1191,2358,1155,1231,2386
128021533,39,13,17,31,16,16,33,0,0,0,0,0,0,0,0,0,14,31,41,17,25,41,18,22,39,115,152,263,109,101,212,98,111,205,982,958,1940,892,860,1754,888,903,1795
128021534,36,20,39,56,9,25,42,0,0,0,0,0,0,0,0,0,22,34,55,27,43,70,20,37,52,231,228,454,213,191,398,131,119,245,1956,1942,3900,1673,1664,3335,1376,1462,2835
128021535,86,31,63,89,21,56,75,0,0,4,0,0,0,0,0,0,55,66,122,33,72,111,35,70,112,559,474,1035,390,399,792,339,340,680,3879,3658,7535,3544,3436,6980,3215,3164,6382
128021536,97,34,64,94,27,63,88,0,3,3,0,0,0,0,0,0,31,84,112,39,76,112,31,64,99,423,385,812,426,405,833,371,377,748,2924,2939,5869,3030,3100,6130,3221,3261,6479
128021537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,0,7,6,4,0,5,4,3,9,4,9,12
128021538,136,44,74,120,43,71,112,0,3,3,0,0,0,0,0,0,56,108,159,60,92,148,67,92,161,563,755,1318,599,695,1291,473,558,1033,2300,2584,4886,2537,2718,5255,2651,2844,5492
128021607,60,25,41,66,25,38,59,0,0,0,0,0,0,0,0,0,20,51,70,29,47,77,36,52,81,319,356,676,268,309,580,260,264,520,2311,2201,4509,2387,2394,4777,2536,2615,5148
128021608,29,12,19,26,12,16,27,0,0,0,0,0,0,0,0,0,11,25,37,14,17,31,14,20,33,153,139,295,132,119,249,95,99,196,1080,992,2072,1109,1075,2182,1042,1068,2106
128021609,16,7,14,21,3,10,12,0,0,0,0,0,0,0,0,0,4,18,24,9,16,21,3,12,16,65,53,115,66,43,109,41,43,87,723,754,1482,717,665,1376,570,587,1158
197979799,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,0,3,4,3,11,21,33,46,6,0,8,16,3,17,29,62,93
199999499,65,23,33,56,37,33,65,3,0,8,5,0,4,0,0,4,68,48,117,55,69,123,60,69,129,806,497,1303,1956,862,2820,2231,1127,3360,1443,1160,2608,2739,1745,4483,2819,1779,4593
