SA2_MAINCODE_2016,C11_CF_NCu15DS_1000_1399,C11_CF_NCu15DS_1400_1799,C11_CF_NCu15DS_1800_2399,C11_CF_NCu15DS_2400_2999,C11_CF_NCu15DS_3000_3999,C11_CF_NCu15DS_4000ov,C11_CF_NCu15DS_NS,C11_CF_NCu15DS_Tot,C11_CF_NDCO_0_299,C11_CF_NDCO_300_449,C11_CF_NDCO_450_599,C11_CF_NDCO_600_799,C11_CF_NDCO_800_999,C11_CF_NDCO_1000_1399,C11_CF_NDCO_1400_1799,C11_CF_NDCO_1800_2399,C11_CF_NDCO_2400_2999,C11_CF_NDCO_3000_3999,C11_CF_NDCO_4000ov,C11_CF_NDCO_NS,C11_CF_NDCO_Tot,C11_CF_T_0_299,C11_CF_T_300_449,C11_CF_T_450_599,C11_CF_T_600_799,C11_CF_T_800_999,C11_CF_T_1000_1399,C11_CF_T_1400_1799,C11_CF_T_1800_2399,C11_CF_T_2400_2999,C11_CF_T_3000_3999,C11_CF_T_4000ov,C11_CF_T_NS,C11_CF_T_Tot,C11_1PF_Cu15DS_0_299,C11_1PF_Cu15DS_300_449,C11_1PF_Cu15DS_450_599,C11_1PF_Cu15DS_600_799,C11_1PF_Cu15DS_800_999,C11_1PF_Cu15DS_1000_1399,C11_1PF_Cu15DS_1400_1799,C11_1PF_Cu15DS_1800_2399,C11_1PF_Cu15DS_2400_2999,C11_1PF_Cu15DS_3000_3999,C11_1PF_Cu15DS_4000ov,C11_1PF_Cu15DS_NS,C11_1PF_Cu15DS_Tot,C11_1PF_CU15_NDS_0_299,C11_1PF_CU15_NDS_300_449,C11_1PF_CU15_NDS_450_599,C11_1PF_CU15_NDS_600_799,C11_1PF_CU15_NDS_800_999,C11_1PF_CU15_NDS_1000_1399,C11_1PF_CU15_NDS_1400_1799,C11_1PF_CU15_NDS_1800_2399,C11_1PF_CU15_NDS_2400_2999,C11_1PF_CU15_NDS_3000_3999,C11_1PF_CU15_NDS_4000ov,C11_1PF_CU15_NDS_NS,C11_1PF_CU15_NDS_Tot,C11_1PF_NCu15DS_0_299,C11_1PF_NCu15DS_300_449,C11_1PF_NCu15DS_450_599,C11_1PF_NCu15DS_600_799,C11_1PF_NCu15DS_800_999,C11_1PF_NCu15DS_1000_1399,C11_1PF_NCu15DS_1400_1799,C11_1PF_NCu15DS_1800_2399,C11_1PF_NCu15DS_2400_2999,C11_1PF_NCu15DS_3000_3999,C11_1PF_NCu15DS_4000ov,C11_1PF_NCu15DS_NS,C11_1PF_NCu15DS_Tot,C11_1PF_NDCO_0_299,C11_1PF_NDCO_300_449,C11_1PF_NDCO_450_599,C11_1PF_NDCO_600_799,C11_1PF_NDCO_800_999,C11_1PF_NDCO_1000_1399,C11_1PF_NDCO_1400_1799,C11_1PF_NDCO_1800_2399,C11_1PF_NDCO_2400_2999,C11_1PF_NDCO_3000_3999,C11_1PF_NDCO_4000ov,C11_1PF_NDCO_NS,C11_1PF_NDCO_Tot,C11_1PF_T_0_299,C11_1PF_T_300_449,C11_1PF_T_450_599,C11_1PF_T_600_799,C11_1PF_T_800_999,C11_1PF_T_1000_1399,C11_1PF_T_1400_1799,C11_1PF_T_1800_2399,C11_1PF_T_2400_2999,C11_1PF_T_3000_3999,C11_1PF_T_4000ov,C11_1PF_T_NS,C11_1PF_T_T,C11_T_0_299,C11_T_300_449,C11_T_450_599,C11_T_600_799,C11_T_800_999,C11_T_1000_1399,C11_T_1400_1799,C11_T_1800_2399,C11_T_2400_2999,C11_T_3000_3999,C11_T_4000ov,C11_T_NS,C11_T_T,C16_CFNC_0_299,C16_CFNC_300_449,C16_CFNC_450_599,C16_CFNC_600_799,C16_CFNC_800_999,C16_CFNC_1000_1399,C16_CFNC_1400_1799,C16_CFNC_1800_2399,C16_CFNC_2400_2999,C16_CFNC_3000_3999,C16_CFNC_4000ov,C16_CFNC_NS,C16_CFNC_T,C16_CF_Cu15DS_0_299,C16_CF_Cu15DS_300_449,C16_CF_Cu15DS_450_599,C16_CF_Cu15DS_600_799,C16_CF_Cu15DS_800_999,C16_CF_Cu15DS_1000_1399,C16_CF_Cu15DS_1400_1799,C16_CF_Cu15DS_1800_2399,C16_CF_Cu15DS_2400_2999,C16_CF_Cu15DS_3000_3999,C16_CF_Cu15DS_4000ov,C16_CF_Cu15DS_NS,C16_CF_Cu15DS_Tot,C16_CF_Cu15NDS_0_299,C16_CF_Cu15NDS_300_449,C16_CF_Cu15NDS_450_599,C16_CF_Cu15NDS_600_799,C16_CF_Cu15NDS_800_999,C16_CF_Cu15NDS_1000_1399,C16_CF_Cu15NDS_1400_1799,C16_CF_Cu15NDS_1800_2399,C16_CF_Cu15NDS_2400_2999,C16_CF_Cu15NDS_3000_3999,C16_CF_Cu15NDS_4000ov,C16_CF_Cu15NDS_NS,C16_CF_Cu15NDS_Tot,C16_CF_NCu15DS_0_299,C16_CF_NCu15DS_300_449,C16_CF_NCu15DS_450_599,C16_CF_NCu15DS_600_799,C16_CF_NCu15DS_800_999,C16_CF_NCu15DS_1000_1399,C16_CF_NCu15DS_1400_1799,C16_CF_NCu15DS_1800_2399,C16_CF_NCu15DS_2400_2999,C16_CF_NCu15DS_3000_3999,C16_CF_NCu15DS_4000ov,C16_CF_NCu15DS_NS,C16_CF_NCu15DS_Tot,C16_CF_NDCO_0_299,C16_CF_NDCO_300_449,C16_CF_NDCO_450_599,C16_CF_NDCO_600_799,C16_CF_NDCO_800_999,C16_CF_NDCO_1000_1399,C16_CF_NDCO_1400_1799,C16_CF_NDCO_1800_2399,C16_CF_NDCO_2400_2999,C16_CF_NDCO_3000_3999,C16_CF_NDCO_4000ov,C16_CF_NDCO_NS,C16_CF_NDCO_Tot,C16_CF_T_0_299,C16_CF_T_300_449,C16_CF_T_450_599,C16_CF_T_600_799,C16_CF_T_800_999,C16_CF_T_1000_1399,C16_CF_T_1400_1799,C16_CF_T_1800_2399,C16_CF_T_2400_2999,C16_CF_T_3000_3999,C16_CF_T_4000ov,C16_CF_T_NS,C16_CF_T_T,C16_1PF_Cu15DS_0_299,C16_1PF_Cu15DS_300_449,C16_1PF_Cu15DS_450_599,C16_1PF_Cu15DS_600_799,C16_1PF_Cu15DS_800_999,C16_1PF_Cu15DS_1000_1399,C16_1PF_Cu15DS_1400_1799,C16_1PF_Cu15DS_1800_2399,C16_1PF_Cu15DS_2400_2999,C16_1PF_Cu15DS_3000_3999
105031103,8,6,12,3,3,3,3,49,0,0,0,7,4,11,8,9,3,4,5,6,56,12,0,10,13,19,79,81,83,40,28,29,26,421,0,0,0,0,0,0,0,3,0,0,0,0,11,3,0,0,0,3,11,10,5,0,0,0,3,30,0,0,0,0,0,3,3,0,0,0,0,0,11,0,0,0,3,0,0,5,0,0,0,0,0,8,3,0,0,3,4,10,13,5,6,4,0,4,59,28,7,15,27,41,135,116,115,67,37,40,56,697,14,4,5,6,16,47,28,35,14,11,14,15,208,5,0,4,3,0,3,10,12,4,6,3,3,60,11,4,3,8,10,41,55,78,27,23,11,11,288,4,3,0,0,6,5,3,12,5,3,0,3,43,3,0,4,0,3,9,11,15,15,10,3,4,76,20,3,4,14,26,63,92,116,46,39,17,22,463,0,0,0,0,0,0,0,0,0,0
105031104,4,4,0,0,0,0,3,22,0,3,0,6,3,9,3,0,0,0,3,8,40,21,22,9,22,21,52,32,21,4,0,11,13,221,0,5,0,0,0,0,0,0,0,0,0,0,7,0,7,0,8,0,0,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,3,5,0,12,3,6,0,6,4,3,0,0,0,3,36,44,36,20,40,47,76,37,35,7,3,12,31,382,19,8,7,15,4,26,13,18,0,6,8,12,133,3,0,3,0,3,6,3,5,0,0,0,3,29,13,3,6,5,8,15,11,7,4,7,11,3,98,0,0,0,0,0,3,8,0,0,0,0,0,22,8,0,4,3,3,8,9,0,0,3,0,0,32,20,9,10,12,17,29,32,18,3,13,11,8,180,0,0,0,0,0,5,0,0,0,0
105031105,11,0,8,0,0,0,4,42,0,0,0,5,4,10,7,10,3,0,0,4,39,22,13,11,24,33,83,47,50,12,12,8,20,344,0,0,0,0,3,0,0,0,0,0,0,0,7,4,4,4,10,10,9,4,6,0,0,0,8,53,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,3,0,0,0,0,0,0,10,7,4,3,13,15,13,9,6,0,0,0,8,76,54,21,24,57,67,142,83,64,16,13,21,36,613,24,14,7,12,24,42,23,11,7,3,5,7,181,3,0,5,0,0,6,12,5,3,3,0,0,42,13,0,3,9,22,48,41,26,8,5,5,12,190,5,3,3,4,6,6,3,4,0,3,3,4,40,3,0,0,11,7,11,5,6,3,0,0,3,47,20,3,7,19,34,73,56,42,14,13,12,18,319,0,0,0,4,0,4,0,0,0,0
105031106,4,7,0,0,4,0,0,28,8,0,0,6,11,5,4,0,3,5,3,3,50,29,15,13,25,39,78,62,50,21,13,7,20,367,0,0,0,5,3,3,0,0,0,0,0,0,12,0,4,4,8,9,9,4,3,0,0,0,5,57,0,0,0,3,3,3,0,0,0,0,0,0,14,3,3,3,3,4,3,5,0,0,0,0,0,23,5,5,9,24,15,19,9,8,3,0,3,11,109,56,29,31,54,83,139,104,76,31,20,17,50,676,20,7,13,10,27,51,26,18,6,5,0,18,209,0,0,0,0,5,10,15,11,3,0,0,3,48,5,4,7,13,20,57,35,41,9,15,4,11,218,0,0,0,3,5,13,12,3,0,0,3,3,40,0,5,5,3,10,9,8,3,5,0,0,5,46,7,10,13,20,34,87,67,61,16,12,9,23,353,0,0,0,0,0,3,0,0,0,0
106011107,9,12,11,8,9,0,4,76,7,0,0,9,4,12,9,20,11,3,0,7,89,17,18,7,19,28,102,139,207,87,67,42,40,772,0,0,0,0,0,0,4,0,0,0,0,0,9,3,0,0,3,5,14,5,20,6,3,0,3,70,0,4,0,0,4,3,0,3,0,0,0,0,17,0,0,3,0,4,7,8,6,0,0,0,0,31,6,3,3,6,13,26,16,29,7,4,5,8,125,43,30,19,33,63,166,214,322,134,108,72,67,1278,20,12,10,21,11,52,71,92,35,36,20,16,393,0,0,0,5,0,11,25,24,8,10,3,8,99,11,0,3,8,3,61,102,163,79,53,38,19,544,5,0,0,6,3,13,13,17,6,9,3,3,81,3,0,6,3,11,19,8,28,7,9,6,12,115,22,7,12,18,19,105,144,237,99,83,58,39,837,3,0,0,0,0,0,3,0,0,3
106011108,29,28,26,3,4,0,4,122,3,12,8,13,17,33,42,27,9,6,0,13,187,19,11,23,51,69,214,298,269,75,61,29,62,1183,3,0,0,4,4,10,8,3,3,0,0,0,34,3,0,4,12,14,38,33,16,3,9,0,6,136,0,0,0,5,3,13,4,4,0,0,0,4,34,4,7,0,5,10,17,11,5,3,0,0,10,77,7,8,6,28,24,79,55,31,13,10,3,17,274,51,48,41,103,121,396,469,383,115,91,36,109,1961,20,31,12,33,40,114,132,67,17,13,9,15,505,3,0,0,7,7,31,39,34,9,10,4,3,151,17,3,8,15,35,140,189,152,55,34,10,23,673,9,5,0,4,8,22,27,32,8,6,3,6,135,12,13,3,11,16,32,44,24,11,11,4,8,173,31,22,15,38,64,221,296,241,84,53,23,42,1130,0,0,0,3,0,18,3,0,0,0
106011109,15,9,9,9,5,6,7,73,0,0,4,6,5,8,10,11,8,11,3,7,79,7,8,8,28,43,79,93,114,61,49,33,36,558,0,0,0,0,0,0,4,0,3,0,0,0,7,0,0,4,6,3,16,14,8,3,3,0,7,56,0,0,4,0,3,0,4,3,0,0,0,3,19,4,0,0,4,3,3,4,3,0,0,0,0,21,3,3,7,8,7,23,24,15,9,3,0,6,112,27,26,27,49,69,142,156,159,87,77,53,71,946,16,7,8,17,11,59,47,63,25,20,13,16,305,0,0,0,0,6,17,18,22,11,7,3,4,89,7,7,7,7,15,49,67,77,49,44,14,12,358,0,3,0,3,3,11,11,17,10,4,6,0,69,0,3,3,6,10,13,16,14,8,15,3,3,105,11,14,10,18,42,97,110,133,69,71,31,27,627,0,0,0,0,0,3,0,0,3,0
106011110,12,12,16,7,7,0,10,82,4,4,7,9,12,14,9,4,3,5,4,7,82,17,14,11,34,35,96,87,121,53,51,39,37,602,0,0,4,0,0,0,0,3,0,0,0,0,10,0,0,3,3,3,7,8,0,3,3,5,3,35,3,0,4,0,0,3,3,0,0,0,0,0,20,0,0,0,7,0,4,4,4,0,0,0,0,21,3,0,13,5,11,10,12,10,3,3,3,8,87,37,23,33,58,73,160,137,179,75,81,56,68,973,21,12,12,9,17,48,44,45,31,31,25,18,330,0,0,0,5,0,22,23,27,11,6,3,4,100,11,3,3,10,12,48,67,76,43,51,20,12,355,3,3,0,8,3,16,13,18,4,10,3,6,80,5,3,3,7,11,15,15,18,4,12,0,6,101,17,13,7,25,30,101,110,140,60,79,30,23,637,0,0,0,0,0,3,0,3,0,0
106011111,23,18,22,5,4,3,4,118,3,3,10,17,13,48,31,33,14,9,3,19,203,20,20,24,53,72,260,274,225,86,64,21,67,1180,0,0,0,0,3,9,10,0,3,0,0,0,25,0,3,3,3,9,40,23,18,10,3,0,15,127,0,0,0,3,3,11,8,8,0,0,0,3,38,0,5,7,9,3,18,6,9,0,0,0,6,65,3,14,12,17,21,72,46,36,9,0,0,28,256,47,44,46,93,135,414,418,358,127,90,33,126,1936,17,17,18,21,39,114,104,94,28,21,11,28,503,0,0,0,12,8,40,33,35,16,8,0,0,156,11,3,11,9,20,166,216,134,50,47,9,15,695,5,3,3,9,14,33,26,21,3,3,3,6,126,11,5,11,21,13,39,43,27,7,4,4,13,196,29,15,23,44,60,280,312,218,83,65,18,34,1173,0,0,0,5,3,16,0,0,0,0
106011112,31,25,24,10,8,10,4,120,8,3,4,3,6,23,33,28,22,19,7,6,164,20,10,12,20,29,137,189,347,192,159,48,61,1222,0,0,0,0,0,3,3,6,0,0,0,0,18,3,0,0,0,3,11,14,23,7,8,3,9,85,0,0,0,3,0,7,4,3,3,0,0,0,21,0,0,0,0,5,5,6,7,3,4,0,0,43,4,3,3,6,9,31,32,40,16,13,4,11,165,45,22,27,38,58,216,294,512,278,216,74,103,1882,21,5,11,8,13,70,100,114,54,28,19,17,459,0,3,0,0,5,18,28,55,22,9,3,9,159,13,0,3,8,13,53,124,220,122,64,20,20,655,9,0,0,6,9,17,20,38,17,13,3,7,150,10,0,4,0,12,28,28,25,15,20,7,4,163,37,5,12,12,34,119,204,342,176,108,32,39,1119,0,0,0,0,0,8,3,3,0,0
106011113,9,4,13,3,5,4,0,42,3,0,3,3,0,13,8,8,3,4,3,8,57,6,6,9,7,10,37,59,80,48,52,28,19,362,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,4,3,3,3,3,0,0,21,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,9,3,0,0,0,0,6,4,6,3,3,3,0,39,19,5,8,17,27,64,88,115,81,76,46,27,576,4,3,0,15,10,17,26,40,18,16,12,8,166,3,0,0,0,0,6,6,10,10,11,0,3,43,3,0,0,0,9,19,20,45,32,45,8,6,206,0,0,0,0,3,7,7,12,10,4,3,0,48,0,0,3,3,0,5,8,13,4,8,3,3,51,11,0,0,11,13,39,45,81,51,69,15,13,351,0,0,0,0,0,0,0,0,0,0
106021114,3,7,4,0,0,0,0,33,4,0,4,0,3,6,11,6,3,0,0,3,45,8,0,7,10,15,49,70,59,26,26,13,13,292,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,7,5,5,0,0,0,0,30,0,0,0,0,0,7,0,0,0,0,0,0,12,4,0,0,3,0,3,10,4,0,0,0,3,28,9,0,0,3,8,16,17,10,0,0,3,4,73,23,5,9,26,34,80,105,116,43,31,20,25,517,3,3,3,7,15,33,33,75,32,12,4,9,232,4,0,0,3,3,8,11,15,10,4,0,5,55,4,0,0,3,12,30,45,94,29,23,11,11,253,0,0,0,0,7,4,12,14,3,6,3,3,51,0,0,0,0,3,12,6,13,3,0,3,3,49,7,4,0,7,23,55,75,128,40,27,15,18,401,0,0,0,0,0,0,0,4,0,0
106021115,45,48,51,19,17,6,8,236,12,18,8,15,23,38,42,49,22,11,9,11,252,40,35,27,48,83,260,362,554,221,126,52,64,1877,0,0,0,0,4,4,11,8,3,0,0,0,31,0,3,5,7,7,40,31,26,5,3,4,3,137,0,3,3,3,7,18,11,13,0,6,0,0,67,9,6,3,10,14,22,14,10,4,0,0,3,92,10,15,12,20,30,80,62,58,13,9,6,12,326,95,76,48,101,153,452,554,858,322,190,81,109,3038,48,16,14,43,35,108,167,198,49,49,20,34,784,3,3,0,8,13,37,57,50,32,17,3,12,243,19,9,11,18,34,128,258,384,140,79,34,25,1119,10,0,3,14,7,44,47,67,23,8,8,4,233,22,16,3,9,19,42,48,58,19,16,7,18,281,50,32,16,38,78,257,414,557,209,118,51,62,1878,0,0,3,0,3,11,8,4,0,3
106021116,11,9,21,8,10,10,6,89,3,3,0,0,5,19,12,14,3,3,3,6,70,19,9,13,16,20,61,88,182,72,85,44,35,638,0,0,0,0,3,0,0,4,0,0,0,0,10,3,0,0,0,0,7,3,6,7,0,0,6,32,0,0,0,0,0,5,8,5,0,0,0,0,19,0,0,0,0,3,3,0,0,0,0,0,4,11,6,0,0,3,5,14,11,15,10,3,3,7,73,31,23,15,33,35,100,123,248,109,124,60,45,950,13,12,9,5,12,22,37,60,36,40,5,9,258,4,3,0,0,3,14,12,29,21,7,8,5,113,7,3,0,5,7,37,52,161,81,59,27,15,449,4,0,3,0,6,10,13,24,14,16,4,3,94,10,4,3,4,10,16,12,14,14,6,7,3,96,22,9,6,17,22,80,87,230,122,91,45,22,759,0,0,0,0,0,3,0,3,0,0
106021117,23,26,30,16,17,7,6,154,8,10,10,11,12,33,29,38,18,10,7,19,202,21,21,24,37,64,201,274,398,165,120,59,63,1435,0,0,0,0,3,0,6,11,0,0,0,0,22,3,0,3,0,6,17,32,25,4,4,0,0,97,0,4,0,4,3,13,3,10,0,3,0,0,42,3,0,0,3,10,9,10,7,3,0,0,7,58,11,7,5,6,24,36,51,53,6,8,0,8,214,64,35,37,65,105,307,437,609,244,163,77,90,2239,24,15,8,16,23,110,148,173,63,34,22,29,664,3,0,0,6,10,18,35,42,33,9,12,11,174,12,0,10,12,26,138,214,336,146,83,34,27,1036,5,4,7,0,13,29,26,46,20,10,7,4,175,7,5,3,11,7,49,32,39,19,11,3,12,214,31,9,21,28,57,234,306,465,222,112,58,48,1601,0,0,0,0,0,8,0,7,4,0
106021118,17,20,35,15,4,4,13,128,4,3,3,4,10,26,26,31,7,13,6,10,151,15,13,11,16,32,124,195,271,117,71,32,38,952,0,0,0,0,0,0,4,0,0,0,0,0,8,3,0,0,0,4,20,23,17,3,0,3,3,72,0,0,0,0,3,0,7,3,0,0,0,3,17,0,3,0,3,0,13,3,0,0,3,3,0,33,5,3,0,3,10,30,35,19,4,4,10,4,130,37,23,23,31,66,210,283,379,163,97,45,70,1422,28,13,9,4,12,44,79,80,51,31,7,16,378,0,0,6,3,0,18,29,47,22,13,3,3,140,5,3,5,5,13,60,118,178,100,40,12,17,557,8,3,3,5,7,21,16,39,14,10,3,5,138,5,8,3,3,15,30,25,42,15,10,4,10,163,26,15,11,16,39,126,194,308,146,63,25,35,1003,0,0,0,0,3,3,8,0,3,0
106031119,8,4,11,5,6,0,6,51,0,0,3,0,4,9,3,3,4,5,3,3,42,8,7,3,10,22,44,46,78,57,45,23,16,349,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,11,3,3,0,0,0,0,32,6,0,0,0,0,3,3,0,0,0,0,0,20,3,0,0,0,0,0,7,0,0,0,0,0,21,12,0,0,3,3,16,13,10,10,3,0,0,71,38,9,13,19,30,78,79,127,75,66,29,22,590,14,3,3,0,6,17,26,42,18,8,6,5,157,3,0,0,0,3,5,10,22,4,5,0,6,60,5,0,0,0,4,17,22,59,32,15,11,6,173,0,0,0,0,0,6,10,13,3,8,3,0,48,6,0,3,3,9,6,13,16,5,3,8,5,75,8,5,3,3,18,39,50,108,52,26,14,21,357,0,0,0,0,0,0,0,0,0,0
106031120,12,8,10,4,3,0,3,37,3,4,3,4,3,6,14,3,4,3,0,3,54,6,3,8,10,19,52,78,73,24,10,4,18,303,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,8,6,4,0,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,0,13,3,0,0,0,3,6,3,3,0,0,0,0,22,3,0,3,3,4,12,14,9,0,3,0,0,64,27,19,23,24,37,101,146,120,49,29,13,33,619,15,15,9,15,22,43,52,52,19,7,4,6,258,0,0,0,0,0,5,6,14,0,0,0,0,33,3,0,0,9,7,33,60,53,12,11,4,10,198,0,0,0,0,4,4,10,6,0,0,0,0,33,0,0,3,3,3,13,11,12,0,0,3,3,56,3,4,4,12,17,57,92,81,17,13,6,19,322,0,0,0,0,4,0,3,0,0,0
106031121,16,15,19,12,10,9,3,110,3,13,3,6,9,18,24,27,11,15,9,12,140,15,26,11,24,37,101,110,187,131,84,45,40,794,0,3,0,0,0,3,3,3,0,0,0,0,20,3,0,0,3,8,16,19,15,4,7,0,3,73,0,3,0,7,3,7,0,6,3,4,0,0,33,3,4,0,3,8,10,9,3,0,5,0,3,44,12,10,0,10,17,33,27,24,6,14,3,10,162,56,50,29,61,81,182,202,300,195,134,79,78,1452,53,21,15,25,32,88,88,122,52,40,29,29,589,6,5,7,5,3,10,19,33,16,15,3,3,127,0,4,4,12,11,49,80,189,73,43,28,15,519,0,3,3,4,6,14,23,36,16,9,3,11,134,9,6,4,8,14,21,25,34,18,11,4,8,159,16,13,16,29,33,96,150,289,127,79,39,38,935,0,0,0,0,0,5,4,3,0,0
106031122,24,20,15,5,3,3,0,100,5,3,7,10,16,18,22,22,5,3,0,14,129,15,5,14,32,41,146,204,184,50,19,12,28,754,0,0,0,4,0,3,8,4,0,0,0,0,24,0,0,3,9,8,23,25,14,7,0,0,3,98,4,3,0,3,0,10,5,5,3,0,0,0,40,0,0,0,7,3,18,10,4,0,0,0,4,59,4,4,5,23,20,63,45,37,8,7,0,8,217,44,21,31,72,85,278,315,299,74,35,15,61,1335,20,9,9,17,29,78,90,69,10,12,3,15,367,0,0,0,0,8,26,23,24,7,0,0,0,97,10,8,5,8,15,82,129,97,23,19,7,12,408,7,0,0,3,7,11,25,16,7,3,0,3,78,5,6,0,6,12,29,26,31,7,7,3,10,142,19,10,11,24,35,156,202,166,38,30,16,24,730,0,0,0,0,3,3,7,0,0,0
106031123,13,7,13,13,8,8,4,82,8,0,0,0,3,13,12,7,6,6,3,3,75,28,6,3,24,25,84,73,133,81,67,33,16,568,3,0,0,0,0,4,0,0,0,0,0,0,9,3,0,0,0,0,0,3,6,0,0,3,0,21,0,0,0,0,0,0,3,6,0,0,0,0,11,0,0,0,3,0,0,0,3,0,0,0,0,10,4,0,3,3,4,11,7,12,4,0,3,3,59,46,16,15,41,32,128,104,178,110,91,48,24,824,11,4,6,10,5,24,47,38,16,33,6,11,208,3,0,0,4,0,10,11,14,16,9,4,3,76,4,3,0,3,13,40,33,71,47,49,35,9,305,9,0,0,7,3,18,16,14,18,10,3,3,96,3,3,3,3,5,16,13,21,5,11,0,4,88,18,7,5,14,26,76,70,128,87,74,41,19,560,0,0,0,0,0,0,0,0,0,0
106031124,0,4,3,0,0,0,0,10,0,0,0,0,3,3,6,4,5,3,0,0,23,4,3,3,0,4,15,23,28,16,14,5,3,116,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,13,3,0,0,0,3,4,7,4,0,0,0,3,26,29,12,7,9,12,31,44,57,27,25,9,13,275,13,6,7,4,7,23,16,25,12,15,4,10,149,0,0,0,0,0,5,4,5,0,0,0,0,18,0,3,0,0,3,3,16,21,14,3,0,3,74,0,0,0,0,0,3,5,4,0,0,3,0,19,0,3,0,0,4,6,3,4,0,0,0,0,19,0,4,0,3,10,14,30,29,17,4,3,5,128,0,0,0,0,0,0,0,0,0,0
106031125,20,20,34,21,15,0,4,134,5,6,3,16,9,45,11,36,11,11,0,8,168,23,12,9,39,54,147,175,273,140,91,25,43,1041,0,0,0,0,3,3,9,4,6,0,0,0,29,3,3,3,4,3,16,19,27,4,3,0,4,91,0,0,0,0,0,3,5,8,0,0,0,0,21,0,4,0,3,4,9,4,3,3,3,0,0,38,6,5,4,12,11,32,37,45,18,5,3,7,174,44,32,24,73,88,249,288,425,208,144,40,80,1689,27,14,10,22,22,86,92,117,51,45,12,24,532,4,3,0,8,3,14,23,36,22,21,4,3,145,10,3,3,5,15,65,125,190,81,57,18,29,598,0,3,6,4,15,16,24,40,12,10,4,3,149,6,3,3,11,10,25,35,39,15,6,13,12,173,17,12,19,29,35,109,207,300,129,98,36,50,1059,0,0,0,4,0,4,3,0,0,0
106041126,18,16,17,0,3,4,0,73,0,0,6,7,3,14,27,27,7,7,0,6,98,9,7,10,29,31,96,178,188,86,38,17,29,724,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,3,4,8,16,14,7,9,0,0,61,0,0,0,3,3,4,8,0,0,0,0,3,24,3,0,3,5,3,6,7,3,0,0,0,4,33,4,0,3,10,8,26,32,21,6,9,0,6,129,28,10,20,54,56,174,276,301,123,62,24,58,1191,11,5,7,7,24,56,73,71,21,21,9,15,316,0,0,0,0,0,15,19,25,4,3,0,5,78,5,6,4,13,21,80,106,113,56,30,4,20,448,0,0,0,3,3,11,18,14,11,3,0,3,71,0,0,3,0,3,17,18,19,6,3,3,0,79,8,8,4,20,27,123,161,168,79,43,14,31,682,0,0,0,0,0,0,4,6,0,0
106041127,4,5,6,4,3,0,3,27,0,0,0,3,0,4,0,8,0,0,0,3,13,5,3,4,5,9,33,33,57,25,38,9,15,232,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,5,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,10,3,3,3,0,3,0,31,11,7,5,13,20,55,62,76,43,48,16,17,385,7,3,5,3,6,16,8,25,9,12,10,10,108,0,0,0,0,3,3,3,4,3,4,0,0,31,0,0,4,0,6,20,25,39,31,25,4,5,155,0,4,3,0,0,6,6,7,3,4,3,0,40,0,0,0,0,0,0,4,5,8,10,4,0,33,7,4,5,3,13,29,40,61,42,40,12,10,258,0,0,0,0,0,0,3,0,0,0
106041128,13,10,6,3,3,0,7,42,0,0,6,6,3,11,14,3,4,3,0,3,51,7,7,8,11,24,55,55,108,55,35,27,26,416,0,0,0,0,3,0,0,3,0,0,3,0,12,0,0,0,3,0,5,8,5,0,3,0,0,29,0,0,0,0,3,0,5,3,0,0,0,0,11,0,0,0,0,0,3,6,3,0,0,0,0,14,3,0,0,4,6,13,13,12,0,3,3,3,60,16,10,12,21,31,90,102,161,73,52,38,36,647,12,3,3,5,12,22,30,31,21,16,10,6,167,0,0,0,3,3,5,6,12,17,5,3,0,59,0,0,0,0,3,20,40,77,39,38,15,11,253,3,3,0,3,4,5,0,12,9,3,0,4,48,0,0,0,0,9,7,10,6,3,3,0,0,46,5,3,3,8,22,45,64,104,66,51,15,18,401,0,0,0,0,0,0,4,0,0,0
