SA2_MAINCODE_2016,C11_CF_NCu15DS_1000_1399,C11_CF_NCu15DS_1400_1799,C11_CF_NCu15DS_1800_2399,C11_CF_NCu15DS_2400_2999,C11_CF_NCu15DS_3000_3999,C11_CF_NCu15DS_4000ov,C11_CF_NCu15DS_NS,C11_CF_NCu15DS_Tot,C11_CF_NDCO_0_299,C11_CF_NDCO_300_449,C11_CF_NDCO_450_599,C11_CF_NDCO_600_799,C11_CF_NDCO_800_999,C11_CF_NDCO_1000_1399,C11_CF_NDCO_1400_1799,C11_CF_NDCO_1800_2399,C11_CF_NDCO_2400_2999,C11_CF_NDCO_3000_3999,C11_CF_NDCO_4000ov,C11_CF_NDCO_NS,C11_CF_NDCO_Tot,C11_CF_T_0_299,C11_CF_T_300_449,C11_CF_T_450_599,C11_CF_T_600_799,C11_CF_T_800_999,C11_CF_T_1000_1399,C11_CF_T_1400_1799,C11_CF_T_1800_2399,C11_CF_T_2400_2999,C11_CF_T_3000_3999,C11_CF_T_4000ov,C11_CF_T_NS,C11_CF_T_Tot,C11_1PF_Cu15DS_0_299,C11_1PF_Cu15DS_300_449,C11_1PF_Cu15DS_450_599,C11_1PF_Cu15DS_600_799,C11_1PF_Cu15DS_800_999,C11_1PF_Cu15DS_1000_1399,C11_1PF_Cu15DS_1400_1799,C11_1PF_Cu15DS_1800_2399,C11_1PF_Cu15DS_2400_2999,C11_1PF_Cu15DS_3000_3999,C11_1PF_Cu15DS_4000ov,C11_1PF_Cu15DS_NS,C11_1PF_Cu15DS_Tot,C11_1PF_CU15_NDS_0_299,C11_1PF_CU15_NDS_300_449,C11_1PF_CU15_NDS_450_599,C11_1PF_CU15_NDS_600_799,C11_1PF_CU15_NDS_800_999,C11_1PF_CU15_NDS_1000_1399,C11_1PF_CU15_NDS_1400_1799,C11_1PF_CU15_NDS_1800_2399,C11_1PF_CU15_NDS_2400_2999,C11_1PF_CU15_NDS_3000_3999,C11_1PF_CU15_NDS_4000ov,C11_1PF_CU15_NDS_NS,C11_1PF_CU15_NDS_Tot,C11_1PF_NCu15DS_0_299,C11_1PF_NCu15DS_300_449,C11_1PF_NCu15DS_450_599,C11_1PF_NCu15DS_600_799,C11_1PF_NCu15DS_800_999,C11_1PF_NCu15DS_1000_1399,C11_1PF_NCu15DS_1400_1799,C11_1PF_NCu15DS_1800_2399,C11_1PF_NCu15DS_2400_2999,C11_1PF_NCu15DS_3000_3999,C11_1PF_NCu15DS_4000ov,C11_1PF_NCu15DS_NS,C11_1PF_NCu15DS_Tot,C11_1PF_NDCO_0_299,C11_1PF_NDCO_300_449,C11_1PF_NDCO_450_599,C11_1PF_NDCO_600_799,C11_1PF_NDCO_800_999,C11_1PF_NDCO_1000_1399,C11_1PF_NDCO_1400_1799,C11_1PF_NDCO_1800_2399,C11_1PF_NDCO_2400_2999,C11_1PF_NDCO_3000_3999,C11_1PF_NDCO_4000ov,C11_1PF_NDCO_NS,C11_1PF_NDCO_Tot,C11_1PF_T_0_299,C11_1PF_T_300_449,C11_1PF_T_450_599,C11_1PF_T_600_799,C11_1PF_T_800_999,C11_1PF_T_1000_1399,C11_1PF_T_1400_1799,C11_1PF_T_1800_2399,C11_1PF_T_2400_2999,C11_1PF_T_3000_3999,C11_1PF_T_4000ov,C11_1PF_T_NS,C11_1PF_T_T,C11_T_0_299,C11_T_300_449,C11_T_450_599,C11_T_600_799,C11_T_800_999,C11_T_1000_1399,C11_T_1400_1799,C11_T_1800_2399,C11_T_2400_2999,C11_T_3000_3999,C11_T_4000ov,C11_T_NS,C11_T_T,C16_CFNC_0_299,C16_CFNC_300_449,C16_CFNC_450_599,C16_CFNC_600_799,C16_CFNC_800_999,C16_CFNC_1000_1399,C16_CFNC_1400_1799,C16_CFNC_1800_2399,C16_CFNC_2400_2999,C16_CFNC_3000_3999,C16_CFNC_4000ov,C16_CFNC_NS,C16_CFNC_T,C16_CF_Cu15DS_0_299,C16_CF_Cu15DS_300_449,C16_CF_Cu15DS_450_599,C16_CF_Cu15DS_600_799,C16_CF_Cu15DS_800_999,C16_CF_Cu15DS_1000_1399,C16_CF_Cu15DS_1400_1799,C16_CF_Cu15DS_1800_2399,C16_CF_Cu15DS_2400_2999,C16_CF_Cu15DS_3000_3999,C16_CF_Cu15DS_4000ov,C16_CF_Cu15DS_NS,C16_CF_Cu15DS_Tot,C16_CF_Cu15NDS_0_299,C16_CF_Cu15NDS_300_449,C16_CF_Cu15NDS_450_599,C16_CF_Cu15NDS_600_799,C16_CF_Cu15NDS_800_999,C16_CF_Cu15NDS_1000_1399,C16_CF_Cu15NDS_1400_1799,C16_CF_Cu15NDS_1800_2399,C16_CF_Cu15NDS_2400_2999,C16_CF_Cu15NDS_3000_3999,C16_CF_Cu15NDS_4000ov,C16_CF_Cu15NDS_NS,C16_CF_Cu15NDS_Tot,C16_CF_NCu15DS_0_299,C16_CF_NCu15DS_300_449,C16_CF_NCu15DS_450_599,C16_CF_NCu15DS_600_799,C16_CF_NCu15DS_800_999,C16_CF_NCu15DS_1000_1399,C16_CF_NCu15DS_1400_1799,C16_CF_NCu15DS_1800_2399,C16_CF_NCu15DS_2400_2999,C16_CF_NCu15DS_3000_3999,C16_CF_NCu15DS_4000ov,C16_CF_NCu15DS_NS,C16_CF_NCu15DS_Tot,C16_CF_NDCO_0_299,C16_CF_NDCO_300_449,C16_CF_NDCO_450_599,C16_CF_NDCO_600_799,C16_CF_NDCO_800_999,C16_CF_NDCO_1000_1399,C16_CF_NDCO_1400_1799,C16_CF_NDCO_1800_2399,C16_CF_NDCO_2400_2999,C16_CF_NDCO_3000_3999,C16_CF_NDCO_4000ov,C16_CF_NDCO_NS,C16_CF_NDCO_Tot,C16_CF_T_0_299,C16_CF_T_300_449,C16_CF_T_450_599,C16_CF_T_600_799,C16_CF_T_800_999,C16_CF_T_1000_1399,C16_CF_T_1400_1799,C16_CF_T_1800_2399,C16_CF_T_2400_2999,C16_CF_T_3000_3999,C16_CF_T_4000ov,C16_CF_T_NS,C16_CF_T_T,C16_1PF_Cu15DS_0_299,C16_1PF_Cu15DS_300_449,C16_1PF_Cu15DS_450_599,C16_1PF_Cu15DS_600_799,C16_1PF_Cu15DS_800_999,C16_1PF_Cu15DS_1000_1399,C16_1PF_Cu15DS_1400_1799,C16_1PF_Cu15DS_1800_2399,C16_1PF_Cu15DS_2400_2999,C16_1PF_Cu15DS_3000_3999
124041467,23,27,24,25,17,10,3,142,3,3,3,8,7,23,32,47,14,6,9,15,170,19,15,12,26,39,124,192,367,201,79,55,56,1178,3,0,0,0,3,5,4,6,3,0,0,0,24,0,0,0,3,3,24,19,41,20,0,8,4,121,0,0,0,0,9,5,18,11,7,0,0,3,54,7,4,3,3,4,21,13,17,8,0,0,12,89,6,10,3,10,22,54,55,68,33,3,9,17,285,45,25,12,37,66,212,317,554,321,116,84,94,1883,15,8,8,10,12,48,67,119,59,33,28,26,415,0,0,0,0,5,7,27,36,17,15,6,0,124,3,3,0,8,14,55,84,229,86,65,31,28,612,5,3,3,5,3,19,20,27,14,8,9,5,132,8,5,0,7,11,28,41,48,28,14,9,12,203,20,15,3,14,35,113,171,346,150,94,51,49,1067,0,0,0,0,3,4,7,4,3,0
124041468,3,3,12,10,9,9,6,60,3,0,0,4,4,10,20,14,10,10,16,21,114,12,4,4,10,8,40,61,105,61,88,69,49,513,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,3,3,0,4,4,4,23,4,0,0,0,0,0,0,0,0,0,0,0,10,4,3,4,0,0,5,0,4,3,0,3,3,33,9,4,4,3,3,9,4,13,3,3,14,3,69,31,14,9,16,7,57,82,143,92,109,108,68,733,13,0,3,0,3,9,18,36,17,26,20,8,156,0,0,0,0,0,3,9,16,5,6,23,8,76,5,0,3,4,3,17,26,42,27,51,41,18,243,3,3,0,3,0,5,13,8,5,7,10,10,66,10,3,3,4,3,8,6,21,16,22,12,10,114,14,7,3,5,8,34,48,93,57,84,82,47,491,0,0,0,0,0,3,0,0,0,0
124051469,18,26,31,17,9,3,9,141,3,0,0,3,3,15,35,41,23,13,3,6,152,19,10,9,24,33,84,116,199,141,82,20,48,787,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,3,3,9,3,6,0,4,43,0,3,0,0,3,3,3,7,3,0,0,0,29,0,0,0,0,5,8,6,11,11,0,0,5,38,0,3,0,3,8,20,18,29,20,13,0,11,117,22,16,12,32,50,110,161,279,210,112,28,73,1098,8,3,3,0,4,27,23,46,34,20,3,12,188,4,0,0,0,0,3,7,23,10,9,4,5,71,3,0,3,0,9,16,48,101,55,37,9,12,301,7,4,0,8,8,12,16,34,19,13,3,7,134,3,6,3,7,13,19,20,45,17,14,8,15,175,18,11,11,16,29,57,97,197,104,75,32,31,678,0,0,0,0,0,0,0,0,0,0
124051470,60,50,70,29,13,8,19,303,18,14,4,16,34,74,65,104,39,30,11,31,446,44,31,20,42,81,244,268,641,352,173,64,102,2076,0,0,0,0,3,9,5,9,9,3,0,0,39,0,3,0,11,4,27,14,50,20,10,0,9,157,3,5,4,7,10,9,9,15,3,4,0,4,82,6,4,0,12,18,36,29,21,7,9,8,7,164,7,17,8,29,34,86,60,100,43,26,11,21,437,74,64,45,98,144,390,420,913,519,264,86,168,3174,30,17,8,17,28,84,83,152,103,62,14,29,639,5,3,0,0,11,16,36,73,25,26,11,8,223,22,3,6,14,16,72,154,353,197,100,35,34,1010,3,4,10,3,6,36,43,63,36,26,14,11,246,19,9,17,10,21,70,72,100,43,34,3,33,422,44,24,30,29,58,193,302,584,299,181,68,81,1909,0,0,0,0,0,3,7,5,3,0
124051580,17,11,26,14,3,0,6,89,8,6,0,9,4,34,24,37,13,5,3,11,151,15,9,11,10,20,103,127,299,103,49,13,40,809,0,0,0,0,3,4,0,3,0,0,0,0,20,3,3,0,0,3,22,9,26,10,3,0,5,85,0,0,0,3,0,9,4,6,3,0,4,3,32,5,4,6,5,4,14,16,23,9,0,0,11,95,11,7,3,9,12,47,35,59,20,3,6,12,231,41,17,25,32,46,185,222,468,149,64,21,68,1339,11,10,5,11,8,36,51,92,34,14,11,11,290,0,0,3,0,0,10,18,34,9,3,3,5,85,4,3,0,8,5,40,97,170,44,21,10,13,420,3,3,4,3,3,10,12,29,13,3,0,10,96,7,7,0,0,5,23,29,38,13,4,4,6,154,17,17,8,8,12,84,157,271,85,43,17,38,758,0,0,0,0,0,6,3,3,0,0
124051581,13,8,16,5,3,3,0,71,4,3,5,8,15,20,25,25,10,8,0,8,130,11,13,15,19,30,87,151,245,66,36,16,41,720,0,0,0,0,0,7,5,3,0,0,0,0,22,3,0,3,3,6,18,27,34,12,0,0,6,106,0,4,0,0,0,7,7,8,4,0,0,5,36,3,0,0,11,3,8,16,20,0,4,0,3,78,6,5,3,18,8,35,57,61,14,7,3,17,238,33,24,23,45,53,174,277,411,121,50,25,79,1317,10,3,3,17,14,46,57,85,19,12,3,17,289,3,0,0,7,3,10,14,27,3,8,0,3,79,13,0,0,3,10,41,105,118,34,23,7,5,357,4,0,0,3,3,16,19,26,14,4,0,4,91,3,3,3,7,9,19,14,29,7,7,0,7,106,23,6,8,16,27,83,144,202,67,32,10,23,636,0,0,0,0,0,4,7,0,3,0
125011473,0,5,17,14,13,11,3,77,7,0,0,0,0,3,8,15,14,10,13,3,64,14,8,3,5,18,24,63,114,110,153,89,18,620,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,11,3,6,4,0,31,0,0,0,0,0,0,0,0,4,3,0,0,16,0,0,0,0,0,3,4,5,6,13,3,3,45,3,0,0,0,3,9,10,15,13,20,10,3,87,29,13,4,11,32,54,105,223,245,269,157,37,1187,20,4,6,14,9,46,56,178,100,107,53,10,616,3,0,0,0,3,9,9,11,18,18,7,0,80,15,3,8,8,10,37,61,161,117,131,76,11,646,5,0,0,7,3,4,8,28,12,19,8,0,90,5,0,0,0,3,7,4,20,14,11,12,3,78,31,6,5,14,20,61,81,222,160,182,99,17,896,0,0,0,0,0,0,0,0,0,3
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011582,7,18,25,12,12,8,3,112,7,4,4,6,6,14,11,37,16,19,9,17,138,27,10,11,21,22,80,121,212,74,80,42,59,756,0,0,0,0,0,4,0,5,4,3,5,0,19,0,0,0,5,3,16,9,15,3,5,3,4,58,0,0,0,0,0,4,8,3,0,3,0,4,27,0,3,0,0,3,9,7,12,4,3,3,4,58,3,3,0,8,5,27,26,36,16,12,13,7,161,39,20,16,37,45,140,193,319,115,112,57,83,1176,18,4,4,5,17,33,39,69,17,17,14,16,246,9,5,0,3,5,13,19,19,10,9,8,9,105,21,4,3,10,4,34,47,82,40,46,23,10,328,4,7,3,3,7,11,16,33,16,18,3,8,121,12,7,0,5,3,16,12,35,20,10,4,12,139,46,13,9,21,23,82,99,168,85,78,38,34,690,0,0,0,0,0,4,0,0,0,0
125011583,6,6,17,6,4,4,4,58,3,0,0,3,4,8,12,14,0,3,4,3,55,7,5,3,13,18,73,94,74,30,22,17,24,373,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,3,4,3,5,3,3,0,0,24,4,3,0,0,0,6,3,6,0,0,0,0,26,0,0,0,3,0,9,9,6,4,0,0,0,29,4,3,0,5,4,24,16,13,6,4,0,3,87,14,10,5,26,31,134,133,118,47,36,19,32,603,6,3,0,12,16,19,20,33,8,3,3,9,125,4,0,0,5,3,4,6,6,4,0,0,0,35,17,5,0,8,5,26,40,48,7,5,6,6,170,3,0,3,3,0,7,10,6,3,5,3,0,48,7,0,0,0,3,11,5,10,3,0,0,3,59,26,9,5,12,12,56,64,72,21,12,20,14,314,0,0,0,0,0,0,0,0,0,3
125011584,13,9,12,15,3,5,9,81,6,3,0,0,3,13,6,20,3,17,10,12,90,16,7,7,14,13,65,68,144,70,69,36,42,568,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,8,8,7,0,0,0,3,30,0,3,0,0,0,3,3,4,0,0,0,3,15,0,4,0,0,0,3,5,6,0,0,0,4,26,6,5,0,0,3,16,9,14,0,3,3,13,73,31,18,12,24,22,90,99,193,105,89,49,59,795,9,4,0,5,6,17,19,36,14,17,10,8,155,5,3,0,3,4,14,12,23,10,9,4,9,98,17,3,4,3,9,22,30,67,31,28,17,9,243,4,3,3,3,3,13,8,20,9,11,5,3,79,6,4,3,0,0,12,8,10,13,14,3,9,87,24,10,10,11,19,59,65,115,62,61,28,30,501,0,0,0,0,0,4,3,0,0,0
125011585,16,13,16,6,3,0,7,77,3,0,0,3,3,12,8,12,6,10,3,4,58,19,9,4,16,12,61,69,107,53,48,22,19,431,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,10,9,5,3,3,0,0,32,3,0,0,0,0,4,0,4,3,3,0,0,15,3,3,0,4,5,4,3,13,6,0,0,0,41,4,3,0,8,3,16,11,21,13,9,0,0,93,28,15,4,25,25,104,103,150,82,60,28,26,649,6,3,6,0,10,22,15,25,15,10,16,5,122,3,0,0,0,0,13,12,9,5,4,6,0,59,14,3,3,7,3,28,23,57,15,26,20,13,204,9,0,3,7,5,7,11,9,10,8,6,8,74,9,0,0,3,3,11,9,9,6,10,0,4,72,35,8,8,11,14,56,54,85,41,52,31,24,415,0,0,0,0,0,0,0,0,0,0
125011586,19,21,50,32,18,14,13,191,10,4,6,6,8,17,16,34,21,28,16,12,176,30,15,24,22,29,89,127,238,141,155,99,59,1036,0,0,0,0,0,3,4,0,5,3,0,0,18,0,3,0,0,0,5,9,14,7,6,0,3,47,6,0,3,0,4,4,5,13,3,6,0,0,50,7,0,0,3,3,6,23,14,10,14,3,5,93,12,3,5,7,14,24,43,37,20,31,7,9,209,64,34,37,35,64,163,232,383,211,253,140,96,1701,29,9,6,12,5,42,46,95,52,49,46,23,418,5,0,0,0,4,4,17,14,18,12,11,3,86,37,8,5,8,13,35,43,124,79,80,66,29,519,21,0,5,3,8,23,13,50,22,36,22,18,218,10,5,9,3,10,18,31,38,22,31,26,15,207,66,14,15,16,34,79,101,224,145,158,126,57,1033,3,0,0,0,0,0,3,0,0,3
125011587,11,4,14,7,3,4,0,52,5,3,0,0,0,7,6,8,0,5,4,0,43,9,4,4,8,5,33,35,77,36,34,14,13,277,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,3,6,4,3,3,0,3,28,0,0,0,0,0,0,4,0,0,0,0,0,11,3,0,0,3,0,3,0,4,0,0,0,0,19,3,0,0,3,0,12,11,17,8,8,0,3,57,15,9,4,16,11,53,55,111,50,51,20,18,409,6,3,3,4,0,8,11,14,11,11,4,3,74,0,0,0,3,0,6,8,3,3,9,4,0,33,4,0,5,3,8,13,26,40,15,11,7,11,137,4,0,5,0,0,3,8,8,4,8,4,3,46,4,0,3,3,3,13,12,10,3,3,0,0,47,9,4,11,9,11,34,46,53,26,27,17,13,264,0,0,0,0,0,0,0,0,0,0
125021476,45,41,62,34,66,49,27,383,21,6,9,10,13,26,21,42,27,34,20,11,231,87,23,30,38,47,177,182,353,254,429,281,82,1998,0,0,0,0,0,3,0,10,0,3,0,0,23,3,3,0,0,3,13,8,19,9,6,5,0,68,6,0,0,0,4,9,18,15,10,10,7,0,70,4,5,5,4,4,5,9,13,14,9,3,3,81,17,5,6,7,11,33,32,57,28,27,11,5,239,147,41,44,55,73,250,266,492,357,566,362,121,2783,57,10,11,7,11,58,50,107,57,91,76,25,562,7,3,7,4,7,22,18,52,38,44,31,16,254,49,11,9,7,27,73,101,234,194,257,207,31,1206,34,11,8,12,16,57,43,74,46,77,57,24,460,37,8,8,11,3,33,24,31,17,38,28,7,251,129,32,31,31,54,187,192,394,292,418,325,84,2171,0,0,0,0,0,0,3,7,5,3
125021477,16,16,40,26,28,12,8,173,3,3,0,7,8,15,18,36,28,28,15,13,171,40,12,17,22,44,121,128,308,287,299,130,65,1475,0,0,0,0,0,3,3,0,6,8,0,0,22,0,0,0,3,4,11,11,18,13,7,3,3,69,7,0,0,4,0,10,4,4,3,8,0,0,44,6,0,0,7,3,0,8,13,8,11,3,0,67,7,4,7,16,10,23,35,39,31,27,11,8,206,72,23,21,40,57,196,200,427,419,459,181,85,2187,29,5,3,10,22,34,48,83,78,94,61,18,482,5,6,5,4,0,23,25,42,27,27,12,5,172,25,5,3,13,20,56,82,189,173,240,118,32,951,20,4,3,8,8,40,23,47,24,40,17,16,260,21,7,0,3,6,16,23,48,29,27,17,16,213,70,21,11,22,34,131,151,327,258,341,170,68,1601,0,0,0,0,0,3,0,7,3,4
125021478,13,19,34,34,28,28,4,194,7,3,3,3,5,15,16,25,8,20,20,10,147,44,11,15,17,20,94,100,226,191,228,144,42,1138,0,0,0,0,0,3,0,3,4,3,0,0,22,0,3,0,5,0,0,4,12,14,9,8,0,52,3,0,0,3,4,8,0,3,8,7,6,3,38,0,0,0,3,3,14,13,12,9,9,3,3,63,3,0,0,8,12,23,20,27,33,21,13,4,173,70,17,25,36,35,146,144,340,300,350,193,66,1720,27,6,10,13,3,28,41,93,62,62,35,13,393,4,0,0,0,0,14,10,24,26,40,26,4,146,27,6,9,3,16,40,62,191,122,133,101,40,749,13,4,5,3,6,22,28,46,37,29,37,13,252,12,0,0,4,11,11,20,22,20,32,21,10,176,59,15,24,11,29,88,115,290,205,232,184,68,1325,3,0,0,0,0,0,0,6,0,0
125031479,23,19,33,19,19,3,8,150,4,5,10,4,11,22,22,28,17,11,7,10,143,41,16,19,23,54,128,146,281,166,107,35,39,1054,0,0,0,0,0,0,5,0,3,0,0,4,21,0,3,0,0,3,13,12,19,5,5,3,0,69,0,0,0,3,0,12,8,10,8,7,0,3,41,6,0,0,0,6,15,14,11,4,3,0,4,72,5,3,4,9,12,32,42,36,21,14,4,12,203,52,27,28,39,73,196,225,391,227,150,56,67,1531,19,0,3,7,6,28,43,52,31,28,6,7,232,8,0,3,5,7,17,20,52,30,20,13,9,176,16,8,4,15,15,43,92,140,77,73,33,18,538,12,0,3,11,6,34,32,35,21,18,11,7,185,10,7,4,3,11,17,26,26,23,12,9,4,161,42,14,21,29,44,116,161,255,148,127,62,42,1064,0,0,0,0,0,3,3,7,4,0
125031480,19,22,28,3,8,3,10,115,9,0,3,4,10,18,15,14,18,13,3,4,97,22,7,11,30,41,109,145,197,87,64,29,41,791,3,0,0,0,0,3,3,0,0,0,0,0,16,3,0,0,3,4,23,9,25,15,3,0,4,94,3,0,0,0,0,3,6,12,0,5,3,4,37,3,0,0,3,3,10,10,17,3,3,6,3,71,15,4,6,12,14,40,30,51,24,10,7,13,225,49,15,23,51,66,175,213,307,133,97,50,59,1225,11,0,4,8,11,32,30,36,28,24,11,8,195,4,0,4,0,13,25,22,31,17,5,7,4,146,18,10,4,3,15,42,64,102,54,48,20,12,385,12,4,3,0,4,20,22,29,11,13,3,5,122,5,3,0,6,4,21,18,21,14,11,3,9,113,39,12,16,11,30,110,129,182,98,72,35,35,769,0,0,3,0,0,4,3,6,0,4
125031481,12,12,27,19,9,6,10,117,4,10,3,9,10,27,28,22,20,16,8,7,165,27,20,19,26,41,114,169,288,154,95,50,54,1061,0,0,0,0,0,3,0,3,0,0,0,0,15,3,0,0,3,0,7,14,15,5,8,3,3,65,0,0,5,0,3,5,12,4,3,3,0,7,44,0,3,0,3,3,15,16,17,5,4,3,5,83,7,8,6,4,8,29,46,42,23,18,7,18,207,41,34,32,39,64,177,265,425,235,143,75,86,1629,17,0,3,3,14,27,58,93,52,37,20,22,355,3,3,3,3,9,15,25,35,20,12,10,7,146,24,13,3,16,13,60,83,183,101,63,34,33,614,12,0,0,3,4,15,22,31,24,16,13,7,149,14,3,6,8,6,23,18,21,27,19,8,9,155,50,15,13,28,34,116,144,268,168,117,66,57,1065,0,0,0,0,0,0,0,4,3,0
125031482,34,37,54,25,43,20,23,259,14,9,6,3,22,45,23,45,35,42,21,12,262,50,25,22,24,65,184,173,409,398,439,148,118,2057,3,0,3,0,0,3,3,3,5,3,0,0,25,3,0,3,3,11,23,17,26,17,18,9,3,122,3,0,0,0,5,9,7,14,3,0,3,0,51,0,3,3,12,3,12,11,19,10,8,0,9,97,10,3,5,14,14,44,44,61,38,35,13,10,302,82,38,30,56,99,274,259,567,594,637,214,152,3005,32,3,9,8,17,48,55,131,95,107,49,26,575,9,3,7,10,4,28,27,55,44,51,22,12,263,47,11,8,13,23,97,125,366,329,352,148,53,1567,14,3,5,11,8,33,29,52,46,47,28,15,291,13,9,3,7,8,36,29,65,40,46,26,17,294,87,24,22,36,49,190,208,542,456,497,221,94,2424,0,0,0,0,0,3,0,5,3,3
125031483,19,19,24,13,18,3,8,120,15,9,6,5,6,24,29,37,20,17,6,21,191,41,16,21,30,41,116,156,299,163,106,39,60,1094,0,0,0,0,0,0,9,5,4,3,0,0,32,3,0,0,3,4,10,9,29,13,4,3,3,79,0,0,0,0,0,4,3,6,5,4,0,0,25,0,3,8,4,0,3,13,12,7,9,4,9,81,8,3,6,5,12,19,29,56,29,20,6,18,215,61,23,29,46,55,162,224,430,231,149,51,88,1558,17,6,7,16,4,31,53,69,46,36,18,6,308,9,4,0,7,7,30,26,49,26,19,14,16,204,16,9,4,14,13,48,90,170,94,89,44,23,610,6,4,8,5,3,16,25,17,21,12,5,8,128,16,4,3,6,12,31,28,40,20,16,13,17,216,50,21,17,34,36,116,164,276,156,135,79,70,1162,0,0,0,0,0,0,3,3,0,0
125031484,20,17,30,17,16,6,10,140,3,3,7,10,12,18,32,44,19,18,3,6,172,26,7,13,25,45,122,196,325,211,107,57,57,1189,0,0,0,3,0,7,3,11,3,3,0,0,29,0,0,3,5,9,14,18,29,9,6,3,3,100,0,0,0,3,3,3,9,4,0,6,0,0,33,5,3,0,5,11,20,12,34,12,3,0,7,108,13,3,3,15,16,36,43,76,26,15,3,11,268,49,18,27,51,74,211,299,508,315,157,77,82,1858,16,5,3,17,15,36,64,79,47,49,15,23,374,3,4,0,3,3,28,36,46,22,20,10,9,190,9,11,3,10,7,55,91,211,132,86,33,25,688,3,3,3,5,10,18,19,36,20,19,12,8,154,11,0,3,5,15,26,23,35,27,21,15,23,208,38,21,14,19,35,134,166,325,211,151,73,64,1243,4,0,0,0,0,3,10,5,0,6
125031485,24,19,42,17,20,9,16,172,11,8,3,7,10,25,22,38,24,23,17,18,200,36,17,11,36,58,145,192,340,225,156,93,85,1395,0,0,0,0,0,7,0,4,5,3,0,3,23,5,3,0,9,4,18,11,26,11,3,3,5,101,0,0,0,3,3,8,3,12,7,7,0,0,41,7,3,3,4,6,15,14,32,18,3,0,3,117,15,9,7,13,14,54,35,82,33,12,6,14,287,67,29,22,58,82,243,294,533,343,229,131,112,2141,28,10,3,3,16,52,62,107,56,54,19,20,434,7,3,0,5,9,16,38,45,32,23,14,14,207,38,9,7,11,28,93,109,243,129,128,73,35,895,3,0,0,3,6,22,20,36,24,30,17,18,184,13,8,3,9,5,25,35,55,22,20,21,17,220,60,14,16,29,47,148,201,377,203,202,124,90,1509,0,0,0,0,4,0,3,4,0,0
125031486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125031487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
