SA2_MAINCODE_2016,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_BP_B_OS,C06_Pol_Fa_O_B_OS,C06_Pol_Mo_O_B_OS,C06_Pol_BP_B_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_BP_B_OS,C06_Rus_Fa_O_B_OS,C06_Rus_Mo_O_B_OS,C06_Rus_BP_B_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_SAf_BP_B_OS,C06_SAf_Fa_O_B_OS,C06_SAf_Mo_O_B_OS,C06_SAf_BP_B_Aus,C06_SAf_Bplace_NS,C06_SAf_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinha_Fa_O_B_OS,C06_Sinha_Mo_O_B_OS,C06_Sinha_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Wel_BP_B_OS,C06_Wel_Fa_O_B_OS,C06_Wel_Mo_O_B_OS,C06_Wel_BP_B_Aus,C06_Wel_Bplace_NS,C06_Wel_Tot_resp,C06_Oth_BP_B_OS,C06_Oth_Fa_O_B_OS,C06_Oth_Mo_O_B_OS,C06_Oth_BP_B_Aus,C06_Oth_Bplace_NS,C06_Oth_Tot_resp,C06_Anc_ns_BP_B_OS,C06_Anc_ns_Fa_O_B_OS,C06_Anc_ns_Mo_O_B_OS,C06_Anc_ns_BP_B_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS
108011151,0,89,68,1863,86,2106,0,0,0,4,0,3,9,0,0,6,0,15,0,0,0,0,0,4,20,6,8,13,0,50,205,92,57,1194,54,1599,9,0,0,0,0,9,8,0,0,11,0,16,21,5,6,105,6,140,3,3,0,0,0,4,5,0,0,3,0,6,0,0,0,4,0,4,24,16,5,294,3,338,11,3,0,14,4,37,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,10,3,0,3,0,16,3,0,3,0,0,8,9,3,3,0,3,21,3,6,0,4,3,17,3,0,0,0,0,4,52,26,17,229,6,324,6,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,20,0,29,61,15,10,38,3,123,3,3,0,111,161,284,388,174,109,3128,303,4105,11,107
108011152,40,496,280,5292,165,6271,0,12,0,173,4,183,20,7,3,37,0,59,13,3,0,0,0,17,67,24,13,17,3,118,752,451,305,3761,159,5426,19,0,5,0,3,27,20,13,3,25,3,58,72,35,13,316,11,451,18,7,4,18,0,45,16,4,0,3,0,20,6,0,0,8,0,17,115,85,46,1129,24,1399,60,34,0,123,3,218,7,0,0,0,0,5,8,0,0,12,0,21,0,0,0,0,0,0,25,12,0,20,0,61,10,8,0,9,0,26,32,20,9,15,4,78,32,5,3,9,0,47,4,0,0,0,0,11,185,96,64,764,18,1124,15,3,0,0,0,15,13,3,0,3,3,17,3,4,0,10,0,20,3,0,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,6,24,15,7,27,0,71,149,37,24,115,3,328,30,24,14,304,622,994,1495,869,498,9447,955,13268,43,433
108011153,20,217,147,2217,89,2691,0,0,0,12,0,11,5,6,0,3,0,14,5,3,0,3,0,15,59,22,6,10,0,95,411,196,140,1543,47,2333,13,0,3,0,0,10,3,0,3,11,0,23,57,14,5,121,4,200,14,0,0,9,0,24,4,0,0,0,0,3,6,0,0,0,0,7,64,40,23,410,11,547,23,13,3,49,4,93,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,19,4,0,3,0,34,0,0,0,0,0,4,16,12,4,0,0,33,18,0,0,3,0,26,3,0,0,3,0,9,90,50,25,340,12,518,0,0,0,0,0,4,5,4,0,0,0,12,7,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,13,3,0,24,0,34,94,32,16,56,5,199,16,6,5,146,212,391,796,391,240,3856,355,5639,7,223
108011154,17,216,122,2309,60,2726,0,0,0,13,0,15,15,3,3,9,0,28,6,3,0,3,3,14,36,11,3,10,0,59,340,190,148,1666,54,2389,19,0,3,0,0,22,3,3,3,8,0,13,27,11,5,123,3,173,6,0,0,5,0,11,6,0,0,0,0,6,0,0,0,0,0,3,51,38,23,476,6,601,37,13,0,63,3,120,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,4,3,8,0,27,3,0,0,0,0,3,15,3,0,7,0,21,10,3,0,4,0,14,9,0,0,0,0,4,82,52,35,345,14,522,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,3,13,0,37,53,18,10,35,4,118,16,3,11,108,185,320,674,363,237,4132,309,5715,10,183
108021155,39,334,172,6205,238,6987,0,0,0,437,7,450,17,4,7,15,7,49,4,0,0,0,0,8,51,21,3,22,3,99,418,255,161,3849,154,4841,39,0,10,0,0,55,13,0,0,31,0,47,63,26,16,290,9,415,18,0,0,4,0,25,9,4,0,0,0,11,13,3,0,0,0,21,54,56,27,1100,39,1269,20,21,4,89,4,136,7,0,0,0,0,7,9,4,0,12,0,26,0,0,0,0,0,3,27,0,3,32,3,69,13,0,3,0,0,23,16,16,3,13,6,50,20,10,0,10,0,36,3,4,0,0,0,5,80,59,31,641,14,828,3,5,0,0,0,11,10,0,0,0,0,11,7,0,0,9,3,19,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,8,8,0,22,0,44,126,52,14,90,5,287,22,15,19,413,1129,1599,938,553,303,10490,1531,13823,23,330
108021156,32,284,158,4021,111,4604,0,8,0,139,0,147,8,0,0,8,3,21,3,3,0,0,0,9,65,17,6,19,0,107,442,267,180,2512,103,3503,14,0,11,6,0,32,14,0,9,24,0,44,73,22,16,213,13,340,7,4,3,12,0,29,4,3,0,0,0,7,9,0,0,0,0,9,56,55,36,830,28,1005,21,15,5,55,4,100,3,0,0,0,0,3,0,0,0,9,0,6,0,0,0,0,0,0,25,3,10,15,0,61,13,4,5,4,0,23,29,8,6,12,0,57,18,0,0,9,3,29,4,0,0,3,0,10,99,64,41,491,16,716,6,6,0,0,0,5,3,0,0,0,0,4,3,0,0,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,22,0,41,118,29,21,74,5,251,16,10,14,222,403,668,923,494,327,6824,627,9199,22,266
108021157,11,149,111,1918,56,2243,0,0,0,20,0,21,3,0,0,6,0,14,0,0,0,0,0,0,19,6,0,17,0,33,193,127,71,1213,47,1656,5,0,5,0,0,7,3,0,3,6,0,15,19,5,3,109,0,138,3,0,0,0,0,4,5,0,0,5,0,19,3,0,3,0,0,6,33,17,9,396,16,469,14,8,0,36,0,59,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,9,15,3,6,6,0,32,6,4,0,0,0,8,3,0,0,3,0,3,31,37,19,241,4,333,3,0,0,0,0,3,3,3,0,0,0,5,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,8,0,17,39,21,12,21,3,90,7,6,7,127,268,409,356,243,154,3244,378,4381,19,129
108021158,24,206,142,2638,121,3136,0,3,9,135,4,147,15,3,5,12,0,41,3,0,0,3,0,10,39,11,9,12,0,75,437,194,131,1749,68,2579,12,0,7,3,0,15,19,3,3,9,0,40,44,11,6,138,12,214,9,5,3,4,0,17,9,3,0,0,0,8,6,0,0,0,0,11,48,49,20,504,23,645,31,12,9,65,0,114,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,4,8,3,0,0,17,5,5,3,4,0,16,14,14,6,4,0,43,18,6,0,4,0,24,5,3,0,0,0,9,107,50,34,425,12,632,6,0,0,0,0,10,3,0,4,0,0,5,9,3,3,6,0,17,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,14,4,3,13,0,25,84,18,9,56,7,176,16,10,5,135,264,432,849,372,254,4613,455,6540,11,195
108021159,28,229,155,2968,76,3448,0,0,0,154,5,157,8,0,0,9,0,24,9,3,0,3,0,16,41,12,3,17,3,81,397,207,128,1822,66,2628,12,0,10,0,0,16,7,0,0,16,0,26,77,11,10,158,5,264,6,0,0,4,3,19,13,3,0,0,0,20,7,0,0,11,0,18,64,56,30,612,21,781,20,11,3,48,0,85,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,9,0,0,7,0,21,9,9,4,3,0,21,24,9,3,0,0,46,13,0,0,5,0,18,10,3,0,0,0,9,96,50,38,465,23,661,11,0,3,0,0,14,3,0,4,0,0,10,3,0,0,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,4,20,0,42,81,23,23,75,4,214,20,11,9,133,318,483,801,394,264,5038,478,6977,18,209
108021160,11,137,108,1882,48,2196,0,0,0,11,0,8,4,3,0,5,0,16,4,0,3,0,0,6,21,5,5,9,0,40,210,129,106,1313,36,1796,3,0,3,0,0,3,3,3,3,17,0,21,23,7,8,119,4,162,6,3,0,5,0,11,3,0,0,0,0,8,4,0,0,0,0,6,36,29,16,412,0,497,11,9,0,30,4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,4,12,10,9,0,0,31,11,0,0,0,3,16,4,0,0,0,0,6,58,34,22,238,4,356,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,13,0,16,40,7,8,27,4,87,11,8,7,94,111,228,418,245,192,3312,200,4366,9,136
108031161,0,18,5,125,0,155,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,18,16,79,3,137,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,31,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,29,0,42,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,9,4,5,13,0,26,0,0,0,3,11,17,48,33,21,227,12,345,0,16
108041162,39,509,348,6305,184,7381,0,0,0,23,3,33,27,4,0,22,0,52,7,3,0,3,0,9,130,24,17,56,0,226,974,466,334,4228,165,6165,12,0,11,0,3,32,10,3,3,47,4,67,92,38,11,321,19,473,14,6,0,18,0,42,4,5,0,13,0,22,11,0,0,8,0,18,123,88,50,1349,41,1655,30,23,4,82,4,143,0,0,0,3,0,3,8,4,0,5,0,13,0,0,0,0,0,0,20,12,3,23,0,62,11,4,0,3,0,19,35,33,17,14,0,97,25,9,0,17,0,46,9,0,3,4,0,16,225,118,82,992,26,1445,9,3,0,0,0,9,24,9,0,0,0,28,6,0,3,10,0,15,0,5,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,25,8,4,52,3,83,136,48,31,117,12,335,23,15,11,328,479,854,1721,894,600,10908,850,14982,39,482
108041163,86,937,639,10047,260,11974,0,0,0,54,0,60,68,19,22,56,5,156,29,23,0,10,0,64,188,48,35,86,0,364,1901,809,573,6992,226,10494,45,0,8,0,0,63,50,16,4,86,0,152,171,58,43,586,22,876,30,15,0,30,0,81,43,10,3,9,0,65,32,10,8,4,4,59,287,146,92,2432,86,3048,119,50,22,229,15,434,4,3,0,0,0,5,10,8,7,27,0,53,5,3,0,3,0,10,57,16,9,42,3,123,34,7,4,6,0,58,106,33,33,15,6,192,48,8,10,25,3,93,20,9,8,5,5,44,425,140,147,1546,39,2297,21,4,3,7,0,34,40,3,4,3,0,47,34,8,6,22,0,74,7,0,0,0,0,7,7,3,0,0,0,11,3,0,0,0,0,3,70,22,3,56,3,162,364,116,71,170,27,748,53,30,31,456,843,1413,3664,1569,1090,17655,1403,25377,97,906
108041164,48,405,281,5436,187,6355,0,0,0,59,10,70,41,11,0,21,0,68,15,3,0,0,0,25,74,27,14,35,3,153,1034,387,299,3593,121,5424,32,3,16,0,0,54,25,3,0,44,3,74,121,31,16,322,13,506,8,5,0,13,0,32,21,3,0,3,0,25,38,3,3,3,0,45,139,88,47,1087,50,1400,55,34,5,99,7,193,0,0,0,0,0,3,5,3,0,6,0,10,0,0,0,3,0,6,21,8,4,12,9,52,8,3,3,0,0,10,45,26,15,12,0,93,32,3,6,10,0,54,10,0,3,3,0,15,211,83,65,638,25,1027,21,5,0,0,0,28,32,0,3,3,0,44,14,3,0,17,0,30,9,0,0,0,0,9,0,0,0,3,0,5,12,0,0,0,0,12,28,8,3,30,3,74,183,52,19,92,13,360,48,14,16,323,585,983,2000,751,517,9297,949,13512,51,473
108041165,16,154,140,2142,68,2522,0,0,0,20,0,20,3,3,0,4,0,18,4,0,0,0,0,4,30,13,8,15,0,66,241,142,107,1411,50,1955,5,0,5,0,0,10,11,0,0,6,0,14,50,14,5,113,4,187,3,5,0,7,0,19,4,3,0,0,0,10,3,3,0,0,0,4,52,31,16,448,7,563,21,10,3,24,3,68,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,8,0,0,11,0,20,3,0,3,4,0,8,18,8,5,0,0,31,7,0,0,3,0,11,0,0,3,0,0,11,70,27,20,330,8,450,0,0,0,0,0,3,4,0,0,3,0,8,3,0,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,12,0,20,83,20,23,23,0,149,8,4,3,134,172,329,558,270,215,3680,291,5009,14,138
108041166,23,309,210,4248,159,4954,0,0,0,25,3,32,10,3,4,18,0,37,8,3,0,0,0,7,57,16,11,32,0,122,426,234,180,2710,94,3648,21,0,9,0,0,32,15,0,6,18,0,40,72,32,10,204,3,323,12,3,0,11,0,29,10,7,0,0,0,16,7,4,3,4,0,9,56,44,35,801,18,952,25,14,9,74,4,115,0,0,0,0,0,0,3,8,0,4,0,18,3,0,0,0,0,3,11,3,3,9,0,31,9,3,3,3,0,22,29,17,15,5,3,74,12,3,0,0,0,18,3,3,0,7,0,21,83,51,35,559,13,743,4,0,0,4,0,13,3,0,0,0,0,3,3,3,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,3,23,0,40,70,48,20,69,8,208,7,21,10,223,452,721,824,520,343,7150,715,9555,36,295
108051167,6,127,67,2300,58,2560,0,0,0,3,0,7,6,0,0,7,0,17,0,0,0,0,0,3,29,3,3,14,0,44,192,103,85,1440,38,1855,0,0,0,0,0,0,4,0,0,5,0,10,19,6,9,141,0,172,0,0,0,3,0,4,7,0,0,0,0,11,3,0,0,0,0,3,16,24,14,308,3,360,13,12,0,24,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,4,0,0,0,8,9,5,0,3,0,21,0,0,0,0,0,3,0,0,0,0,0,3,40,36,11,351,4,446,5,0,0,0,0,8,3,0,0,0,0,3,3,0,4,5,0,15,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,13,0,26,40,3,11,19,0,81,8,8,3,108,149,283,365,217,130,3841,251,4800,12,114
108051168,29,304,195,3669,96,4290,0,0,0,22,0,25,18,4,4,18,0,48,12,0,0,0,0,14,85,19,9,22,0,133,534,271,181,2424,68,3468,18,0,5,0,0,24,19,5,0,26,0,45,61,30,19,197,4,311,15,5,0,15,0,38,11,0,0,0,0,16,3,0,0,3,0,3,82,44,37,728,22,917,40,18,0,89,0,148,0,0,0,0,0,0,4,0,0,7,0,14,0,0,0,0,0,3,21,10,3,28,0,58,6,7,0,3,0,12,20,6,5,3,0,39,12,3,0,13,0,24,14,0,0,0,0,14,110,67,45,522,23,765,14,0,0,0,0,14,7,0,5,0,0,17,9,3,6,11,0,30,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,3,4,16,3,5,24,3,55,131,45,12,69,10,267,16,8,4,206,289,523,1098,526,330,6235,471,8659,19,324
108051169,34,503,339,9044,289,10216,0,3,0,300,6,313,73,0,3,31,0,105,6,0,0,3,0,11,114,44,15,58,10,236,705,458,291,5780,214,7446,58,0,26,0,4,99,19,12,5,49,3,87,92,33,23,542,9,697,16,9,0,19,3,40,0,0,0,4,0,8,25,0,0,0,0,32,99,85,38,1511,51,1790,61,18,11,152,9,251,3,0,0,0,0,5,12,7,3,23,0,47,0,0,0,0,0,0,30,6,3,24,0,65,14,3,6,3,0,21,47,25,21,3,3,100,21,11,0,26,0,56,6,0,0,0,0,8,155,117,67,1159,23,1514,10,3,0,3,0,24,11,0,0,0,5,14,3,0,0,21,0,28,16,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,10,9,8,26,3,57,199,52,31,147,5,440,35,21,8,537,753,1364,1598,887,552,15461,1291,19781,54,471
108051170,40,389,283,4853,137,5701,0,0,0,21,4,23,5,0,0,12,0,22,6,0,0,0,0,12,90,34,12,21,4,161,574,328,237,3211,138,4492,10,0,3,0,0,16,17,3,0,16,0,33,98,30,22,274,3,426,9,12,3,21,0,44,12,5,0,0,0,20,5,4,3,3,0,19,78,65,38,854,16,1051,41,12,3,57,0,114,0,0,0,0,0,0,4,7,0,5,0,13,0,0,0,0,0,0,43,8,5,24,0,85,16,0,0,9,6,25,29,22,14,9,0,71,21,4,0,15,3,42,14,0,0,11,0,24,132,100,64,713,26,1028,6,0,0,0,0,11,11,0,4,4,0,18,3,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,10,15,3,24,0,60,125,46,29,80,8,281,21,20,14,216,317,580,1184,658,450,8193,601,11093,24,298
108051171,15,151,110,2579,67,2922,0,0,0,11,0,11,9,0,0,6,5,17,0,0,3,0,0,8,31,6,5,20,4,71,240,137,94,1719,52,2245,9,0,10,0,0,14,7,3,0,5,0,20,34,14,8,126,0,179,9,3,0,10,0,24,5,0,0,3,0,8,3,0,0,0,0,3,22,29,8,438,13,519,11,3,7,39,0,54,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,3,0,12,4,3,0,3,0,8,12,3,4,0,0,25,10,4,3,0,0,13,4,0,0,3,0,10,41,30,20,372,4,465,0,0,0,0,0,0,3,0,0,0,0,5,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,0,20,49,16,5,34,0,115,14,3,3,164,195,381,453,257,178,4413,317,5615,18,143
109011172,34,358,219,4487,118,5217,0,0,0,14,0,14,32,5,0,31,0,62,23,7,0,4,0,31,85,26,17,51,0,178,472,252,181,2853,99,3864,32,0,4,5,3,46,12,0,0,16,0,32,107,53,31,538,3,733,23,10,0,16,0,49,14,3,3,6,0,29,26,6,0,3,5,34,70,61,35,1165,24,1350,45,27,10,122,3,209,3,0,0,0,0,3,5,0,3,15,0,30,3,0,0,4,0,8,7,0,6,5,0,18,18,3,3,0,0,27,26,23,13,6,0,74,31,9,6,13,0,57,8,3,5,0,0,13,109,95,47,781,23,1058,32,6,5,11,3,51,8,0,5,3,0,15,9,3,0,20,0,32,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,19,4,3,23,4,54,220,53,49,94,4,411,38,9,10,298,358,712,1273,628,403,8158,569,11035,30,329
109011173,27,290,218,3763,94,4387,0,0,0,31,0,32,28,0,0,17,0,48,7,3,0,4,0,13,76,18,17,39,3,157,294,200,148,2706,80,3429,32,0,3,3,3,46,4,3,0,20,3,29,85,48,25,465,22,653,12,8,7,14,5,43,14,0,0,3,0,20,32,3,4,0,0,42,47,32,25,970,27,1102,56,33,7,92,0,193,0,0,0,0,0,0,3,4,0,18,0,32,0,0,0,0,0,0,13,3,0,3,0,17,15,3,0,5,0,26,27,11,10,9,0,53,19,12,3,27,0,58,8,3,0,8,0,17,92,54,38,692,10,882,9,0,0,11,0,23,6,0,3,4,0,18,13,0,0,14,0,22,9,0,3,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,13,4,3,14,0,40,173,30,18,79,6,311,34,0,3,320,463,820,971,463,328,7178,651,9600,36,242
109011174,24,346,193,3770,99,4441,0,0,0,22,3,25,23,0,0,13,0,42,15,7,5,5,0,39,65,39,25,48,4,180,430,299,193,2647,79,3650,27,0,5,0,0,34,21,6,3,22,0,58,102,42,17,508,14,684,58,15,5,41,0,116,20,3,3,13,0,40,32,3,0,0,0,38,85,61,46,1212,24,1426,65,43,12,117,4,244,0,0,3,3,0,11,18,4,4,19,0,40,7,0,0,0,0,7,8,0,0,9,0,17,7,3,0,3,0,14,30,18,7,3,0,59,45,8,8,23,3,90,10,3,3,12,3,29,80,64,42,720,20,926,21,7,0,3,0,31,29,0,6,0,0,34,12,3,0,9,0,26,6,5,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,3,30,10,4,33,0,75,210,46,40,94,11,396,30,18,3,229,500,778,1281,622,390,7224,721,10236,25,269
109011175,14,245,215,4759,142,5373,0,0,0,17,3,15,13,0,5,13,0,26,4,3,3,0,0,10,76,27,27,45,0,179,344,215,141,2922,83,3713,17,0,8,0,0,25,3,3,0,32,0,39,95,39,32,1017,28,1205,4,0,0,8,0,22,3,0,0,3,0,6,5,0,0,0,0,4,44,56,22,956,26,1107,17,15,3,69,4,115,0,0,0,0,0,0,0,5,0,5,0,8,0,0,0,0,0,0,5,8,0,11,0,23,17,0,5,0,0,20,19,13,12,5,0,50,16,3,3,8,0,29,0,0,0,3,0,6,69,55,31,841,24,1024,4,0,0,0,0,6,12,0,0,0,0,15,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,16,7,7,22,0,48,90,26,35,82,9,240,16,7,9,282,289,607,772,454,345,8678,546,10792,17,227
109011176,48,366,215,5751,156,6541,6,0,0,53,0,56,21,4,6,18,0,46,33,7,0,6,0,49,133,37,21,67,0,251,495,310,174,3772,131,4893,71,3,9,0,0,81,4,3,0,17,0,31,193,73,37,828,24,1158,42,10,0,25,0,80,28,0,0,7,0,38,40,3,0,0,0,45,75,48,46,1239,30,1428,90,47,13,151,4,307,0,0,0,0,0,0,24,3,0,20,3,48,0,4,0,0,0,6,8,10,3,4,0,23,34,13,0,3,0,52,31,8,16,8,3,67,60,8,3,36,0,112,16,0,0,12,0,29,136,70,48,901,21,1171,46,10,0,9,4,67,11,0,0,0,0,16,22,0,0,14,0,38,8,0,0,0,0,6,0,0,0,0,0,0,3,5,0,0,0,9,21,12,4,26,0,62,242,59,27,93,12,437,44,17,11,431,569,1071,1690,713,398,10534,903,14237,37,362
