SA2_MAINCODE_2016,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_BP_B_OS,C06_Pol_Fa_O_B_OS,C06_Pol_Mo_O_B_OS,C06_Pol_BP_B_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_BP_B_OS,C06_Rus_Fa_O_B_OS,C06_Rus_Mo_O_B_OS,C06_Rus_BP_B_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_SAf_BP_B_OS,C06_SAf_Fa_O_B_OS,C06_SAf_Mo_O_B_OS,C06_SAf_BP_B_Aus,C06_SAf_Bplace_NS,C06_SAf_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinha_Fa_O_B_OS,C06_Sinha_Mo_O_B_OS,C06_Sinha_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Wel_BP_B_OS,C06_Wel_Fa_O_B_OS,C06_Wel_Mo_O_B_OS,C06_Wel_BP_B_Aus,C06_Wel_Bplace_NS,C06_Wel_Tot_resp,C06_Oth_BP_B_OS,C06_Oth_Fa_O_B_OS,C06_Oth_Mo_O_B_OS,C06_Oth_BP_B_Aus,C06_Oth_Bplace_NS,C06_Oth_Tot_resp,C06_Anc_ns_BP_B_OS,C06_Anc_ns_Fa_O_B_OS,C06_Anc_ns_Mo_O_B_OS,C06_Anc_ns_BP_B_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS
121021406,120,835,609,5116,176,6859,0,0,0,16,0,18,1009,28,37,38,10,1129,45,3,0,15,0,66,139,36,19,44,3,235,1508,638,424,3100,102,5781,164,0,13,0,0,182,48,9,8,51,3,124,212,51,43,237,10,551,42,22,8,20,0,89,52,10,3,10,0,74,431,13,3,3,3,448,264,132,101,1385,28,1903,165,57,14,147,11,399,180,0,0,3,11,202,426,64,33,110,18,646,11,0,0,0,0,12,28,15,3,10,0,55,35,13,3,0,0,55,111,38,26,13,0,188,135,10,10,21,0,174,70,3,3,15,0,95,315,158,125,965,12,1567,32,3,0,0,0,34,160,11,4,0,6,184,75,8,3,7,3,101,137,3,0,0,0,147,17,3,0,0,0,18,39,0,3,0,0,39,50,17,7,64,3,141,942,138,114,157,18,1364,99,40,12,139,477,767,6077,1422,979,8515,822,17811,158,813
121021577,84,249,230,1328,52,1947,0,0,0,3,0,3,1529,5,25,10,24,1586,20,5,0,4,0,32,54,12,11,12,0,90,624,218,137,907,50,1939,293,0,4,0,3,305,34,8,0,11,0,64,95,25,21,90,0,233,21,6,0,4,0,34,36,3,0,0,0,44,635,7,6,0,11,660,104,38,38,402,16,599,101,32,0,27,3,160,462,0,7,0,14,491,32,3,0,7,0,42,5,0,0,0,0,3,9,8,3,7,0,26,38,4,3,0,0,48,56,17,17,3,0,86,73,7,3,8,4,97,79,3,0,6,6,97,119,66,30,282,10,510,38,0,0,0,0,42,26,3,3,0,0,30,73,3,3,3,0,81,68,0,0,0,0,66,0,0,0,0,0,0,31,0,3,0,3,40,18,7,4,15,0,48,1176,49,51,49,31,1346,156,8,7,41,414,638,5503,466,366,2376,606,9310,78,226
121021578,74,476,276,2351,72,3244,0,0,0,0,0,3,882,4,24,25,17,940,21,0,0,0,0,20,73,36,16,18,3,147,845,349,202,1395,60,2854,132,3,9,0,0,140,39,7,5,19,0,68,117,40,16,122,0,297,31,8,3,7,0,54,22,7,0,3,0,27,218,0,0,3,0,227,155,75,49,523,10,809,166,44,9,82,13,319,170,0,0,0,0,173,25,6,3,7,0,46,6,0,3,0,0,13,11,0,0,0,0,9,20,8,0,3,0,34,74,22,16,6,0,114,107,4,9,0,3,123,57,3,3,5,4,71,187,82,47,420,17,755,25,3,0,3,0,27,71,8,0,6,6,91,41,4,0,3,0,44,40,3,8,0,0,46,3,0,0,0,0,5,49,6,3,0,0,58,28,8,4,24,0,64,683,71,61,63,3,880,52,15,3,70,369,506,3901,765,464,3859,544,9527,84,457
121021579,66,248,195,1410,54,1983,0,0,0,3,0,3,941,11,17,10,17,995,27,3,0,7,0,35,59,11,6,14,0,89,676,228,154,1062,52,2169,128,0,9,0,7,143,20,3,3,12,6,35,64,20,18,92,3,196,21,4,0,10,0,37,43,3,5,7,3,63,346,0,0,0,0,347,112,44,40,379,15,594,105,28,15,57,0,204,264,0,0,0,7,278,33,3,3,7,0,43,0,3,0,0,0,7,12,3,7,14,0,29,6,3,0,0,0,11,57,6,11,5,4,81,53,5,0,3,0,65,45,3,3,5,0,50,142,58,40,322,12,570,15,0,3,0,0,14,79,3,0,3,8,94,38,0,0,3,5,46,34,0,0,0,0,34,5,0,0,0,0,6,19,0,4,0,3,26,27,6,0,14,0,47,633,54,60,47,17,812,69,3,8,43,445,565,3689,471,355,2572,613,7700,71,242
121031407,123,712,559,3728,78,5201,0,0,0,0,0,0,2769,68,80,51,43,3015,50,7,0,15,0,72,107,26,25,40,0,192,1473,501,372,2500,111,4952,39,3,10,0,3,53,59,6,5,31,0,106,229,40,38,166,7,485,92,29,6,40,0,164,75,17,9,14,3,113,255,4,7,3,3,273,289,132,103,932,26,1483,159,42,25,61,3,286,454,0,4,8,5,476,43,16,3,24,0,86,5,0,0,3,0,8,15,0,0,6,0,31,3,0,0,0,0,0,83,20,20,6,0,136,120,9,5,23,0,158,99,10,6,11,0,132,314,121,114,752,32,1334,33,3,0,4,0,39,252,11,17,0,3,288,40,4,3,5,0,52,99,3,5,0,0,104,23,3,4,0,0,33,45,0,0,0,0,52,49,17,13,38,4,120,1166,122,118,143,12,1564,118,21,15,97,528,780,7579,1186,931,6385,791,16885,144,720
121031408,160,1056,760,5391,128,7503,0,0,0,0,0,0,2022,37,79,65,41,2248,59,0,9,18,0,86,119,41,18,44,0,214,1869,770,508,3334,94,6567,71,5,8,0,0,84,65,12,11,45,0,133,230,65,33,239,6,583,107,15,11,64,3,211,139,16,3,21,0,189,248,4,0,7,3,264,378,189,103,1498,41,2209,239,87,41,152,4,525,303,3,0,3,18,328,51,17,6,21,0,98,10,0,0,0,0,10,17,5,0,14,0,35,15,6,0,0,0,20,180,37,34,10,3,263,111,27,8,27,4,178,91,18,5,8,0,125,426,191,136,1149,22,1913,23,7,3,3,0,38,181,24,3,3,0,211,67,4,4,10,3,89,75,6,3,4,0,89,15,3,0,0,0,17,26,0,0,0,0,26,57,17,19,59,0,151,1314,191,125,174,41,1841,136,27,39,189,629,1017,7488,1716,1209,9202,954,20573,182,1034
121031409,115,753,507,3908,69,5353,0,0,0,0,0,0,1211,35,49,33,30,1356,28,10,0,6,0,47,100,37,23,35,0,196,1420,598,358,2429,68,4881,46,0,6,0,0,47,44,9,10,36,0,93,178,34,33,196,5,450,63,19,0,30,4,125,49,9,10,8,0,70,294,26,9,4,3,335,274,126,86,971,33,1489,152,51,27,83,9,322,247,0,9,0,0,263,28,4,0,16,0,45,0,0,0,0,0,0,14,4,3,6,0,24,4,0,0,0,0,8,146,40,18,8,0,214,98,18,12,9,5,143,55,9,4,16,0,85,309,131,72,688,20,1218,22,3,0,4,0,26,254,25,5,0,0,284,29,9,0,4,0,53,104,5,3,0,0,108,26,3,0,0,0,31,34,0,0,0,0,43,32,8,4,36,0,82,792,106,101,107,12,1124,74,10,13,93,258,454,5332,1234,829,6447,473,14311,124,736
121031410,157,729,585,3467,86,5021,0,0,0,0,0,3,1124,30,45,45,16,1259,31,4,0,5,0,39,171,27,24,29,0,249,2334,516,385,2297,105,5637,49,0,9,0,0,58,63,9,16,32,0,126,319,42,30,176,8,570,143,22,4,38,3,219,79,10,7,0,4,109,287,12,3,9,14,316,335,98,70,852,19,1380,246,46,32,87,15,427,174,3,3,0,3,180,59,20,0,17,0,94,9,5,0,0,0,14,15,7,0,4,0,25,10,0,0,0,0,13,153,34,21,11,0,220,144,8,8,19,0,179,121,13,0,18,4,153,458,117,97,677,26,1370,28,10,0,7,0,36,1465,32,13,4,22,1538,50,9,10,9,0,82,80,3,0,0,0,79,6,0,0,0,0,6,12,0,0,0,0,14,46,8,3,33,0,90,1571,156,104,87,37,1951,139,23,20,136,328,645,8410,1198,908,5981,616,17119,162,732
121031411,147,832,615,4757,117,6467,0,0,0,0,0,0,867,28,44,44,16,997,42,8,0,17,6,79,160,30,19,33,3,246,2109,686,460,3075,97,6430,70,0,7,0,0,78,61,6,14,46,3,133,241,62,33,241,3,577,61,22,7,42,3,133,48,4,7,10,0,66,245,3,8,0,12,262,325,144,70,1150,24,1708,201,45,19,122,3,391,285,3,5,3,4,298,49,22,0,9,0,77,17,0,0,0,0,17,16,7,3,14,0,41,11,0,0,0,0,12,169,41,37,10,3,254,84,7,3,18,0,115,57,7,11,6,0,81,424,185,101,903,26,1643,16,3,0,0,0,21,253,13,13,4,0,290,47,12,0,0,0,63,56,0,3,3,10,69,5,0,0,0,0,5,31,0,0,0,0,29,65,12,20,45,3,135,959,110,111,131,22,1323,89,12,18,131,607,857,6010,1366,989,7945,866,17185,140,832
121031412,144,762,647,4322,119,5986,0,0,0,3,0,3,770,38,40,44,14,903,34,3,7,7,0,49,146,23,20,20,5,216,1706,604,458,2780,93,5638,87,6,10,0,5,106,45,19,3,27,3,97,240,46,31,200,9,512,89,25,17,34,0,165,58,7,8,18,0,97,268,4,10,0,6,293,282,113,99,1021,23,1546,196,48,18,102,8,372,161,0,3,3,5,169,26,15,0,37,5,78,10,3,0,0,0,14,14,6,4,8,0,26,16,3,0,0,0,24,120,34,34,14,0,204,79,17,5,12,0,106,50,5,3,10,3,71,387,155,131,858,23,1550,7,4,0,7,0,16,297,8,18,0,0,320,51,3,0,7,0,63,81,8,3,0,0,92,19,0,0,0,0,16,26,0,3,0,0,27,57,18,6,44,0,122,766,114,139,152,18,1181,78,15,25,113,499,730,5235,1256,1019,7217,742,15469,118,757
121041413,115,765,499,3662,97,5146,0,0,0,0,0,0,684,21,33,39,32,807,76,8,3,15,0,101,142,33,18,31,3,223,2055,569,356,2727,108,5820,90,0,4,0,4,100,121,18,10,49,4,203,242,61,35,249,7,580,136,25,16,61,4,244,100,15,7,10,3,130,172,5,8,0,4,187,472,156,91,1354,35,2116,224,67,23,118,3,437,72,0,3,0,0,77,29,6,0,15,0,57,29,0,0,0,0,31,30,7,12,5,0,52,40,0,0,0,3,41,183,34,17,3,4,245,104,32,9,38,3,179,88,15,5,8,0,117,479,153,94,903,20,1646,46,6,0,0,0,53,207,12,8,0,0,221,66,3,6,9,0,83,46,8,0,0,0,52,21,4,0,0,0,26,17,0,0,0,0,17,67,17,5,50,8,143,1357,139,113,124,38,1774,84,29,21,111,1633,1879,6303,1311,830,6874,1907,17220,135,769
121041414,95,647,470,3202,84,4487,0,0,0,3,0,4,1222,27,50,55,16,1370,46,7,3,4,3,67,107,40,25,41,4,217,1601,519,334,2327,62,4848,111,7,13,0,0,129,87,14,9,48,0,154,212,42,37,217,10,520,77,28,18,54,0,176,64,18,0,7,0,93,276,9,13,0,3,305,347,160,82,1277,24,1891,193,60,27,102,3,390,104,0,0,3,3,109,29,0,0,23,0,56,27,0,0,0,0,32,25,8,15,15,0,54,36,0,3,0,0,43,179,32,27,9,6,244,136,29,17,23,0,205,76,9,6,10,5,107,396,147,77,775,18,1419,43,6,3,7,0,59,125,14,3,3,3,148,59,7,8,3,4,77,59,0,3,0,3,64,16,0,0,0,0,21,39,0,0,3,0,41,48,12,7,42,0,110,1394,114,88,124,43,1764,96,18,11,80,1164,1375,6256,1190,808,5973,1388,15618,115,631
121041415,189,1223,933,5990,176,8519,0,0,0,3,0,5,614,38,30,44,19,737,88,6,8,28,0,130,222,73,31,44,3,368,3536,1029,689,4570,155,9985,93,3,6,0,7,105,184,37,22,63,4,308,451,66,71,378,11,974,226,68,28,85,8,412,120,23,5,22,0,172,214,8,3,6,0,233,737,231,192,2176,53,3389,405,122,51,235,19,825,66,3,3,0,0,77,51,15,16,23,0,107,34,3,0,4,0,34,40,10,3,12,0,69,35,5,0,0,3,45,318,47,45,18,6,434,150,27,17,20,3,220,96,11,6,27,0,138,823,239,169,1380,47,2660,68,10,6,7,0,92,261,22,16,0,3,299,96,10,3,6,3,124,50,3,0,0,0,59,36,0,3,0,0,43,34,0,0,0,0,36,116,21,8,67,4,220,1628,224,171,177,48,2240,138,43,31,214,1758,2185,9064,2195,1545,11233,2198,26237,198,1215
121041416,106,647,441,3020,88,4291,0,0,0,0,0,3,643,29,21,27,15,731,76,12,3,12,0,96,143,31,18,32,0,227,1937,506,338,2388,87,5254,105,0,3,0,3,109,135,7,6,47,0,199,270,64,37,219,8,597,85,23,5,51,0,159,84,6,9,6,0,106,212,6,0,0,4,219,456,131,77,1286,33,1984,193,73,36,90,10,395,90,0,0,0,3,92,40,12,8,18,0,68,18,3,0,0,0,17,33,9,10,6,0,54,28,0,5,0,3,39,184,37,18,4,6,249,117,22,8,18,0,173,82,15,8,11,5,122,447,139,96,790,23,1491,47,12,0,12,0,63,120,5,5,0,3,139,85,8,0,8,0,100,47,0,0,0,3,55,11,0,0,0,0,11,27,0,0,0,0,31,67,15,13,32,3,135,1382,117,99,118,14,1733,79,10,15,100,1708,1922,6164,1140,752,5924,1939,15926,97,566
121041417,52,258,188,1549,44,2092,0,0,0,0,0,3,623,13,16,15,12,677,30,4,3,0,0,31,53,25,13,13,0,98,935,220,169,1168,44,2529,43,0,0,0,0,43,62,0,0,19,0,88,107,14,15,100,8,243,40,11,3,10,0,68,18,5,3,3,0,28,162,3,0,0,0,171,238,63,55,607,22,988,74,23,9,70,4,188,110,3,0,0,0,112,12,0,7,6,0,29,7,0,0,0,0,8,17,5,7,9,0,33,22,3,3,0,0,27,78,12,12,3,0,109,62,3,7,8,3,74,30,7,0,3,3,49,217,38,47,382,8,692,8,0,0,0,0,8,45,0,7,0,0,55,29,0,3,3,0,33,28,0,0,0,0,29,7,0,0,0,0,8,24,0,0,0,0,26,31,4,3,14,4,52,679,52,44,58,14,846,32,8,0,39,1284,1364,3266,476,356,2903,1411,8410,49,298
122011418,135,987,699,4492,166,6472,0,0,0,6,0,6,438,20,25,45,8,533,46,6,0,14,4,73,150,51,23,48,8,277,2401,738,546,3074,157,6911,55,3,3,0,0,59,130,27,14,39,4,217,239,55,34,253,14,593,224,50,6,100,13,393,38,3,3,5,3,49,74,3,3,0,4,86,486,152,107,1231,51,2024,272,87,45,153,18,562,56,0,0,0,0,57,16,15,3,16,0,46,8,0,0,0,0,8,16,5,8,9,0,46,40,3,8,0,0,45,186,43,38,8,3,281,65,16,5,11,0,98,44,4,0,17,0,71,509,180,139,874,36,1746,40,4,8,0,0,49,145,8,3,3,0,160,56,16,6,15,4,96,20,6,4,0,0,30,12,0,0,0,3,20,8,3,0,0,0,9,90,13,12,44,6,152,877,172,118,119,29,1316,97,23,26,211,691,1054,5720,1603,1137,7996,1089,17540,153,962
122011419,109,820,591,3994,161,5681,0,0,0,10,0,9,231,17,15,13,11,289,54,13,9,18,0,89,204,51,32,30,11,329,3091,653,431,2946,126,7248,53,0,12,0,0,62,176,7,16,39,5,254,385,58,42,288,10,777,105,18,13,20,9,168,39,8,10,12,0,75,73,15,0,3,4,91,681,177,110,1539,43,2556,296,76,30,143,15,557,128,0,0,0,3,130,25,9,4,8,0,48,12,0,0,0,0,15,16,13,8,0,0,44,82,4,5,3,8,100,242,36,24,15,4,318,78,14,10,10,3,117,44,10,4,12,0,70,694,155,117,870,19,1857,45,8,4,0,0,57,135,17,13,3,0,172,72,3,3,7,0,87,22,0,0,0,0,26,20,0,0,0,0,20,15,0,0,0,0,19,127,9,7,43,6,185,1343,132,113,121,35,1736,100,19,21,134,2292,2560,7108,1410,982,7426,2657,19575,139,878
122021420,84,692,535,3667,123,5103,0,0,0,7,0,7,48,10,9,19,0,82,23,10,5,5,0,42,146,25,23,45,7,253,1602,537,452,2356,91,5041,8,0,3,0,0,12,47,9,4,53,0,117,187,39,22,169,10,425,19,11,3,9,0,45,22,7,0,10,0,43,27,5,0,0,0,39,210,108,59,954,31,1357,101,46,19,99,6,264,3,0,0,0,0,6,13,8,0,11,0,35,10,0,3,0,0,12,11,5,3,14,0,30,20,11,6,0,0,26,71,22,31,9,0,136,41,9,0,15,0,70,33,3,5,12,0,58,234,125,87,706,20,1166,24,3,4,3,0,31,44,0,3,0,0,51,19,0,3,14,0,37,5,4,4,0,0,15,8,0,0,0,0,7,9,0,0,0,0,9,53,19,12,39,0,125,472,128,88,123,25,835,44,25,17,147,830,1061,2953,1111,844,6315,1062,12288,70,670
122021421,62,541,343,2884,77,3907,0,0,0,3,0,3,58,12,12,15,8,105,57,8,4,26,0,99,118,29,24,53,0,219,1310,433,288,1768,98,3901,20,3,0,0,0,24,40,12,14,15,0,74,176,27,14,139,5,362,31,13,0,24,0,65,15,0,0,3,0,22,24,4,8,0,0,31,190,82,48,612,19,953,175,61,33,118,12,384,0,0,0,0,0,8,27,0,0,9,0,32,0,0,0,0,0,0,21,9,3,9,0,38,12,0,5,0,0,19,83,20,12,11,6,129,19,4,3,4,0,27,23,3,3,0,0,30,205,94,73,457,20,845,58,10,4,4,0,75,48,10,4,0,0,56,19,0,0,5,4,30,6,3,3,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,54,9,0,16,0,89,352,91,74,64,13,600,62,17,8,121,539,757,2700,905,591,4872,740,9815,62,502
122021422,81,643,441,3565,120,4852,0,0,0,7,0,5,74,5,8,16,0,103,45,4,0,8,0,55,155,40,10,55,3,270,1504,524,343,2505,113,4985,35,0,9,0,0,44,70,12,5,51,3,140,199,52,39,201,6,496,35,19,3,12,3,71,32,9,4,7,0,53,23,3,0,6,0,38,216,121,73,968,44,1426,128,47,15,108,6,311,9,0,0,0,0,14,6,0,0,7,0,13,0,0,0,0,0,0,16,5,3,4,0,29,13,3,4,3,3,28,88,23,25,3,0,144,52,10,10,17,6,87,39,3,9,11,0,63,298,112,79,774,18,1284,43,7,0,6,3,63,76,7,16,0,0,94,39,0,3,10,0,58,5,0,0,0,0,12,9,0,0,0,0,12,5,0,0,0,0,6,35,23,9,37,0,108,499,140,67,126,14,840,57,6,15,164,633,876,3166,1086,715,6374,900,12238,121,647
122021423,116,1007,727,5955,209,8013,0,4,0,5,0,11,204,6,15,37,4,263,275,26,12,34,6,357,302,87,44,85,6,525,2224,781,509,3615,169,7299,64,0,12,0,0,76,56,15,15,42,3,130,284,79,35,314,16,725,58,18,8,56,5,143,36,17,0,6,0,61,53,4,0,4,5,66,341,138,96,1310,38,1929,330,94,26,223,23,686,33,0,5,0,4,44,36,9,3,9,0,58,13,0,0,0,0,10,45,13,3,17,3,86,46,20,3,3,9,81,140,55,40,21,10,268,59,9,5,13,4,93,32,4,7,8,0,53,429,161,138,959,28,1710,296,19,8,26,9,359,109,20,12,4,3,144,35,0,3,9,0,50,13,0,3,0,4,18,4,0,0,0,0,5,23,0,0,0,0,23,55,8,14,59,0,139,697,171,115,139,16,1136,118,39,29,249,999,1431,5517,1728,1129,10001,1446,19814,139,1011
122031424,98,530,396,3027,112,4164,0,0,0,3,0,7,339,3,10,24,22,397,65,11,10,10,5,94,135,34,13,46,6,242,1143,424,273,1852,88,3783,105,0,7,0,7,125,55,10,13,23,3,102,129,32,13,156,8,340,50,13,6,31,0,99,25,3,0,3,0,28,55,0,3,8,0,62,219,82,56,727,30,1104,869,176,39,253,38,1369,69,0,0,0,0,70,16,5,5,4,0,28,4,0,0,0,0,4,11,3,0,10,0,19,90,4,3,0,4,107,79,25,13,4,3,133,47,8,0,8,0,68,26,0,0,0,5,27,234,86,56,415,14,806,113,3,0,17,0,134,49,3,3,6,7,66,37,3,3,3,3,46,11,0,0,0,0,13,0,0,0,0,0,0,37,0,3,0,0,46,31,12,13,20,0,79,675,83,73,73,28,937,131,25,17,124,284,591,4298,985,644,5099,588,11617,128,539
122031425,39,351,265,2269,51,2977,0,0,0,3,0,3,114,0,4,14,0,134,47,3,0,20,0,72,97,24,15,22,3,160,728,316,190,1300,60,2592,41,0,6,0,0,50,31,4,0,15,0,49,103,22,6,92,8,236,22,14,5,11,0,57,25,4,0,8,0,33,23,3,0,4,0,32,122,44,37,478,15,699,280,52,22,109,10,460,14,0,4,0,0,16,7,3,0,4,0,18,7,0,0,0,0,8,4,0,3,6,3,18,33,0,0,0,4,40,47,18,9,4,3,82,37,6,3,3,0,46,16,0,3,0,0,20,148,66,41,348,6,616,60,5,0,0,0,60,39,3,3,0,0,46,27,4,0,4,0,39,4,4,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,16,12,7,4,14,0,41,292,55,37,46,5,428,48,9,10,61,163,291,2108,609,402,3621,276,7026,59,348
122031426,147,819,630,4352,128,6077,0,0,0,0,0,0,770,6,18,28,25,847,145,14,5,14,10,184,213,60,43,53,7,377,2004,648,453,3008,102,6210,358,0,26,7,6,397,94,19,12,36,0,164,234,89,34,218,15,586,77,27,4,35,3,144,66,13,0,7,3,96,208,5,0,0,7,222,385,146,80,1282,38,1930,544,93,27,172,25,854,173,0,0,0,10,187,48,3,9,8,0,67,21,3,3,0,0,22,34,17,5,12,0,65,150,6,13,7,3,180,178,54,26,12,15,292,106,6,10,19,0,146,80,5,6,12,0,102,444,153,104,815,32,1554,491,13,11,9,3,521,92,12,7,0,6,121,123,4,6,6,6,151,17,0,0,0,0,20,28,0,3,0,3,33,59,0,0,3,4,66,68,17,15,32,3,139,1826,137,152,160,52,2327,201,26,31,188,1456,1899,8092,1450,1051,7717,1873,20180,190,852
122031427,87,544,442,3049,82,4203,0,0,0,3,0,8,719,35,40,24,21,835,104,6,3,14,0,122,120,23,5,21,0,170,1320,434,276,1789,90,3907,53,0,14,0,4,75,101,14,11,25,0,152,160,40,22,140,11,375,102,19,11,60,3,194,56,5,3,4,0,65,62,6,0,0,0,73,232,96,67,718,20,1136,171,60,22,92,10,353,62,0,0,0,6,64,59,19,3,10,3,101,24,3,0,0,0,31,31,3,6,8,0,40,39,3,0,0,4,52,105,27,11,10,0,154,63,12,0,10,0,89,33,4,5,4,0,48,273,102,67,453,6,900,37,4,3,3,0,44,123,6,10,0,0,140,42,8,3,0,0,54,5,0,0,0,0,9,6,3,4,0,0,17,12,4,0,0,0,14,31,13,8,29,3,70,1179,130,98,84,15,1494,87,22,14,122,281,530,4712,1017,691,5007,506,11941,91,555
