SA2_MAINCODE_2016,C06_OO_DS_Sep_house,C06_OO_DS_SemiDRTHT,C06_OO_DS_FUA,C06_OO_DS_OD,C06_OO_DS_NS_,C06_Owned_Outright_Tot,C06_OWM_DS_Sep_house,C06_OWM_DS_SemiDRTHT,C06_OWM_DS_FUA,C06_OWM_DS_OD,C06_OWM_DS_NS_,C06_Owned_with_mortgage_Tot,C06_R_REA_DS_Sep_house,C06_R_REA_DS_SemiDRTHT,C06_R_REA_DS_FUA,C06_R_REA_DS_OD,C06_R_REA_DS_NS_,C06_R_Real_Estate_Agent_Tot,C06_R_STHA_DS_Sep_house,C06_R_STHA_DS_SemiDRTHT,C06_R_STHA_DS_FUA,C06_R_STHA_DS_OD,C06_R_STHA_DS_NS_,C06_R_ST_House_Auth_Tot,C06_R_PNISH_DS_Sep_house,C06_R_PNISH_DS_SemiDRTHT,C06_R_PNISH_DS_FUA,C06_R_PNISH_DS_OD,C06_R_PNISH_DS_NS_,C06_R_Psn_NI_SameHsehld_Tot,C06_R_HCCCG_DS_Sep_house,C06_R_HCCCG_DS_SemiDRTHT,C06_R_HCCCG_DS_FUA,C06_R_HCCCG_DS_OD,C06_R_HCCCG_DS_NS_,C06_R_HCCCG_Tot,C06_R_OLT_DS_Sep_house,C06_R_OLT_DS_SemiDRTHT,C06_R_OLT_DS_FUA,C06_R_OLT_DS_OD,C06_R_OLT_DS_NS_,C06_R_Oth_Llord_Type_Tot,C06_R_LT_NS_DS_Sep_house,C06_R_LT_NS_DS_SemiDRTHT,C06_R_LT_NS_DS_FUA,C06_R_LT_NS_DS_OD,C06_R_LT_NS_DS_NS_,C06_R_Llord_Type_NS_T,C06_R_Tot_DS_Sep_house,C06_R_Tot_DS_SemiDRTHT,C06_R_Tot_DS_FUA,C06_R_Tot_DS_OD,C06_R_Tot_DS_NS_,C06_R_T_T,C06_OTT_DS_Sep_house,C06_OTT_DS_SemiDRTHT,C06_OTT_DS_FUA,C06_OTT_DS_OD,C06_OTT_DS_NS_,C06_OTT_Tot,C06_TT_NS_DS_Sep_house,C06_TT_NS_DS_SemiDRTHT,C06_TT_NS_DS_FUA,C06_TT_NS_DS_OD,C06_TT_NS_DS_NS_,C06_TT_NS_T,C06_Tot_DS_Sep_house,C06_Tot_DS_SemiDRTHT,C06_Tot_DS_FUA,C06_Tot_DS_OD,C06_Tot_DS_NS_,C06_T_T,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_FUA,C11_OO_DS_OD,C11_OO_DS_NS_,C11_OO_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_FUA,C11_OWM_DS_OD,C11_OWM_DS_NS_,C11_OWM_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_FUA,C11_R_REA_DS_OD,C11_R_REA_DS_NS_,C11_R_REA_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_FUA,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS_,C11_R_STHA_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemiDRTHT,C11_R_PNISH_DS_FUA,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS_,C11_R_PNISH_Tot,C11_R_HCCCG_DS_Sep_house,C11_R_HCCCG_DS_SemiDRTHT,C11_R_HCCCG_DS_FUA,C11_R_HCCCG_DS_OD,C11_R_HCCCG_DS_NS_,C11_R_HCCCG_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemiDRTHT,C11_R_OLT_DS_FUA,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS_,C11_R_OLT_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemiDRTHT,C11_R_LT_NS_DS_FUA,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS_,C11_R_LT_NS_T,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemiDRTHT,C11_R_Tot_DS_FUA,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS_,C11_R_T_T,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_FUA,C11_OTT_DS_OD,C11_OTT_DS_NS_,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_FUA,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS_,C11_TT_NS_T,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_FUA,C11_Tot_DS_OD,C11_Tot_DS_NS_,C11_T_T,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_FUA,C16_OO_DS_OD,C16_OO_DS_NS_,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_FUA,C16_OWM_DS_OD,C16_OWM_DS_NS_,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_FUA,C16_R_REA_DS_OD,C16_R_REA_DS_NS_,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_FUA,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS_,C16_R_STHA_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemiDRTHT,C16_R_PNISH_DS_FUA,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS_,C16_R_PNISH_Tot,C16_R_HCCCG_DS_Sep_house,C16_R_HCCCG_DS_SemiDRTHT,C16_R_HCCCG_DS_FUA,C16_R_HCCCG_DS_OD,C16_R_HCCCG_DS_NS_,C16_R_HCCCG_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemiDRTHT,C16_R_OLT_DS_FUA,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS_,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemiDRTHT,C16_R_LT_NS_DS_FUA,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS_,C16_R_LT_NS_T,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_FUA,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS_,C16_R_T_T,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT
114011280,989,16,0,47,0,1049,324,4,0,3,0,333,153,9,8,0,0,165,3,11,0,0,0,12,86,0,0,0,0,88,3,0,0,0,0,3,19,0,5,17,0,40,16,0,0,3,0,18,273,21,13,15,0,327,10,0,0,0,0,16,89,3,0,8,0,102,1679,39,15,82,0,1818,927,28,35,67,0,1064,326,4,5,0,0,336,155,12,27,0,0,191,0,11,0,0,0,11,84,7,7,4,0,109,0,3,4,0,0,15,18,0,3,24,0,46,5,0,3,3,0,11,263,37,46,28,3,377,9,0,11,0,0,24,70,7,20,3,0,102,1603,75,119,107,4,1906,922,17,11,163,3,1117,361,9,3,8,0,373,144,15,12,0,0,178,0,0,12,0,0,10,89,3,4,0,0,99,6,0,0,0,0,6,11,0,0,24,0,44,19,0,3,3,0,20,271,18,34,29,8,359,17,0
114011281,392,3,0,10,0,413,383,0,0,4,0,390,30,0,0,0,0,30,0,0,0,0,0,0,41,0,0,0,0,46,4,0,0,0,0,4,0,0,0,6,0,9,10,0,0,0,0,10,89,0,0,5,0,92,3,0,0,0,0,3,48,0,0,0,0,47,915,4,4,22,0,948,495,0,0,10,0,507,481,0,0,3,0,486,29,0,0,0,0,32,0,0,0,0,0,0,60,0,0,3,0,60,0,0,0,0,0,0,3,0,0,3,0,9,4,0,0,0,0,4,98,0,3,7,0,107,11,0,0,0,0,15,65,0,0,3,0,68,1149,0,4,22,0,1179,519,0,0,15,3,537,456,0,0,3,0,465,26,0,0,0,0,26,0,0,0,0,0,0,64,0,0,0,0,67,0,0,0,0,0,0,4,0,0,5,0,5,17,0,0,0,0,17,106,0,0,7,0,120,18,0
114011282,2586,106,42,78,0,2813,1316,21,13,4,0,1356,533,87,44,7,0,665,109,39,17,0,0,163,272,28,13,3,0,321,29,5,10,0,0,49,37,3,3,17,0,60,37,0,6,0,0,47,1009,172,94,29,0,1303,19,7,11,3,0,36,236,19,15,4,0,272,5160,328,174,120,0,5784,2557,81,54,94,3,2791,1337,16,8,7,0,1375,562,93,85,5,0,742,96,31,46,0,0,178,355,27,31,3,3,412,39,4,11,0,0,56,36,0,4,11,0,61,30,0,0,0,0,31,1114,159,181,20,0,1478,35,3,0,5,4,50,249,21,27,16,3,317,5293,283,275,142,13,6009,2749,169,32,119,9,3076,1398,32,9,9,11,1464,565,149,56,3,3,777,98,72,23,0,0,187,324,49,12,3,0,394,27,25,6,0,0,57,24,0,0,16,3,43,29,6,0,0,0,37,1061,294,106,22,11,1492,31,15
114011283,1015,7,0,36,0,1060,537,0,0,7,0,548,79,0,0,0,0,79,0,0,0,0,0,0,110,0,3,8,0,120,0,0,0,0,0,0,16,0,0,12,0,31,19,0,0,0,0,16,227,0,6,24,0,253,21,0,0,4,0,25,95,0,0,8,0,103,1893,6,6,75,0,1979,999,0,0,51,0,1049,540,0,0,3,0,540,109,0,0,0,0,109,0,0,0,0,0,0,125,0,0,5,0,132,0,0,0,0,0,0,15,0,0,13,0,25,23,0,0,0,0,23,269,0,0,18,0,284,15,0,0,0,0,11,107,0,0,9,0,111,1920,0,0,82,0,2001,1096,4,0,30,8,1131,549,0,0,3,6,559,134,0,0,0,4,138,3,0,0,0,0,3,141,0,0,0,0,142,0,0,0,0,0,0,15,0,0,4,0,26,10,0,0,0,0,9,303,0,0,14,4,317,10,0
114021284,1901,203,32,4,0,2146,1226,94,4,3,0,1330,448,153,38,0,0,646,65,5,0,0,0,73,147,12,18,0,0,179,13,5,3,0,0,30,34,0,0,0,0,40,26,3,3,0,0,30,730,191,67,0,0,991,19,18,36,0,0,72,193,43,15,0,0,252,4073,553,156,9,0,4789,2074,186,43,3,0,2306,1275,68,10,0,0,1355,440,122,39,0,0,600,49,17,0,0,0,68,155,23,6,3,0,187,25,25,6,0,0,55,35,7,0,0,0,38,23,3,3,0,0,28,721,196,59,3,0,972,35,7,19,0,0,63,182,27,16,3,0,230,4294,484,137,9,3,4922,2259,287,24,6,25,2602,1257,56,13,3,4,1334,399,121,53,3,0,584,53,26,3,0,0,82,135,36,11,3,0,182,16,8,0,0,0,25,17,5,0,0,0,22,24,0,0,0,0,22,642,197,67,4,7,917,76,14
114021285,503,3,3,3,0,514,1009,3,0,0,0,1015,157,3,0,3,0,168,0,0,0,0,0,0,58,0,0,0,0,55,3,0,0,0,0,3,7,0,0,0,0,7,9,0,0,0,0,9,236,3,0,0,0,243,6,0,0,0,0,6,86,0,0,0,0,86,1839,10,5,7,0,1858,522,3,0,0,0,528,1040,0,0,3,0,1043,185,3,0,0,0,190,3,0,0,0,0,3,67,0,0,0,0,70,0,0,0,0,0,0,9,0,0,0,0,9,7,0,3,0,0,7,276,3,3,3,0,282,6,0,0,0,0,6,95,0,0,0,0,98,1932,10,5,11,0,1957,587,0,0,0,4,594,1048,0,0,3,3,1059,188,0,3,0,3,188,6,0,0,0,0,6,63,5,0,0,0,70,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,259,5,3,0,3,268,7,0
114021286,1013,74,20,19,0,1130,898,14,5,0,0,923,282,38,104,0,0,422,85,5,11,0,0,108,89,8,23,0,0,126,19,10,4,0,0,38,16,0,3,12,0,32,12,3,3,0,0,20,513,61,152,18,0,744,7,10,3,0,0,18,138,10,18,10,0,175,2561,167,202,52,0,2984,1044,120,11,34,0,1215,814,135,0,4,0,956,265,91,37,8,3,402,76,9,19,0,0,109,129,25,10,0,0,169,34,5,10,0,0,44,19,0,4,5,0,25,17,6,4,0,0,18,543,135,80,16,3,766,27,0,0,0,0,26,129,31,9,3,0,172,2558,425,95,62,4,3139,1265,41,15,29,3,1353,1032,10,4,0,3,1052,385,69,50,0,3,507,80,9,18,0,0,106,120,3,17,0,0,147,13,5,4,0,0,27,15,0,0,7,0,18,19,0,0,0,0,17,634,94,86,6,4,825,6,13
114021287,960,57,7,39,0,1056,891,21,11,0,0,921,359,69,28,4,0,456,152,17,48,0,0,215,102,10,5,0,0,125,17,4,4,0,0,27,11,0,3,3,0,26,17,0,4,0,0,20,666,102,93,7,0,873,13,0,0,0,0,15,141,10,14,3,0,160,2669,190,124,48,0,3031,1148,67,3,3,0,1221,1092,21,3,0,0,1116,364,118,18,0,0,499,141,44,16,0,0,206,158,23,3,3,0,183,33,14,3,0,0,51,30,7,0,6,0,45,16,3,0,0,0,21,736,213,38,11,0,1008,12,3,0,0,0,14,118,23,3,8,0,151,3110,325,53,26,3,3512,1239,91,4,39,12,1379,1149,25,9,0,3,1188,357,86,38,4,3,491,120,40,17,0,0,175,168,22,7,4,0,195,26,22,9,0,0,61,21,0,0,7,8,31,13,0,0,0,0,20,702,180,72,8,11,976,25,5
114021288,512,54,0,0,0,571,416,36,4,4,0,458,94,4,0,0,0,103,0,0,0,0,0,0,67,0,0,0,0,69,0,0,0,0,0,0,26,3,0,0,0,34,20,0,0,0,0,20,215,6,3,3,0,228,3,3,0,0,0,9,70,9,0,0,0,77,1213,115,3,12,0,1347,586,0,0,3,0,585,433,0,0,3,0,436,80,0,0,0,0,81,0,0,0,0,0,0,81,0,3,4,0,85,0,0,0,0,0,0,23,0,0,0,0,29,19,0,0,0,0,19,209,0,3,4,0,216,16,0,0,0,0,16,50,0,0,3,0,55,1292,0,5,11,0,1311,593,4,0,0,9,601,421,0,0,0,0,421,92,0,0,0,0,95,0,0,0,0,0,0,76,0,0,0,3,80,0,0,0,0,0,0,21,0,0,0,0,21,14,0,0,0,0,14,205,0,0,0,0,209,18,0
114021289,991,0,3,5,0,1009,712,0,0,7,0,723,143,3,0,6,0,153,0,0,0,0,0,0,102,0,0,3,0,110,0,0,0,0,0,4,30,3,0,0,0,32,32,0,0,3,0,40,312,4,3,12,0,334,25,0,0,0,0,24,121,0,0,4,0,127,2156,15,12,32,0,2212,1162,0,3,3,4,1175,779,3,3,0,3,780,168,3,3,8,0,181,0,0,0,0,0,0,112,0,3,0,0,120,0,0,3,0,0,4,32,0,0,0,0,34,37,0,0,0,0,32,348,3,7,11,0,370,35,0,3,0,0,38,121,0,3,4,0,131,2436,7,20,17,5,2494,1286,8,0,3,10,1303,814,4,0,3,3,825,150,3,3,3,3,169,0,0,0,0,0,0,118,0,0,0,0,119,0,0,0,0,0,3,34,0,0,0,0,41,25,0,0,0,0,29,338,10,7,5,4,359,28,0
115011290,2217,193,69,0,0,2484,2369,404,131,3,0,2908,459,454,231,3,0,1143,7,31,9,0,0,52,138,60,25,0,0,217,7,4,17,0,0,27,10,14,0,0,0,24,14,6,5,0,0,23,625,569,292,3,0,1490,11,7,18,0,0,42,163,56,41,0,0,261,5395,1234,549,10,0,7189,2111,318,79,0,0,2510,2478,663,191,0,0,3328,450,324,228,0,0,1002,8,43,0,0,0,51,155,61,32,0,0,248,3,24,0,0,0,24,13,11,0,0,0,23,17,8,0,0,0,26,638,471,259,0,0,1371,15,43,0,0,0,60,136,50,30,0,0,218,5375,1542,562,0,4,7487,2096,305,133,0,0,2533,2453,566,274,0,0,3294,585,398,354,0,4,1343,6,44,0,0,0,53,127,51,41,0,0,220,6,3,13,0,0,24,5,6,3,0,0,15,6,0,7,0,0,18,741,505,415,0,6,1672,22,0
115011291,1829,181,13,3,3,2025,2441,160,0,3,0,2607,264,134,9,0,0,402,16,3,0,0,0,22,90,23,7,0,0,125,5,0,0,0,0,6,5,35,0,0,0,42,12,0,0,0,0,10,396,198,13,0,0,609,9,0,0,0,0,7,110,19,0,0,0,134,4785,561,27,5,0,5380,1967,204,4,0,0,2175,2515,218,10,0,0,2743,287,108,0,0,0,402,20,4,0,0,0,23,85,20,0,0,0,108,9,10,0,0,0,16,13,31,0,0,0,43,7,4,0,0,0,12,420,175,3,0,0,601,17,3,0,0,0,23,108,17,0,0,0,124,5025,618,15,0,0,5657,2068,242,9,0,4,2328,2456,223,3,0,0,2683,360,180,129,0,0,665,15,0,0,0,0,21,88,16,5,0,0,110,7,22,5,0,0,44,15,22,0,0,0,42,10,0,0,0,0,7,498,243,147,0,7,893,21,3
115011294,662,35,3,0,0,700,787,48,0,0,0,834,65,29,0,0,0,96,0,0,0,0,0,0,32,9,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,98,36,3,0,0,145,5,4,0,0,0,8,33,5,0,0,0,40,1588,130,7,0,0,1722,670,98,6,0,0,770,731,47,0,0,0,782,61,20,10,0,0,88,0,0,0,0,0,0,38,7,0,0,0,43,4,6,0,0,0,13,3,0,0,0,0,4,4,3,0,0,0,7,116,28,13,0,0,155,84,40,0,0,0,119,47,11,0,0,0,55,1635,220,21,0,0,1878,715,146,11,0,0,874,716,61,0,0,0,781,60,8,0,0,0,72,0,0,0,0,0,0,26,6,0,0,0,39,0,3,8,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,95,27,5,0,0,125,41,125
115011296,1552,49,21,0,0,1617,1509,98,3,0,0,1616,185,62,5,0,0,249,4,0,0,0,0,3,49,9,5,0,0,61,3,4,15,0,0,21,12,3,0,0,0,18,9,3,0,0,0,9,261,74,27,0,0,364,10,3,36,0,0,42,77,5,4,0,0,88,3403,234,90,3,0,3728,1652,59,0,0,0,1719,1518,98,0,0,4,1622,189,66,3,0,0,254,0,0,0,0,0,3,62,14,4,0,0,73,0,39,0,0,5,42,13,3,0,0,0,17,6,3,0,0,0,8,263,127,5,0,6,402,12,19,0,0,11,34,63,12,0,0,0,75,3509,321,6,0,24,3858,1666,60,3,0,0,1728,1513,102,8,0,0,1630,209,40,8,0,0,259,0,0,0,0,0,0,61,8,5,0,0,74,0,34,3,0,0,38,4,7,0,0,0,11,4,0,0,0,0,7,275,89,17,0,0,384,18,18
115011553,679,57,80,0,0,822,714,106,86,0,0,907,183,134,237,0,0,550,0,0,0,0,0,0,52,14,27,0,0,95,0,0,0,0,0,0,3,3,3,0,0,5,3,0,0,0,0,12,246,155,271,0,0,671,4,0,0,0,0,4,74,16,30,0,0,121,1713,334,471,3,0,2516,645,71,129,0,0,844,725,117,202,0,0,1051,151,94,223,0,0,478,0,0,0,0,0,0,48,21,33,0,0,110,3,0,0,0,0,3,5,7,3,0,0,15,3,0,3,0,0,5,220,119,265,3,0,606,3,0,3,0,0,10,54,18,35,0,0,106,1646,327,637,3,0,2608,626,68,159,0,0,847,674,110,149,0,0,938,236,133,243,0,0,612,0,0,0,0,0,3,50,21,50,0,0,119,0,0,0,0,0,0,0,3,0,0,0,8,4,0,3,0,0,10,292,159,296,0,3,755,9,0
115011554,367,75,72,0,0,519,552,32,0,0,0,583,75,16,0,0,0,90,0,0,0,0,0,0,17,8,0,0,0,18,9,30,109,0,0,148,0,0,0,0,0,0,0,0,3,0,0,3,104,50,114,0,0,267,56,84,163,0,0,302,30,16,45,0,0,93,1116,263,389,0,0,1769,401,46,27,0,0,478,568,28,0,0,0,603,79,12,0,0,0,87,0,0,0,0,0,0,8,5,0,0,0,16,0,17,49,0,0,67,7,0,4,0,0,8,0,0,0,0,0,0,89,33,52,0,0,175,6,136,97,0,0,236,22,11,37,0,0,74,1095,256,214,0,0,1570,434,65,67,0,0,559,523,31,6,0,4,562,74,26,0,0,0,105,0,0,3,0,0,0,17,3,0,0,0,21,9,33,86,0,0,132,3,0,0,0,0,3,0,0,0,0,0,0,105,65,92,0,0,265,36,159
115011555,1240,84,41,0,0,1361,1309,73,0,0,0,1379,187,76,0,0,0,261,4,46,0,0,0,45,49,18,4,0,0,73,0,0,3,0,0,3,3,10,0,0,0,13,9,4,0,0,0,14,248,145,11,0,0,409,10,0,42,0,0,55,78,13,12,0,0,103,2881,318,105,0,0,3314,1351,97,68,0,0,1519,1391,150,10,0,0,1552,224,110,23,0,0,353,0,45,0,0,0,48,67,28,7,0,0,104,3,0,3,0,0,8,3,3,3,0,0,13,3,0,0,0,0,10,302,187,35,0,0,525,14,0,34,0,0,42,75,21,25,0,0,123,3128,457,170,0,0,3760,1356,129,60,3,0,1542,1340,105,37,0,0,1480,299,100,62,0,0,462,3,28,0,0,3,33,66,18,13,0,3,99,0,0,0,0,0,0,3,3,0,0,0,5,5,4,0,0,0,13,374,155,84,0,3,614,8,45
115011556,982,104,15,3,0,1103,989,105,23,0,0,1113,139,100,62,0,0,304,3,0,0,0,0,5,51,20,5,0,0,77,4,0,0,0,0,4,3,10,0,0,0,19,3,0,3,0,0,7,209,139,75,0,0,419,5,0,0,0,0,5,71,19,11,0,0,101,2258,360,122,3,0,2743,952,93,47,0,0,1094,984,158,98,0,0,1246,179,89,173,0,0,442,3,0,0,0,0,3,50,22,18,0,0,93,3,0,0,0,0,3,4,8,0,0,0,10,4,5,3,0,0,11,246,114,202,0,0,558,6,0,0,0,0,9,65,11,34,0,0,116,2254,373,383,0,0,3018,995,62,64,0,0,1118,978,107,98,0,0,1186,248,73,231,0,0,554,0,0,0,0,0,0,77,15,24,0,0,114,3,0,0,0,0,3,7,0,0,0,0,6,3,0,0,0,0,3,329,86,261,0,0,683,9,0
115011557,301,27,0,0,0,325,749,59,0,3,0,807,96,59,0,0,0,159,0,5,0,0,0,3,15,7,0,0,0,26,0,0,0,0,0,0,4,18,0,0,0,29,4,0,0,0,0,4,123,91,0,0,0,217,0,0,0,0,0,0,29,12,0,0,0,43,1204,181,0,3,0,1389,361,30,0,0,0,391,779,72,0,0,0,851,87,29,0,0,0,118,0,3,0,0,0,4,19,9,0,0,0,35,0,0,0,0,0,0,6,21,0,0,0,30,3,0,0,0,0,5,120,71,0,0,0,195,4,0,0,0,0,3,33,13,3,0,0,45,1302,190,3,0,0,1490,433,38,3,0,0,472,722,68,0,0,0,799,97,50,8,0,0,148,0,0,0,0,0,0,36,16,3,0,0,52,0,0,0,0,0,0,3,11,0,0,0,16,0,0,0,0,0,0,135,74,5,0,0,218,5,0
115011558,1920,311,25,0,0,2259,2337,343,0,0,0,2673,359,186,0,0,0,547,3,8,0,0,0,9,93,27,3,0,0,124,5,7,5,0,0,16,15,9,0,0,0,23,11,10,0,0,0,15,488,239,14,0,0,734,8,19,19,0,0,48,105,48,5,0,0,164,4855,951,67,0,0,5873,1972,296,61,0,0,2328,2283,356,15,0,4,2667,346,133,12,0,0,494,4,7,0,0,0,12,88,32,3,0,0,124,0,17,3,0,0,26,7,6,0,0,0,12,3,0,0,0,0,3,451,201,17,0,0,673,15,47,5,0,0,69,93,39,7,0,0,144,4816,943,113,0,9,5872,1964,260,105,0,0,2332,2138,361,4,3,4,2507,427,214,6,0,3,646,3,6,0,0,0,7,69,35,4,0,3,107,11,10,10,0,0,25,12,3,0,0,0,14,8,4,0,0,0,15,527,265,25,0,3,821,9,27
115011559,962,22,3,0,0,984,2681,46,0,0,0,2731,393,87,10,0,0,485,0,0,0,0,0,3,91,5,0,0,0,95,0,0,0,0,0,0,20,16,0,0,0,38,11,0,0,0,0,11,518,108,7,0,0,633,10,0,0,0,0,10,164,12,0,5,0,181,4331,190,11,3,0,4539,1359,28,0,0,0,1395,3067,97,4,0,0,3170,485,60,0,0,0,545,15,0,0,0,0,15,124,8,0,0,0,134,0,0,0,0,0,0,14,20,0,0,0,36,7,0,0,0,0,7,644,92,4,0,0,737,13,0,0,0,0,14,114,18,0,0,0,132,5197,235,13,0,0,5450,1605,59,21,0,3,1688,3485,220,9,0,10,3725,685,236,16,0,7,944,4,0,0,0,0,4,135,21,0,0,0,159,0,0,0,0,0,0,21,13,0,0,0,35,19,0,0,0,3,21,856,271,14,0,10,1155,16,0
115021297,2407,59,104,91,0,2668,2380,85,8,8,0,2487,340,39,3,4,0,379,4,0,0,0,0,4,262,12,10,6,0,288,7,0,7,0,0,10,33,0,3,21,0,53,58,0,3,3,0,61,694,55,24,33,0,804,25,3,26,0,0,55,271,7,26,14,0,311,5776,209,187,148,0,6323,2413,57,125,72,0,2666,2495,58,12,7,0,2580,358,42,11,4,0,418,4,0,0,0,0,4,307,13,18,12,0,348,6,20,0,0,0,22,57,0,0,28,4,92,54,3,0,3,0,63,796,75,22,44,0,946,53,15,0,3,0,70,231,5,17,5,0,256,5986,217,174,137,7,6516,2454,92,88,69,5,2714,2370,83,7,18,10,2489,368,48,10,14,5,440,0,0,3,0,0,3,252,10,6,4,9,278,6,5,16,0,0,24,29,0,0,25,0,59,53,3,4,0,0,60,705,70,33,42,17,867,61,16
115021298,619,12,21,3,0,653,574,15,3,0,0,592,81,9,0,0,0,94,0,0,0,0,0,0,106,3,4,3,0,115,3,0,6,0,0,12,14,0,0,0,0,20,27,0,0,0,0,28,235,14,15,0,0,263,37,0,25,0,0,63,74,0,13,0,0,95,1535,41,82,12,0,1668,657,33,17,4,0,711,596,17,17,3,0,638,98,4,5,0,0,104,0,0,0,0,0,0,112,9,0,3,0,126,7,6,3,0,0,15,13,3,0,0,0,21,16,0,3,0,0,19,248,25,11,8,0,290,17,19,15,0,0,51,52,6,5,0,0,68,1583,97,65,14,0,1759,675,29,22,3,6,736,588,9,16,3,0,613,89,4,11,0,0,104,0,0,0,0,0,0,85,0,0,3,4,93,3,3,4,0,0,7,8,0,0,5,0,13,8,0,0,0,0,7,190,7,16,5,3,224,24,14
115031299,355,3,0,9,0,367,332,0,0,7,0,335,19,0,0,0,0,19,0,0,0,0,0,0,59,0,0,3,0,59,0,0,0,0,0,0,8,0,0,0,0,8,22,0,0,0,0,19,103,0,0,6,0,114,6,0,0,0,0,5,132,0,0,7,0,141,934,3,0,26,0,960,329,0,0,10,3,342,358,3,0,0,3,365,29,0,0,0,0,30,0,0,0,0,0,0,59,0,0,0,0,59,0,0,0,0,0,0,16,0,0,3,3,20,13,0,0,0,0,17,119,0,0,3,0,130,12,0,0,0,0,8,144,0,0,0,0,144,963,6,0,15,8,986,344,0,0,0,11,349,387,0,0,0,10,396,31,0,0,0,0,36,0,0,0,0,0,4,56,0,0,3,3,57,3,0,0,0,0,3,8,0,0,0,3,17,15,0,0,0,0,15,109,3,0,4,11,130,3,0
115031300,2214,11,10,21,3,2260,3371,13,9,13,3,3405,351,12,9,5,0,376,3,0,0,0,0,3,251,3,4,8,0,267,5,7,0,0,0,11,47,0,0,54,0,102,26,0,0,3,0,28,683,24,11,72,0,791,26,0,0,0,0,31,351,3,3,218,0,570,6641,46,32,319,7,7048,2220,5,7,18,0,2252,3475,9,3,3,3,3490,380,11,7,3,0,401,0,0,0,0,0,0,251,4,17,8,0,277,5,0,10,0,0,15,56,0,0,43,0,101,26,0,0,3,0,33,722,13,38,54,0,831,45,0,0,0,0,46,380,7,4,12,0,408,6846,29,46,90,3,7019,2304,7,7,10,14,2346,3446,0,0,6,8,3461,423,10,15,0,3,447,0,0,0,0,0,0,226,0,6,0,8,243,0,6,0,0,0,5,26,0,0,42,10,67,29,0,0,3,0,35,707,13,20,46,18,809,37,0
