SA2_MAINCODE_2016,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650m,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R0_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650m,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R0_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649,C16_2500_2999_R650m,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R0_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650m,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000m_R0_74,C16_4000m_R75_99,C16_4000m_R100_149,C16_4000m_R150_199,C16_4000m_R200_224,C16_4000m_R225_274,C16_4000m_R275_349,C16_4000m_R350_449,C16_4000m_R450_549,C16_4000m_R550_649,C16_4000m_R650m,C16_4000m_R_NS,C16_4000m_R_Tot,C16_PI_S_R0_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650m,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R0_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650m,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R0_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650m,C16_Tot_R_NS,C16_Tot_R_Tot
108051171,3,0,0,0,16,4,0,0,0,0,30,4,0,0,0,0,7,4,4,0,0,0,0,16,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,4,0,0,0,0,34,0,0,0,4,3,4,4,0,0,0,0,0,12,19,0,39,79,51,91,140,40,3,0,3,10,475
109011172,8,12,7,29,76,61,4,0,0,3,211,3,3,3,6,5,20,56,64,5,0,0,0,176,0,0,3,0,0,4,23,28,3,3,0,3,61,3,0,0,0,0,12,5,35,4,0,0,4,63,0,0,0,0,0,0,3,15,3,0,0,0,20,0,0,0,0,3,9,28,36,11,0,0,0,91,0,0,7,3,3,3,4,0,0,0,0,6,32,24,17,83,183,118,275,390,373,46,7,12,42,1560
109011173,7,6,6,26,36,11,3,0,0,0,110,0,0,0,12,7,11,16,11,3,0,0,0,63,0,0,0,3,4,8,10,5,0,0,0,0,37,0,0,3,3,0,3,3,3,3,0,0,0,17,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,8,6,8,10,14,13,0,0,0,0,70,0,0,8,3,0,8,0,0,0,0,0,7,33,35,19,153,227,129,267,258,105,11,0,7,48,1257
109011174,5,13,9,29,48,28,3,0,3,0,146,7,0,4,9,13,16,32,19,7,0,0,5,110,0,0,0,0,0,3,14,12,4,0,0,0,35,3,0,0,0,0,7,7,20,6,0,0,4,46,0,0,0,3,0,3,0,6,8,3,0,3,20,3,0,3,9,7,13,19,11,3,0,0,0,73,3,0,9,10,0,4,3,0,0,0,0,12,45,58,28,246,295,143,292,259,149,44,10,5,44,1573
109011175,11,7,11,8,11,6,0,0,0,3,77,5,0,4,12,6,6,3,0,0,0,0,0,39,10,0,7,3,4,5,0,0,0,0,0,0,32,8,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,3,4,0,0,0,0,0,0,11,0,0,6,3,4,10,5,3,0,0,0,3,37,3,0,0,8,0,3,0,0,0,0,0,4,18,123,14,95,146,102,87,58,22,4,3,0,35,684
109011176,4,25,18,33,61,17,0,0,0,0,165,0,0,0,10,12,21,25,18,0,0,0,3,86,0,0,0,3,3,7,9,7,0,0,0,3,26,0,0,0,6,0,5,7,0,0,0,0,0,19,0,0,0,3,0,3,4,0,0,0,0,0,10,0,0,13,12,8,27,20,11,0,0,0,7,105,0,4,10,19,6,6,9,3,0,0,0,14,70,39,32,252,551,329,482,398,95,9,3,5,69,2253
109021177,6,6,3,3,0,0,0,0,0,0,28,3,3,4,4,4,0,0,0,0,0,0,3,20,6,0,0,0,0,0,0,0,0,0,0,0,9,3,0,4,7,0,0,0,0,0,0,0,0,10,0,0,3,0,0,3,0,0,0,0,0,0,5,9,0,4,7,0,0,0,0,0,0,0,0,17,0,0,5,4,4,0,0,0,0,0,0,0,16,68,9,90,95,33,22,9,0,0,0,3,17,347
109021178,4,8,6,3,0,3,0,0,0,0,39,7,0,0,0,6,0,0,4,0,0,0,0,22,3,0,0,0,0,6,0,3,0,0,0,0,14,3,0,0,0,0,0,3,0,0,0,0,0,14,3,0,3,0,0,0,0,0,0,0,0,0,8,6,0,5,3,7,4,0,4,0,0,0,3,39,3,0,5,10,3,3,0,0,0,0,0,3,29,71,13,99,164,66,55,28,24,0,0,3,27,557
109021179,4,8,4,3,0,0,0,0,0,6,43,11,0,0,6,3,3,0,0,0,0,0,0,27,6,0,0,3,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,3,3,5,0,0,3,0,0,0,5,32,0,0,0,8,3,0,0,0,0,0,0,0,15,129,12,55,85,37,20,3,4,3,0,0,29,375
109031180,3,7,7,21,8,0,0,0,0,0,55,0,0,0,7,3,11,13,0,0,0,0,0,41,0,0,0,3,4,5,0,0,0,0,0,0,11,0,0,0,4,0,4,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,5,0,0,0,0,0,33,3,0,3,6,0,0,0,0,0,0,0,4,29,20,15,67,152,85,132,67,8,3,0,0,19,567
109031181,3,5,3,9,24,0,0,0,0,0,55,8,0,0,3,7,4,11,0,0,0,0,0,25,0,0,0,0,0,3,3,0,0,0,0,0,7,3,0,0,0,3,0,0,0,0,0,5,0,11,6,0,0,0,0,0,3,0,0,0,3,3,14,5,0,0,3,7,8,6,3,0,0,0,0,36,0,0,8,3,3,0,0,0,0,0,0,3,24,101,15,49,76,64,96,89,14,0,3,10,16,538
109031182,3,14,14,10,7,3,0,0,3,0,63,0,4,4,3,4,13,8,8,0,0,3,0,47,0,0,0,0,3,5,8,3,0,0,0,0,16,0,0,3,3,3,3,3,0,0,0,0,3,23,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,10,4,4,11,12,4,0,0,0,3,52,3,0,14,16,4,6,0,0,0,0,0,9,46,31,16,165,212,116,129,106,30,3,0,11,41,874
109031183,4,5,6,3,3,0,0,0,0,7,59,22,0,6,12,3,0,0,0,0,0,0,0,45,8,0,4,3,0,0,0,0,0,0,0,4,29,11,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,10,4,3,3,0,0,0,0,0,6,32,6,0,4,3,0,0,0,0,0,0,0,4,21,201,27,120,97,49,24,7,7,3,0,8,47,584
109031184,0,4,3,13,20,20,4,0,3,5,64,6,0,0,0,3,5,21,15,3,0,0,0,49,0,0,0,0,0,0,7,8,0,0,0,0,27,0,0,0,0,0,4,4,7,3,0,3,0,28,0,0,0,0,0,0,0,7,0,0,0,0,12,0,0,0,0,3,6,13,3,0,0,0,0,28,5,0,0,0,0,4,0,0,0,0,0,0,13,30,3,17,41,47,122,140,90,21,4,8,17,546
109031185,11,22,12,20,8,0,0,0,0,5,95,14,3,7,10,3,9,8,4,0,0,0,3,63,5,0,0,0,0,3,3,3,0,0,0,0,17,4,0,4,0,6,4,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,0,0,12,7,0,6,13,15,7,9,0,0,0,0,7,62,3,3,12,5,3,0,0,3,0,0,0,3,33,143,50,154,229,116,116,64,20,0,0,6,51,949
110011186,6,19,24,56,102,105,21,3,0,8,361,9,0,0,7,9,31,63,55,8,0,0,4,197,4,0,0,4,0,10,18,32,6,0,3,0,82,3,0,0,3,5,10,12,32,9,0,0,0,91,3,0,0,0,0,0,0,16,7,4,0,0,37,5,0,6,21,17,28,60,56,9,3,3,3,211,0,0,12,22,8,15,4,0,0,0,0,13,83,114,40,234,426,341,566,699,568,101,18,13,80,3202
110011187,0,5,4,9,11,0,0,0,0,5,48,8,0,3,0,0,4,5,3,0,0,0,4,28,0,0,0,4,0,0,7,3,0,0,0,0,10,0,0,0,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,7,0,4,0,0,0,0,23,3,0,0,6,3,0,0,0,0,3,0,3,27,98,14,46,60,63,64,75,17,5,3,0,29,473
110011188,0,12,6,8,11,3,3,0,0,4,47,10,0,0,3,0,4,3,8,0,0,0,3,27,3,0,0,3,0,3,3,3,3,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,3,3,3,0,0,0,0,0,31,5,0,0,6,0,3,0,0,0,0,0,0,17,85,10,40,94,43,74,69,22,11,4,0,24,463
110011189,4,3,3,5,0,0,0,0,0,4,37,3,0,0,0,0,0,3,0,0,0,0,3,20,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,5,4,0,6,0,3,0,0,0,0,0,0,0,14,0,0,0,5,0,0,0,0,0,0,0,0,5,85,6,54,65,40,27,7,0,0,0,0,24,315
110021190,5,16,4,22,10,0,0,0,0,0,67,7,0,3,3,7,8,5,0,0,0,0,0,29,3,0,0,0,0,10,5,0,0,0,0,0,16,0,0,0,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,3,4,8,16,9,4,0,0,0,3,55,9,0,6,4,4,3,0,0,0,0,0,4,33,80,12,144,194,135,201,79,14,4,3,6,43,917
110021191,3,6,18,29,53,10,0,0,0,0,128,3,0,0,9,7,12,34,16,0,0,0,0,78,0,0,0,0,0,4,11,3,0,0,0,0,26,0,0,4,0,0,0,12,4,0,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,3,5,7,19,31,3,0,0,0,4,78,3,0,10,16,9,10,6,0,0,0,0,14,68,94,26,158,259,195,338,346,75,9,3,4,50,1546
110021192,3,3,3,3,0,0,0,0,0,4,29,7,0,0,3,0,3,3,0,0,0,0,0,24,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,3,12,0,5,5,0,3,4,0,0,0,0,3,42,4,0,0,8,0,0,0,0,0,0,0,0,10,137,16,49,81,48,34,17,0,0,0,0,32,412
110021193,12,13,7,7,0,0,0,0,0,7,54,13,0,3,3,7,3,0,0,0,0,0,3,35,3,0,0,0,0,3,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,4,0,0,3,0,0,0,0,4,29,4,0,3,4,0,3,0,0,0,0,0,0,17,147,10,91,92,63,50,20,3,0,0,0,33,520
110021194,3,0,3,13,4,0,0,0,0,0,34,7,0,3,4,3,4,7,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,3,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,6,3,3,5,10,4,6,0,0,0,0,0,0,34,0,0,3,9,0,5,0,0,0,0,0,4,25,101,24,103,145,100,104,35,7,0,0,9,25,648
110031195,3,27,13,22,27,10,8,0,0,3,126,5,8,0,15,8,13,20,15,9,0,0,3,90,3,4,0,5,3,9,14,11,5,0,0,0,51,3,0,5,3,0,3,3,9,4,0,0,0,29,0,0,0,0,0,4,0,7,3,0,0,0,16,3,3,7,19,10,18,19,9,3,0,0,7,92,8,0,9,17,3,4,0,0,0,0,0,14,62,68,52,118,359,133,169,153,81,41,3,8,58,1249
110031196,14,5,8,7,3,3,0,0,0,5,100,27,7,5,3,7,0,0,0,0,0,0,12,60,15,0,5,0,0,0,0,0,0,0,0,8,29,16,0,7,3,0,0,0,0,0,0,0,11,41,6,0,0,0,0,0,0,0,0,0,0,5,16,21,0,14,7,8,0,0,0,0,0,0,9,62,9,0,9,3,5,0,0,0,0,0,0,0,20,306,19,148,96,42,18,18,11,0,3,3,79,747
110031197,3,9,12,15,13,31,4,0,0,7,85,3,0,3,8,8,6,15,24,3,0,0,6,75,0,0,3,0,0,3,0,16,4,0,0,0,28,0,0,3,8,7,3,4,14,0,0,0,0,41,0,0,0,0,0,0,0,12,6,0,0,0,18,5,0,0,7,0,5,12,11,3,0,0,0,46,4,0,3,10,3,4,3,0,0,0,0,10,30,47,15,96,153,90,98,120,170,18,3,3,38,847
110031198,11,9,10,8,10,3,0,0,0,5,73,19,7,0,7,7,5,3,3,0,0,0,3,48,12,0,5,3,0,3,0,0,3,0,0,0,23,8,0,0,0,0,0,8,0,0,0,0,3,29,0,0,0,3,0,0,0,0,0,0,0,0,7,4,0,3,7,0,3,0,3,0,0,0,3,26,0,0,3,3,0,0,0,0,0,0,0,3,12,159,18,85,92,39,48,38,15,0,4,0,42,543
110041199,3,3,14,18,41,33,7,0,0,4,129,3,0,7,3,11,9,34,17,9,0,0,3,90,0,0,0,0,3,3,9,20,4,0,0,0,49,4,0,3,3,3,9,14,30,11,0,0,0,84,4,0,0,3,0,0,10,14,4,0,0,5,45,3,0,3,5,4,11,14,20,4,0,0,0,71,4,0,3,7,4,3,6,4,0,0,0,9,46,41,12,79,164,144,198,256,198,51,7,7,39,1201
110041200,3,0,3,8,9,10,0,0,0,6,50,11,0,3,7,3,3,11,3,0,0,0,8,51,3,0,0,0,0,0,4,0,0,0,0,0,14,4,0,0,3,4,5,3,4,0,0,0,3,23,0,0,0,0,0,0,3,4,0,0,0,0,14,8,0,0,3,4,5,0,0,0,0,0,0,27,0,0,0,0,0,0,3,0,0,0,0,3,8,113,6,26,47,48,49,61,32,6,0,3,36,425
110041201,12,18,8,20,21,4,0,0,0,5,95,16,0,5,12,3,16,11,0,0,0,0,0,70,10,0,0,4,0,7,0,0,0,0,0,0,27,4,0,0,3,0,4,3,0,0,0,0,3,18,3,0,0,0,0,0,3,0,0,0,0,0,9,11,0,3,8,7,10,3,0,0,0,0,4,46,0,0,6,8,0,4,0,0,0,0,0,3,29,131,19,123,184,102,144,78,16,0,0,4,59,862
110041202,6,16,17,49,112,64,11,0,3,6,299,7,0,0,6,14,19,67,79,10,0,3,10,217,5,0,0,0,0,5,32,13,5,0,0,0,67,3,0,3,0,3,4,18,22,15,0,0,3,69,3,0,4,3,0,8,7,12,7,0,3,0,43,10,3,6,12,7,28,41,35,9,0,0,3,155,4,3,11,15,8,9,15,6,0,0,0,12,95,93,22,152,343,222,430,769,401,72,4,14,80,2610
110041203,0,10,17,37,97,81,6,0,0,11,264,3,0,3,5,4,24,64,74,12,3,0,5,195,0,0,0,0,0,8,22,36,3,0,0,0,69,4,3,3,3,0,4,22,23,16,0,0,3,77,0,0,0,3,0,3,6,13,4,0,0,0,40,4,0,0,3,9,13,36,35,9,0,0,7,114,0,0,7,13,3,4,8,0,0,0,0,11,50,68,24,121,193,151,371,622,398,65,6,3,70,2099
110041204,0,5,4,12,29,22,0,0,0,0,77,0,0,0,0,0,4,26,21,0,0,0,0,59,0,0,0,0,0,3,6,7,0,0,0,0,18,0,0,0,0,0,0,6,5,0,0,0,0,8,0,0,3,0,0,0,3,0,0,0,0,0,7,3,4,4,4,10,9,12,12,0,0,0,3,64,0,0,3,3,3,6,3,3,0,0,0,3,26,27,14,93,111,76,158,203,114,8,0,3,28,833
110041205,5,16,9,17,28,14,8,0,3,15,136,21,0,4,4,8,3,12,7,3,3,0,6,74,15,0,3,0,7,3,3,12,3,3,0,8,48,10,0,0,4,3,7,3,4,3,0,0,3,32,3,0,0,0,0,0,0,0,0,0,0,0,9,10,0,5,9,4,15,15,21,7,3,0,4,94,3,0,0,3,3,7,3,0,0,0,0,7,30,202,28,110,189,108,168,201,94,49,8,8,83,1259
111011206,0,5,9,6,39,74,22,9,0,7,167,0,0,0,0,3,5,25,56,13,4,3,0,105,3,0,0,0,0,0,7,24,14,5,0,0,57,0,0,0,0,0,0,3,9,13,10,0,4,39,0,0,0,0,0,0,0,6,10,4,0,0,23,0,0,0,5,5,7,18,20,16,3,3,5,79,3,0,8,8,3,4,9,5,0,3,0,5,44,46,13,149,133,88,134,281,433,120,54,11,48,1512
111011207,0,0,3,8,15,32,3,0,0,0,71,0,0,5,0,0,0,13,9,0,5,0,3,33,3,0,0,3,0,4,3,13,3,0,0,0,26,0,0,0,0,0,0,3,3,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,3,3,4,6,20,3,0,0,0,49,4,0,3,3,3,0,5,4,0,0,0,5,29,40,7,88,59,65,92,184,164,36,14,4,22,761
111011208,0,3,7,17,70,122,27,4,4,3,257,4,0,0,3,5,7,30,114,37,9,3,5,220,3,0,0,0,0,0,13,37,32,6,0,3,96,5,0,3,0,0,0,6,24,18,14,3,3,76,0,0,0,0,3,0,4,4,10,8,9,0,39,9,0,4,5,9,9,33,55,20,7,0,7,162,7,0,5,4,3,3,7,5,0,0,0,12,46,78,12,146,159,106,144,546,749,217,60,30,51,2281
111011209,3,6,3,9,47,108,21,4,3,0,211,8,0,0,4,0,7,27,77,31,5,0,3,161,0,0,0,0,0,0,7,31,18,4,0,0,65,0,0,0,0,0,0,7,7,13,3,0,0,39,0,0,0,0,0,0,3,6,5,4,3,0,27,3,0,3,0,4,5,22,29,17,7,0,3,94,0,0,3,3,0,0,0,4,0,0,0,3,19,59,13,101,87,102,134,404,624,139,38,10,44,1762
111011210,3,4,0,6,48,31,3,0,0,0,107,0,0,3,0,4,0,17,27,5,3,0,3,64,0,0,0,0,0,0,5,8,0,0,0,0,16,0,0,0,0,0,0,0,6,4,0,0,0,10,0,0,0,3,0,0,0,3,0,0,0,0,11,0,0,9,3,3,4,18,8,3,0,0,12,59,3,0,24,7,3,3,4,3,0,0,0,14,65,51,34,345,239,88,98,311,189,27,9,5,83,1468
111011211,0,0,0,0,4,10,7,5,0,0,32,0,0,0,0,0,0,3,8,7,3,3,0,20,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,5,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,4,0,0,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,17,19,10,11,19,50,28,22,17,9,207
111011212,0,3,0,4,16,33,22,5,0,0,83,0,0,0,3,0,4,13,30,14,3,0,0,74,0,0,0,0,0,3,3,8,9,3,0,0,30,0,0,0,0,0,0,4,8,11,11,0,0,39,0,0,0,0,0,0,0,4,5,4,4,0,24,3,0,7,5,0,3,12,26,6,3,0,0,63,0,0,4,6,0,0,3,0,0,0,0,8,24,44,3,78,111,52,91,219,238,94,34,17,31,1011
111011213,0,0,0,0,3,28,17,8,0,0,58,0,0,0,0,0,3,0,15,18,0,3,0,39,0,0,0,0,0,0,3,10,8,4,0,0,29,0,0,0,0,0,0,3,7,12,10,4,0,41,3,0,0,0,0,0,0,3,6,6,3,0,20,3,0,0,0,0,0,0,5,6,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0,3,10,12,16,56,134,104,43,15,12,433
111011214,0,0,0,5,29,86,22,5,0,3,155,3,0,0,3,3,3,23,50,30,5,0,3,115,0,0,0,0,0,0,7,27,17,4,0,0,47,0,0,0,0,0,0,7,16,27,4,6,0,57,0,0,0,0,0,0,0,8,8,8,3,0,29,3,0,3,0,3,0,10,29,7,4,0,3,67,3,0,3,3,4,3,3,3,0,0,0,9,28,41,3,60,42,47,90,239,451,139,40,15,35,1207
111021215,3,3,0,4,26,37,0,0,0,4,83,0,0,0,0,0,4,14,20,7,3,0,0,44,3,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,3,0,9,0,0,0,15,3,0,4,6,3,3,21,13,0,0,0,3,58,3,3,4,6,0,0,3,0,0,0,0,11,26,21,13,123,114,68,81,214,176,29,3,4,30,870
111021216,0,0,0,3,15,57,10,0,0,3,94,0,0,0,0,0,0,8,41,11,0,0,0,66,0,0,0,0,0,3,7,12,9,3,0,0,32,0,0,0,0,0,0,3,8,15,0,0,0,28,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,9,22,0,0,0,0,45,0,0,0,0,0,0,3,5,0,0,0,0,18,21,0,6,21,24,70,186,313,67,4,4,16,740
111021217,0,0,6,3,25,57,72,5,0,0,164,0,0,0,0,0,0,13,27,67,6,0,0,121,0,0,0,0,0,0,5,14,38,7,0,0,64,0,0,0,0,0,0,5,7,37,9,3,0,60,0,0,0,0,0,0,0,0,18,0,0,0,23,0,0,0,3,0,3,10,26,24,0,0,0,61,0,0,3,4,0,0,0,5,3,0,0,3,23,19,5,65,73,36,52,139,274,371,25,6,27,1101
111021218,3,8,7,5,21,50,27,7,0,3,136,3,0,3,0,3,7,16,42,16,0,0,0,98,3,0,0,0,3,4,5,15,3,3,0,0,38,4,0,0,3,0,5,0,9,8,0,0,0,35,0,0,3,0,0,0,0,7,0,0,0,0,13,4,0,6,4,4,3,22,26,9,5,0,0,86,3,3,7,10,7,0,10,3,0,0,0,8,49,53,22,97,93,95,90,227,339,109,21,11,33,1189
111021219,0,4,3,6,37,41,12,3,0,4,117,4,0,0,0,0,3,19,45,5,3,0,0,79,6,0,0,0,0,0,9,21,7,0,0,0,39,0,0,3,0,0,0,0,6,13,3,3,0,35,0,0,0,0,0,0,0,9,3,0,3,0,21,0,0,0,3,0,11,24,26,6,0,0,0,77,3,0,7,0,6,4,7,3,0,0,0,9,40,52,16,138,130,72,128,331,316,61,17,12,42,1313
111021220,0,0,0,3,16,21,7,0,0,0,61,3,0,0,0,0,3,10,26,10,0,0,0,52,0,0,0,0,3,0,4,8,3,0,0,3,20,0,0,0,0,0,0,0,11,4,3,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,0,14,17,5,0,0,0,44,0,0,0,3,0,0,3,3,0,0,0,0,16,20,0,14,49,35,54,171,176,57,14,4,13,606
111021221,0,0,0,0,13,22,4,0,0,0,45,0,0,0,0,3,0,12,17,3,0,0,0,34,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,3,3,4,5,3,0,0,0,23,0,0,0,0,0,0,0,3,0,0,0,0,3,20,7,5,20,14,23,92,120,29,0,0,3,339
111031222,0,8,0,9,38,78,30,3,3,3,176,4,0,0,0,0,6,26,65,44,14,8,3,172,0,0,0,0,0,5,12,39,28,10,0,0,100,0,0,0,3,0,3,12,17,19,8,9,0,79,0,0,0,0,0,0,0,10,7,4,5,0,25,0,0,3,0,4,4,25,53,23,3,4,0,126,4,0,0,4,4,3,3,3,4,0,0,6,31,50,12,82,65,57,114,330,459,225,43,26,55,1508
111031223,0,6,4,8,47,26,0,0,0,3,96,0,0,3,0,0,10,19,6,0,0,0,3,43,0,0,0,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,7,3,0,0,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,8,3,6,15,4,0,0,0,3,48,3,0,5,3,0,3,3,3,0,0,0,7,26,26,8,83,114,48,117,334,107,6,0,3,35,891
111031224,4,5,3,13,35,87,45,3,3,6,199,3,0,3,4,0,5,20,80,37,10,3,0,179,0,0,0,0,4,3,9,28,27,3,4,0,73,3,0,3,0,0,0,3,12,21,13,3,0,66,0,0,0,0,0,0,3,10,24,7,16,3,64,5,0,5,8,3,3,22,43,32,10,9,5,148,0,5,28,3,5,0,6,0,0,0,0,10,65,99,31,321,160,92,133,289,480,278,59,49,60,2052
111031225,0,4,6,14,53,121,32,11,3,4,245,3,0,0,4,0,7,37,88,39,12,0,3,185,3,0,0,0,0,0,9,39,23,7,3,0,84,0,0,0,0,0,0,5,31,17,6,3,0,76,0,0,3,0,0,0,0,10,7,5,5,0,34,0,0,0,3,3,10,14,27,18,5,3,3,94,3,5,8,3,3,3,7,4,4,0,3,10,56,57,20,161,146,106,181,344,621,191,53,23,50,1946
111031226,0,0,4,8,22,51,43,4,0,3,139,3,0,0,0,3,3,17,39,48,3,0,0,115,0,0,0,0,0,5,6,22,31,3,0,0,70,0,0,0,0,0,0,3,11,27,0,0,0,44,0,0,0,0,0,0,3,4,12,7,0,0,24,0,0,0,0,3,0,6,27,30,7,3,6,83,0,3,0,0,0,0,0,0,3,0,0,6,9,15,7,19,22,25,45,138,307,263,35,4,22,901
111031227,3,3,5,14,63,161,26,0,0,3,289,0,0,0,3,4,3,39,99,29,3,3,3,186,0,0,0,3,0,0,12,72,13,0,0,3,99,0,0,0,0,0,0,4,30,19,0,0,3,64,0,0,0,0,0,0,4,7,5,3,0,0,20,3,0,3,3,5,6,25,61,12,3,6,3,132,3,5,7,7,0,0,5,7,0,0,0,13,48,69,31,243,162,125,222,460,820,156,17,14,68,2388
111031228,0,0,6,4,48,80,35,9,3,3,193,5,0,0,7,3,4,24,86,43,23,5,3,204,0,0,0,0,0,0,14,43,20,18,4,3,100,4,0,0,0,0,0,5,35,22,16,22,0,110,0,0,0,0,0,0,3,13,24,21,40,0,94,0,0,0,3,0,0,16,34,34,26,26,7,149,0,0,7,0,3,0,3,0,0,4,0,12,27,62,16,159,55,53,102,292,498,232,124,105,52,1756
111031229,0,3,6,10,41,129,68,17,9,0,290,3,0,0,0,3,12,33,102,82,40,20,7,304,0,0,0,0,0,6,5,47,37,16,12,0,128,0,0,0,3,0,3,12,46,79,37,36,7,229,3,0,0,0,0,0,3,15,25,31,41,0,119,3,3,9,6,3,8,20,47,45,27,34,6,211,3,3,14,3,0,3,0,4,0,3,4,14,58,85,29,279,74,79,160,343,634,443,210,195,68,2599
111031230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
