SA2_MAINCODE_2016,C16_P_35_39_Tot_LF,C16_P_35_39_Notin_LF,C16_P_35_39_LF_NS,C16_P_35_39_Tot,C16_P_40_44_Em_FT,C16_P_40_44_Em_PT,C16_P_40_44_Em_AFW,C16_P_40_44_Em_Hrs_NS,C16_P_40_44_Em_Tot,C16_P_40_44_Unem_Look_FT,C16_P_40_44_Unem_Look_PT,C16_P_40_44_Unem_Tot,C16_P_40_44_Tot_LF,C16_P_40_44_Notin_LF,C16_P_40_44_LF_NS,C16_P_40_44_Tot,C16_P_45_49_Em_FT,C16_P_45_49_Em_PT,C16_P_45_49_Em_AFW,C16_P_45_49_Em_Hrs_NS,C16_P_45_49_Em_Tot,C16_P_45_49_Unem_Look_FT,C16_P_45_49_Unem_Look_PT,C16_P_45_49_Unem_Tot,C16_P_45_49_Tot_LF,C16_P_45_49_Notin_LF,C16_P_45_49_LF_NS,C16_P_45_49_Tot,C16_P_50_54_Em_FT,C16_P_50_54_Em_PT,C16_P_50_54_Em_AFW,C16_P_50_54_Em_Hrs_NS,C16_P_50_54_Em_Tot,C16_P_50_54_Unem_Look_FT,C16_P_50_54_Unem_Look_PT,C16_P_50_54_Unem_Tot,C16_P_50_54_Tot_LF,C16_P_50_54_Notin_LF,C16_P_50_54_LF_NS,C16_P_50_54_Tot,C16_P_55_59_Em_FT,C16_P_55_59_Em_PT,C16_P_55_59_Em_AFW,C16_P_55_59_Em_Hrs_NS,C16_P_55_59_Em_Tot,C16_P_55_59_Unem_Look_FT,C16_P_55_59_Unem_Look_PT,C16_P_55_59_Unem_Tot,C16_P_55_59_Tot_LF,C16_P_55_59_Notin_LF,C16_P_55_59_LF_NS,C16_P_55_59_Tot,C16_P_60_64_Em_FT,C16_P_60_64_Em_PT,C16_P_60_64_Em_AFW,C16_P_60_64_Em_Hrs_NS,C16_P_60_64_Em_Tot,C16_P_60_64_Unem_Look_FT,C16_P_60_64_Unem_Look_PT,C16_P_60_64_Unem_Tot,C16_P_60_64_Tot_LF,C16_P_60_64_Notin_LF,C16_P_60_64_LF_NS,C16_P_60_64_Tot,C16_P_65_69_Em_FT,C16_P_65_69_Em_PT,C16_P_65_69_Em_AFW,C16_P_65_69_Em_Hrs_NS,C16_P_65_69_Em_Tot,C16_P_65_69_Unem_Look_FT,C16_P_65_69_Unem_Look_PT,C16_P_65_69_Unem_Tot,C16_P_65_69_Tot_LF,C16_P_65_69_Notin_LF,C16_P_65_69_LF_NS,C16_P_65_69_Tot,C16_P_70_74_Em_FT,C16_P_70_74_Em_PT,C16_P_70_74_Em_AFW,C16_P_70_74_Em_Hrs_NS,C16_P_70_74_Em_Tot,C16_P_70_74_Unem_Look_FT,C16_P_70_74_Unem_Look_PT,C16_P_70_74_Unem_Tot,C16_P_70_74_Tot_LF,C16_P_70_74_Notin_LF,C16_P_70_74_LF_NS,C16_P_70_74_Tot,C16_P_75over_Emp_Wor_ft,C16_P_75ov_Em_Work_pt,C16_P_75ov_Em_Aw_fr_w,C16_P_75ov_Emp_Hou_w_ns,C16_P_75andOver_Em_Tot,C16_P_75over_Unem_Lo_ft_w,C16_P_75over_Unem_Lo_pt_w,C16_P_75over_Unemp_Tot,C16_P_75over_Tot_lab_for,C16_P_75over_N_lab_forc,C16_P_75over_LF_NS,C16_P_75over_Tot,C16_P_Tot_Em_FT,C16_P_Tot_Em_PT,C16_P_Tot_Em_AFW,C16_P_Tot_Em_Hrs_NS,C16_P_Tot_Em_Tot,C16_P_Tot_Unem_Look_FT,C16_P_Tot_Unem_Look_PT,C16_P_Tot_Unem_Tot,C16_P_T_T_labo_for,C16_P_Tot_Notin_LF,C16_P_Tot_LF_NS,C16_P_T_T
106031124,122,46,3,164,75,36,4,3,121,7,4,17,139,30,13,180,99,47,5,3,148,3,3,7,162,38,16,213,120,72,3,0,196,13,4,12,212,66,15,293,122,59,3,3,190,5,4,17,205,141,23,369,79,87,12,3,182,10,10,16,197,271,26,492,36,65,3,3,109,0,0,0,109,557,34,704,10,25,0,3,39,0,0,0,39,565,32,635,7,15,0,0,20,0,0,0,22,854,71,942,748,575,59,25,1412,68,61,130,1539,2748,263,4555
106031125,702,103,57,860,504,228,27,10,768,18,17,32,798,130,85,1014,496,201,29,22,742,15,3,21,765,114,68,952,492,199,25,13,729,30,5,33,766,160,61,991,342,158,22,15,530,14,18,27,559,247,50,855,204,130,17,17,363,9,3,18,379,368,70,809,55,75,10,7,147,0,0,6,146,591,53,792,7,26,0,0,45,0,0,0,43,522,57,617,14,18,5,0,36,0,0,0,40,571,88,698,3681,2002,251,142,6072,232,147,377,6450,3496,872,10817
106041126,542,195,44,785,359,137,19,10,526,19,13,32,559,140,49,741,380,131,19,15,542,38,20,58,597,163,56,818,385,142,21,11,556,28,14,39,594,200,48,844,279,100,20,5,407,23,9,32,430,221,45,697,165,89,15,7,268,13,3,22,292,282,42,611,43,38,4,4,87,0,0,5,89,380,40,515,15,14,3,0,27,0,0,0,31,307,27,364,3,9,3,3,19,0,0,0,19,505,60,582,3155,1415,197,96,4860,355,164,519,5385,3335,594,9305
106041127,208,47,15,267,146,68,3,4,223,6,7,14,238,22,20,279,146,68,10,4,227,4,9,15,242,37,27,307,161,57,7,5,232,3,3,4,241,40,21,300,116,56,8,3,184,3,0,4,191,64,15,272,85,33,4,4,126,4,0,4,128,67,24,217,32,24,3,6,63,0,0,0,64,127,8,200,20,18,0,3,49,0,0,0,49,119,22,190,10,10,0,0,20,0,0,0,20,186,36,238,1189,537,91,46,1868,46,37,81,1954,938,268,3153
106041128,271,40,22,333,210,81,4,3,300,10,0,17,312,31,29,377,211,87,10,3,308,11,0,11,315,39,36,386,195,72,5,3,273,3,0,9,281,46,20,345,162,72,17,9,260,4,0,3,268,79,25,368,96,49,8,4,155,7,3,4,161,125,35,326,33,35,3,5,76,0,0,0,78,183,23,284,17,15,0,0,29,0,0,0,29,200,11,247,3,13,0,7,21,0,3,3,23,461,66,552,1666,835,90,53,2641,70,49,122,2758,1491,355,4605
106041129,376,60,47,480,270,107,12,13,402,12,5,14,416,80,68,565,259,106,13,0,384,9,8,19,399,79,47,526,284,115,15,12,425,10,3,19,442,97,60,597,272,117,15,4,410,5,6,11,423,132,34,589,173,111,12,6,311,11,8,13,322,193,52,570,75,78,3,7,158,0,3,3,161,323,48,525,36,38,0,0,80,0,0,0,80,257,42,377,42,35,3,8,79,0,0,0,80,458,91,637,2308,1137,129,81,3656,129,67,197,3854,2082,659,6597
107011131,1138,251,36,1426,726,363,33,14,1141,46,28,72,1209,218,53,1480,720,326,34,17,1094,40,18,55,1148,239,62,1449,713,301,41,20,1063,41,19,60,1126,343,58,1530,569,286,42,11,911,41,13,50,964,457,53,1477,261,225,35,4,524,12,17,28,551,739,43,1334,80,96,17,0,197,0,4,4,208,1197,58,1459,16,48,0,0,65,0,0,0,62,1072,54,1190,6,11,4,4,25,0,0,0,28,1913,230,2163,5833,3269,401,153,9656,472,335,801,10462,7751,835,19047
107011132,554,77,19,649,400,167,16,4,580,9,3,14,600,61,11,671,352,128,9,3,488,7,9,16,506,69,17,593,306,116,17,4,446,18,3,19,469,93,7,565,232,98,14,5,345,3,6,13,355,132,18,506,99,79,6,6,192,5,0,9,198,212,6,416,25,27,3,0,53,0,0,0,53,245,3,299,3,5,0,0,7,0,0,0,7,220,11,241,3,3,0,3,13,0,0,0,13,370,14,394,2662,1391,159,54,4273,98,105,208,4477,1947,159,6584
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,7,10
107011134,700,122,34,857,543,252,22,10,830,12,20,28,855,137,37,1031,524,250,23,9,811,14,13,25,838,145,33,1016,600,279,23,7,905,11,14,30,932,179,38,1157,451,225,30,8,714,25,13,34,745,288,51,1078,223,155,18,10,414,14,9,25,435,458,64,953,59,74,6,0,134,4,3,7,143,601,40,782,17,24,3,0,41,0,0,0,38,486,41,570,4,5,0,3,11,0,0,0,11,974,245,1232,4233,2443,242,117,7039,215,243,457,7497,4253,744,12496
107011545,554,229,37,820,329,161,15,11,516,26,18,50,560,196,41,802,355,154,21,11,534,39,11,50,587,254,50,885,351,176,18,9,556,22,9,30,582,282,43,914,297,187,30,11,527,16,4,18,543,346,48,939,137,83,17,3,238,13,11,27,264,438,50,755,34,33,3,3,77,0,3,5,80,554,23,657,4,15,3,0,16,0,0,0,16,470,29,520,3,9,0,3,13,0,0,0,13,1146,103,1263,2964,1726,204,115,5007,313,203,519,5523,4957,628,11108
107011546,358,161,35,548,238,114,10,3,368,32,5,36,406,176,43,625,222,104,4,3,337,19,15,34,369,187,37,597,223,117,16,10,364,29,15,38,406,228,51,689,186,101,11,8,312,21,3,31,339,293,47,681,79,56,9,8,149,8,3,11,158,317,35,510,18,22,5,3,49,0,3,0,50,408,44,502,0,6,0,0,6,0,0,0,6,386,38,427,3,0,3,0,7,0,0,0,9,1053,94,1155,1819,1044,122,86,3066,281,145,420,3485,3944,557,7989
107011547,158,32,22,206,99,57,3,4,161,7,0,11,172,35,8,218,113,56,0,5,176,10,0,7,183,62,16,260,139,50,8,0,197,14,3,18,217,66,19,302,118,55,7,0,177,10,6,15,192,108,23,317,59,47,6,0,111,10,3,13,118,165,21,307,15,25,3,0,46,0,0,0,46,260,24,323,8,8,0,4,23,0,0,0,23,263,27,315,4,3,0,0,6,0,0,0,10,547,54,606,941,562,58,26,1587,85,49,132,1717,1750,251,3711
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,7,0,0,8
107031136,825,98,22,947,538,257,17,11,827,20,14,34,863,136,31,1025,528,216,23,6,782,13,8,19,800,139,34,983,523,228,35,12,795,10,6,22,812,153,37,1003,406,179,28,11,624,20,11,29,654,214,35,897,175,115,14,4,311,10,7,15,326,343,34,703,42,53,5,0,101,0,3,3,104,473,15,592,14,17,0,0,32,0,0,0,32,348,22,404,5,3,4,0,17,0,0,0,17,730,61,799,4209,2310,268,90,6881,190,217,408,7289,3461,426,11174
107031137,277,61,18,350,202,79,9,5,299,21,6,29,325,53,21,399,185,95,7,9,287,3,3,8,293,84,12,387,210,108,11,5,330,12,4,14,346,110,30,485,182,96,13,0,293,3,0,5,300,140,22,463,109,60,8,3,173,3,3,10,181,234,19,432,22,34,0,3,60,0,0,0,65,312,12,395,7,6,0,3,15,0,0,0,15,247,43,303,3,3,0,0,7,0,0,0,7,402,193,595,1725,1032,100,55,2906,136,88,228,3128,2049,453,5634
107031138,288,58,19,365,234,111,3,9,358,15,4,18,378,55,14,444,241,112,11,10,374,12,4,19,391,62,21,470,281,134,20,5,442,3,0,8,446,66,30,537,245,118,27,0,390,7,3,10,402,145,27,575,118,125,13,3,258,4,11,12,273,326,30,632,38,66,0,0,104,0,5,5,108,464,37,605,13,31,6,0,49,3,0,3,50,474,42,572,6,16,0,0,21,0,0,0,18,810,138,971,1846,1206,131,42,3231,79,93,174,3402,2753,419,6570
107031139,274,30,17,319,193,98,8,6,305,0,9,7,309,36,25,368,194,107,13,7,320,5,4,6,331,24,12,364,214,100,13,3,329,9,0,7,337,49,23,403,214,125,7,3,357,7,6,13,363,114,19,502,92,88,17,4,202,9,3,8,215,237,14,461,26,29,4,3,64,0,0,3,63,307,13,383,0,11,0,0,17,0,0,0,17,230,10,257,4,3,0,0,7,0,0,0,7,391,24,418,1597,982,118,43,2746,71,68,138,2887,1674,192,4754
107031140,310,37,17,369,233,133,16,3,383,3,3,11,392,47,39,478,237,119,15,7,381,6,9,8,388,52,37,483,269,131,16,6,423,16,0,14,437,69,42,556,252,155,17,4,433,13,3,19,445,122,35,600,172,155,18,0,341,5,5,12,355,270,54,672,50,61,11,0,126,0,3,3,128,365,44,539,21,34,3,0,56,0,3,3,60,373,46,478,14,19,0,0,31,0,0,0,31,675,97,802,1918,1348,163,45,3478,63,60,119,3598,2332,521,6454
107031141,993,119,58,1166,731,351,19,16,1116,27,17,43,1157,162,47,1370,709,290,34,8,1041,19,21,35,1081,121,58,1261,605,275,33,5,910,11,14,27,936,148,57,1143,417,225,34,6,686,13,3,15,704,282,44,1023,202,143,16,3,363,9,14,25,391,427,30,844,54,64,7,3,126,0,3,6,132,655,50,837,12,19,3,3,38,0,0,0,36,505,37,584,3,9,0,0,15,0,0,0,21,703,61,785,4893,2721,321,107,8041,235,243,472,8510,3908,597,13018
107031142,422,78,18,512,321,155,12,8,493,14,11,25,520,86,24,629,315,150,17,3,487,12,7,20,502,93,29,630,314,177,20,4,515,11,5,22,534,152,16,707,290,159,30,3,484,19,9,23,510,226,32,760,167,97,25,3,293,11,3,19,310,349,44,703,38,43,5,3,94,0,0,0,100,474,36,605,8,9,0,0,21,0,0,0,21,360,17,406,3,9,0,4,16,0,0,0,16,784,49,844,2574,1607,184,78,4435,191,135,322,4757,3140,357,8256
107031143,726,241,76,1048,481,287,17,6,790,33,27,57,847,249,74,1174,486,289,23,20,808,40,24,66,872,319,76,1271,550,255,34,16,864,41,24,65,927,371,81,1381,454,253,33,16,754,35,13,48,799,526,87,1409,220,180,18,8,418,13,11,20,438,744,83,1274,52,68,3,9,138,3,8,9,140,1014,121,1285,8,26,0,4,37,0,0,0,44,985,90,1112,3,11,3,4,16,0,0,0,17,1649,260,1927,4260,2663,267,162,7347,481,292,770,8118,7417,1230,16769
107041144,993,182,42,1219,702,315,29,10,1060,25,19,50,1110,210,55,1381,677,293,32,18,1017,31,22,51,1074,243,55,1368,630,280,37,15,964,31,4,43,1007,296,48,1349,546,251,27,11,831,17,14,33,863,381,47,1296,258,198,27,13,484,12,9,17,508,554,66,1119,86,111,8,5,204,0,7,6,211,811,46,1072,20,45,3,3,70,0,0,0,70,812,58,945,11,16,0,7,37,0,0,0,35,1947,138,2127,5157,3340,364,167,9030,292,411,708,9738,7087,811,17636
107041145,793,164,20,979,473,233,25,17,746,26,20,41,787,166,36,990,483,205,17,19,725,31,12,43,767,200,43,1011,473,236,34,9,748,25,9,40,790,256,55,1101,398,197,22,3,619,26,13,43,664,371,41,1076,174,167,18,11,369,18,5,25,398,483,31,910,45,58,3,0,106,0,4,9,116,667,46,830,7,20,3,4,36,0,0,0,36,538,45,620,5,19,4,3,28,0,0,0,28,1272,103,1410,3917,2311,243,130,6596,299,218,520,7116,4996,609,12718
107041146,1026,223,44,1288,814,334,25,19,1195,22,21,39,1238,187,40,1462,715,299,28,12,1055,27,10,37,1095,165,41,1306,661,260,20,4,946,31,14,41,991,188,49,1228,497,245,26,4,781,25,18,47,822,305,48,1172,247,225,18,9,498,11,13,27,529,506,32,1070,81,106,13,3,195,5,4,7,210,742,50,997,20,39,3,6,68,0,0,0,68,755,31,854,11,25,3,3,36,0,0,0,36,1644,102,1783,5350,3443,331,135,9260,293,439,735,9994,6490,648,17126
107041147,529,71,18,622,405,202,9,7,621,11,3,16,640,53,24,712,372,164,17,11,561,11,7,18,579,39,22,637,397,172,10,12,589,7,6,12,597,93,32,720,292,132,14,4,442,4,3,6,449,109,32,589,143,113,13,7,277,7,6,10,287,176,24,484,39,38,8,0,85,0,0,0,82,247,29,357,9,24,0,0,30,0,0,0,28,211,12,258,3,10,0,0,15,0,0,3,21,359,32,404,2838,1574,146,79,4636,86,88,176,4810,1771,289,6871
107041148,628,75,35,733,455,241,25,9,726,14,6,21,750,89,29,870,477,210,9,8,706,13,9,26,729,83,31,841,461,226,11,6,707,15,5,20,729,108,36,869,407,212,37,7,662,11,3,17,674,191,43,913,217,147,16,4,385,5,10,15,398,322,37,763,63,89,6,9,170,0,6,3,172,444,35,660,9,27,3,0,38,0,3,3,45,347,28,420,5,8,0,0,14,0,4,4,15,613,49,680,3256,1966,215,65,5504,117,137,255,5755,2826,423,9000
107041150,1095,167,52,1310,758,386,46,10,1199,23,19,36,1237,180,62,1479,834,325,17,12,1187,16,10,34,1216,151,55,1416,705,327,20,11,1070,19,5,24,1089,197,52,1339,581,269,28,13,893,20,14,30,920,313,42,1283,253,215,21,7,500,15,15,30,537,573,52,1158,60,82,14,5,163,0,0,0,166,767,49,980,19,35,0,3,52,0,0,0,54,699,44,801,3,13,4,7,28,0,0,0,28,1432,112,1569,5454,3154,328,127,9070,219,232,443,9512,5466,715,15693
107041548,515,123,73,714,296,117,20,3,435,18,4,25,463,129,64,656,352,77,15,7,454,27,9,38,490,137,74,705,346,123,9,10,489,20,16,33,518,147,79,753,331,127,17,4,476,12,9,18,497,226,96,822,186,118,13,0,314,6,8,16,335,366,95,793,61,82,6,0,150,0,0,0,153,470,105,727,19,36,0,4,61,0,0,4,62,509,107,679,14,18,0,3,35,0,0,0,41,1079,241,1359,3937,2081,211,87,6314,232,325,558,6871,4571,1496,12939
107041549,816,200,51,1072,500,217,16,3,736,22,17,40,780,181,45,1004,465,189,16,8,677,22,16,42,721,175,56,945,429,184,24,12,648,26,8,31,679,208,38,924,293,151,18,7,473,16,17,32,500,281,45,826,173,119,11,0,306,10,7,19,324,375,38,737,57,75,3,4,140,3,0,6,143,510,36,693,8,23,3,3,38,0,0,0,38,422,34,496,4,7,0,3,19,0,0,0,19,986,97,1103,4082,2764,247,137,7234,334,488,825,8057,5374,714,14149
108011151,137,43,15,196,127,62,3,3,195,7,3,9,203,52,16,270,160,87,5,3,260,11,7,15,272,69,30,370,161,102,13,3,279,15,7,19,298,94,25,416,126,77,11,3,224,5,3,11,231,122,30,382,91,73,5,0,170,7,7,12,188,194,23,404,41,41,6,0,88,0,0,0,93,249,29,365,14,15,3,0,35,0,0,0,35,235,20,290,15,8,3,3,32,0,0,0,32,405,34,471,1062,689,70,29,1857,92,46,141,1993,1695,272,3962
108011152,436,114,30,582,263,174,11,6,460,26,12,37,502,160,47,701,314,183,16,15,524,25,7,30,558,155,39,753,304,213,17,8,546,24,18,39,586,214,47,849,303,235,25,8,568,17,13,33,609,311,53,969,203,194,34,12,443,23,12,33,480,604,56,1142,64,109,12,4,194,0,0,0,195,1045,90,1327,16,52,0,3,70,0,0,0,72,1085,87,1241,8,16,3,7,29,0,4,4,28,2051,325,2412,2285,1964,210,106,4571,246,150,400,4970,6350,930,12259
108011153,187,69,19,270,131,99,8,8,253,8,4,19,269,70,32,363,123,116,8,4,252,11,10,19,274,88,29,389,158,109,13,8,288,12,6,19,304,120,46,472,147,138,8,6,304,20,12,31,333,173,42,549,76,105,8,9,189,7,10,19,210,321,45,571,33,60,3,3,97,3,0,4,100,490,42,634,9,15,3,0,28,0,0,0,28,388,38,458,9,12,0,3,25,0,0,0,25,430,53,510,950,938,78,62,2023,118,77,197,2221,2442,388,5047
108011154,130,46,10,190,78,55,5,0,137,11,3,9,151,59,17,220,97,60,7,5,173,15,4,20,197,66,20,280,119,81,3,6,205,12,9,12,219,88,22,330,121,79,19,3,224,15,8,29,250,177,36,467,77,73,16,5,176,12,12,21,196,308,32,537,29,45,3,0,78,0,0,0,78,556,50,682,7,17,0,7,28,0,0,5,33,532,59,624,4,3,3,5,18,0,0,0,18,1233,155,1401,817,693,84,45,1641,107,68,182,1821,3288,461,5570
108021155,452,243,60,751,271,143,12,8,437,30,7,36,473,261,74,806,311,156,19,14,504,25,12,41,542,247,89,878,292,192,18,15,522,20,13,29,553,289,68,911,265,201,21,13,502,23,13,39,539,379,114,1034,158,157,21,10,345,11,16,25,366,519,92,982,69,94,15,3,180,3,7,9,181,700,83,968,17,26,0,4,50,0,0,0,48,619,81,744,14,12,0,3,26,0,0,0,31,1087,295,1405,2322,1816,186,148,4467,309,170,480,4945,5708,1219,11870
108021156,261,70,34,371,211,116,9,9,349,17,5,23,369,99,36,509,204,147,16,11,376,17,11,31,411,108,52,569,286,181,12,11,489,18,12,32,523,188,79,789,261,207,37,15,521,24,13,35,556,314,72,939,162,138,28,8,334,22,20,41,372,459,80,913,65,88,9,9,177,0,0,3,180,546,79,812,33,23,3,3,67,0,0,0,68,367,46,478,19,25,8,8,56,0,0,0,56,550,90,693,1721,1387,180,125,3414,168,105,280,3688,3251,678,7624
108021157,168,41,19,220,110,51,3,3,169,11,5,19,186,50,19,259,106,67,4,3,181,9,3,13,192,57,16,266,109,80,7,6,201,8,3,12,215,90,20,326,99,83,4,3,195,10,9,16,214,134,19,371,63,65,8,4,143,4,4,12,156,198,31,378,24,26,6,0,59,0,0,0,59,312,26,397,8,14,3,0,27,0,0,0,27,272,34,328,12,0,0,0,15,0,0,0,11,473,100,588,873,624,75,32,1603,107,46,151,1756,1872,319,3951
108021158,166,61,16,243,99,73,8,3,179,7,3,16,193,84,13,298,104,77,4,3,182,17,8,28,207,82,28,320,133,76,7,3,221,15,4,21,241,141,36,414,135,119,10,4,272,14,8,25,297,230,31,551,84,105,9,8,210,16,3,19,231,331,33,594,27,29,5,3,61,0,6,5,71,517,53,641,6,15,4,5,26,0,3,3,31,504,53,585,6,10,0,3,22,3,0,3,25,901,209,1132,897,799,84,53,1833,146,81,232,2062,3235,535,5832
108021159,201,74,19,292,173,114,11,7,306,18,8,21,325,92,15,430,178,124,8,3,316,7,10,19,336,89,30,457,202,164,17,8,396,22,12,38,431,168,68,667,179,191,18,4,390,23,12,34,420,257,52,726,124,153,17,3,291,18,11,27,315,335,49,700,66,54,4,3,130,0,0,0,132,472,43,642,21,20,4,0,46,0,0,0,45,338,33,424,21,13,4,3,42,0,0,0,42,464,63,566,1361,1245,122,68,2793,161,96,258,3053,2718,490,6259
108021160,156,40,10,210,105,60,7,7,179,7,3,15,195,46,12,250,115,62,4,3,184,4,0,8,192,56,17,261,118,74,8,3,206,12,4,11,218,95,18,326,122,80,8,0,209,11,10,14,225,142,13,385,62,70,14,3,153,3,11,8,165,286,30,481,34,38,6,0,78,3,3,7,78,483,36,599,3,16,0,0,20,0,0,0,20,410,31,463,0,3,0,3,9,0,0,0,8,694,68,770,837,614,87,45,1588,85,52,136,1726,2458,275,4451
108031161,33,5,4,41,15,9,3,0,25,0,0,0,25,0,6,28,10,3,0,0,15,0,0,0,15,0,0,13,21,12,0,0,29,0,0,0,29,3,4,38,14,13,0,0,23,0,0,0,23,5,3,34,9,9,0,0,19,0,0,0,19,7,3,28,8,6,3,0,11,0,0,0,11,4,0,21,0,3,0,0,5,0,0,0,5,9,0,16,0,3,0,0,6,0,0,0,6,32,3,39,118,81,17,9,225,3,0,3,228,70,32,327
108041162,440,121,37,602,412,220,15,16,653,18,6,28,680,134,39,854,443,255,20,9,726,19,16,37,765,184,58,1011,471,329,31,16,847,42,14,50,902,250,62,1219,403,308,28,11,745,38,23,57,807,410,68,1287,207,245,27,6,486,27,18,49,533,817,71,1415,63,105,10,5,183,7,3,12,192,1409,106,1712,11,48,3,3,71,0,3,7,75,1320,116,1506,10,22,0,4,35,0,0,0,35,2138,282,2459,2899,2249,229,115,5492,267,188,453,5945,7457,966,14367
108041163,1138,199,47,1380,908,434,22,11,1385,45,16,64,1450,199,71,1715,994,460,32,21,1502,51,21,72,1573,212,69,1864,871,471,42,17,1394,42,25,72,1464,290,86,1836,826,444,52,16,1338,43,32,77,1423,478,95,1996,406,355,38,3,804,40,22,61,862,847,113,1823,110,199,14,3,322,3,10,7,337,1504,116,1955,28,82,3,7,123,0,3,3,128,1540,124,1786,11,36,0,5,48,0,0,3,49,3043,285,3379,6565,4385,381,169,11502,444,350,792,12303,9573,1264,23143
108041164,653,132,40,825,426,199,15,13,653,20,14,30,683,181,46,906,436,216,21,14,686,20,17,40,725,155,55,929,427,233,15,7,680,33,13,49,730,224,74,1031,360,218,37,15,624,18,9,31,655,346,66,1074,207,205,14,3,431,20,17,39,470,580,67,1117,94,104,16,3,217,0,0,3,221,1059,120,1397,28,53,6,6,84,0,0,0,88,1125,113,1324,9,32,3,5,44,0,0,0,47,2429,281,2751,3461,2326,219,117,6123,257,178,432,6557,7020,1080,14658
108041165,175,45,22,243,150,59,11,7,221,5,3,7,230,62,32,332,165,92,6,8,273,4,4,11,288,62,32,377,198,98,5,4,314,5,3,8,326,81,41,443,199,119,11,3,333,4,8,15,349,143,50,543,114,121,13,5,247,6,10,11,267,188,39,491,58,40,4,6,107,0,0,0,107,285,49,453,18,29,0,0,53,0,0,0,53,173,29,257,20,12,0,3,43,0,0,0,43,217,57,316,1311,814,94,67,2295,74,57,131,2423,1524,466,4419
108041166,425,93,44,567,331,146,11,15,493,13,7,22,517,120,44,684,338,176,18,10,543,23,11,35,582,112,47,735,316,155,27,5,502,16,11,27,531,142,41,717,303,176,28,9,513,14,13,29,542,197,43,779,165,156,19,7,343,12,10,20,364,351,40,756,57,66,7,4,138,0,4,4,142,550,48,745,26,24,8,4,65,0,0,0,65,542,44,650,6,17,0,3,30,0,0,0,31,959,80,1070,2422,1542,202,77,4242,210,132,338,4581,3725,570,8878
108051167,142,51,12,202,92,63,0,3,165,11,4,17,176,66,25,267,135,80,3,0,222,17,4,16,236,56,18,312,144,99,10,4,254,14,4,16,272,69,16,355,126,83,10,8,229,6,4,14,242,127,31,394,90,68,10,6,171,8,0,13,182,180,23,390,56,60,6,4,121,0,0,3,124,344,37,505,24,28,8,0,64,0,0,0,64,294,24,382,13,17,3,8,36,0,0,0,36,546,51,629,975,715,79,47,1815,102,37,144,1955,1965,288,4217
108051168,356,76,13,445,265,181,8,4,467,11,11,21,485,87,18,594,281,176,16,4,472,24,4,32,503,104,34,636,287,164,18,5,481,18,5,25,501,135,22,667,286,192,27,8,514,19,17,40,550,236,32,821,173,184,23,4,382,26,11,37,416,514,57,986,56,90,8,3,158,0,0,5,163,830,63,1062,11,33,6,3,57,0,4,4,65,693,56,813,7,20,3,8,34,0,0,3,36,925,137,1099,2016,1597,185,68,3874,198,132,329,4201,4054,512,8765
108051169,624,242,50,912,405,240,33,14,684,45,19,68,756,290,55,1102,466,252,27,23,773,48,15,62,834,312,68,1212,461,258,20,16,756,48,24,71,828,356,92,1270,457,296,37,11,804,43,19,64,868,496,99,1461,257,222,25,7,509,22,19,46,553,695,91,1335,77,124,13,10,222,0,7,7,226,1129,108,1470,18,47,6,6,73,0,0,3,77,1028,96,1208,11,20,3,5,49,0,0,0,49,2171,359,2584,3553,2628,299,154,6628,517,288,803,7434,8097,1268,16799
108051170,325,108,21,455,241,150,21,11,413,26,19,44,455,136,60,652,295,182,20,9,507,31,19,46,556,160,73,782,345,251,34,17,655,25,24,46,697,239,88,1029,352,240,40,15,648,30,27,63,710,381,106,1192,228,211,26,12,486,26,20,48,530,689,103,1325,70,133,8,11,221,0,0,3,223,973,91,1294,42,53,4,6,108,0,0,0,106,827,90,1017,25,28,4,7,60,0,0,0,59,935,93,1091,2186,1785,209,121,4294,270,177,447,4745,5043,873,10665
108051171,150,59,10,223,104,51,16,3,173,5,0,9,178,55,19,252,141,75,12,8,237,11,8,16,249,65,17,334,152,80,9,3,241,17,3,16,258,109,29,393,123,82,19,8,232,16,7,19,253,133,23,408,90,58,12,7,161,11,3,18,180,190,15,382,25,24,0,0,54,0,4,4,57,292,28,380,3,9,0,0,16,0,0,0,14,279,19,310,0,5,0,0,9,3,0,3,12,552,77,642,990,695,126,53,1868,135,62,200,2066,2084,281,4428
