SA2_MAINCODE_2016,C11_Rel_NS_0_14,C11_Rel_NS_15_24,C11_Rel_NS_25_34,C11_Rel_NS_35_44,C11_Rel_NS_45_54,C11_Rel_NS_55_64,C11_Rel_NS_65_74,C11_Rel_NS_75_84,C11_Rel_NS_85ov,C11_Rel_NS_T,C11_Tot_0_14_yrs,C11_Tot_15_24_yrs,C11_Tot_25_34_yrs,C11_Tot_35_44_yrs,C11_Tot_45_54_yrs,C11_Tot_55_64_yrs,C11_Tot_65_74_yrs,C11_Tot_75_84_yrs,C11_Tot_85o,C11_T_T,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85oe,C16_Buddhism_Tot,C16_Christ_Angli_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Anglic_85oe,C16_Christ_Anglic_Tot,C16_Chr_Ass_Apo_0_14,C16_Chr_Ass_Apo_15_24,C16_Chr_Ass_Apo_25_34,C16_Chr_Ass_Apo_35_44,C16_Chr_Ass_Apo_45_54,C16_Chr_Ass_Apo_55_64,C16_Chr_Ass_Apo_65_74,C16_Chr_Ass_Apo_75_84,C16_Chr_Ass_Apo_85ov,C16_Chr_Ass_Apo_Tot,C16_Chr_Bapt_0_14,C16_Chr_Bapt_15_24,C16_Chr_Bapt_25_34,C16_Chr_Bapt_35_44,C16_Chr_Bapt_45_54,C16_Chr_Bapt_55_64,C16_Chr_Bapt_65_74,C16_Chr_Bapt_75_84,C16_Chr_Bapt_85ov,C16_Chr_Bapt_Tot,C16_Chr_Breth_0_14,C16_Chr_Bret_15_24,C16_Chr_Bret_25_34,C16_Chr_Bret_35_44,C16_Chr_Bret_45_54,C16_Chr_Bret_55_64,C16_Chr_Bret_65_74,C16_Chr_Bret_75_84,C16_Chr_Breth_85ov,C16_Chr_Bret_To,C16_Chr_Cath_0_14,C16_Chr_Cath_15_24,C16_Chr_Cath_25_34,C16_Chr_Cath_35_44,C16_Chr_Cath_45_54,C16_Chr_Cath_55_64,C16_Chr_Cath_65_74,C16_Chr_Cath_75_84,C16_Chr_Catho_85ov,C16_Chr_Catho_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_To,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot,C16_C_La_Da_Sai_0_14,C16_C_La_Da_Sa_15_24,C16_C_La_Da_Sa_25_34,C16_C_La_Da_Sa_35_44,C16_C_La_Da_Sa_45_54,C16_C_La_Da_Sa_55_64,C16_C_La_Da_Sa_65_74,C16_C_La_Da_Sa_75_84,C16_C_Lat_Da_Sa_85ov,C16_C_Lat_Da_Sa_Tot,C16_C_Luthe_0_14,C16_C_Luthe_15_24,C16_C_Luthe_25_34,C16_C_Luthe_35_44,C16_C_Luthe_45_54,C16_C_Luthe_55_64,C16_C_Luthe_65_74,C16_C_Luthe_75_84,C16_C_Luthe_85ov,C16_C_Luthe_Tot,C16_C_Ori_Orth_0_14,C16_C_Ori_Orth_15_24,C16_C_Ori_Orth_25_34,C16_C_Ori_Orth_35_44,C16_C_Ori_Orth_45_54,C16_C_Ori_Orth_55_64,C16_C_Ori_Orth_65_74,C16_C_Ori_Orth_75_84,C16_C_Ori_Orth_85ov,C16_C_Ori_Ort_To,C16_C_Oth_Pro_0_14,C16_C_Oth_Pro_15_24,C16_C_Oth_Pro_25_34,C16_C_Oth_Pro_35_44,C16_C_Oth_Pro_45_54,C16_C_Oth_Pro_55_64,C16_C_Oth_Pro_65_74,C16_C_Oth_Pro_75_84,C16_C_Oth_Pro_85ov,C16_C_Oth_Pro_Tot,C16_C_Pent_0_14,C16_C_Pent_15_24,C16_C_Pent_25_34,C16_C_Pent_35_44,C16_C_Pent_45_54,C16_C_Pent_55_64,C16_C_Pent_65_74,C16_C_Pent_75_84,C16_C_Pent_85ov,C16_C_Pent_Tot,C16_C_Pres_Ref_0_14,C16_C_Pres_Ref_15_24,C16_C_Pres_Ref_25_34,C16_C_Pres_Ref_35_44,C16_C_Pres_Ref_45_54,C16_C_Pres_Ref_55_64,C16_C_Pres_Ref_65_74,C16_C_Pres_Ref_75_84,C16_C_Pres_Ref_85ov,C16_C_Pres_Ref_Tot,C16_C_Sal_Army_0_14,C16_C_Sal_Army_15_24,C16_C_Sal_Army_25_34,C16_C_Sal_Army_35_44,C16_C_Sal_Army_45_54,C16_C_Sal_Army_55_64,C16_C_Sal_Army_65_74,C16_C_Sal_Army_75_84,C16_C_Sal_Army_85ov,C16_C_Sal_Army_Tot,C16_C_Sev_day_Adv_0_14,C16_C_Sev_day_Adv_15_24,C16_C_Sev_day_Adv_25_34,C16_C_Sev_day_Adv_35_44,C16_C_Sev_day_Adv_45_54,C16_C_Sev_day_Adv_55_64,C16_C_Sev_day_Adv_65_74,C16_C_Sev_day_Adv_75_84,C16_C_Sev_day_Adv_85ov,C16_C_Sev_day_Adv_Tot,C16_Chr_Unit_Ch_0_14,C16_Chr_Unit_Ch_15_24,C16_Chr_Unit_Ch_25_34,C16_Chr_Unit_Ch_35_44,C16_Chr_Unit_Ch_45_54,C16_Chr_Unit_Ch_55_64,C16_Chr_Unit_Ch_65_74,C16_Chr_Unit_Ch_75_84,C16_Chr_Unit_Ch_85ov,C16_Chr_Unit_Ch_Tot
114011273,64,31,23,34,62,46,38,30,5,340,691,346,216,420,523,503,489,278,63,3527,0,0,3,3,6,7,0,0,0,18,99,69,30,74,128,160,174,87,35,855,0,0,0,0,0,0,0,0,0,0,3,5,0,3,4,4,11,3,0,36,0,0,0,0,0,0,0,0,0,0,124,83,53,73,127,127,153,90,19,847,0,0,0,0,3,3,0,0,0,8,10,0,0,4,3,5,5,3,0,44,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,13,4,0,9,4,3,9,0,0,41,4,18,3,11,16,31,38,24,6,148,0,0,0,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,17,14,7,8,10,23,23,3,6,108
114011274,40,36,29,31,42,57,57,50,27,370,634,471,374,431,699,777,739,471,192,4790,0,0,6,0,12,5,3,3,0,27,94,58,65,93,168,243,293,197,83,1292,0,0,0,0,0,0,0,0,0,0,16,10,0,14,12,11,9,11,3,80,0,0,0,0,0,0,0,0,0,4,114,82,84,84,139,176,186,114,50,1033,0,0,0,0,0,0,0,0,0,3,9,0,0,7,3,6,13,8,0,43,0,4,3,9,5,0,6,4,0,23,4,0,0,6,0,0,0,0,0,16,0,0,0,0,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,17,7,3,8,3,8,6,7,5,0,42,31,3,17,13,22,32,51,38,13,223,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,18,13,9,8,26,32,36,13,6,157
114011275,3,0,4,3,0,0,0,0,0,15,3,0,4,5,8,10,3,0,0,39,0,0,5,0,0,0,0,0,0,5,0,0,0,0,4,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114011276,74,33,33,54,69,79,51,41,18,446,557,299,318,377,571,660,562,364,118,3821,11,4,4,7,3,7,7,0,0,50,82,45,61,81,104,179,216,104,61,922,0,0,0,0,0,0,0,0,0,0,3,4,6,0,9,17,15,3,4,58,0,0,0,0,0,0,0,0,0,0,108,74,78,89,106,171,167,67,28,890,0,0,0,0,0,0,0,0,0,0,5,5,0,5,6,9,22,20,5,73,0,6,3,4,3,6,0,3,0,25,0,0,3,0,0,0,0,3,0,7,0,0,0,0,4,0,0,6,0,21,3,0,0,0,0,0,0,0,0,6,0,3,3,0,4,0,0,0,3,13,3,0,3,3,3,14,3,0,0,30,9,3,8,3,11,18,23,15,14,111,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,0,0,0,3,6,7,11,9,16,25,26,11,11,117
114011277,307,167,129,154,159,133,117,70,41,1286,2932,1971,1463,1811,2108,2123,1530,964,338,15236,11,15,16,12,26,14,14,3,0,113,481,338,286,325,491,636,621,369,150,3696,0,0,0,0,0,0,0,0,0,0,41,24,18,29,33,53,40,11,13,262,0,0,0,0,0,0,0,0,0,4,577,345,289,351,380,468,360,217,65,3061,16,3,9,9,10,14,12,8,3,73,5,7,6,10,8,4,4,4,4,61,22,8,5,5,7,10,13,3,8,82,7,3,0,9,0,3,3,3,0,30,4,3,3,3,4,11,6,9,3,47,0,0,0,0,0,3,0,0,0,3,0,0,4,3,3,0,0,3,5,21,47,37,35,21,34,42,27,7,3,253,48,52,40,48,90,148,117,89,29,654,5,7,3,3,8,3,9,0,0,32,0,3,0,0,6,7,4,0,3,18,69,54,29,50,75,124,131,73,35,636
114011278,483,480,446,359,342,183,142,119,73,2632,3748,2511,2259,2271,2397,1997,1484,1019,426,18105,38,26,32,55,29,23,13,0,0,205,712,385,393,455,547,600,624,333,135,4191,0,0,0,0,0,0,0,0,0,0,69,40,48,47,34,38,41,17,7,331,0,0,0,0,0,0,0,0,0,3,845,513,487,413,495,495,426,241,71,3983,8,3,3,3,4,6,3,4,0,33,11,10,9,15,12,12,19,5,0,91,14,0,15,6,13,24,17,9,8,112,10,3,3,0,3,3,7,0,0,35,0,3,0,0,3,3,15,5,3,44,3,0,0,3,0,0,0,0,0,13,3,8,0,7,11,16,11,4,7,68,52,36,23,21,20,16,19,10,0,191,56,40,49,70,102,125,142,99,50,721,14,12,7,18,13,14,23,8,3,116,0,0,3,0,0,3,3,4,0,15,91,52,76,71,74,97,107,45,28,642
114011279,258,113,93,111,163,123,120,107,45,1145,2409,1237,1006,1409,1594,1762,1750,1082,365,12610,20,7,11,12,18,19,4,3,0,96,435,301,198,330,478,601,743,498,178,3756,0,0,0,0,0,0,0,0,0,0,24,12,11,18,18,27,33,23,4,172,0,0,0,0,0,0,0,0,0,0,438,253,210,269,363,442,497,326,91,2889,0,0,0,0,0,0,0,0,0,3,16,6,7,14,14,14,37,19,3,118,16,3,16,13,12,16,28,12,3,129,8,3,7,0,0,4,0,0,0,26,3,0,3,4,7,14,14,19,7,64,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,7,12,5,9,49,17,9,6,9,6,14,22,8,0,96,22,12,11,20,33,76,100,66,19,362,5,4,0,3,3,13,15,3,0,50,0,0,3,0,0,3,0,0,0,13,35,29,23,22,34,76,104,61,16,402
114011280,44,20,23,20,39,42,47,26,24,294,495,288,223,324,537,718,813,525,207,4132,0,0,3,4,5,11,3,4,0,22,116,73,40,95,132,230,366,219,109,1392,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,9,20,3,3,47,0,0,0,0,0,0,0,0,0,0,76,50,51,67,105,190,222,130,41,924,0,0,0,0,0,0,0,0,0,0,8,0,0,4,4,3,4,0,0,30,3,4,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,17,8,3,0,4,3,3,6,0,0,27,5,9,0,9,15,36,58,31,19,181,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,17,5,9,11,19,26,61,20,9,187
114011281,59,35,25,47,41,47,32,17,3,301,585,387,214,444,550,616,344,125,26,3295,7,0,0,9,3,4,3,0,0,31,92,67,33,97,134,157,152,40,17,791,0,0,0,0,0,0,0,0,0,0,15,4,6,4,8,10,10,0,0,58,0,0,0,0,0,0,0,0,0,0,106,81,38,63,115,123,84,29,9,643,0,0,0,0,0,0,0,0,0,0,3,3,3,3,9,3,3,7,0,32,0,0,0,0,7,3,8,0,0,13,0,0,0,0,3,0,3,0,0,5,0,0,0,0,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,4,9,6,4,3,8,3,3,0,0,46,9,7,7,11,21,29,18,11,7,124,0,0,0,0,5,0,3,0,0,10,3,0,0,0,0,0,0,3,0,8,7,11,8,8,17,27,17,3,0,96
114011282,233,109,84,138,146,163,144,139,87,1238,2344,1409,936,1504,1926,2147,2014,1386,496,14148,38,22,22,23,39,34,12,0,0,192,420,217,160,301,412,681,802,507,250,3743,0,0,0,0,0,0,0,0,0,0,43,22,17,29,38,49,46,46,8,309,0,0,0,0,0,0,0,0,0,0,479,285,244,321,419,552,612,358,100,3372,0,0,0,0,0,0,4,4,0,9,4,6,0,5,15,10,19,7,3,70,11,4,0,9,8,11,10,6,0,68,5,0,4,0,0,0,3,0,0,10,0,3,3,0,9,11,11,4,6,55,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,11,11,13,6,46,15,3,9,6,12,12,13,4,4,76,25,8,13,25,46,97,108,81,29,430,9,0,3,0,4,0,4,7,0,24,4,0,0,0,0,3,0,4,3,15,91,55,33,54,73,123,135,109,36,711
114011283,49,34,24,25,60,76,45,25,10,338,734,356,257,487,770,945,679,328,80,4642,18,9,4,3,17,11,3,0,0,74,128,54,45,100,167,289,271,127,34,1200,0,0,0,0,0,0,0,0,0,0,9,3,3,8,9,11,25,4,3,64,0,0,0,0,0,0,0,0,0,0,118,84,61,80,150,173,168,72,23,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,15,0,7,0,3,10,3,10,3,0,31,0,0,0,0,0,3,0,0,3,7,0,0,0,0,3,4,3,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,7,0,0,0,0,0,7,3,0,0,15,3,3,5,9,17,43,52,19,4,146,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,3,0,0,0,3,14,16,10,17,22,49,56,27,7,216
114021284,154,86,51,98,115,155,105,80,40,882,2095,1124,660,1268,1661,1819,1822,1147,557,12151,14,7,9,23,9,15,17,4,0,95,408,202,89,247,410,443,730,601,266,3398,0,0,0,0,0,0,0,0,0,0,15,3,3,17,17,20,31,21,14,144,27,12,21,10,4,8,0,3,0,87,549,298,142,287,405,363,469,318,113,2945,5,0,6,3,0,4,6,0,5,33,18,10,3,16,19,14,26,5,5,128,10,0,8,10,6,8,7,3,0,58,0,3,0,0,0,3,0,0,0,12,3,3,3,0,5,8,7,13,3,49,0,0,3,0,0,0,0,0,0,5,4,3,3,0,0,3,11,3,0,29,6,12,15,4,9,20,16,4,0,84,27,17,13,20,51,68,119,83,38,424,0,3,0,4,3,4,0,0,0,22,5,8,0,0,5,3,9,4,4,33,59,36,14,30,52,73,158,104,42,571
114021285,113,55,40,68,61,41,49,18,3,448,1413,727,578,867,877,608,424,147,30,5673,5,3,4,8,7,9,3,0,0,38,374,191,159,238,273,227,159,74,19,1714,0,0,0,0,0,0,0,0,0,0,28,11,13,18,9,10,12,3,0,89,0,0,0,0,0,0,0,0,0,0,334,216,184,178,233,153,136,35,9,1482,0,0,0,0,0,0,3,0,0,0,12,4,3,11,12,9,5,6,0,56,7,3,4,3,3,0,6,0,0,28,0,0,0,4,0,0,4,0,0,10,0,0,0,0,3,5,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,0,0,23,8,5,0,4,8,3,0,0,0,40,13,12,15,15,29,31,21,14,3,153,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,5,22,19,9,21,26,16,16,10,0,145
114021286,153,117,53,98,89,84,74,61,44,780,1543,1037,652,953,1115,1145,893,573,190,8104,16,8,18,17,13,15,5,4,0,85,261,200,117,172,258,301,328,224,78,1938,0,0,0,0,0,0,0,0,0,0,9,3,10,8,12,20,25,15,3,94,0,0,0,0,0,0,0,0,0,0,380,279,195,228,289,302,258,134,52,2107,0,0,0,0,0,9,3,3,0,14,14,13,9,3,10,12,9,7,0,79,21,3,11,20,0,9,10,7,0,84,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,5,0,0,17,0,0,3,0,0,0,0,0,0,3,3,3,0,4,6,3,3,0,0,26,29,13,4,14,14,12,7,3,0,102,8,12,7,14,22,49,82,49,29,278,0,0,0,0,0,0,3,3,0,11,0,0,0,0,5,4,3,4,0,20,37,27,19,23,35,55,70,64,27,349
114021287,121,71,82,92,67,93,68,37,37,680,1781,1039,848,1097,1254,1162,969,556,224,8935,17,28,17,16,13,7,10,4,0,105,342,183,196,278,370,387,430,217,106,2508,0,0,0,0,0,0,0,0,0,0,4,9,4,7,7,12,11,12,4,74,10,20,12,0,13,7,3,3,3,74,452,255,193,207,313,275,266,130,50,2143,0,0,0,0,0,0,0,0,0,3,6,0,8,7,6,7,12,0,0,45,10,3,4,12,7,9,15,3,0,55,0,3,0,0,3,8,4,3,0,22,0,0,0,0,0,4,3,0,8,18,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,3,6,0,22,12,7,5,12,7,12,9,0,0,67,17,15,20,29,44,60,55,35,19,294,3,0,3,0,3,0,0,3,0,8,0,0,0,0,3,4,0,0,5,15,38,43,34,39,44,70,58,51,15,393
114021288,59,32,17,31,43,42,35,18,0,273,663,322,219,460,493,569,448,161,32,3373,0,0,0,4,9,13,7,3,0,28,163,62,61,84,165,119,179,75,12,924,0,0,0,0,0,0,0,0,0,0,10,4,3,7,3,3,0,0,0,32,0,0,0,0,0,0,3,0,0,3,126,61,43,69,100,107,90,32,9,634,0,0,0,0,0,0,4,0,0,5,4,0,0,0,9,3,8,0,0,22,4,0,9,0,0,0,0,0,0,17,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,3,5,7,0,0,0,19,3,12,3,8,21,13,25,10,4,92,4,0,0,3,0,0,0,0,0,8,0,3,0,3,4,3,0,0,0,15,19,25,9,12,20,30,21,8,3,145
114021289,74,47,25,60,82,84,87,24,13,495,1080,518,344,744,921,1086,895,418,136,6148,9,5,3,13,18,32,9,0,0,93,216,106,84,175,238,277,381,196,81,1764,0,0,0,0,0,0,0,0,0,0,10,8,5,7,7,13,16,5,0,78,0,0,0,0,0,0,0,0,0,0,277,144,94,133,199,186,196,85,33,1357,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8,3,4,3,0,33,8,0,3,7,4,3,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,3,4,25,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,10,4,5,4,0,8,9,0,0,0,36,21,7,17,14,39,47,72,27,6,243,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,23,8,21,32,41,52,32,13,241
115011290,271,130,169,201,140,114,69,32,13,1139,4635,2210,2897,3703,2656,2299,1798,811,333,21349,135,55,112,200,115,84,43,19,3,764,578,256,257,511,463,365,516,307,138,3395,0,0,0,0,0,0,0,0,0,8,75,34,49,62,54,34,54,31,22,418,0,0,0,0,0,0,0,0,0,0,1303,653,582,945,787,624,587,315,129,5926,0,4,3,3,3,4,3,4,0,18,113,49,31,68,92,53,47,32,6,493,6,3,0,5,7,3,4,3,0,30,21,11,8,15,11,4,0,3,0,67,10,3,3,9,9,8,7,10,4,55,22,10,18,19,11,12,7,3,3,109,32,10,9,26,26,20,9,9,0,144,77,39,59,70,50,34,19,5,5,355,115,66,42,101,125,84,88,44,29,701,9,3,3,3,3,0,3,3,0,32,8,0,4,12,9,0,5,3,0,49,88,59,54,88,79,85,125,64,33,671
115011291,172,154,104,111,122,101,49,30,8,841,3793,3049,1729,2613,3085,2561,1241,443,105,18615,99,58,70,123,106,132,64,16,4,669,345,288,138,275,402,377,400,166,39,2432,0,0,0,0,0,0,3,0,0,10,39,24,23,33,31,58,44,11,3,269,0,0,0,0,0,0,0,0,0,7,1157,905,461,641,856,709,521,159,50,5470,9,0,5,5,3,12,0,0,0,29,92,69,29,65,85,44,30,14,4,430,4,0,0,3,5,7,0,0,0,22,14,9,13,7,6,8,4,4,0,63,4,9,3,6,8,9,15,11,0,57,31,26,18,22,8,21,4,4,3,142,23,25,5,20,29,15,11,4,4,141,118,420,199,75,79,80,35,5,3,1006,51,35,36,61,75,81,61,20,3,419,10,3,3,3,3,4,5,0,0,35,6,3,3,9,14,11,5,3,0,50,66,80,42,60,86,106,80,34,15,570
115011294,68,42,28,32,49,47,18,15,5,302,1066,939,413,668,977,847,496,324,99,5831,5,3,3,11,9,11,0,0,0,40,219,164,74,128,192,208,225,180,84,1478,0,0,0,0,0,0,0,0,0,0,20,16,17,13,20,25,22,7,7,137,0,0,0,0,0,0,0,0,0,4,403,291,106,217,292,252,179,112,35,1883,0,3,0,0,0,0,0,4,0,8,14,11,13,13,19,16,7,9,4,101,3,0,0,0,0,3,0,3,0,14,0,3,0,5,0,3,0,0,0,12,0,3,0,0,6,3,8,3,0,17,3,0,0,0,0,0,0,0,0,3,7,7,5,0,6,10,0,3,3,36,28,29,16,12,37,13,7,4,3,155,4,10,10,4,19,24,41,32,14,160,7,0,0,5,0,0,0,0,0,13,7,5,0,3,10,4,9,4,0,40,35,26,15,27,11,48,33,45,25,261
115011296,100,99,68,62,90,101,32,16,7,564,2147,2131,1068,1386,2167,2172,927,295,155,12445,65,55,43,94,119,110,65,8,3,555,244,264,135,202,277,350,291,83,44,1892,0,0,0,0,0,3,0,0,0,3,35,45,23,27,45,68,38,10,0,291,53,11,30,12,10,5,0,0,0,135,630,542,296,332,447,526,323,108,32,3229,3,0,3,3,0,6,0,0,0,21,27,31,14,14,32,28,16,12,4,175,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,7,0,3,3,3,5,9,9,4,3,44,3,10,3,8,8,10,3,3,0,37,8,19,8,3,24,22,3,3,3,102,34,26,23,16,29,22,10,3,0,164,39,33,32,37,53,85,55,22,13,370,0,3,0,0,3,0,0,0,0,11,5,4,0,5,9,10,7,0,3,45,54,50,22,29,57,75,79,28,18,416
115011553,69,72,87,60,58,42,29,18,9,439,1426,907,1067,1147,955,804,563,275,69,7216,24,23,39,44,35,39,18,8,0,221,164,83,71,139,121,120,164,77,31,974,0,0,0,0,0,0,0,0,0,0,38,14,17,21,17,15,19,6,3,150,0,0,0,0,0,0,0,0,0,0,458,260,233,314,254,235,192,83,26,2051,0,0,0,0,0,0,0,3,0,4,36,16,13,20,29,6,8,8,0,142,0,0,0,0,0,3,0,0,0,6,0,0,3,0,0,0,0,0,0,6,0,3,0,0,4,3,3,0,0,24,4,3,0,10,3,3,3,0,0,31,8,13,3,8,13,13,4,0,0,67,34,22,15,31,25,19,10,0,0,149,34,36,11,29,44,35,32,21,8,251,0,0,0,0,3,0,0,5,0,15,5,6,4,7,7,3,3,5,0,38,19,16,13,24,26,30,44,13,6,194
115011554,52,39,17,26,38,19,14,28,32,262,854,825,262,566,881,459,317,612,799,5581,11,38,23,31,36,41,11,9,9,210,100,97,25,72,117,71,133,216,257,1087,0,0,0,0,0,0,0,0,0,0,30,15,7,13,19,17,6,16,4,127,0,0,0,0,0,0,0,0,0,0,176,188,70,102,176,165,97,88,59,1129,0,0,0,0,0,0,0,0,0,0,3,12,3,8,12,4,4,4,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11,4,0,0,4,4,0,3,3,0,18,3,5,4,0,5,3,3,5,0,33,7,4,0,3,10,8,5,0,3,31,10,20,10,6,13,13,7,3,3,75,26,13,0,14,18,15,15,19,38,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,15,17,24,11,6,14,22,24,24,26,164
115011555,99,76,56,78,89,92,41,34,19,585,2122,1708,1021,1470,1789,1762,943,437,120,11367,48,22,43,73,47,58,46,6,8,353,267,204,111,211,282,296,301,137,41,1852,0,0,0,0,0,0,0,0,0,0,41,17,14,37,30,34,32,10,8,220,9,3,3,6,0,0,0,0,0,18,771,486,243,387,535,461,368,161,54,3465,3,3,3,3,6,7,5,0,0,29,30,34,13,31,27,26,36,12,3,216,0,0,4,4,3,4,5,0,0,20,17,7,4,11,11,4,0,0,0,48,7,4,0,3,10,8,7,4,0,41,3,9,7,0,12,10,0,3,0,52,8,10,3,3,20,10,7,3,0,66,55,46,23,25,35,31,18,7,0,240,46,38,12,46,55,55,48,25,8,340,0,0,0,0,0,0,3,0,0,5,11,3,0,10,4,4,4,0,0,39,58,52,27,33,60,60,58,22,10,382
115011556,96,79,80,68,64,65,30,12,0,499,1738,1174,1091,1293,1234,1218,719,304,115,8878,47,31,38,75,38,65,24,10,10,333,188,131,94,150,181,215,226,98,34,1307,0,0,0,0,0,0,0,0,0,0,39,31,23,36,23,18,26,6,5,202,3,0,0,3,0,0,0,0,0,4,556,341,208,325,343,312,274,121,27,2502,0,0,0,0,3,0,0,0,0,4,45,24,13,38,31,18,12,11,3,190,6,5,7,0,5,4,0,0,0,24,7,5,0,5,0,3,5,0,0,31,3,0,0,3,0,4,0,3,0,24,10,13,4,5,5,5,4,3,0,45,13,5,0,9,13,9,10,0,0,60,32,26,16,29,29,10,10,5,0,161,63,25,29,42,58,35,40,11,5,307,0,0,0,4,5,4,0,0,0,11,15,7,4,14,11,3,6,0,0,65,22,36,17,35,35,61,36,20,5,266
115011557,55,39,36,22,43,28,19,5,3,244,1256,753,492,833,857,591,249,92,25,5146,40,32,43,45,42,50,20,4,0,274,133,71,39,90,104,96,70,22,7,637,4,0,0,0,0,0,0,0,0,6,20,10,14,15,16,20,14,4,0,107,5,5,3,3,0,3,0,0,0,20,337,284,125,167,273,175,131,37,15,1541,0,0,0,0,0,0,0,0,0,6,33,19,10,17,28,8,3,0,0,124,0,4,0,0,0,0,0,0,0,8,3,6,0,0,4,0,3,0,0,19,4,0,0,0,4,0,3,0,0,17,12,10,17,5,3,11,4,0,0,67,7,3,4,3,9,5,3,0,0,41,22,18,16,16,14,11,6,0,3,116,19,15,11,21,23,16,13,3,0,129,0,0,0,0,0,0,0,0,0,0,3,10,3,0,5,8,3,4,0,34,13,9,9,8,23,14,13,0,3,82
