SA2_MAINCODE_2016,C06_CFNC_0_299,C06_CFNC_300_449,C06_CFNC_450_599,C06_CFNC_600_799,C06_CFNC_800_999,C06_CFNC_1000_1399,C06_CFNC_1400_1799,C06_CFNC_1800_2399,C06_CFNC_2400_2999,C06_CFNC_3000_3999,C06_CFNC_4000ov,C06_CFNC_NS,C06_CFNC_Tot,C06_CF_Cu15DS_0_299,C06_CF_Cu15DS_300_449,C06_CF_Cu15DS_450_599,C06_CF_Cu15DS_600_799,C06_CF_Cu15DS_800_999,C06_CF_Cu15DS_1000_1399,C06_CF_Cu15DS_1400_1799,C06_CF_Cu15DS_1800_2399,C06_CF_Cu15DS_2400_2999,C06_CF_Cu15DS_3000_3999,C06_CF_Cu15DS_4000ov,C06_CF_Cu15DS_NS,C06_CF_Cu15DS_Tot,C06_CF_Cu15NDS_0_299,C06_CF_Cu15NDS_300_449,C06_CF_Cu15NDS_450_599,C06_CF_Cu15NDS_600_799,C06_CF_Cu15NDS_800_999,C06_CF_Cu15NDS_1000_1399,C06_CF_Cu15NDS_1400_1799,C06_CF_Cu15NDS_1800_2399,C06_CF_Cu15NDS_2400_2999,C06_CF_Cu15NDS_3000_3999,C06_CF_Cu15NDS_4000ov,C06_CF_Cu15NDS_NS,C06_CF_Cu15NDS_Tot,C06_CF_NCu15DS_0_299,C06_CF_NCu15DS_300_449,C06_CF_NCu15DS_450_599,C06_CF_NCu15DS_600_799,C06_CF_NCu15DS_800_999,C06_CF_NCu15DS_1000_1399,C06_CF_NCu15DS_1400_1799,C06_CF_NCu15DS_1800_2399,C06_CF_NCu15DS_2400_2999,C06_CF_NCu15DS_3000_3999,C06_CF_NCu15DS_4000ov,C06_CF_NCu15DS_NS,C06_CF_NCu15DS_Tot,C06_CF_NDCO_0_299,C06_CF_NDCO_300_449,C06_CF_NDCO_450_599,C06_CF_NDCO_600_799,C06_CF_NDCO_800_999,C06_CF_NDCO_1000_1399,C06_CF_NDCO_1400_1799,C06_CF_NDCO_1800_2399,C06_CF_NDCO_2400_2999,C06_CF_NDCO_3000_3999,C06_CF_NDCO_4000ov,C06_CF_NDCO_NS,C06_CF_NDCO_Tot,C06_CF_T_0_299,C06_CF_T_300_449,C06_CF_T_450_599,C06_CF_T_600_799,C06_CF_T_800_999,C06_CF_T_1000_1399,C06_CF_T_1400_1799,C06_CF_T_1800_2399,C06_CF_T_2400_2999,C06_CF_T_3000_3999,C06_CF_T_4000ov,C06_CF_T_NS,C06_CF_T_T,C06_1PF_Cu15DS_0_299,C06_1PF_Cu15DS_300_449,C06_1PF_Cu15DS_450_599,C06_1PF_Cu15DS_600_799,C06_1PF_Cu15DS_800_999,C06_1PF_Cu15DS_1000_1399,C06_1PF_Cu15DS_1400_1799,C06_1PF_Cu15DS_1800_2399,C06_1PF_Cu15DS_2400_2999,C06_1PF_Cu15DS_3000_3999,C06_1PF_Cu15DS_4000ov,C06_1PF_Cu15DS_NS,C06_1PF_Cu15DS_Tot,C06_1PF_CU15_NDS_0_299,C06_1PF_CU15_NDS_300_449,C06_1PF_CU15_NDS_450_599,C06_1PF_CU15_NDS_600_799,C06_1PF_CU15_NDS_800_999,C06_1PF_CU15_NDS_1000_1399,C06_1PF_CU15_NDS_1400_1799,C06_1PF_CU15_NDS_1800_2399,C06_1PF_CU15_NDS_2400_2999,C06_1PF_CU15_NDS_3000_3999,C06_1PF_CU15_NDS_4000ov,C06_1PF_CU15_NDS_NS,C06_1PF_CU15_NDS_Tot,C06_1PF_NCu15DS_0_299,C06_1PF_NCu15DS_300_449,C06_1PF_NCu15DS_450_599,C06_1PF_NCu15DS_600_799,C06_1PF_NCu15DS_800_999,C06_1PF_NCu15DS_1000_1399,C06_1PF_NCu15DS_1400_1799,C06_1PF_NCu15DS_1800_2399,C06_1PF_NCu15DS_2400_2999,C06_1PF_NCu15DS_3000_3999,C06_1PF_NCu15DS_4000ov,C06_1PF_NCu15DS_NS,C06_1PF_NCu15DS_Tot,C06_1PF_NDCO_0_299,C06_1PF_NDCO_300_449,C06_1PF_NDCO_450_599,C06_1PF_NDCO_600_799,C06_1PF_NDCO_800_999,C06_1PF_NDCO_1000_1399,C06_1PF_NDCO_1400_1799,C06_1PF_NDCO_1800_2399,C06_1PF_NDCO_2400_2999,C06_1PF_NDCO_3000_3999,C06_1PF_NDCO_4000ov,C06_1PF_NDCO_NS,C06_1PF_NDCO_Tot,C06_1PF_T0_299,C06_1PF_T300_449,C06_1PF_T450_599,C06_1PF_T600_799,C06_1PF_T800_999,C06_1PF_T1000_1399,C06_1PF_T1400_1799,C06_1PF_T1800_2399,C06_1PF_T2400_2999,C06_1PF_T3000_3999,C06_1PF_T4000ov,C06_1PF_TNS,C06_1PF_TT,C06_T_0_299,C06_T_300_449,C06_T_450_599,C06_T_600_799,C06_T_800_999,C06_T_1000_1399,C06_T_1400_1799,C06_T_1800_2399,C06_T_2400_2999,C06_T_3000_3999,C06_T_4000ov,C06_T_NS,C06_T_T,C11_CFNC_0_299,C11_CFNC_300_449,C11_CFNC_450_599,C11_CFNC_600_799,C11_CFNC_800_999,C11_CFNC_1000_1399,C11_CFNC_1400_1799,C11_CFNC_1800_2399,C11_CFNC_2400_2999,C11_CFNC_3000_3999,C11_CFNC_4000ov,C11_CFNC_NS,C11_CFNC_T,C11_CF_Cu15DS_0_299,C11_CF_Cu15DS_300_449,C11_CF_Cu15DS_450_599,C11_CF_Cu15DS_600_799,C11_CF_Cu15DS_800_999,C11_CF_Cu15DS_1000_1399,C11_CF_Cu15DS_1400_1799,C11_CF_Cu15DS_1800_2399,C11_CF_Cu15DS_2400_2999,C11_CF_Cu15DS_3000_3999,C11_CF_Cu15DS_4000ov,C11_CF_Cu15DS_NS,C11_CF_Cu15DS_T,C11_CF_Cu15NDS_0_299,C11_CF_Cu15NDS_300_449,C11_CF_Cu15NDS_450_599,C11_CF_Cu15NDS_600_799,C11_CF_Cu15NDS_800_999,C11_CF_Cu15NDS_1000_1399,C11_CF_Cu15NDS_1400_1799,C11_CF_Cu15NDS_1800_2399,C11_CF_Cu15NDS_2400_2999,C11_CF_Cu15NDS_3000_3999,C11_CF_Cu15NDS_4000ov,C11_CF_Cu15NDS_NS,C11_CF_Cu15NDS_Tot,C11_CF_NCu15DS_0_299,C11_CF_NCu15DS_300_449,C11_CF_NCu15DS_450_599,C11_CF_NCu15DS_600_799,C11_CF_NCu15DS_800_999
101041017,10,13,7,22,18,32,36,14,8,3,0,21,195,3,0,0,3,10,14,5,7,0,3,0,4,55,3,8,6,13,25,36,37,24,14,6,7,12,179,3,3,4,8,10,10,5,5,0,0,0,0,41,3,0,3,0,9,16,11,3,0,0,0,3,52,13,12,14,21,49,69,51,37,22,8,12,22,321,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,3,9,7,5,0,0,0,0,8,34,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,3,13,3,0,6,11,13,18,6,0,0,0,0,8,65,21,26,22,51,77,121,99,59,33,13,13,56,581,16,9,3,16,14,31,34,36,18,12,9,10,202,0,0,0,3,3,6,4,15,5,7,0,0,45,3,0,0,9,3,30,25,40,25,12,7,3,175,0,0,0,0,3
101041018,22,9,13,14,17,35,30,19,17,0,3,23,206,0,0,5,5,3,17,5,3,0,4,0,5,61,3,4,10,11,18,54,29,34,9,3,0,13,182,0,5,3,5,4,13,4,0,4,3,0,3,49,0,4,3,3,4,8,11,4,3,0,0,3,55,5,9,19,28,32,91,47,46,19,11,0,30,345,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,3,8,10,3,7,0,0,3,40,0,0,3,0,3,0,0,0,0,0,0,0,12,3,4,0,3,5,5,0,0,0,0,0,0,26,3,7,0,7,10,17,10,3,4,0,0,4,77,27,30,31,55,64,145,85,74,40,17,8,56,622,23,14,4,11,21,34,28,39,15,16,4,7,222,3,4,0,3,3,8,3,7,13,4,3,4,52,0,3,3,3,8,24,26,42,26,7,10,7,162,3,0,0,3,0
101041019,14,26,15,29,24,31,18,12,3,3,4,24,203,0,3,3,6,8,20,17,8,3,0,3,3,75,3,8,11,24,43,75,53,22,4,3,3,19,271,0,3,0,6,8,16,10,4,0,0,0,3,52,3,4,3,10,7,13,0,3,0,0,0,8,52,11,15,19,48,59,126,78,37,6,4,8,27,447,0,0,3,0,3,0,3,0,0,0,0,0,7,0,5,5,7,7,10,3,0,0,0,0,0,39,0,5,0,3,3,4,0,0,0,0,0,0,17,0,0,4,3,3,4,0,0,0,0,0,0,12,4,6,10,8,17,19,3,3,0,0,0,5,80,27,49,49,83,103,182,105,49,13,9,13,56,726,15,9,16,9,26,54,42,32,16,13,3,10,236,0,0,3,6,8,18,15,11,4,0,0,0,63,3,7,3,17,22,67,72,50,24,16,8,9,299,7,0,0,3,11
101041020,15,28,18,35,37,60,28,21,5,8,3,22,275,8,4,9,16,8,24,7,6,0,0,0,4,89,9,22,16,56,53,85,41,16,5,5,5,27,341,3,7,4,3,3,17,3,7,0,0,0,3,68,4,6,0,11,6,12,7,3,0,0,0,4,59,28,36,30,86,75,142,56,39,5,7,10,42,557,0,8,3,0,0,3,0,0,0,0,0,3,19,7,10,11,10,9,9,0,0,0,0,0,5,58,0,3,0,4,4,0,0,0,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,13,13,20,14,18,16,15,0,3,0,0,0,8,104,52,83,62,136,130,223,83,59,14,10,13,74,936,27,22,22,22,27,74,44,37,16,13,13,22,345,3,6,5,11,13,18,8,20,8,3,0,10,99,10,10,7,17,24,72,69,42,18,15,9,17,299,3,3,6,7,10
101041021,3,6,3,8,11,8,7,6,0,0,0,11,61,0,3,0,0,0,8,5,4,0,0,0,0,23,0,3,0,9,6,13,18,7,3,0,0,3,64,0,0,0,0,0,0,0,3,0,0,0,3,8,3,0,0,3,3,0,3,0,0,0,0,0,17,4,3,3,11,7,27,20,11,5,3,0,6,110,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,3,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,3,0,0,0,0,3,12,0,7,0,8,4,5,4,0,0,0,0,3,31,7,18,12,23,22,34,40,21,11,3,4,21,204,6,3,3,3,14,11,7,13,12,4,0,4,80,0,0,0,0,0,0,6,3,0,0,3,0,21,0,0,3,3,3,9,14,20,7,5,4,0,66,0,0,0,3,0
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,0,3,4,9,9,11,5,9,0,0,0,7,62,0,0,3,0,3,4,9,0,0,0,0,0,13,0,3,0,4,17,25,15,6,3,0,0,4,80,0,0,3,0,3,5,0,0,0,0,0,0,15,0,0,0,0,3,4,0,0,0,0,0,0,15,0,9,11,9,25,39,19,8,3,3,0,3,127,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,3,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,3,6,4,5,0,0,0,0,0,0,19,0,14,14,24,36,56,25,18,3,3,3,11,203,10,0,3,7,5,15,9,18,3,3,4,11,89,0,0,0,0,0,0,4,4,3,3,0,0,22,0,0,0,3,3,16,21,21,8,0,0,3,73,0,0,0,0,0
101041024,4,10,3,13,12,21,7,6,0,3,0,7,73,0,3,0,3,3,0,0,0,0,0,0,0,19,0,7,5,9,4,9,19,9,4,4,0,6,77,3,0,0,0,0,4,0,0,0,0,0,0,15,0,3,3,7,0,3,0,3,0,0,0,0,21,3,14,14,17,9,19,23,9,5,3,0,8,132,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,3,4,3,3,0,0,0,0,3,19,0,0,0,0,0,3,0,0,0,0,0,0,8,0,3,3,0,0,4,0,0,0,0,0,0,13,0,5,6,7,5,9,3,0,0,0,0,4,40,11,25,24,30,30,48,41,17,5,10,3,18,245,9,6,3,6,8,25,16,21,7,6,8,7,117,0,0,3,6,0,6,3,0,4,0,0,4,27,3,3,0,3,9,14,17,23,6,3,0,3,87,0,0,0,0,7
101041025,7,9,8,27,25,47,26,31,12,8,3,20,232,0,0,5,8,12,13,13,8,3,4,4,3,73,8,10,5,19,33,78,59,57,5,6,5,19,298,0,9,3,4,5,8,7,7,0,0,0,8,54,0,3,3,3,11,9,7,7,3,3,0,4,52,11,19,18,29,60,109,86,75,13,12,12,34,472,0,0,0,0,3,0,0,0,0,0,0,0,5,3,6,0,3,6,7,0,0,4,0,0,0,31,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,0,4,4,3,3,0,0,0,0,0,14,4,8,3,9,15,7,4,3,4,0,0,0,60,25,35,32,70,97,166,121,114,29,22,17,55,766,33,16,11,18,16,39,36,56,19,24,6,22,302,0,0,3,3,4,9,13,16,10,3,3,0,68,3,3,6,10,13,49,51,67,35,21,12,17,276,3,3,0,0,5
101041026,15,18,17,22,29,34,32,18,5,3,0,28,216,3,0,0,4,8,16,11,4,3,3,0,3,57,4,11,10,21,26,70,43,20,7,3,0,15,230,0,3,4,7,6,9,8,8,0,0,0,4,47,0,7,3,4,10,10,4,4,0,0,0,5,53,7,27,22,41,47,98,70,32,9,8,4,23,382,0,0,0,3,3,3,0,0,0,0,0,0,10,7,3,9,8,14,9,4,3,3,0,3,3,56,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,3,0,0,0,0,0,0,15,8,8,10,14,16,14,5,3,3,0,3,3,91,26,44,49,77,90,149,108,60,18,12,5,53,686,21,18,6,21,16,49,26,42,11,10,4,14,240,0,0,0,0,10,10,4,14,4,3,3,3,53,3,3,5,6,13,27,43,60,18,14,5,11,213,3,0,0,4,3
101041027,16,17,10,14,26,40,38,16,10,4,3,21,211,3,3,4,9,4,14,8,9,0,0,0,6,52,4,9,8,17,20,60,36,18,8,5,0,12,198,0,4,3,7,5,13,3,0,0,0,0,4,42,3,3,4,3,5,3,0,0,0,0,0,5,32,6,21,17,31,44,87,47,29,13,12,0,22,325,0,0,6,0,3,3,0,0,0,0,0,0,16,0,4,4,3,7,0,0,0,0,0,3,5,29,0,5,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,3,10,0,4,6,14,11,9,0,3,0,0,3,11,68,28,42,38,63,81,130,82,43,16,16,8,54,603,27,14,5,14,18,45,43,45,9,14,14,13,259,0,3,0,0,3,10,6,9,0,7,0,0,33,4,7,0,9,10,37,33,37,13,12,5,6,177,0,3,0,0,4
101051539,22,23,16,58,73,133,78,56,11,6,5,45,537,4,7,11,9,29,38,37,20,4,7,0,13,184,12,20,25,66,87,194,158,100,24,11,4,22,724,0,6,10,17,11,27,14,7,3,5,0,6,108,3,6,13,22,21,34,23,12,6,3,0,23,162,21,38,55,116,156,288,237,146,38,19,8,65,1182,0,3,0,4,3,4,3,0,0,0,0,0,23,5,6,6,23,22,34,17,8,3,0,0,7,129,0,0,3,3,3,3,4,0,0,0,0,0,22,5,7,9,11,4,7,3,6,0,0,0,9,57,11,12,22,33,36,53,29,8,3,0,0,18,226,57,76,92,205,261,477,342,208,49,32,17,131,1949,22,10,19,44,42,118,133,101,53,19,18,46,624,3,4,5,3,8,23,35,34,18,11,3,3,145,9,16,14,25,41,147,217,180,70,38,21,24,801,3,3,8,4,16
101051540,9,22,24,29,37,70,40,38,18,14,10,38,338,4,8,3,9,11,18,12,10,3,0,0,0,92,5,18,12,39,37,101,81,68,23,8,3,28,423,0,3,6,6,10,16,11,16,3,0,0,15,83,4,0,6,12,5,12,9,16,0,0,0,7,79,15,31,27,65,66,149,110,106,32,14,8,49,676,0,5,3,4,3,0,0,0,0,0,0,0,12,3,5,6,0,3,15,3,7,3,0,0,6,49,0,0,0,3,0,3,0,0,0,0,0,0,7,5,4,3,10,3,3,3,4,0,0,0,3,35,5,11,8,17,9,22,5,12,5,0,0,12,105,29,63,61,115,109,232,160,154,52,27,11,97,1119,29,9,10,36,29,70,51,73,47,41,15,17,426,4,0,3,3,3,18,22,20,15,10,7,10,100,19,6,3,10,14,76,64,90,51,34,19,24,409,6,3,3,3,5
101061541,6,9,5,13,18,52,38,23,16,6,3,19,204,0,3,0,0,11,10,11,6,4,0,0,3,57,0,3,8,18,43,64,45,32,10,10,9,15,261,0,0,3,3,3,6,8,3,0,0,0,3,29,0,3,3,5,3,12,3,3,3,0,0,0,41,0,8,15,33,60,97,67,45,15,8,10,23,384,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,6,5,9,3,0,0,0,0,37,0,0,0,4,0,0,0,0,0,0,0,0,7,0,5,0,0,3,7,0,0,0,0,0,4,23,3,7,4,9,14,12,6,3,3,0,0,3,76,11,23,22,59,96,163,117,68,33,16,10,53,659,12,5,6,9,13,19,28,50,31,29,17,16,230,0,0,0,0,4,4,13,9,6,8,3,4,60,6,3,0,8,5,44,47,95,52,28,10,13,310,0,3,0,0,3
101061542,13,11,15,18,31,56,55,63,35,34,8,48,384,0,3,7,5,5,14,20,14,11,9,6,8,96,5,8,15,21,32,75,69,85,60,30,14,25,449,0,0,0,6,3,10,10,12,4,4,4,4,66,7,3,9,8,6,18,15,11,7,0,11,3,99,13,19,25,39,39,122,110,126,90,48,34,44,711,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,7,3,3,6,5,0,4,5,0,5,40,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,3,3,0,0,0,0,4,16,0,3,7,3,11,16,11,5,3,4,0,8,71,27,26,51,66,80,187,180,199,123,79,44,103,1169,26,7,12,13,16,68,54,76,76,73,52,21,498,4,3,3,0,6,10,9,22,20,28,15,6,134,9,3,4,7,15,46,89,108,91,109,57,11,557,3,0,4,0,3
101061543,13,20,11,28,32,60,19,10,5,0,3,33,243,0,4,8,16,9,28,3,10,7,0,0,4,90,7,22,23,58,63,111,77,40,13,6,4,20,446,3,5,4,8,3,13,3,4,3,0,0,3,50,0,6,3,12,6,9,11,0,4,0,0,5,65,10,36,46,99,93,163,90,51,22,7,3,38,646,0,0,0,0,3,3,0,0,0,0,0,0,8,3,3,8,13,9,12,5,0,0,0,0,3,50,0,3,0,3,0,0,0,0,0,0,0,0,10,3,5,0,4,8,0,0,0,0,0,0,3,25,6,11,9,22,17,17,9,0,0,0,0,4,101,27,64,65,146,144,244,118,70,23,13,6,69,990,12,16,7,17,26,66,29,22,7,8,4,7,228,0,3,3,4,9,26,25,17,5,5,3,0,108,3,7,9,16,26,106,99,76,21,22,4,9,401,3,0,3,6,4
101061544,13,15,17,20,29,24,11,6,3,3,3,40,191,0,3,6,11,6,10,3,3,0,0,5,5,48,3,19,21,32,34,42,24,16,3,6,3,25,223,0,3,3,6,4,4,0,0,0,0,0,4,28,0,4,3,9,6,9,0,0,0,0,0,9,43,5,30,36,54,55,61,32,21,3,6,8,37,344,0,0,0,6,0,0,0,0,0,0,0,0,14,3,9,8,12,3,0,0,0,0,0,0,3,39,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,5,8,3,14,10,19,9,3,4,3,0,4,0,10,71,16,61,68,91,87,88,41,32,10,13,7,90,601,37,16,13,27,33,42,26,18,11,3,10,10,238,7,0,0,3,13,12,6,6,0,6,0,3,63,19,8,9,12,22,38,35,27,3,10,4,17,203,3,3,5,3,0
102011028,4,5,4,7,6,23,19,35,26,13,5,7,165,0,3,3,5,8,21,18,13,7,13,3,8,93,0,13,4,9,17,56,67,78,45,32,13,21,368,3,5,3,10,5,19,14,17,11,4,0,5,93,0,4,0,7,3,10,11,9,3,4,0,3,68,3,19,10,32,30,109,113,120,70,54,24,41,621,0,0,0,3,0,3,3,0,0,0,0,3,14,0,7,0,0,5,15,9,4,0,3,0,0,44,0,0,3,3,5,3,9,0,0,0,0,4,33,3,3,0,0,0,7,4,5,0,0,0,4,24,3,11,3,8,13,31,22,11,3,9,5,8,121,14,41,20,45,58,160,155,165,98,71,30,54,906,9,7,3,7,8,18,15,40,30,29,14,13,193,4,0,0,6,0,10,19,18,13,16,5,0,94,4,0,4,3,9,26,46,77,75,79,38,9,371,8,0,3,4,8
102011029,4,17,8,16,18,33,35,66,31,22,15,27,292,0,3,6,6,6,21,25,20,9,10,3,3,121,5,4,4,17,19,84,84,114,48,42,22,19,474,0,8,0,8,12,20,15,15,9,6,3,11,103,8,4,11,6,16,22,17,16,10,8,4,10,130,14,20,19,39,59,141,146,168,77,67,34,43,828,0,0,0,0,3,3,0,0,0,0,0,0,12,0,0,0,0,4,17,7,6,0,6,3,3,57,0,0,0,4,0,5,3,0,0,0,0,0,14,4,0,0,3,3,5,7,3,0,0,0,0,26,3,3,3,9,11,31,19,9,3,12,3,6,111,27,40,32,66,85,201,195,243,110,96,59,80,1229,28,13,8,22,9,31,30,65,54,36,25,21,344,3,3,3,0,3,14,14,27,21,15,13,0,115,3,3,7,9,7,36,46,116,88,85,36,12,445,5,0,4,3,7
102011030,0,6,9,5,7,26,13,27,11,17,15,22,144,0,0,0,0,3,7,3,3,0,6,8,3,30,0,5,3,10,9,26,25,19,8,9,9,13,140,0,0,0,3,0,3,3,0,0,3,0,3,30,4,5,0,4,0,9,4,4,4,0,5,7,42,5,10,7,13,9,46,41,26,16,23,22,28,237,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,7,0,0,0,3,3,8,5,3,3,0,3,0,29,5,15,13,21,24,75,52,53,26,39,40,52,417,18,5,6,5,7,23,14,18,9,24,23,16,162,3,0,0,0,0,5,3,7,3,3,8,3,31,3,4,0,9,0,10,22,28,13,22,27,7,144,0,3,0,0,4
102011031,11,13,11,14,12,64,64,58,39,18,17,26,358,0,3,3,9,10,28,36,21,3,7,3,6,139,4,10,12,22,32,69,95,130,72,48,29,25,541,9,0,9,9,14,32,26,27,18,15,4,7,171,9,4,4,4,3,23,8,27,12,5,0,5,106,21,20,28,48,54,149,163,215,109,78,38,48,957,0,0,0,3,0,0,0,0,0,3,0,0,16,0,0,3,3,9,14,6,9,6,3,0,3,64,0,0,0,0,3,3,7,3,0,0,4,3,18,0,3,0,4,4,3,4,3,0,0,0,4,39,7,7,6,15,16,21,23,21,4,3,0,13,139,40,36,45,76,90,232,248,296,151,100,53,87,1457,26,5,8,18,13,49,47,72,40,34,24,16,341,3,7,0,3,4,18,17,24,15,29,23,10,159,13,3,0,11,6,37,52,132,96,82,68,25,520,8,4,3,10,8
102011032,3,13,10,20,12,55,77,115,43,17,10,31,418,0,0,4,3,8,18,10,24,4,4,4,5,92,11,7,13,20,30,88,127,134,52,18,8,29,540,0,3,5,7,6,25,25,22,6,7,0,3,112,0,4,5,11,12,34,14,13,3,3,3,15,124,18,15,29,35,52,172,176,189,62,32,21,59,862,0,0,0,0,3,6,0,0,0,0,0,0,15,0,0,0,9,6,11,16,12,4,0,0,7,68,0,3,0,4,8,10,5,3,0,0,0,5,37,4,3,3,3,4,8,4,9,0,0,0,0,51,4,5,11,17,23,40,25,24,10,0,0,12,169,28,43,45,77,92,266,283,323,117,49,33,99,1447,26,12,15,19,22,69,91,130,47,37,20,24,522,5,0,0,0,3,6,21,27,17,17,10,3,113,3,4,0,12,20,53,98,215,70,38,17,17,545,4,4,3,5,5
102011033,4,4,7,11,13,35,35,65,17,5,5,16,224,0,3,4,0,6,33,19,24,12,3,0,7,110,3,10,8,8,33,93,123,116,40,11,0,32,479,0,0,3,3,7,8,15,11,0,3,0,3,59,0,0,3,3,3,11,10,10,7,3,0,8,58,6,10,23,15,51,144,161,165,64,23,3,47,703,0,0,0,0,0,0,3,0,0,0,0,5,13,0,0,4,0,3,11,4,11,8,3,0,3,46,0,3,0,0,0,3,3,0,0,0,0,0,10,0,0,0,0,3,0,5,3,0,0,0,3,22,0,4,3,6,10,17,24,12,8,3,0,7,93,10,20,26,29,69,200,212,241,85,34,7,73,1021,11,4,4,10,12,23,26,57,29,15,3,11,208,0,4,0,3,8,11,9,17,18,7,3,5,91,3,0,0,3,7,37,65,153,89,36,5,16,418,0,0,5,0,4
102011034,5,0,3,5,8,34,18,34,11,4,3,11,142,3,3,0,6,14,19,15,14,6,3,3,8,99,3,3,3,16,17,45,63,81,24,11,12,14,287,0,3,3,12,8,19,9,7,5,0,0,3,65,0,0,3,8,6,23,9,3,0,4,0,8,70,9,10,16,37,48,106,96,109,36,15,14,34,520,0,0,0,0,0,5,3,6,0,0,0,0,19,0,4,4,3,4,13,15,4,3,4,0,3,51,0,0,0,3,5,6,0,0,0,0,0,0,25,0,0,0,3,9,5,0,3,3,0,0,5,32,0,8,3,14,19,29,17,13,8,7,0,8,118,16,17,19,55,77,163,135,152,49,28,15,60,783,5,3,3,6,8,28,14,44,28,9,11,8,175,0,0,0,5,3,4,7,30,11,3,3,4,79,5,0,0,6,6,15,32,89,79,31,16,20,301,3,3,5,3,6
102011035,3,0,5,13,17,37,47,69,19,5,7,16,246,0,0,0,12,19,27,17,15,8,3,0,4,98,0,6,8,9,20,82,98,86,21,9,5,17,359,4,6,0,7,12,16,11,19,3,3,7,4,91,3,9,4,3,10,14,9,8,3,0,0,10,78,6,19,11,37,56,135,140,131,32,15,14,32,625,0,3,0,0,0,9,0,3,0,0,0,0,20,0,3,3,5,3,20,9,9,4,0,0,5,57,0,4,0,4,4,9,4,0,0,3,0,4,26,0,0,4,3,6,5,7,3,0,0,0,3,38,0,7,8,15,15,42,20,16,8,3,0,12,136,20,30,22,67,82,213,201,212,54,31,19,63,1012,9,6,7,6,12,18,43,59,14,20,5,16,218,0,4,0,3,4,9,12,19,13,9,4,3,78,3,0,0,3,10,36,62,133,43,18,7,18,333,3,0,3,4,5
102011036,9,4,0,9,14,25,41,73,24,14,3,16,229,0,6,8,6,3,18,27,31,9,4,0,6,117,4,8,5,16,23,100,100,122,34,16,8,24,452,3,5,4,5,3,14,9,22,5,3,0,7,81,3,0,3,10,5,17,9,24,0,3,4,5,82,8,18,22,46,36,148,149,195,51,24,9,37,734,0,4,0,0,0,0,4,0,0,0,0,3,16,0,0,0,3,5,10,9,9,0,3,0,3,44,0,0,0,0,0,5,3,3,0,0,0,0,12,0,0,3,3,4,9,8,3,0,0,0,0,28,0,5,5,8,10,23,23,15,3,3,0,6,104,22,28,23,60,70,194,212,282,71,36,14,65,1071,7,3,7,4,15,38,38,67,41,14,5,8,256,4,4,0,0,3,22,15,30,18,6,6,10,110,8,0,5,13,17,50,68,148,75,51,14,12,461,4,7,0,6,8
