SA2_MAINCODE_2016,C06_CFNC_0_299,C06_CFNC_300_449,C06_CFNC_450_599,C06_CFNC_600_799,C06_CFNC_800_999,C06_CFNC_1000_1399,C06_CFNC_1400_1799,C06_CFNC_1800_2399,C06_CFNC_2400_2999,C06_CFNC_3000_3999,C06_CFNC_4000ov,C06_CFNC_NS,C06_CFNC_Tot,C06_CF_Cu15DS_0_299,C06_CF_Cu15DS_300_449,C06_CF_Cu15DS_450_599,C06_CF_Cu15DS_600_799,C06_CF_Cu15DS_800_999,C06_CF_Cu15DS_1000_1399,C06_CF_Cu15DS_1400_1799,C06_CF_Cu15DS_1800_2399,C06_CF_Cu15DS_2400_2999,C06_CF_Cu15DS_3000_3999,C06_CF_Cu15DS_4000ov,C06_CF_Cu15DS_NS,C06_CF_Cu15DS_Tot,C06_CF_Cu15NDS_0_299,C06_CF_Cu15NDS_300_449,C06_CF_Cu15NDS_450_599,C06_CF_Cu15NDS_600_799,C06_CF_Cu15NDS_800_999,C06_CF_Cu15NDS_1000_1399,C06_CF_Cu15NDS_1400_1799,C06_CF_Cu15NDS_1800_2399,C06_CF_Cu15NDS_2400_2999,C06_CF_Cu15NDS_3000_3999,C06_CF_Cu15NDS_4000ov,C06_CF_Cu15NDS_NS,C06_CF_Cu15NDS_Tot,C06_CF_NCu15DS_0_299,C06_CF_NCu15DS_300_449,C06_CF_NCu15DS_450_599,C06_CF_NCu15DS_600_799,C06_CF_NCu15DS_800_999,C06_CF_NCu15DS_1000_1399,C06_CF_NCu15DS_1400_1799,C06_CF_NCu15DS_1800_2399,C06_CF_NCu15DS_2400_2999,C06_CF_NCu15DS_3000_3999,C06_CF_NCu15DS_4000ov,C06_CF_NCu15DS_NS,C06_CF_NCu15DS_Tot,C06_CF_NDCO_0_299,C06_CF_NDCO_300_449,C06_CF_NDCO_450_599,C06_CF_NDCO_600_799,C06_CF_NDCO_800_999,C06_CF_NDCO_1000_1399,C06_CF_NDCO_1400_1799,C06_CF_NDCO_1800_2399,C06_CF_NDCO_2400_2999,C06_CF_NDCO_3000_3999,C06_CF_NDCO_4000ov,C06_CF_NDCO_NS,C06_CF_NDCO_Tot,C06_CF_T_0_299,C06_CF_T_300_449,C06_CF_T_450_599,C06_CF_T_600_799,C06_CF_T_800_999,C06_CF_T_1000_1399,C06_CF_T_1400_1799,C06_CF_T_1800_2399,C06_CF_T_2400_2999,C06_CF_T_3000_3999,C06_CF_T_4000ov,C06_CF_T_NS,C06_CF_T_T,C06_1PF_Cu15DS_0_299,C06_1PF_Cu15DS_300_449,C06_1PF_Cu15DS_450_599,C06_1PF_Cu15DS_600_799,C06_1PF_Cu15DS_800_999,C06_1PF_Cu15DS_1000_1399,C06_1PF_Cu15DS_1400_1799,C06_1PF_Cu15DS_1800_2399,C06_1PF_Cu15DS_2400_2999,C06_1PF_Cu15DS_3000_3999,C06_1PF_Cu15DS_4000ov,C06_1PF_Cu15DS_NS,C06_1PF_Cu15DS_Tot,C06_1PF_CU15_NDS_0_299,C06_1PF_CU15_NDS_300_449,C06_1PF_CU15_NDS_450_599,C06_1PF_CU15_NDS_600_799,C06_1PF_CU15_NDS_800_999,C06_1PF_CU15_NDS_1000_1399,C06_1PF_CU15_NDS_1400_1799,C06_1PF_CU15_NDS_1800_2399,C06_1PF_CU15_NDS_2400_2999,C06_1PF_CU15_NDS_3000_3999,C06_1PF_CU15_NDS_4000ov,C06_1PF_CU15_NDS_NS,C06_1PF_CU15_NDS_Tot,C06_1PF_NCu15DS_0_299,C06_1PF_NCu15DS_300_449,C06_1PF_NCu15DS_450_599,C06_1PF_NCu15DS_600_799,C06_1PF_NCu15DS_800_999,C06_1PF_NCu15DS_1000_1399,C06_1PF_NCu15DS_1400_1799,C06_1PF_NCu15DS_1800_2399,C06_1PF_NCu15DS_2400_2999,C06_1PF_NCu15DS_3000_3999,C06_1PF_NCu15DS_4000ov,C06_1PF_NCu15DS_NS,C06_1PF_NCu15DS_Tot,C06_1PF_NDCO_0_299,C06_1PF_NDCO_300_449,C06_1PF_NDCO_450_599,C06_1PF_NDCO_600_799,C06_1PF_NDCO_800_999,C06_1PF_NDCO_1000_1399,C06_1PF_NDCO_1400_1799,C06_1PF_NDCO_1800_2399,C06_1PF_NDCO_2400_2999,C06_1PF_NDCO_3000_3999,C06_1PF_NDCO_4000ov,C06_1PF_NDCO_NS,C06_1PF_NDCO_Tot,C06_1PF_T0_299,C06_1PF_T300_449,C06_1PF_T450_599,C06_1PF_T600_799,C06_1PF_T800_999,C06_1PF_T1000_1399,C06_1PF_T1400_1799,C06_1PF_T1800_2399,C06_1PF_T2400_2999,C06_1PF_T3000_3999,C06_1PF_T4000ov,C06_1PF_TNS,C06_1PF_TT,C06_T_0_299,C06_T_300_449,C06_T_450_599,C06_T_600_799,C06_T_800_999,C06_T_1000_1399,C06_T_1400_1799,C06_T_1800_2399,C06_T_2400_2999,C06_T_3000_3999,C06_T_4000ov,C06_T_NS,C06_T_T,C11_CFNC_0_299,C11_CFNC_300_449,C11_CFNC_450_599,C11_CFNC_600_799,C11_CFNC_800_999,C11_CFNC_1000_1399,C11_CFNC_1400_1799,C11_CFNC_1800_2399,C11_CFNC_2400_2999,C11_CFNC_3000_3999,C11_CFNC_4000ov,C11_CFNC_NS,C11_CFNC_T,C11_CF_Cu15DS_0_299,C11_CF_Cu15DS_300_449,C11_CF_Cu15DS_450_599,C11_CF_Cu15DS_600_799,C11_CF_Cu15DS_800_999,C11_CF_Cu15DS_1000_1399,C11_CF_Cu15DS_1400_1799,C11_CF_Cu15DS_1800_2399,C11_CF_Cu15DS_2400_2999,C11_CF_Cu15DS_3000_3999,C11_CF_Cu15DS_4000ov,C11_CF_Cu15DS_NS,C11_CF_Cu15DS_T,C11_CF_Cu15NDS_0_299,C11_CF_Cu15NDS_300_449,C11_CF_Cu15NDS_450_599,C11_CF_Cu15NDS_600_799,C11_CF_Cu15NDS_800_999,C11_CF_Cu15NDS_1000_1399,C11_CF_Cu15NDS_1400_1799,C11_CF_Cu15NDS_1800_2399,C11_CF_Cu15NDS_2400_2999,C11_CF_Cu15NDS_3000_3999,C11_CF_Cu15NDS_4000ov,C11_CF_Cu15NDS_NS,C11_CF_Cu15NDS_Tot,C11_CF_NCu15DS_0_299,C11_CF_NCu15DS_300_449,C11_CF_NCu15DS_450_599,C11_CF_NCu15DS_600_799,C11_CF_NCu15DS_800_999
104021090,9,5,8,7,14,18,15,12,0,3,0,4,100,4,0,4,3,5,13,3,0,0,0,0,3,31,0,4,3,10,8,24,22,16,6,0,4,5,107,0,0,8,3,3,3,0,0,0,0,0,0,23,0,0,0,5,3,8,9,0,0,0,0,3,24,9,7,10,17,17,54,36,16,6,0,4,15,184,0,0,0,3,0,0,0,0,0,0,0,0,9,0,3,0,7,0,6,0,3,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,3,3,0,0,0,0,0,0,0,13,0,10,4,11,5,11,0,4,0,0,0,3,49,15,16,24,41,44,82,46,28,7,3,7,21,333,13,4,4,3,10,12,26,32,9,3,3,6,132,0,0,0,4,0,10,3,9,0,4,0,4,26,3,8,0,3,3,21,29,26,14,11,3,5,119,3,0,0,4,4
104021091,11,23,24,27,23,44,26,27,8,0,3,26,241,4,4,4,14,5,25,4,4,4,0,0,6,82,3,10,15,31,50,84,57,32,9,6,3,14,309,0,6,3,11,17,13,13,5,0,0,0,5,72,8,8,8,9,9,17,5,9,5,0,0,10,91,12,28,34,63,88,138,84,47,18,4,3,35,554,3,0,0,0,4,5,3,0,0,0,0,0,19,0,10,10,15,10,13,6,4,0,0,0,10,77,0,3,0,8,6,7,0,0,0,0,0,0,25,0,3,6,4,5,7,4,3,0,0,0,3,35,4,11,16,26,30,25,12,9,0,0,3,11,150,35,61,69,114,144,212,116,81,25,11,6,71,944,27,23,11,25,28,55,54,66,22,15,8,17,353,0,0,0,0,3,19,9,17,7,0,3,3,79,13,10,4,12,20,51,59,94,47,16,14,7,348,0,0,5,8,13
105011092,4,6,13,15,9,7,0,4,0,3,0,14,73,0,0,3,3,3,3,0,0,0,0,0,3,16,0,10,16,14,10,22,7,0,3,0,3,9,98,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,4,4,4,0,0,0,0,0,0,0,12,5,11,27,19,22,24,8,0,3,0,3,19,134,3,0,0,0,0,0,0,0,0,0,0,0,4,0,7,11,3,0,0,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,9,6,11,7,6,0,6,3,0,0,0,0,6,42,10,25,43,39,28,38,14,6,3,4,3,33,244,6,3,4,6,11,11,3,3,3,3,0,3,70,0,0,0,0,0,3,0,3,0,0,0,3,17,3,4,4,7,13,14,13,3,3,3,3,3,70,3,0,0,0,0
105011093,3,4,9,19,15,23,12,4,0,0,0,14,106,0,0,0,3,6,5,3,0,0,0,0,0,21,3,13,15,24,21,41,24,11,0,0,0,15,168,0,3,0,0,4,3,0,0,0,0,0,0,23,0,3,3,3,3,3,0,0,0,0,0,7,24,7,20,17,33,28,62,25,18,3,0,0,25,237,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,7,0,3,4,7,3,4,0,0,0,0,0,4,24,6,24,34,63,44,85,36,17,3,0,0,39,362,8,3,4,12,9,23,15,13,3,7,3,3,119,3,0,3,0,6,4,5,3,0,0,0,0,24,3,3,3,6,10,34,33,26,9,8,8,6,151,0,0,0,3,0
105011094,0,4,12,4,8,7,3,0,0,4,0,22,71,0,3,7,4,0,4,4,0,3,0,0,10,25,10,11,11,15,8,12,4,7,3,0,3,16,109,0,0,4,6,0,6,0,0,0,0,0,4,19,0,3,4,9,0,0,0,0,0,0,0,6,23,8,20,25,32,13,18,11,7,4,0,3,35,172,0,5,0,0,0,0,0,0,0,0,0,0,3,3,3,8,3,3,3,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,12,3,12,7,7,4,3,0,0,0,0,0,6,48,18,41,47,48,28,28,13,6,4,3,3,61,297,21,0,0,10,3,19,3,7,3,0,0,11,87,10,0,5,7,0,7,0,0,0,0,3,3,32,6,4,3,15,9,10,7,3,0,7,0,7,78,0,4,0,0,0
105011095,7,6,11,22,15,15,8,5,3,3,3,34,131,0,6,3,7,3,6,0,0,0,0,3,9,34,4,19,19,40,26,32,21,6,4,3,6,22,185,0,0,3,4,0,0,0,0,0,0,0,5,14,3,3,6,0,5,8,0,0,0,0,0,3,34,8,24,32,50,32,51,21,5,3,4,12,36,270,0,0,0,0,0,0,0,0,3,0,0,0,6,3,3,6,4,4,3,0,0,0,0,0,4,30,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,11,5,12,5,3,3,5,3,0,3,0,0,9,55,18,41,47,68,51,73,35,9,5,13,15,80,451,17,6,7,17,3,15,11,6,4,4,0,7,98,0,3,0,0,3,9,0,0,0,3,0,0,20,13,3,5,14,29,35,29,16,3,3,3,9,163,4,0,0,4,3
105011096,7,22,16,10,15,5,5,3,0,3,0,35,115,0,9,0,3,0,0,0,0,0,0,0,7,18,4,13,10,17,10,8,3,0,3,0,0,22,95,0,6,0,5,0,4,0,0,0,0,0,3,12,0,3,6,0,3,0,0,0,0,0,0,4,21,8,25,17,21,13,8,3,3,5,0,4,29,143,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,5,0,0,0,0,0,0,0,3,26,15,51,34,41,29,22,8,7,3,7,4,68,288,18,9,9,5,13,20,6,9,0,0,10,10,119,0,0,0,0,0,0,0,0,0,0,0,0,9,12,4,9,11,15,17,12,11,0,3,3,3,94,0,0,0,3,3
105021097,33,95,60,65,46,59,15,6,3,0,0,40,424,4,15,17,25,25,22,3,3,0,0,0,12,122,27,77,83,141,92,101,38,23,9,4,0,49,644,5,11,8,11,4,8,0,0,0,0,3,9,66,12,11,7,15,7,9,7,6,0,0,0,14,88,48,113,120,190,134,137,47,34,9,4,5,78,922,3,8,7,0,4,0,0,0,0,0,0,0,23,30,44,30,28,23,8,3,0,0,0,0,25,197,10,0,9,9,0,3,0,0,0,0,0,3,34,9,17,7,16,0,0,0,0,0,0,0,6,56,51,71,48,50,26,18,3,0,0,0,0,34,306,128,279,225,301,198,216,73,43,17,7,11,150,1651,37,31,48,56,60,85,52,42,14,6,4,40,475,0,6,10,11,21,26,21,11,0,0,3,7,115,4,21,30,55,79,154,96,72,20,7,14,37,581,10,9,5,8,15
105021098,0,6,6,3,0,0,0,3,0,0,4,15,37,0,0,0,0,0,0,0,0,0,0,0,3,9,3,3,3,0,0,3,3,0,3,0,4,9,36,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,4,0,0,0,0,0,0,5,10,3,5,3,5,4,8,4,0,3,3,4,10,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,10,3,8,5,9,5,10,3,5,6,3,10,31,93,18,0,3,3,3,0,0,0,0,0,3,4,44,0,0,0,3,0,0,0,0,0,0,0,0,5,7,0,0,4,4,0,0,4,0,0,7,3,29,0,0,0,0,0
105031099,16,17,17,22,27,28,7,6,0,0,5,42,192,0,9,12,9,14,4,3,3,3,0,0,8,65,8,26,27,39,30,43,15,7,3,4,3,20,224,0,7,4,3,3,4,6,0,0,0,0,3,30,4,6,3,3,4,0,0,0,0,0,0,5,28,21,48,43,46,52,52,19,12,3,5,3,34,346,0,0,0,0,3,0,0,0,0,0,0,0,4,8,5,8,6,0,0,4,0,0,0,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,0,0,3,10,8,4,13,6,4,4,0,0,0,0,0,6,57,47,66,73,73,78,89,30,19,3,10,10,82,588,26,18,7,24,22,32,13,20,3,10,9,19,207,5,3,4,3,4,13,4,8,0,0,0,0,49,22,5,11,25,32,46,25,17,8,6,5,13,221,3,7,3,3,3
105031100,10,10,10,35,41,85,62,40,10,4,3,12,317,0,3,4,7,19,27,17,21,6,0,0,6,117,6,13,11,26,52,134,97,72,19,8,3,23,461,0,0,0,17,5,22,13,14,0,0,0,10,83,3,0,3,5,9,21,7,4,0,3,0,10,69,9,15,27,57,85,200,139,104,32,14,8,41,732,0,0,0,5,0,3,0,0,0,0,0,0,15,0,3,0,13,12,21,5,8,0,0,0,3,75,0,0,0,3,3,3,3,0,0,0,0,3,18,0,0,3,0,0,5,0,0,0,0,0,0,20,0,10,5,22,15,36,10,11,3,0,0,9,122,18,31,40,114,145,326,207,151,41,21,7,64,1171,14,10,9,21,22,60,67,63,29,9,12,13,315,0,3,0,0,5,17,17,23,13,7,3,5,89,9,0,6,10,19,93,111,90,46,25,8,14,427,3,4,4,4,4
105031101,14,19,12,41,57,101,54,35,13,4,5,24,375,3,3,3,12,24,43,17,11,0,0,0,9,132,8,9,9,50,83,221,146,79,18,13,5,29,661,0,3,4,5,15,30,11,5,0,0,0,3,84,6,6,3,9,12,25,12,3,3,3,0,13,85,16,21,19,71,131,314,186,101,23,11,5,54,958,0,3,0,4,0,8,3,0,0,0,0,0,18,0,3,7,13,17,31,10,11,0,3,0,9,99,0,3,0,5,9,7,3,0,0,0,0,0,27,3,0,4,5,7,14,3,4,0,0,0,0,35,7,13,12,20,28,54,14,11,0,3,3,11,175,34,51,49,136,219,464,260,144,35,19,18,89,1513,28,7,9,19,33,87,117,90,19,5,8,26,442,0,3,0,3,11,27,22,24,10,10,0,3,114,5,15,3,10,31,158,180,169,54,29,8,29,692,6,0,0,4,10
105031102,5,17,11,23,25,35,35,24,5,4,0,15,198,0,0,0,5,13,10,9,3,3,0,4,4,53,0,8,3,25,42,81,51,39,12,3,3,13,281,0,0,0,4,3,15,3,0,0,0,0,0,31,3,3,0,5,6,20,3,3,0,0,0,6,54,7,20,11,43,61,121,68,52,15,9,7,21,421,0,0,0,0,0,0,0,0,0,0,0,4,8,0,3,0,12,12,5,4,0,0,0,0,10,43,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,3,0,6,0,0,0,0,0,4,21,0,5,4,17,9,13,8,0,0,0,0,12,74,12,43,27,79,103,167,113,71,14,11,5,51,692,6,3,8,26,24,60,33,35,25,8,3,12,248,0,0,0,0,3,12,16,15,7,6,0,3,63,3,0,4,21,28,69,64,76,34,18,3,18,345,0,0,0,0,3
105031103,6,9,8,18,16,21,24,26,8,6,3,27,159,0,3,5,3,11,20,12,7,3,0,0,8,63,6,4,5,21,27,73,38,29,6,12,0,21,245,0,0,0,3,0,7,4,6,0,4,0,6,36,0,0,3,7,6,17,6,7,0,0,0,6,52,7,6,15,32,44,115,66,53,11,14,0,34,400,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,3,3,5,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,3,3,0,0,0,0,0,16,0,3,0,11,5,6,5,5,0,3,0,3,52,11,21,22,64,66,147,92,80,16,20,4,61,605,18,3,5,10,22,38,30,26,16,7,10,29,207,5,0,3,3,0,16,14,15,8,5,6,0,74,5,0,7,7,12,49,46,48,24,17,18,13,251,0,0,0,4,3
105031104,7,11,11,11,16,15,9,3,0,3,0,38,115,0,4,0,15,9,9,0,0,0,3,0,4,38,10,11,11,17,23,26,10,5,0,0,6,14,130,0,0,4,0,7,7,0,3,0,0,0,3,17,0,0,3,4,0,3,0,0,0,0,0,3,24,8,14,19,32,32,37,15,11,0,3,7,29,212,0,0,0,0,3,0,0,0,0,0,0,0,3,4,3,3,0,5,9,0,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,9,4,6,11,0,3,9,0,0,0,0,0,0,35,14,32,36,43,57,62,21,12,0,5,6,69,364,20,10,9,14,19,17,6,13,0,3,6,9,125,6,3,0,0,6,8,3,3,0,0,0,0,38,11,12,3,7,13,36,17,12,3,0,7,10,122,3,5,3,5,3
105031105,4,11,17,28,21,40,13,15,4,0,3,25,169,3,0,3,17,5,9,3,3,0,0,0,13,57,0,10,12,40,47,49,19,14,6,3,0,25,222,0,6,3,3,3,6,5,0,0,0,3,9,35,3,4,3,9,9,8,4,5,0,0,0,14,49,3,21,21,63,62,71,30,25,6,4,4,55,370,0,0,3,4,0,0,0,0,0,0,0,0,11,0,10,9,5,6,0,4,0,0,0,0,3,38,0,0,0,3,0,0,0,0,0,0,0,0,7,0,3,0,0,3,3,0,0,0,0,0,4,12,0,19,8,13,14,4,3,0,0,0,0,8,65,11,46,50,96,95,115,42,37,6,4,5,94,609,19,4,6,21,20,42,25,15,3,6,6,10,190,6,0,0,3,7,15,3,3,0,3,3,0,51,16,8,7,8,23,51,40,27,8,6,6,14,220,5,0,0,10,3
105031106,9,15,23,24,26,29,17,6,3,3,0,30,191,0,4,4,3,6,12,13,3,4,0,3,11,63,0,14,15,34,37,57,37,21,4,5,3,27,250,0,0,3,9,5,0,0,0,0,0,0,7,28,3,3,0,3,3,10,0,3,0,0,0,3,28,3,19,25,50,51,88,56,24,7,6,3,39,373,3,3,3,4,0,0,0,0,0,0,0,0,16,3,8,5,10,9,5,3,0,0,0,0,8,57,0,4,3,0,0,0,0,0,0,0,0,0,9,3,3,3,10,3,0,0,0,0,0,0,4,23,7,15,9,30,13,6,3,0,0,0,0,11,107,24,53,55,98,85,123,73,31,11,12,7,81,665,21,7,10,11,22,44,22,22,9,3,4,20,203,7,0,0,6,4,14,15,9,0,3,3,4,58,11,10,5,10,17,58,41,39,16,5,7,12,233,0,0,4,0,4
106011107,5,15,8,15,30,82,50,38,7,13,6,32,317,5,7,3,5,7,23,16,7,3,7,6,8,93,0,11,15,17,46,111,103,80,22,13,9,29,456,6,0,3,6,4,17,6,8,3,0,3,4,59,0,0,4,4,18,8,11,7,3,6,0,13,86,11,13,30,37,78,164,135,103,35,20,22,55,693,0,0,0,3,3,4,3,0,0,0,0,0,8,7,3,8,6,6,8,4,4,3,0,0,3,48,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,0,4,3,0,0,0,0,0,0,0,12,3,3,7,16,13,9,8,6,3,0,0,5,82,18,36,42,62,117,258,196,153,52,40,28,91,1088,23,10,6,10,18,39,59,88,41,37,27,19,379,5,0,0,0,6,22,21,23,5,15,3,4,102,4,10,3,5,13,60,93,155,62,45,34,23,501,3,3,0,4,6
106011108,15,31,21,28,47,83,71,47,13,4,0,47,406,5,4,7,13,21,39,30,18,8,6,0,7,150,7,16,11,53,73,204,157,83,26,12,3,31,682,3,4,3,7,11,26,17,9,0,0,3,6,92,5,8,17,25,28,38,21,11,3,0,3,20,174,22,34,45,101,130,304,219,114,31,19,11,65,1095,3,0,3,6,0,4,0,0,0,0,0,0,21,6,8,12,12,15,21,14,3,0,0,0,7,110,0,3,3,11,4,3,9,0,0,0,0,0,33,3,8,8,10,8,8,4,0,0,0,0,6,51,11,20,20,36,35,37,29,13,0,0,0,16,212,40,81,87,162,207,422,318,178,44,24,12,132,1712,23,21,13,28,31,104,114,88,30,24,5,30,500,0,0,0,5,13,23,31,30,12,6,4,9,136,9,3,11,23,34,124,196,180,50,48,23,38,741,6,0,3,5,8
106011109,12,15,8,19,23,48,35,26,17,5,11,10,224,3,3,3,9,4,18,10,6,3,0,3,5,67,3,16,14,15,42,73,48,45,23,8,4,21,301,0,3,0,0,4,9,8,6,0,6,4,3,47,0,0,0,7,4,14,6,3,3,8,0,3,52,9,21,17,34,51,114,78,66,27,16,13,33,471,0,0,3,0,0,0,0,0,0,0,0,0,13,0,4,0,6,11,14,5,3,0,0,0,7,53,0,0,0,0,0,0,3,3,0,0,0,0,8,3,0,0,0,3,3,5,3,0,0,0,3,16,3,3,9,8,12,17,10,6,0,0,0,5,89,26,36,34,63,85,183,124,103,41,18,21,51,783,11,16,10,13,14,35,50,33,20,25,20,23,280,0,0,0,4,8,12,9,15,11,6,3,3,71,5,3,3,6,23,41,64,83,40,33,15,22,337,0,3,3,5,6
106011110,3,17,22,22,24,41,41,32,15,7,6,23,250,3,3,0,9,19,25,3,7,7,3,0,7,87,0,14,11,35,38,75,74,47,12,20,7,18,357,5,5,5,4,8,14,5,12,7,0,0,3,73,0,0,6,7,11,17,9,10,0,0,3,6,67,8,22,28,53,70,133,89,84,23,21,15,38,579,0,0,0,0,3,3,0,0,0,0,0,0,12,0,3,3,4,9,11,8,6,0,0,0,3,51,0,0,3,0,0,0,4,0,0,0,0,3,15,4,0,0,6,0,0,0,3,0,0,0,3,20,6,4,12,7,16,15,10,10,0,0,3,13,93,18,52,56,76,109,191,146,122,40,30,23,71,926,16,14,9,21,26,47,32,48,19,24,10,26,294,3,0,0,0,3,15,5,13,8,3,0,5,72,5,4,4,14,14,57,61,88,38,34,30,17,363,3,3,4,9,6
106011111,16,29,25,43,49,102,79,32,14,10,3,39,431,3,6,12,13,24,35,20,15,3,0,0,7,141,11,26,29,60,91,220,132,88,16,9,4,45,720,0,4,8,11,14,26,3,11,0,0,0,8,91,4,10,13,22,32,51,25,11,3,4,4,16,188,16,42,65,103,159,326,185,118,25,9,8,72,1140,0,0,0,3,5,4,0,0,0,0,0,0,17,4,7,11,26,19,28,13,9,0,0,0,13,124,0,3,0,8,3,3,3,0,0,0,0,4,19,3,6,8,12,11,3,4,3,0,0,0,4,50,7,15,25,39,33,39,23,13,0,0,0,19,208,45,88,115,192,240,464,286,161,44,22,8,125,1781,21,14,15,27,39,84,101,94,34,21,12,33,500,0,0,0,12,9,26,38,28,6,7,0,9,151,11,6,7,15,40,162,180,142,56,46,14,32,715,3,4,5,11,10
106011112,17,3,8,19,32,78,78,75,32,4,8,31,379,4,8,3,9,14,31,26,23,9,5,3,16,144,17,5,14,30,46,179,203,179,52,19,8,41,795,3,0,3,4,12,22,23,16,5,5,0,9,107,3,8,4,7,20,35,27,13,3,5,0,18,138,24,22,24,57,88,266,278,228,75,28,9,82,1182,0,0,0,3,3,3,5,0,0,0,0,4,26,3,0,3,19,12,24,13,8,3,0,0,3,76,0,0,0,7,0,3,0,3,0,0,0,0,17,0,0,3,9,6,11,9,4,0,0,0,7,47,3,3,9,33,25,40,27,10,5,0,3,10,166,41,26,32,110,144,382,380,308,110,33,22,126,1722,19,12,7,19,17,48,73,129,68,48,23,33,499,3,3,0,3,0,13,31,43,23,9,4,5,153,6,0,0,6,19,68,100,251,139,124,22,36,786,3,3,3,3,0
106011113,0,0,3,15,9,31,23,24,9,4,7,14,142,0,0,3,5,5,12,9,5,0,0,3,3,44,0,3,10,17,10,46,45,45,29,8,7,11,231,0,5,0,0,3,13,7,4,3,0,0,0,38,0,3,0,3,7,15,5,5,0,3,0,7,49,3,9,10,24,25,79,67,61,27,15,5,27,361,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,4,3,0,0,0,0,19,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,4,0,5,6,3,0,0,0,0,33,9,12,19,42,38,116,97,84,43,22,17,40,527,4,3,3,4,10,22,25,26,22,21,10,12,171,0,0,0,0,6,3,10,8,4,4,8,0,45,3,4,3,5,3,14,34,53,39,40,16,12,224,0,0,0,0,3
106021114,7,8,5,16,0,25,19,21,3,13,3,7,125,0,0,0,3,8,0,3,3,0,3,0,0,30,4,6,3,9,24,48,38,46,17,16,0,6,207,0,0,3,0,0,6,3,3,0,0,4,0,29,0,0,0,0,5,6,4,3,3,4,0,0,32,3,6,8,12,31,64,49,59,25,22,3,10,303,0,0,0,0,0,3,0,0,0,0,0,0,8,0,3,3,7,8,10,3,0,5,0,0,0,33,3,0,0,0,3,3,3,0,0,0,0,0,15,3,0,0,0,6,5,3,0,0,0,0,3,20,3,5,3,8,16,14,4,3,5,0,0,5,71,17,13,22,37,55,110,76,80,27,30,7,22,495,10,3,3,7,13,15,23,44,12,7,4,9,153,0,0,0,3,0,3,9,7,0,0,3,3,34,0,0,0,7,12,28,48,38,24,21,6,8,187,3,0,0,3,7
106021115,29,28,23,46,63,132,142,129,38,22,12,47,708,3,11,8,16,30,49,49,28,9,0,3,9,214,10,14,15,74,93,300,273,189,43,26,10,46,1096,10,4,9,19,20,66,43,25,15,0,0,14,222,11,14,16,23,22,61,35,29,4,6,0,12,234,34,42,53,135,172,472,390,270,71,31,14,83,1762,0,0,3,6,4,4,6,0,0,0,0,0,24,0,3,3,11,22,38,26,12,4,0,0,6,129,0,9,3,3,3,9,5,7,0,0,0,0,44,4,10,7,9,10,13,4,3,0,0,0,9,76,8,20,14,36,41,74,35,24,3,0,0,23,272,68,90,86,217,272,677,567,419,114,53,28,152,2742,44,28,12,32,46,106,135,243,87,50,17,33,833,3,6,5,6,11,36,41,63,16,19,10,8,221,13,8,8,18,31,146,231,387,165,83,33,37,1164,11,3,6,8,17
