region_id,C01_T_P_Mo_O_B_OS,C01_T_P_BP_B_Aus,C01_T_P_Bplace_NS,C01_T_P_Tot_resp,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_Bo_par_brn_os,C06_Pol_Fa_only_brn_os,C06_Pol_Mo_only_brn_os,C06_Pol_Bo_par_brn_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_Bo_par_brn_os,C06_Rus_Fa_only_brn_os,C06_Rus_Mo_only_brn_os,C06_Rus_Bo_par_brn_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinh_Fa_O_B_OS,C06_Sinh_Mo_O_B_OS,C06_Sinh_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_S_Afr_Bo_par_brn_os,C06_S_Af_Fa_only_brn_os,C06_S_Af_Mo_only_brn_os,C06_S_Af_Bo_par_brn_Aus,C06_S_Af_Bplace_NS,C06_S_Af_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Welsh_BP_B_OS,C06_Wels_Fa_O_B_OS,C06_Wels_Mo_O_B_OS,C06_Wels_BP_B_Aus,C06_Welsh_Bplace_NS,C06_Welsh_Tot_resp,C06_Other_BP_B_OS,C06_Othr_Fa_O_B_OS,C06_Othr_Mo_O_B_OS,C06_Othr_BP_B_Aus,C06_Other_Bplace_NS,C06_Other_Tot_resp,C06_Anc_ns_Bo_pa_born_os,C06_Anc_ns_Fa_on_born_os,C06_Anc_ns_Mo_on_born_os,C06_Anc_ns_Bo_pa_bor_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_Tot_res_Bo_par_bo_os,C06_Tot_res_Fa_onl_bo_os,C06_Tot_res_Mo_onl_bo_os,C06_Tot_res_Bo_pa_bo_Aus
LGA11860,74,1473,81,1823,0,25,33,710,20,790,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,20,4,4,7,0,31,21,31,27,520,13,623,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,30,0,41,0,0,0,3,0,5,5,0,0,0,0,5,0,0,0,0,0,0,3,4,10,161,11,188,14,4,3,21,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,4,3,4,0,0,0,3,14,0,0,0,3,0,3,14,18,9,158,6,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,11,9,3,3,3,0,15,0,0,4,57,86,142,106,92,96,1691
LGA12000,105,3328,142,3905,0,88,66,1830,36,2027,0,0,0,9,0,9,3,3,0,8,0,9,0,0,0,0,0,0,9,12,4,3,0,26,85,79,62,1189,24,1434,0,0,0,0,0,3,3,0,3,9,0,13,7,11,12,134,4,167,3,3,0,3,4,13,3,0,0,0,0,3,3,0,0,0,0,3,16,13,6,490,10,541,3,3,3,41,0,52,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,4,3,3,0,0,12,6,0,4,9,0,19,7,3,3,11,0,21,0,0,0,0,0,0,21,19,10,253,4,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,8,29,13,4,22,3,73,4,0,3,131,71,212,209,253,186,4148
LGA12050,452,6366,615,9741,36,294,258,3611,88,4288,0,0,0,16,0,16,80,0,5,16,3,108,11,7,0,3,0,20,112,21,11,37,0,184,529,226,204,2202,65,3227,17,10,12,0,0,38,13,4,0,18,0,34,231,35,22,211,3,501,24,4,0,18,3,53,26,9,3,13,0,48,16,3,3,0,0,21,75,49,37,982,26,1164,131,33,8,79,0,260,23,0,0,0,0,22,32,7,0,15,3,59,3,0,0,0,0,3,12,0,3,4,0,17,28,0,3,5,0,34,33,12,12,3,0,59,39,3,0,13,0,57,17,7,4,9,0,41,146,53,49,620,11,875,21,7,3,5,0,30,14,3,0,0,0,15,4,3,0,0,0,8,21,0,0,6,0,25,5,0,0,0,0,5,8,0,3,0,0,9,16,3,8,29,0,65,292,55,40,99,9,501,41,4,9,175,724,959,2056,852,697,8189
LGA12150,74,3967,257,4576,3,34,31,2218,83,2374,0,0,0,50,0,54,8,0,4,8,0,14,0,0,0,0,0,0,4,3,0,10,0,19,60,33,23,1260,44,1419,0,0,0,0,0,0,4,0,6,4,0,12,21,8,0,100,3,135,9,0,0,0,0,15,0,0,3,0,0,3,3,0,0,0,0,3,12,9,6,333,13,367,7,7,0,21,0,38,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,0,7,5,0,3,0,0,7,3,0,3,3,0,10,0,0,0,3,0,4,8,6,11,238,6,270,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,15,14,9,3,17,0,36,3,5,0,190,109,313,174,122,96,4466
LGA12200,174,5990,283,7122,6,168,106,3473,71,3818,0,0,0,18,0,21,23,0,0,4,0,28,0,0,0,0,0,3,23,11,3,23,0,51,215,157,89,2241,76,2777,3,0,5,0,0,12,3,3,3,16,0,19,28,9,4,200,3,246,5,0,0,4,0,11,4,0,0,4,3,13,9,0,3,0,0,9,32,26,17,758,29,861,16,12,8,26,3,62,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,3,5,0,0,0,8,3,0,0,3,0,4,10,10,11,4,3,28,11,4,0,7,0,21,0,3,0,3,0,3,43,41,35,386,13,508,4,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,6,0,0,7,0,10,0,0,0,0,0,0,4,0,0,0,0,7,4,3,0,9,0,21,48,15,10,53,8,131,11,18,0,253,132,404,524,488,294,7492
LGA12300,310,8330,572,10644,22,245,201,4868,109,5442,0,0,0,8,0,8,27,0,3,19,3,57,11,3,0,7,0,19,81,23,8,18,4,138,451,233,191,3048,91,4014,25,3,5,0,5,28,5,3,3,23,0,34,63,26,11,353,4,459,8,3,3,6,0,20,6,3,0,3,3,19,4,0,0,3,0,13,70,49,22,1219,18,1380,46,22,4,72,0,148,0,0,0,0,0,0,4,0,0,4,0,8,0,0,0,0,0,0,19,3,0,3,0,30,11,0,0,0,0,14,26,4,4,3,0,43,29,0,3,17,0,48,7,3,3,3,0,16,115,45,36,829,8,1031,3,3,0,3,0,8,3,4,0,0,0,4,3,0,3,3,0,9,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,17,11,0,11,3,42,99,18,13,69,5,206,17,9,8,344,375,758,1175,713,521,10936
LGA12350,381,10014,592,12424,19,301,232,5592,163,6299,0,0,0,71,11,85,20,3,3,19,0,45,16,8,6,6,0,35,45,18,15,22,0,103,351,255,207,3770,105,4699,15,0,0,0,0,16,12,3,8,28,0,51,76,41,16,244,17,379,23,3,3,22,0,49,8,0,0,0,0,7,3,8,0,10,0,21,65,54,22,1238,12,1391,34,22,10,90,4,155,0,0,0,0,0,0,8,0,0,3,0,9,0,0,0,0,0,0,31,10,9,22,3,75,15,0,5,15,0,31,27,16,17,10,0,58,22,4,3,13,0,32,5,0,0,3,0,8,123,64,46,779,20,1036,16,3,0,0,0,26,0,0,0,0,0,0,3,0,0,0,4,9,12,0,0,16,5,27,3,0,0,0,0,3,3,0,0,0,3,3,9,4,4,10,0,31,141,30,27,88,4,284,19,8,9,400,343,785,1124,855,642,12471
LGA12500,207,6146,535,7781,15,178,105,3280,79,3662,0,3,0,22,3,28,11,0,0,13,3,32,0,3,0,0,0,3,31,12,3,24,0,62,200,158,96,2124,64,2644,3,0,5,0,3,9,11,3,0,14,0,27,30,29,7,184,3,252,13,3,0,10,0,29,0,3,0,0,0,0,11,0,3,0,0,11,39,44,16,660,15,767,59,16,3,102,3,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,5,3,0,55,8,8,5,4,0,22,13,3,0,7,0,19,0,3,0,0,0,4,55,43,23,521,17,655,4,0,0,0,0,8,8,0,0,0,0,8,12,3,0,0,0,22,0,0,0,3,0,6,0,0,0,0,0,0,4,0,0,0,0,4,6,3,0,9,0,15,66,23,11,35,3,138,23,8,9,244,256,535,663,549,291,7259
LGA12600,931,30573,2212,37565,80,828,546,17958,524,19926,0,8,4,309,11,335,138,11,8,104,9,272,7,3,0,9,0,25,133,56,40,126,4,357,778,695,466,10842,345,13130,45,0,7,0,4,56,26,16,12,89,4,140,112,61,62,931,30,1188,65,15,12,55,3,151,28,9,0,9,0,45,99,4,3,17,3,134,142,138,68,3464,65,3883,103,65,13,243,10,430,10,0,3,0,0,8,60,10,11,28,0,99,6,0,0,0,0,6,23,18,3,40,3,91,26,10,7,25,3,67,58,37,18,29,3,145,56,15,12,41,0,122,10,3,0,3,0,21,206,186,121,2180,42,2733,8,7,0,6,0,15,35,6,3,6,5,51,23,3,5,12,0,45,13,6,3,38,4,64,0,0,0,0,0,7,3,0,0,0,0,3,23,14,5,67,3,107,399,100,46,209,19,764,49,29,32,970,2304,3381,2764,2353,1510,37810
LGA12700,225,6376,419,7875,21,191,143,3656,94,4107,0,0,0,14,0,14,8,3,0,13,3,21,3,0,0,0,0,3,37,13,14,28,0,92,247,186,121,2572,65,3192,3,0,5,0,0,11,0,3,0,20,0,27,33,17,12,307,8,381,4,4,0,10,0,17,0,3,0,0,0,9,0,0,0,0,0,5,43,35,24,695,11,801,21,7,10,44,0,88,0,0,0,0,0,0,3,0,0,3,0,8,3,0,0,3,0,3,5,0,3,0,0,3,10,3,10,0,0,18,11,12,4,3,0,29,12,3,3,7,0,29,11,3,0,6,0,17,67,46,27,450,12,608,8,0,0,0,0,4,3,0,0,0,0,4,3,0,3,0,0,8,3,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,17,4,4,21,0,43,61,15,21,43,3,148,5,3,0,195,354,568,642,554,404,8093
LGA12750,1385,22052,1941,33007,104,1285,872,13095,444,15798,0,14,0,388,18,417,63,9,5,67,5,145,151,18,5,28,13,215,348,67,48,161,5,619,2629,1096,802,8528,336,13388,54,0,13,4,5,72,75,9,17,93,4,200,511,107,70,804,27,1521,113,23,4,70,3,224,74,18,0,18,0,113,16,3,0,4,0,19,357,221,143,3122,92,3940,249,95,13,275,20,649,0,0,4,3,0,8,13,12,0,12,0,35,13,5,0,4,0,20,99,31,14,31,6,181,58,17,14,13,0,108,113,80,30,15,10,251,120,21,10,31,0,179,49,12,4,22,0,80,600,286,218,2159,71,3338,62,9,3,15,4,94,3,0,0,0,0,4,35,11,5,3,0,49,42,3,3,28,0,76,9,0,0,0,0,9,33,0,0,0,0,34,107,39,16,85,7,243,695,166,90,308,34,1288,116,43,28,684,1059,1931,6911,3700,2431,30070
LGA12850,3617,27211,14259,181300,3409,2304,1357,12933,856,20863,16,14,3,122,8,162,22739,98,173,155,826,23989,3418,227,67,233,91,4041,332,55,33,74,8,507,5253,1400,854,6861,794,15161,2481,21,121,17,114,2747,304,20,17,69,10,425,1215,178,112,610,63,2176,1210,166,101,290,57,1823,408,24,6,25,3,464,1761,33,19,13,84,1916,717,302,190,2216,104,3530,9202,1475,471,2185,344,13667,119,0,4,3,4,124,3793,534,145,212,225,4910,1404,90,39,59,49,1649,2277,342,193,592,67,3475,593,25,38,27,50,726,256,66,36,29,26,417,1225,98,41,112,47,1525,839,61,17,44,40,1007,719,296,179,1306,57,2553,4476,180,86,137,152,5033,195,14,10,9,0,233,90,14,8,3,0,116,2927,68,79,41,116,3228,1241,56,36,21,41,1403,23736,95,155,136,1040,25165,75,25,14,68,3,177,37587,921,558,509,1414,40996,7694,246,247,945,8535,17668,141711,9448,5409,30056
LGA12900,203,8241,493,9691,17,159,125,4424,139,4868,0,0,0,41,0,41,14,4,0,23,0,34,5,0,0,3,0,6,24,14,9,26,0,70,170,126,109,3012,92,3507,13,0,3,0,0,22,6,0,3,36,0,50,18,12,10,300,4,342,13,4,0,11,0,27,4,0,0,10,4,15,9,0,0,0,0,9,40,27,13,1005,21,1100,37,13,0,49,0,104,0,0,0,0,0,0,0,0,0,13,0,13,5,0,0,0,0,7,10,0,0,0,0,10,7,3,0,5,0,13,12,12,5,6,3,38,10,0,4,19,0,32,0,3,0,0,0,3,48,32,27,546,7,666,5,0,0,4,0,10,6,0,0,0,0,6,10,0,0,0,0,17,6,0,0,5,0,11,0,3,0,0,0,3,5,0,0,0,0,4,9,0,5,25,0,40,43,9,12,56,3,115,18,9,8,323,328,678,564,430,333,9942
LGA12950,92,3885,284,4709,8,76,64,2270,73,2491,0,0,0,43,6,55,7,0,0,15,0,24,0,0,0,0,0,0,21,7,0,5,0,35,93,70,52,1302,71,1589,7,0,0,0,0,7,4,0,0,5,0,9,3,7,3,150,3,176,3,0,0,4,3,9,0,0,0,0,0,4,4,0,0,0,0,4,12,18,7,425,12,473,6,0,4,9,5,22,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,15,4,3,0,0,17,7,0,0,0,0,8,3,4,3,4,0,12,0,3,0,0,0,3,17,25,13,282,5,345,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,0,16,20,3,5,26,0,61,0,7,0,121,179,304,242,230,158,4675
LGA13010,260,6742,587,8486,12,186,140,3956,91,4380,0,0,3,51,0,58,13,5,0,30,0,38,0,0,0,0,0,3,49,10,3,29,3,94,287,161,142,2689,84,3365,7,0,5,0,0,16,7,0,3,25,0,36,41,17,9,316,11,398,9,3,0,7,0,22,6,0,0,3,0,13,5,3,0,0,0,7,49,37,28,868,15,989,12,11,3,40,4,73,3,0,0,0,0,3,3,3,0,10,0,14,0,0,0,0,0,0,3,3,0,6,0,13,0,3,7,5,0,15,10,7,3,12,3,31,5,5,3,4,0,15,5,0,0,4,3,15,69,49,35,688,10,859,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,3,3,3,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,26,0,36,63,9,10,46,0,123,5,3,3,244,429,689,685,515,397,9066
LGA13050,108,3851,235,4682,5,127,67,2292,59,2547,0,0,0,4,0,6,6,0,0,12,0,14,3,0,0,0,0,3,22,3,0,8,0,40,192,97,80,1441,39,1849,0,0,0,0,0,0,6,0,0,3,0,7,18,8,10,140,0,174,0,0,0,6,0,7,11,0,0,0,0,11,3,0,0,0,0,3,19,26,13,312,5,370,15,12,0,22,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,4,0,0,0,8,13,7,0,3,0,20,0,4,3,0,0,0,0,4,0,0,0,3,41,34,8,360,4,447,7,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,3,0,4,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,10,0,21,40,5,12,23,0,78,8,8,3,113,147,276,435,342,200,4755
LGA13100,7715,97693,8839,154045,752,6774,4723,55414,1852,69511,3,13,4,245,20,296,831,94,91,254,33,1302,249,60,19,68,13,410,1182,367,211,515,45,2316,13074,5743,3935,35994,1627,60373,556,34,125,14,22,746,312,93,34,355,19,822,1273,444,251,2705,91,4765,519,172,36,307,15,1053,245,58,15,66,12,391,434,77,43,37,10,598,2308,1198,699,12845,377,17434,1129,458,136,1265,86,3080,188,3,8,5,6,213,172,54,17,55,10,312,30,6,0,6,0,44,473,157,59,274,19,985,427,93,73,77,31,703,797,329,262,107,42,1533,404,90,47,121,11,671,265,42,34,87,8,438,2848,1329,890,8493,271,13826,185,43,5,36,15,284,120,27,9,18,0,174,467,68,49,23,18,621,390,48,35,132,8,611,61,11,11,4,5,90,65,4,3,0,0,71,441,148,75,402,16,1076,3686,999,616,1214,147,6662,600,266,234,2839,9212,13152,34486,19302,12749,123977
LGA13310,735,19370,2844,26683,50,709,451,11395,292,12906,0,0,3,42,3,45,86,0,9,51,13,165,35,4,0,4,4,38,133,39,30,79,3,283,986,615,426,7569,275,9873,68,0,13,0,4,81,25,9,0,51,0,89,162,66,31,545,23,824,95,28,3,49,7,185,46,9,4,5,0,67,34,0,3,3,0,42,209,159,70,2653,49,3148,143,52,14,174,10,394,3,0,0,0,0,3,25,16,3,13,3,58,10,0,0,0,0,12,56,22,9,49,3,135,29,5,9,9,3,54,56,38,11,20,0,129,57,20,0,42,4,127,19,7,0,9,3,32,257,147,105,1667,43,2223,24,0,0,6,0,30,8,4,0,3,0,12,12,0,7,3,0,24,42,3,0,18,0,60,16,0,3,0,4,19,14,0,0,0,0,16,32,22,17,90,0,151,358,84,33,142,19,646,70,43,21,606,1643,2383,3160,2101,1275,25297
LGA13320,1215,22690,1660,31266,100,1168,726,13223,449,15670,3,14,0,199,10,229,71,12,6,74,3,158,36,12,0,9,7,60,204,68,28,67,5,377,2018,1072,757,9293,375,13514,64,0,8,6,6,84,52,18,11,59,3,142,229,68,37,763,35,1139,55,19,4,38,3,118,34,5,0,4,0,49,23,0,0,15,0,34,309,204,104,2659,60,3333,144,68,11,281,12,517,19,3,0,0,0,18,23,10,0,20,0,60,13,4,0,3,3,21,73,24,9,37,6,145,31,9,10,9,0,52,78,42,31,24,10,188,70,16,8,26,7,127,33,7,0,10,3,47,477,267,163,1941,51,2897,30,3,0,0,0,33,9,3,0,4,0,14,41,6,3,3,3,48,18,3,0,20,9,54,3,3,0,0,0,3,23,0,0,3,0,28,80,32,8,89,4,204,439,120,68,273,21,915,80,47,36,746,1319,2231,4882,3327,2028,29898
LGA13340,260,7418,419,9140,14,205,182,4192,135,4721,0,0,0,16,3,17,10,0,3,13,0,19,0,3,0,0,0,5,67,18,21,33,0,140,282,199,123,2609,73,3286,13,0,8,0,0,21,3,0,0,32,0,32,89,38,28,932,26,1112,4,0,0,8,3,22,3,0,0,3,0,8,5,0,0,3,0,5,35,45,22,825,23,948,11,13,3,56,8,96,4,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,4,3,0,8,0,16,17,0,5,0,0,20,18,15,11,5,0,47,17,3,4,8,0,27,0,3,0,3,0,6,51,46,30,746,17,899,3,4,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,10,0,0,0,7,0,11,0,0,0,0,0,0,0,5,0,0,0,5,8,3,3,19,3,40,75,18,32,67,9,201,18,8,6,241,261,532,760,629,481,9829
LGA13380,1485,32907,2289,42838,120,1315,906,19922,593,22859,3,3,0,364,11,384,96,5,15,72,3,188,25,3,3,6,0,43,309,107,46,122,16,597,2013,1170,786,12950,467,17381,102,4,40,0,8,155,50,25,7,93,3,179,284,114,67,1128,20,1613,46,31,4,55,4,135,29,3,0,9,0,49,39,3,3,5,0,60,284,222,132,3486,104,4224,158,49,20,332,5,570,3,0,0,0,0,3,14,13,4,36,0,69,3,0,0,0,0,3,106,26,17,73,3,223,43,8,8,14,6,80,110,59,51,15,4,240,65,21,4,45,4,136,34,3,6,15,3,50,441,316,185,2710,72,3728,31,3,0,9,0,40,22,3,0,0,0,28,28,3,17,9,3,57,20,9,7,35,0,67,7,0,0,0,0,7,10,0,0,0,3,10,49,28,14,93,4,188,511,162,83,322,26,1100,91,53,36,1119,1458,2752,5146,3761,2461,43039
LGA13450,758,13744,1542,23717,198,560,296,7018,204,8271,0,7,3,137,0,153,61,6,6,41,3,120,5,0,3,3,0,10,55,34,11,57,3,159,654,409,275,4503,188,6030,78,0,15,0,0,94,11,4,0,29,3,43,85,32,22,538,16,693,15,3,7,19,0,42,0,3,0,0,0,12,460,8,3,3,24,497,72,71,52,1524,33,1758,3024,705,217,2144,125,6215,19,0,0,0,3,26,38,3,3,3,3,44,10,3,0,0,0,11,14,0,3,9,4,25,92,6,3,4,0,106,45,33,8,3,3,96,19,13,4,25,0,53,6,0,3,5,0,15,129,99,69,1140,37,1475,7,4,3,3,0,16,21,0,0,0,0,22,23,0,3,0,0,27,72,5,14,32,4,130,83,10,3,3,3,98,7,0,0,3,0,8,20,11,0,39,0,79,1053,111,43,82,32,1325,289,33,33,492,1247,2089,6665,2173,1102,17859
LGA13500,70,3224,159,3716,6,39,37,1889,48,2014,0,0,0,5,0,5,13,0,0,6,0,20,0,0,0,0,0,0,8,4,3,6,0,23,72,37,42,1195,39,1383,3,0,0,0,0,3,0,0,0,9,0,5,17,3,7,90,3,117,4,0,0,6,3,11,0,0,0,0,0,3,0,0,0,0,0,0,12,9,14,361,13,403,9,4,4,9,0,23,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,3,0,3,0,4,0,3,0,3,0,6,3,3,4,0,0,10,4,0,0,0,0,4,0,0,0,3,0,3,26,14,14,232,0,292,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,8,27,9,0,10,0,44,3,3,0,93,105,206,222,131,125,3931
LGA13550,301,9962,608,11829,12,218,192,5680,172,6273,0,0,0,37,0,42,10,4,3,26,3,45,0,0,0,0,0,0,38,12,12,16,3,86,213,187,128,3543,121,4197,19,0,10,3,0,35,3,0,0,25,5,32,40,14,9,387,6,455,8,6,3,7,0,28,3,3,0,0,0,10,0,0,4,3,0,5,51,35,35,1038,22,1182,18,6,0,55,0,79,0,0,0,0,0,0,3,0,0,8,0,6,0,0,0,0,0,0,14,3,3,6,0,25,3,4,8,10,0,25,17,9,6,12,0,43,3,3,0,5,0,15,5,0,8,5,0,17,63,53,29,690,23,864,3,0,0,0,3,4,0,0,0,3,0,3,4,0,4,0,0,11,4,0,0,4,0,6,0,3,0,0,0,3,6,0,6,0,0,13,16,9,3,23,0,46,55,14,7,62,3,140,19,13,9,374,349,763,630,596,479,12022
LGA13650,95,3541,262,4200,3,68,63,2006,73,2212,0,0,0,69,0,69,0,0,0,3,0,3,0,0,0,0,0,0,7,3,0,3,0,18,87,61,53,1307,52,1567,0,0,0,0,0,0,3,0,0,11,0,17,16,5,4,144,4,172,3,0,0,3,0,4,0,0,0,0,3,3,8,0,0,6,0,10,26,8,7,381,6,424,6,3,0,3,0,10,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,21,3,7,0,0,0,16,0,0,0,3,0,4,0,0,0,0,0,0,21,15,13,287,11,344,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,15,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,11,0,14,21,5,9,18,0,57,4,3,7,122,133,265,222,182,159,4396
