region_id,C01_0_14_SEO,C01_0_14_SOL_SE_Vw_w,C01_0_14_SOL_SE_Nw_Na,C01_0_14_SOL_SE_P_E_n,C01_0_14_SOL_SE_T,C01_0_14_LPE_NS,C01_0_14_T,C01_15_24_SEO,C01_15_24_SOL_SE_Vw_w,C01_15_24_SOL_SE_Nw_N,C01_15_24_SOL_SE_P_E_n,C01_15_24_S_ot_l_SE_T,C01_15_24_LPE_NS,C01_15_24_T,C01_25_34_SEO,C01_25_34_SOL_SE_Vw_w,C01_25_34_SOL_SE_Na,C01_25_34_SOL_SE_P_E_n,C01_25_34_SOL_SE_To,C01_25_34_LPE_NS,C01_25_34_T,C01_35_44_SEO,C01_35_44_SOL_SE_Vw_w,C01_35_44_SOL_SE_Na,C01_35_44_SOL_SE_P_E_n,C01_35_44_SOL_SE_To,C01_35_44_LPE_NS,C01_35_44_T,C01_45_54_SEO,C01_45_54_SOL_SE_Vw_w,C01_45_54_SOL_SE_Na,C01_45_54_SOL_SE_P_E_n,C01_45_54_SOL_SE_To,C01_45_54_LPE_NS,C01_45_54_T,C01_55_64_SEO,C01_55_64_SOL_SE_Vw_w,C01_55_64_SOL_SE_Na,C01_55_64_SOL_SE_P_E_n,C01_55_64_SOL_SE_To,C01_55_64_LPE_NS,C01_55_64_T,C01_65_74_SEO,C01_65_74_SOL_SE_Vw_w,C01_65_74_SOL_SE_Na,C01_65_74_SOL_SE_P_E_n,C01_65_74_SOL_SE_To,C01_65_74_LPE_NS,C01_65_74_T,C01_75_84_SEO,C01_75_84_SOL_SE_Vw_w,C01_75_84_SOL_SE_Na,C01_75_84_SOL_SE_P_E_n,C01_75_84_SOL_SE_To,C01_75_84_LPE_NS,C01_75_84_T,C01_85ov_SEO,C01_85o_SOL_SE_Vw_w,C01_85o_SOL_SE_Na,C01_85o_SOL_SE_P_E_n,C01_85o_SOL_SE_To,C01_85o_LPE_NS,C01_85o_T,C01_T_SEO,C01_To_SOL_SE_Vw_w,C01_To_SOL_SE_Nw_Na,C01_To_SOL_SE_P_E_n,C01_T_SOL_SE_T,C01_T_LPE_NS,C01_T_T,C06_0_14_SEO,C06_0_14_SOL_SE_Vw_w,C06_0_14_SOL_SE_Nw_Na,C06_0_14_SOL_SE_P_E_n,C06_0_14_SOL_SE_T,C06_0_14_LPE_NS,C06_0_14_T,C06_15_24_SEO,C06_15_24_SOL_SE_Vw_w,C06_15_24_SOL_SE_Nw_N,C06_15_24_SOL_SE_P_E_n,C06_15_24_S_ot_l_SE_T,C06_15_24_LPE_NS,C06_15_24_T,C06_25_34_SEO,C06_25_34_SOL_SE_Vw_w,C06_25_34_SOL_SE_Na,C06_25_34_SOL_SE_P_E_n,C06_25_34_SOL_SE_To,C06_25_34_LPE_NS,C06_25_34_T,C06_35_44_SEO,C06_35_44_SOL_SE_Vw_w,C06_35_44_SOL_SE_Na,C06_35_44_SOL_SE_P_E_n,C06_35_44_SOL_SE_To,C06_35_44_LPE_NS,C06_35_44_T,C06_45_54_SEO,C06_45_54_SOL_SE_Vw_w,C06_45_54_SOL_SE_Na,C06_45_54_SOL_SE_P_E_n,C06_45_54_SOL_SE_To,C06_45_54_LPE_NS,C06_45_54_T,C06_55_64_SEO,C06_55_64_SOL_SE_Vw_w,C06_55_64_SOL_SE_Na,C06_55_64_SOL_SE_P_E_n,C06_55_64_SOL_SE_To,C06_55_64_LPE_NS,C06_55_64_T,C06_65_74_SEO,C06_65_74_SOL_SE_Vw_w,C06_65_74_SOL_SE_Na,C06_65_74_SOL_SE_P_E_n,C06_65_74_SOL_SE_To,C06_65_74_LPE_NS,C06_65_74_T,C06_75_84_SEO,C06_75_84_SOL_SE_Vw_w,C06_75_84_SOL_SE_Na,C06_75_84_SOL_SE_P_E_n,C06_75_84_SOL_SE_To,C06_75_84_LPE_NS,C06_75_84_T,C06_85ov_SEO,C06_85o_SOL_SE_Vw_w,C06_85o_SOL_SE_Na,C06_85o_SOL_SE_P_E_n,C06_85o_SOL_SE_To,C06_85o_LPE_NS,C06_85o_T,C06_T_SEO,C06_To_SOL_SE_Vw_w,C06_To_SOL_SE_Nw_Na,C06_To_SOL_SE_P_E_n,C06_T_SOL_SE_T,C06_T_LPE_NS,C06_T_T,C11_0_14_SEO,C11_0_14_SOL_SE_Vw_w,C11_0_14_SOL_SE_Nw_Na,C11_0_14_SOL_SE_P_E_n,C11_0_14_SOL_SE_T,C11_0_14_LPE_NS,C11_0_14_T,C11_15_24_SEO,C11_15_24_SOL_SE_Vw_w,C11_15_24_SOL_SE_Nw_N,C11_15_24_SOL_SE_P_E_n,C11_15_24_S_ot_l_SE_T,C11_15_24_LPE_NS,C11_15_24_T,C11_25_34_SEO,C11_25_34_SOL_SE_Vw_w,C11_25_34_SOL_SE_Na,C11_25_34_SOL_SE_P_E_n,C11_25_34_SOL_SE_To,C11_25_34_LPE_NS,C11_25_34_T,C11_35_44_SEO,C11_35_44_SOL_SE_Vw_w,C11_35_44_SOL_SE_Na,C11_35_44_SOL_SE_P_E_n,C11_35_44_SOL_SE_To,C11_35_44_LPE_NS,C11_35_44_T,C11_45_54_SEO,C11_45_54_SOL_SE_Vw_w,C11_45_54_SOL_SE_Na,C11_45_54_SOL_SE_P_E_n,C11_45_54_SOL_SE_To,C11_45_54_LPE_NS,C11_45_54_T,C11_55_64_SEO,C11_55_64_SOL_SE_Vw_w,C11_55_64_SOL_SE_Na,C11_55_64_SOL_SE_P_E_n,C11_55_64_SOL_SE_To,C11_55_64_LPE_NS,C11_55_64_T,C11_65_74_SEO,C11_65_74_SOL_SE_Vw_w,C11_65_74_SOL_SE_Na,C11_65_74_SOL_SE_P_E_n,C11_65_74_SOL_SE_To,C11_65_74_LPE_NS,C11_65_74_T,C11_75_84_SEO,C11_75_84_SOL_SE_Vw_w,C11_75_84_SOL_SE_Na,C11_75_84_SOL_SE_P_E_n,C11_75_84_SOL_SE_To,C11_75_84_LPE_NS,C11_75_84_T,C11_85o_SEO,C11_85o_SOL_SE_Vw_w,C11_85o_SOL_SE_Na,C11_85o_SOL_SE_P_E_n
LGA14850,8392,163,40,21,224,494,9110,5910,196,12,5,213,219,6342,4431,178,8,5,191,214,4836,5794,233,17,5,255,208,6257,5673,221,10,0,231,179,6083,3321,148,8,0,156,109,3586,2452,133,27,3,163,122,2737,1696,69,30,4,103,96,1895,650,12,27,0,39,34,723,38319,1353,179,43,1575,1675,41569,8098,175,50,25,250,276,8624,5665,199,19,4,222,199,6086,4283,210,13,0,223,156,4662,5394,224,16,3,243,198,5835,6165,228,11,4,243,209,6617,4402,161,7,3,171,149,4722,2577,137,22,3,162,132,2871,1837,86,40,4,130,121,2088,752,20,12,0,32,54,838,39173,1440,190,46,1676,1494,42343,7734,239,83,12,334,310,8378,5225,227,18,0,245,257,5727,4052,213,22,10,245,159,4456,4965,246,19,3,268,180,5413,6013,255,19,7,281,203,6497,5537,222,6,3,231,170,5938,3040,121,8,3,132,89,3261,1907,112,32,4,148,72,2127,790,40,20,0
LGA14870,3968,60,7,9,76,224,4268,2192,48,3,0,51,108,2351,2132,59,3,3,65,215,2412,2743,78,7,0,85,161,2989,2522,81,13,0,94,136,2752,1897,74,8,0,82,84,2063,1281,51,3,0,54,75,1410,775,19,3,0,22,61,858,181,4,3,0,7,18,206,17691,474,50,12,536,1082,19309,3621,36,15,7,58,173,3852,2122,30,17,0,47,120,2289,1886,54,3,3,60,201,2147,2431,64,8,0,72,199,2702,2591,80,12,3,95,165,2851,2421,74,14,0,88,109,2618,1466,49,3,3,55,66,1587,925,29,3,0,32,50,1007,291,7,3,0,10,14,315,17754,423,78,16,517,1097,19368,3484,69,18,0,87,185,3756,2183,49,0,0,49,141,2373,1745,67,8,0,75,188,2008,2235,89,3,0,92,172,2499,2698,88,10,0,98,180,2976,2500,84,11,4,99,139,2738,1836,75,11,0,86,66,1988,995,39,6,0,45,70,1110,325,13,0,0
LGA14900,20676,11769,2769,639,15177,3011,38864,11243,9575,422,121,10118,851,22212,13754,10414,1429,148,11991,869,26614,11681,10093,2341,140,12574,856,25111,8669,6396,2285,112,8793,691,18153,5897,3068,1729,78,4875,488,11260,3676,1549,1333,40,2922,465,7063,1744,634,744,16,1394,257,3395,507,90,278,9,377,77,961,77847,53588,13330,1303,68221,7565,153633,21265,12774,2953,618,16345,3198,40808,11502,10349,384,154,10887,1418,23807,11143,10932,1104,111,12147,1498,24788,11477,11255,1986,127,13368,1513,26358,8803,8188,2627,105,10920,1168,20891,6641,4603,1960,67,6630,867,14138,3889,1968,1637,37,3642,522,8053,2155,850,1036,25,1911,343,4409,617,159,315,6,480,91,1188,77492,61078,14002,1250,76330,10618,164440,21717,14254,3329,432,18015,2461,42193,12716,11730,493,105,12328,1198,26242,10474,13114,1154,112,14380,1476,26330,11027,12811,1811,128,14750,1192,26969,9707,11065,2682,105,13852,1145,24704,6925,6486,2628,89,9203,870,16998,4306,2826,1957,51,4834,563,9703,2369,1120,1278,26,2424,374,5167,746,243,403,23
LGA14920,1486,15,0,0,15,63,1564,721,8,0,0,8,27,756,760,10,0,3,13,21,794,991,11,0,0,11,25,1027,1020,18,0,0,18,26,1064,876,12,0,0,12,17,905,658,11,0,0,11,24,693,378,5,0,0,5,29,412,115,3,0,0,3,3,121,7005,93,0,3,96,235,7336,1354,11,6,0,17,115,1486,656,3,0,0,3,35,694,631,7,0,0,7,38,676,900,18,3,0,21,52,973,1013,9,0,0,9,51,1073,983,15,3,0,18,43,1044,668,14,3,0,17,50,735,416,5,0,0,5,41,462,134,0,0,0,0,21,155,6755,82,15,0,97,446,7298,1385,12,3,0,15,47,1447,686,7,0,0,7,24,717,655,19,0,0,19,24,698,828,13,0,0,13,29,870,963,16,4,0,20,41,1024,1011,7,3,0,10,38,1059,783,10,4,0,14,24,821,441,9,0,0,9,19,469,158,4,0,0
LGA14950,757,4,4,3,11,41,809,349,3,0,0,3,23,375,333,3,0,0,3,17,353,470,6,0,0,6,21,497,444,3,0,0,3,17,464,368,0,0,0,0,17,385,263,3,0,0,3,12,278,161,0,0,0,0,9,170,52,0,0,0,0,4,56,3197,22,4,3,29,161,3387,685,4,0,0,4,8,697,294,3,0,0,3,3,300,260,3,4,0,7,3,270,427,0,3,0,3,7,437,459,3,0,0,3,3,465,401,4,0,0,4,11,416,248,3,0,0,3,6,257,172,3,0,0,3,9,184,71,3,0,0,3,3,77,3017,26,7,0,33,53,3103,582,5,3,0,8,11,601,247,3,0,0,3,10,260,218,5,0,0,5,4,227,343,3,0,0,3,10,356,403,8,0,0,8,14,425,404,6,0,0,6,10,420,285,4,0,0,4,8,297,187,0,0,0,0,7,194,85,3,0,0
LGA15050,12102,169,38,22,229,532,12863,7274,130,6,4,140,162,7576,6887,142,14,0,156,159,7202,7788,202,25,3,230,138,8156,7033,185,33,6,224,124,7381,4294,106,24,0,130,126,4550,3004,90,18,0,108,127,3239,1854,114,42,0,156,121,2131,552,15,9,0,24,42,618,50788,1153,209,35,1397,1531,53716,13347,190,53,46,289,512,14148,7876,143,12,14,169,292,8337,7633,164,18,0,182,256,8071,8170,227,16,4,247,257,8674,7868,220,32,0,252,279,8399,5970,144,18,3,165,204,6339,3440,82,21,0,103,159,3702,2304,124,32,4,160,171,2635,697,27,17,5,49,68,814,57305,1321,219,76,1616,2198,61119,13974,270,77,19,366,463,14803,8461,202,22,3,227,320,9008,7960,356,29,4,389,269,8618,8806,355,25,7,387,314,9507,8396,293,36,0,329,274,8999,7131,197,33,0,230,212,7573,4326,105,19,3,127,181,4634,2533,87,19,3,109,155,2797,924,52,25,0
LGA15150,5007,356,64,36,456,624,6087,3109,564,25,10,599,367,4075,5644,748,37,10,795,433,6872,5124,600,39,4,643,440,6207,3930,402,40,3,445,290,4665,2719,251,39,3,293,233,3245,2026,173,45,3,221,227,2474,1881,120,30,5,155,143,2179,648,26,9,0,35,61,744,30088,3240,328,74,3642,2818,36548,5380,427,96,31,554,421,6355,2922,546,41,5,592,294,3808,4893,843,50,5,898,616,6407,5103,631,28,7,666,461,6230,3916,384,54,7,445,278,4639,3221,300,29,4,333,234,3788,1868,190,36,3,229,178,2275,1713,143,36,7,186,182,2081,724,52,10,0,62,86,872,29740,3516,380,69,3965,2750,36455,6453,602,143,24,769,298,7520,3070,462,38,6,506,228,3804,4921,1117,37,4,1158,520,6599,5651,946,35,8,989,369,7009,4480,566,51,9,626,276,5382,3310,318,43,0,361,222,3893,2303,252,31,4,287,147,2737,1415,136,30,3,169,109,1693,741,58,10,0
LGA15200,5234,2967,785,198,3950,1305,10489,5118,3785,201,48,4034,612,9764,10214,4621,615,70,5306,711,16231,7982,3516,1114,56,4686,690,13358,5079,2424,1234,50,3708,524,9311,2456,1693,1427,35,3155,387,5998,1536,1023,1360,51,2434,325,4295,1206,304,549,16,869,193,2268,579,64,170,9,243,53,875,39404,20397,7455,533,28385,4800,72589,6180,2068,620,147,2835,878,9893,4876,2750,130,19,2899,799,8574,9829,4013,312,46,4371,1353,15553,8882,3065,572,30,3667,1100,13649,5686,2161,893,17,3071,735,9492,3238,1658,1128,28,2814,507,6559,1370,1091,1397,28,2516,309,4195,1006,460,822,33,1315,196,2517,478,70,149,24,243,58,779,41545,17336,6023,372,23731,5935,71211,7802,1942,572,66,2580,740,11122,5285,2508,121,26,2655,588,8528,10472,4311,247,42,4600,1127,16199,9906,3354,383,41,3778,914,14598,6606,2314,632,23,2969,610,10185,4054,1635,887,24,2546,445,7045,1707,1182,1173,25,2380,236,4323,852,618,1090,12,1720,149,2721,431,128,279,4
LGA15270,4529,71,24,7,102,259,4890,2141,40,3,0,43,93,2277,2291,77,10,5,92,108,2491,2883,89,20,0,109,110,3102,2776,82,10,0,92,112,2980,2339,69,24,3,96,92,2527,1561,55,12,0,67,100,1728,883,31,9,0,40,75,998,278,9,4,0,13,27,318,19681,523,116,15,654,976,21311,4087,64,19,9,92,157,4336,2144,30,4,0,34,81,2259,1952,63,6,0,69,72,2093,2786,92,7,0,99,127,3012,2732,86,12,4,102,131,2965,2728,73,17,3,93,142,2963,1726,60,15,3,78,115,1919,1017,35,9,0,44,68,1129,342,17,0,0,17,19,378,19514,520,89,19,628,912,21054,4119,75,14,0,89,192,4400,2274,31,3,0,34,118,2426,2011,69,9,0,78,116,2205,2718,108,13,0,121,200,3039,2879,93,9,5,107,129,3115,2724,72,6,3,81,145,2950,2097,63,11,3,77,106,2280,1113,55,19,0,74,77,1264,407,19,3,0
LGA15300,3470,56,6,12,74,274,3818,1888,46,3,0,49,92,2029,2374,40,3,3,46,103,2523,2216,64,9,0,73,111,2400,1834,76,11,0,87,88,2009,1323,62,19,0,81,66,1470,805,32,17,3,52,53,910,374,12,6,0,18,34,426,90,0,0,0,0,8,98,14374,388,74,18,480,829,15683,3068,36,7,6,49,278,3395,1451,22,3,0,25,117,1593,1752,30,3,0,33,148,1933,1880,39,13,0,52,152,2084,1680,56,10,3,69,132,1881,1406,42,13,3,58,143,1607,873,51,11,3,65,92,1030,421,25,9,0,34,63,518,111,3,0,0,3,10,124,12642,304,69,15,388,1135,14165,2738,43,20,0,63,243,3044,1493,26,4,0,30,131,1654,1502,79,7,0,86,141,1729,1703,44,4,0,48,149,1900,1688,51,4,3,58,117,1863,1442,47,14,3,64,110,1616,991,31,9,0,40,93,1124,459,15,6,3,24,49,532,145,4,0,0
LGA15350,3699,214,66,24,304,308,4311,2356,256,14,4,274,160,2790,3521,474,29,5,508,160,4189,3512,484,34,3,521,170,4203,3274,312,27,4,343,128,3745,2294,212,19,3,234,104,2632,1369,109,32,0,141,82,1592,1199,97,15,3,115,61,1375,560,39,10,0,49,29,638,21784,2197,246,46,2489,1202,25475,3837,290,103,23,416,257,4510,2102,216,9,0,225,188,2515,2944,507,22,3,532,284,3760,3273,579,36,3,618,263,4154,3033,328,29,3,360,219,3612,2844,238,26,3,267,215,3326,1440,137,26,3,166,108,1714,1200,114,24,0,138,84,1422,635,46,4,3,53,59,747,21308,2455,279,41,2775,1677,25760,4176,449,106,11,566,274,5016,2191,285,10,0,295,167,2653,2469,640,27,5,672,308,3449,3247,705,26,4,735,273,4255,3192,492,22,11,525,206,3923,2718,267,32,3,302,199,3219,1975,184,28,3,215,133,2323,1119,103,27,3,133,69,1321,711,63,7,0
LGA15500,1085,13,0,0,13,114,1212,565,5,0,0,5,31,601,641,14,0,0,14,50,705,779,18,0,0,18,51,848,720,10,0,0,10,43,773,726,13,0,0,13,29,768,526,11,3,0,14,35,575,299,7,0,0,7,31,337,64,0,0,0,0,4,68,5405,91,3,0,94,388,5887,1156,9,3,3,15,56,1227,563,8,0,0,8,46,617,606,12,3,0,15,39,660,778,16,3,0,19,27,824,852,19,4,0,23,36,911,886,11,0,0,11,59,956,684,14,3,0,17,39,740,434,10,0,0,10,33,477,103,4,0,0,4,10,117,6062,103,16,3,122,345,6529,1112,19,7,0,26,39,1177,619,11,0,0,11,23,653,548,14,3,0,17,26,591,794,22,0,0,22,40,856,847,24,4,0,28,35,910,966,12,0,0,12,40,1018,928,16,0,0,16,50,994,498,7,0,0,7,35,540,137,0,0,0
LGA15550,571,13,3,0,16,29,616,294,3,0,0,3,21,318,342,4,3,0,7,12,361,370,10,0,0,10,11,391,305,10,0,0,10,13,328,222,5,0,0,5,15,242,158,0,0,0,0,6,164,63,3,0,0,3,5,71,13,0,0,0,0,0,13,2338,48,6,0,54,112,2504,526,12,5,0,17,30,573,268,0,0,0,0,21,289,298,11,0,0,11,8,317,317,7,0,0,7,18,342,298,11,0,0,11,12,321,248,9,0,3,12,9,269,173,4,0,0,4,6,183,89,0,0,0,0,0,89,27,0,0,0,0,5,32,2244,54,5,3,62,109,2415,467,7,4,0,11,33,511,248,5,0,0,5,13,266,221,3,5,0,8,8,237,261,11,0,0,11,17,289,302,9,0,0,9,16,327,240,6,0,0,6,3,249,165,4,0,0,4,6,175,103,3,0,0,3,8,114,26,0,0,0
LGA15650,3364,33,5,8,46,241,3651,1792,20,0,3,23,125,1940,1955,43,3,0,46,205,2206,2116,48,4,3,55,139,2310,1845,50,7,0,57,92,1994,1178,26,0,0,26,70,1274,722,25,0,0,25,57,804,383,10,0,0,10,27,420,142,3,0,0,3,12,157,13497,258,19,14,291,968,14756,3430,33,8,8,49,193,3672,1876,23,3,3,29,134,2039,1877,38,9,0,47,192,2116,2098,58,7,3,68,187,2353,1927,33,8,0,41,111,2079,1463,21,4,0,25,81,1569,816,18,3,0,21,34,871,457,6,3,0,9,29,495,161,4,0,0,4,10,175,14105,234,45,14,293,971,15369,3265,72,18,7,97,234,3596,1941,42,3,0,45,184,2170,2021,105,7,0,112,200,2333,1977,95,8,0,103,219,2299,2035,54,7,0,61,169,2265,1568,35,6,3,44,108,1720,895,12,0,0,12,51,958,496,13,0,0,13,42,551,150,3,0,0
LGA15700,3382,36,5,8,49,230,3661,1614,27,4,3,34,101,1749,1375,27,6,0,33,68,1476,2252,57,3,3,63,75,2390,2380,47,6,0,53,80,2513,2001,50,5,0,55,90,2146,1905,41,3,0,44,81,2030,1240,30,0,0,30,75,1345,313,7,0,0,7,28,348,16462,322,32,14,368,828,17658,3090,35,14,3,52,176,3318,1640,18,5,0,23,67,1730,1219,24,3,0,27,48,1294,1873,54,3,3,60,84,2017,2611,60,0,0,60,105,2776,2493,53,3,3,59,81,2633,2009,40,0,0,40,71,2120,1440,25,0,0,25,77,1542,401,14,4,0,18,23,442,16776,323,32,9,364,732,17872,3152,57,22,3,82,101,3335,1640,25,3,0,28,59,1727,1207,39,5,0,44,48,1299,1728,59,4,0,63,62,1853,2615,68,6,0,74,66,2755,2875,74,5,0,79,91,3045,2304,47,3,3,53,78,2435,1391,29,0,0,29,61,1481,561,22,0,0
LGA15750,3030,19,3,7,29,154,3213,1559,19,0,0,19,50,1628,1748,18,3,0,21,48,1817,2054,36,0,3,39,52,2145,1764,26,5,0,31,37,1832,1383,22,4,0,26,45,1454,937,12,3,0,15,54,1006,486,5,0,0,5,37,528,160,3,0,0,3,10,173,13121,160,18,10,188,487,13796,2829,25,8,12,45,128,3002,1369,17,0,0,17,60,1446,1454,26,3,0,29,43,1526,1736,28,4,0,32,66,1834,1702,20,6,0,26,49,1777,1470,16,0,0,16,60,1546,995,19,0,0,19,63,1077,567,3,0,0,3,49,619,185,0,0,0,0,8,193,12307,154,21,12,187,526,13020,2680,20,13,0,33,139,2852,1387,21,0,0,21,64,1472,1389,33,4,0,37,71,1497,1556,43,6,0,49,115,1720,1769,29,0,4,33,100,1902,1567,29,5,0,34,80,1681,1097,16,5,0,21,47,1165,598,9,0,0,9,41,648,201,6,0,0
LGA15800,1356,37,0,5,42,80,1478,676,19,0,0,19,27,722,627,10,0,0,10,25,662,888,20,4,0,24,36,948,808,24,0,0,24,38,870,606,5,3,0,8,30,644,598,13,3,0,16,24,638,367,14,0,0,14,17,398,112,0,0,0,0,7,119,6038,142,10,5,157,284,6479,1215,18,4,6,28,38,1281,602,15,0,0,15,11,628,580,11,0,0,11,22,613,690,16,4,0,20,20,730,802,16,0,0,16,21,839,719,16,5,0,21,24,764,536,10,3,0,13,31,580,418,7,0,0,7,17,442,144,0,0,0,0,7,151,5706,109,16,6,131,191,6028,1124,29,4,3,36,80,1240,548,19,0,0,19,38,605,515,21,0,0,21,35,571,598,22,3,0,25,31,654,759,18,0,0,18,46,823,740,17,5,0,22,47,809,553,6,0,0,6,31,590,382,5,0,0,5,30,417,137,0,0,0
LGA15850,1538,20,3,0,23,69,1630,736,9,0,0,9,35,780,768,10,3,0,13,23,804,929,12,0,0,12,28,969,873,11,3,0,14,9,896,657,10,0,0,10,16,683,483,6,0,0,6,22,511,249,3,0,0,3,15,267,59,0,0,0,0,10,69,6292,81,9,0,90,227,6609,1450,7,6,6,19,53,1522,671,5,0,0,5,20,696,640,11,0,0,11,20,671,811,11,0,3,14,21,846,877,16,3,0,19,25,921,736,8,3,0,11,21,768,525,5,3,0,8,18,551,303,7,0,0,7,17,327,88,3,0,0,3,3,94,6101,73,15,9,97,198,6396,1476,15,0,0,15,65,1556,642,6,0,0,6,29,677,564,12,3,0,15,27,606,731,14,0,0,14,31,776,800,13,4,0,17,28,845,828,13,0,3,16,27,871,628,6,0,0,6,21,655,321,4,0,0,4,31,356,85,4,0,0
LGA15900,21646,1013,204,93,1310,1419,24375,18398,1437,105,27,1569,678,20645,17861,1404,160,27,1591,621,20073,17266,1353,328,16,1697,717,19680,15328,1088,242,22,1352,561,17241,10628,778,293,11,1082,453,12163,9124,688,326,15,1029,481,10634,7390,525,240,13,778,576,8744,2478,71,77,4,152,228,2858,120119,8357,1975,228,10560,5734,136413,21861,949,316,119,1384,990,24235,18859,1413,105,22,1540,1116,21515,17411,1493,102,21,1616,876,19903,17036,1317,133,19,1469,834,19339,16934,1129,152,13,1294,845,19073,12838,896,169,22,1087,622,14547,8505,711,289,14,1014,520,10039,7499,599,259,17,875,584,8958,2826,117,89,20,226,249,3301,123769,8624,1614,267,10505,6636,140910,22305,1298,519,54,1871,964,25140,19067,1728,191,17,1936,937,21940,18576,2215,174,17,2406,945,21927,17258,1709,152,16,1877,722,19857,17519,1293,142,25,1460,778,19757,14789,987,169,9,1165,589,16543,9576,699,245,8,952,460,10988,6822,518,287,15,820,451,8093,3238,260,144,13
LGA15950,3491,597,203,46,846,873,5210,4948,1036,85,8,1129,551,6628,12770,2097,153,17,2267,611,15648,6526,1387,152,15,1554,542,8622,5779,957,138,10,1105,447,7331,4266,451,96,4,551,340,5157,2362,283,100,4,387,304,3053,1918,180,72,5,257,207,2382,783,65,26,3,94,62,939,42843,7053,1025,112,8190,3937,54970,3991,749,305,74,1128,492,5611,4379,1093,68,8,1169,685,6233,11384,2763,182,18,2963,1654,16001,6935,1699,156,17,1872,946,9753,5274,945,128,8,1081,704,7059,5343,665,94,10,769,660,6772,2687,315,100,5,420,414,3521,1790,192,86,0,278,306,2374,829,84,26,0,110,106,1045,42612,8505,1145,140,9790,5967,58369,5037,954,389,34,1377,563,6977,3813,1100,49,11,1160,471,5444,11143,3715,151,25,3891,1344,16378,7893,2310,164,4,2478,931,11302,5449,1297,134,10,1441,605,7495,5455,853,140,6,999,489,6943,3591,415,111,9,535,349,4475,1703,223,107,4,334,183,2220,825,91,33,8
LGA16100,1045,38,0,0,38,107,1190,526,22,0,0,22,104,652,578,21,3,0,24,72,674,623,16,3,0,19,45,687,675,23,7,0,30,49,754,514,21,0,0,21,33,568,261,12,3,0,15,27,303,186,6,0,0,6,21,213,52,3,0,0,3,5,60,4460,162,16,0,178,463,5101,1035,88,3,3,94,32,1161,534,12,3,0,15,74,623,502,22,0,0,22,38,562,630,16,0,0,16,32,678,611,23,3,0,26,26,663,704,19,5,0,24,34,762,311,15,3,0,18,13,342,187,6,3,0,9,12,208,55,0,0,0,0,5,60,4569,201,20,3,224,266,5059,1020,114,0,0,114,30,1164,509,22,0,0,22,95,626,406,14,5,0,19,28,453,593,20,0,0,20,22,635,631,20,0,0,20,16,667,694,30,4,0,34,21,749,477,19,0,0,19,22,518,196,13,3,0,16,13,225,75,0,0,0
LGA16150,7640,181,34,16,231,394,8265,4777,156,15,0,171,166,5114,4644,155,13,0,168,157,4969,4692,186,15,3,204,128,5024,4302,136,29,4,169,116,4587,2804,109,31,0,140,105,3049,2020,129,42,0,171,97,2288,1369,93,29,0,122,94,1585,508,18,4,0,22,32,562,32756,1163,212,23,1398,1289,35443,7251,115,49,37,201,344,7796,4604,131,9,0,140,210,4954,4025,148,13,3,164,162,4351,4342,178,22,4,204,191,4737,4205,149,23,0,172,155,4532,3379,120,15,3,138,125,3642,2239,95,32,0,127,131,2497,1528,77,21,0,98,126,1752,543,31,10,0,41,71,655,32116,1044,194,47,1285,1515,34916,7569,282,82,8,372,469,8410,4808,287,13,3,303,267,5378,4386,285,39,5,329,285,5000,4446,268,36,3,307,323,5076,4479,218,31,4,253,227,4959,3894,130,28,3,161,216,4271,2467,104,27,3,134,142,2743,1656,78,22,3,103,83,1842,669,47,14,0
LGA16180,2382,141,7,6,154,116,2652,985,52,4,0,56,47,1088,977,38,0,3,41,51,1069,1692,66,0,0,66,63,1821,1784,70,3,0,73,53,1910,1086,58,6,0,64,40,1190,482,33,5,0,38,32,552,218,13,0,0,13,18,249,50,0,0,0,0,7,57,9656,471,25,9,505,427,10588,2507,86,9,9,104,143,2754,1211,52,3,3,58,76,1345,993,49,3,0,52,65,1110,1885,83,0,0,83,101,2069,2000,76,3,0,79,106,2185,1548,88,8,0,96,80,1724,666,39,3,3,45,36,747,291,22,4,0,26,16,333,84,0,3,0,3,6,93,11185,495,36,15,546,629,12360,3121,105,22,5,132,252,3505,1425,57,0,0,57,74,1556,1077,46,0,0,46,45,1168,1996,101,0,4,105,124,2225,2203,99,5,3,107,135,2445,1920,95,3,3,101,123,2144,936,76,9,0,85,35,1056,334,21,3,0,24,26,384,98,3,0,0
LGA16200,3275,42,9,4,55,166,3496,1551,18,0,0,18,44,1613,1672,30,8,0,38,54,1764,2030,41,0,0,41,55,2126,1729,29,3,0,32,58,1819,1376,18,0,0,18,35,1429,1121,13,3,0,16,40,1177,711,13,3,0,16,38,765,230,6,3,0,9,4,243,13695,210,29,4,243,494,14432,3132,36,14,10,60,73,3265,1595,14,0,5,19,49,1663,1390,29,3,0,32,43,1465,1807,41,7,0,48,35,1890,1866,30,0,0,30,60,1956,1554,23,3,0,26,54,1634,1168,17,0,0,17,51,1236,790,18,4,0,22,43,855,281,5,3,0,8,9,298,13583,213,34,15,262,417,14262,2972,78,14,3,95,160,3227,1543,32,0,0,32,104,1679,1386,48,3,0,51,84,1521,1599,65,13,0,78,85,1762,1850,41,0,3,44,94,1988,1627,32,5,0,37,81,1745,1211,14,4,0,18,97,1326,850,11,3,0,14,65,929,330,9,0,0
