region_id,C01_0_14_SEO,C01_0_14_SOL_SE_Vw_w,C01_0_14_SOL_SE_Nw_Na,C01_0_14_SOL_SE_P_E_n,C01_0_14_SOL_SE_T,C01_0_14_LPE_NS,C01_0_14_T,C01_15_24_SEO,C01_15_24_SOL_SE_Vw_w,C01_15_24_SOL_SE_Nw_N,C01_15_24_SOL_SE_P_E_n,C01_15_24_S_ot_l_SE_T,C01_15_24_LPE_NS,C01_15_24_T,C01_25_34_SEO,C01_25_34_SOL_SE_Vw_w,C01_25_34_SOL_SE_Na,C01_25_34_SOL_SE_P_E_n,C01_25_34_SOL_SE_To,C01_25_34_LPE_NS,C01_25_34_T,C01_35_44_SEO,C01_35_44_SOL_SE_Vw_w,C01_35_44_SOL_SE_Na,C01_35_44_SOL_SE_P_E_n,C01_35_44_SOL_SE_To,C01_35_44_LPE_NS,C01_35_44_T,C01_45_54_SEO,C01_45_54_SOL_SE_Vw_w,C01_45_54_SOL_SE_Na,C01_45_54_SOL_SE_P_E_n,C01_45_54_SOL_SE_To,C01_45_54_LPE_NS,C01_45_54_T,C01_55_64_SEO,C01_55_64_SOL_SE_Vw_w,C01_55_64_SOL_SE_Na,C01_55_64_SOL_SE_P_E_n,C01_55_64_SOL_SE_To,C01_55_64_LPE_NS,C01_55_64_T,C01_65_74_SEO,C01_65_74_SOL_SE_Vw_w,C01_65_74_SOL_SE_Na,C01_65_74_SOL_SE_P_E_n,C01_65_74_SOL_SE_To,C01_65_74_LPE_NS,C01_65_74_T,C01_75_84_SEO,C01_75_84_SOL_SE_Vw_w,C01_75_84_SOL_SE_Na,C01_75_84_SOL_SE_P_E_n,C01_75_84_SOL_SE_To,C01_75_84_LPE_NS,C01_75_84_T,C01_85ov_SEO,C01_85o_SOL_SE_Vw_w,C01_85o_SOL_SE_Na,C01_85o_SOL_SE_P_E_n,C01_85o_SOL_SE_To,C01_85o_LPE_NS,C01_85o_T,C01_T_SEO,C01_To_SOL_SE_Vw_w,C01_To_SOL_SE_Nw_Na,C01_To_SOL_SE_P_E_n,C01_T_SOL_SE_T,C01_T_LPE_NS,C01_T_T,C06_0_14_SEO,C06_0_14_SOL_SE_Vw_w,C06_0_14_SOL_SE_Nw_Na,C06_0_14_SOL_SE_P_E_n,C06_0_14_SOL_SE_T,C06_0_14_LPE_NS,C06_0_14_T,C06_15_24_SEO,C06_15_24_SOL_SE_Vw_w,C06_15_24_SOL_SE_Nw_N,C06_15_24_SOL_SE_P_E_n,C06_15_24_S_ot_l_SE_T,C06_15_24_LPE_NS,C06_15_24_T,C06_25_34_SEO,C06_25_34_SOL_SE_Vw_w,C06_25_34_SOL_SE_Na,C06_25_34_SOL_SE_P_E_n,C06_25_34_SOL_SE_To,C06_25_34_LPE_NS,C06_25_34_T,C06_35_44_SEO,C06_35_44_SOL_SE_Vw_w,C06_35_44_SOL_SE_Na,C06_35_44_SOL_SE_P_E_n,C06_35_44_SOL_SE_To,C06_35_44_LPE_NS,C06_35_44_T,C06_45_54_SEO,C06_45_54_SOL_SE_Vw_w,C06_45_54_SOL_SE_Na,C06_45_54_SOL_SE_P_E_n,C06_45_54_SOL_SE_To,C06_45_54_LPE_NS,C06_45_54_T,C06_55_64_SEO,C06_55_64_SOL_SE_Vw_w,C06_55_64_SOL_SE_Na,C06_55_64_SOL_SE_P_E_n,C06_55_64_SOL_SE_To,C06_55_64_LPE_NS,C06_55_64_T,C06_65_74_SEO,C06_65_74_SOL_SE_Vw_w,C06_65_74_SOL_SE_Na,C06_65_74_SOL_SE_P_E_n,C06_65_74_SOL_SE_To,C06_65_74_LPE_NS,C06_65_74_T,C06_75_84_SEO,C06_75_84_SOL_SE_Vw_w,C06_75_84_SOL_SE_Na,C06_75_84_SOL_SE_P_E_n,C06_75_84_SOL_SE_To,C06_75_84_LPE_NS,C06_75_84_T,C06_85ov_SEO,C06_85o_SOL_SE_Vw_w,C06_85o_SOL_SE_Na,C06_85o_SOL_SE_P_E_n,C06_85o_SOL_SE_To,C06_85o_LPE_NS,C06_85o_T,C06_T_SEO,C06_To_SOL_SE_Vw_w,C06_To_SOL_SE_Nw_Na,C06_To_SOL_SE_P_E_n,C06_T_SOL_SE_T,C06_T_LPE_NS,C06_T_T,C11_0_14_SEO,C11_0_14_SOL_SE_Vw_w,C11_0_14_SOL_SE_Nw_Na,C11_0_14_SOL_SE_P_E_n,C11_0_14_SOL_SE_T,C11_0_14_LPE_NS,C11_0_14_T,C11_15_24_SEO,C11_15_24_SOL_SE_Vw_w,C11_15_24_SOL_SE_Nw_N,C11_15_24_SOL_SE_P_E_n,C11_15_24_S_ot_l_SE_T,C11_15_24_LPE_NS,C11_15_24_T,C11_25_34_SEO,C11_25_34_SOL_SE_Vw_w,C11_25_34_SOL_SE_Na,C11_25_34_SOL_SE_P_E_n,C11_25_34_SOL_SE_To,C11_25_34_LPE_NS,C11_25_34_T,C11_35_44_SEO,C11_35_44_SOL_SE_Vw_w,C11_35_44_SOL_SE_Na,C11_35_44_SOL_SE_P_E_n,C11_35_44_SOL_SE_To,C11_35_44_LPE_NS,C11_35_44_T,C11_45_54_SEO,C11_45_54_SOL_SE_Vw_w,C11_45_54_SOL_SE_Na,C11_45_54_SOL_SE_P_E_n,C11_45_54_SOL_SE_To,C11_45_54_LPE_NS,C11_45_54_T,C11_55_64_SEO,C11_55_64_SOL_SE_Vw_w,C11_55_64_SOL_SE_Na,C11_55_64_SOL_SE_P_E_n,C11_55_64_SOL_SE_To,C11_55_64_LPE_NS,C11_55_64_T,C11_65_74_SEO,C11_65_74_SOL_SE_Vw_w,C11_65_74_SOL_SE_Na,C11_65_74_SOL_SE_P_E_n,C11_65_74_SOL_SE_To,C11_65_74_LPE_NS,C11_65_74_T,C11_75_84_SEO,C11_75_84_SOL_SE_Vw_w,C11_75_84_SOL_SE_Na,C11_75_84_SOL_SE_P_E_n,C11_75_84_SOL_SE_To,C11_75_84_LPE_NS,C11_75_84_T,C11_85o_SEO,C11_85o_SOL_SE_Vw_w,C11_85o_SOL_SE_Na,C11_85o_SOL_SE_P_E_n
LGA10650,1474,24,3,0,27,80,1581,740,11,3,0,14,31,785,734,13,0,0,13,30,777,939,32,0,0,32,35,1006,1052,26,0,0,26,24,1102,919,17,3,0,20,26,965,752,15,3,0,18,23,793,458,9,3,0,12,36,506,164,4,0,0,4,5,173,7232,151,15,0,166,290,7688,1477,29,0,5,34,33,1544,697,22,0,0,22,21,740,696,16,0,0,16,12,724,846,18,3,0,21,13,880,1091,11,6,0,17,23,1131,1077,27,3,0,30,21,1128,810,15,3,0,18,25,853,567,10,0,0,10,17,594,196,3,3,0,6,6,208,7457,151,18,5,174,171,7802,1295,20,6,0,26,57,1378,705,16,3,3,22,34,761,605,21,3,0,24,19,648,781,24,0,0,24,34,839,969,22,0,0,22,36,1027,1186,25,3,0,28,31,1245,984,11,3,3,17,32,1033,568,11,3,0,14,40,622,229,9,3,0
LGA10750,44764,12309,2351,617,15277,4443,64484,25497,10502,292,140,10934,1642,38073,28322,10366,743,168,11277,1575,41174,24029,12461,1444,147,14052,1469,39550,20428,9754,1593,139,11486,1200,33114,12580,4465,1490,68,6023,821,19424,7332,2372,1460,63,3895,738,11965,3410,1183,858,29,2070,457,5937,850,221,269,5,495,129,1474,167212,63633,10500,1376,75509,12474,255195,45539,13471,3019,776,17266,3953,66758,25421,11736,439,162,12337,1754,39512,25531,12999,768,160,13927,1914,41372,23821,14196,1290,147,15633,1794,41248,19595,12068,1743,124,13935,1380,34910,15350,6692,1649,91,8432,995,24777,7876,2861,1537,35,4433,626,12935,4210,1493,1075,42,2610,474,7294,1020,386,369,13,768,153,1941,168363,75902,11889,1550,89341,13043,270747,47485,16341,3944,549,20834,3016,71335,26659,13324,385,172,13881,1653,42193,24800,18676,948,197,19821,1754,46375,24433,17564,1262,158,18984,1459,44876,20747,14611,1868,131,16610,1253,38610,16744,9625,2077,98,11800,949,29493,9483,4078,1778,44,5900,586,15969,4716,1795,1319,37,3151,399,8266,1436,563,585,29
LGA10800,1416,7,0,0,7,65,1488,629,5,0,0,5,36,670,637,11,0,0,11,33,681,885,12,3,0,15,33,933,843,4,0,0,4,35,882,649,7,3,0,10,24,683,593,6,0,0,6,26,625,333,0,0,0,0,22,355,104,0,0,0,0,6,110,6089,52,6,0,58,280,6427,1310,7,5,0,12,33,1355,597,4,0,0,4,16,617,666,11,0,0,11,26,703,770,14,3,0,17,15,802,893,9,0,0,9,18,920,735,10,0,0,10,36,781,536,4,0,3,7,20,563,380,6,0,0,6,20,406,107,0,0,0,0,3,110,5994,65,8,3,76,187,6257,1239,17,3,0,20,20,1279,561,3,0,0,3,16,580,563,14,3,0,17,10,590,680,18,0,0,18,25,723,800,12,3,0,15,15,830,758,5,0,4,9,11,778,535,10,0,0,10,11,556,385,0,0,0,0,17,402,144,0,0,0
LGA10850,1428,7,7,0,14,64,1506,607,5,0,3,8,15,630,709,6,0,0,6,19,734,890,14,0,0,14,21,925,805,13,3,0,16,21,842,646,8,3,0,11,17,674,489,3,0,0,3,30,522,189,7,0,0,7,17,213,66,0,0,0,0,3,69,5829,63,13,3,79,207,6115,1450,6,9,3,18,24,1492,684,6,3,0,9,5,698,581,5,3,0,8,12,601,925,6,3,0,9,18,952,858,16,3,3,22,20,900,734,11,4,0,15,24,773,530,11,0,0,11,13,554,303,4,0,0,4,9,316,74,0,0,0,0,0,74,6139,65,25,6,96,125,6360,1455,17,7,3,27,66,1548,707,14,0,0,14,35,756,599,18,0,0,18,14,631,892,13,3,0,16,27,935,933,19,0,0,19,33,985,830,21,0,0,21,30,881,600,10,0,0,10,30,640,369,4,0,0,4,23,396,85,3,0,0
LGA10900,14834,387,84,61,532,750,16116,8712,347,20,6,373,284,9369,7959,391,15,5,411,284,8654,10687,548,27,11,586,271,11544,10884,548,26,7,581,235,11700,6551,458,25,4,487,184,7222,4151,327,36,5,368,176,4695,2896,213,34,3,250,130,3276,983,46,14,0,60,57,1100,67657,3265,281,102,3648,2371,73676,13999,374,100,75,549,544,15092,8361,389,21,3,413,283,9057,6982,368,25,6,399,264,7645,9581,550,26,9,585,357,10523,10874,539,19,3,561,370,11805,8442,499,28,6,533,307,9282,4607,300,27,3,330,179,5116,2929,230,20,3,253,153,3335,1043,67,17,0,84,102,1229,66818,3316,283,108,3707,2559,73084,13575,456,125,25,606,751,14932,7844,285,32,3,320,357,8521,6262,368,25,4,397,278,6937,9180,637,37,6,680,409,10269,10286,588,26,0,614,516,11416,10201,530,25,12,567,407,11175,5991,381,27,11,419,253,6663,3055,238,31,10,279,180,3514,1305,101,12,0
LGA10950,733,0,0,0,0,30,763,278,0,0,0,0,9,287,412,3,0,0,3,6,421,393,3,0,0,3,9,405,348,8,3,0,11,9,368,386,3,0,0,3,8,397,271,3,0,0,3,10,284,116,3,0,0,3,9,128,34,0,0,0,0,3,37,2971,23,3,0,26,93,3090,680,0,0,3,3,6,689,246,3,0,0,3,0,249,334,3,0,0,3,4,341,429,0,0,0,0,0,429,343,6,0,0,6,4,353,381,9,0,0,9,7,397,273,3,0,0,3,8,284,127,3,0,0,3,8,138,39,0,0,0,0,0,39,2852,27,0,3,30,37,2919,616,21,3,0,24,33,673,296,6,0,0,6,21,323,285,12,3,0,15,14,314,390,21,0,0,21,26,437,364,3,3,0,6,35,405,279,8,0,0,8,21,308,315,0,0,0,0,19,334,148,0,0,0,0,13,161,45,0,0,0
LGA11000,481,7,0,3,10,20,511,244,0,0,0,0,4,248,232,6,0,0,6,8,246,358,6,0,0,6,7,371,362,13,0,0,13,9,384,290,8,0,0,8,4,302,179,6,3,0,9,8,196,143,0,3,0,3,9,155,47,0,0,0,0,3,50,2336,46,6,3,55,72,2463,463,5,0,3,8,22,493,225,0,0,0,0,7,232,200,10,0,0,10,5,215,318,10,0,0,10,11,339,354,6,0,0,6,21,381,342,11,0,0,11,16,369,203,4,0,0,4,14,221,134,8,0,0,8,8,150,69,0,0,0,0,5,74,2308,54,0,3,57,109,2474,433,4,0,0,4,10,447,204,0,0,0,0,7,211,207,6,0,0,6,4,217,248,9,4,0,13,8,269,356,6,0,0,6,6,368,365,11,0,0,11,9,385,228,10,0,0,10,3,241,132,4,0,0,4,3,139,78,0,0,0
LGA11050,512,3,3,0,6,11,529,206,3,0,0,3,4,213,213,3,0,0,3,3,219,351,4,0,0,4,5,360,322,5,0,0,5,3,330,278,3,0,0,3,6,287,210,4,0,0,4,5,219,120,0,0,0,0,3,123,40,0,3,0,3,3,46,2252,25,6,0,31,43,2326,455,3,4,0,7,9,471,191,3,5,0,8,0,199,194,3,0,0,3,0,197,278,3,0,0,3,3,284,338,3,0,0,3,9,350,331,9,0,0,9,3,343,216,0,0,0,0,4,220,134,0,0,0,0,3,137,38,3,0,0,3,3,44,2175,27,9,0,36,34,2245,457,3,0,0,3,5,465,222,3,0,0,3,7,232,156,6,0,0,6,4,166,258,4,0,0,4,8,270,338,6,0,0,6,4,348,341,5,0,0,5,3,349,275,9,0,0,9,11,295,142,0,0,0,0,8,150,45,0,0,0
LGA11100,3298,1961,469,127,2557,662,6517,2196,2222,92,27,2341,240,4777,2506,2622,210,34,2866,244,5616,2603,2358,332,43,2733,261,5597,2271,1765,467,26,2258,234,4763,1610,1162,641,14,1817,167,3594,1236,686,513,16,1215,175,2626,908,248,251,7,506,144,1558,303,48,67,3,118,104,525,16931,13072,3042,297,16411,2231,35573,3715,1818,368,92,2278,464,6457,2308,1970,67,22,2059,242,4609,2520,2526,153,35,2714,348,5582,2854,2256,239,29,2524,266,5644,2446,1793,356,22,2171,216,4833,1828,1364,497,24,1885,192,3905,1198,818,550,16,1384,101,2683,979,371,329,8,708,127,1814,385,55,102,8,165,38,588,18233,12971,2661,256,15888,1994,36115,4224,1847,514,59,2420,406,7050,2455,1967,123,22,2112,238,4805,2699,3142,176,18,3336,348,6383,3244,2511,182,22,2715,329,6288,2691,1920,318,17,2255,272,5218,2099,1454,437,24,1915,233,4247,1378,1002,553,16,1571,165,3114,891,487,431,14,932,92,1915,392,101,133,0
LGA11150,944,18,4,3,25,73,1042,398,7,0,0,7,28,433,598,10,3,0,13,28,639,501,21,0,0,21,24,546,422,16,0,0,16,24,462,365,5,0,0,5,16,386,240,8,0,0,8,19,267,84,3,0,0,3,14,101,16,3,0,0,3,4,23,3568,91,7,3,101,230,3899,738,5,3,3,11,60,809,373,5,3,0,8,25,406,380,0,3,0,3,22,405,403,13,0,0,13,35,451,418,11,3,0,14,24,456,381,4,0,0,4,25,410,222,3,0,0,3,10,235,103,3,0,0,3,6,112,23,0,0,0,0,3,26,3041,44,12,3,59,210,3310,531,15,0,3,18,114,663,291,10,0,0,10,55,356,320,9,0,0,9,40,369,363,9,0,0,9,59,431,363,8,0,3,11,47,421,351,9,0,0,9,45,405,274,3,0,0,3,43,320,136,4,0,0,4,25,165,17,0,0,0
LGA11200,538,4,0,0,4,25,567,214,5,0,0,5,30,249,335,8,0,0,8,23,366,290,12,0,0,12,12,314,213,5,0,0,5,6,224,156,4,0,0,4,3,163,94,5,3,0,8,11,113,44,0,0,0,0,5,49,12,0,0,0,0,3,15,1896,43,3,0,46,118,2060,482,0,3,0,3,35,520,249,3,0,0,3,54,306,202,0,0,0,0,40,242,284,0,0,0,0,24,308,216,3,0,0,3,24,243,159,4,0,0,4,7,170,81,3,0,0,3,3,87,62,0,0,0,0,7,69,13,0,0,0,0,0,13,1748,13,3,0,16,194,1958,418,16,0,0,16,25,459,254,6,0,3,9,6,269,184,7,0,0,7,11,202,211,3,0,0,3,13,227,253,10,0,0,10,7,270,182,3,0,0,3,5,190,90,0,0,0,0,7,97,61,0,0,0,0,5,66,18,0,0,0
LGA11250,3879,31,6,4,41,231,4151,2090,19,3,0,22,118,2230,2167,41,3,0,44,116,2327,2813,77,4,0,81,116,3010,2644,69,4,0,73,93,2810,2008,59,0,3,62,74,2144,1849,70,10,0,80,117,2046,985,34,9,3,46,121,1152,316,12,5,3,20,69,405,18751,412,44,13,469,1055,20275,3515,30,14,7,51,190,3756,2015,11,0,0,11,143,2169,1772,51,7,0,58,95,1925,2301,47,5,3,55,125,2481,2706,50,3,5,58,150,2914,2247,49,5,0,54,112,2413,1680,52,8,0,60,99,1839,1169,40,12,0,52,146,1367,312,8,5,0,13,123,448,17717,338,59,15,412,1183,19312,3079,48,22,4,74,167,3320,2004,28,4,0,32,128,2164,1684,82,5,0,87,142,1913,1949,51,4,0,55,113,2117,2560,55,5,0,60,164,2784,2465,56,3,0,59,139,2663,1723,49,0,0,49,125,1897,1233,43,11,3,57,117,1407,406,20,5,0
LGA11300,2329,1696,416,79,2191,445,4965,1662,2332,247,31,2610,198,4470,1785,2460,347,35,2842,174,4801,1794,1933,537,33,2503,198,4495,1634,1512,500,30,2042,145,3821,1020,984,446,25,1455,108,2583,838,660,535,18,1213,109,2160,818,307,313,13,633,84,1535,340,62,105,3,170,41,551,12220,11946,3446,267,15659,1502,29381,2298,1724,398,76,2198,317,4813,1649,2805,234,37,3076,375,5100,1475,2980,262,37,3279,342,5096,1551,2178,442,30,2650,231,4432,1666,1539,537,14,2090,221,3977,1160,1095,456,18,1569,188,2917,706,742,563,19,1324,135,2165,733,446,469,6,921,118,1772,372,114,163,6,283,51,706,11610,13623,3524,243,17390,1978,30978,2356,1680,482,46,2208,190,4754,1737,2921,251,27,3199,278,5214,1513,3969,263,48,4280,329,6122,1429,2143,398,17,2558,152,4139,1600,1832,590,17,2439,199,4238,1294,1228,595,12,1835,125,3254,767,762,529,16,1307,89,2163,592,452,587,31,1070,74,1736,371,134,192,44
LGA11350,5347,229,31,7,267,411,6025,2911,103,6,3,112,190,3213,3023,168,15,3,186,221,3430,4522,309,12,7,328,216,5066,4542,223,4,0,227,196,4965,2373,78,3,0,81,140,2594,1714,57,10,0,67,129,1910,1178,50,7,0,57,103,1338,325,13,3,3,19,36,380,25935,1230,91,23,1344,1642,28921,4845,249,37,18,304,388,5537,2878,139,13,0,152,306,3336,2719,227,10,6,243,254,3216,3840,292,10,7,309,294,4443,4759,271,10,6,287,439,5485,3245,131,6,4,141,258,3644,1658,62,8,0,70,137,1865,1243,47,13,0,60,132,1435,407,15,7,0,22,27,456,25594,1433,114,41,1588,2235,29417,4813,292,57,16,365,249,5427,2542,181,12,0,193,195,2930,2521,283,14,3,300,196,3017,3865,359,22,6,387,259,4511,4565,334,8,3,345,296,5206,4345,198,4,3,205,245,4795,2092,81,3,3,87,112,2291,1140,40,8,0,48,58,1246,520,12,4,0
LGA11400,2610,13,4,6,23,114,2747,1233,17,0,0,17,28,1278,1134,17,0,0,17,24,1175,1649,24,0,3,27,26,1702,1628,21,3,0,24,30,1682,1402,18,0,0,18,22,1442,997,12,4,0,16,35,1048,530,16,3,0,19,28,577,204,3,3,0,6,4,214,11387,141,17,9,167,311,11865,2633,25,5,8,38,62,2733,1159,15,3,0,18,30,1207,1131,10,5,0,15,26,1172,1622,32,3,0,35,37,1694,1718,28,3,3,34,39,1791,1552,23,0,0,23,52,1627,1063,17,3,0,20,42,1125,601,15,0,0,15,22,638,199,0,3,0,3,11,213,11678,165,25,11,201,321,12200,2675,30,13,6,49,62,2786,1236,17,0,0,17,18,1271,1038,40,7,0,47,26,1111,1503,40,5,0,45,27,1575,1823,37,0,0,37,29,1889,1650,29,0,0,29,39,1718,1179,16,3,0,19,24,1222,674,9,0,3,12,27,713,216,0,0,0
LGA11450,10388,539,110,45,694,531,11613,5046,483,12,10,505,184,5735,6814,560,50,11,621,171,7606,6053,617,68,9,694,183,6930,4797,498,79,16,593,126,5516,2555,289,74,4,367,92,3014,1452,178,57,4,239,78,1769,1011,67,32,0,99,77,1187,349,21,18,0,39,20,408,38465,3252,500,99,3851,1462,43778,11422,628,132,60,820,394,12636,5903,470,19,12,501,203,6607,6315,637,34,12,683,221,7219,6973,778,68,5,851,208,8032,5354,615,87,3,705,172,6231,3635,450,69,4,523,145,4303,1792,260,72,3,335,96,2223,1174,114,46,0,160,79,1413,482,24,14,3,41,20,543,43050,3976,541,102,4619,1538,49207,12352,761,177,29,967,403,13722,6805,592,13,7,612,241,7658,6341,799,41,7,847,211,7399,7709,1039,76,3,1118,217,9044,6238,838,89,9,936,201,7375,4666,587,108,4,699,160,5525,2526,321,83,7,411,122,3059,1308,151,85,6,242,96,1646,633,61,23,0
LGA11500,28807,5204,955,293,6452,2624,37883,18549,4381,121,71,4573,922,24044,15272,3893,353,65,4311,848,20431,16465,4572,680,67,5319,841,22625,15666,3571,686,70,4327,752,20745,7730,1619,603,30,2252,490,10472,3714,722,431,26,1179,438,5331,2072,284,214,10,508,415,2995,433,54,68,3,125,212,770,108708,24300,4111,635,29046,7542,145296,25144,5430,1034,255,6719,2117,33980,17829,4500,105,64,4669,1128,23626,13724,4317,287,32,4636,892,19252,13220,5062,573,43,5678,888,19786,14986,4164,781,45,4990,884,20860,10651,2418,589,22,3029,632,14312,4309,962,524,14,1500,326,6135,2389,395,281,11,687,361,3437,591,74,75,0,149,256,996,102843,27322,4249,486,32057,7484,142384,23264,5665,1253,180,7098,1731,32093,16644,4796,131,48,4975,1009,22628,13954,5528,270,43,5841,844,20639,12112,5713,487,68,6268,747,19127,13648,5100,722,54,5876,791,20315,12731,3303,743,39,4085,624,17440,5957,1444,570,18,2032,337,8326,2632,542,363,7,912,312,3856,866,112,122,5
LGA11520,6731,1750,337,101,2188,825,9744,4394,2093,66,16,2175,367,6936,7065,2864,160,35,3059,381,10505,6184,2707,257,35,2999,382,9565,5279,1987,328,22,2337,342,7958,3231,1637,603,33,2273,215,5719,2259,1221,841,23,2085,247,4591,2145,440,423,10,873,212,3230,755,76,159,4,239,75,1069,38043,14775,3174,279,18228,3046,59317,7488,1942,412,114,2468,813,10769,4645,2180,118,26,2324,479,7448,6917,3309,152,39,3500,828,11245,6473,3258,256,26,3540,667,10680,5579,2314,370,29,2713,553,8845,4268,1783,509,10,2302,411,6981,2153,1380,825,27,2232,258,4643,1899,710,665,12,1387,266,3552,803,114,173,6,293,108,1204,40225,16990,3480,289,20759,4383,65367,8896,2320,680,63,3063,711,12670,5002,3042,191,19,3252,531,8785,6586,5272,330,31,5633,929,13148,7032,4088,312,39,4439,678,12149,5937,3105,482,18,3605,441,9983,5093,2146,495,31,2672,309,8074,2793,1631,666,19,2316,214,5323,1713,985,824,27,1836,207,3756,912,229,294,9
LGA11550,7856,12023,3458,662,16143,2963,26962,4598,10878,619,154,11651,858,17107,5182,12060,1957,176,14193,1037,20412,5581,10634,3473,175,14282,1069,20932,4956,6790,3394,118,10302,850,16108,3662,4304,2973,102,7379,557,11598,3470,2426,2836,74,5336,584,9390,3268,789,1216,29,2034,437,5739,968,153,382,17,552,167,1687,39541,60057,20308,1507,81872,8522,129935,8581,11545,3164,608,15317,2456,26354,4783,10281,524,88,10893,1004,16680,4847,11934,1391,122,13447,1150,19444,5324,10873,2627,117,13617,1191,20132,4871,7486,3469,92,11047,999,16917,4028,4989,2806,76,7871,706,12605,2566,2970,3141,45,6156,518,9240,2824,1185,1794,32,3011,408,6243,1086,172,472,8,652,129,1867,38910,61435,19388,1188,82011,8561,129482,9962,11580,3489,434,15503,2009,27474,5285,10250,628,102,10980,952,17217,4896,14193,1290,142,15625,1363,21884,5598,11290,2154,111,13555,1038,20191,5142,8659,3319,104,12082,896,18120,4152,5639,3183,65,8887,658,13697,2608,3511,2986,59,6556,430,9594,2058,1672,2458,54,4184,402,6644,1008,292,663,18
LGA11600,714,11,0,3,14,34,762,368,12,0,0,12,13,393,438,13,3,0,16,19,473,517,7,0,0,7,17,541,420,6,0,0,6,12,438,297,9,0,0,9,19,325,212,0,0,0,0,13,225,98,0,0,0,0,5,103,30,3,0,0,3,0,33,3094,61,3,3,67,132,3293,579,8,3,3,14,19,612,273,10,6,3,19,32,324,302,12,11,0,23,18,343,406,8,5,0,13,23,442,402,12,0,0,12,20,434,289,12,3,3,18,27,334,247,0,0,0,0,24,271,115,3,3,0,6,16,137,26,0,0,0,0,6,32,2639,65,31,9,105,185,2929,504,9,4,0,13,22,539,233,5,5,0,10,6,249,256,18,15,0,33,7,296,329,11,0,3,14,15,358,401,6,3,0,9,9,419,305,8,0,0,8,4,317,217,4,0,0,4,9,230,120,3,0,0,3,3,126,29,0,0,0
LGA11700,441,8,5,0,13,68,522,267,9,0,0,9,39,315,363,11,0,0,11,57,431,340,4,0,0,4,40,384,382,15,0,0,15,34,431,305,10,0,0,10,25,340,157,5,0,0,5,12,174,57,0,0,0,0,8,65,7,0,0,0,0,3,10,2319,62,5,0,67,286,2672,374,12,3,0,15,9,398,215,7,0,0,7,28,250,217,7,0,0,7,23,247,263,3,0,0,3,32,298,331,6,0,0,6,18,355,308,5,0,0,5,15,328,168,0,0,0,0,12,180,64,3,0,0,3,6,73,12,0,0,0,0,4,16,1952,43,3,0,46,147,2145,384,10,4,0,14,18,416,260,10,0,0,10,25,295,246,26,3,0,29,26,301,262,15,0,3,18,20,300,323,7,3,0,10,17,350,338,11,3,0,14,9,361,213,7,0,0,7,16,236,70,4,0,0,4,3,77,9,0,0,0
LGA11720,9422,104,16,13,133,600,10155,5435,73,3,0,76,332,5843,5302,96,7,0,103,441,5846,6201,121,9,3,133,345,6679,5900,110,10,0,120,257,6277,3939,80,13,0,93,200,4232,2965,64,11,3,78,191,3234,1912,68,12,5,85,147,2144,609,10,5,5,20,29,658,41685,726,86,29,841,2542,45068,9569,84,27,13,124,369,10062,5486,74,9,0,83,271,5840,5128,71,5,0,76,360,5564,5738,123,10,3,136,356,6230,6235,126,13,3,142,193,6570,5215,122,13,0,135,188,5538,2994,49,14,0,63,127,3184,2126,55,20,0,75,106,2307,673,22,7,0,29,25,727,43164,726,118,19,863,1995,46022,10260,91,43,15,149,385,10794,6070,94,7,3,104,344,6518,5726,126,18,7,151,409,6286,6200,147,9,0,156,378,6734,6240,150,12,3,165,339,6744,6085,120,9,3,132,313,6530,3670,81,12,0,93,157,3920,2109,42,14,0,56,133,2298,786,20,12,0
LGA11730,9583,106,19,14,139,455,10177,4425,47,5,4,56,193,4674,4234,70,7,3,80,248,4562,6444,135,7,3,145,217,6806,6290,117,10,0,127,186,6603,5384,87,4,0,91,123,5598,4690,83,7,0,90,150,4930,2648,63,7,0,70,146,2864,753,9,0,0,9,40,802,44451,717,66,24,807,1758,47016,9139,94,24,18,136,301,9576,4567,47,12,0,59,193,4819,3867,76,5,0,81,213,4161,5654,110,18,0,128,257,6039,6910,138,11,0,149,230,7289,6623,95,8,3,106,199,6928,5012,74,8,3,85,158,5255,3105,51,5,3,59,150,3314,965,16,3,0,19,62,1046,45842,701,94,27,822,1763,48427,8749,141,31,10,182,358,9289,4976,71,11,0,82,210,5268,3581,128,6,5,139,228,3948,5229,151,8,0,159,256,5644,6747,158,23,0,181,247,7175,7478,129,14,5,148,207,7833,5859,98,6,0,104,188,6151,3348,70,6,0,76,138,3562,1178,22,5,0
LGA11750,1229,13,0,0,13,68,1310,591,6,0,0,6,29,626,743,18,0,0,18,31,792,797,20,3,0,23,24,844,589,14,3,0,17,21,627,446,6,0,0,6,15,467,283,3,0,0,3,17,303,112,4,0,0,4,8,124,41,0,0,0,0,6,47,4831,84,6,0,90,219,5140,1041,12,9,3,24,69,1134,626,11,0,0,11,51,688,613,19,0,0,19,58,690,696,15,0,3,18,65,779,662,31,0,0,31,54,747,503,8,0,0,8,53,564,342,6,0,0,6,28,376,155,0,3,0,3,9,167,43,0,3,0,3,3,49,4681,102,15,6,123,390,5194,925,25,7,0,32,81,1038,555,15,0,0,15,47,617,612,33,0,0,33,57,702,566,30,0,0,30,60,656,675,22,5,0,27,54,756,540,11,3,0,14,57,611,336,4,0,0,4,30,370,174,0,0,0,0,13,187,50,4,0,0
