region_id,C11_P_NatPhy_sci_15_19,C11_P_NatPhy_sci_20_24,C11_P_NatPhy_sci_25_34,C11_P_NatPhy_sci_35_44,C11_P_NatPhy_sci_45_54,C11_P_NatPhy_sci_55_64,C11_P_NatPhy_sci_65_74,C11_P_NatPhy_sci_75_84,C11_P_NatPhy_sci_85_ov,C11_P_NatPhy_sci_Tot,C11_P_InfTec_15_19,C11_P_InfTec_20_24,C11_P_InfTec_25_34,C11_P_InfTec_35_44,C11_P_InfTec_45_54,C11_P_InfTec_55_64,C11_P_InfTec_65_74,C11_P_InfTec_75_84,C11_P_InfTec_85_ov,C11_P_InfTec_Tot,C11_P_EngRT_15_19,C11_P_EngRT_20_24,C11_P_EngRT_25_34,C11_P_EngRT_35_44,C11_P_EngRT_45_54,C11_P_EngRT_55_64,C11_P_EngRT_65_74,C11_P_EngRT_75_84,C11_P_EngRT_85_ov,C11_P_EngRT_Tot,C11_P_ArchBuild_15_19,C11_P_ArchBuild_20_24,C11_P_ArchBuild_25_34,C11_P_ArchBuild_35_44,C11_P_ArchBuild_45_54,C11_P_ArchBuild_55_64,C11_P_ArchBuild_65_74,C11_P_ArchBuild_75_84,C11_P_ArchBuild_85o,C11_P_Arch_building_Tot,C11_P_AgEnv_RS_15_19,C11_P_AgEnv_RS_20_24,C11_P_AgEnv_RS_25_34,C11_P_AgEnv_RS_35_44,C11_P_AgEnv_RS_45_54,C11_P_AgEnv_RS_55_64,C11_P_AgEnv_RS_65_74,C11_P_AgEnv_RS_75_84,C11_P_AgEnv_RS_85o,C11_P_AgEnv_RS_Tot,C11_P_Health_15_19,C11_P_Health_20_24,C11_P_Health_25_34,C11_P_Health_35_44,C11_P_Health_45_54,C11_P_Health_55_64,C11_P_Health_65_74,C11_P_Health_75_84,C11_P_Health_85o,C11_P_Healt_To,C11_P_Educ_15_19,C11_P_Educ_20_24,C11_P_Educ_25_34,C11_P_Educ_35_44,C11_P_Educ_45_54,C11_P_Educ_55_64,C11_P_Educ_65_74,C11_P_Educ_75_84,C11_P_Educ_85o,C11_P_Educ_Tot,C11_P_MngtCom_15_19,C11_P_MngtCom_20_24,C11_P_MngtCom_25_34,C11_P_MngtCom_35_44,C11_P_MngtCom_45_54,C11_P_MngtCom_55_64,C11_P_MngtCom_65_74,C11_P_MngtCom_75_84,C11_P_MngtCom_85o,C11_P_MngtCom_Tot,C11_P_Soc_cult_15_19,C11_P_Soc_cult_20_24,C11_P_Soc_cult_25_34,C11_P_Soc_cult_35_44,C11_P_Soc_cult_45_54,C11_P_Soc_cult_55_64,C11_P_Soc_cult_65_74,C11_P_Soc_cult_75_84,C11_P_Soc_cult_85o,C11_P_Society_cultur_Tot,C11_P_Creative_art_15_19,C11_P_Creative_art_20_24,C11_P_Creative_art_25_34,C11_P_Creative_art_35_44,C11_P_Creative_art_45_54,C11_P_Creative_art_55_64,C11_P_Creative_art_65_74,C11_P_Creative_art_75_84,C11_P_Creative_art_85o,C11_P_Creative_arts_Tot,C11_P_FoodHos_PS_15_19,C11_P_FoodHos_PS_20_24,C11_P_FoodHos_PS_25_34,C11_P_FoodHos_PS_35_44,C11_P_FoodHos_PS_45_54,C11_P_FoodHos_PS_55_64,C11_P_FoodHos_PS_65_74,C11_P_FoodHos_PS_75_84,C11_P_FoodHos_PS_85o,C11_P_Foo_hos_pers_S_Tot,C11_P_MixFld_pr_15_19,C11_P_MixFld_pr_20_24,C11_P_MixFld_pr_25_34,C11_P_MixFld_pr_35_44,C11_P_MixFld_pr_45_54,C11_P_MixFld_pr_55_64,C11_P_MixFld_pr_65_74,C11_P_MixFld_pr_75_84,C11_P_MixFld_pr_85_ov,C11_P_MixFld_pr_Tot,C11_P_FldStu_ID_15_19,C11_P_FldStu_ID_20_24,C11_P_FldStu_ID_25_34,C11_P_FldStu_ID_35_44,C11_P_FldStu_ID_45_54,C11_P_FldStu_ID_55_64,C11_P_FldStu_ID_65_74,C11_P_FldStu_ID_75_84,C11_P_FldStu_ID_85o,C11_P_FldStu_ID_Tot,C11_P_FldStu_NS_15_19,C11_P_FldStu_NS_20_24,C11_P_FldStu_NS_25_34,C11_P_FldStu_NS_35_44,C11_P_FldStu_NS_45_54,C11_P_FldStu_NS_55_64,C11_P_FldStu_NS_65_74,C11_P_FldStu_NS_75_84,C11_P_FldStu_NS_85o,C11_P_FldStu_NS_T,C11_P_Tot_15_19,C11_P_Tot_20_24,C11_P_Tot_25_34,C11_P_Tot_35_44,C11_P_Tot_45_54,C11_P_Tot_55_64,C11_P_Tot_65_74,C11_P_Tot_75_84,C11_P_Tot_85o,C11_P_T_T
LGA10650,0,0,6,9,6,8,0,3,0,32,0,3,5,4,5,0,0,0,0,17,7,20,65,72,112,99,80,41,18,514,0,5,13,33,32,39,26,12,0,160,9,10,45,48,40,34,12,7,0,205,3,13,43,46,78,79,50,24,7,343,0,11,45,51,44,52,34,11,10,258,8,20,69,76,72,62,33,15,3,358,8,12,50,42,44,55,13,6,0,230,0,0,5,7,8,3,8,4,0,35,5,19,39,43,31,19,17,4,3,180,3,0,0,0,0,0,0,6,0,9,0,3,0,0,12,3,0,0,3,21,69,18,32,66,75,91,121,153,93,718,112,134,417,497,559,544,394,286,137,3080
LGA10750,4,249,861,893,712,430,130,27,8,3314,83,468,2815,1927,625,220,33,0,0,6171,104,924,3642,4899,4927,3371,1519,621,117,20124,79,404,1273,1289,922,713,369,169,27,5245,35,119,401,389,303,142,61,12,4,1466,71,667,2194,2290,1921,1173,352,136,43,8847,13,344,1789,1758,1359,1164,456,182,50,7115,349,2336,8074,6947,4869,2884,823,238,63,26583,206,1080,3032,2612,1902,1127,368,96,21,10444,62,526,1035,610,302,221,90,25,4,2875,198,821,1804,1194,750,439,184,68,17,5475,28,23,35,38,43,30,16,7,3,223,17,102,462,464,376,193,89,26,0,1729,2173,1627,3173,3164,2967,2609,2049,1542,620,19924,3422,9690,30590,28474,21978,14716,6539,3149,977,119535
LGA10800,0,0,8,10,4,0,0,0,0,22,0,3,3,7,0,3,0,0,0,16,8,21,85,80,67,59,29,24,3,376,0,8,21,12,16,12,11,7,0,87,3,9,35,40,48,40,17,9,0,201,0,3,19,38,41,47,24,5,5,182,0,8,41,40,41,32,19,10,5,196,6,23,65,76,64,44,21,9,0,308,3,10,36,40,26,25,12,3,0,155,0,4,9,6,8,5,3,0,0,35,3,15,24,22,19,8,4,0,0,95,0,0,3,0,0,4,0,0,0,7,0,0,0,10,4,3,0,3,0,20,38,16,30,43,53,38,56,66,23,363,61,120,379,424,391,320,196,136,36,2063
LGA10850,0,3,3,14,10,8,6,0,0,44,0,3,3,9,6,3,0,0,0,24,3,30,95,112,120,70,44,34,7,515,0,10,32,25,25,27,13,7,0,139,0,8,28,51,39,30,25,8,3,192,0,14,47,61,69,58,38,12,3,302,0,6,30,39,35,61,27,8,0,206,4,28,86,113,90,62,25,11,3,422,3,15,31,43,50,50,18,4,0,214,0,3,7,14,15,12,3,0,3,57,8,17,42,37,23,8,8,0,3,146,0,0,0,0,0,0,0,0,0,0,3,0,0,8,7,3,0,0,0,21,51,32,20,54,67,75,75,71,9,454,72,169,424,580,556,467,282,155,31,2736
LGA10900,0,40,133,277,275,265,140,52,12,1194,26,54,158,178,170,111,40,0,0,737,21,201,523,967,1213,1124,737,307,112,5205,15,134,331,436,383,343,188,105,38,1973,11,80,218,274,215,147,72,23,5,1045,14,109,540,807,1034,860,421,224,83,4092,0,81,476,939,1209,1404,561,223,34,4927,61,289,792,1240,1358,1226,642,226,81,5915,47,253,715,1055,1160,1154,548,179,32,5143,21,155,400,551,435,315,134,67,16,2094,63,189,334,340,248,167,101,42,10,1494,4,7,6,6,8,7,0,3,3,44,6,24,65,112,107,106,45,30,6,501,424,251,390,627,759,729,572,544,335,4631,713,1867,5081,7809,8574,7958,4201,2025,767,38995
LGA10950,0,0,4,5,0,6,0,0,0,15,0,0,3,0,6,3,0,0,0,12,0,15,36,38,44,21,20,4,0,178,0,9,6,5,11,0,4,3,0,38,3,10,18,17,17,12,3,7,0,87,3,3,7,23,11,18,14,4,4,87,0,6,27,22,18,5,3,0,0,81,5,5,21,36,26,18,0,3,0,114,0,4,20,22,13,9,7,0,0,75,0,3,3,3,3,0,0,0,0,12,0,6,14,12,7,5,4,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,7,21,14,23,49,53,39,57,38,10,304,32,75,182,235,209,136,116,59,14,1058
LGA11000,0,0,3,0,0,3,3,3,0,12,0,0,0,3,4,0,0,0,0,7,3,8,23,22,32,24,12,4,0,128,0,0,3,7,10,9,8,3,3,43,0,3,22,28,29,19,10,3,3,117,0,3,7,9,27,24,10,11,3,94,0,0,8,11,17,23,8,0,0,67,0,10,22,18,15,14,7,6,3,95,0,6,11,17,24,16,0,0,0,74,0,0,5,3,3,7,0,0,0,18,3,0,10,12,8,5,6,0,0,44,0,0,3,0,0,0,0,0,0,3,0,0,0,0,6,3,3,0,0,12,13,6,6,17,13,27,20,32,18,152,19,36,123,147,188,174,87,62,30,866
LGA11050,0,0,3,0,6,0,0,4,0,13,0,0,3,6,3,3,0,0,0,15,0,6,16,26,28,26,20,0,5,127,0,6,4,11,10,9,8,0,0,48,5,11,15,26,25,25,10,6,0,123,0,0,11,12,27,23,9,6,0,88,0,0,8,15,23,9,6,4,0,65,0,4,11,27,25,27,14,5,0,113,0,8,8,11,15,12,8,0,0,62,0,0,0,3,6,0,6,0,0,15,3,0,6,7,7,7,6,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,15,7,11,16,14,21,23,24,4,135,23,42,96,160,189,162,113,49,9,843
LGA11100,3,39,146,134,106,66,26,7,3,530,3,47,402,228,82,27,4,0,0,793,12,130,511,574,584,446,292,139,32,2720,5,46,159,206,159,95,58,40,9,777,0,7,41,53,46,21,5,5,0,178,6,66,301,335,218,152,63,22,15,1178,3,43,208,278,197,143,80,27,12,991,41,326,1399,1095,671,345,150,65,23,4115,10,126,502,419,293,177,66,19,0,1612,9,83,244,138,85,42,17,8,0,626,11,96,262,249,146,86,44,13,3,910,3,8,9,6,3,7,0,7,0,43,3,9,48,60,51,26,12,4,3,216,234,238,534,566,509,501,484,359,175,3600,343,1264,4766,4341,3150,2134,1301,715,275,18289
LGA11150,0,0,4,6,0,0,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,9,24,28,24,28,19,8,3,143,0,0,7,5,16,16,10,0,0,54,0,3,19,20,17,6,6,0,0,71,0,4,18,24,28,28,11,4,0,117,0,11,36,26,19,21,10,3,0,126,0,5,37,29,33,24,13,3,0,144,0,8,40,26,19,12,10,0,0,115,0,0,0,6,0,7,0,0,0,13,0,9,10,11,7,3,0,4,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,12,61,27,54,88,70,69,64,54,8,495,61,76,249,275,233,214,146,85,11,1350
LGA11200,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,7,7,16,14,5,3,0,55,3,3,10,7,4,0,0,3,0,30,9,10,6,10,12,4,0,0,0,51,0,11,10,15,6,11,4,3,3,63,0,7,21,11,21,14,4,0,0,78,3,3,6,15,8,9,0,0,0,44,0,0,15,10,5,12,0,0,0,42,0,0,4,0,0,0,0,3,0,7,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,26,36,40,10,10,8,5,177,40,57,105,117,115,74,23,20,8,559
LGA11250,0,8,18,21,12,20,5,0,0,84,0,17,34,20,34,15,4,0,0,124,20,81,187,230,282,270,168,75,12,1325,3,33,50,43,70,87,54,22,3,365,0,10,11,15,28,17,11,3,0,95,13,46,136,154,233,138,55,24,10,809,0,21,96,115,117,78,39,17,3,486,13,70,139,164,201,152,55,31,8,833,8,37,109,107,118,101,16,6,0,502,3,13,11,15,16,20,13,6,3,100,5,51,94,82,73,53,20,11,0,389,0,3,3,0,3,0,0,0,0,9,3,7,0,7,3,8,3,7,0,38,118,113,220,197,293,295,327,429,241,2233,186,510,1108,1170,1483,1254,770,631,280,7392
LGA11300,3,56,147,109,133,91,48,15,0,602,5,91,611,206,128,36,6,0,0,1083,3,83,403,334,377,249,170,114,37,1770,3,48,124,147,115,77,42,31,5,592,0,14,23,14,21,14,5,6,3,100,4,105,304,253,256,188,95,51,27,1283,0,44,152,156,212,210,93,72,20,959,33,608,1600,877,648,345,111,59,32,4313,13,157,497,370,330,239,85,32,13,1736,7,96,235,132,106,50,9,17,7,659,14,170,346,124,82,51,26,9,3,825,7,20,0,3,3,3,3,3,3,45,3,18,65,34,41,23,12,6,7,209,180,312,520,289,343,272,261,318,288,2783,275,1822,5027,3048,2795,1848,966,733,445,16959
LGA11350,0,4,46,103,71,88,47,18,6,383,3,13,30,47,45,33,10,4,0,185,3,41,135,244,347,382,230,97,33,1512,8,50,125,250,288,232,83,33,6,1075,7,17,94,143,116,82,29,9,0,497,3,39,197,375,469,369,155,59,18,1684,0,9,118,270,384,480,178,50,20,1509,13,92,308,432,455,360,157,55,27,1899,9,62,277,430,519,463,157,29,6,1952,16,68,247,343,246,205,49,6,8,1188,28,80,204,237,169,93,30,22,6,869,0,0,0,3,3,4,0,0,3,13,3,10,20,44,55,33,17,7,3,192,193,136,272,376,417,376,238,177,87,2272,286,621,2073,3297,3584,3200,1380,566,223,15230
LGA11400,0,0,10,26,26,24,16,0,0,102,4,4,8,13,15,0,3,0,0,47,15,47,121,169,207,135,102,30,3,829,6,25,48,74,72,49,30,13,3,320,9,17,63,104,105,78,62,11,3,452,7,17,82,115,158,128,79,28,4,618,0,7,54,84,104,112,62,19,4,446,8,44,129,190,199,133,49,21,6,779,7,20,78,91,103,60,28,0,0,387,3,6,28,16,19,16,12,6,0,106,4,29,59,61,43,31,13,0,3,243,3,0,3,0,3,6,0,0,0,15,0,0,0,17,13,11,6,0,0,47,66,24,50,76,90,121,109,129,68,733,132,240,733,1036,1157,904,571,257,94,5124
LGA11450,3,39,74,131,86,69,20,3,0,425,17,38,174,136,67,26,3,3,0,464,31,253,768,1123,1011,753,336,162,47,4484,16,167,427,445,287,179,97,40,10,1668,3,47,109,95,82,41,19,6,6,408,19,109,394,495,375,245,118,43,15,1813,4,81,537,586,393,350,126,33,17,2127,61,308,1091,1271,913,536,185,62,17,4444,39,256,648,635,387,224,71,23,7,2290,13,114,150,96,80,40,16,6,6,521,43,176,284,327,175,120,40,15,3,1183,0,3,3,4,6,6,0,0,3,25,3,15,53,71,44,32,9,7,0,234,366,182,349,463,434,390,357,288,116,2945,618,1788,5061,5878,4340,3011,1397,691,247,23031
LGA11500,3,121,253,284,244,180,58,25,6,1174,45,187,780,484,256,109,19,5,0,1885,78,568,1592,1915,2463,2116,946,275,72,10025,69,301,655,594,490,469,223,82,12,2895,25,79,207,135,135,84,31,5,3,704,50,314,880,885,891,623,211,70,18,3942,9,199,772,729,779,725,273,83,14,3583,176,1051,2906,2403,2191,1549,436,123,20,10855,125,676,1548,1206,1081,648,162,39,6,5491,38,283,403,219,160,135,57,10,6,1311,130,394,827,573,375,300,108,39,6,2752,23,9,6,21,23,9,8,3,0,102,13,55,147,167,159,116,38,16,9,720,1305,882,1548,1615,1718,1611,1091,801,470,11041,2089,5119,12524,11230,10965,8674,3661,1576,642,56480
LGA11520,3,90,328,333,276,202,85,25,11,1353,9,59,810,532,266,67,16,3,0,1762,5,173,834,943,981,726,435,279,107,4483,5,102,371,466,360,237,167,77,14,1799,3,26,81,67,44,45,15,11,0,292,10,147,844,792,644,474,260,139,43,3353,3,93,458,555,583,643,272,107,34,2748,36,821,3595,2964,1987,1154,450,163,87,11257,16,277,1186,1163,785,631,197,72,24,4351,26,237,681,502,244,128,45,26,8,1897,29,200,481,406,247,153,69,36,7,1628,0,21,6,6,9,6,3,3,0,54,3,34,115,118,95,55,32,13,6,471,348,488,1159,928,741,577,573,573,307,5694,496,2768,10949,9775,7262,5098,2619,1527,648,41142
LGA11550,8,115,416,418,351,144,79,25,6,1562,15,187,1411,805,298,103,8,0,0,2827,33,289,1332,1601,1554,1004,646,412,136,7007,33,191,581,638,442,280,191,111,27,2494,0,23,98,95,116,44,21,3,3,403,21,276,1002,777,642,375,175,100,23,3391,17,200,716,739,696,488,215,103,35,3209,113,1315,4513,3211,1935,909,305,170,62,12533,46,517,1596,1423,1084,610,192,63,19,5550,25,215,606,520,345,122,48,20,8,1909,54,402,1046,702,399,214,95,51,13,2976,13,25,19,19,28,27,11,8,0,150,7,36,212,224,142,60,39,22,5,747,944,952,2147,1947,1859,1486,1245,1189,533,12302,1329,4743,15695,13119,9891,5866,3270,2277,870,57060
