region_id,C11_OTT_DS_FUA,C11_OTT_DS_OD,C11_OTT_DS_NS_,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_FUA,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS_,C11_TT_NS_T,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_FUA,C11_Tot_DS_OD,C11_Tot_DS_NS_,C11_T_T
LGA11400,3,3,0,58,162,3,7,3,0,175,4608,65,72,81,0,4826
LGA11450,13,4,0,159,628,70,35,19,0,752,16839,1056,306,179,28,18408
LGA11500,115,3,0,351,1956,590,201,13,5,2765,39275,7694,1933,159,18,49079
LGA11520,60,0,0,150,624,207,1268,36,5,2140,13126,3526,12855,167,63,29737
LGA11550,117,0,0,304,1463,428,1957,63,5,3916,24899,4981,18127,301,154,48462
LGA11600,0,3,0,17,54,0,3,6,0,63,953,6,33,64,0,1056
LGA11700,0,5,3,31,70,0,3,15,3,91,681,0,44,109,58,892
LGA11720,3,6,0,131,990,81,55,26,6,1158,17342,923,589,122,22,18998
LGA11730,14,11,3,143,739,52,88,292,4,1175,17340,839,1257,1031,31,20498
LGA11750,0,3,0,15,127,3,4,25,3,162,1657,22,144,118,22,1963
LGA11800,50,27,3,350,899,179,255,103,0,1436,20471,3001,2780,1346,16,27614
LGA11860,0,0,0,14,28,0,0,0,0,28,569,0,0,10,0,579
LGA12000,6,0,0,20,88,0,11,4,0,103,1468,3,61,22,0,1554
LGA12050,3,0,0,30,165,18,12,14,0,209,3624,199,129,58,7,4017
LGA12150,0,3,0,25,109,3,3,6,0,121,1527,35,39,40,3,1644
LGA12200,4,0,0,21,149,3,13,4,0,169,2848,40,150,21,0,3059
LGA12300,9,3,0,38,195,14,30,30,0,269,3916,146,419,124,6,4611
LGA12350,0,0,0,43,343,13,35,12,50,453,4552,148,235,74,53,5062
LGA12500,3,0,0,14,191,22,15,11,0,239,2683,176,139,84,9,3091
LGA12600,82,3,0,153,515,62,114,140,0,831,12284,835,1289,252,4,14664
LGA12700,3,0,0,39,155,8,0,6,0,169,3134,55,31,23,0,3243
LGA12750,26,11,0,171,707,109,110,108,3,1037,12723,1105,987,503,19,15337
LGA12850,46,0,3,371,2490,483,662,15,4,3654,42552,7805,7076,173,59,57665
LGA12900,0,4,0,24,156,9,20,24,0,209,3315,126,179,80,3,3703
LGA12950,0,4,0,25,96,0,11,22,0,129,1573,6,116,55,0,1750
LGA13010,0,0,0,40,196,11,11,3,0,221,3389,130,75,27,7,3628
LGA13050,0,0,0,13,77,3,8,10,0,98,1896,25,84,80,0,2085
LGA13100,182,8,3,1006,2313,756,599,112,23,3803,48199,9128,5702,745,137,63911
LGA13310,3,3,0,72,432,33,42,38,0,545,9540,607,494,220,25,10886
LGA13320,5,15,3,213,560,164,150,125,0,999,11193,1911,1509,645,18,15276
LGA13340,4,0,0,41,221,10,0,11,0,242,3662,42,32,41,8,3785
LGA13380,24,5,0,144,808,61,142,38,0,1049,16172,1128,1276,344,19,18939
LGA13450,3,3,0,65,515,56,103,22,0,696,7631,570,667,89,0,8957
LGA13500,0,3,0,24,57,3,7,6,0,73,1317,23,56,58,0,1454
LGA13550,0,3,0,53,242,14,23,38,0,317,4191,136,328,93,3,4751
LGA13650,0,0,0,26,84,5,0,17,0,106,1596,32,27,30,0,1685
LGA13660,0,0,0,37,78,0,7,0,0,85,1968,4,47,51,3,2073
LGA13700,0,0,0,19,55,4,0,4,0,63,1409,27,21,29,0,1486
LGA13800,15,5,0,148,951,124,66,65,0,1206,18595,2020,806,304,18,21743
LGA13850,0,0,0,10,47,0,16,7,0,70,1108,3,82,60,3,1256
LGA13950,51,0,0,259,1101,314,900,18,0,2333,20979,4921,8611,82,20,34613
LGA14000,267,4,0,786,1004,159,555,50,3,1771,40470,4116,9107,223,37,53953
LGA14100,19,0,0,56,110,20,69,4,0,203,3002,461,1135,37,0,4635
LGA14150,37,0,0,179,666,184,504,16,0,1370,16619,3475,8145,155,12,28406
LGA14200,4,3,0,67,248,3,42,7,0,300,5615,78,479,124,0,6296
LGA14250,0,0,0,11,39,0,3,0,0,42,548,7,20,3,3,581
LGA14300,0,0,3,17,109,5,3,3,6,126,1876,55,13,13,20,1977
LGA14350,0,8,0,66,501,40,51,53,0,645,9856,572,546,394,6,11374
LGA14400,96,3,0,130,208,29,55,20,0,312,6188,678,678,130,3,7677
LGA14450,63,0,3,131,438,91,444,7,0,980,11141,1677,7099,81,19,20017
LGA14500,172,0,3,354,901,108,444,3,3,1459,29074,1575,6208,27,55,36939
LGA14550,3,3,0,32,187,7,5,11,0,210,3586,36,67,74,0,3763
LGA14600,0,3,0,32,141,3,7,8,0,159,2462,38,55,56,0,2611
LGA14650,183,7,0,625,2268,327,323,133,0,3051,62240,5264,3920,841,36,72301
LGA14700,79,3,3,110,180,39,324,4,3,550,6055,740,5459,38,45,12337
LGA14750,6,0,0,23,227,16,59,8,0,310,3534,176,280,47,0,4037
LGA14800,36,0,0,90,334,452,593,46,4,1429,7803,8204,6315,295,22,22639
LGA14850,15,4,0,134,561,82,94,77,0,814,14298,958,1276,414,13,16959
LGA14870,0,0,0,65,415,32,32,49,5,533,7310,436,253,107,10,8116
LGA14900,29,3,3,300,2488,585,1188,13,6,4280,41968,6664,7693,97,49,56471
LGA14920,0,0,0,29,135,0,3,6,0,144,2911,45,55,26,12,3049
LGA14950,0,0,0,7,63,0,0,3,0,66,1128,0,10,13,6,1157
LGA15050,40,0,0,149,800,114,127,46,0,1087,21795,1558,1279,199,4,24835
LGA15150,46,0,0,80,251,113,785,37,0,1186,6336,1895,7924,83,18,16256
LGA15200,37,3,3,139,636,608,1274,62,0,2580,10512,8781,12289,447,70,32099
LGA15270,0,0,0,61,465,47,48,93,0,653,8003,344,337,241,3,8928
LGA15300,3,7,3,59,367,41,74,32,0,514,4377,172,450,210,11,5220
LGA15350,59,3,0,95,244,83,611,5,4,947,4405,1428,5747,18,52,11650
LGA15500,10,3,0,61,130,4,27,17,0,178,2487,26,243,100,11,2867
LGA15550,0,0,0,11,52,0,0,3,0,55,808,0,42,27,0,877
LGA15650,3,3,0,45,323,31,46,45,0,445,5207,245,369,155,19,5995
LGA15700,11,0,0,67,325,47,55,101,0,528,6751,370,568,303,0,7992
LGA15750,9,0,0,57,281,4,38,45,0,368,4460,43,434,176,14,5127
LGA15800,0,0,0,23,157,3,19,34,0,213,2185,35,106,61,5,2392
LGA15850,0,0,0,25,138,0,8,6,0,152,2373,46,88,37,0,2544
LGA15900,101,3,0,431,1941,496,894,77,8,3416,44165,7443,8883,299,90,60880
LGA15950,94,0,0,130,225,292,2271,23,7,2818,4160,4453,22569,127,57,31366
LGA16100,0,0,0,11,91,5,3,0,0,99,1858,40,46,23,0,1967
LGA16150,20,3,0,92,634,97,77,82,0,890,12462,1066,930,176,11,14645
LGA16180,0,3,0,32,282,14,3,50,0,349,4885,81,18,217,4,5205
LGA16200,0,3,0,60,369,22,31,48,0,470,5254,201,214,115,6,5790
LGA16250,324,4,0,590,1663,488,1923,72,8,4154,30967,7967,20542,186,106,59768
LGA16350,27,5,30,286,2209,424,459,68,33,3193,49815,6718,4574,290,104,61501
LGA16370,101,3,0,264,622,142,233,36,0,1033,15149,2238,2983,207,12,20589
LGA16380,86,63,0,544,920,215,378,108,6,1627,22572,3444,3299,1114,25,30454
LGA16400,20,15,0,257,1033,204,192,89,0,1518,20477,2761,1295,677,22,25232
LGA16470,19,3,0,91,436,123,283,46,0,888,9825,2265,2675,119,11,14895
LGA16550,175,4,3,303,871,493,2905,29,5,4303,15152,7783,28062,229,65,51291
LGA16610,22,5,0,80,363,31,56,38,3,491,7369,489,707,441,6,9012
LGA16650,71,3,0,193,1027,248,1349,80,7,2711,17621,4573,13759,345,62,36360
LGA16700,186,3,3,350,827,246,834,19,4,1930,20385,5866,12746,133,28,39158
LGA16900,24,5,0,149,693,132,89,33,0,947,18831,2566,1216,385,3,23001
LGA16950,43,7,9,350,1848,178,165,112,8,2311,33262,1971,1625,833,61,37752
LGA17000,3,3,0,48,303,29,32,24,0,388,7151,450,389,170,4,8164
LGA17050,10,3,5,44,196,53,98,122,465,934,2101,370,490,192,526,3679
LGA17100,17,0,0,78,392,65,608,0,0,1065,5840,955,5342,37,6,12180
LGA17150,255,3,0,538,1540,489,1443,53,0,3525,51339,8891,17160,378,19,77787
LGA17200,292,0,24,452,296,1717,8989,546,67,11615,3309,17032,63431,790,589,85151
LGA17310,4,3,3,181,899,127,205,99,4,1334,19059,966,1654,293,37,22009
LGA17350,0,0,0,23,96,3,9,5,0,113,2181,15,122,33,6,2357
LGA17400,3,3,0,41,171,3,5,13,0,192,2625,38,76,119,9,2867
LGA17420,49,0,6,348,1255,244,206,3,0,1708,45663,5851,2853,64,64,54495
LGA17450,0,0,0,16,62,0,5,12,0,79,1273,0,36,30,0,1339
LGA17500,6,0,0,34,199,13,24,19,17,272,3970,84,278,65,17,4414
LGA17550,65,22,3,371,1108,435,456,188,7,2194,22703,6875,4619,1626,58,35881
LGA17620,3,3,3,68,272,12,24,14,3,325,5017,116,223,146,12,5514
LGA17640,0,3,3,37,135,3,3,3,0,144,2809,42,18,43,3,2915
LGA17650,3,0,0,25,84,3,3,0,0,90,2158,9,66,42,0,2275
LGA17700,0,0,0,4,37,0,0,3,0,40,462,0,0,7,0,469
LGA17750,55,3,0,195,676,68,184,43,0,971,18780,989,2352,204,20,22345
LGA17800,3,0,0,21,116,0,6,16,0,138,1477,11,91,60,3,1642
LGA17850,0,3,0,26,52,3,3,15,0,73,1180,14,34,36,0,1264
LGA17900,0,25,0,87,231,3,20,69,0,323,2320,25,126,432,19,2922
LGA17950,0,0,0,17,53,0,5,3,0,61,1037,34,42,36,0,1149
LGA18000,365,0,3,706,1017,206,1276,23,3,2525,31359,3234,17655,147,43,52438
LGA18020,6,3,0,53,239,0,21,37,0,297,3621,26,129,110,14,3900
LGA18050,101,0,0,140,384,427,2622,37,4,3474,5274,5026,17472,191,64,28027
LGA18100,0,0,0,13,75,4,4,0,0,83,1439,35,63,8,0,1545
LGA18150,0,0,0,27,172,5,8,7,4,196,2985,60,113,54,4,3216
LGA18200,0,3,0,27,168,3,9,30,0,210,2374,35,103,217,5,2734
LGA18250,155,0,0,233,464,88,803,7,0,1362,12655,2002,11276,61,4,25998
LGA18350,21,4,0,164,700,82,28,20,4,834,15615,1244,319,136,23,17337
LGA18400,9,3,0,114,630,21,25,29,0,705,13570,431,237,132,3,14373
LGA18450,204,18,0,604,2159,516,1171,182,0,4028,52301,8552,12588,910,50,74401
LGA18500,138,0,0,189,461,500,1680,14,3,2658,5318,5064,12419,78,51,22930
LGA18550,155,8,0,531,2233,345,391,166,0,3135,48089,5288,3524,923,31,57855
LGA18710,0,0,0,49,262,11,8,20,0,301,5117,171,64,75,0,5427
LGA18750,15,0,0,51,269,16,23,3,0,311,4313,188,235,39,6,4781
LGA19399,0,3,0,19,16,0,3,12,0,31,384,0,17,62,3,466
