region_id,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650m,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R0_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650m,C11_Tot_R_NS,C11_Tot_R_Tot
LGA13660,3,3,0,0,0,0,0,0,0,4,18,186,31,121,84,24,9,3,3,0,0,0,38,499
LGA13700,3,3,0,0,0,0,0,0,0,0,9,79,13,80,79,22,11,6,0,0,0,6,17,313
LGA13800,15,16,3,14,20,10,4,0,0,27,122,314,104,337,461,463,678,1365,965,203,81,66,202,5239
LGA13850,5,3,0,0,0,0,0,0,0,3,11,76,20,135,83,9,11,0,6,3,6,3,27,379
LGA13950,21,14,12,9,26,39,17,3,4,69,272,490,728,594,580,364,705,2851,3780,782,159,99,432,11564
LGA14000,10,4,3,3,13,20,20,10,13,60,188,577,264,335,333,232,453,1028,3147,2386,943,725,398,10821
LGA14100,5,5,0,0,3,3,5,3,0,4,39,91,138,61,43,16,57,99,163,144,115,208,40,1175
LGA14150,9,11,5,6,11,32,6,4,3,52,181,362,403,303,327,216,477,1377,2325,1171,376,216,331,7884
LGA14200,11,14,8,0,4,0,0,0,0,15,66,262,100,319,361,176,282,99,41,12,4,12,80,1748
LGA14250,0,0,0,0,0,0,0,0,0,3,8,44,13,33,15,3,0,0,0,0,0,3,18,129
LGA14300,3,5,0,0,0,0,0,0,0,3,14,75,26,83,107,64,47,19,3,0,0,6,25,455
LGA14350,9,24,16,19,3,0,0,0,0,19,103,235,111,405,759,473,555,270,81,40,3,28,112,3072
LGA14400,0,4,0,7,3,3,0,0,0,3,23,98,29,52,111,111,201,377,393,100,27,28,50,1577
LGA14450,0,0,3,3,12,24,20,3,3,22,97,236,75,88,128,100,229,823,1854,981,329,199,207,5249
LGA14500,4,0,0,3,0,4,8,17,22,22,83,276,67,82,61,44,104,227,592,877,836,2136,177,5479
LGA14550,8,0,0,3,0,0,0,0,0,4,18,129,21,149,164,77,148,58,18,6,0,0,32,802
LGA14600,13,0,0,0,0,0,0,0,0,3,24,222,48,267,116,22,13,3,0,0,0,8,37,736
LGA14650,77,51,19,44,50,13,8,4,3,120,484,865,1028,1487,1774,1121,2617,3954,2132,602,114,141,582,16417
LGA14700,4,0,0,0,4,6,5,4,4,11,41,143,112,88,64,38,87,352,1179,623,340,562,99,3687
LGA14750,11,6,6,0,0,3,0,0,0,5,39,143,62,198,331,164,76,36,9,3,0,5,45,1072
LGA14800,3,3,0,6,8,7,9,15,17,38,126,304,399,241,259,193,399,775,1188,1417,1417,1949,245,8786
LGA14850,14,12,5,13,13,4,0,0,4,27,113,302,234,488,767,536,782,1052,358,42,7,25,152,4745
LGA14870,19,15,5,0,4,0,0,0,0,14,64,170,125,337,572,283,224,86,41,5,0,16,65,1924
LGA14900,41,31,22,29,69,56,17,4,5,128,503,956,1095,1152,1032,915,1794,3186,3776,1419,241,152,689,16407
LGA14920,3,5,0,0,0,0,0,0,0,7,27,180,41,186,219,63,71,41,0,0,0,7,55,863
LGA14950,5,0,0,0,0,0,0,0,0,0,5,68,9,39,38,13,9,0,0,0,0,3,6,185
LGA15050,22,18,5,19,23,12,0,0,0,33,166,264,376,583,770,534,958,1570,1014,172,19,36,228,6524
LGA15150,3,3,0,3,10,18,22,7,23,19,125,176,106,93,93,73,96,316,951,1070,787,1721,162,5644
LGA15200,16,17,12,22,17,28,19,3,5,26,191,377,299,364,491,478,1033,2267,3095,2011,1233,1066,321,13035
LGA15270,19,11,16,3,5,0,0,0,3,25,96,262,60,277,392,277,361,316,183,41,3,28,102,2302
LGA15300,22,12,3,3,3,0,0,0,3,16,91,439,71,498,412,120,192,86,46,6,9,12,93,1984
LGA15350,3,0,0,0,7,4,9,10,18,13,69,113,30,34,46,32,64,316,934,700,389,1016,91,3765
LGA15500,0,6,0,4,0,0,0,0,0,5,20,117,15,57,118,63,139,74,26,6,3,12,31,661
LGA15550,7,3,0,0,0,0,0,0,0,0,10,59,8,76,100,20,3,6,0,0,0,0,20,292
LGA15650,4,8,3,7,6,3,0,0,0,18,57,164,58,211,311,211,299,336,312,49,12,24,105,2092
LGA15700,14,12,3,11,0,0,0,0,0,15,63,171,130,326,387,276,344,269,68,6,6,10,71,2064
LGA15750,13,10,3,3,3,3,0,0,0,13,60,259,86,394,292,114,113,95,61,19,0,13,83,1529
LGA15800,5,0,0,0,0,0,0,0,0,11,16,94,37,168,148,35,33,3,7,3,0,3,36,567
LGA15850,0,4,0,0,0,0,0,0,4,7,21,123,49,181,187,77,39,9,3,0,0,10,38,716
LGA15900,54,50,24,32,48,35,7,4,20,126,528,1011,1448,1378,1849,1230,2671,4781,3301,973,374,405,734,20155
LGA15950,5,5,3,3,9,39,40,17,76,49,276,388,228,123,135,147,255,1116,3269,3327,2128,3089,377,14582
LGA16100,3,3,3,3,0,0,0,0,0,3,18,64,36,72,74,70,74,28,5,0,0,0,21,444
LGA16150,16,28,6,10,7,3,5,0,0,48,149,212,251,438,768,454,837,801,471,144,35,73,236,4720
LGA16180,0,0,3,3,3,0,0,0,0,3,12,115,23,38,60,54,93,105,103,50,43,17,25,726
LGA16200,10,11,3,3,0,3,0,0,0,10,50,208,135,387,379,115,154,88,40,4,0,7,72,1589
LGA16250,53,29,16,30,51,72,28,3,17,154,567,1059,1451,1304,1073,613,1269,4466,7340,2208,534,354,884,22555
LGA16350,31,23,22,28,68,30,3,3,9,120,410,698,724,756,1031,1116,2149,4954,3153,543,146,121,585,15976
LGA16370,0,3,4,3,5,3,8,0,12,34,78,242,6,32,55,101,141,302,626,597,471,1066,134,3773
LGA16380,17,37,14,28,15,8,3,0,4,55,208,391,382,546,1053,739,1335,1766,1103,216,43,68,274,7916
LGA16400,23,11,12,15,16,4,0,3,3,52,163,307,311,465,745,766,1266,1506,853,165,43,77,224,6728
LGA16470,12,13,7,6,9,8,12,0,0,25,106,184,176,266,462,389,610,928,911,367,116,77,162,4648
LGA16550,32,29,7,8,28,61,74,47,67,120,574,946,1188,782,642,388,640,1504,4478,4791,2558,3076,767,21760
LGA16610,18,15,9,14,6,0,0,0,4,19,100,188,102,306,467,278,518,418,78,19,0,26,110,2510
LGA16650,14,3,3,13,28,43,24,4,3,46,212,463,290,274,284,256,526,1915,3666,1886,602,396,385,10943
LGA16700,9,10,4,6,27,39,18,14,14,71,256,559,525,516,428,291,671,2232,3754,1965,917,699,465,13022
LGA16900,22,21,7,19,17,10,3,0,3,37,176,268,430,532,661,481,886,1337,898,199,27,40,202,5961
LGA16950,33,36,26,39,18,6,3,0,8,52,260,571,364,960,1492,1236,1950,1560,533,57,26,85,290,9124
LGA17000,3,3,3,9,4,7,3,0,0,23,66,173,123,173,183,173,299,409,433,91,17,21,117,2212
LGA17050,0,3,0,0,0,3,0,0,8,7,25,90,7,60,98,70,90,88,80,38,32,181,60,894
LGA17100,3,0,0,0,7,10,10,0,3,17,67,183,195,120,113,80,112,491,1379,900,287,176,164,4200
LGA17150,23,8,5,12,16,47,15,15,8,91,294,657,652,538,565,506,859,2448,4671,2377,1150,926,478,15827
LGA17200,44,49,18,18,99,155,139,99,243,249,1340,1882,2637,1452,1194,817,1719,3673,6579,7734,6544,9394,1590,45215
LGA17310,29,33,18,26,12,4,0,0,3,31,182,472,257,767,1199,768,1101,1012,340,39,5,41,230,6231
LGA17350,5,0,0,0,0,0,0,0,0,3,15,104,41,135,162,37,15,3,0,0,0,0,21,518
LGA17400,0,10,6,0,0,0,0,0,0,0,23,91,29,163,211,73,42,7,4,0,0,6,22,648
LGA17420,0,0,0,4,3,16,14,10,13,43,116,475,111,219,212,206,240,533,1969,2165,1043,887,336,8396
LGA17450,3,0,0,0,4,0,0,0,0,6,13,66,21,61,98,34,24,15,0,0,0,0,13,332
LGA17500,5,10,4,0,3,0,0,0,0,7,34,174,68,218,284,140,137,82,15,3,0,16,48,1185
LGA17550,25,24,13,22,39,35,11,6,5,62,299,439,373,642,780,589,1180,2456,2196,527,143,153,337,9815
LGA17620,18,5,3,3,0,0,0,0,0,13,54,332,58,220,272,178,183,165,72,0,6,11,111,1608
LGA17640,3,5,0,3,0,0,0,0,0,6,22,139,26,65,95,59,39,22,6,4,0,9,31,495
LGA17650,3,3,3,0,0,0,0,3,0,0,12,99,15,87,104,46,41,28,15,0,3,3,21,462
LGA17700,0,0,3,0,0,0,0,0,0,0,3,37,19,15,9,6,0,0,0,0,0,0,3,89
LGA17750,33,32,15,18,9,3,3,0,5,37,191,433,345,718,1203,786,1258,1337,624,134,27,44,264,7173
LGA17800,5,5,0,0,0,0,0,0,0,3,16,99,20,109,86,14,9,12,3,3,0,3,30,388
LGA17850,3,0,0,0,0,0,0,0,0,3,6,109,19,87,62,21,0,0,0,0,0,6,18,322
LGA17900,18,7,0,0,0,3,0,0,0,6,41,346,76,253,141,27,17,0,12,3,0,6,79,960
LGA17950,8,0,0,0,0,0,0,0,0,3,14,107,40,140,46,8,3,0,0,0,0,0,26,370
LGA18000,16,7,8,6,24,34,30,25,25,68,287,564,389,408,250,210,369,1139,3250,2544,1444,2265,452,13284
LGA18020,11,0,0,3,0,0,0,3,0,5,36,242,62,282,227,26,19,3,3,3,3,6,52,928
LGA18050,10,4,6,4,31,33,30,35,58,64,312,361,209,161,127,124,318,853,2066,2491,1792,3007,383,11892
LGA18100,4,3,0,0,0,0,0,0,0,0,15,86,36,102,59,9,6,0,0,0,0,3,15,316
LGA18150,11,8,3,0,0,0,0,0,0,5,32,132,78,280,212,72,57,6,0,4,0,6,38,885
LGA18200,8,3,4,0,0,0,0,0,0,3,26,143,26,155,200,43,43,13,14,0,4,3,24,668
LGA18250,3,4,4,7,0,17,29,17,47,50,198,344,162,138,119,87,137,325,1548,2364,1203,1956,304,8687
LGA18350,6,23,6,7,11,3,0,4,3,17,93,285,35,271,437,277,583,718,545,186,73,67,137,3614
LGA18400,0,9,5,4,12,3,3,0,0,16,58,242,24,118,185,172,368,500,350,128,51,47,109,2294
LGA18450,66,69,39,56,65,39,18,6,12,168,696,1237,1922,1937,2525,1625,2970,4176,2925,1036,359,279,794,21785
LGA18500,0,0,0,4,9,16,10,9,30,37,126,325,42,72,68,98,234,508,1108,1325,1136,2760,261,7937
LGA18550,56,55,33,77,59,28,9,0,10,107,493,645,624,963,1583,1342,3260,4435,2056,327,95,109,479,15918
LGA18710,0,0,0,0,0,0,0,0,0,5,9,160,8,84,108,85,132,180,123,56,17,9,46,1008
LGA18750,12,8,4,0,0,0,0,0,0,11,39,142,47,202,361,188,189,75,12,6,3,9,44,1278
LGA19399,0,0,0,0,3,0,0,0,0,0,3,65,6,20,8,12,3,7,3,0,0,0,14,138
