SA3_CODE_2016,C16_Chr_Chi_nfd_0_14,C16_Chr_Chi_nfd_15_24,C16_Chr_Chi_nfd_25_34,C16_Chr_Chi_nfd_35_44,C16_Chr_Chi_nfd_45_54,C16_Chr_Chi_nfd_55_64,C16_Chr_Chi_nfd_65_74,C16_Chr_Chi_nfd_75_84,C16_Chr_Chi_nfd_85ov,C16_Chr_Chi_nfd_Tot,C16_Chr_Oth_Chi_0_14,C16_Chr_Oth_Chi_15_24,C16_Chr_Oth_Chi_25_34,C16_Chr_Oth_Chi_35_44,C16_Chr_Oth_Chi_45_54,C16_Chr_Oth_Chi_55_64,C16_Chr_Oth_Chi_65_74,C16_Chr_Oth_Chi_75_84,C16_Chr_Oth_Chi_85ov,C16_Chr_Oth_Chi_Tot,C16_Christ_Tot_0_14,C16_Christ_Tot_15_24,C16_Christ_Tot_25_34,C16_Christ_Tot_35_44,C16_Christ_Tot_45_54,C16_Christ_Tot_55_64,C16_Christ_Tot_65_74,C16_Christ_Tot_75_84,C16_Christ_Tot_85ov,C16_Christ_T_T,C16_Hinduism_0_14,C16_Hinduism_15_24,C16_Hinduism_25_34,C16_Hinduism_35_44,C16_Hinduism_45_54,C16_Hinduism_55_64,C16_Hinduism_65_74,C16_Hinduism_75_84,C16_Hinduism_85ov,C16_Hinduism_Tot,C16_Islam_0_14,C16_Islam_15_24,C16_Islam_25_34,C16_Islam_35_44,C16_Islam_45_54,C16_Islam_55_64,C16_Islam_65_74,C16_Islam_75_84,C16_Islam_85ov,C16_Islam_Tot,C16_Judaism_0_14,C16_Judaism_15_24,C16_Judaism_25_34,C16_Judaism_35_44,C16_Judaism_45_54,C16_Judaism_55_64,C16_Judaism_65_74,C16_Judaism_75_84,C16_Judaism_85ov,C16_Judaism_Tot,C16_OR_AusAborTrad_0_14,C16_OR_AusAborTrad15_24,C16_OR_AusAborTrad25_34,C16_OR_AusAborTrad35_44,C16_OR_AusAborTrad45_54,C16_OR_AusAborTrad55_64,C16_OR_AusAborTrad65_74,C16_OR_AusAborTrad75_84,C16_OR_AusAborTrad85oe,C16_OR_AusAborTrade_Tot,C16_OR_Sikhism_0_14,C16_OR_Sikhism_15_24,C16_OR_Sikhism_25_34,C16_OR_Sikhism_35_44,C16_OR_Sikhism_45_54,C16_OR_Sikhism_55_64,C16_OR_Sikhism_65_74,C16_OR_Sikhism_75_84,C16_OR_Sikhism_85oe,C16_OR_Sikhism_Tot,C16_OR_Ot_Re_Gr_0_14,C16_OR_Ot_Re_Gr_15_24,C16_OR_Ot_Re_Gr_25_34,C16_OR_Ot_Re_Gr_35_44,C16_OR_Ot_Re_Gr_45_54,C16_OR_Ot_Re_Gr_55_64,C16_OR_Ot_Re_Gr_65_74,C16_OR_Ot_Re_Gr_75_84,C16_O_R_Ot_Re_Gr_85ov,C16_OR_Ot_Re_Gr_Tot,C16_Oth_Rel_Tot_0_14,C16_Oth_Rel_Tot_15_24,C16_Oth_Rel_Tot_25_34,C16_Oth_Rel_Tot_35_44,C16_Oth_Rel_Tot_45_54,C16_Oth_Rel_Tot_55_64,C16_Oth_Rel_Tot_65_74,C16_Oth_Rel_Tot_75_84,C16_Oth_Rel_Tot_85ov,C16_Other_Rel_T_T,C16_SBOSB_No_RA_0_14,C16_SBOSB_No_RA_15_24,C16_SBOSB_No_RA_25_34,C16_SBOSB_No_RA_35_44,C16_SBOSB_No_RA_45_54,C16_SBOSB_No_RA_55_64,C16_SBOSB_No_RA_65_74,C16_SBOSB_No_RA_75_84,C16_SBOSB_No_RA_85ov,C16_SBOSB_No_RA_Tot,C16_Oth_rel_affi_0_14,C16_Rel_aff_ns_15_24,C16_Rel_aff_ns_25_34,C16_Rel_aff_ns_35_44,C16_Rel_aff_ns_45_54,C16_Rel_aff_ns_55_64,C16_Rel_aff_ns_65_74,C16_Rel_aff_ns_75_84,C16_Rel_aff_ns_85ov,C16_Rel_aff_ns_Tot,C16_Tot_0_14_yrs,C16_Tot_15_24_yrs,C16_Tot_25_34_yrs,C16_Tot_35_44_yrs,C16_Tot_45_54_yrs,C16_Tot_55_64_yrs,C16_Tot_65_74_yrs,C16_Tot_75_84_yrs,C16_Tot_85o,C16_T_T
12203,589,395,371,462,494,339,196,110,48,3009,6,15,15,11,21,9,11,7,5,99,16068,8328,7627,11534,12736,9387,8452,5763,3298,83192,235,169,511,209,115,68,39,11,6,1371,157,101,201,124,121,90,34,7,3,847,84,32,51,76,79,58,62,22,15,486,3,3,0,0,0,0,0,0,0,6,71,57,174,55,25,21,9,8,0,426,51,63,72,112,73,68,31,13,4,488,128,124,249,163,104,92,38,19,7,921,11095,6077,7510,8802,6889,4330,2432,1176,536,48845,2174,1302,1650,1879,1702,1263,1058,731,522,12275,30225,16405,18210,23388,22258,15625,12246,7783,4399,150543
12301,366,196,204,207,185,128,71,33,4,1383,15,11,6,14,14,13,14,8,0,93,10027,5531,5285,6772,6173,4672,3216,1544,702,43921,103,50,75,102,55,38,18,0,3,442,362,110,156,177,87,41,18,7,0,958,6,7,4,10,10,3,3,0,0,41,3,0,0,0,0,0,0,0,0,5,27,15,20,23,10,9,0,3,0,107,21,24,24,32,16,18,4,0,0,143,50,39,42,61,33,25,7,5,0,260,3558,2028,2323,1889,1359,865,429,146,62,12652,778,475,540,531,465,337,272,120,100,3614,14996,8304,8536,9686,8270,6044,3993,1823,868,62510
12302,1163,741,672,601,601,407,202,58,19,4454,40,34,28,40,33,29,19,4,0,234,16923,12104,11386,11232,12314,13021,9070,3673,1212,90933,1702,782,1441,1475,858,477,203,85,15,7042,4082,1751,2149,2121,1291,706,291,85,12,12495,3,7,8,7,12,18,14,3,3,67,13,8,6,0,6,0,0,0,0,43,267,123,303,178,84,56,29,9,3,1053,133,112,142,110,107,70,27,17,3,718,409,248,451,296,196,128,57,27,8,1809,7323,5120,5393,3694,2936,2474,1253,417,113,28712,2896,1882,2061,1700,1520,1377,1063,476,313,13287,34007,22408,23532,21245,19751,18705,12208,4844,1695,158401
12303,239,131,115,111,120,115,56,18,10,912,19,3,4,8,10,10,10,3,3,64,5878,3430,2935,3889,4110,3753,2779,1297,453,28519,8,3,13,10,9,3,4,0,0,50,50,26,35,29,15,15,12,0,0,180,4,4,0,0,5,5,5,0,3,27,0,0,0,0,0,0,0,0,0,3,3,3,4,0,3,0,0,0,0,14,4,7,13,16,7,18,7,3,3,72,6,11,18,20,14,16,7,3,3,93,2417,1449,1510,1138,1100,858,447,152,61,9130,576,307,368,356,382,438,272,152,89,2940,8977,5244,4898,5502,5664,5118,3525,1617,605,41152
12401,483,265,222,292,314,389,206,77,29,2265,10,3,7,16,15,26,23,17,7,118,6733,4053,2979,4490,5678,6577,5496,2857,1201,40063,25,23,39,32,29,38,17,10,3,218,43,17,20,41,19,17,8,4,0,187,27,0,3,28,20,17,36,9,9,156,13,0,0,7,7,6,0,0,0,25,5,9,7,4,0,0,3,0,0,24,57,36,44,82,89,71,50,12,0,441,68,42,53,89,98,80,58,12,0,493,5981,3528,3189,4045,4000,3777,2572,806,256,28151,1058,648,570,776,916,1014,900,373,145,6410,14044,8395,6977,9660,10952,11722,9227,4091,1622,76694
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3
12403,720,445,502,412,399,320,182,61,19,3065,18,24,19,21,9,16,8,3,3,130,18337,11246,11548,12492,12033,11218,8193,3585,1403,90054,528,199,595,451,227,162,82,35,10,2288,580,278,386,358,178,121,82,32,3,2011,6,7,12,5,7,4,12,4,0,64,9,3,9,6,3,3,0,0,0,33,311,128,333,186,70,67,28,12,0,1146,40,60,91,69,62,45,30,13,0,410,362,191,434,270,136,109,65,29,3,1587,8077,5259,6538,4626,3252,2364,1131,393,133,31763,1944,1430,1784,1461,1326,1146,852,391,162,10494,30037,18760,21585,19957,17390,15276,10485,4480,1715,139692
12404,175,121,106,95,102,98,60,21,7,776,4,3,0,3,7,4,0,0,0,18,4329,3078,2722,2854,3479,2910,2227,1304,545,23446,16,4,15,20,9,13,10,0,0,82,41,15,37,31,18,17,11,0,3,171,3,0,7,4,3,0,6,4,0,31,0,0,0,0,0,0,0,0,0,3,3,0,7,7,0,0,0,0,0,16,8,11,13,25,19,9,5,0,0,95,17,12,23,29,14,15,8,0,0,119,2000,1617,1667,1033,943,726,342,156,48,8533,499,620,788,619,536,345,260,158,88,3915,6933,5376,5313,4631,5030,4073,2873,1630,693,36547
12405,381,263,241,182,158,140,66,16,11,1462,14,13,15,8,11,11,0,0,0,73,6600,4724,4552,4422,4824,4969,2963,1247,440,34741,251,125,265,203,138,98,53,19,11,1167,650,324,391,318,209,144,85,13,0,2133,0,0,3,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,105,33,126,72,16,17,5,6,0,378,7,16,20,34,21,19,8,3,0,127,110,51,147,99,35,36,11,5,3,503,2490,2013,1990,1331,1178,819,317,106,29,10269,921,645,754,612,531,560,314,137,53,4533,11126,7957,8219,7108,7020,6726,3763,1540,535,53993
12501,411,271,509,319,260,194,69,41,6,2075,6,6,6,4,4,7,5,5,0,45,4102,2938,4719,3732,3440,3041,2097,1256,661,25983,751,1109,2467,798,331,281,144,52,18,5951,5744,3709,5020,3235,1985,1134,551,229,44,21649,0,0,10,8,8,0,3,3,0,30,0,0,0,0,3,0,0,0,0,3,82,91,224,62,21,29,8,3,3,530,27,21,48,45,25,27,14,5,3,214,109,116,278,107,51,54,19,4,3,749,2916,2791,5317,2481,2199,1962,755,323,97,18845,1436,1511,2816,1612,1156,854,440,201,81,10112,15649,12878,21886,12855,10282,8401,4455,2268,998,89670
12502,325,213,253,260,262,217,122,52,17,1728,11,7,6,8,6,3,6,5,0,49,6452,4174,3491,4586,4981,4284,3252,2256,985,34460,511,220,354,407,273,217,121,35,12,2153,566,288,382,351,234,180,85,27,7,2128,7,3,13,6,8,12,9,3,0,67,0,0,0,0,0,0,0,0,0,0,45,16,67,33,8,9,10,4,0,193,36,65,93,92,87,78,42,18,6,521,85,82,161,123,97,91,48,22,7,718,3949,2734,3392,2838,2567,2115,1122,538,125,19377,783,600,694,667,668,557,380,255,118,4715,12720,8375,8921,9515,9390,7908,5243,3213,1287,66570
12503,682,511,593,440,432,268,167,83,35,3217,65,31,26,41,27,24,25,4,0,238,12951,8650,9169,9164,9146,8305,7091,4198,2070,70748,1236,732,1797,1133,476,320,154,74,16,5943,11161,5663,6793,4744,2876,1516,719,230,48,33752,3,5,8,3,9,11,6,5,3,40,3,0,0,0,3,0,0,0,0,6,162,161,463,132,25,17,17,4,0,977,149,91,135,115,105,77,46,25,0,752,316,251,606,249,136,96,59,30,0,1733,3242,2948,3685,2331,2383,2100,919,442,207,18259,2801,1738,2501,1753,1568,1249,766,450,225,13060,32740,20890,25543,20518,17970,14912,10288,5694,2710,151262
12504,555,303,599,474,333,282,140,74,29,2794,27,10,4,26,21,15,13,8,4,122,9869,5684,7832,8235,7182,6473,5786,3701,1916,56684,7911,2434,10891,6779,1807,1089,488,221,40,31652,1862,929,1784,1280,645,398,221,80,30,7230,9,8,13,11,7,7,19,8,5,82,0,0,0,0,0,0,0,0,0,0,585,484,1354,430,93,81,44,10,0,3078,270,90,310,252,126,84,46,34,10,1227,848,574,1658,681,223,171,90,46,10,4305,4120,3393,5521,3750,3023,2381,1278,617,223,24329,2332,1305,3104,2157,1223,1122,725,498,315,12779,27363,14715,31657,23639,14712,12117,8835,5260,2597,140891
12601,149,165,168,132,149,171,104,32,19,1087,3,0,0,3,3,0,12,0,3,32,4225,2950,1878,2834,3494,3096,2334,1638,840,23286,523,285,501,468,338,241,96,35,18,2493,160,75,130,115,51,42,20,3,0,587,11,3,6,6,7,11,6,0,9,57,0,0,0,0,0,0,0,0,0,0,35,27,28,32,24,10,9,4,3,170,23,24,25,32,32,35,11,4,3,185,56,50,50,63,62,45,18,9,6,357,2936,2796,2460,2234,1951,1779,976,404,143,15687,519,438,410,426,354,358,280,193,112,3098,8667,6813,5721,6478,6650,5882,3895,2337,1149,47590
12602,471,363,569,492,410,336,251,142,56,3084,9,14,10,14,16,16,9,0,6,90,11820,7917,8156,9280,9554,8139,6437,4414,2681,68396,815,488,1689,855,376,256,140,77,16,4717,637,438,801,476,235,155,86,45,15,2881,65,26,35,60,43,66,68,93,212,680,0,3,0,0,0,0,0,0,0,5,83,58,203,73,51,35,15,4,0,524,47,59,89,100,57,63,27,21,11,484,129,122,290,174,117,102,46,22,12,1008,6641,7160,8945,5955,4654,3951,2137,952,425,40823,1623,1515,1995,1581,1265,1137,742,506,369,10740,22230,18256,23128,19383,16985,14401,10055,6307,3780,134528
12701,822,523,552,491,425,353,178,59,6,3405,12,10,5,12,8,21,9,10,0,76,12981,8583,8168,8254,8378,6638,4250,2194,620,60065,655,457,516,596,533,394,122,61,11,3334,3564,1729,1490,1567,1001,581,281,71,14,10286,3,0,0,0,0,4,0,0,0,16,0,0,3,0,0,0,0,0,0,4,42,14,52,37,15,26,4,0,0,192,322,238,220,168,151,141,55,25,3,1312,362,256,276,207,166,163,58,25,3,1510,2996,2056,2252,1616,1314,915,403,160,47,11756,2141,1230,1312,1227,1064,846,503,260,80,8666,24009,15341,15040,14596,13668,10478,5976,2881,815,102811
12702,1403,1040,1054,894,866,796,470,256,76,6855,26,18,22,9,8,16,9,8,6,138,17953,13499,12032,11688,13167,12678,9348,5807,2057,98228,227,174,256,189,180,184,64,33,6,1324,2547,1392,1501,1234,848,578,284,70,13,8472,4,3,3,3,6,0,4,0,0,21,0,0,3,0,3,0,0,0,0,5,26,8,77,15,8,6,0,0,0,148,356,241,270,205,209,177,101,58,15,1638,380,258,348,221,221,186,102,58,15,1793,5006,4762,4180,2849,2581,2448,1161,489,203,23675,2618,2225,1928,1569,1773,1579,886,521,246,13346,35116,27683,25102,23149,25512,23570,14407,8079,3187,185802
12703,865,529,621,599,439,368,215,83,15,3742,53,38,21,30,31,14,21,15,9,239,11943,7570,7631,8700,8410,6853,5141,2892,1134,60280,1631,834,1257,1533,980,676,243,82,22,7259,4893,2273,2588,2286,1430,785,375,121,23,14768,0,0,5,4,4,3,3,3,0,24,0,0,0,0,0,0,0,0,0,3,181,88,221,131,61,41,34,14,0,772,1132,636,730,512,458,329,232,99,35,4159,1309,728,950,648,521,371,258,108,35,4932,3243,2392,2941,1945,1627,1171,597,258,94,14268,2510,1579,1964,1693,1386,1108,700,395,206,11528,26263,15888,17990,17526,15096,11560,7540,3939,1547,117356
12801,390,234,270,291,288,258,164,56,36,1988,18,6,8,18,10,13,7,4,5,86,12324,7757,7185,8993,10177,9330,7727,5158,2808,71452,99,54,125,101,89,51,35,16,3,565,154,97,107,115,89,64,54,11,3,703,24,11,12,23,24,25,32,10,11,166,3,0,0,4,0,0,0,0,0,9,18,10,43,17,9,11,3,5,0,113,5,15,32,28,26,16,8,4,0,138,26,30,70,47,31,28,17,6,3,268,5734,3464,4931,4144,3407,2839,1541,749,375,27189,1315,874,1244,1146,1024,1011,727,479,355,8170,19818,12390,13882,14820,15114,13539,10243,6474,3563,109841
12802,511,302,272,357,275,286,185,51,27,2272,13,4,6,18,9,30,17,9,4,106,14049,8693,7001,9641,10467,9838,7473,3696,1969,72820,111,65,138,118,81,76,41,10,0,646,213,127,126,138,105,78,35,15,3,825,11,7,12,19,22,13,20,4,4,109,5,3,0,0,0,0,0,0,0,9,15,16,31,10,7,4,0,0,0,86,16,30,34,37,33,46,8,6,0,215,37,42,59,46,48,54,12,6,0,307,6073,3589,4059,4161,3302,2634,1517,510,234,26082,1147,752,752,900,885,806,511,305,160,6226,21732,13372,12299,15255,15071,13664,9692,4569,2381,108036
19797,0,0,4,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,19,8,14,18,28,39,80,30,4,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,12,10,17,11,10,3,0,88,4,3,6,0,6,14,19,8,0,60,39,25,32,34,50,74,108,42,10,412
19999,13,47,60,42,39,42,27,7,0,281,4,0,3,3,0,4,3,0,0,9,290,507,704,582,626,770,647,161,40,4328,13,24,64,12,4,3,0,0,0,122,29,34,71,54,18,5,3,0,0,222,4,0,3,8,3,5,3,0,0,24,5,0,0,3,3,0,0,0,0,17,3,4,8,0,0,0,0,0,0,14,3,14,11,8,8,10,0,3,0,60,8,19,19,13,12,11,5,5,0,91,277,765,927,467,427,401,231,39,5,3537,113,484,860,729,681,493,282,64,27,3744,740,1876,2703,1900,1798,1722,1196,282,78,12288
