SA3_CODE_2016,C06_0_4_Indig_M,C06_0_4_Indig_F,C06_0_4_Indig_P,C06_0_4_NonInd_M,C06_0_4_NonInd_F,C06_0_4_NonInd_P,C06_0_4_Indig_st_ns_M,C06_0_4_Indig_st_ns_F,C06_0_4_Indig_st_ns_P,C06_0_4_T_M,C06_0_4_T_F,C06_0_4_T_P,C06_5_9_Indig_M,C06_5_9_Indig_F,C06_5_9_Indig_P,C06_5_9_NonInd_M,C06_5_9_NonInd_F,C06_5_9_NonInd_P,C06_5_9_Indig_st_ns_M,C06_5_9_Indig_st_ns_F,C06_5_9_Indig_st_ns_P,C06_5_9_T_M,C06_5_9_T_F,C06_5_9_T_P,C06_10_14_Indigen_M,C06_10_14_Indigen_F,C06_10_14_Indigen_P,C06_10_14_NonInd_M,C06_10_14_NonInd_F,C06_10_14_NonInd_P,C06_10_14_Ind_st_ns_M,C06_10_14_Ind_st_ns_F,C06_10_14_Ind_st_ns_P,C06_10_14_T_M,C06_10_14_T_F,C06_10_14_T_P,C06_15_19_Indigen_M,C06_15_19_Indigen_F,C06_15_19_Indigen_P,C06_15_19_NonInd_M,C06_15_19_NonInd_F,C06_15_19_NonInd_P,C06_15_19_Ind_st_ns_M,C06_15_19_Ind_st_ns_F,C06_15_19_Ind_st_ns_P,C06_15_19_T_M,C06_15_19_T_F,C06_15_19_T_P,C06_20_24_Indigen_M,C06_20_24_Indigen_F,C06_20_24_Indigen_P,C06_20_24_NonInd_M,C06_20_24_NonInd_F,C06_20_24_NonInd_P,C06_20_24_Ind_st_ns_M,C06_20_24_Ind_st_ns_F,C06_20_24_Ind_st_ns_P,C06_20_24_T_M,C06_20_24_T_F,C06_20_24_T_P,C06_25_29_Indigen_M,C06_25_29_Indigen_F,C06_25_29_Indigen_P,C06_25_29_NonInd_M,C06_25_29_NonInd_F,C06_25_29_NonInd_P,C06_25_29_Ind_st_ns_M,C06_25_29_Ind_st_ns_F,C06_25_29_Ind_st_ns_P,C06_25_29_T_M,C06_25_29_T_F,C06_25_29_T_P,C06_30_34_Indigen_M,C06_30_34_Indigen_F,C06_30_34_Indigen_P,C06_30_34_NonInd_M,C06_30_34_NonInd_F,C06_30_34_NonInd_P,C06_30_34_Ind_st_ns_M,C06_30_34_Ind_st_ns_F,C06_30_34_Ind_st_ns_P,C06_30_34_T_M,C06_30_34_T_F,C06_30_34_T_P,C06_35_39_Indigen_M,C06_35_39_Indigen_F,C06_35_39_Indigen_P,C06_35_39_NonInd_M,C06_35_39_NonInd_F,C06_35_39_NonInd_P,C06_35_39_Ind_st_ns_M,C06_35_39_Ind_st_ns_F,C06_35_39_Ind_st_ns_P,C06_35_39_T_M,C06_35_39_T_F,C06_35_39_T_P,C06_40_44_Indigen_M,C06_40_44_Indigen_F,C06_40_44_Indigen_P,C06_40_44_NonInd_M,C06_40_44_NonInd_F,C06_40_44_NonInd_P,C06_40_44_Ind_st_ns_M,C06_40_44_Ind_st_ns_F,C06_40_44_Ind_st_ns_P,C06_40_44_T_M,C06_40_44_T_F,C06_40_44_T_P,C06_45_49_Indigen_M,C06_45_49_Indigen_F,C06_45_49_Indigen_P,C06_45_49_NonInd_M,C06_45_49_NonInd_F,C06_45_49_NonInd_P,C06_45_49_Ind_st_ns_M,C06_45_49_Ind_st_ns_F,C06_45_49_Ind_st_ns_P,C06_45_49_T_M,C06_45_49_T_F,C06_45_49_T_P,C06_50_54_Indigen_M,C06_50_54_Indigen_F,C06_50_54_Indigen_P,C06_50_54_NonInd_M,C06_50_54_NonInd_F,C06_50_54_NonInd_P,C06_50_54_Ind_st_ns_M,C06_50_54_Ind_st_ns_F,C06_50_54_Ind_st_ns_P,C06_50_54_T_M,C06_50_54_T_F,C06_50_54_T_P,C06_55_59_Indigen_M,C06_55_59_Indigen_F,C06_55_59_Indigen_P,C06_55_59_NonInd_M,C06_55_59_NonInd_F,C06_55_59_NonInd_P,C06_55_59_Ind_st_ns_M,C06_55_59_Ind_st_ns_F,C06_55_59_Ind_st_ns_P,C06_55_59_T_M,C06_55_59_T_F,C06_55_59_T_P,C06_60_64_Indigen_M,C06_60_64_Indigen_F,C06_60_64_Indigen_P,C06_60_64_NonInd_M,C06_60_64_NonInd_F,C06_60_64_NonInd_P,C06_60_64_Ind_st_ns_M,C06_60_64_Ind_st_ns_F,C06_60_64_Ind_st_ns_P,C06_60_64_T_M,C06_60_64_T_F,C06_60_64_T_P,C06_65_over_Indigen_M,C06_65_over_Indigen_F,C06_65_over_Indigen_P,C06_65ove_NonInd_M,C06_65ove_NonInd_F,C06_65ove_NonInd_P,C06_65ove_Indig_st_ns_M,C06_65ove_Indig_st_ns_F,C06_65ove_Indig_st_ns_P,C06_65_over_T_M,C06_65_over_T_F,C06_65_over_T_P,C06_Tot_Indig_M,C06_Tot_Indig_F,C06_Tot_Indig_P,C06_Tot_NonInd_M,C06_Tot_NonInd_F,C06_Tot_NonInd_P,C06_Tot_Indig_st_ns_M,C06_Tot_Indig_st_ns_F,C06_Tot_Indig_st_ns_P,C06_Tot_T_M,C06_Tot_T_F,C06_Tot_T_P,C11_0_4_Indig_M,C11_0_4_Indig_F,C11_0_4_Indig_P,C11_0_4_NonInd_M,C11_0_4_NonInd_F,C11_0_4_NonInd_P,C11_0_4_Indig_st_ns_M,C11_0_4_Indig_st_ns_F,C11_0_4_Indig_st_ns_P,C11_0_4_T_M,C11_0_4_T_F,C11_0_4_T_P,C11_5_9_Indig_M,C11_5_9_Indig_F,C11_5_9_Indig_P,C11_5_9_NonInd_M,C11_5_9_NonInd_F,C11_5_9_NonInd_P,C11_5_9_Indig_st_ns_M,C11_5_9_Indig_st_ns_F
11002,150,157,300,1007,1016,2024,39,42,86,1197,1213,2413,156,155,304,1193,1088,2284,48,52,100,1392,1292,2685,164,143,307,1238,1152,2389,69,54,126,1466,1351,2816,114,96,210,983,947,1932,35,34,72,1135,1081,2212,78,69,146,717,666,1387,13,17,30,810,756,1567,47,65,114,708,739,1446,27,14,41,779,818,1598,57,75,135,881,957,1837,30,26,63,972,1063,2034,64,67,131,999,1088,2086,41,28,62,1098,1187,2283,75,69,143,1088,1138,2226,48,56,102,1209,1261,2467,45,52,103,1293,1224,2514,54,36,93,1400,1313,2709,39,33,71,1187,1131,2319,41,38,79,1266,1205,2470,26,32,59,1347,1272,2618,50,38,93,1426,1345,2765,20,23,42,1154,1099,2252,47,35,82,1223,1158,2374,24,32,62,2999,3505,6506,165,231,392,3192,3774,6964,1073,1063,2132,16787,17029,33817,706,706,1414,18558,18803,37364,175,158,332,989,1028,2013,57,37,93,1212,1218,2433,135,155,289,1086,1046,2130,58,57
11003,232,240,468,766,743,1505,73,78,148,1068,1060,2129,260,248,513,836,700,1537,77,68,144,1172,1023,2192,264,250,509,661,669,1334,74,64,146,1002,990,1988,177,193,371,624,525,1156,54,49,106,862,769,1637,142,150,289,537,518,1053,42,42,80,713,715,1427,112,126,238,635,655,1288,45,48,91,796,826,1624,110,134,245,753,743,1493,57,51,112,917,925,1843,114,132,246,837,727,1563,60,55,115,1011,915,1925,99,151,246,810,768,1572,65,55,115,970,972,1941,87,119,203,848,771,1617,68,56,126,1008,948,1955,62,72,132,780,671,1448,46,43,89,892,783,1672,57,62,122,721,674,1403,54,54,106,839,790,1628,54,54,107,635,516,1147,41,22,67,727,592,1317,62,84,143,1309,1440,2745,115,118,235,1483,1646,3123,1832,2010,3839,10748,10130,20872,873,809,1684,13450,12948,26396,274,270,540,747,704,1454,58,71,133,1078,1046,2123,246,242,484,658,630,1292,59,54
11004,399,360,758,1986,1882,3867,95,107,198,2480,2350,4828,391,366,754,2193,2028,4218,120,100,222,2708,2491,5191,389,380,772,2415,2369,4784,121,114,238,2931,2866,5794,331,285,616,2311,2181,4497,90,82,170,2734,2550,5284,206,187,401,1685,1598,3278,79,40,120,1969,1825,3802,161,173,336,1516,1670,3182,63,48,110,1738,1889,3632,144,190,337,1819,1934,3755,66,68,134,2029,2194,4226,156,193,344,1989,2146,4130,91,93,182,2240,2427,4662,160,166,327,2162,2368,4525,86,80,170,2407,2612,5023,141,160,301,2338,2549,4893,88,67,151,2565,2777,5340,110,105,218,2358,2372,4731,93,74,168,2558,2553,5114,90,87,176,2268,2260,4522,82,73,153,2436,2417,4854,59,63,121,1926,1956,3880,107,91,197,2086,2112,4199,89,122,206,4986,6099,11087,266,359,631,5336,6583,11921,2827,2838,5669,31946,33410,65360,1444,1398,2835,36213,37651,73864,495,462,951,2147,2017,4163,130,104,233,2766,2581,5347,438,429,863,2159,1985,4144,104,121
11101,162,155,314,3122,2896,6016,110,124,237,3399,3169,6570,163,154,319,3488,3263,6753,166,130,298,3814,3544,7363,149,136,289,3915,3680,7591,213,149,361,4279,3963,8241,144,150,288,3784,3624,7413,166,149,316,4092,3927,8020,106,99,206,3154,2964,6121,137,100,230,3389,3165,6553,68,67,136,2519,2609,5128,108,84,193,2695,2764,5462,65,74,144,2983,3236,6221,108,95,202,3159,3409,6571,57,91,149,3517,3692,7210,130,106,240,3711,3890,7598,75,94,161,3653,4034,7684,145,134,279,3868,4261,8129,56,56,119,4044,4182,8226,176,144,316,4273,4386,8659,38,63,100,3732,3881,7613,133,119,251,3903,4066,7968,31,32,64,3566,3894,7462,127,134,261,3727,4062,7790,31,28,58,3104,3170,6276,117,118,234,3251,3319,6568,42,53,91,8039,10102,18144,396,576,970,8475,10731,19202,1190,1248,2437,52627,55232,107853,2220,2171,4399,56037,58652,114691,173,203,376,3334,3150,6477,102,115,217,3604,3466,7069,184,205,391,3269,3106,6371,118,110
11102,116,102,217,1895,1722,3617,108,87,192,2116,1915,4033,133,111,245,2069,2030,4100,102,118,222,2311,2252,4562,139,131,269,2271,2152,4424,82,97,177,2495,2375,4867,110,102,213,2235,2104,4335,104,89,189,2443,2292,4741,77,51,128,1721,1647,3368,75,62,141,1872,1764,3634,46,53,102,1408,1506,2910,62,44,106,1511,1610,3122,51,63,117,1826,1949,3777,80,64,144,1958,2072,4035,53,67,122,1977,2055,4033,66,73,135,2099,2199,4292,40,74,107,2065,2228,4292,76,56,137,2183,2355,4536,52,42,90,2245,2322,4569,91,83,175,2391,2446,4834,37,48,81,2115,2272,4387,96,64,164,2249,2385,4632,28,20,48,2187,2169,4358,75,82,155,2293,2267,4562,22,21,44,1823,1827,3656,56,83,137,1903,1927,3833,26,34,62,4787,5869,10655,220,340,563,5038,6238,11274,925,919,1840,30623,31840,62471,1306,1340,2641,32857,34100,66953,151,144,292,1827,1801,3629,79,57,140,2059,2006,4069,168,147,313,2003,1843,3848,77,65
11103,183,190,374,4055,3836,7894,208,200,405,4447,4235,8676,183,179,365,3993,3657,7649,208,188,397,4380,4028,8408,200,189,389,3965,3814,7782,197,202,394,4357,4208,8562,182,166,352,4408,4563,8967,272,223,494,4859,4952,9811,164,173,343,5812,5946,11758,437,311,748,6415,6434,12842,118,106,221,4899,4871,9770,307,204,512,5320,5179,10500,116,112,227,4799,4899,9698,263,184,448,5173,5199,10376,101,110,212,4617,4736,9353,254,195,452,4967,5045,10011,114,93,210,4782,4796,9576,266,203,466,5160,5095,10258,84,101,184,4747,4967,9713,238,238,477,5069,5304,10377,66,73,139,4469,4530,8994,265,218,479,4791,4818,9607,45,45,86,4072,4060,8133,202,161,366,4317,4268,8584,35,36,73,3155,3377,6534,182,174,358,3373,3586,6962,59,62,122,9152,12570,21724,612,868,1478,9820,13506,23322,1644,1651,3296,66921,70619,137540,3894,3576,7476,72458,75856,148315,261,234,499,4479,4150,8633,184,190,376,4931,4578,9508,236,202,442,4103,3892,7999,189,167
11201,94,105,203,1763,1676,3439,121,119,237,1973,1892,3868,101,97,197,2154,2030,4182,129,140,268,2389,2268,4656,115,102,212,2375,2368,4736,140,142,283,2626,2603,5231,94,105,204,2313,2047,4366,145,130,276,2555,2289,4841,64,58,114,1570,1425,2998,128,91,213,1758,1570,3335,43,42,84,1372,1354,2732,89,55,148,1510,1451,2959,65,68,131,1660,1961,3617,101,93,194,1827,2124,3945,62,65,127,1968,2381,4351,101,129,226,2127,2582,4706,35,50,86,2361,2672,5033,133,120,251,2534,2842,5375,61,62,119,2657,3020,5674,187,167,352,2899,3246,6145,34,29,68,2706,2884,5584,175,163,339,2920,3071,5990,31,33,66,2505,2399,4901,168,105,269,2701,2535,5233,14,11,22,1828,1772,3606,98,102,202,1938,1887,3831,17,34,53,5028,6267,11294,293,378,667,5341,6678,12014,822,862,1682,32260,34255,66513,2011,1923,3936,35090,37044,72136,103,119,226,1912,1760,3672,84,90,169,2096,1972,4068,111,132,240,2040,1905,3947,107,95
11202,213,203,418,1869,1771,3642,78,69,146,2152,2052,4206,235,203,442,2085,2075,4160,100,94,193,2417,2371,4786,200,213,419,2334,2347,4676,114,91,209,2647,2652,5303,169,168,340,2383,2286,4671,89,92,179,2635,2550,5187,113,115,232,1705,1666,3369,65,59,118,1882,1845,3725,84,117,203,1402,1498,2900,64,39,98,1547,1653,3200,79,115,199,1606,1779,3383,54,56,110,1736,1952,3686,100,107,203,1957,2020,3978,63,60,126,2119,2193,4312,97,92,187,2144,2397,4542,104,69,171,2345,2555,4898,77,94,174,2519,2552,5070,86,83,165,2677,2722,5403,65,88,145,2498,2486,4987,86,82,164,2649,2647,5301,32,35,66,2233,2138,4372,99,57,158,2361,2228,4597,35,29,56,1578,1555,3139,61,49,109,1674,1636,3302,37,46,78,4107,5242,9349,234,300,539,4372,5588,9962,1528,1634,3163,30413,31808,62220,1291,1197,2489,33231,34640,67873,267,216,484,1930,1770,3702,99,77,178,2291,2067,4356,232,202,440,1988,1952,3936,94,94
11203,144,134,283,1851,1839,3696,127,125,256,2128,2099,4230,167,156,315,2200,2085,4280,154,155,306,2516,2387,4905,169,158,327,2513,2328,4839,169,138,309,2849,2629,5479,145,104,248,2379,2206,4586,132,123,252,2657,2426,5087,76,72,150,1593,1475,3068,125,62,188,1797,1614,3410,64,74,129,1301,1465,2763,91,77,177,1452,1619,3069,59,84,145,1782,1897,3678,102,88,188,1939,2064,4010,69,80,141,2012,2314,4329,117,110,228,2189,2507,4692,62,80,142,2341,2650,4996,154,125,279,2557,2860,5412,59,68,119,2652,2908,5556,149,141,289,2857,3116,5969,55,54,105,2433,2574,5012,145,126,269,2632,2759,5385,21,34,57,2477,2519,4996,157,107,266,2651,2664,5317,30,23,61,2103,2378,4482,111,98,208,2240,2502,4743,43,56,101,7639,8786,16425,468,606,1078,8152,9456,17606,1156,1177,2333,35272,37437,72707,2202,2083,4285,38626,40697,79320,210,161,373,2172,2073,4245,123,124,244,2511,2361,4865,172,177,357,2190,2170,4361,99,104
11301,117,169,281,1533,1430,2960,108,89,198,1762,1680,3443,187,153,342,1644,1501,3140,105,97,203,1938,1744,3687,174,158,337,1626,1588,3217,119,100,220,1923,1848,3773,123,131,256,1590,1478,3076,116,87,205,1835,1696,3529,91,79,170,1165,1047,2209,98,52,148,1354,1184,2532,53,78,128,1164,1162,2333,84,50,143,1303,1296,2599,44,84,132,1337,1377,2712,87,61,144,1469,1520,2990,62,83,142,1421,1457,2885,85,65,145,1566,1604,3168,75,71,147,1540,1550,3092,90,70,164,1707,1692,3404,62,64,124,1599,1482,3077,97,62,154,1752,1600,3360,51,48,97,1366,1297,2659,87,60,149,1498,1411,2912,37,32,70,1304,1184,2480,71,56,126,1406,1271,2676,24,29,55,958,971,1931,58,70,129,1039,1074,2113,35,45,82,2862,3323,6180,232,204,441,3126,3572,6697,1128,1239,2368,21102,20849,41956,1442,1123,2568,23676,23210,46887,185,183,368,1424,1362,2784,115,106,221,1722,1655,3372,134,174,309,1524,1383,2901,111,112
11302,23,24,46,439,390,832,28,20,47,493,436,930,24,30,47,440,431,873,16,5,27,480,463,945,28,29,53,511,503,1016,17,18,30,552,547,1099,17,20,41,422,361,787,15,8,25,455,391,851,12,17,32,296,274,570,5,13,20,313,305,621,22,17,41,366,314,681,24,16,36,417,339,755,26,15,42,402,402,802,15,16,34,439,434,875,15,11,28,418,448,868,15,8,26,450,469,923,10,6,22,530,464,992,22,11,36,568,483,1052,15,12,22,541,500,1039,19,16,37,576,530,1104,4,12,13,487,471,953,17,17,32,506,494,1006,6,8,11,488,465,958,26,13,36,521,486,1009,7,9,13,416,386,807,11,20,30,437,409,849,8,12,28,1089,1181,2271,60,84,142,1159,1280,2440,217,223,438,6851,6586,13437,303,265,573,7379,7067,14444,37,50,83,420,359,784,19,16,38,481,429,904,35,33,66,439,415,854,19,23
11303,208,210,416,2742,2620,5365,125,126,250,3081,2952,6034,219,228,452,2977,2768,5747,101,117,221,3303,3111,6414,218,204,423,3022,2876,5896,108,112,219,3348,3184,6534,167,156,323,3247,3014,6256,119,89,209,3528,3254,6783,174,125,302,2900,2820,5716,100,69,172,3173,3021,6193,131,86,219,2277,2270,4554,52,59,114,2461,2416,4878,93,117,211,2397,2487,4880,81,77,152,2567,2671,5245,96,94,192,2584,2646,5233,88,69,153,2764,2808,5574,79,94,177,2729,2798,5529,86,90,179,2899,2987,5883,65,60,121,2845,2972,5819,77,67,147,2987,3105,6088,54,52,110,2681,2672,5353,101,66,167,2841,2791,5632,36,38,71,2490,2471,4958,83,73,153,2609,2576,5188,23,28,51,1987,1951,3939,77,69,141,2087,2046,4131,31,57,92,5084,6500,11586,248,362,616,5359,6927,12287,1596,1545,3147,39964,40863,80826,1448,1439,2892,43017,43851,86864,232,251,481,2768,2762,5534,96,115,216,3104,3134,6231,221,228,448,2823,2660,5478,120,113
11401,214,226,438,2124,1986,4110,128,169,298,2465,2380,4842,230,208,439,2505,2373,4875,130,164,298,2863,2742,5605,278,214,492,2931,2814,5740,168,182,348,3379,3208,6586,198,160,355,2702,2453,5155,146,113,259,3047,2720,5767,98,107,207,1629,1592,3225,87,72,161,1821,1770,3587,83,90,176,1505,1540,3043,80,67,150,1665,1704,3367,80,105,189,1882,2026,3906,101,88,187,2065,2215,4283,94,104,200,2154,2400,4556,96,107,200,2338,2616,4951,69,122,190,2647,2831,5476,139,109,243,2850,3059,5907,81,92,170,2885,3080,5962,162,109,274,3123,3279,6407,80,60,135,2729,2855,5590,158,108,266,2967,3026,5993,55,63,118,2911,3146,6055,122,112,233,3081,3323,6408,43,31,71,2780,2891,5670,126,127,259,2950,3053,6001,58,78,141,8254,9150,17408,528,625,1157,8847,9856,18699,1651,1659,3309,39628,41130,80760,2179,2153,4332,43461,44945,88406,255,330,589,2199,2085,4283,155,146,305,2614,2566,5174,253,254,508,2317,2176,4488,160,141
11402,32,26,59,1227,1124,2352,64,58,122,1317,1211,2532,28,30,52,1379,1426,2807,65,61,128,1469,1518,2985,51,37,89,1531,1499,3034,76,54,135,1659,1591,3256,30,28,56,1363,1450,2812,58,50,107,1452,1523,2974,10,22,36,824,740,1567,41,23,62,876,781,1658,8,19,25,679,781,1463,37,25,62,729,827,1554,14,27,44,939,1055,1993,38,36,75,1000,1119,2118,13,21,40,1175,1377,2553,41,56,94,1226,1456,2683,5,12,21,1354,1595,2948,73,57,128,1434,1669,3098,11,24,34,1458,1534,2991,73,65,136,1541,1617,3163,14,10,23,1252,1368,2623,63,57,123,1333,1440,2771,3,7,11,1361,1537,2899,72,67,141,1435,1611,3046,6,8,17,1294,1407,2700,61,68,129,1360,1484,2845,9,5,12,3274,3877,7152,188,238,424,3471,4121,7592,253,279,531,19104,20777,39884,939,917,1858,20301,21975,42272,40,49,92,1222,1160,2378,43,65,109,1306,1274,2578,55,63,119,1352,1246,2599,61,58
11501,18,11,30,3772,3463,7242,104,124,235,3901,3604,7498,16,18,32,4408,4149,8560,141,121,259,4565,4289,8854,10,26,27,4929,4684,9620,148,125,267,5087,4831,9918,17,19,39,5140,5123,10268,139,135,282,5301,5284,10579,7,14,21,4386,4251,8636,150,126,277,4543,4392,8934,11,10,17,2973,3090,6061,137,113,250,3117,3207,6321,10,14,28,3308,3727,7036,116,103,211,3436,3842,7279,11,8,18,3886,4665,8552,117,128,241,4008,4800,8810,14,10,25,4546,5193,9740,121,110,233,4675,5317,9993,4,8,11,4791,5360,10148,129,128,263,4926,5495,10423,0,13,11,4636,4852,9484,140,131,274,4776,4992,9765,4,4,14,4288,4275,8562,121,101,221,4413,4377,8798,3,3,8,3118,2901,6023,92,98,186,3213,3000,6221,7,7,7,5175,6649,11823,212,311,523,5397,6968,12360,120,154,281,59368,62384,121753,1863,1861,3723,61352,64408,125759,21,15,36,4205,3914,8122,123,98,220,4352,4031,8384,29,18,51,4595,4314,8903,90,102
11502,3,3,4,667,638,1305,21,41,63,687,683,1371,3,4,13,810,760,1571,32,38,72,841,811,1650,9,3,11,1001,910,1914,43,46,83,1049,962,2009,3,0,6,1028,940,1965,30,41,71,1064,980,2044,3,0,3,792,720,1515,24,44,69,823,760,1583,3,0,8,466,421,886,21,16,34,489,442,928,3,3,7,539,613,1159,21,19,39,568,638,1203,3,6,8,687,803,1484,41,30,71,727,837,1563,5,3,8,889,970,1859,34,34,66,923,1006,1926,3,0,3,920,987,1901,32,37,67,948,1021,1972,0,0,3,850,940,1794,34,31,63,888,967,1861,0,0,3,917,897,1821,36,34,67,950,939,1891,3,3,3,752,700,1457,45,28,73,798,735,1531,0,0,5,1408,1457,2865,107,122,231,1519,1586,3103,41,36,76,11724,11759,23487,506,566,1077,12279,12359,24636,8,3,9,635,628,1260,5,17,22,649,646,1301,5,3,9,855,829,1678,26,19
11503,20,6,32,731,703,1437,48,48,94,800,755,1555,12,14,29,839,816,1654,58,55,118,916,890,1802,19,20,36,1019,939,1960,57,62,119,1093,1012,2104,23,16,38,982,850,1836,45,52,100,1053,924,1973,16,9,19,578,541,1122,30,36,67,620,582,1203,5,4,13,456,461,913,27,25,48,482,485,974,10,7,18,613,704,1318,29,37,72,658,750,1400,11,16,27,830,903,1732,56,48,107,894,976,1870,0,8,10,936,980,1921,53,44,91,994,1030,2028,12,15,25,921,928,1844,50,38,91,982,974,1960,8,3,8,806,813,1619,65,41,109,874,860,1739,4,0,4,773,728,1502,52,43,88,830,768,1599,0,0,3,585,542,1129,44,37,83,633,580,1217,3,7,11,1009,929,1941,59,63,119,1070,996,2070,145,123,260,11083,10847,21929,678,623,1296,11898,11586,23486,26,20,51,626,647,1266,38,46,85,690,711,1396,30,15,47,812,771,1582,46,54
11504,7,10,18,1201,1163,2368,67,85,154,1282,1261,2539,10,10,20,1215,1056,2273,75,73,143,1296,1134,2437,20,15,34,962,896,1853,49,41,91,1025,952,1978,6,6,19,847,792,1644,34,29,63,890,836,1725,9,5,13,622,618,1238,24,30,53,657,650,1303,5,8,10,622,719,1337,19,32,54,643,760,1405,3,3,10,1066,1224,2285,42,56,102,1113,1281,2398,7,10,23,1189,1214,2401,62,50,107,1255,1275,2527,6,4,6,1010,978,1983,42,31,76,1055,1011,2068,7,3,9,887,825,1714,40,27,61,932,856,1785,3,3,10,726,692,1423,34,23,57,764,724,1487,0,3,3,694,641,1334,12,18,29,710,660,1370,0,3,8,511,467,975,22,27,48,536,494,1033,0,7,6,722,777,1497,48,50,98,768,834,1603,91,88,181,12272,12059,24325,564,576,1145,12932,12722,25646,14,6,22,1119,949,2069,37,38,72,1167,1001,2162,18,12,26,1226,1173,2398,57,46
11601,138,134,271,3920,3743,7659,259,221,476,4315,4097,8409,139,136,276,4005,3744,7752,254,220,478,4399,4108,8505,150,154,309,3763,3663,7428,220,193,413,4145,4004,8150,114,101,210,4041,3728,7770,209,157,361,4365,3982,8347,79,103,179,4043,3988,8029,212,157,371,4333,4248,8578,59,65,121,3992,4230,8224,188,206,393,4235,4495,8737,62,62,120,4172,4250,8428,171,145,317,4406,4460,8863,72,94,166,3879,4004,7889,199,168,365,4154,4268,8422,43,71,111,4036,3963,8001,196,175,369,4280,4206,8490,51,49,94,3865,4031,7898,173,153,320,4088,4232,8315,35,57,94,3622,3868,7495,168,151,315,3821,4073,7903,23,44,73,3317,3362,6679,158,142,303,3502,3553,7053,18,23,38,2411,2267,4683,120,101,218,2543,2393,4936,28,43,69,5071,6513,11589,362,425,792,5462,6981,12442,1012,1119,2134,54149,55375,109522,2890,2607,5499,58047,59106,117149,150,159,309,4530,4377,8912,246,191,434,4928,4727,9655,149,157,306,4029,3667,7693,202,162
11602,52,41,87,2655,2523,5174,161,138,301,2867,2697,5558,57,35,86,2517,2365,4887,131,122,256,2709,2523,5232,56,42,99,2146,2108,4252,146,128,272,2345,2272,4621,39,33,74,1928,1870,3797,118,82,201,2093,1985,4079,49,25,70,2047,1877,3923,103,79,181,2198,1985,4176,45,26,72,2274,2424,4698,97,85,186,2419,2542,4957,54,28,75,2795,2871,5665,110,118,228,2956,3014,5972,37,25,66,2577,2638,5214,101,114,214,2719,2776,5499,27,30,58,2303,2261,4561,111,88,207,2442,2379,4824,16,17,32,1948,1887,3833,106,88,191,2069,1987,4060,12,17,31,1630,1555,3190,72,65,133,1713,1633,3350,13,10,16,1319,1291,2603,54,65,118,1383,1359,2735,0,4,10,876,810,1684,42,42,79,921,856,1772,4,14,13,1342,1569,2911,105,118,225,1451,1698,3155,463,336,804,28356,28043,56401,1463,1337,2793,30282,29714,59992,68,60,132,3470,3240,6706,109,93,197,3647,3386,7035,62,53,112,3077,2891,5970,105,84
11603,367,288,655,3783,3466,7250,364,344,710,4517,4093,8614,332,290,621,4111,3769,7880,356,357,711,4804,4417,9214,323,292,622,3970,3763,7740,336,302,636,4632,4362,8995,231,237,471,3510,3402,6916,282,208,493,4018,3857,7872,148,165,313,2960,3223,6183,202,198,398,3307,3587,6892,83,145,230,2767,3116,5885,187,184,367,3040,3445,6483,95,150,250,2887,3425,6308,199,214,416,3180,3788,6973,100,128,232,3234,3422,6653,235,185,424,3568,3737,7309,86,118,202,3237,3386,6625,170,162,336,3490,3673,7165,65,88,161,2922,2941,5856,193,164,354,3176,3196,6373,51,62,114,2374,2575,4948,143,170,315,2575,2800,5375,62,64,121,2222,2351,4574,171,125,292,2447,2539,4989,40,29,66,1682,1700,3377,118,105,226,1833,1833,3673,33,54,87,2741,3496,6238,235,284,522,3007,3829,6839,2025,2117,4143,42403,44038,86436,3180,3006,6192,47610,49161,96771,351,321,671,3996,3725,7719,290,258,541,4637,4303,8936,391,293,688,3923,3656,7575,249,251
11701,23,36,55,1124,987,2112,97,69,170,1248,1084,2334,42,31,71,999,914,1914,86,89,174,1130,1035,2158,33,39,78,947,920,1872,65,53,123,1046,1021,2069,34,25,57,960,973,1930,62,67,122,1062,1058,2120,38,32,67,1159,1131,2291,91,71,155,1285,1227,2511,25,22,49,1189,1191,2385,106,93,198,1319,1313,2624,16,23,40,1289,1399,2681,91,90,181,1396,1506,2907,24,22,48,1320,1339,2657,94,81,174,1431,1444,2875,13,15,28,1312,1210,2524,81,67,143,1405,1296,2695,22,18,40,1182,1126,2310,75,59,134,1275,1205,2480,9,12,26,1021,1102,2123,59,55,114,1090,1170,2262,3,15,21,887,974,1861,67,65,131,963,1051,2015,11,13,27,814,875,1689,50,50,106,878,935,1818,15,20,28,2116,2631,4745,154,196,348,2279,2847,5123,306,324,629,16327,16771,33095,1165,1097,2263,17798,18189,35994,39,27,70,1255,1175,2431,63,86,153,1356,1292,2649,33,22,62,1135,1023,2165,73,80
