SA3_CODE_2016,C16_P_35_39_Tot_LF,C16_P_35_39_Notin_LF,C16_P_35_39_LF_NS,C16_P_35_39_Tot,C16_P_40_44_Em_FT,C16_P_40_44_Em_PT,C16_P_40_44_Em_AFW,C16_P_40_44_Em_Hrs_NS,C16_P_40_44_Em_Tot,C16_P_40_44_Unem_Look_FT,C16_P_40_44_Unem_Look_PT,C16_P_40_44_Unem_Tot,C16_P_40_44_Tot_LF,C16_P_40_44_Notin_LF,C16_P_40_44_LF_NS,C16_P_40_44_Tot,C16_P_45_49_Em_FT,C16_P_45_49_Em_PT,C16_P_45_49_Em_AFW,C16_P_45_49_Em_Hrs_NS,C16_P_45_49_Em_Tot,C16_P_45_49_Unem_Look_FT,C16_P_45_49_Unem_Look_PT,C16_P_45_49_Unem_Tot,C16_P_45_49_Tot_LF,C16_P_45_49_Notin_LF,C16_P_45_49_LF_NS,C16_P_45_49_Tot,C16_P_50_54_Em_FT,C16_P_50_54_Em_PT,C16_P_50_54_Em_AFW,C16_P_50_54_Em_Hrs_NS,C16_P_50_54_Em_Tot,C16_P_50_54_Unem_Look_FT,C16_P_50_54_Unem_Look_PT,C16_P_50_54_Unem_Tot,C16_P_50_54_Tot_LF,C16_P_50_54_Notin_LF,C16_P_50_54_LF_NS,C16_P_50_54_Tot,C16_P_55_59_Em_FT,C16_P_55_59_Em_PT,C16_P_55_59_Em_AFW,C16_P_55_59_Em_Hrs_NS,C16_P_55_59_Em_Tot,C16_P_55_59_Unem_Look_FT,C16_P_55_59_Unem_Look_PT,C16_P_55_59_Unem_Tot,C16_P_55_59_Tot_LF,C16_P_55_59_Notin_LF,C16_P_55_59_LF_NS,C16_P_55_59_Tot,C16_P_60_64_Em_FT,C16_P_60_64_Em_PT,C16_P_60_64_Em_AFW,C16_P_60_64_Em_Hrs_NS,C16_P_60_64_Em_Tot,C16_P_60_64_Unem_Look_FT,C16_P_60_64_Unem_Look_PT,C16_P_60_64_Unem_Tot,C16_P_60_64_Tot_LF,C16_P_60_64_Notin_LF,C16_P_60_64_LF_NS,C16_P_60_64_Tot,C16_P_65_69_Em_FT,C16_P_65_69_Em_PT,C16_P_65_69_Em_AFW,C16_P_65_69_Em_Hrs_NS,C16_P_65_69_Em_Tot,C16_P_65_69_Unem_Look_FT,C16_P_65_69_Unem_Look_PT,C16_P_65_69_Unem_Tot,C16_P_65_69_Tot_LF,C16_P_65_69_Notin_LF,C16_P_65_69_LF_NS,C16_P_65_69_Tot,C16_P_70_74_Em_FT,C16_P_70_74_Em_PT,C16_P_70_74_Em_AFW,C16_P_70_74_Em_Hrs_NS,C16_P_70_74_Em_Tot,C16_P_70_74_Unem_Look_FT,C16_P_70_74_Unem_Look_PT,C16_P_70_74_Unem_Tot,C16_P_70_74_Tot_LF,C16_P_70_74_Notin_LF,C16_P_70_74_LF_NS,C16_P_70_74_Tot,C16_P_75over_Emp_Wor_ft,C16_P_75ov_Em_Work_pt,C16_P_75ov_Em_Aw_fr_w,C16_P_75ov_Emp_Hou_w_ns,C16_P_75andOver_Em_Tot,C16_P_75over_Unem_Lo_ft_w,C16_P_75over_Unem_Lo_pt_w,C16_P_75over_Unemp_Tot,C16_P_75over_Tot_lab_for,C16_P_75over_N_lab_forc,C16_P_75over_LF_NS,C16_P_75over_Tot,C16_P_Tot_Em_FT,C16_P_Tot_Em_PT,C16_P_Tot_Em_AFW,C16_P_Tot_Em_Hrs_NS,C16_P_Tot_Em_Tot,C16_P_Tot_Unem_Look_FT,C16_P_Tot_Unem_Look_PT,C16_P_Tot_Unem_Tot,C16_P_T_T_labo_for,C16_P_Tot_Notin_LF,C16_P_Tot_LF_NS,C16_P_T_T
12503,7461,2905,660,11018,4151,1596,110,164,6019,305,189,493,6508,2462,525,9495,3909,1469,86,180,5644,240,162,400,6042,2510,579,9134,3615,1382,106,154,5258,241,165,409,5665,2614,562,8833,2961,1169,114,129,4369,187,153,337,4710,2814,479,8002,1694,910,90,61,2757,140,112,248,3003,3490,412,6912,580,430,37,27,1069,9,15,29,1100,4466,383,5948,111,158,10,8,291,4,3,10,300,3752,291,4340,30,64,10,12,119,0,6,6,122,7492,792,8400,36207,17623,1477,1913,57223,3303,2493,5790,63017,48019,7484,118524
12504,10978,1953,923,13847,5430,1609,144,123,7302,278,155,433,7736,1471,585,9792,4146,1291,96,84,5619,229,113,347,5963,1277,420,7662,3664,1134,90,95,4983,190,90,278,5268,1404,387,7053,2824,998,97,71,3990,161,96,259,4246,1827,416,6493,1669,842,83,40,2629,110,61,172,2806,2468,352,5625,606,476,59,24,1163,20,24,43,1202,3440,291,4938,160,279,14,12,466,6,10,17,486,3190,223,3899,54,98,12,9,176,3,4,9,184,6942,731,7850,45626,17361,1722,1325,66035,3167,2262,5430,71466,34589,7466,113525
12601,2606,460,87,3150,1932,642,45,33,2656,62,57,122,2778,461,91,3332,1918,687,27,28,2658,67,37,105,2763,406,66,3238,1988,691,37,33,2750,70,39,112,2867,474,72,3415,1609,644,54,35,2342,65,41,106,2440,641,65,3154,901,560,40,19,1511,29,37,64,1579,1089,66,2728,338,378,30,7,757,11,19,30,787,1392,69,2247,82,154,14,4,260,0,8,10,266,1311,73,1650,44,100,6,10,155,4,3,5,160,2966,359,3481,14807,7403,574,351,23135,694,770,1463,24605,13046,1270,38919
12602,8422,1395,431,10245,5267,1771,128,81,7253,187,135,319,7571,1199,379,9139,4855,1715,108,94,6772,178,92,272,7045,1188,350,8577,4638,1579,103,97,6416,213,112,323,6738,1346,325,8404,3562,1510,140,75,5291,164,92,259,5547,1774,290,7613,2102,1243,119,56,3521,99,86,186,3706,2781,295,6788,862,822,70,29,1778,22,18,34,1819,3776,250,5839,253,337,28,16,631,0,13,12,649,3349,218,4214,84,217,10,24,336,4,3,7,350,9013,721,10083,43037,19408,1863,1159,65463,2040,2227,4269,69730,37461,5103,112299
12701,5335,1579,469,7382,3517,1330,97,133,5068,174,105,273,5346,1457,411,7218,3397,1248,82,117,4842,131,89,225,5068,1369,422,6864,3227,1084,98,112,4521,139,98,239,4763,1651,398,6807,2415,870,88,82,3455,107,82,193,3649,1864,347,5854,1323,585,61,58,2032,84,81,167,2193,2145,281,4620,445,263,16,27,753,6,10,23,773,2485,275,3530,113,105,11,8,228,3,4,11,239,1992,211,2440,31,45,5,11,96,3,0,8,101,3229,362,3697,29224,12297,1208,1286,44017,1731,1452,3190,47204,26648,4942,78799
12702,7230,3382,535,11145,4754,2047,136,215,7153,347,317,664,7821,3630,557,12005,4868,2163,113,216,7360,426,330,750,8116,3955,641,12712,4943,2021,130,238,7338,385,299,684,8015,4227,555,12797,4230,1780,142,180,6333,371,311,678,7011,5222,591,12825,2495,1233,122,104,3945,231,222,450,4398,5876,475,10742,810,526,55,44,1441,23,38,63,1501,6664,413,8581,164,170,13,10,367,4,5,9,373,5159,293,5827,41,63,14,19,139,0,6,11,146,10385,736,11264,42992,21389,1589,2193,68157,4124,3759,7879,76037,67470,7180,150687
12703,6323,1955,692,8965,4227,1493,121,128,5966,221,128,348,6317,1668,578,8561,3978,1152,99,126,5354,185,110,297,5649,1586,532,7770,3579,1032,130,101,4842,166,92,251,5091,1715,522,7332,2683,876,104,74,3741,148,86,237,3978,1976,462,6415,1451,604,91,49,2185,77,68,145,2333,2417,398,5142,510,349,26,21,910,5,19,25,939,3049,365,4348,110,135,12,7,262,0,5,6,267,2658,267,3193,35,62,3,8,104,0,0,0,103,4813,564,5484,32204,13216,1422,1206,48046,2185,1696,3883,51933,32184,6969,91086
12801,5917,709,370,7000,4455,1860,135,83,6529,103,74,180,6707,760,349,7822,4443,1746,129,98,6420,97,84,177,6599,767,330,7695,4070,1638,161,105,5978,141,67,206,6182,942,304,7426,3602,1599,182,78,5454,99,55,157,5611,1259,347,7219,1926,1414,144,61,3542,74,65,137,3680,2350,286,6314,760,891,74,26,1747,10,20,31,1773,3594,264,5640,213,432,30,16,695,3,10,13,710,3671,226,4607,73,219,23,20,333,3,10,15,345,9079,613,10041,35510,17505,1802,952,55769,1052,1003,2055,57820,27812,4397,90027
12802,6304,692,189,7190,4677,2049,122,70,6913,91,71,161,7073,726,267,8064,4648,1771,114,70,6608,110,69,182,6790,640,232,7657,4386,1674,125,81,6257,97,62,156,6415,786,211,7417,3830,1587,193,47,5659,84,66,145,5806,1265,211,7277,2096,1369,180,34,3678,58,74,128,3807,2377,206,6390,708,799,78,15,1592,13,24,36,1630,3712,180,5523,146,324,15,4,494,3,9,12,502,3522,140,4164,56,96,8,17,177,6,10,11,183,6439,324,6951,35973,18198,1802,693,56671,1009,1051,2063,58731,24916,2657,86302
19797,9,0,0,9,3,4,11,0,16,0,0,0,16,3,0,21,3,3,9,0,10,0,0,0,10,4,0,16,11,3,11,0,24,0,0,0,24,7,8,35,3,0,3,3,14,0,0,0,14,13,5,35,3,9,0,0,10,0,0,0,15,21,7,42,0,3,4,0,6,0,0,0,6,40,11,63,0,0,0,0,3,0,0,0,3,32,6,46,0,0,0,0,0,0,0,0,3,36,13,55,48,25,43,4,130,3,3,4,130,185,63,374
19999,433,231,300,955,188,87,15,18,302,56,10,67,366,212,362,940,154,80,6,11,250,64,14,85,333,254,295,881,138,93,16,10,253,52,8,64,316,287,312,919,124,77,19,8,228,47,17,66,290,326,232,850,69,61,13,3,151,34,14,51,196,457,212,866,29,32,8,0,70,7,5,9,80,536,165,779,8,10,0,0,18,3,0,4,17,322,77,413,7,3,0,3,8,0,3,3,13,255,95,361,1977,1047,148,158,3331,699,245,941,4272,4062,3220,11545
