SA3_CODE_2016,C16_450_549_1PF_CU15_DS,C16_450_549_1PF_CU15_NDS,C16_450_549_1PFnoCU15_DS,C16_450_549_1PF_NDCO,C16_450_549_T,C16_550_649_1PF_CU15_DS,C16_550_649_1PF_CU15_NDS,C16_550_649_1PFnoCU15_DS,C16_550_649_1PF_NDCO,C16_550_649_T,C16_650_749_1PF_CU15_DS,C16_650_749_1PF_CU15_NDS,C16_650_749_1PFnoCU15_DS,C16_650_749_1PF_NDCO,C16_650_749_T,C16_750_849_1PF_CU15_DS,C16_750_849_1PF_CU15_NDS,C16_750_849_1PFnoCU15_DS,C16_750_849_1PF_NDCO,C16_750_849_T,C16_850_949_1PF_CU15_DS,C16_850_949_1PF_CU15_NDS,C16_850_949_1PFnoCU15_DS,C16_850_949_1PF_NDCO,C16_850_949_T,C16_950_and_over_1PF_CU15_DS,C16_950_and_over_1PF_CU15_NDS,C16_950_and_over_1PFnoCU15_DS,C16_950_and_over_1PF_NDCO,C16_950_and_over_T,C16_Rns_1PF_CU15_DS,C16_Rns_1PF_CU15_NDS,C16_Rns_1PFnoCU15_DS,C16_Rns_1PF_NDCO,C16_Rns_T,C16_Tot_1PF_CU15_DS,C16_Tot_1PF_CU15_NDS,C16_Tot_1PFnoCU15_DS,C16_Tot_1_pa_f_NDCO,C16_Tot_T
10501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,19,0,7,34,58,485,31,166,739
10502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,15,44,300,29,92,465
10503,3,9,0,3,12,0,0,0,3,3,0,0,0,3,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,41,5,13,62,171,1126,159,359,1815
10601,8,24,6,4,46,3,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,34,3,17,60,164,1369,176,425,2132
10602,14,34,8,8,61,3,6,0,0,12,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,0,26,50,187,1128,199,394,1900
10603,12,48,8,11,86,7,14,0,0,21,3,0,0,0,3,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3,22,3,9,35,153,963,159,372,1651
10604,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,26,52,497,51,125,733
10701,17,76,16,26,133,5,11,3,3,25,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,35,11,17,56,180,966,218,482,1847
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,36,161,29,36,260,7,31,10,9,60,0,6,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,5,12,44,203,1104,241,474,2030
10704,52,152,61,84,350,14,45,13,20,94,6,11,11,0,26,0,4,0,7,19,0,0,4,3,7,0,0,0,3,5,4,29,5,35,68,216,1134,380,723,2454
10801,0,10,4,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,14,0,3,21,84,429,67,187,773
10802,0,7,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,5,16,3,8,37,142,819,107,285,1348
10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
10804,12,66,11,22,117,6,9,4,3,23,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,3,15,33,174,989,230,368,1758
10805,4,10,4,3,17,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,19,5,12,40,147,792,129,307,1378
10901,4,8,0,3,16,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,29,3,7,44,135,844,146,285,1410
10902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,16,142,14,42,214
10903,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,13,70,416,73,130,699
11001,3,9,0,5,16,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,14,74,461,79,157,767
11002,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,7,17,92,561,67,139,855
11003,0,11,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,8,36,59,457,43,158,717
11004,7,23,3,8,39,0,6,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,26,5,15,48,184,1321,168,419,2094
11101,18,106,38,42,203,11,28,9,14,57,0,3,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34,6,21,66,224,1374,322,707,2625
11102,23,87,22,34,169,3,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,16,3,11,36,166,891,172,397,1625
11103,45,191,52,70,361,12,28,17,11,63,0,11,3,7,18,0,3,3,0,8,0,0,0,0,4,0,0,0,3,3,6,49,8,31,95,321,1891,483,876,3579
11201,31,152,40,40,264,12,74,25,23,128,3,22,0,4,32,0,7,7,0,20,0,4,0,0,7,4,7,5,0,14,0,22,0,11,31,153,982,296,378,1798
11202,0,22,7,8,32,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,3,16,45,180,1047,209,351,1786
11203,33,125,42,60,261,4,31,7,9,57,6,10,0,7,24,0,3,0,3,10,0,0,0,0,3,0,0,0,0,0,0,25,4,26,61,205,1077,284,580,2144
11301,4,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0,11,30,91,593,66,203,944
11302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,26,152,24,60,258
11303,4,12,3,4,28,0,4,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,28,5,21,53,190,1179,186,429,1985
11401,6,23,5,4,35,0,4,3,3,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,5,22,69,202,1255,236,495,2189
11402,15,41,15,11,92,6,15,8,12,31,0,0,0,3,6,0,3,0,0,4,0,0,0,0,0,0,3,0,0,3,3,6,3,9,23,78,335,99,159,672
11501,33,132,75,80,325,52,138,72,86,346,20,55,29,32,131,15,19,15,20,64,6,11,9,4,26,0,8,4,5,15,3,14,4,5,28,149,449,240,293,1125
11502,7,13,12,12,42,9,16,3,7,36,0,3,3,5,13,0,4,3,0,8,0,3,0,0,3,0,8,0,0,8,0,0,0,3,3,24,72,31,52,175
11503,4,13,0,7,32,0,7,0,4,15,0,4,0,3,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,21,94,29,36,179
11504,4,20,5,17,44,21,34,14,10,81,8,20,5,16,53,0,7,0,3,16,0,0,0,0,8,0,0,0,0,8,0,6,3,0,13,41,149,35,60,286
11601,53,210,69,105,444,14,63,16,9,109,5,6,0,9,22,0,7,0,0,5,0,3,0,0,3,0,0,0,0,0,15,58,13,42,121,324,1444,396,930,3093
11602,58,156,58,76,336,36,107,42,70,260,12,52,25,23,111,0,4,0,4,12,0,3,0,0,3,0,4,0,0,4,3,12,5,7,21,156,607,190,336,1296
11603,38,155,45,58,306,8,26,7,14,52,0,8,0,3,14,0,0,0,0,5,0,0,0,3,3,0,4,0,0,4,17,71,9,46,148,450,2181,421,987,4046
11701,11,57,23,47,143,3,38,15,27,84,6,36,14,27,85,3,14,7,8,28,0,7,7,8,19,3,5,4,0,13,0,19,10,11,41,69,361,148,291,874
11702,14,65,15,33,131,4,42,10,27,90,6,26,5,8,49,0,11,9,8,26,0,9,0,11,20,0,3,3,0,13,5,4,5,14,29,55,345,113,225,732
11703,3,99,26,49,185,9,102,39,73,215,12,123,32,75,242,8,54,32,58,139,6,21,20,18,68,11,54,38,33,143,3,23,15,37,81,113,951,406,840,2315
11801,9,90,30,54,185,14,126,39,40,221,17,77,26,47,165,0,58,25,28,110,11,51,22,25,101,32,162,70,52,314,3,14,15,17,50,89,671,257,320,1340
11802,18,149,66,120,351,30,162,62,93,346,12,110,37,44,202,10,41,20,24,92,0,19,4,5,40,8,51,22,12,98,3,33,14,40,81,128,920,374,644,2067
11901,106,362,109,198,771,41,173,51,70,339,30,65,28,35,159,0,10,0,8,23,0,11,0,0,11,4,3,0,3,9,17,56,20,45,142,414,1575,549,1137,3679
11902,56,171,52,105,387,33,100,40,76,250,13,43,20,16,88,6,13,3,5,22,0,6,3,4,14,4,4,0,5,8,6,37,13,37,98,251,1061,413,748,2474
11903,36,230,92,159,520,36,129,52,83,304,12,46,21,30,117,7,14,9,14,42,0,7,0,6,13,0,3,3,5,15,4,33,20,30,85,171,887,377,713,2153
11904,43,221,98,223,590,34,157,71,108,364,16,54,18,43,133,7,20,4,8,44,0,9,0,9,17,3,6,3,12,22,6,24,9,24,68,178,925,383,750,2238
12001,15,120,37,60,239,10,93,36,68,213,18,103,40,50,206,4,31,17,15,66,3,12,4,8,27,3,11,10,12,39,0,15,5,14,28,66,498,196,325,1087
12002,7,40,11,18,76,4,58,12,19,89,8,47,16,15,93,3,25,10,12,56,3,13,10,13,34,3,26,13,8,60,0,10,6,7,22,40,327,113,204,685
12003,40,250,154,167,615,21,118,72,93,310,11,54,35,44,148,0,32,19,20,74,3,16,6,8,32,5,11,9,6,35,0,25,16,27,74,144,922,524,671,2259
12101,15,136,61,66,270,20,114,57,67,266,11,83,33,33,156,20,59,32,36,150,7,38,15,7,68,14,54,41,30,142,0,10,14,11,36,95,588,314,360,1361
12102,29,112,56,100,297,20,74,42,45,175,15,43,26,20,94,10,10,10,0,26,0,6,7,4,14,3,0,3,0,7,4,4,8,13,30,97,380,207,297,983
12103,15,63,35,33,143,10,83,54,55,194,23,63,52,27,164,11,19,32,14,74,11,17,17,10,51,35,36,39,23,122,3,5,12,9,25,114,315,255,193,880
12104,7,96,40,40,182,3,101,40,45,191,4,78,41,43,168,15,66,28,24,128,8,37,21,21,79,26,66,75,33,198,0,10,10,10,26,66,529,270,271,1135
12201,0,42,14,22,82,3,34,7,13,59,9,26,5,6,44,6,18,7,12,39,0,11,12,4,23,27,37,9,11,78,0,3,3,4,11,52,202,66,105,420
12202,8,46,20,27,99,8,41,31,20,100,7,39,10,25,78,10,29,11,16,72,9,15,5,6,39,3,27,21,10,58,0,7,5,5,17,56,238,115,132,540
12203,23,208,55,119,398,29,132,52,80,296,21,88,28,40,177,15,54,28,37,129,11,39,17,24,85,22,43,18,24,103,0,22,8,19,42,123,721,273,466,1593
12301,56,187,51,107,400,13,48,18,18,86,4,6,0,6,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,12,3,8,25,127,476,141,246,982
12302,48,244,41,106,440,20,45,8,26,108,3,6,0,7,19,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,14,83,13,53,167,500,2546,468,1356,4873
12303,16,42,6,17,80,0,15,0,10,20,0,3,5,3,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,10,0,0,17,60,254,57,130,504
12401,25,86,30,17,161,10,15,3,3,27,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,9,32,121,602,159,230,1112
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,93,254,69,100,513,12,72,22,28,133,4,11,0,9,26,0,6,0,3,12,0,0,0,0,0,0,3,0,0,3,9,41,13,30,88,315,1854,382,814,3361
12404,17,80,18,34,142,0,12,3,4,25,3,3,3,3,7,0,0,0,0,3,3,3,0,0,4,0,0,0,0,0,3,15,0,12,25,90,495,112,260,959
12405,21,95,14,45,172,3,17,5,11,33,3,8,0,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,28,3,8,46,150,806,136,421,1513
12501,44,170,59,101,373,23,63,27,51,168,9,17,5,20,50,4,13,7,8,34,0,4,0,0,4,0,0,0,3,7,4,20,20,19,62,162,559,213,422,1359
12502,20,94,43,58,226,13,67,19,33,132,8,29,11,10,53,6,11,3,7,26,3,4,0,0,13,0,0,0,0,0,3,14,6,17,39,126,461,195,329,1118
12503,107,331,85,156,674,39,91,29,56,218,8,37,12,18,79,7,12,3,3,19,0,3,0,0,7,0,8,0,0,8,10,47,16,47,117,357,1463,435,1029,3285
12504,61,249,109,184,604,23,72,43,60,189,3,21,7,14,48,0,11,0,4,16,0,0,0,5,5,0,0,0,0,0,8,17,21,36,77,193,993,413,828,2426
12601,6,42,41,31,129,7,48,28,21,105,10,21,19,8,60,3,9,8,3,25,0,5,0,0,7,0,5,0,0,5,0,3,0,3,16,35,175,117,109,433
12602,23,154,69,114,369,38,138,49,84,307,13,70,37,40,150,3,26,20,19,67,12,12,3,8,27,6,21,13,0,39,7,24,11,28,69,135,716,343,552,1751
12701,73,233,66,135,511,38,105,36,57,237,6,10,10,14,40,0,5,0,0,10,0,3,0,0,3,0,3,0,0,4,9,37,9,21,70,277,958,237,610,2075
12702,114,336,124,293,878,38,95,28,48,206,8,21,7,15,54,0,4,4,6,11,0,3,0,0,9,0,0,0,0,7,23,62,31,66,183,535,2019,783,1707,5040
12703,64,257,102,146,561,21,58,12,41,142,3,24,6,10,42,0,4,0,0,9,0,0,0,0,3,3,3,0,3,5,4,35,6,27,74,249,1191,398,790,2623
12801,21,190,64,111,392,27,96,46,63,230,21,67,26,22,133,10,11,11,11,44,0,8,0,4,16,0,12,10,6,27,0,20,8,19,46,111,737,249,451,1547
12802,27,115,28,66,244,23,78,32,42,175,12,35,20,20,83,3,10,7,9,28,3,3,3,3,12,0,3,3,0,5,0,16,6,17,38,113,529,189,341,1169
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
