SA3_CODE_2016,C06_CFNC_BF_N,C06_CFNC_BF_1_149,C06_CFNC_BF_150_299,C06_CFNC_BF_300_399,C06_CFNC_BF_400_499,C06_CFNC_BF_500_649,C06_CFNC_BF_650_799,C06_CFNC_BF_800_999,C06_CFNC_BF_1000_1499,C06_CFNC_BF_1500_1999,C06_CFNC_BF_2000_2499,C06_CFNC_BF_2500_2999,C06_CFNC_BF_3000_3999,C06_CFNC_BF_4000m,C06_CFNC_BF_Ns,C06_CFNC_BF_T,C06_CFNC_BPT_N,C06_CFNC_BPT_1_149,C06_CFNC_BPT_150_299,C06_CFNC_BPT_300_399,C06_CFNC_BPT_400_499,C06_CFNC_BPT_500_649,C06_CFNC_BPT_650_799,C06_CFNC_BPT_800_999,C06_CFNC_BPT_1000_1499,C06_CFNC_BPT_1500_1999,C06_CFNC_BPT_2000_2499,C06_CFNC_BPT_2500_2999,C06_CFNC_BPT_3000_3999,C06_CFNC_BPT_4000m,C06_CFNC_BPT_Ns,C06_CFNC_BPT_T,C06_CFNC_1F1P_N,C06_CFNC_1F1P_1_149,C06_CFNC_1F1P_150_299,C06_CFNC_1F1P_300_399,C06_CFNC_1F1P_400_499,C06_CFNC_1F1P_500_649,C06_CFNC_1F1P_650_799,C06_CFNC_1F1P_800_999,C06_CFNC_1F1P_1000_1499,C06_CFNC_1F1P_1500_1999,C06_CFNC_1F1P_2000_2499,C06_CFNC_1F1P_2500_2999,C06_CFNC_1F1P_3000_3999,C06_CFNC_1F1P_4000m,C06_CFNC_1F1P_Ns,C06_CFNC_1F1P_T,C06_CFNC_1E1A_N,C06_CFNC_1E1A_1_149,C06_CFNC_1E1A_150_299,C06_CFNC_1E1A_300_399,C06_CFNC_1E1A_400_499,C06_CFNC_1E1A_500_649,C06_CFNC_1E1A_650_799,C06_CFNC_1E1A_800_999,C06_CFNC_1E1A_1000_1499,C06_CFNC_1E1A_1500_1999,C06_CFNC_1E1A_2000_2499,C06_CFNC_1E1A_2500_2999,C06_CFNC_1E1A_3000_3999,C06_CFNC_1E1A_4000m,C06_CFNC_1E1A_Ns,C06_CFNC_1E1A_T,C06_CFNC_1F1NW_N,C06_CFNC_1F1NW_1_149,C06_CFNC_1F1NW_150_299,C06_CFNC_1F1NW_300_399,C06_CFNC_1F1NW_400_499,C06_CFNC_1F1NW_500_649,C06_CFNC_1F1NW_650_799,C06_CFNC_1F1NW_800_999,C06_CFNC_1F1NW_1000_1499,C06_CFNC_1F1NW_1500_1999,C06_CFNC_1F1NW_2000_2499,C06_CFNC_1F1NW_2500_2999,C06_CFNC_1F1NW_3000_3999,C06_CFNC_1F1NW_4000m,C06_CFNC_1F1NW_Ns,C06_CFNC_1F1NW_T,C06_CFNC_1P1NW_N,C06_CFNC_1P1NW_1_149,C06_CFNC_1P1NW_150_299,C06_CFNC_1P1NW_300_399,C06_CFNC_1P1NW_400_499,C06_CFNC_1P1NW_500_649,C06_CFNC_1P1NW_650_799,C06_CFNC_1P1NW_800_999,C06_CFNC_1P1NW_1000_1499,C06_CFNC_1P1NW_1500_1999,C06_CFNC_1P1NW_2000_2499,C06_CFNC_1P1NW_2500_2999,C06_CFNC_1P1NW_3000_3999,C06_CFNC_1P1NW_4000m,C06_CFNC_1P1NW_Ns,C06_CFNC_1P1NW_T,C06_CFNC_1A1NW_N,C06_CFNC_1A1NW_1_149,C06_CFNC_1A1NW_150_299,C06_CFNC_1A1NW_300_399,C06_CFNC_1A1NW_400_499,C06_CFNC_1A1NW_500_649,C06_CFNC_1A1NW_650_799,C06_CFNC_1A1NW_800_999,C06_CFNC_1A1NW_1000_1499,C06_CFNC_1A1NW_1500_1999,C06_CFNC_1A1NW_2000_2499,C06_CFNC_1A1NW_2500_2999,C06_CFNC_1A1NW_3000_3999,C06_CFNC_1A1NW_4000_m,C06_CFNC_1A1NW_Ns,C06_CFNC_1A1NW_T,C06_CFNC_BA_N,C06_CFNC_BA_1_149,C06_CFNC_BA_150_299,C06_CFNC_BA_300_399,C06_CFNC_BA_400_499,C06_CFNC_BA_500_649,C06_CFNC_BA_650_799,C06_CFNC_BA_800_999,C06_CFNC_BA_1000_1499,C06_CFNC_BA_1500_1999,C06_CFNC_BA_2000_2499,C06_CFNC_BA_2500_2999,C06_CFNC_BA_3000_3999,C06_CFNC_BA_4000_m,C06_CFNC_BA_Ns,C06_CFNC_BA_T,C06_CFNC_BNW_N,C06_CFNC_BNW_1_149,C06_CFNC_BNW_150_299,C06_CFNC_BNW_300_399,C06_CFNC_BNW_400_499,C06_CFNC_BNW_500_649,C06_CFNC_BNW_650_799,C06_CFNC_BNW_800_999,C06_CFNC_BNW_1000_1499,C06_CFNC_BNW_1500_1999,C06_CFNC_BNW_2000_2499,C06_CFNC_BNW_2500_2999,C06_CFNC_BNW_3000_3999,C06_CFNC_BNW_4000m,C06_CFNC_BNW_Ns,C06_CFNC_BNW_T,C06_CFNC_LFns_N,C06_CFNC_LFns_1_149,C06_CFNC_LFns_150_299,C06_CFNC_LFns_300_399,C06_CFNC_LFns_400_499,C06_CFNC_LFns_500_649,C06_CFNC_LFns_650_799,C06_CFNC_LFns_800_999,C06_CFNC_LFns_1000_1499,C06_CFNC_LFns_1500_1999,C06_CFNC_LFns_2000_2499,C06_CFNC_LFns_2500_2999,C06_CFNC_LFns_3000_3999,C06_CFNC_LFns_4000m,C06_CFNC_LFns_Ns,C06_CFNC_LFns_T,C06_CFNC_T_N,C06_CFNC_T_1_149,C06_CFNC_T_150_299,C06_CFNC_T_300_399,C06_CFNC_T_400_499,C06_CFNC_T_500_649,C06_CFNC_T_650_799,C06_CFNC_T_800_999,C06_CFNC_T_1000_1499,C06_CFNC_T_1500_1999,C06_CFNC_T_2000_2499,C06_CFNC_T_2500_2999,C06_CFNC_T_3000_3999,C06_CFNC_T_4000_m,C06_CFNC_T_Ns,C06_CFNC_T_T,C06_CF_BFT_N,C06_CF_BFT_1_149,C06_CF_BFT_150_299,C06_CF_BFT_300_399,C06_CF_BFT_400_499,C06_CF_BFT_500_649,C06_CF_BFT_650_799,C06_CF_BFT_800_999,C06_CF_BFT_1000_1499,C06_CF_BFT_1500_1999,C06_CF_BFT_2000_2499,C06_CF_BFT_2500_2999,C06_CF_BFT_3000_3999,C06_CF_BFT_4000m,C06_CF_BFT_Ns,C06_CF_BFT_T,C06_CF_BPT_N,C06_CF_BPT_1_149,C06_CF_BPT_150_299,C06_CF_BPT_300_399,C06_CF_BPT_400_499,C06_CF_BPT_500_649,C06_CF_BPT_650_799,C06_CF_BPT_800_999
11101,3,4,0,0,4,20,3,35,506,478,476,204,135,34,28,1936,3,3,0,0,13,51,19,27,110,38,19,5,9,8,8,311,10,0,0,3,3,38,39,99,511,287,163,79,64,15,21,1328,0,0,0,0,3,3,7,20,56,43,40,26,13,0,7,230,3,0,3,8,4,78,139,151,325,135,31,87,20,4,39,1027,0,10,21,17,55,174,97,70,137,32,8,19,5,3,9,655,0,0,0,4,7,20,11,25,33,20,10,12,0,0,10,142,0,0,0,0,5,10,0,0,24,12,12,9,9,3,6,85,61,165,69,55,2309,1431,282,286,700,80,49,17,16,18,215,5748,0,3,4,0,54,28,8,3,22,4,3,0,0,0,606,738,83,192,105,86,2458,1853,590,706,2423,1137,811,453,263,96,955,12213,4,6,0,0,8,16,13,25,304,507,518,376,303,120,282,2485,5,0,0,3,3,27,24,40
11102,5,3,0,0,10,12,3,14,324,299,211,87,59,8,13,1052,3,3,0,3,5,29,3,25,66,17,18,10,3,3,4,191,0,0,0,0,4,29,27,68,324,167,85,39,27,5,5,786,0,0,0,0,6,3,7,6,49,31,18,4,9,0,12,154,3,0,0,12,4,38,94,108,225,66,21,49,11,3,33,665,0,5,6,19,37,109,35,41,74,22,7,6,3,4,14,375,0,0,0,0,9,14,12,6,12,7,0,3,0,0,9,81,0,0,0,0,0,0,0,3,7,13,4,8,3,0,8,44,23,103,41,37,1293,864,168,201,479,54,29,20,9,8,98,3419,3,3,0,0,40,26,7,3,11,4,0,0,0,0,406,495,43,117,48,76,1406,1120,350,480,1571,686,388,236,130,31,594,7281,0,6,0,3,3,17,7,22,270,293,292,155,112,34,164,1388,0,0,0,0,4,18,17,33
11103,4,7,0,0,12,29,7,39,717,753,687,354,237,72,27,2929,0,9,5,4,23,81,27,48,143,52,27,13,21,4,18,474,0,3,3,5,6,46,42,150,688,386,209,111,105,21,43,1806,0,0,0,0,6,10,7,23,113,63,46,32,15,7,13,347,4,3,3,10,8,100,178,196,447,167,51,91,25,5,60,1351,0,10,13,46,76,190,90,64,142,39,16,15,17,4,24,763,0,3,7,4,10,22,20,11,34,24,0,9,0,0,6,146,0,0,0,0,3,3,0,5,33,20,18,16,9,0,6,114,70,194,73,51,2297,1375,283,254,648,103,48,17,22,23,181,5646,8,8,4,3,63,43,12,4,25,6,0,0,3,0,815,993,84,231,103,124,2500,1889,671,811,2993,1605,1103,658,452,151,1187,14572,9,0,0,0,6,13,5,31,351,489,534,345,273,132,316,2515,0,0,3,7,6,27,20,43
11201,6,4,7,3,22,51,15,26,437,238,170,101,73,9,28,1184,3,4,0,6,26,73,22,67,156,54,22,11,9,11,11,473,0,0,3,7,7,58,41,86,419,164,68,41,41,18,21,970,0,3,3,4,0,4,7,9,55,26,11,13,9,0,7,154,3,7,0,10,5,71,82,76,167,52,29,27,12,6,23,581,0,8,16,19,44,132,60,53,96,36,10,6,7,4,15,508,0,0,0,4,3,16,3,9,23,11,3,0,3,0,4,88,0,0,0,0,0,4,0,4,18,10,10,3,9,3,0,66,56,74,42,28,1098,808,192,195,498,70,41,23,24,12,118,3282,0,5,0,0,37,24,3,12,29,0,0,0,0,0,455,565,77,110,72,89,1240,1257,440,530,1896,670,372,229,172,63,683,7883,6,4,5,3,8,35,18,32,274,254,173,121,79,36,157,1201,0,0,8,6,10,58,33,55
11202,8,4,4,3,31,75,13,53,553,229,157,58,55,8,24,1274,3,10,3,4,29,67,14,36,83,20,15,6,0,0,8,291,0,3,0,5,7,60,58,106,380,141,59,23,32,5,17,916,5,0,0,3,7,18,11,6,72,29,11,10,3,0,10,182,7,7,9,9,9,104,126,109,156,44,13,15,6,3,25,641,5,13,8,33,55,130,44,50,64,17,11,3,3,3,11,441,0,0,0,4,3,23,9,10,9,4,0,0,0,0,9,83,0,0,0,0,8,8,3,4,23,4,5,3,3,0,4,70,42,96,38,33,1080,601,125,131,286,31,15,9,0,3,96,2590,0,3,0,0,38,12,6,9,17,3,0,0,0,0,402,497,68,137,71,100,1263,1099,410,513,1646,523,286,131,107,26,595,6979,3,3,3,6,12,39,16,45,430,363,206,98,51,15,140,1442,0,6,7,3,9,34,19,49
11203,8,7,0,0,8,31,15,30,419,268,182,67,41,9,29,1124,0,0,3,7,16,64,14,40,127,28,11,8,6,7,9,348,3,3,3,3,7,37,36,72,417,170,55,30,19,6,20,886,3,0,3,5,9,15,9,8,65,27,17,3,7,0,10,180,0,0,0,6,14,78,118,119,186,65,18,25,11,7,40,688,3,4,9,21,60,172,65,47,96,19,8,11,0,3,16,532,0,0,4,3,7,19,14,8,17,5,0,5,0,0,9,86,0,0,0,0,3,3,0,4,17,6,5,3,0,3,5,68,67,139,61,52,1916,1394,272,291,712,98,40,27,20,21,195,5295,3,10,0,5,46,26,10,8,24,3,3,0,0,0,585,724,86,168,81,101,2091,1841,547,643,2091,691,343,180,107,60,914,9933,5,0,3,0,4,28,15,34,286,302,238,128,79,24,154,1298,0,3,3,9,0,35,22,54
11301,23,9,3,0,22,49,18,28,453,248,152,62,42,16,27,1162,0,0,3,0,9,21,6,11,55,10,9,4,3,3,3,141,3,3,0,9,4,35,24,54,253,101,45,21,11,7,14,587,0,0,0,0,0,11,0,8,41,16,14,6,6,0,9,117,9,7,6,6,5,48,66,43,103,31,5,28,6,3,20,383,0,10,11,9,16,59,22,16,37,5,3,4,3,0,14,217,0,0,0,0,5,12,7,13,14,5,4,0,0,0,5,64,7,0,0,0,4,3,0,6,20,11,3,5,0,0,4,72,38,66,15,10,593,315,42,37,153,30,14,0,5,8,64,1406,3,3,0,0,17,14,0,0,13,5,0,0,0,0,272,331,92,98,41,43,688,565,189,213,1143,451,253,133,80,42,436,4470,8,3,3,0,12,39,13,35,310,238,205,108,75,20,236,1307,0,0,0,3,3,8,4,9
11302,6,3,0,0,7,14,7,10,127,68,46,20,12,9,10,343,0,3,0,0,0,16,0,7,8,7,3,0,0,3,7,59,3,0,0,0,3,18,10,30,113,33,14,6,0,3,6,245,0,0,0,0,0,7,3,7,23,10,3,0,0,0,0,48,0,0,0,0,3,14,29,21,49,16,4,7,0,0,13,158,0,0,7,11,10,20,10,10,24,0,0,0,0,0,3,92,0,0,0,0,0,0,0,3,5,3,0,0,0,0,5,20,0,0,0,0,0,3,0,0,3,3,0,0,0,0,3,19,9,28,7,14,276,116,22,20,46,9,3,0,0,0,19,575,0,0,0,0,9,5,3,4,4,0,0,0,0,0,129,156,21,39,15,25,318,210,88,109,397,144,82,40,19,11,188,1708,0,0,0,3,3,11,3,11,87,80,52,25,14,7,50,349,0,0,0,0,0,7,3,4
11303,32,16,3,4,38,83,19,37,712,424,293,145,76,33,34,1947,3,7,0,7,10,49,17,32,84,29,14,10,0,0,7,278,4,9,0,6,16,85,52,133,557,192,96,42,47,12,19,1277,3,0,0,0,6,20,5,17,67,46,23,9,7,0,9,210,6,3,3,11,13,104,148,119,245,58,25,25,14,0,31,810,0,4,17,31,47,136,60,42,89,20,5,4,4,3,14,490,3,0,0,3,3,17,8,17,29,10,3,3,0,0,8,102,0,0,0,0,0,10,3,7,19,15,3,3,0,0,10,82,44,88,44,33,1123,633,147,130,348,40,27,15,7,10,102,2782,0,4,0,3,36,19,0,3,17,0,3,0,4,0,537,635,108,142,82,97,1289,1163,453,542,2162,827,492,265,164,63,778,8617,25,11,0,4,18,51,26,50,472,519,368,246,175,53,310,2335,0,0,4,0,3,22,9,27
11401,7,11,4,3,20,49,9,32,463,283,164,95,62,10,32,1254,0,8,3,6,31,91,28,47,149,25,22,9,13,4,9,449,3,4,4,7,5,49,45,110,424,168,79,32,34,11,24,1004,0,0,0,3,0,13,12,15,71,14,20,14,3,0,9,184,6,0,3,14,17,106,126,109,208,58,19,37,4,0,26,732,0,13,26,40,58,164,93,81,112,27,14,8,7,3,20,659,0,3,0,7,6,18,8,8,31,9,3,3,0,0,10,105,3,0,0,0,3,0,3,3,37,7,6,0,0,0,8,71,102,176,80,66,2476,1445,347,348,826,99,56,24,15,22,206,6298,5,11,0,4,59,29,5,12,29,8,0,0,0,0,622,797,131,222,125,143,2687,1968,676,761,2354,703,384,224,143,57,962,11552,7,0,6,3,4,34,20,31,314,279,233,120,81,20,165,1314,0,6,3,3,10,45,36,50
11402,0,5,0,3,7,20,5,15,232,174,123,84,58,29,13,768,3,6,3,3,9,41,7,28,80,29,16,11,9,3,6,256,0,3,4,0,5,23,23,44,248,117,81,44,48,6,15,662,0,0,0,0,3,7,0,3,35,10,9,6,3,0,5,97,3,0,3,0,6,38,59,57,108,45,18,40,6,3,24,414,0,4,7,18,10,70,41,40,77,15,15,19,10,7,10,345,0,0,0,4,3,9,5,11,20,6,4,5,4,0,6,71,0,0,0,0,0,4,0,0,12,8,7,3,4,3,8,46,42,55,22,29,522,436,104,130,378,92,44,38,29,22,79,2018,3,3,0,0,10,9,0,0,8,3,0,0,0,0,291,330,53,74,43,57,578,651,250,328,1199,505,315,250,173,78,452,5002,0,0,0,3,4,14,8,23,159,164,141,107,88,35,127,874,0,4,0,0,0,15,10,17
11501,12,4,0,0,3,23,9,15,329,452,650,492,514,185,35,2721,3,3,0,7,13,38,6,32,119,49,34,16,19,3,5,357,7,3,0,3,3,19,21,63,348,294,199,172,177,23,22,1348,0,0,0,3,0,3,3,7,61,34,31,36,38,12,10,235,8,0,0,12,4,48,76,83,307,157,63,213,46,9,37,1063,0,12,12,20,14,72,72,73,175,54,18,25,14,11,9,561,3,0,3,0,0,10,9,12,37,10,7,10,0,3,7,119,0,0,0,0,0,3,0,0,9,10,11,13,12,6,0,71,124,86,32,31,632,607,118,213,622,122,59,42,17,19,86,2812,3,0,0,0,19,14,10,3,13,4,0,3,3,4,487,560,157,106,46,79,692,834,319,507,2017,1192,1072,1021,835,273,692,9847,11,7,0,4,8,30,15,29,344,514,875,883,1284,842,607,5453,0,0,3,7,8,17,9,29
11502,3,0,0,0,0,13,3,3,85,89,82,55,82,35,12,469,3,0,0,0,0,4,0,11,40,18,6,7,6,5,5,111,3,0,0,3,0,13,4,16,78,53,36,43,46,14,10,324,0,0,0,0,0,11,4,3,9,13,3,7,7,6,3,60,0,5,3,0,0,9,14,22,68,27,7,39,9,3,8,215,0,3,3,10,13,20,14,20,35,10,0,8,4,3,3,149,0,0,0,0,0,8,0,0,3,0,0,3,3,0,4,30,0,0,0,0,0,0,0,0,7,5,3,3,3,4,0,34,12,24,15,3,154,130,30,44,142,43,24,26,11,11,31,694,0,0,0,0,4,7,0,0,4,4,0,0,0,0,118,136,21,36,28,18,176,206,82,121,461,259,165,195,177,81,200,2220,3,0,0,0,8,7,3,9,79,90,120,116,159,143,119,845,0,0,0,0,0,6,5,13
11503,3,3,0,0,3,9,4,16,152,122,113,65,54,18,17,578,0,0,0,3,9,8,3,6,29,17,5,5,0,0,0,99,0,0,0,0,4,13,15,18,137,69,31,29,13,8,8,337,0,0,0,0,0,3,3,3,19,15,9,0,0,0,3,54,0,5,0,0,4,19,17,25,74,25,12,27,4,0,14,219,0,0,3,9,13,27,14,19,30,6,0,0,5,0,3,124,0,0,0,0,0,4,0,0,13,0,0,5,0,0,4,28,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,13,18,22,16,3,160,110,29,28,83,20,14,9,3,9,18,541,0,3,0,0,7,3,0,0,0,3,0,0,0,0,121,136,22,30,22,20,196,196,91,114,545,288,180,140,79,29,184,2133,0,0,0,0,6,13,6,10,106,119,133,120,105,36,87,743,0,0,0,3,3,10,8,7
11504,0,3,0,0,3,5,0,9,96,122,163,124,89,25,10,649,3,5,0,0,5,10,0,4,26,11,3,0,5,0,5,82,0,0,0,0,0,14,8,15,103,52,30,32,17,5,4,274,0,0,0,0,0,3,0,6,10,13,9,10,3,0,6,60,0,0,3,0,0,15,22,22,63,33,9,19,5,0,15,202,3,0,0,0,5,9,8,14,22,3,3,5,0,0,3,82,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,7,7,3,5,0,0,3,24,23,21,4,10,108,78,21,21,64,8,8,0,0,3,19,396,0,0,0,0,0,3,0,0,3,0,0,0,0,0,96,110,24,28,14,13,122,136,57,89,394,249,235,200,120,35,161,1893,3,6,3,4,0,6,3,9,139,171,224,200,220,88,116,1194,0,0,5,0,0,4,3,10
11601,4,0,0,0,0,22,4,23,671,720,569,243,137,26,44,2476,0,5,3,8,9,33,5,21,70,20,15,4,0,0,4,190,0,0,4,0,0,23,28,74,415,212,92,42,20,3,21,947,0,3,0,0,3,5,10,22,91,53,42,20,5,0,7,259,6,3,4,7,3,127,219,178,342,100,21,48,9,0,54,1114,4,13,13,32,34,91,39,26,64,16,5,3,0,0,18,333,3,3,0,3,0,20,27,11,18,6,3,6,3,0,13,118,0,0,0,0,0,3,0,3,27,15,13,6,0,0,7,77,107,183,65,31,1297,618,133,102,244,17,12,3,0,12,97,2921,7,7,0,3,47,30,14,4,12,3,0,0,0,0,486,618,142,211,83,82,1402,976,465,461,1952,1165,763,379,183,44,744,9055,16,9,0,0,6,22,7,29,684,841,856,553,414,137,349,3930,3,3,0,4,5,29,22,24
11602,5,0,0,0,3,15,6,6,306,410,495,311,154,35,22,1765,0,0,0,0,3,23,3,4,36,6,8,0,3,0,0,98,0,0,0,4,0,5,14,22,187,116,72,33,20,4,13,503,0,0,0,0,0,3,3,3,33,11,25,19,9,0,6,114,4,0,0,3,8,32,66,71,131,46,17,38,5,0,16,428,0,0,8,9,16,36,20,15,21,13,3,0,0,0,0,141,0,0,0,0,0,4,8,7,11,4,0,3,0,0,9,39,3,0,0,0,0,0,0,0,9,10,6,4,5,0,9,51,54,50,15,14,319,163,25,31,84,3,3,3,0,0,28,787,5,0,0,0,7,4,3,0,5,0,0,0,0,0,185,216,74,57,22,27,363,288,140,173,814,624,637,411,195,41,284,4155,11,6,0,0,6,8,11,23,343,515,668,430,322,101,215,2653,0,0,3,0,5,10,4,17
11603,4,3,0,0,3,8,0,8,475,418,244,75,32,9,24,1295,0,3,0,0,3,18,6,9,32,9,7,3,0,0,3,91,0,0,0,0,0,10,21,46,228,102,46,15,0,0,9,482,0,0,0,0,0,7,3,5,59,29,14,4,6,0,9,137,4,0,0,5,11,123,180,136,213,63,10,6,4,4,45,801,0,3,11,12,20,64,26,16,26,9,0,0,0,0,13,210,0,0,0,0,3,13,13,6,15,4,4,0,0,0,11,75,0,0,0,0,0,3,0,4,11,17,4,7,0,0,5,50,82,99,36,18,910,307,51,57,94,9,3,0,0,3,73,1743,3,3,0,0,25,3,4,9,14,3,0,0,0,0,327,390,98,118,51,49,972,556,308,297,1176,652,326,108,40,15,515,5271,14,4,3,3,5,16,16,24,708,826,659,310,199,45,300,3124,0,0,0,4,4,25,15,24
11701,0,0,0,0,5,4,4,9,188,168,163,90,65,29,9,741,4,0,0,0,8,21,9,9,26,11,0,0,0,0,0,92,4,0,0,0,0,7,12,22,119,54,30,11,12,0,6,280,0,0,0,0,0,0,0,5,19,13,3,5,3,3,5,54,0,3,0,3,4,42,55,59,94,24,9,13,0,0,19,334,0,3,7,17,7,51,14,9,17,9,3,0,0,0,3,139,0,0,0,0,0,7,4,0,7,0,0,0,0,0,4,34,0,0,0,0,0,0,0,0,5,4,5,0,7,3,6,34,52,61,33,6,478,158,19,27,86,8,7,0,0,3,27,975,6,3,7,0,25,7,7,3,3,3,0,0,0,0,187,248,61,71,46,30,523,297,116,151,570,301,233,126,90,45,264,2928,6,0,0,0,0,9,4,21,231,224,182,125,139,50,110,1095,0,3,0,0,3,13,3,12
11702,5,0,0,0,7,6,3,3,250,312,432,348,323,157,27,1871,0,0,0,3,5,26,10,20,50,22,17,3,3,3,0,159,3,0,0,0,3,18,12,33,208,135,90,51,55,13,10,628,0,0,0,0,0,6,3,4,36,27,37,15,15,3,3,149,3,3,4,3,3,58,63,56,109,49,16,42,18,5,10,433,0,4,10,20,6,41,14,14,28,8,3,0,3,0,8,162,0,0,4,0,0,7,3,3,7,4,0,0,3,0,3,37,3,0,0,0,0,0,0,3,7,7,10,10,4,0,3,46,32,62,32,8,464,123,24,13,62,16,0,0,0,0,37,875,0,0,0,5,7,4,0,5,12,3,0,0,0,0,277,319,49,76,51,38,499,287,133,155,777,584,597,471,420,176,381,4688,3,0,0,0,4,7,9,13,114,117,152,122,156,92,73,848,0,0,0,0,3,12,7,9
11703,12,5,3,0,9,31,6,39,797,1114,1491,1341,1838,1023,65,7776,7,15,7,3,34,127,15,63,189,45,34,29,40,18,6,637,3,3,0,3,12,30,39,82,582,406,279,229,343,84,22,2133,3,3,5,0,3,5,9,12,72,64,71,87,102,39,25,492,9,3,8,8,3,92,155,150,429,202,84,286,148,59,36,1666,9,12,29,57,24,93,54,43,103,39,15,28,39,11,7,566,5,8,0,0,3,9,8,5,23,11,15,14,4,5,9,118,7,0,0,0,0,3,0,3,35,18,38,25,48,22,12,203,218,104,35,29,657,215,28,63,200,48,32,48,37,24,62,1802,0,3,0,0,19,6,7,0,14,8,3,0,4,3,1306,1382,268,165,97,108,765,621,322,454,2442,1950,2067,2080,2605,1294,1548,16775,3,3,0,3,3,18,6,18,152,167,217,188,280,238,140,1437,0,0,3,0,3,11,10,16
11801,6,0,0,0,5,13,3,14,326,478,689,591,1067,809,48,4060,3,7,5,3,12,37,14,40,117,58,55,40,57,58,21,522,3,0,0,3,3,20,23,47,301,233,189,189,303,111,28,1459,3,0,0,3,0,6,7,8,52,43,52,42,84,38,20,352,4,0,0,3,3,38,55,59,201,117,73,249,110,76,42,1041,6,10,13,19,15,78,33,46,131,68,50,63,81,48,22,677,0,0,0,0,0,5,8,6,15,8,3,17,10,9,14,93,0,0,0,0,0,0,0,0,27,17,17,17,33,20,9,146,87,61,26,29,359,303,44,94,406,168,113,132,115,159,104,2204,0,3,0,0,22,12,0,5,24,16,7,9,9,6,962,1073,114,88,41,61,425,511,195,327,1600,1199,1252,1346,1861,1330,1279,11625,3,5,4,0,7,13,3,11,122,174,226,241,402,550,260,2019,0,0,4,3,4,16,12,14
11802,6,3,5,0,3,13,8,20,456,616,806,577,624,338,43,3528,3,4,6,9,12,60,17,31,116,36,29,9,27,13,5,376,0,4,3,3,0,15,28,50,411,251,154,129,130,32,27,1248,0,0,3,0,0,0,0,6,53,38,40,42,35,15,15,255,3,3,4,8,3,67,109,121,263,128,55,116,38,15,39,960,0,20,24,37,19,94,49,53,109,28,20,16,7,8,21,514,4,3,3,3,5,8,6,14,26,4,3,9,4,0,13,92,0,0,0,0,0,7,5,4,22,15,15,16,23,4,8,111,147,130,54,30,835,516,106,103,426,98,55,45,21,23,125,2723,6,7,0,0,36,16,9,8,22,0,3,0,0,3,746,859,172,176,90,89,919,793,333,421,1902,1222,1179,959,917,452,1039,10666,3,5,0,3,3,22,9,23,249,333,428,379,513,391,259,2622,0,0,3,3,8,19,13,26
11901,10,4,0,0,3,14,13,32,593,548,475,244,158,42,35,2180,0,4,0,8,12,35,4,21,98,17,14,3,3,3,4,228,7,0,0,0,5,20,46,88,402,215,109,49,19,9,14,977,3,0,0,6,0,7,6,13,76,50,26,21,19,0,12,239,5,4,3,13,3,140,194,170,321,85,24,56,9,3,59,1105,6,10,21,33,39,143,65,57,85,26,10,3,3,0,22,512,3,3,4,4,0,28,15,18,32,10,3,5,0,0,8,132,0,0,0,0,0,0,0,3,24,14,10,5,4,0,7,80,130,262,96,62,2050,901,193,158,389,39,18,6,4,11,182,4503,13,11,6,5,63,32,9,5,16,5,3,0,0,0,566,737,175,294,137,124,2175,1325,546,562,2033,1009,697,405,226,70,922,10705,12,14,3,3,13,43,29,52,610,748,693,459,394,163,378,3613,4,0,4,4,13,43,32,41
11902,13,0,0,0,9,38,6,26,507,403,297,127,97,20,30,1569,0,7,3,6,16,72,15,33,64,17,11,9,3,0,3,255,7,4,0,0,0,19,38,88,261,117,65,32,15,4,17,666,0,0,0,0,5,10,4,8,67,28,17,9,12,0,10,173,8,0,11,37,8,168,220,161,246,66,20,27,3,0,34,1013,5,17,35,56,37,120,45,42,44,10,7,4,0,0,18,440,0,0,7,13,0,22,26,12,17,3,0,3,0,0,17,113,0,0,0,0,3,3,3,7,18,10,15,3,3,0,17,79,208,223,100,44,1666,596,96,119,254,44,17,12,4,12,148,3534,6,9,4,4,60,31,17,4,16,3,0,0,3,0,486,643,244,260,157,167,1809,1069,467,498,1483,710,446,225,146,37,777,8497,12,3,3,0,7,42,16,54,580,576,459,229,218,104,225,2538,4,4,3,12,9,67,20,48
11903,3,4,0,0,0,24,6,21,469,481,455,277,230,97,35,2108,3,6,0,0,8,44,10,24,87,26,21,3,9,7,0,258,4,0,0,0,0,25,36,61,345,190,109,59,85,15,12,939,0,0,0,0,0,8,10,7,60,41,36,4,15,3,8,197,3,5,0,17,10,137,163,113,256,102,35,70,26,9,42,992,0,24,35,45,17,103,57,37,119,41,12,5,6,3,10,526,0,3,3,3,0,14,6,5,18,4,0,0,5,0,9,77,0,0,0,0,3,0,0,8,16,17,19,9,3,7,4,87,257,211,73,42,1290,738,140,201,516,91,46,23,27,17,130,3801,12,7,0,0,44,34,6,9,17,3,0,3,3,0,516,650,281,262,117,109,1377,1129,430,496,1908,1004,736,461,401,153,775,9640,10,3,3,0,3,45,19,44,465,552,536,452,487,285,320,3230,3,7,6,12,9,39,37,49
