SA3_CODE_2016,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950_over_REA,C11_950_over_ST_HA,C11_950over_Pe_no_sa_ho,C11_950ov_H_co_op_c_ch_gr,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950_over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Pe_no_sa_ho,C11_R_NS_H_co_op_c_ch_gr,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_T_Pe_no_sa_ho,C11_Tot_Ho_co_op_co_ch_gr,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_T_T,C16_0_74_REA,C16_0_74_ST_HA,C16_0_74_Per_no_sa_ho,C16_0_74_Ho_co_op_c_c_g,C16_0_74_Oth_land_typ,C16_0_74_LLT_NS,C16_0_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Pe_no_sa_ho,C16_75_99_H_c_op_c_c_gr,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Pe_no_sa_ho,C16_100_149_H_c_o_c_c_g,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Pe_no_sa_ho,C16_150_199_H_c_o_c_c_g,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Pe_no_sa_ho,C16_200_224_H_c_o_c_c_g,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Pe_no_sa_ho,C16_225_274_H_c_o_c_c_g,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Pe_no_sa_ho,C16_275_349_H_c_o_c_c_g,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Pe_no_sa_ho,C16_350_449_H_c_o_c_c_g,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Pe_no_sa_ho,C16_450_549_H_c_o_c_c_g,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Pe_no_sa_ho,C16_550_649_H_c_o_c_c_g,C16_550_649_Ot_lan_ty,C16_550_649_Lan_ty_ns,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Pe_no_sa_ho,C16_650_749_H_co_op_c_ch_gr,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Pe_no_sa_ho,C16_750_849_H_co_op_c_ch_gr,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Pe_no_sa_ho,C16_850_949_H_co_op_c_ch_gr,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950_over_REA,C16_950_over_ST_HA,C16_950over_Pe_no_sa_ho,C16_950ov_H_co_op_c_ch_gr,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950_over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Pe_no_sa_ho,C16_R_NS_H_co_op_c_ch_gr,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_T_Pe_no_sa_ho,C16_Tot_Ho_co_op_co_ch_gr,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_T_T
11003,0,0,0,3,0,8,0,0,0,11,21,14,37,12,87,10,178,989,562,790,214,692,234,3478,15,27,127,21,238,157,576,9,34,7,14,34,4,98,79,118,116,62,73,4,453,280,151,137,74,58,10,704,119,61,88,9,21,3,303,157,43,111,10,20,0,340,183,10,106,0,29,7,329,188,6,61,0,19,0,269,44,0,9,0,12,0,67,7,0,3,0,5,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,18,47,50,7,98,7,220,1100,484,817,201,592,187,3389
11004,0,0,5,21,0,15,0,3,0,39,77,54,94,19,98,23,368,4337,1066,2045,198,634,309,8598,12,45,223,11,194,197,688,17,52,26,13,11,7,131,125,270,186,41,69,13,707,567,249,258,62,59,17,1227,438,77,270,21,39,12,860,999,125,314,24,49,4,1517,1670,47,406,3,52,19,2196,1037,16,175,3,25,7,1261,196,0,41,0,5,0,244,23,0,15,0,0,0,36,3,0,4,0,0,0,7,3,0,3,0,0,0,10,3,0,0,0,0,0,4,8,0,10,0,0,0,21,93,66,109,11,103,17,399,5208,958,2048,192,612,291,9306
11101,0,0,8,21,0,9,0,0,3,32,84,127,77,19,24,17,356,5203,2397,2196,182,234,158,10361,4,89,160,9,22,98,385,0,62,8,11,3,0,91,25,823,73,37,15,4,975,158,489,129,50,30,9,858,193,189,150,23,9,0,567,374,174,229,22,18,3,818,1471,266,484,10,22,12,2265,2388,65,530,3,25,7,3023,749,3,140,0,5,3,906,257,0,42,0,5,0,302,52,0,10,0,3,0,63,23,0,3,0,0,0,33,0,0,3,0,0,0,4,9,0,9,0,0,0,21,83,125,85,17,25,11,344,5794,2292,2047,182,187,148,10661
11102,0,0,0,10,0,7,0,6,0,24,58,65,57,25,17,17,235,2889,1023,1365,235,330,134,5980,4,28,95,3,20,54,204,0,31,8,20,10,0,64,21,286,50,50,32,3,448,75,201,95,60,46,10,494,88,77,105,37,40,7,354,224,78,158,20,28,3,507,877,119,323,13,40,7,1367,1332,22,330,0,19,8,1708,642,3,72,0,7,3,725,61,0,16,0,10,0,80,7,4,4,0,0,0,19,3,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,3,0,4,0,11,46,40,45,24,12,7,178,3389,896,1299,234,262,99,6178
11103,0,0,60,68,0,40,0,5,0,119,159,220,175,125,51,37,759,10968,3774,4606,471,572,335,20721,23,278,189,44,28,165,726,12,197,19,28,8,3,266,99,1662,173,53,34,18,2034,368,552,313,104,42,9,1393,376,241,278,48,31,6,976,926,231,406,34,87,9,1692,2788,219,927,40,118,21,4111,5023,71,1211,21,95,17,6433,2181,17,399,11,22,5,2629,604,0,117,0,5,0,728,202,8,66,0,5,3,277,95,0,35,3,3,0,136,34,0,19,0,3,0,55,53,0,30,0,6,0,94,169,212,154,57,32,15,643,12938,3693,4331,439,511,273,22184
11201,0,0,24,50,0,39,0,7,4,100,62,53,99,19,31,13,288,4496,805,2857,234,518,271,9177,8,17,177,8,30,161,401,0,21,11,17,7,0,50,24,271,100,52,48,6,505,105,168,160,57,58,3,548,107,73,197,15,40,3,435,305,59,303,8,68,8,760,898,53,467,16,34,11,1477,1336,28,629,14,41,11,2057,875,6,340,4,18,5,1243,444,3,175,0,19,0,642,186,0,92,0,14,0,289,73,5,31,0,5,0,121,38,0,17,0,4,0,64,61,0,36,0,8,0,108,76,41,118,23,24,11,294,4544,756,2843,212,407,232,8996
11202,0,0,3,9,0,10,0,5,0,31,46,45,96,29,40,15,279,3276,820,2310,283,406,244,7344,11,34,174,25,35,167,438,11,34,23,17,9,0,82,84,270,156,44,46,8,606,390,165,287,107,71,11,1029,321,79,258,42,31,5,734,850,62,431,23,39,11,1416,1224,35,559,11,39,9,1874,536,14,219,3,14,5,786,80,0,42,0,3,0,127,9,0,9,0,0,0,26,4,0,4,0,0,0,11,3,0,0,0,0,0,8,0,0,3,0,0,0,5,7,0,3,0,0,0,9,43,43,90,23,30,9,245,3566,726,2257,290,318,233,7394
11203,0,0,10,32,0,13,0,7,0,55,79,64,108,27,50,16,341,5063,928,2808,180,581,256,9821,3,22,145,8,19,152,352,0,26,10,9,8,3,59,16,389,84,13,40,11,547,99,184,163,50,98,10,605,103,80,210,13,53,4,458,396,52,282,19,68,10,833,1299,61,600,18,63,15,2052,1879,30,652,22,86,14,2680,869,3,244,0,25,3,1154,264,0,60,0,5,0,337,100,0,29,0,5,0,145,38,0,16,0,4,0,57,16,0,0,0,4,0,26,15,0,9,0,6,0,32,77,60,123,12,43,22,336,5181,908,2647,161,532,244,9674
11301,0,0,0,10,0,8,0,3,0,20,29,32,77,4,80,16,241,2184,545,1356,125,555,259,5010,7,24,173,21,186,132,547,19,23,22,3,29,3,91,151,154,200,27,68,9,603,603,164,325,30,97,17,1239,318,38,212,4,41,9,615,591,43,217,4,39,12,907,477,7,126,0,24,3,643,236,0,43,0,9,0,292,14,3,6,0,3,0,28,7,0,3,0,3,0,12,3,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,4,0,10,0,3,0,14,41,28,64,10,69,11,222,2466,496,1395,98,580,195,5226
11302,0,0,0,6,0,3,0,0,0,11,10,10,20,0,12,5,66,603,215,425,23,181,84,1524,5,12,53,9,44,42,162,4,4,14,7,10,0,38,42,47,70,3,18,6,183,153,50,109,5,22,0,345,90,28,53,0,14,0,179,133,9,43,0,3,0,187,123,3,29,0,7,0,161,29,4,9,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,0,0,4,11,8,22,4,15,3,61,594,162,409,34,125,57,1382
11303,0,0,8,19,0,14,0,0,0,40,78,92,106,10,80,13,377,4583,1520,2204,183,802,299,9596,26,94,240,30,120,189,696,15,85,44,36,13,3,194,161,508,218,43,31,18,992,788,304,343,37,52,19,1542,476,113,268,7,34,11,909,1070,112,349,11,208,5,1746,1746,42,412,4,85,7,2294,973,9,177,3,19,0,1186,197,3,40,0,4,0,245,20,0,11,0,11,0,40,4,0,9,0,3,0,16,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,6,0,3,0,19,77,66,86,16,66,11,323,5564,1330,2215,187,646,270,10212
11401,3,0,5,29,0,17,0,4,0,50,69,58,82,16,45,14,288,4593,1291,2073,292,654,217,9114,14,44,162,7,42,161,436,3,54,20,26,11,0,110,36,347,103,30,54,8,582,277,325,218,94,69,14,990,277,113,221,40,43,12,709,787,173,388,33,212,13,1608,1939,114,538,34,91,26,2744,1421,23,292,7,43,12,1801,202,3,48,0,21,3,279,36,0,14,0,8,0,53,20,0,13,0,0,0,35,6,0,6,0,0,0,14,3,0,0,0,0,0,6,8,0,17,0,8,0,32,79,71,99,18,42,10,330,5119,1279,2134,292,641,256,9723
11402,0,0,12,14,0,9,0,3,0,20,30,18,37,10,31,12,141,1949,389,803,156,188,134,3620,3,8,81,0,43,89,230,3,3,4,3,4,0,15,17,19,28,6,16,0,90,30,125,56,37,10,3,258,65,42,63,17,11,0,206,147,32,81,11,11,0,278,338,78,150,16,6,3,593,704,25,150,10,14,3,901,392,0,80,0,3,0,478,164,0,33,0,0,0,205,53,0,12,0,0,0,68,32,0,3,0,0,0,44,10,0,5,0,0,0,12,30,0,8,0,0,0,40,38,31,46,4,21,7,146,2025,370,796,114,142,110,3558
11501,0,0,81,103,0,13,0,3,0,122,88,13,71,45,24,12,255,4268,152,1074,198,207,100,6001,5,0,113,7,9,66,209,0,7,0,5,0,0,17,7,30,13,71,4,0,123,4,21,23,36,4,0,90,7,13,24,31,3,0,76,30,5,32,12,42,0,125,63,11,75,14,34,0,190,333,11,150,10,16,0,521,1474,9,232,4,13,3,1735,1843,4,170,3,13,5,2041,1043,0,103,3,3,3,1152,460,0,61,8,5,3,529,261,0,29,0,0,0,289,208,0,30,0,0,0,241,79,7,63,62,13,13,239,5814,126,1115,274,161,97,7583
11502,0,0,15,18,0,10,0,0,0,28,17,0,26,8,16,3,69,522,3,480,36,110,82,1235,0,0,59,0,17,59,131,0,0,0,3,0,0,5,0,0,12,7,3,0,16,4,0,19,0,3,0,31,4,3,21,5,5,0,35,10,0,21,5,10,0,45,39,0,40,0,3,0,89,82,0,53,3,7,0,145,97,0,46,0,6,3,146,103,0,39,0,3,0,144,82,0,14,0,0,0,101,41,0,8,0,0,0,53,26,0,7,0,0,0,32,44,0,7,0,3,0,55,16,0,29,9,12,3,64,538,7,370,31,73,70,1095
11503,0,0,4,5,0,0,0,0,0,5,8,0,23,3,13,0,53,432,0,344,17,117,50,958,3,0,49,6,14,44,127,3,0,0,0,0,0,6,0,0,19,0,3,0,25,3,0,23,0,11,0,39,5,0,24,0,22,0,55,21,0,27,0,6,0,51,54,0,45,0,3,0,97,186,0,47,0,3,0,235,108,0,34,0,3,0,151,45,0,6,0,0,0,55,32,0,4,0,0,0,33,8,0,3,0,0,0,14,4,0,0,0,0,0,4,8,0,3,0,0,0,9,3,0,22,0,8,0,36,486,4,306,9,87,52,937
11504,0,0,7,12,0,0,0,0,0,12,13,0,20,0,6,3,48,781,12,324,10,89,35,1250,3,0,37,0,4,19,67,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,3,10,4,0,0,23,4,0,18,0,3,0,26,14,0,21,0,32,0,75,28,5,24,0,35,0,89,95,4,40,0,16,0,157,154,0,39,0,6,0,200,387,0,48,3,3,3,433,325,0,18,0,3,0,343,103,0,13,0,0,0,119,36,0,3,0,0,0,39,28,0,0,0,0,0,24,25,3,17,0,6,0,58,1208,16,289,14,112,35,1665
11601,0,0,4,37,0,14,0,4,0,55,97,199,107,17,27,25,472,6162,3530,2060,251,220,172,12395,11,199,142,19,10,97,474,0,160,5,18,0,4,187,16,1110,38,26,9,7,1203,41,573,74,28,7,4,724,62,276,71,19,9,7,452,158,220,128,23,9,8,554,747,260,322,36,24,4,1400,4736,283,775,21,104,30,5946,1871,25,284,4,32,5,2223,405,3,58,0,10,3,470,83,0,15,0,0,0,100,14,0,3,0,3,0,26,7,0,3,0,0,0,12,12,0,8,0,0,0,24,145,201,115,20,18,20,525,8323,3322,2040,219,233,180,14314
11602,0,0,7,20,0,4,0,0,0,25,52,18,52,4,19,10,151,3347,304,865,61,312,66,4954,6,12,51,3,9,37,119,0,8,0,0,0,0,11,6,46,16,15,10,4,92,15,54,13,4,23,3,116,24,32,43,9,6,0,107,41,23,44,9,60,3,183,124,33,94,7,33,3,289,884,54,185,13,26,3,1161,1403,10,184,5,14,7,1628,1389,3,111,0,5,4,1511,627,0,48,0,3,0,684,81,0,7,3,0,0,92,12,0,0,0,0,0,18,9,0,4,0,0,0,21,74,7,46,10,13,9,156,4695,290,844,69,206,73,6177
11603,0,0,10,24,0,7,0,3,0,38,82,257,73,24,8,25,478,4944,4397,1422,182,175,144,11267,14,159,79,11,7,50,312,0,129,3,8,0,0,143,8,1031,19,15,10,4,1088,28,832,46,38,6,9,956,54,332,46,19,9,4,465,162,441,114,18,18,4,757,1730,720,344,23,36,17,2871,3192,180,535,29,77,14,4028,994,31,134,8,19,5,1185,162,5,32,0,0,0,207,26,4,11,0,0,3,40,8,6,0,0,0,0,20,3,0,3,0,0,0,5,11,0,3,0,0,0,11,93,242,66,25,20,12,465,6487,4117,1432,188,189,131,12547
11701,0,0,25,20,0,9,0,0,0,24,46,83,47,12,12,14,216,2980,1404,704,98,108,81,5373,14,79,72,11,12,29,228,3,61,0,4,0,0,75,11,626,16,10,0,7,665,7,216,17,21,0,0,264,21,79,22,14,3,3,147,26,60,31,3,37,0,159,184,44,64,4,20,0,311,1106,58,161,3,17,6,1352,908,23,127,3,7,4,1075,877,14,96,3,21,3,1011,952,10,85,0,8,0,1050,277,0,41,0,8,0,325,135,0,16,0,3,0,152,123,0,27,0,4,0,153,95,97,57,5,9,16,280,4739,1371,833,83,155,67,7251
11702,0,0,80,40,0,21,0,0,0,58,86,41,48,13,16,10,220,5736,625,1466,201,114,104,8234,21,20,86,9,4,53,193,3,29,4,9,0,0,49,13,224,22,17,3,3,290,47,101,55,52,4,0,258,94,60,67,15,0,5,246,261,64,72,21,15,0,435,562,46,153,17,12,3,795,1495,33,254,10,11,3,1809,1485,10,232,7,9,0,1743,1031,4,188,3,5,0,1237,672,4,101,3,10,0,785,402,0,69,0,3,0,473,279,0,44,0,0,0,326,274,0,66,0,4,3,349,85,30,54,21,18,17,222,6724,644,1469,185,101,93,9206
11703,7,9,1332,1354,3,371,3,27,6,1775,562,464,339,56,107,98,1631,30626,6625,7192,834,676,501,46460,124,522,503,42,79,212,1489,6,406,15,38,8,4,482,52,3023,74,110,16,32,3311,126,801,170,183,30,9,1321,166,410,192,57,19,3,841,439,270,277,106,65,12,1170,1789,421,650,283,175,23,3341,3697,279,942,219,180,19,5339,6218,90,1039,102,74,12,7527,7848,60,1120,24,82,21,9161,6760,34,949,26,66,22,7855,4230,13,745,24,43,16,5064,2279,10,433,9,30,11,2773,3662,3,908,10,77,12,4670,689,319,465,69,120,77,1743,38094,6651,8497,1292,1062,490,56085
11801,6,4,768,1511,0,508,0,16,7,2038,298,36,208,37,30,59,662,14827,537,4671,179,256,397,20870,23,24,305,11,28,216,610,3,16,6,12,4,0,39,26,243,51,9,0,0,328,32,68,56,37,4,0,199,37,29,73,4,6,0,151,132,9,82,9,12,0,244,550,22,181,7,19,3,781,1520,16,350,17,27,11,1936,2269,10,505,7,18,10,2818,2980,3,560,3,13,7,3575,2499,3,500,7,12,21,3042,1604,0,399,3,16,8,2031,1075,4,249,0,15,3,1348,2759,0,723,0,23,4,3519,313,22,190,22,39,24,618,15847,471,4222,152,248,314,21249
11802,4,0,379,485,0,132,3,14,3,633,230,240,191,30,31,39,768,13984,3118,3653,315,420,290,21774,40,202,291,14,19,158,721,3,173,0,19,0,0,202,30,1391,28,24,8,12,1493,72,464,76,67,9,5,690,86,206,89,19,7,3,408,162,140,138,27,56,5,538,374,132,192,36,74,3,805,1539,94,397,94,89,13,2220,3744,63,573,29,49,16,4465,4171,32,568,9,44,11,4823,2461,17,426,5,24,5,2936,1279,4,228,4,15,3,1535,736,0,145,0,16,0,896,1221,3,312,0,20,0,1564,274,186,179,28,32,25,723,16187,3100,3640,367,465,258,24010
11901,0,0,8,29,0,8,0,3,0,43,132,299,148,29,30,25,663,6565,4705,2356,436,433,262,14755,23,258,266,20,25,154,743,0,230,6,21,5,3,263,9,1685,57,78,14,9,1853,45,842,94,92,23,9,1117,79,443,103,31,10,8,675,146,347,130,33,29,4,696,413,322,257,67,39,6,1113,2995,279,690,46,126,21,4158,2631,122,566,16,113,21,3468,1200,16,199,3,43,6,1472,570,7,84,0,21,3,686,100,3,28,0,6,0,138,31,0,5,3,0,0,37,37,0,8,0,3,0,45,161,280,175,34,41,30,722,8443,4842,2662,464,508,269,17182
11902,0,0,9,54,0,7,0,5,0,66,176,133,139,19,34,29,530,9648,1621,2133,280,418,223,14324,50,73,195,15,16,158,505,7,74,12,11,0,0,104,26,543,58,30,6,6,674,90,352,98,62,11,3,615,133,159,84,19,17,0,409,257,112,102,29,24,3,531,2390,91,314,23,58,8,2881,4964,91,605,26,128,27,5847,2092,38,366,11,66,13,2586,1155,17,187,4,32,12,1401,410,5,58,0,9,4,486,110,0,24,0,5,0,143,68,0,10,0,0,0,85,50,0,15,0,0,0,69,190,108,155,26,42,29,547,12004,1660,2283,258,417,262,16884
11903,0,0,32,33,0,9,0,3,0,51,143,157,133,32,26,31,527,6960,2301,1965,250,232,192,11897,33,126,211,21,16,118,514,0,110,4,15,0,0,135,13,923,37,28,12,3,1017,39,413,81,69,17,4,616,45,210,81,27,4,3,375,109,158,87,34,41,0,433,440,120,210,22,30,10,823,2762,90,405,22,32,11,3318,2879,40,406,5,35,4,3371,1520,8,227,4,37,0,1803,521,3,94,0,5,0,624,201,4,35,0,4,0,247,61,0,8,0,0,0,77,86,4,25,0,0,0,117,144,140,167,23,23,19,520,8861,2348,2068,273,254,179,13985
11904,3,0,38,52,0,24,0,4,3,80,173,78,149,26,25,34,489,9740,951,2313,202,280,244,13730,33,44,287,18,22,142,543,0,40,5,4,0,0,53,21,370,38,33,6,0,472,57,146,79,36,9,4,328,68,67,88,23,11,3,265,164,64,99,21,33,3,390,587,45,219,14,31,4,906,3734,49,509,19,46,17,4370,4280,24,482,11,48,13,4855,2794,8,362,11,28,10,3215,958,3,136,4,16,0,1112,271,3,60,0,7,0,344,102,0,16,0,3,0,118,134,0,36,0,4,0,171,217,57,180,30,38,27,554,13419,918,2611,228,305,221,17694
12001,0,0,158,151,0,30,0,0,0,190,97,40,75,10,21,15,258,6396,741,1410,112,284,145,9088,26,34,165,13,12,83,330,3,29,6,7,6,0,51,11,340,21,15,22,3,405,14,117,28,44,11,3,216,19,42,33,15,9,3,124,47,41,40,3,57,0,179,160,35,65,13,29,4,304,545,27,183,13,9,3,780,2168,13,279,9,25,4,2498,2222,13,244,4,16,7,2507,1848,4,220,8,17,3,2104,701,0,98,0,0,4,808,310,3,57,0,0,0,367,421,0,57,0,0,0,474,155,43,90,16,25,15,344,8635,745,1573,151,240,140,11490
12002,5,0,255,278,0,70,0,3,8,354,84,65,69,6,9,9,245,5980,915,1560,138,117,84,8791,14,49,88,3,6,67,233,0,51,3,7,3,0,64,8,478,8,13,3,8,512,25,115,21,28,3,0,201,39,54,22,10,0,0,124,153,31,49,21,12,3,261,315,29,95,4,17,3,465,683,32,162,6,16,3,896,843,10,154,3,9,0,1024,995,7,173,0,6,0,1183,1078,12,149,0,3,3,1245,759,0,110,0,7,4,875,476,3,65,0,0,0,543,695,0,124,0,3,0,830,101,52,68,3,5,8,247,6188,919,1291,100,96,106,8702
12003,4,0,61,94,0,31,0,6,5,132,235,87,158,36,43,41,598,13491,1044,2904,469,329,269,18505,45,71,283,19,37,156,613,3,71,9,14,3,0,96,47,417,72,32,46,5,619,98,195,151,83,25,4,558,112,81,161,37,20,3,409,325,50,172,31,22,3,601,875,64,278,35,29,6,1289,4608,54,590,50,44,18,5368,5416,23,692,7,58,23,6231,2693,10,375,10,43,11,3138,1224,3,211,6,22,3,1464,583,3,126,0,11,0,729,265,0,79,0,0,0,347,239,0,69,0,3,0,312,257,64,217,69,48,37,689,16777,1101,3485,402,430,276,22475
12101,0,0,314,547,0,121,0,10,0,670,178,32,123,19,46,22,412,9327,603,2239,178,228,189,12761,27,27,223,27,34,133,463,0,34,8,20,3,0,63,16,249,29,21,3,0,322,25,78,43,43,12,0,190,27,34,50,17,5,0,134,50,15,64,10,25,0,158,205,29,118,9,18,5,386,1029,31,229,21,23,5,1335,3107,11,389,8,23,3,3550,2814,4,341,3,21,7,3193,1504,0,204,3,15,5,1736,984,0,145,0,15,3,1158,613,0,97,0,8,3,721,1154,0,210,0,26,7,1390,229,23,129,17,34,17,453,11782,542,2280,198,273,185,15256
12102,0,0,19,29,0,6,0,5,0,40,64,33,60,20,22,8,204,4140,547,1289,239,144,106,6464,11,23,108,6,11,62,221,0,27,3,14,0,0,46,8,230,24,29,3,0,291,13,84,30,38,0,0,175,12,37,38,26,3,0,118,48,34,56,23,22,0,179,177,27,110,25,12,3,351,941,24,242,13,15,4,1244,1957,10,312,6,23,6,2309,1041,7,146,0,8,3,1212,443,0,60,3,6,3,511,168,0,23,0,3,0,195,77,0,12,0,0,0,82,43,0,7,0,0,0,52,76,40,71,15,13,11,222,5005,537,1245,194,123,95,7205
12103,0,0,333,587,0,139,0,6,4,728,70,3,67,20,13,6,183,3832,29,1230,162,109,136,5503,9,0,168,18,19,103,316,0,0,5,22,3,3,30,4,8,16,31,5,0,60,7,8,21,23,4,0,68,6,3,29,12,5,0,52,19,3,39,3,17,0,75,61,0,57,10,21,0,149,193,3,102,5,31,0,331,837,0,145,3,9,3,997,1007,0,139,12,10,5,1171,803,0,124,5,10,3,946,518,0,75,0,8,0,604,402,3,63,0,0,0,471,1119,0,201,0,5,0,1328,82,3,90,24,16,7,221,5074,26,1275,165,156,128,6831
12104,3,3,522,903,0,266,0,10,4,1187,231,36,135,21,23,21,465,13711,501,3274,96,165,200,17943,26,41,205,6,24,141,445,7,33,3,4,0,0,42,12,281,34,16,0,3,340,26,68,43,28,3,0,165,30,14,63,7,3,0,124,76,12,84,4,12,0,193,275,14,149,3,3,4,454,2003,10,447,3,18,5,2489,3232,3,548,5,11,4,3808,3196,0,434,3,9,5,3651,2024,0,274,0,5,3,2310,1239,0,193,3,5,3,1439,801,0,118,3,0,4,928,1605,0,359,0,21,0,1981,227,22,118,44,23,16,451,14771,494,3070,126,146,203,18806
12201,0,0,235,417,0,106,0,0,3,523,76,18,43,10,7,9,165,3967,256,1192,70,80,73,5651,5,13,75,4,3,54,150,0,3,0,0,0,0,12,3,115,5,7,0,0,136,21,28,13,23,3,0,89,12,10,10,6,0,0,37,20,12,22,3,5,0,70,53,11,44,0,8,0,114,235,10,86,4,5,3,342,666,0,151,0,8,3,828,749,0,165,0,0,0,916,610,0,152,4,4,0,774,461,0,103,0,0,0,562,340,0,61,0,0,0,407,843,0,199,0,3,0,1042,73,15,45,3,3,9,147,4090,231,1126,61,59,72,5627
12202,0,0,156,202,0,67,0,4,0,272,51,0,63,9,12,8,139,2222,12,1247,67,113,130,3779,9,0,79,4,9,61,155,0,0,0,0,0,0,8,0,3,5,17,3,0,29,7,0,16,3,5,0,34,3,3,19,0,5,0,27,19,0,25,15,3,0,61,53,0,71,6,4,0,133,223,0,123,4,12,3,362,384,0,159,0,11,3,555,331,0,143,5,7,0,481,361,0,110,0,8,0,481,283,0,68,0,4,0,364,190,0,62,0,5,0,249,412,0,74,0,6,0,495,48,0,51,13,10,3,118,2315,9,1010,63,83,74,3556
12203,3,0,278,361,0,103,0,5,7,474,146,86,124,42,27,32,453,8455,896,2966,415,288,270,13290,18,38,178,34,19,125,413,6,42,14,63,7,8,138,12,395,32,71,17,14,541,17,101,35,55,8,3,231,19,52,55,31,13,0,167,48,51,88,34,26,0,253,173,30,166,11,32,3,415,1185,28,372,12,31,5,1641,2614,15,564,5,27,13,3241,1943,6,353,0,25,4,2325,1125,12,221,0,8,3,1372,813,3,170,0,7,0,993,545,0,110,3,3,0,665,903,0,168,0,4,0,1076,143,52,116,24,24,18,383,9560,830,2651,358,249,204,13864
12301,0,0,3,9,0,3,0,0,0,9,29,15,27,8,3,4,95,1961,324,572,54,38,42,2992,3,20,38,3,7,24,90,3,5,7,4,0,0,18,3,129,5,3,5,5,150,3,42,20,11,0,0,80,6,37,24,3,0,0,68,32,23,26,4,24,0,102,119,11,76,0,12,0,228,835,41,165,5,12,5,1065,1265,4,150,0,10,8,1440,354,0,27,0,3,0,384,50,0,10,0,3,0,64,14,0,0,0,0,0,19,3,0,0,0,0,0,3,6,0,4,0,0,0,8,42,15,33,8,9,4,116,2749,334,580,44,76,46,3826
12302,0,0,0,22,6,11,0,4,4,41,112,316,91,18,26,26,593,6532,5307,1999,270,226,165,14504,19,189,145,20,9,99,477,5,163,7,15,5,0,190,11,1419,30,33,16,3,1511,45,956,85,57,17,15,1167,58,498,88,36,5,3,689,248,431,135,33,36,4,893,1621,572,432,38,34,5,2698,4937,394,658,31,65,24,6113,1550,28,188,3,25,13,1816,345,3,42,0,3,0,402,41,8,9,0,0,0,68,13,3,11,0,0,0,19,14,0,3,0,0,0,17,17,0,3,0,0,0,15,125,255,101,15,22,32,545,9041,4926,1934,275,228,211,16616
