SA3_CODE_2016,C16_Aus_Bplace_NS,C16_Aus_Tot_resp,C16_Aus_Ab_BP_B_OS,C16_Aus_Ab_Fa_O_B_OS,C16_Aus_Ab_Mo_O_B_OS,C16_Aus_Ab_BP_B_Aus,C16_Aus_Abor_Bplace_NS,C16_Aus_Abor_Tot_respons,C16_Chi_BP_B_OS,C16_Chi_Fa_O_B_OS,C16_Chi_Mo_O_B_OS,C16_Chi_BP_B_Aus,C16_Chi_Bplace_NS,C16_Chi_Tot_resp,C16_Cro_BP_B_OS,C16_Cro_Fa_O_B_OS,C16_Cro_Mo_O_B_OS,C16_Cro_BP_B_Aus,C16_Cro_Bplace_NS,C16_Cro_Tot_resp,C16_Dut_BP_B_OS,C16_Dut_Fa_O_B_OS,C16_Dut_Mo_O_B_OS,C16_Dut_BP_B_Aus,C16_Dut_Bplace_NS,C16_Dut_Tot_resp,C16_Eng_BP_B_OS,C16_Eng_Fa_O_B_OS,C16_Eng_Mo_O_B_OS,C16_Eng_BP_B_Aus,C16_Eng_Bplace_NS,C16_Eng_Tot_resp,C16_Fil_BP_B_OS,C16_Fil_Fa_O_B_OS,C16_Fil_Mo_O_B_OS,C16_Fil_BP_B_Aus,C16_Fil_Bplace_NS,C16_Fil_Tot_resp,C16_Fre_BP_B_OS,C16_Fre_Fa_O_B_OS,C16_Fre_Mo_O_B_OS,C16_Fre_BP_B_Aus,C16_Fre_Bplace_NS,C16_Fre_Tot_resp,C16_Ger_BP_B_OS,C16_Ger_Fa_O_B_OS,C16_Ger_Mo_O_B_OS,C16_Ger_BP_B_Aus,C16_Ger_Bplace_NS,C16_Ger_Tot_resp,C16_Gre_BP_B_OS,C16_Gre_Fa_O_B_OS,C16_Gre_Mo_O_B_OS,C16_Gre_BP_B_Aus,C16_Gre_Bplace_NS,C16_Gre_Tot_resp,C16_Hun_BP_B_OS,C16_Hun_Fa_O_B_OS,C16_Hun_Mo_O_B_OS,C16_Hun_BP_B_Aus,C16_Hun_Bplace_NS,C16_Hun_Tot_resp,C16_Ind_BP_B_OS,C16_Ind_Fa_O_B_OS,C16_Ind_Mo_O_B_OS,C16_Ind_BP_B_Aus,C16_Ind_Bplace_NS,C16_Ind_Tot_resp,C16_Iri_BP_B_OS,C16_Iri_Fa_O_B_OS,C16_Iri_Mo_O_B_OS,C16_Iri_BP_B_Aus,C16_Iri_Bplace_NS,C16_Iri_Tot_resp,C16_Ita_BP_B_OS,C16_Ita_Fa_O_B_OS,C16_Ita_Mo_O_B_OS,C16_Ita_BP_B_Aus,C16_Ita_Bplace_NS,C16_Ita_Tot_resp,C16_Kor_BP_B_OS,C16_Kor_Fa_O_B_OS,C16_Kor_Mo_O_B_OS,C16_Kor_BP_B_Aus,C16_Kor_Bplace_NS,C16_Kor_Tot_resp,C16_Leb_BP_B_OS,C16_Leb_Fa_O_B_OS,C16_Leb_Mo_O_B_OS,C16_Leb_BP_B_Aus,C16_Leb_Bplace_NS,C16_Leb_Tot_resp,C16_Mac_BP_B_OS,C16_Mac_Fa_O_B_OS,C16_Mac_Mo_O_B_OS,C16_Mac_BP_B_Aus,C16_Mac_Bplace_NS,C16_Mac_Tot_resp,C16_Mal_BP_B_OS,C16_Mal_Fa_O_B_OS,C16_Mal_Mo_O_B_OS,C16_Mal_BP_B_Aus,C16_Mal_Bplace_NS,C16_Mal_Tot_resp,C16_Mao_BP_B_OS,C16_Mao_Fa_O_B_OS,C16_Mao_Mo_O_B_OS,C16_Mao_BP_B_Aus,C16_Mao_Bplace_NS,C16_Mao_Tot_resp,C16_NZ_BP_B_OS,C16_NZ_Fa_O_B_OS,C16_NZ_Mo_O_B_OS,C16_NZ_BP_B_Aus,C16_NZ_Bplace_NS,C16_NZ_Tot_resp,C16_Pol_BP_B_OS,C16_Pol_Fa_O_B_OS,C16_Pol_Mo_O_B_OS,C16_Pol_BP_B_Aus,C16_Pol_Bplace_NS,C16_Pol_Tot_resp,C16_Rus_BP_B_OS,C16_Rus_Fa_O_B_OS,C16_Rus_Mo_O_B_OS,C16_Rus_BP_B_Aus,C16_Rus_Birthplac_ns,C16_Rus_Tot_resp,C16_Sco_BP_B_OS,C16_Sco_Fa_O_B_OS,C16_Sco_Mo_O_B_OS,C16_Sco_BP_B_Aus,C16_Sco_Birthplac_ns,C16_Sco_Tot_resp,C16_Ser_BP_B_OS,C16_Ser_Fa_O_B_OS,C16_Ser_Mo_O_B_OS,C16_Ser_BP_B_Aus,C16_Ser_Bplace_NS,C16_Ser_Tot_resp,C16_SAf_BP_B_OS,C16_SAf_Fa_O_B_OS,C16_SAf_Mo_O_B_OS,C16_SAf_BP_B_Aus,C16_SAf_Bplace_NS,C16_SAf_Tot_resp,C16_Span_BP_B_OS,C16_Span_Fa_O_B_OS,C16_Span_Mo_O_B_OS,C16_Span_BP_B_Aus,C16_Span_Bplace_NS,C16_Span_Tot_resp,C16_SriL_BP_B_OS,C16_SriL_Fa_O_B_OS,C16_SriL_Mo_O_B_OS,C16_SriL_BP_B_Aus,C16_SriL_Bplace_NS,C16_SriL_Tot_resp,C16_Turk_BP_B_OS,C16_Turk_Fa_O_B_OS,C16_Turk_Mo_O_B_OS,C16_Turk_BP_B_Aus,C16_Turk_Bplace_NS,C16_Turk_Tot_resp,C16_Viet_BP_B_OS,C16_Viet_Fa_O_B_OS,C16_Viet_Mo_O_B_OS,C16_Viet_BP_B_Aus,C16_Viet_Bplace_NS,C16_Viet_Tot_resp,C16_Wel_BP_B_OS,C16_Wel_Fa_O_B_OS,C16_Wel_Mo_O_B_OS,C16_Wel_BP_B_Aus,C16_Wel_Bplace_NS,C16_Wel_Tot_resp,C16_Oth_BP_B_OS,C16_Oth_Fa_O_B_OS,C16_Oth_Mo_O_B_OS,C16_Oth_BP_B_Aus,C16_Oth_Bplace_NS,C16_Oth_Tot_resp,C16_Anc_ns_BP_B_OS,C16_Anc_ns_Fa_O_B_OS,C16_Anc_ns_Mo_O_B_OS,C16_Anc_ns_BP_B_Aus,C16_Anc_ns_Bplace_NS,C16_Anc_NS_T_resp,C16_T_P_BP_B_OS,C16_T_P_Fa_only_bor_os,C16_T_P_Mo_O_B_OS,C16_T_P_BP_B_Aus,C16_T_P_Bplace_NS,C16_T_P_Tot_resp
10304,475,25602,0,6,3,298,7,319,330,22,10,126,4,494,71,27,4,30,0,135,290,100,65,244,8,707,1765,1395,1007,19464,449,24084,226,10,48,6,7,294,44,29,5,146,0,231,314,136,101,1565,43,2150,81,25,10,64,3,179,56,9,8,32,3,106,521,20,7,13,5,566,374,325,233,6828,106,7870,325,110,53,683,14,1183,81,7,0,8,0,92,38,14,8,39,0,98,14,8,3,0,0,28,42,23,17,84,5,171,81,42,10,24,5,159,141,78,59,59,4,343,134,21,25,93,0,274,89,18,17,45,0,179,482,354,256,4637,78,5802,28,10,9,10,0,55,113,11,14,6,3,148,61,9,4,35,0,108,46,9,0,6,0,61,24,3,0,0,0,21,53,0,9,3,0,63,68,24,24,205,11,339,1344,278,143,517,24,2303,69,28,16,591,3310,4008,6125,2666,1826,42693,4301,57614
10401,449,22605,0,16,7,532,5,557,141,18,11,93,4,261,12,3,0,8,0,32,319,91,51,149,3,614,2051,1199,933,16687,463,21334,138,3,49,3,9,194,65,15,12,117,5,214,302,110,69,1782,25,2288,35,22,5,59,3,123,28,7,6,6,0,50,115,9,7,37,0,167,378,274,164,5251,127,6194,111,82,16,415,7,630,5,0,7,3,0,14,9,3,0,12,0,24,3,3,0,0,0,8,52,14,4,62,0,138,48,23,8,15,6,109,97,61,56,50,7,259,68,32,10,30,5,140,27,4,4,22,0,56,501,358,254,4596,90,5795,6,3,0,3,0,11,45,8,13,13,0,78,32,3,7,34,5,82,19,0,0,5,0,27,11,0,0,0,0,13,25,0,0,0,0,26,82,27,16,140,3,260,676,195,154,459,24,1507,30,27,16,642,3427,4142,4475,2357,1657,37387,4381,50261
10402,585,34828,0,30,8,472,17,522,407,61,58,175,4,699,80,17,11,39,0,153,611,195,102,317,6,1235,5105,2753,1946,25604,637,36047,292,10,91,26,9,430,200,35,30,250,8,516,831,244,194,2434,51,3748,96,66,11,154,8,327,124,24,14,57,0,226,1154,65,94,53,10,1377,1054,647,416,8991,148,11254,463,196,82,1036,30,1805,53,0,0,10,0,61,42,16,10,57,0,128,16,3,0,11,0,33,109,38,33,129,6,312,172,56,37,52,0,321,282,167,107,77,11,637,232,38,28,123,4,422,102,22,9,52,3,190,1194,724,510,6935,118,9469,19,3,8,10,0,41,163,34,23,15,0,235,166,11,28,108,4,326,33,8,0,4,0,42,25,10,0,7,0,42,59,3,3,3,3,73,201,62,35,293,3,599,3423,552,442,917,69,5407,221,53,28,729,5562,6594,14143,5320,3805,55860,6898,86021
10501,293,11636,0,12,7,1390,40,1444,68,0,4,64,0,140,43,4,3,10,0,66,66,24,10,52,0,150,407,284,226,6422,208,7553,77,0,10,4,0,96,22,0,0,42,0,71,124,41,15,504,14,697,21,0,3,19,0,49,22,3,4,9,0,36,88,9,0,7,0,103,141,69,66,2078,37,2396,46,16,10,121,0,189,7,0,0,0,0,7,9,4,0,9,0,24,6,0,0,0,0,5,12,5,7,19,0,41,40,8,6,7,0,70,26,24,19,15,0,86,33,5,7,16,0,61,5,0,9,0,0,14,139,65,57,1448,26,1741,45,7,0,3,0,54,36,0,0,0,0,34,11,3,4,17,0,29,17,0,0,0,0,17,3,3,0,0,0,4,9,0,0,0,0,9,14,5,10,35,0,66,434,71,55,150,17,723,31,14,10,350,2852,3257,1671,652,491,17969,3366,24152
10502,230,9376,0,8,0,563,51,622,28,4,0,23,0,55,32,3,4,27,0,65,38,19,14,25,0,87,317,339,200,6394,193,7445,108,0,29,8,7,153,9,4,3,46,0,64,79,35,22,771,24,931,26,12,0,38,5,84,3,0,0,3,0,6,63,3,0,17,0,80,56,65,34,1669,30,1858,128,81,20,339,12,581,7,0,0,0,0,5,3,3,6,17,0,32,0,0,0,0,0,3,64,41,23,119,3,242,14,13,10,5,0,36,18,17,4,4,0,51,9,8,4,32,0,52,0,7,0,9,0,10,98,71,52,1398,34,1654,8,0,0,0,0,12,11,0,4,3,0,16,14,0,0,12,0,27,10,0,4,0,0,17,0,0,0,0,0,3,7,0,3,0,0,9,16,7,0,51,0,77,227,74,31,171,8,512,25,9,3,291,1708,2037,1203,744,440,15635,2205,20217
10503,615,33447,4,19,12,932,30,997,330,20,26,221,7,598,23,8,3,17,0,50,238,75,71,252,3,644,1395,1205,893,22742,565,26807,251,6,56,7,9,335,52,7,20,177,7,264,269,115,87,1849,34,2356,81,26,18,103,0,226,37,8,4,9,3,59,507,10,8,26,3,551,315,277,209,7203,125,8129,149,68,27,523,9,776,58,3,4,3,3,73,50,13,8,51,3,122,8,3,0,3,0,15,46,31,6,77,0,162,101,37,28,49,0,217,92,72,50,64,4,284,72,17,21,70,3,182,39,8,8,13,0,66,384,346,247,5270,89,6335,11,0,3,4,0,20,66,12,9,12,5,98,29,4,0,41,11,89,107,5,6,0,0,127,10,4,0,0,0,14,66,5,3,0,4,74,50,23,9,153,0,239,1281,188,139,457,40,2110,61,20,24,791,5702,6591,5364,2372,1742,52987,6950,69414
10601,718,41470,0,18,4,389,10,424,225,12,24,109,8,377,37,10,6,34,0,88,335,126,105,279,0,846,2956,2120,1571,30003,659,37311,311,16,92,17,8,447,84,22,15,178,4,302,471,211,150,2880,62,3773,51,40,3,121,3,208,57,12,16,50,3,132,170,15,9,24,5,227,616,389,269,7609,151,9041,201,113,39,672,22,1044,32,0,6,0,0,41,39,3,5,39,0,93,7,9,0,13,4,36,89,33,27,132,13,286,198,56,42,55,3,358,246,129,103,105,8,598,208,52,37,219,6,518,53,11,8,48,0,125,952,661,461,7381,126,9570,16,0,0,8,0,27,122,16,24,35,3,197,82,12,7,97,3,189,22,0,0,3,0,24,17,0,0,0,0,24,45,3,8,0,0,51,113,57,33,409,5,628,1174,313,211,700,40,2427,72,35,19,951,6555,7642,7278,4077,2936,65391,7995,87675
10602,410,33835,3,15,7,355,6,393,367,28,44,137,4,571,51,20,3,32,0,106,285,159,90,351,10,890,2493,2124,1452,26006,414,32495,347,16,107,20,10,494,60,15,7,151,4,236,472,257,140,2614,35,3523,80,43,16,153,0,296,50,23,9,29,0,112,523,19,3,29,5,578,530,459,334,7802,115,9244,224,102,49,693,9,1069,44,3,3,7,0,55,28,17,0,38,0,86,21,13,0,39,0,70,61,29,18,107,0,210,171,68,32,62,4,329,167,123,92,88,0,467,324,65,27,292,7,714,63,11,18,52,0,149,730,576,428,6243,76,8056,22,8,6,5,0,50,158,27,23,23,3,237,95,15,6,73,0,188,33,16,11,12,0,65,12,3,0,3,0,19,69,9,0,3,0,79,125,79,33,330,5,570,1528,410,300,773,35,3037,85,31,19,655,3332,4127,7542,4094,2790,55547,4199,74162
10603,539,30967,0,21,8,442,3,473,258,17,24,100,0,410,166,27,11,80,3,286,496,142,100,248,9,994,4392,2263,1627,22390,544,31220,236,23,85,20,6,366,139,33,20,178,10,382,582,238,144,1933,43,2936,156,46,14,119,7,345,87,20,8,29,0,152,131,27,3,9,4,174,760,444,302,6433,102,8045,389,161,64,601,22,1236,51,0,3,0,0,54,35,16,3,34,0,89,32,6,5,28,0,64,215,60,30,150,0,454,125,44,29,38,8,240,223,120,82,73,3,510,257,41,35,171,3,514,83,13,10,40,0,141,1049,594,400,5372,103,7519,35,3,5,11,0,51,140,14,20,18,3,194,119,21,13,82,7,242,13,6,0,3,0,20,15,6,3,4,0,30,55,0,4,3,0,65,242,62,47,341,11,701,1476,394,310,660,34,2878,77,34,22,550,4661,5350,9860,4276,3072,48385,5791,71381
10604,257,14292,3,8,0,141,0,154,152,5,6,42,0,208,10,3,4,6,0,19,116,51,26,98,3,295,931,608,445,9951,249,12181,193,3,30,10,3,237,32,8,6,48,0,84,108,65,46,925,16,1158,10,5,3,38,0,57,14,4,6,3,0,29,127,9,3,20,0,159,298,141,83,2795,58,3374,72,44,19,227,4,371,12,0,7,0,0,14,21,6,0,23,0,55,0,0,0,0,0,8,31,8,10,32,0,81,85,14,10,15,0,117,106,38,31,27,3,195,25,14,13,18,0,73,13,4,0,6,0,27,260,183,104,2269,45,2868,10,3,0,4,0,19,42,11,4,3,0,57,14,8,0,24,0,50,29,0,0,0,0,29,5,3,0,0,0,5,40,0,0,0,0,38,41,19,14,93,0,161,474,91,85,193,8,846,42,21,12,391,2362,2827,2743,1174,865,22532,2880,30196
10701,440,27165,0,32,11,332,10,381,574,29,40,85,11,740,538,67,46,105,13,768,470,185,112,322,19,1103,5295,2633,2029,16005,462,26424,593,39,119,35,24,805,125,23,24,156,7,344,917,270,189,1319,37,2735,569,120,55,355,20,1116,186,30,12,75,4,308,351,20,12,11,7,403,882,483,357,4919,102,6736,2230,502,218,1504,99,4550,86,0,3,5,0,94,601,139,57,110,20,923,2972,309,165,523,53,4028,614,156,81,428,18,1291,236,47,52,58,6,402,197,110,99,61,7,476,347,72,38,146,9,603,68,7,6,41,0,123,1469,665,516,3780,77,6499,479,69,19,79,15,660,60,18,18,9,3,107,579,83,39,120,10,829,71,3,3,0,0,81,317,30,30,26,5,410,298,11,13,8,6,346,281,88,66,242,7,676,4591,735,444,860,103,6736,248,39,36,441,3160,3929,23132,5979,4160,37653,4434,75354
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
10703,619,35817,0,27,12,393,7,443,455,24,40,134,11,670,429,106,33,157,11,728,665,192,143,428,16,1443,6701,3425,2592,22600,600,35914,370,13,95,15,4,509,155,26,33,215,3,434,1246,406,262,1986,66,3968,412,112,56,308,18,911,213,54,19,82,7,365,302,23,18,31,0,372,1209,641,519,7457,141,9963,1330,435,180,1416,51,3406,71,5,8,3,0,88,123,28,26,62,0,240,1532,203,96,402,39,2278,673,195,88,412,7,1376,272,59,37,39,3,410,280,156,89,70,3,599,374,83,48,164,14,681,101,13,10,57,0,181,1671,841,603,5546,118,8781,319,50,22,61,8,457,150,33,22,11,0,218,843,115,90,273,24,1339,35,3,4,5,0,52,294,48,31,26,3,404,151,11,3,12,0,181,414,97,77,279,11,881,3244,706,514,935,74,5475,192,51,23,494,4187,4955,20625,6970,4993,51597,5652,89837
10704,640,43441,3,40,25,344,3,418,3956,63,108,232,28,4392,647,102,71,233,19,1070,1076,335,202,724,13,2353,7965,4740,3671,29415,582,46376,601,21,119,23,16,778,311,62,56,312,4,751,1397,484,381,2562,53,4880,1142,225,131,594,24,2118,257,48,22,92,8,428,1593,40,34,41,13,1724,1918,1221,854,11295,182,15467,3558,868,469,2607,63,7566,267,6,17,11,4,305,566,98,92,172,13,937,1866,189,116,386,16,2571,299,126,72,329,11,835,256,75,68,42,18,456,424,245,170,131,20,994,591,100,81,249,8,1034,252,33,51,82,6,428,2343,1353,1033,8342,115,13193,971,81,70,114,8,1249,265,68,54,24,4,416,587,71,68,151,3,883,226,11,12,13,3,268,616,75,17,29,15,754,817,26,28,15,3,894,490,171,113,462,13,1251,8129,1081,974,1555,125,11865,288,52,47,560,5992,6942,37838,9993,7532,65368,7566,128301
10801,320,13768,0,6,4,298,10,318,93,12,10,60,0,172,38,4,5,14,0,61,201,55,31,87,3,374,1838,1022,661,10233,298,14050,81,0,22,4,8,117,43,11,12,83,0,157,243,63,52,825,26,1211,30,18,3,37,0,90,33,6,3,19,0,56,40,3,0,7,0,58,264,182,120,2842,72,3485,155,63,18,318,9,563,17,0,0,0,0,16,15,8,5,31,0,58,6,3,0,0,0,6,87,24,14,71,3,200,29,15,6,12,0,66,76,29,18,25,4,154,87,11,6,25,0,127,32,0,5,6,0,47,424,243,150,2294,66,3182,14,0,0,3,0,12,46,5,0,3,0,55,41,0,7,26,3,71,7,3,0,0,0,12,3,0,0,0,0,8,10,0,0,0,0,10,60,37,9,104,3,209,520,135,97,254,17,1018,47,20,9,282,1965,2324,3815,1807,1155,21869,2625,31272
10802,484,21700,0,14,12,1022,34,1080,127,13,10,86,7,237,25,6,3,13,0,48,244,77,27,104,5,454,2041,1258,844,15354,402,19903,148,0,54,12,4,223,58,24,18,125,3,220,290,97,80,1275,26,1768,48,33,5,61,5,149,32,23,3,13,0,65,85,8,11,20,0,120,351,256,137,4622,94,5461,142,73,24,411,6,658,11,0,0,0,0,9,23,11,0,39,0,77,6,0,0,3,0,8,81,24,14,96,4,208,57,30,13,39,8,144,108,69,47,44,10,278,79,16,5,43,5,152,26,7,4,28,0,67,478,286,233,3348,78,4430,7,3,0,0,0,11,43,3,9,14,0,73,69,3,8,42,0,122,11,0,0,3,0,12,7,0,0,7,0,10,18,8,3,0,0,33,86,27,11,132,3,265,715,198,151,388,32,1482,44,15,13,538,4089,4708,4515,2321,1574,34679,5032,48127
10803,3,157,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,4,0,0,0,0,0,3,23,8,11,87,0,138,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,34,0,42,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,45,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,9,3,6,14,0,35,3,0,0,3,39,43,58,30,25,224,45,382
10804,610,33862,0,8,9,323,9,353,322,41,46,170,13,578,76,14,5,43,0,135,529,160,102,237,19,1051,4950,2516,1798,25329,686,35271,232,10,65,8,12,327,152,39,26,243,7,463,633,183,140,2060,42,3058,93,45,14,136,6,298,97,42,8,54,5,205,266,17,19,22,3,325,987,563,373,8196,162,10281,340,177,57,752,17,1345,48,0,7,0,0,52,30,19,3,75,4,133,18,0,3,7,0,26,145,46,37,158,3,395,91,35,23,40,0,193,234,141,94,79,13,562,150,38,24,89,3,305,78,15,13,35,0,152,1189,603,461,6109,116,8475,19,3,0,5,0,32,133,36,25,19,0,210,118,22,16,80,4,238,34,5,4,3,0,39,13,0,0,3,0,20,76,0,7,3,0,86,177,59,45,237,3,511,1452,399,273,667,111,2899,101,21,35,628,4498,5293,10573,4623,3283,54112,5965,78567
10805,539,24973,0,10,4,514,14,542,156,7,17,105,0,291,34,6,4,15,0,64,336,94,56,140,9,629,2490,1411,936,18017,506,23360,188,7,49,10,4,255,62,18,15,127,3,225,336,143,98,1525,40,2141,51,29,13,86,3,174,43,11,3,15,0,71,175,12,3,13,4,205,417,282,164,4708,98,5663,156,75,43,456,20,742,25,0,0,0,0,33,25,7,13,41,0,89,6,0,0,4,0,15,121,41,17,111,6,295,47,25,11,28,0,116,92,64,45,34,6,247,97,21,15,58,4,185,34,4,3,14,0,50,580,384,253,4382,104,5707,15,5,0,3,0,23,61,13,3,9,0,91,55,3,3,37,0,99,27,0,3,4,4,43,6,0,0,0,0,8,24,0,0,0,0,26,85,31,24,135,4,275,825,218,159,436,30,1671,46,34,13,517,3248,3859,5539,2681,1790,39495,4354,53856
10901,369,24590,0,7,3,198,3,215,267,24,24,95,3,417,101,29,15,42,0,195,424,129,91,351,11,1009,2092,1522,1007,19004,389,24015,283,9,52,12,5,367,62,13,19,146,7,241,547,247,179,4007,72,5049,127,46,18,142,3,335,84,18,8,45,3,159,619,31,25,16,5,694,419,404,266,7180,101,8376,266,130,52,787,13,1247,29,0,3,0,0,44,42,18,12,84,3,166,7,3,3,9,0,22,41,16,3,68,0,135,117,22,15,35,0,184,123,94,68,53,3,351,148,34,23,107,0,321,55,10,8,27,0,100,538,361,255,5511,89,6753,75,0,0,24,0,101,69,10,11,5,0,96,83,11,4,82,3,184,96,8,7,3,0,120,3,5,0,0,0,10,51,3,7,3,3,65,78,31,17,174,13,318,2060,272,197,615,37,3186,133,28,16,584,3862,4625,7749,3011,2063,43703,4746,61271
10902,137,5305,0,5,4,314,19,343,22,0,0,11,3,37,14,0,3,4,0,20,37,8,16,27,0,87,288,201,159,3811,74,4535,27,0,14,3,0,39,8,6,0,26,0,33,47,24,6,420,6,503,15,8,6,12,0,44,11,3,0,0,0,17,27,0,0,5,0,30,56,44,30,1159,25,1313,271,67,25,357,22,743,3,0,0,0,0,3,4,0,3,0,0,4,0,0,0,3,0,7,3,9,0,15,0,22,26,5,3,0,3,37,23,17,7,8,0,54,9,8,3,16,0,30,3,3,3,3,0,14,68,51,42,990,16,1170,0,0,0,0,0,3,8,0,0,0,0,3,3,0,0,3,0,12,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,14,0,4,25,0,42,215,41,26,96,10,380,17,10,7,200,1272,1502,1072,431,299,9215,1530,12547
10903,387,18400,0,3,3,164,6,176,153,5,3,62,0,229,20,3,3,7,0,34,229,66,46,153,9,500,1276,822,612,13568,367,16649,137,7,26,5,3,188,25,7,4,93,0,132,213,70,58,1288,25,1663,38,11,9,48,3,111,33,8,0,12,0,53,111,4,5,6,0,130,255,176,128,4448,82,5091,227,97,48,609,15,986,30,0,0,0,0,36,3,3,0,10,0,14,3,0,0,3,0,7,37,9,5,34,3,86,63,11,14,10,3,110,105,31,31,34,0,205,69,22,4,43,3,138,21,8,0,13,0,37,396,241,146,3925,79,4786,8,0,0,0,0,5,62,6,3,6,0,78,21,3,0,14,0,40,39,3,0,3,0,44,9,0,0,0,0,11,14,0,0,0,0,13,43,30,9,85,0,162,516,94,69,273,21,973,52,18,8,578,3267,3925,3619,1596,1151,31506,4101,41980
11001,239,16047,4,6,3,388,3,406,455,16,19,77,0,574,8,5,0,6,0,28,150,61,37,144,9,391,1357,879,663,11578,258,14733,149,5,19,3,3,191,59,27,14,81,0,180,252,96,67,1318,19,1752,44,6,3,47,0,108,35,10,0,18,0,58,201,4,12,17,0,225,290,207,167,4199,71,4929,86,52,27,275,4,446,16,0,0,0,0,24,17,12,6,47,0,81,0,3,0,0,0,3,16,10,4,29,0,52,68,12,21,19,5,123,93,54,41,31,0,218,48,10,7,47,0,120,38,11,0,33,0,85,413,250,184,3405,61,4315,10,0,0,3,0,16,63,11,14,3,0,93,36,5,3,31,0,78,58,0,3,0,0,60,3,0,7,0,0,15,59,4,0,0,0,64,64,20,17,126,0,224,1593,192,207,318,13,2327,40,10,8,363,2546,2967,4789,1711,1333,26173,3083,37090
11002,391,17559,0,3,4,350,5,366,78,17,7,124,3,231,6,3,0,8,0,13,158,44,22,83,3,312,1087,725,545,12638,357,15353,203,0,22,3,0,235,47,7,5,87,9,152,238,101,44,1661,39,2076,24,11,0,26,4,64,27,3,7,6,0,45,70,3,8,6,4,85,186,138,102,3729,76,4236,117,69,10,299,8,505,28,0,0,0,0,28,12,4,3,23,0,41,0,0,0,0,0,0,14,7,5,27,3,56,33,18,4,22,0,73,53,25,25,22,0,131,33,14,4,25,0,80,13,3,5,12,0,40,259,204,143,3368,84,4056,6,0,0,0,0,9,24,4,3,7,0,39,26,3,3,25,0,59,8,0,0,0,4,8,0,0,0,0,0,3,21,0,3,0,0,25,54,15,12,101,0,182,522,102,73,231,26,959,60,13,11,469,3303,3858,2818,1354,969,29097,4109,38345
11003,228,12105,0,6,3,922,47,975,98,3,4,71,0,184,13,3,0,3,0,18,76,30,17,68,0,181,413,323,262,7840,216,9053,88,5,21,3,6,118,11,3,6,29,0,55,91,34,25,694,16,860,12,6,0,20,5,47,13,0,4,3,0,19,85,0,0,4,0,97,109,91,58,2299,48,2613,30,3,7,115,0,157,3,0,0,0,0,3,15,9,0,24,0,50,3,0,0,0,0,3,7,4,0,10,0,25,32,11,11,10,7,72,26,27,10,18,0,84,15,6,0,22,0,41,8,3,4,7,0,21,132,56,75,1919,22,2204,26,4,0,4,0,40,42,0,4,3,0,54,10,5,0,31,0,44,10,0,0,4,0,17,3,0,0,3,0,7,4,4,0,0,0,10,20,7,4,63,0,93,312,59,47,153,10,590,17,7,9,372,2731,3141,1450,651,527,19778,3215,25622
11004,771,39478,3,13,0,760,20,792,436,21,25,256,14,749,26,17,3,21,0,72,259,90,61,242,5,652,1839,1470,1055,26961,672,32004,437,14,41,9,16,509,63,24,20,209,4,326,293,145,103,2825,53,3414,46,19,9,89,4,161,38,10,4,25,0,79,332,8,3,27,3,373,364,326,217,8028,141,9078,127,76,31,603,12,851,177,0,12,0,0,195,34,19,3,63,3,120,3,5,0,4,0,16,79,32,17,94,3,215,132,41,29,40,0,238,126,87,66,86,3,371,63,20,8,65,4,158,40,7,8,25,0,85,523,404,268,6670,134,8003,10,0,0,9,0,12,147,15,16,10,0,188,57,3,5,42,3,114,46,3,0,3,0,52,11,4,0,4,0,19,67,0,9,0,0,78,77,40,20,202,3,343,1167,221,181,592,23,2177,68,17,18,915,5515,6533,6041,2835,2035,62580,7005,80496
