SA3_CODE_2016,C16_Aus_Bplace_NS,C16_Aus_Tot_resp,C16_Aus_Ab_BP_B_OS,C16_Aus_Ab_Fa_O_B_OS,C16_Aus_Ab_Mo_O_B_OS,C16_Aus_Ab_BP_B_Aus,C16_Aus_Abor_Bplace_NS,C16_Aus_Abor_Tot_respons,C16_Chi_BP_B_OS,C16_Chi_Fa_O_B_OS,C16_Chi_Mo_O_B_OS,C16_Chi_BP_B_Aus,C16_Chi_Bplace_NS,C16_Chi_Tot_resp,C16_Cro_BP_B_OS,C16_Cro_Fa_O_B_OS,C16_Cro_Mo_O_B_OS,C16_Cro_BP_B_Aus,C16_Cro_Bplace_NS,C16_Cro_Tot_resp,C16_Dut_BP_B_OS,C16_Dut_Fa_O_B_OS,C16_Dut_Mo_O_B_OS,C16_Dut_BP_B_Aus,C16_Dut_Bplace_NS,C16_Dut_Tot_resp,C16_Eng_BP_B_OS,C16_Eng_Fa_O_B_OS,C16_Eng_Mo_O_B_OS,C16_Eng_BP_B_Aus,C16_Eng_Bplace_NS,C16_Eng_Tot_resp,C16_Fil_BP_B_OS,C16_Fil_Fa_O_B_OS,C16_Fil_Mo_O_B_OS,C16_Fil_BP_B_Aus,C16_Fil_Bplace_NS,C16_Fil_Tot_resp,C16_Fre_BP_B_OS,C16_Fre_Fa_O_B_OS,C16_Fre_Mo_O_B_OS,C16_Fre_BP_B_Aus,C16_Fre_Bplace_NS,C16_Fre_Tot_resp,C16_Ger_BP_B_OS,C16_Ger_Fa_O_B_OS,C16_Ger_Mo_O_B_OS,C16_Ger_BP_B_Aus,C16_Ger_Bplace_NS,C16_Ger_Tot_resp,C16_Gre_BP_B_OS,C16_Gre_Fa_O_B_OS,C16_Gre_Mo_O_B_OS,C16_Gre_BP_B_Aus,C16_Gre_Bplace_NS,C16_Gre_Tot_resp,C16_Hun_BP_B_OS,C16_Hun_Fa_O_B_OS,C16_Hun_Mo_O_B_OS,C16_Hun_BP_B_Aus,C16_Hun_Bplace_NS,C16_Hun_Tot_resp,C16_Ind_BP_B_OS,C16_Ind_Fa_O_B_OS,C16_Ind_Mo_O_B_OS,C16_Ind_BP_B_Aus,C16_Ind_Bplace_NS,C16_Ind_Tot_resp,C16_Iri_BP_B_OS,C16_Iri_Fa_O_B_OS,C16_Iri_Mo_O_B_OS,C16_Iri_BP_B_Aus,C16_Iri_Bplace_NS,C16_Iri_Tot_resp,C16_Ita_BP_B_OS,C16_Ita_Fa_O_B_OS,C16_Ita_Mo_O_B_OS,C16_Ita_BP_B_Aus,C16_Ita_Bplace_NS,C16_Ita_Tot_resp,C16_Kor_BP_B_OS,C16_Kor_Fa_O_B_OS,C16_Kor_Mo_O_B_OS,C16_Kor_BP_B_Aus,C16_Kor_Bplace_NS,C16_Kor_Tot_resp,C16_Leb_BP_B_OS,C16_Leb_Fa_O_B_OS,C16_Leb_Mo_O_B_OS,C16_Leb_BP_B_Aus,C16_Leb_Bplace_NS,C16_Leb_Tot_resp,C16_Mac_BP_B_OS,C16_Mac_Fa_O_B_OS,C16_Mac_Mo_O_B_OS,C16_Mac_BP_B_Aus,C16_Mac_Bplace_NS,C16_Mac_Tot_resp,C16_Mal_BP_B_OS,C16_Mal_Fa_O_B_OS,C16_Mal_Mo_O_B_OS,C16_Mal_BP_B_Aus,C16_Mal_Bplace_NS,C16_Mal_Tot_resp,C16_Mao_BP_B_OS,C16_Mao_Fa_O_B_OS,C16_Mao_Mo_O_B_OS,C16_Mao_BP_B_Aus,C16_Mao_Bplace_NS,C16_Mao_Tot_resp,C16_NZ_BP_B_OS,C16_NZ_Fa_O_B_OS,C16_NZ_Mo_O_B_OS,C16_NZ_BP_B_Aus,C16_NZ_Bplace_NS,C16_NZ_Tot_resp,C16_Pol_BP_B_OS,C16_Pol_Fa_O_B_OS,C16_Pol_Mo_O_B_OS,C16_Pol_BP_B_Aus,C16_Pol_Bplace_NS,C16_Pol_Tot_resp,C16_Rus_BP_B_OS,C16_Rus_Fa_O_B_OS,C16_Rus_Mo_O_B_OS,C16_Rus_BP_B_Aus,C16_Rus_Birthplac_ns,C16_Rus_Tot_resp,C16_Sco_BP_B_OS,C16_Sco_Fa_O_B_OS,C16_Sco_Mo_O_B_OS,C16_Sco_BP_B_Aus,C16_Sco_Birthplac_ns,C16_Sco_Tot_resp,C16_Ser_BP_B_OS,C16_Ser_Fa_O_B_OS,C16_Ser_Mo_O_B_OS,C16_Ser_BP_B_Aus,C16_Ser_Bplace_NS,C16_Ser_Tot_resp,C16_SAf_BP_B_OS,C16_SAf_Fa_O_B_OS,C16_SAf_Mo_O_B_OS,C16_SAf_BP_B_Aus,C16_SAf_Bplace_NS,C16_SAf_Tot_resp,C16_Span_BP_B_OS,C16_Span_Fa_O_B_OS,C16_Span_Mo_O_B_OS,C16_Span_BP_B_Aus,C16_Span_Bplace_NS,C16_Span_Tot_resp,C16_SriL_BP_B_OS,C16_SriL_Fa_O_B_OS,C16_SriL_Mo_O_B_OS,C16_SriL_BP_B_Aus,C16_SriL_Bplace_NS,C16_SriL_Tot_resp,C16_Turk_BP_B_OS,C16_Turk_Fa_O_B_OS,C16_Turk_Mo_O_B_OS,C16_Turk_BP_B_Aus,C16_Turk_Bplace_NS,C16_Turk_Tot_resp,C16_Viet_BP_B_OS,C16_Viet_Fa_O_B_OS,C16_Viet_Mo_O_B_OS,C16_Viet_BP_B_Aus,C16_Viet_Bplace_NS,C16_Viet_Tot_resp,C16_Wel_BP_B_OS,C16_Wel_Fa_O_B_OS,C16_Wel_Mo_O_B_OS,C16_Wel_BP_B_Aus,C16_Wel_Bplace_NS,C16_Wel_Tot_resp,C16_Oth_BP_B_OS,C16_Oth_Fa_O_B_OS,C16_Oth_Mo_O_B_OS,C16_Oth_BP_B_Aus,C16_Oth_Bplace_NS,C16_Oth_Tot_resp,C16_Anc_ns_BP_B_OS,C16_Anc_ns_Fa_O_B_OS,C16_Anc_ns_Mo_O_B_OS,C16_Anc_ns_BP_B_Aus,C16_Anc_ns_Bplace_NS,C16_Anc_NS_T_resp,C16_T_P_BP_B_OS,C16_T_P_Fa_only_bor_os,C16_T_P_Mo_O_B_OS,C16_T_P_BP_B_Aus,C16_T_P_Bplace_NS,C16_T_P_Tot_resp
11903,285,20173,9,14,11,141,10,179,36439,306,501,326,247,37811,1229,114,79,348,22,1791,237,66,49,115,3,475,4847,2141,1434,12568,364,21356,2001,53,195,23,29,2301,237,47,30,155,6,471,670,187,111,937,37,1944,4538,745,414,2310,62,8070,245,33,14,52,0,344,2372,59,58,24,20,2532,1040,612,426,5499,88,7672,2382,580,294,1529,50,4837,616,3,23,13,5,653,3144,581,278,550,48,4610,2456,256,173,496,22,3407,438,115,56,194,8,812,785,83,44,25,18,958,413,117,78,46,6,665,338,50,36,65,3,487,321,21,14,38,0,403,985,510,368,3416,60,5345,349,32,26,47,3,456,210,42,23,13,0,284,668,43,32,56,12,809,188,13,7,0,0,216,199,34,13,29,0,280,1305,20,65,21,16,1429,128,66,17,147,3,358,15227,941,822,977,166,18128,610,48,63,217,4889,5828,78569,6641,4716,31057,6213,127193
11904,279,18017,12,38,11,124,3,186,20210,189,328,234,162,21125,903,114,61,181,11,1271,284,64,54,105,3,514,5252,1752,1330,9729,336,18407,3065,63,232,34,41,3440,397,50,30,116,10,599,900,163,109,814,23,2015,9112,1142,666,3321,128,14371,336,35,15,42,9,435,3715,60,34,21,28,3856,1426,634,365,4472,97,7001,3635,678,325,1526,114,6278,562,4,18,3,3,588,6210,955,407,814,96,8481,4960,353,252,610,49,6223,756,128,99,269,12,1267,836,87,52,24,12,1016,475,133,94,43,10,764,559,50,34,81,3,724,832,20,47,33,11,943,1090,471,335,2572,61,4518,978,80,39,43,7,1156,212,27,24,14,5,277,1497,50,60,80,18,1711,141,9,5,18,0,177,544,56,40,43,6,681,1554,33,38,17,23,1665,121,47,25,130,3,326,25455,1185,980,1082,258,28964,934,97,50,274,7688,9045,89407,7312,5121,26684,9212,137723
12001,132,15383,3,6,3,72,7,91,12991,246,317,313,70,13944,473,59,41,176,3,752,283,84,42,125,8,540,4336,1851,1292,9543,189,17212,796,37,97,28,6,966,306,39,27,122,0,495,649,160,111,829,16,1756,1867,298,163,919,20,3265,211,39,25,48,3,327,2557,75,68,42,11,2752,1570,704,428,5191,70,7954,7643,1329,688,3225,120,13010,3230,14,27,10,12,3294,1053,240,126,421,10,1851,129,32,10,37,0,215,372,84,63,218,0,741,146,32,17,9,4,204,357,130,69,32,0,584,419,46,68,130,3,661,339,42,30,63,0,468,1111,467,349,2933,43,4906,260,28,30,50,3,362,232,54,36,20,3,341,615,48,52,89,9,818,372,24,16,13,3,430,394,33,17,24,0,472,716,17,52,23,6,819,159,36,38,164,3,400,6796,704,675,770,56,9009,234,26,27,140,4589,5012,45778,5691,3964,24664,5259,85356
12002,142,15377,0,8,5,100,0,114,1769,127,192,199,20,2304,197,44,26,58,7,330,361,151,88,175,4,788,6176,2465,1651,10060,211,20558,351,18,75,14,3,457,342,51,38,164,8,595,724,228,168,1013,26,2154,750,145,79,337,17,1331,166,62,21,38,0,286,629,41,47,13,0,730,2102,848,565,5415,84,9013,1959,461,203,993,38,3658,194,6,16,6,0,225,245,58,36,168,0,507,90,11,5,16,0,126,212,92,35,107,3,455,134,21,16,13,0,176,560,128,151,39,9,882,294,66,48,112,0,524,219,30,40,49,3,334,1613,629,425,3381,50,6108,152,26,12,23,0,221,221,55,18,8,0,296,360,34,35,59,0,485,169,11,13,8,0,195,156,14,6,14,0,186,363,22,15,11,3,419,289,60,45,207,3,606,4035,695,549,745,33,6060,108,15,13,119,4174,4430,20136,5289,3669,22315,4665,56066
12003,259,20913,12,33,5,192,4,247,29854,311,575,386,224,31353,905,77,57,199,4,1244,337,119,82,177,3,729,6232,2579,1861,12176,283,23138,2731,56,161,41,36,3025,490,64,41,172,9,780,901,281,206,1214,26,2624,3719,449,209,1221,50,5641,341,66,34,97,3,546,9435,114,101,42,52,9755,2178,1051,657,7151,126,11160,7102,1168,581,2529,113,11490,6160,26,97,33,33,6351,3636,651,393,821,55,5556,180,33,14,38,0,263,376,109,68,205,5,770,262,41,39,8,5,352,532,137,121,55,8,849,828,115,80,151,11,1179,601,43,41,111,9,796,1475,710,503,3982,63,6737,392,41,41,41,4,513,190,32,22,11,5,260,1050,65,34,101,6,1259,1195,42,32,11,5,1280,562,27,35,31,9,664,2822,44,103,42,20,3024,165,62,42,222,3,490,20490,1280,936,1160,226,24091,779,32,40,230,8599,9685,97520,7941,5753,30670,9978,151873
12101,198,24361,4,9,0,44,0,62,20747,379,725,482,138,22476,656,102,46,139,0,953,632,213,116,233,3,1197,8554,3467,2466,14959,251,29691,1461,34,123,22,8,1642,545,107,66,236,5,961,1186,319,241,1303,26,3080,755,164,81,453,10,1464,393,69,36,82,0,591,3724,78,93,54,24,3982,2355,1056,792,7643,109,11959,1824,490,243,1203,34,3799,2998,14,82,23,9,3129,482,103,64,197,5,852,163,18,7,21,0,213,146,48,35,113,3,349,130,12,9,3,3,161,732,219,159,51,5,1168,693,106,72,148,4,1025,569,43,54,57,4,732,1976,859,653,4991,64,8538,215,15,15,28,0,269,636,94,52,15,3,793,586,36,31,46,7,704,378,35,28,12,3,464,131,14,4,5,0,159,576,21,31,20,9,659,334,80,51,237,4,704,12793,897,1139,940,99,15872,321,35,24,194,5158,5733,58801,7592,6252,33626,5975,112245
12102,186,21891,3,5,7,67,0,80,9877,115,267,169,78,10499,124,29,32,52,7,237,549,182,83,235,9,1054,6470,2787,2021,13498,247,25025,1543,18,97,13,17,1682,262,57,34,189,4,545,865,294,184,1208,28,2579,206,50,34,148,4,434,207,44,16,34,3,308,3936,51,42,26,17,4065,1313,678,525,5409,76,8001,921,306,124,782,22,2149,2075,7,53,14,6,2158,575,86,54,194,8,924,36,3,12,9,0,53,110,51,28,72,3,272,117,27,16,10,3,176,441,178,150,73,0,843,481,58,48,91,7,683,528,27,28,45,3,632,1359,662,522,4044,60,6648,73,19,7,7,0,103,496,56,50,5,0,610,444,23,11,46,3,529,459,28,15,13,3,523,46,8,3,4,0,58,387,0,38,0,0,429,262,65,41,227,7,593,8580,691,726,719,62,10775,228,24,24,180,2666,3119,37884,5665,4499,29221,3332,80603
12103,234,29588,0,0,0,46,0,46,19157,368,728,520,137,20908,259,49,21,140,3,472,936,201,128,284,10,1549,11978,4124,3049,18986,379,38512,641,30,91,20,0,780,469,76,71,263,9,884,1674,350,281,1489,24,3823,549,166,77,361,6,1153,392,58,55,72,3,583,3189,106,65,43,14,3422,2392,1096,823,7858,73,12240,1302,388,239,989,22,2940,3189,16,106,19,8,3340,263,87,29,163,4,551,49,7,5,17,0,84,142,63,37,116,0,353,80,25,7,8,0,113,766,217,187,64,0,1242,634,77,81,117,3,911,607,54,58,106,3,835,2632,987,770,6501,78,10969,155,13,15,39,3,227,2450,141,124,36,14,2769,425,42,49,49,3,564,723,46,23,14,6,813,132,7,0,7,0,148,497,18,51,8,3,580,437,89,64,290,3,891,10046,1034,1072,1107,74,13328,331,45,34,187,4077,4679,57265,8560,7029,40548,4984,118371
12104,178,22172,0,3,4,27,0,40,5996,260,352,279,37,6925,346,59,25,99,3,536,833,220,109,215,15,1382,11167,3598,2638,16367,310,34074,906,23,84,24,10,1041,923,118,65,276,8,1394,1669,335,253,1448,24,3735,545,186,96,366,5,1201,427,74,36,82,0,621,2075,64,74,20,7,2243,3093,1120,822,8266,111,13413,1714,433,211,927,21,3311,633,18,23,23,6,697,205,56,33,121,7,421,113,13,6,16,0,157,138,56,30,94,0,319,153,13,15,4,4,184,930,172,175,55,8,1343,732,94,58,130,7,1020,675,44,48,68,3,843,2760,887,679,5919,71,10324,210,13,13,15,0,248,819,65,49,10,3,943,666,41,39,45,6,794,353,16,7,11,7,394,166,18,7,3,0,193,365,9,25,9,5,414,435,69,42,311,3,863,9566,879,860,955,89,12346,195,23,27,186,6690,7122,39820,7311,5613,34022,7374,94139
12201,88,11414,4,0,3,18,0,23,902,60,92,109,9,1170,135,20,17,54,0,223,463,98,76,112,4,756,7192,1793,1400,7487,160,18038,146,8,25,6,0,186,563,52,33,122,6,781,984,146,125,620,16,1888,302,67,40,176,3,584,102,16,9,16,0,153,242,23,20,14,0,300,1799,478,388,3513,55,6237,880,173,104,523,10,1702,137,3,3,0,0,138,63,22,17,38,0,146,32,0,0,4,0,39,56,19,16,37,3,133,89,11,16,7,0,125,451,76,94,30,0,653,247,42,28,62,0,375,163,19,17,32,0,233,1631,451,325,2398,41,4853,61,9,14,16,0,100,426,42,32,12,0,510,302,15,18,17,3,356,42,4,7,0,0,60,49,6,5,0,0,61,89,3,8,0,0,102,280,39,23,115,5,462,3350,368,421,431,37,4611,107,11,9,93,2492,2719,16844,3455,2836,15919,2837,41888
12202,261,20931,0,4,0,28,0,31,567,49,71,112,4,797,352,76,35,143,4,611,750,211,114,240,8,1327,7853,2982,2198,14132,271,27433,205,12,49,4,0,262,313,57,46,180,4,606,1068,238,172,1082,33,2585,187,76,19,135,3,419,169,40,25,30,3,266,247,24,25,10,4,307,1440,692,488,5371,95,8083,981,285,163,802,20,2251,80,4,13,4,0,96,93,23,22,60,0,197,26,4,3,10,0,46,77,40,18,65,4,207,146,30,17,15,0,205,401,176,126,70,4,783,268,40,46,98,0,447,186,20,31,52,0,290,1621,643,549,4069,71,6946,259,37,18,58,4,378,423,75,54,14,4,575,236,17,21,46,7,319,26,10,6,5,0,56,61,8,4,3,0,79,100,3,16,4,0,127,289,65,45,212,8,617,3061,646,583,749,54,5100,117,44,21,226,2755,3162,17271,5650,4283,29807,3428,60438
12203,509,46562,7,7,7,100,0,118,5180,201,345,321,43,6094,756,105,68,239,11,1186,1478,396,234,552,34,2697,18294,6474,4861,27731,619,57981,1481,52,183,20,14,1752,1156,180,157,368,9,1870,2428,522,335,2183,56,5517,724,225,115,510,5,1577,407,89,35,73,3,600,1654,74,62,36,20,1844,4078,1594,1221,11378,158,18423,4491,930,433,2395,85,8338,748,8,29,13,3,798,272,83,51,130,3,541,115,21,6,26,0,171,237,90,64,186,5,584,507,82,59,18,7,672,1248,461,338,146,14,2202,717,111,94,150,0,1069,496,55,52,91,0,695,4017,1446,1175,7989,142,14776,860,80,55,54,8,1054,1194,132,94,34,7,1466,861,34,58,94,8,1043,127,28,9,14,0,186,148,16,15,12,5,192,371,7,25,12,5,425,788,117,103,414,3,1424,13678,1648,1637,1605,122,18690,383,57,52,462,6995,7953,56798,13133,10138,61987,8495,150543
12301,305,24870,0,20,6,170,3,200,726,44,81,103,9,972,328,72,38,181,5,621,312,123,79,238,0,755,3969,2493,1734,15513,244,23958,423,50,68,9,3,559,136,39,15,146,3,337,513,231,145,1301,24,2209,291,96,62,301,0,752,121,43,15,51,3,244,777,40,13,35,7,872,1047,566,384,5108,58,7162,1172,516,192,1542,26,3452,44,0,9,3,0,60,304,110,38,166,3,627,108,26,15,39,4,195,525,173,97,602,8,1398,170,33,24,28,0,258,237,120,107,72,0,547,323,59,62,155,3,605,137,17,12,34,0,204,1034,594,426,3616,53,5724,187,44,19,51,0,302,224,39,38,16,0,319,306,42,24,75,3,448,93,3,15,7,0,124,78,23,7,25,0,135,182,22,13,3,0,223,138,65,36,130,3,378,4047,764,399,775,41,6033,138,37,21,289,2221,2712,15228,5431,3495,35498,2859,62510
12302,793,45070,20,79,38,818,25,975,4409,99,179,224,45,4955,773,103,85,176,7,1143,611,244,101,320,14,1288,8554,3997,2778,26198,768,42302,5083,129,402,52,43,5710,502,54,40,213,15,831,1602,418,268,2108,52,4450,894,224,132,454,34,1742,348,53,35,86,0,523,8322,122,69,47,69,8624,1882,945,595,8585,170,12177,1793,589,278,1696,65,4422,218,3,25,9,0,260,2303,534,237,392,46,3519,384,53,29,64,4,529,691,232,142,594,29,1686,1306,175,119,96,34,1738,801,260,177,148,3,1389,941,96,88,229,7,1360,395,52,34,85,8,570,2105,946,678,6006,139,9865,457,70,30,67,7,630,741,96,75,46,4,962,1526,87,78,110,24,1814,522,14,20,11,3,567,236,62,24,58,0,380,1288,46,59,17,19,1420,280,77,56,229,7,641,29838,1972,1295,1478,435,35018,1174,109,95,648,8259,10277,70639,10155,7038,60057,10506,158401
12303,314,19021,0,16,9,171,6,202,209,16,24,79,0,329,187,32,22,105,0,345,266,96,45,166,9,587,2689,1487,1125,10544,225,16074,112,5,37,11,0,170,73,14,8,80,3,181,401,108,112,850,28,1501,166,50,20,137,0,379,86,21,12,27,0,150,100,23,14,11,0,140,613,344,217,3130,74,4376,568,240,115,804,31,1757,10,0,0,0,0,13,211,41,18,65,10,350,45,16,9,14,0,82,385,110,88,424,12,1022,71,27,13,8,5,129,121,76,53,46,0,306,132,42,27,64,4,267,73,14,10,36,0,133,620,333,215,2422,49,3635,75,12,19,44,0,146,83,17,16,5,4,126,87,24,8,23,0,142,28,0,3,0,0,35,20,3,0,8,0,37,47,3,11,0,0,60,118,30,20,100,3,265,1204,313,185,437,33,2173,65,17,19,300,1938,2335,7396,3145,2132,25909,2566,41152
12401,382,29625,0,24,13,220,5,261,630,69,109,192,21,1014,185,52,28,95,3,354,754,281,179,400,11,1626,6846,3811,2618,20710,403,34390,276,12,50,35,9,379,268,73,44,230,5,615,1110,405,275,1864,43,3698,291,93,49,230,0,658,295,55,33,84,4,466,293,47,33,36,4,411,1697,1135,692,8877,149,12546,679,275,114,870,27,1960,89,3,5,4,0,100,117,29,10,72,4,235,18,3,3,3,0,34,307,119,56,276,3,764,92,22,17,26,3,158,308,185,125,90,3,715,514,102,62,183,4,858,229,48,24,108,3,409,1774,991,652,6133,101,9648,56,19,6,17,0,102,172,39,36,16,0,259,275,32,18,78,3,395,59,18,14,10,0,101,30,6,8,3,0,40,145,9,10,9,0,172,300,106,73,372,8,865,3088,905,546,1065,46,5650,105,35,31,371,3241,3792,16635,7317,4831,43777,4137,76694
12402,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
12403,674,53217,9,72,42,643,4,777,2103,87,108,262,16,2576,694,133,73,277,5,1178,989,331,226,741,17,2307,8927,5038,3597,32015,670,50250,2375,123,265,50,28,2830,301,57,17,249,4,632,1315,490,333,2830,42,5008,739,180,88,545,20,1569,376,70,38,112,3,601,3730,100,71,44,19,3963,2219,1219,814,10570,179,14998,1849,683,301,2297,47,5174,285,8,17,3,0,314,742,180,105,244,6,1279,139,26,7,46,0,223,2030,600,351,1941,27,4943,695,155,81,48,9,981,584,283,218,146,11,1248,756,142,96,376,10,1376,256,40,36,91,8,433,2208,1074,819,6946,111,11166,340,68,31,64,6,507,340,65,59,41,0,507,566,50,31,113,9,770,484,20,22,15,6,548,221,35,20,49,4,329,274,18,31,8,0,332,297,99,58,308,11,775,9396,1324,885,1427,125,13156,428,83,54,743,6554,7859,39006,10956,7460,74116,8146,139692
12404,235,14741,0,9,7,177,4,196,308,19,20,53,5,410,93,13,9,43,7,164,316,91,82,241,15,742,2174,1290,965,9585,227,14243,209,5,36,8,10,269,54,12,10,74,7,158,311,135,78,751,9,1276,155,42,30,120,7,349,69,19,9,19,0,114,143,14,24,22,4,202,504,275,183,2954,46,3966,308,151,70,572,8,1111,25,0,3,0,0,31,113,45,25,67,3,250,169,29,18,46,0,257,881,224,119,814,16,2056,122,27,25,21,0,193,152,69,61,39,0,317,125,25,23,64,0,248,39,19,7,32,0,98,543,275,220,2096,41,3169,33,9,3,8,0,53,79,15,12,12,0,123,121,7,10,21,0,155,17,11,0,0,0,30,22,4,0,3,0,29,54,8,5,0,0,63,70,24,18,71,0,178,1018,224,180,317,18,1761,62,25,15,191,2893,3182,6905,2733,1930,21572,3401,36547
12405,327,17075,3,34,20,247,0,305,790,18,44,83,4,941,598,71,52,109,8,838,252,85,44,177,10,569,2862,1423,1013,9587,263,15145,2381,69,107,16,11,2583,145,11,11,78,3,244,506,106,87,765,26,1488,460,99,47,181,14,793,187,12,9,51,4,265,1691,36,23,28,12,1787,655,366,232,2966,55,4277,769,275,113,701,14,1871,116,0,0,0,0,116,656,163,56,119,15,1007,76,5,11,13,0,105,886,245,145,606,12,1898,600,98,57,28,25,806,313,97,62,44,6,519,267,47,27,121,3,468,89,7,9,26,0,130,769,349,274,2012,54,3451,100,15,13,25,0,153,182,23,17,15,0,238,401,31,19,60,7,519,309,4,13,3,0,328,370,53,43,30,3,502,200,9,11,3,4,224,87,24,19,110,0,248,7494,619,345,498,102,9067,332,38,24,265,2930,3589,21384,3828,2508,22568,3705,53993
12501,116,6668,0,9,4,36,3,49,20147,100,227,124,151,20746,573,39,21,91,9,726,108,24,6,31,0,171,2977,591,458,2743,129,6902,1897,26,91,16,25,2058,127,11,4,41,0,190,271,44,31,238,5,595,425,63,35,97,7,630,84,5,8,6,0,109,4175,33,21,24,34,4285,441,160,119,1135,29,1885,865,181,105,305,16,1476,6545,23,53,10,29,6666,3630,666,321,401,55,5074,108,4,9,8,0,131,144,32,18,39,3,236,204,19,12,6,13,254,172,33,14,30,11,250,226,23,10,29,4,295,377,12,12,13,8,423,346,139,73,703,14,1278,137,15,3,3,0,159,105,15,10,5,0,130,385,22,12,8,4,431,959,6,10,3,7,978,3679,291,195,163,67,4397,2394,16,43,26,30,2515,42,4,12,48,4,111,22154,440,347,252,204,23399,998,61,25,90,6717,7891,70379,2758,1981,6996,7563,89670
12502,209,12068,0,13,5,41,0,60,17000,150,272,187,120,17719,202,20,13,58,6,296,227,66,28,67,3,396,2857,1179,821,7440,144,12440,995,23,91,19,10,1136,122,20,16,57,0,220,417,101,87,621,19,1249,436,68,48,216,10,778,114,27,10,31,0,174,2434,32,29,16,8,2513,637,333,241,3127,58,4392,958,298,133,785,32,2205,4660,5,34,7,24,4726,1772,362,227,568,29,2952,41,16,0,3,0,62,148,38,17,80,4,288,171,34,5,9,3,219,222,79,72,31,3,405,292,39,23,46,7,404,221,22,16,41,5,306,597,286,221,2127,36,3257,137,18,0,4,0,154,161,31,17,7,0,214,322,36,23,18,3,402,685,12,9,3,6,716,254,20,8,24,4,307,410,11,18,3,3,443,71,27,14,88,0,199,7033,462,417,442,75,8429,256,17,26,139,2419,2853,40580,3228,2534,17138,3087,66570
12503,474,22145,3,21,12,156,4,197,12378,94,154,171,117,12904,1195,89,65,242,17,1598,236,52,30,92,9,418,5414,1865,1140,9333,359,18115,3210,67,176,27,46,3522,265,14,12,92,3,392,727,154,95,719,36,1728,1304,205,80,497,29,2118,202,40,7,28,7,275,5765,73,60,34,52,5977,896,464,275,3603,76,5312,2600,535,218,1151,47,4558,756,0,14,3,9,784,19881,4303,1606,2784,342,28923,178,14,8,29,7,237,1754,250,133,573,31,2736,849,103,61,13,16,1044,388,96,58,43,3,585,652,62,36,108,6,869,423,35,20,83,11,571,740,343,222,1992,41,3346,407,34,15,39,3,500,146,15,17,13,4,192,945,40,19,46,17,1065,638,14,24,8,3,685,2698,233,146,185,27,3285,6831,43,85,49,73,7076,81,25,12,106,3,233,33914,1509,865,984,416,37691,1721,147,96,309,8340,10614,100402,9963,5157,25442,10301,151262
12504,306,21722,3,13,10,125,4,154,14213,109,282,174,99,14878,544,80,34,111,8,776,384,136,65,171,4,762,5794,2081,1421,12167,280,21742,3159,67,204,28,31,3484,281,48,27,146,3,498,720,166,110,947,32,1984,973,139,76,353,19,1561,206,40,21,55,0,318,30746,108,97,52,132,31136,1158,610,444,5097,62,7374,1453,428,227,933,29,3066,2430,22,39,13,12,2520,3814,612,291,853,56,5624,77,6,3,28,0,124,920,149,86,324,26,1508,508,58,39,23,12,650,483,133,90,46,5,762,592,56,45,119,6,817,455,24,27,55,3,562,1089,515,401,3270,48,5315,373,20,8,45,3,459,265,32,15,6,6,325,743,37,34,40,5,857,2546,25,24,14,12,2622,655,64,35,37,15,804,754,17,31,10,8,823,133,51,38,153,0,384,23513,865,698,834,201,26109,1045,41,44,189,8320,9632,93128,5673,4200,28358,9533,140891
12601,80,9993,0,0,0,14,0,14,11818,144,249,170,100,12475,89,15,7,21,0,134,216,89,41,92,3,442,2428,1220,834,6833,86,11407,429,17,34,6,3,490,132,28,16,75,0,255,357,69,84,537,17,1060,154,33,26,115,3,323,73,22,7,24,0,129,2948,44,29,9,12,3049,548,311,213,2866,30,3967,454,141,67,404,6,1081,2790,12,29,7,9,2844,258,32,57,116,0,466,13,0,0,0,0,15,58,18,16,63,0,154,37,10,3,4,0,47,169,49,46,29,3,301,180,30,23,59,0,298,184,11,31,35,0,264,566,337,225,2250,31,3403,48,3,0,4,0,57,192,24,25,5,0,249,161,0,13,6,0,179,639,13,9,3,3,668,50,0,0,0,0,53,322,12,16,6,0,352,89,29,12,121,0,247,3569,295,312,369,25,4567,146,9,11,69,1380,1610,26832,2564,2061,14411,1713,47590
