SA3_CODE_2016,C06_0_14_SEO,C06_0_14_SOL_SE_Vw_w,C06_0_14_SOL_SE_Nw_Na,C06_0_14_SOL_SE_P_E_n,C06_0_14_SOL_SE_T,C06_0_14_LPE_NS,C06_0_14_T,C06_15_24_SEO,C06_15_24_SOL_SE_Vw_w,C06_15_24_SOL_SE_Nw_N,C06_15_24_SOL_SE_P_E_n,C06_15_24_S_ot_l_SE_T,C06_15_24_LPE_NS,C06_15_24_T,C06_25_34_SEO,C06_25_34_SOL_SE_Vw_w,C06_25_34_SOL_SE_Na,C06_25_34_SOL_SE_P_E_n,C06_25_34_SOL_SE_To,C06_25_34_LPE_NS,C06_25_34_T,C06_35_44_SEO,C06_35_44_SOL_SE_Vw_w,C06_35_44_SOL_SE_Na,C06_35_44_SOL_SE_P_E_n,C06_35_44_SOL_SE_To,C06_35_44_LPE_NS,C06_35_44_T,C06_45_54_SEO,C06_45_54_SOL_SE_Vw_w,C06_45_54_SOL_SE_Na,C06_45_54_SOL_SE_P_E_n,C06_45_54_SOL_SE_To,C06_45_54_LPE_NS,C06_45_54_T,C06_55_64_SEO,C06_55_64_SOL_SE_Vw_w,C06_55_64_SOL_SE_Na,C06_55_64_SOL_SE_P_E_n,C06_55_64_SOL_SE_To,C06_55_64_LPE_NS,C06_55_64_T,C06_65_74_SEO,C06_65_74_SOL_SE_Vw_w,C06_65_74_SOL_SE_Na,C06_65_74_SOL_SE_P_E_n,C06_65_74_SOL_SE_To,C06_65_74_LPE_NS,C06_65_74_T,C06_75_84_SEO,C06_75_84_SOL_SE_Vw_w,C06_75_84_SOL_SE_Na,C06_75_84_SOL_SE_P_E_n,C06_75_84_SOL_SE_To,C06_75_84_LPE_NS,C06_75_84_T,C06_85ov_SEO,C06_85o_SOL_SE_Vw_w,C06_85o_SOL_SE_Na,C06_85o_SOL_SE_P_E_n,C06_85o_SOL_SE_To,C06_85o_LPE_NS,C06_85o_T,C06_T_SEO,C06_To_SOL_SE_Vw_w,C06_To_SOL_SE_Nw_Na,C06_To_SOL_SE_P_E_n,C06_T_SOL_SE_T,C06_T_LPE_NS,C06_T_T,C11_0_14_SEO,C11_0_14_SOL_SE_Vw_w,C11_0_14_SOL_SE_Nw_Na,C11_0_14_SOL_SE_P_E_n,C11_0_14_SOL_SE_T,C11_0_14_LPE_NS,C11_0_14_T,C11_15_24_SEO,C11_15_24_SOL_SE_Vw_w,C11_15_24_SOL_SE_Nw_N,C11_15_24_SOL_SE_P_E_n,C11_15_24_S_ot_l_SE_T,C11_15_24_LPE_NS,C11_15_24_T,C11_25_34_SEO,C11_25_34_SOL_SE_Vw_w,C11_25_34_SOL_SE_Na,C11_25_34_SOL_SE_P_E_n,C11_25_34_SOL_SE_To,C11_25_34_LPE_NS,C11_25_34_T,C11_35_44_SEO,C11_35_44_SOL_SE_Vw_w,C11_35_44_SOL_SE_Na,C11_35_44_SOL_SE_P_E_n,C11_35_44_SOL_SE_To,C11_35_44_LPE_NS,C11_35_44_T,C11_45_54_SEO,C11_45_54_SOL_SE_Vw_w,C11_45_54_SOL_SE_Na,C11_45_54_SOL_SE_P_E_n,C11_45_54_SOL_SE_To,C11_45_54_LPE_NS,C11_45_54_T,C11_55_64_SEO,C11_55_64_SOL_SE_Vw_w,C11_55_64_SOL_SE_Na,C11_55_64_SOL_SE_P_E_n,C11_55_64_SOL_SE_To,C11_55_64_LPE_NS,C11_55_64_T,C11_65_74_SEO,C11_65_74_SOL_SE_Vw_w,C11_65_74_SOL_SE_Na,C11_65_74_SOL_SE_P_E_n,C11_65_74_SOL_SE_To,C11_65_74_LPE_NS,C11_65_74_T,C11_75_84_SEO,C11_75_84_SOL_SE_Vw_w,C11_75_84_SOL_SE_Na,C11_75_84_SOL_SE_P_E_n,C11_75_84_SOL_SE_To,C11_75_84_LPE_NS,C11_75_84_T,C11_85ov_SEO,C11_85o_SOL_SE_Vw_w,C11_85o_SOL_SE_Na,C11_85o_SOL_SE_P_E_n,C11_85o_SOL_SE_To,C11_85o_LPE_NS,C11_85o_T,C11_T_SEO,C11_To_SOL_SE_Vw_w,C11_To_SOL_SE_Nw_Na,C11_To_SOL_SE_P_E_n,C11_T_SOL_SE_T,C11_T_LPE_NS,C11_T_T,C16_0_14_SEO,C16_0_14_SOL_SE_Vw_w,C16_0_14_SOL_SE_Nw_Na,C16_0_14_SOL_SE_P_E_n,C16_0_14_SOL_SE_T,C16_0_14_LPE_NS,C16_0_14_T,C16_15_24_SEO,C16_15_24_SOL_SE_Vw_w,C16_15_24_SOL_SE_Nw_N,C16_15_24_SOL_SE_P_E_n,C16_15_24_S_ot_l_SE_T,C16_15_24_LPE_NS,C16_15_24_T,C16_25_34_SEO,C16_25_34_SOL_SE_Vw_w,C16_25_34_SOL_SE_Na,C16_25_34_SOL_SE_P_E_n,C16_25_34_SOL_SE_To,C16_25_34_LPE_NS,C16_25_34_T,C16_35_44_SEO,C16_35_44_SOL_SE_Vw_w,C16_35_44_SOL_SE_Na,C16_35_44_SOL_SE_P_E_n,C16_35_44_SOL_SE_To,C16_35_44_LPE_NS,C16_35_44_T,C16_45_54_SEO,C16_45_54_SOL_SE_Vw_w,C16_45_54_SOL_SE_Na,C16_45_54_SOL_SE_P_E_n,C16_45_54_SOL_SE_To,C16_45_54_LPE_NS,C16_45_54_T,C16_55_64_SEO,C16_55_64_SOL_SE_Vw_w,C16_55_64_SOL_SE_Na,C16_55_64_SOL_SE_P_E_n,C16_55_64_SOL_SE_To,C16_55_64_LPE_NS,C16_55_64_T,C16_65_74_SEO,C16_65_74_SOL_SE_Vw_w,C16_65_74_SOL_SE_Na,C16_65_74_SOL_SE_P_E_n,C16_65_74_SOL_SE_To,C16_65_74_LPE_NS,C16_65_74_T,C16_75_84_SEO,C16_75_84_SOL_SE_Vw_w,C16_75_84_SOL_SE_Na,C16_75_84_SOL_SE_P_E_n,C16_75_84_SOL_SE_To,C16_75_84_LPE_NS,C16_75_84_T,C16_85o_SEO,C16_85o_SOL_SE_Vw_w,C16_85o_SOL_SE_Na,C16_85o_SOL_SE_P_E_n
11702,4039,1484,479,95,2060,581,6684,3193,2052,100,17,2167,494,5851,6340,2795,250,35,3078,807,10230,5719,2075,434,19,2528,707,8964,3604,1520,698,10,2229,451,6287,2122,1155,851,18,2030,324,4474,904,769,1045,25,1835,219,2952,666,332,611,26,975,146,1777,338,49,125,25,201,50,590,26928,12233,4593,275,17100,3780,47806,5121,1394,401,50,1835,460,7420,3370,1848,93,23,1964,377,5713,6735,3009,197,32,3237,736,10707,6473,2256,292,25,2581,604,9657,4157,1623,496,23,2143,400,6705,2648,1168,689,19,1876,301,4817,1117,807,905,17,1737,148,2998,553,469,814,12,1300,105,1957,293,94,216,3,305,40,641,30469,12676,4103,197,16974,3170,50612,5533,1250,377,33,1658,472,7656,3844,1654,113,3,1772,432,6048,8243,2984,237,21,3239,1086,12567,6298,2289,212,19,2521,725,9545,4738,1638,343,10,1988,521,7248,3013,1197,628,16,1839,361,5212,1546,855,748,18,1622,216,3384,577,525,846,16,1382,132,2091,274,150,376,15
11703,6041,1805,591,144,2539,3104,11689,12044,8272,865,112,9251,7156,28452,26008,10824,1068,116,12006,11292,49307,16340,4542,635,45,5222,6199,27756,10409,2528,859,22,3405,4077,17894,7177,1788,838,40,2665,2894,12735,3410,970,1188,31,2190,1657,7258,2109,514,820,20,1350,899,4360,789,128,208,7,338,299,1430,84328,31370,7064,533,38963,37581,160871,7783,2163,994,92,3254,1585,12624,13018,9492,1074,94,10664,4032,27716,30791,17152,1574,185,18913,7015,56719,19610,6717,668,70,7455,3367,30431,12807,3257,872,28,4158,2277,19246,9340,2274,985,31,3290,1675,14299,4656,1198,1009,23,2229,945,7830,2123,540,1011,23,1575,546,4238,737,171,279,7,461,278,1472,100861,42963,8476,555,51991,21720,174573,9023,2726,1344,140,4206,1445,14674,13202,17128,2695,108,19932,4639,37768,34899,24005,3183,133,27322,8507,70726,20067,9785,1159,70,11022,4030,35119,14216,4340,922,34,5302,2710,22226,10473,2708,1280,28,4013,2026,16513,6496,1687,1041,34,2765,1238,10501,2432,692,1120,19,1826,644,4901,920,205,400,6
11801,12317,1499,322,110,1926,2118,16358,8831,1812,82,20,1922,1900,12654,17391,3314,110,50,3470,4085,24945,13400,2592,107,22,2723,2619,18739,9953,2037,158,18,2213,1871,14033,8973,1917,158,15,2084,1584,12636,4890,1236,268,12,1521,891,7300,3975,1119,274,14,1405,794,6172,1761,508,138,14,659,357,2776,81488,16029,1620,273,17921,16206,115616,14298,1852,457,87,2397,1713,18411,9211,1701,67,30,1790,1331,12334,18659,4157,131,23,4309,3193,26166,14852,3221,130,28,3379,2086,20322,10694,2314,136,16,2466,1391,14548,9096,1912,168,20,2098,1045,12234,5994,1376,222,18,1622,781,8394,3526,908,261,19,1188,470,5181,1909,533,154,16,699,357,2960,88233,17979,1721,252,19951,12369,120559,15293,2463,531,72,3068,1430,19789,9056,1996,104,13,2111,1071,12246,17996,5328,207,20,5557,3038,26591,14458,4095,146,20,4261,1930,20645,11783,2524,149,16,2687,1419,15897,8885,1858,182,14,2045,1060,11985,7451,1682,193,21,1896,965,10315,3863,940,266,6,1216,674,5754,1958,580,158,9
11802,12349,2811,645,174,3633,1387,17367,10630,6432,287,53,6772,1831,19237,14304,5821,225,52,6101,2200,22608,12277,4406,320,43,4765,1709,18751,9350,3553,506,30,4089,1222,14664,7004,2770,619,28,3416,968,11392,4218,1889,835,32,2754,623,7595,3826,1068,680,15,1768,600,6191,1358,257,258,6,525,206,2089,75311,29003,4370,453,33826,10749,119882,14268,3082,894,93,4065,1167,19506,10398,7505,494,65,8065,1662,20124,14353,7419,296,46,7759,2234,24342,13189,4895,271,38,5200,1582,19970,10169,3988,457,47,4494,1157,15815,7628,3167,619,31,3826,865,12314,4877,2064,734,36,2836,573,8284,3302,1290,797,15,2099,454,5860,1739,461,312,9,785,252,2776,79915,33875,4873,374,39131,9946,128988,15084,3686,947,110,4746,1133,20958,10850,9433,1055,39,10536,1741,23124,15097,8506,465,48,9024,2453,26570,13019,5854,257,31,6149,1828,20992,10962,4276,422,24,4717,1318,17000,8207,3185,654,38,3875,1011,13097,5855,2382,671,33,3082,827,9762,3092,1515,832,27,2374,498,5967,1781,612,386,13
11901,13326,12901,3018,647,16567,2330,32233,8870,10111,411,106,10623,1007,20506,7537,10122,1198,93,11417,1081,20028,7987,9327,2082,96,11509,974,20470,8657,6834,2706,59,9606,850,19108,7712,4103,2093,53,6248,569,14528,5157,2278,1910,31,4220,441,9817,5479,1173,1224,30,2428,471,8383,1683,245,310,5,559,161,2401,66405,57101,14961,1116,73182,7886,147474,14124,14639,3165,450,18252,2194,34577,8840,11381,512,112,12007,1042,21894,7110,12174,1159,85,13424,1093,21625,7391,11018,1860,99,12977,1012,21373,8154,8745,3044,99,11886,904,20948,7718,5389,2768,72,8228,761,16707,5367,2821,2044,41,4908,458,10740,4329,1386,1658,35,3074,369,7775,2316,373,483,13,868,264,3442,65345,67926,16693,997,85625,8109,159073,16342,14740,3288,321,18352,1989,36679,8922,12675,700,103,13479,1146,23545,7525,13755,1468,93,15318,1285,24127,7076,12254,1995,115,14367,1104,22547,7111,10060,2961,84,13108,1074,21292,7272,6854,3806,75,10734,898,18900,5730,3700,2504,44,6255,637,12622,3547,1771,1923,31,3720,421,7686,2429,554,764,21
11902,7215,11503,3076,582,15165,2372,24754,3962,10023,509,83,10615,935,15509,3901,11463,1357,116,12932,1076,17908,4134,10217,2557,110,12886,1126,18142,3834,6937,3249,86,10276,900,15014,3203,4520,2587,67,7168,627,10998,2125,2692,2796,38,5524,449,8103,2455,1084,1574,33,2685,333,5473,938,152,410,6,567,112,1619,31766,58585,18123,1121,77833,7926,117525,8488,11659,3429,432,15522,1891,25903,4435,10178,615,99,10889,891,16218,3916,13710,1278,136,15124,1256,20297,4421,10735,2101,111,12943,949,18317,4020,8166,3233,103,11495,838,16357,3261,5197,2975,65,8240,574,12073,2106,3234,2677,57,5970,377,8451,1741,1516,2148,49,3713,336,5793,905,259,622,13,892,221,2018,33304,64656,19071,1060,84788,7337,125427,10433,11498,3102,322,14917,1690,27043,5191,10747,750,91,11590,853,17635,4662,14984,1836,126,16942,1250,22854,4388,11601,1955,123,13683,1024,19093,4267,8835,2982,98,11911,855,17034,3324,5902,3485,72,9455,643,13422,2350,3604,2718,69,6390,474,9212,1370,1945,2463,56,4463,355,6186,915,490,971,33
11903,10981,6326,1463,265,8043,1013,20045,7480,6466,358,68,6890,666,15032,6503,6992,528,74,7594,670,14772,7274,6963,1423,58,8450,618,16335,7862,4849,2005,46,6900,639,15399,6717,2919,1335,48,4303,414,11435,4436,1617,1608,29,3248,366,8053,4719,652,846,12,1503,380,6607,2096,148,190,6,345,190,2627,58061,36925,9754,603,47282,4957,110302,10938,6715,1898,174,8786,826,20547,7344,7241,483,46,7772,548,15670,5889,9743,700,49,10493,641,17028,6691,7573,1163,59,8792,493,15972,7304,6308,2239,47,8593,566,16464,6756,3621,2076,40,5735,439,12932,4692,2024,1584,33,3636,319,8645,3716,974,1305,16,2289,290,6299,2348,218,294,5,520,175,3047,55673,44420,11740,471,56630,4301,116602,11133,6846,2234,173,9251,776,21165,7393,8784,669,48,9505,604,17498,5832,12480,1284,66,13831,858,20522,6113,8341,1202,31,9570,595,16276,6752,7039,2270,54,9353,590,16702,6471,4496,3244,52,7788,545,14809,5206,2600,2035,29,4668,420,10295,3146,1286,1741,40,3064,313,6521,2223,367,587,17
11904,8678,7654,1703,386,9746,1741,20164,5341,7575,297,84,7958,1038,14343,6756,10297,545,91,10928,1481,19162,6857,8544,994,69,9603,1075,17533,6066,5903,1569,73,7541,920,14529,5254,4333,1716,51,6098,754,12107,3435,2623,2030,43,4702,500,8637,3743,1061,1148,25,2224,468,6443,2014,202,329,18,547,209,2775,48150,48191,10330,831,59356,8190,115692,9968,7849,1954,269,10070,1337,21376,5414,7992,315,109,8417,811,14645,6300,13006,602,89,13697,1269,21269,6859,9747,819,85,10647,911,18420,6300,7168,1505,84,8759,718,15773,5394,5018,1802,56,6872,565,12831,3589,3052,1862,39,4948,373,8914,2812,1559,1597,35,3194,329,6324,1936,327,484,13,822,197,2947,48579,55716,10943,769,67425,6500,122498,10931,7745,2159,214,10119,1155,22204,6312,9385,590,76,10055,826,17190,7540,16905,1117,90,18112,1579,27235,6930,10832,808,103,11743,1001,19672,6424,8079,1348,78,9505,823,16749,5453,5599,2151,59,7801,682,13935,4128,3806,1985,61,5856,526,10504,2351,2069,1905,45,4015,483,6846,1565,573,741,24
12001,7527,1892,390,109,2393,795,10721,4617,1915,86,25,2021,461,7103,6981,3096,115,30,3243,824,11045,6534,3213,230,27,3475,675,10689,5610,2281,345,30,2651,561,8826,4281,1739,484,12,2239,418,6942,2134,1362,811,27,2195,241,4575,1888,700,641,9,1353,229,3470,785,114,173,7,284,93,1167,40356,16308,3282,274,19862,4307,64527,8927,2274,636,65,2975,706,12600,4960,2777,173,17,2965,499,8424,6629,4837,282,29,5144,883,12656,7053,4014,274,38,4336,681,12069,5979,3079,447,15,3542,464,9983,5072,2118,466,21,2600,319,7995,2801,1599,648,18,2262,213,5269,1684,961,794,23,1778,196,3654,890,212,283,8,510,107,1501,43988,21862,4018,231,26112,4054,74155,9553,2690,1096,99,3889,658,14098,5161,3561,439,31,4031,493,9683,6524,7299,608,33,7939,1001,15461,7047,4856,387,42,5286,705,13042,6306,3644,544,31,4219,541,11061,5371,2512,801,29,3335,460,9170,3991,1794,648,17,2460,372,6820,1759,1185,841,26,2045,196,3998,987,418,464,0
12002,5779,502,156,71,724,500,7002,3510,558,20,6,587,374,4470,8632,1338,26,15,1377,886,10895,7899,1219,57,22,1294,750,9949,5322,692,81,8,785,459,6561,4055,634,155,12,802,379,5237,1602,436,307,3,742,214,2564,941,191,279,4,473,143,1561,369,33,63,3,100,70,542,38116,5600,1144,146,6892,3777,48777,7393,716,235,31,983,408,8785,3383,577,39,8,619,227,4228,7688,1549,55,13,1612,499,9801,8758,1571,66,19,1651,579,10990,5801,862,76,11,953,356,7109,4803,671,108,8,789,304,5893,2253,473,170,15,659,206,3110,958,287,280,5,575,113,1645,421,67,86,6,158,47,631,41458,6769,1118,115,8003,2742,52198,8424,957,237,34,1230,616,10272,3787,606,32,3,644,346,4772,6490,1495,60,8,1561,809,8862,8155,1720,45,14,1784,829,10765,6615,1167,62,6,1240,606,8452,4903,676,95,7,772,487,6166,3340,526,139,5,676,294,4305,1054,328,255,3,590,102,1745,445,109,121,3
12003,10866,6604,1583,316,8511,1608,20991,7393,9235,655,104,9997,1489,18874,8578,10888,943,127,11963,1627,22161,9016,8555,1608,108,10264,1274,20557,8014,6363,2059,72,8487,1070,17570,5442,4231,1674,63,5970,727,12137,2846,2807,2223,57,5088,477,8412,2785,1411,1676,44,3124,430,6348,1662,365,524,11,903,190,2755,56597,50454,12955,893,64308,8897,129801,11626,6354,1870,187,8400,1306,21336,7951,9286,647,104,10036,1183,19172,8921,14430,965,150,15552,1804,26277,9002,8604,1266,80,9950,1072,20025,8191,7331,2054,79,9469,948,18610,6231,4806,1914,56,6769,649,13647,3252,2940,1923,44,4911,423,8590,2299,1690,2089,71,3849,343,6494,1537,560,713,56,1329,202,3065,59008,56014,13442,818,70272,7935,137205,11897,6582,2078,190,8852,1108,21858,8669,10960,1139,69,12165,1265,22100,10443,17906,1958,117,19979,2128,32542,8718,9738,1336,79,11156,1248,21121,8393,7588,2042,85,9712,1010,19108,6496,5329,2503,64,7895,746,15141,4061,3405,1881,45,5327,503,9886,2050,2088,2187,41,4306,339,6695,1325,707,1149,14
12101,12404,2691,844,166,3697,901,17001,7301,3488,268,29,3784,814,11899,9497,4819,347,39,5200,1235,15934,10125,3837,636,40,4507,866,15500,8630,2798,709,24,3533,655,12818,6893,1830,456,14,2296,498,9684,3502,1082,529,15,1625,263,5390,3125,681,348,18,1039,232,4397,1534,202,152,7,359,137,2024,63009,21416,4279,346,26041,5603,94660,13794,3268,1125,93,4483,654,18931,7011,3609,249,23,3882,542,11434,8454,6458,401,45,6905,798,16163,10476,4864,600,32,5494,643,16608,9058,3284,718,26,4032,448,13540,7336,2347,639,17,3008,378,10718,4357,1211,569,10,1793,237,6382,2725,747,493,8,1248,179,4149,1700,250,183,9,447,133,2280,64904,26036,4983,265,31282,4008,100200,14268,4385,1615,147,6145,777,21193,7562,4053,396,29,4483,516,12567,8435,8207,666,41,8909,1094,18445,9972,7046,717,35,7796,862,18632,9453,3923,859,36,4821,597,14866,7153,2589,1042,21,3648,509,11314,5297,1715,778,16,2511,377,8185,2770,959,599,12,1569,202,4538,1730,358,237,11
12102,11506,1990,502,124,2623,435,14557,7414,1853,67,24,1943,297,9654,6907,2220,165,17,2403,365,9675,8444,2591,297,24,2910,344,11694,7844,1974,412,22,2411,314,10565,6413,991,262,10,1257,226,7892,3388,518,305,8,827,160,4377,2513,283,211,10,508,150,3171,1059,93,67,4,165,118,1339,55484,12515,2283,236,15043,2397,72926,11726,2584,832,89,3503,415,15644,6779,2024,94,8,2131,271,9172,5911,3337,204,33,3576,350,9839,8283,3403,367,21,3792,279,12350,7854,2526,441,17,2982,290,11122,6508,1396,409,13,1818,185,8508,4290,645,344,12,1002,132,5418,2301,306,264,4,582,127,3009,1131,145,89,5,240,84,1463,54771,16371,3050,200,19628,2130,76535,11398,3397,1083,102,4583,467,16447,6757,2163,92,13,2265,258,9276,4991,4176,240,22,4441,370,9800,7237,4983,429,19,5429,429,13098,7730,2885,469,23,3382,344,11445,6263,1829,752,9,2588,272,9125,4775,906,524,10,1441,224,6439,2498,444,351,10,805,129,3439,1166,156,143,7
12103,17509,2431,405,104,2938,550,21002,11367,2528,83,13,2618,324,14302,4963,1634,89,12,1740,181,6884,10599,2718,254,13,2983,328,13917,12269,2885,396,9,3300,385,15945,10049,1801,316,7,2124,308,12485,6401,872,231,6,1105,185,7691,5607,467,182,3,654,281,6538,2216,144,81,3,220,339,2782,80978,15481,2038,171,17692,2870,101539,18113,3047,697,64,3807,651,22573,11640,2911,111,23,3049,423,15111,4866,2619,120,22,2761,269,7895,10033,3520,336,21,3878,450,14356,12846,3746,443,24,4213,455,17516,9895,2346,443,9,2800,384,13078,7299,1211,350,3,1560,264,9120,5302,620,251,11,880,262,6445,2895,240,118,10,367,224,3485,82880,20270,2860,180,23314,3387,109579,17221,4800,1259,103,6158,570,23948,11888,3401,170,13,3583,503,15973,5127,3971,211,19,4199,355,9680,8670,5532,494,24,6048,435,15148,12744,4518,716,17,5251,554,18549,9411,2858,905,16,3780,381,13568,7800,1681,681,14,2374,377,10550,5355,854,349,12,1213,344,6905,3126,284,143,6
12104,7844,1023,399,95,1513,760,10119,6398,1246,76,10,1326,845,8569,14160,3064,194,19,3278,1906,19344,10147,2239,181,17,2432,1203,13788,8237,1250,156,8,1415,917,10576,8206,887,111,14,1014,877,10094,4153,452,124,6,585,525,5259,3002,309,108,0,418,398,3816,1502,131,32,0,169,174,1838,63642,10606,1381,178,12159,7602,83406,9139,1388,470,47,1902,816,11857,5903,1322,57,10,1397,636,7938,13492,4078,172,25,4284,1650,19425,11041,2948,171,9,3132,1208,15382,8526,1778,151,20,1948,834,11309,8124,1098,161,7,1269,709,10107,5661,589,132,9,732,487,6879,2820,326,132,7,467,270,3556,1546,154,44,8,202,159,1907,66262,13691,1488,152,15332,6766,88354,10047,1939,578,77,2600,746,13395,5992,1293,65,11,1379,585,7950,12518,4653,168,17,4838,1541,18895,10661,3985,197,12,4197,1123,15981,9242,2064,178,19,2261,838,12343,8119,1327,222,8,1561,771,10449,7205,874,199,3,1082,600,8880,3342,408,135,0,542,313,4197,1581,182,65,3
12201,5447,430,98,38,560,473,6481,2954,543,46,5,586,309,3853,4985,851,50,4,909,638,6531,5189,640,23,9,672,480,6344,3969,389,57,4,447,296,4715,3317,308,35,3,339,251,3901,1884,191,28,4,223,180,2286,1755,143,34,9,182,190,2129,718,52,10,0,70,86,874,30214,3540,381,75,3994,2904,37114,6447,605,143,22,767,297,7512,3090,468,36,5,513,240,3844,4971,1113,39,4,1161,525,6652,5673,965,30,8,1005,360,7037,4526,565,54,5,629,247,5402,3348,319,41,0,363,226,3938,2343,255,33,0,287,172,2800,1427,127,23,3,155,114,1697,745,59,10,0,70,45,860,32566,4485,418,54,4959,2219,39748,6511,853,167,23,1041,327,7879,3203,512,22,7,537,234,3981,4670,1315,47,11,1376,471,6522,5376,1195,28,8,1232,413,7028,4932,737,43,3,783,316,6038,3733,378,51,3,431,273,4439,2868,269,34,6,313,215,3389,1426,158,22,3,184,123,1732,656,65,22,3
12202,9721,440,73,39,554,520,10792,5473,303,8,9,320,379,6164,4644,382,15,9,399,307,5357,7131,640,31,11,676,418,8225,7413,525,37,8,563,448,8425,6236,434,32,4,474,391,7101,3416,307,76,4,382,200,4001,2403,202,58,0,265,187,2851,1075,64,19,0,85,75,1235,47509,3295,343,83,3722,2924,54158,10357,569,108,16,694,374,11424,5740,334,17,4,350,211,6300,4197,464,19,6,488,171,4852,7083,752,23,0,778,312,8176,7769,700,42,0,742,280,8796,7048,476,45,3,524,295,7875,4669,355,49,5,410,201,5283,2555,202,50,3,258,125,2936,1272,120,28,8,148,96,1516,50697,3974,380,43,4397,2057,57154,10460,723,129,18,870,420,11751,5891,422,12,5,440,250,6584,4064,548,25,3,569,210,4844,6505,908,29,6,939,344,7787,7837,852,45,10,906,359,9100,7327,619,55,0,680,352,8360,5984,409,43,8,454,364,6806,2972,289,60,0,348,242,3560,1321,118,29,0
12203,21446,2440,506,171,3121,984,25551,12045,2206,127,24,2357,669,15075,15196,2789,180,42,3012,1082,19293,17397,3348,307,37,3687,838,21923,13857,2541,406,25,2966,646,17467,11673,1738,334,10,2086,497,14252,7578,1096,409,7,1515,337,9436,6226,592,372,10,973,385,7582,2574,246,167,4,417,270,3260,107994,17000,2807,330,20134,5703,133837,23894,2873,616,106,3596,818,28309,12206,2225,104,30,2352,467,15025,13390,3738,181,32,3956,721,18066,18603,3696,258,41,3998,779,23370,15551,3047,420,32,3499,606,19658,11616,2101,375,26,2498,451,14571,8795,1273,330,13,1616,323,10738,5714,753,358,17,1130,292,7129,2920,496,162,12,671,282,3877,112683,20213,2803,300,23318,4743,140739,24813,3470,777,94,4339,1072,30225,12975,2612,139,14,2767,665,16405,12536,4448,247,28,4726,946,18210,17399,4591,337,30,4960,1028,23388,17268,3648,413,25,4085,907,22258,12052,2336,504,31,2868,698,15625,9691,1560,353,18,1929,620,12246,5949,904,359,16,1277,552,7783,3334,340,195,16
12301,10735,483,74,50,606,346,11686,5426,302,15,9,328,170,5919,6024,479,6,11,496,186,6706,6611,630,25,6,662,182,7455,4947,421,37,3,461,143,5551,3227,261,25,3,285,95,3615,1578,153,22,0,173,66,1819,1080,68,15,0,83,69,1239,444,17,9,0,24,21,493,40077,2814,225,85,3125,1281,44486,11982,556,133,23,714,313,13009,6382,463,10,3,476,187,7041,6235,667,21,3,685,165,7088,7564,903,39,3,949,205,8713,5911,661,49,8,721,153,6782,4327,398,47,4,445,101,4872,2258,209,45,7,251,76,2586,1213,94,38,6,142,79,1435,604,43,9,0,59,37,705,46475,3992,386,56,4441,1321,52235,13414,926,229,18,1181,401,14996,7416,627,17,4,644,241,8304,7213,978,40,11,1032,292,8536,7989,1310,61,9,1388,303,9686,6913,1013,62,11,1092,270,8270,5091,673,95,6,770,184,6044,3384,364,77,3,445,163,3993,1494,173,60,6,234,101,1823,705,44,27,8
12302,25319,5456,1038,259,6755,2137,34215,18064,4545,113,59,4714,1156,23934,13868,4385,290,37,4704,925,19496,13465,5134,568,46,5747,917,20130,15263,4221,787,42,5050,921,21241,10880,2481,605,24,3110,675,14657,4389,992,533,16,1535,334,6252,2416,399,283,15,694,362,3472,600,76,74,0,150,260,1010,104275,27680,4290,493,32460,7689,144421,23306,5688,1257,184,7120,1734,32163,16748,4828,131,51,5005,1011,22763,14107,5554,265,42,5865,867,20839,12219,5776,485,68,6322,753,19298,13847,5164,725,55,5942,829,20627,12925,3366,752,41,4159,647,17726,6068,1470,573,14,2058,348,8478,2649,548,369,14,930,320,3895,875,107,123,3,234,272,1375,102741,32494,4678,468,37638,6785,147168,23201,7217,1546,183,8944,1865,34007,15339,5653,177,56,5884,1185,22408,14049,7706,447,76,8226,1259,23532,11641,7938,546,86,8572,1033,21245,11780,6122,819,80,7023,947,19751,12552,4132,1062,45,5243,913,18705,8372,2267,742,29,3037,794,12208,3116,766,503,13,1285,441,4844,989,166,167,9
12303,7730,204,44,24,268,338,8336,4343,142,5,0,152,199,4699,3868,202,9,3,214,163,4241,4886,231,14,3,254,182,5323,4690,257,18,3,273,217,5183,3389,243,18,3,256,134,3782,1591,153,34,0,185,75,1856,813,113,22,0,139,60,1007,245,45,17,3,66,16,326,31556,1590,181,41,1811,1388,34757,7731,204,30,5,246,294,8268,4540,148,11,3,159,211,4914,3483,212,7,5,219,133,3840,4929,283,13,0,293,207,5435,4866,247,20,0,262,179,5303,4053,265,23,3,292,139,4484,2218,171,33,3,209,84,2514,1025,104,27,3,129,54,1212,330,50,17,0,74,16,423,33184,1686,184,22,1892,1320,36401,8184,285,75,12,370,416,8977,4807,201,4,3,210,231,5244,4331,285,11,12,307,257,4898,4850,371,19,0,386,261,5502,5053,305,23,9,343,275,5664,4501,286,28,3,317,303,5118,3059,226,37,4,268,197,3525,1344,135,31,0,162,102,1617,478,74,17,0
