region_id,C11_75_79_Sep_M,C11_75_79_Sep_F,C11_75_79_Div_M,C11_75_79_Div_F,C11_75_79_Wid_M,C11_75_79_Wid_F,C11_75_79_Nvr_marrd_M,C11_75_79_Nvr_marrd_F,C11_75_79_T_M,C11_75_79_T_F,C11_75_79_T_P,C11_80_84_Married_M,C11_80_84_Married_F,C11_80_84_Sep_M,C11_80_84_Sep_F,C11_80_84_Div_M,C11_80_84_Div_F,C11_80_84_Wid_M,C11_80_84_Wid_F,C11_80_84_Nvr_marrd_M,C11_80_84_Nvr_marrd_F,C11_80_84_T_M,C11_80_84_T_F,C11_80_84_T_P,C11_85o_Married_M,C11_85o_Married_F,C11_85o_Seprtd_M,C11_85o_Seprtd_F,C11_85o_Divorce_M,C11_85o_Divorce_F,C11_85o_Wid_M,C11_85o_Wid_F,C11_85o_Nvr_mard_M,C11_85o_Nvr_mard_F,C11_85o_T_M,C11_85o_T_F,C11_85o_T_P,C11_OS_visitrs_Marr_M,C11_OS_visitrs_Marr_F,C11_OS_visitr_Separ_M,C11_OS_visitr_Separ_F,C11_OS_visit_Divorc_M,C11_OS_visit_Divorc_F,C11_OS_visito_Widow_M,C11_OS_visito_Widow_F,C11_OS_vis_Nvr_marr_M,C11_OS_vis_Nvr_marr_F,C11_OS_vis_T_M,C11_OS_vis_T_F,C11_OS_vis_T_P,C11_T_Married_M,C11_T_Married_F,C11_Tot_Sep_M,C11_Tot_Sep_F,C11_Tot_Div_M,C11_Tot_Div_F,C11_Tot_Wid_M,C11_Tot_Wid_F,C11_Tot_nver_marrie_M,C11_Tot_nver_marrie_F,C11_Tot_T_M,C11_Tot_T_F,C11_Tot_T_P
105154150,22,14,73,97,93,480,46,47,1043,1259,2302,563,371,10,9,31,63,130,643,39,36,773,1122,1895,388,179,12,6,16,48,234,1105,36,54,686,1392,2078,187,280,3,0,6,16,4,47,89,110,289,453,742,17188,17584,643,873,1726,2754,718,3369,10745,9460,31020,34040,65060
105154450,10,7,40,46,54,300,40,29,709,802,1511,392,241,12,10,21,34,81,411,38,39,544,735,1279,276,172,4,3,16,19,155,650,22,39,473,883,1356,169,210,0,4,7,19,3,42,66,80,245,355,600,12614,12915,457,595,1183,1904,468,2121,7711,6883,22433,24418,46851
105156650,39,32,85,108,144,565,74,74,1321,1501,2822,716,392,20,10,43,70,192,673,57,78,1028,1223,2251,445,231,8,6,32,65,281,1212,37,86,803,1600,2403,233,269,3,9,19,32,8,45,125,136,388,491,879,20753,20655,1058,1394,2568,3734,949,3913,14367,11708,39695,41404,81099
105157151,34,23,103,168,142,659,61,52,1428,1851,3279,952,670,21,21,51,131,219,1029,43,40,1286,1891,3177,585,317,12,8,31,89,317,1404,21,54,966,1872,2838,84,101,0,5,11,15,4,25,85,84,184,230,414,20732,21116,961,1203,2693,4104,1051,4434,13839,12174,39276,43031,82307
105157152,16,16,69,97,122,474,29,22,1004,1196,2200,558,376,18,8,38,69,153,634,31,23,798,1110,1908,305,138,3,5,26,43,228,953,21,41,583,1180,1763,62,74,0,3,13,17,5,13,58,75,138,182,320,24124,24473,858,1200,2170,3551,865,3268,13743,12008,41760,44500,86260
105200351,23,7,40,57,63,288,24,24,577,693,1270,337,167,10,9,18,24,85,397,33,17,483,614,1097,199,117,0,3,17,21,124,516,11,23,351,680,1031,75,129,4,0,0,14,0,29,67,52,146,224,370,12458,12477,795,1085,1394,2221,441,2077,8038,6480,23126,24340,47466
105200353,25,18,62,72,88,401,34,20,778,940,1718,455,329,10,9,35,47,145,556,28,27,673,968,1641,288,159,6,6,19,46,203,722,19,23,535,956,1491,50,53,0,3,6,4,6,18,44,33,106,111,217,13263,13162,796,1143,1658,2218,680,2742,9070,7096,25467,26361,51828
105200355,17,14,43,73,106,365,34,22,703,917,1620,428,297,22,7,27,37,135,544,18,16,630,901,1531,253,139,4,3,15,31,203,689,10,17,485,879,1364,49,69,3,0,5,6,4,17,31,38,92,130,222,11530,11709,531,690,1299,1979,687,2452,7096,6061,21143,22891,44034
105201550,47,36,119,118,188,798,104,82,1833,1966,3799,917,520,28,11,65,82,209,865,74,77,1293,1555,2848,520,238,5,6,23,66,240,998,48,54,836,1362,2198,228,295,5,5,14,28,7,83,118,133,372,544,916,29404,29173,1496,1943,3462,4962,1078,4785,19172,14989,54612,55852,110464
105252851,44,41,129,128,180,768,66,46,1407,1699,3106,718,355,33,17,45,71,197,840,42,40,1035,1323,2358,369,175,24,11,17,34,221,916,21,27,652,1163,1815,90,114,0,3,10,14,4,28,85,74,189,233,422,21922,22013,1675,2228,3563,4840,1045,4978,16748,13828,44953,47887,92840
105252854,16,11,21,26,58,348,14,14,646,721,1367,303,149,11,9,19,17,84,350,12,13,429,538,967,148,60,4,3,5,12,92,324,12,16,261,415,676,39,40,0,0,6,9,3,13,21,30,69,92,161,15089,15148,738,1071,1225,2043,444,2231,10290,8475,27786,28968,56754
105254901,32,32,91,123,134,603,54,22,980,1242,2222,415,218,20,17,44,53,136,589,17,18,632,895,1527,185,97,3,4,17,31,156,553,13,13,374,698,1072,108,152,3,7,8,18,6,58,45,55,170,290,460,20556,20700,1390,1826,2758,3810,822,3618,14922,12004,40448,41958,82406
105254904,13,11,15,25,34,216,8,7,377,424,801,168,88,8,8,12,18,61,237,5,11,254,362,616,87,37,4,4,3,7,57,269,5,10,156,327,483,67,85,0,3,0,9,4,37,34,50,105,184,289,15852,15960,739,1051,1210,1807,335,1639,9290,8130,27426,28587,56013
105301450,10,9,37,30,47,211,7,10,443,482,925,187,122,5,6,14,22,69,280,7,10,282,440,722,123,69,3,0,12,11,86,435,5,13,229,528,757,19,26,0,4,3,5,0,9,24,33,46,77,123,11723,11890,530,793,1229,1870,387,1512,6707,5945,20576,22010,42586
105301501,25,15,31,72,74,281,12,27,457,585,1042,182,116,3,8,22,36,78,322,10,16,295,498,793,108,58,4,3,13,22,79,394,17,15,221,492,713,58,80,3,0,7,5,5,30,30,40,103,155,258,13974,14104,862,1257,1895,2910,547,2116,10957,9924,28235,30311,58546
105301504,20,15,53,51,75,322,16,13,535,639,1174,218,157,9,0,24,32,79,295,13,11,343,495,838,120,69,0,3,16,18,73,342,10,9,219,441,660,52,53,3,0,4,5,7,17,27,28,93,103,196,12854,12957,949,1244,1817,2815,569,2063,10638,9710,26827,28789,55616
105308400,5,3,28,33,47,171,18,18,375,420,795,163,86,6,0,25,20,36,183,12,7,242,296,538,97,54,4,0,12,9,42,226,5,5,160,294,454,8,8,0,0,0,0,0,3,13,27,21,38,59,8861,9002,458,580,1034,1343,301,1087,5389,4602,16043,16614,32657
105350150,18,9,33,55,57,252,67,44,552,610,1162,261,154,13,4,35,49,80,305,52,49,441,561,1002,173,83,8,3,18,37,126,620,35,90,360,833,1193,92,127,3,6,3,3,3,21,64,82,165,239,404,7966,8003,402,464,1123,1551,376,1709,7121,6585,16988,18312,35300
105351300,18,10,30,43,30,194,37,57,405,500,905,257,142,5,4,15,30,48,250,35,43,360,469,829,158,71,5,3,17,11,95,368,12,57,287,510,797,101,124,0,4,0,10,3,15,80,117,184,270,454,6689,6740,254,359,660,1039,248,1255,5776,5095,13627,14488,28115
105351521,3,7,20,16,46,189,21,11,417,458,875,254,132,7,0,16,24,53,220,22,28,352,404,756,125,62,7,0,10,18,78,355,10,27,230,462,692,101,164,3,0,0,12,3,21,63,102,170,299,469,8759,8921,317,376,775,1139,288,1239,6032,5361,16171,17036,33207
105351524,9,12,20,53,64,246,36,29,483,631,1114,307,171,9,3,22,37,68,340,18,42,424,593,1017,198,75,4,4,14,26,86,424,6,29,308,558,866,35,50,3,0,3,6,0,12,36,54,77,122,199,7370,7487,305,395,1064,1596,342,1510,5066,5091,14147,16079,30226
105357100,14,5,24,20,35,192,33,27,378,435,813,196,98,0,6,8,16,32,217,20,23,256,360,616,122,76,5,0,6,14,74,322,13,25,220,437,657,119,138,0,4,3,7,3,26,89,78,214,253,467,7747,7812,213,313,597,945,247,1197,5927,4668,14731,14935,29666
105400200,7,9,47,38,58,243,37,24,557,556,1113,233,150,4,12,20,24,78,314,25,35,360,535,895,150,89,3,3,11,16,97,435,14,33,275,576,851,179,251,9,0,8,24,4,54,100,92,300,421,721,16487,15755,782,888,1611,2103,416,1933,11990,8360,31286,29039,60325
105403950,23,13,65,103,134,535,56,55,990,1178,2168,468,278,16,12,39,52,155,664,40,43,718,1049,1767,260,137,7,10,16,38,193,853,17,30,493,1068,1561,227,290,0,4,3,14,5,82,68,61,303,451,754,20981,21006,1092,1447,2252,3309,843,3687,13315,10720,38483,40169,78652
105406251,5,7,35,37,36,153,42,21,316,374,690,166,110,7,5,12,37,52,208,24,19,261,379,640,105,58,7,0,13,26,83,475,10,21,218,580,798,382,434,6,5,17,17,8,78,146,121,559,655,1214,11402,10649,600,596,1374,1808,317,1406,8915,6493,22608,20952,43560
105406252,17,17,47,56,59,244,34,20,568,640,1208,309,180,9,4,30,41,70,341,25,31,443,597,1040,157,87,0,3,9,31,130,473,13,39,309,633,942,125,161,3,0,8,14,0,26,58,71,194,272,466,9826,10020,384,495,1085,1657,422,1675,6439,5548,18156,19395,37551
105406253,12,9,33,42,52,227,19,5,515,557,1072,232,149,7,7,16,32,67,286,9,11,331,485,816,132,73,3,3,7,17,108,452,6,14,256,559,815,74,113,0,0,4,9,0,22,23,27,101,171,272,8499,8594,312,427,802,1284,334,1521,4580,3880,14527,15706,30233
105406254,11,7,25,16,41,174,23,9,306,344,650,143,102,5,3,12,13,37,185,11,14,208,317,525,99,41,6,5,8,12,48,234,4,12,165,304,469,44,56,0,3,0,0,0,13,17,13,61,85,146,6846,6843,446,606,759,993,243,1126,5219,3908,13513,13476,26989
105450900,24,27,92,157,102,420,70,64,913,1118,2031,397,246,22,7,41,90,120,477,38,43,618,863,1481,240,130,7,3,17,75,189,798,20,65,473,1071,1544,60,73,3,8,6,10,0,11,140,144,209,246,455,14979,15182,792,1052,2356,3785,712,2767,9857,9016,28696,31802,60498
105453800,15,12,35,78,59,246,31,18,509,628,1137,244,169,18,6,36,28,72,307,32,12,402,522,924,146,86,3,7,13,39,114,436,13,16,289,584,873,27,25,3,3,3,3,0,3,47,60,80,94,174,12010,12113,772,929,1854,2527,498,1775,8955,7345,24089,24689,48778
105456351,22,18,78,94,89,377,25,19,677,810,1487,250,160,19,9,27,43,112,390,20,22,428,624,1052,151,78,9,4,17,38,105,457,14,12,296,589,885,52,65,4,3,4,12,3,25,41,46,104,151,255,17811,17911,1330,1617,2716,3791,760,2511,15119,12739,37736,38569,76305
105456354,20,17,55,95,80,335,31,16,634,759,1393,292,156,5,7,26,57,100,395,8,17,431,632,1063,150,90,6,0,16,25,113,601,9,25,294,741,1035,29,40,3,3,0,5,4,15,43,34,79,97,176,15765,15969,999,1241,2043,3246,586,2417,10963,10128,30356,33001,63357
105530751,19,12,40,49,92,332,26,7,543,653,1196,229,130,5,3,23,50,102,308,9,11,368,502,870,105,60,3,3,9,15,94,461,21,12,232,551,783,173,268,0,9,6,23,12,88,94,93,285,481,766,22246,22314,902,1241,1920,2924,583,2299,12881,10754,38532,39532,78064
105530752,31,20,64,118,140,656,35,28,961,1275,2236,440,256,15,21,30,65,166,573,33,21,684,936,1620,209,106,11,11,20,24,140,657,11,16,391,814,1205,188,239,6,5,3,8,3,64,52,73,252,389,641,19849,19934,1101,1453,2280,3359,808,3493,13847,11342,37885,39581,77466
105530753,30,20,42,78,98,413,27,24,629,780,1409,217,148,16,6,25,33,96,350,17,24,371,561,932,118,48,4,0,3,21,83,462,14,34,222,565,787,99,154,3,4,5,12,5,68,42,58,154,296,450,17341,17448,1274,1843,2150,3244,676,2919,14617,13366,36058,38820,74878
105554100,5,0,10,20,15,75,17,21,174,205,379,118,86,0,5,10,17,15,138,17,32,160,278,438,101,50,0,0,3,23,65,323,14,55,183,451,634,15,16,0,0,3,3,0,6,21,27,39,52,91,2725,2774,86,101,268,470,126,698,1889,1473,5094,5516,10610
105554700,13,14,23,52,16,125,21,42,286,409,695,159,110,6,3,11,29,38,205,16,26,230,373,603,138,72,0,7,8,19,75,395,14,43,235,536,771,64,66,0,3,3,11,3,13,93,100,163,193,356,6614,6706,222,301,675,1211,207,1058,4605,4346,12323,13622,25945
105555350,8,8,34,43,24,120,14,35,282,371,653,190,116,4,3,19,28,38,212,17,36,268,395,663,159,72,0,3,11,41,73,387,13,66,256,569,825,68,73,3,3,6,13,0,3,51,84,128,176,304,5601,5804,203,260,697,1226,195,1044,3399,3838,10095,12172,22267
105555950,14,9,52,121,45,227,62,95,547,716,1263,215,148,9,3,40,65,63,276,48,90,375,582,957,196,95,11,8,11,67,83,472,31,83,332,725,1057,261,239,8,5,12,35,5,39,233,264,519,582,1101,11646,11532,639,703,2176,3241,365,1632,11920,12556,26746,29664,56410
105556700,31,30,75,148,137,531,70,89,1247,1508,2755,706,464,11,13,35,97,192,818,49,90,993,1482,2475,467,239,5,9,30,51,294,1217,38,134,834,1650,2484,340,421,6,3,9,45,8,73,433,518,796,1060,1856,22080,22209,796,1025,2147,3442,896,3931,16175,15291,42094,45898,87992
105558250,13,12,37,68,48,255,40,75,698,831,1529,445,258,22,7,40,60,84,393,34,46,625,764,1389,287,158,7,6,19,59,174,766,26,83,513,1072,1585,244,296,9,4,15,22,3,47,236,238,507,607,1114,14711,15254,448,594,1323,2316,482,2151,9263,9207,26227,29522,55749
105604001,12,11,41,76,55,299,25,34,620,787,1407,397,281,7,7,35,54,107,422,18,38,564,802,1366,282,164,5,4,15,46,236,890,10,60,548,1164,1712,75,88,4,4,6,17,3,22,60,76,148,207,355,15211,15596,420,576,1122,2014,570,2303,7952,6929,25275,27418,52693
105604004,21,20,61,107,95,446,38,55,1062,1290,2352,620,433,18,10,38,66,147,602,26,52,849,1163,2012,408,205,3,0,21,64,263,1024,21,84,716,1377,2093,241,323,3,4,16,21,6,49,119,170,385,567,952,20538,21128,591,800,1606,2899,740,3123,11370,10345,34845,38295,73140
105604500,22,21,56,119,119,583,41,67,1575,1791,3366,994,748,8,4,39,95,210,839,37,87,1288,1773,3061,760,434,7,6,18,78,369,1691,34,116,1188,2325,3513,240,264,11,5,17,28,8,47,197,247,473,591,1064,25868,26942,495,753,1401,2662,985,4286,11684,11543,40433,46186,86619
105607421,17,5,33,52,63,287,17,17,658,742,1400,334,173,3,4,14,24,68,337,12,20,431,558,989,175,75,3,3,6,18,98,405,3,8,285,509,794,143,186,4,8,13,20,3,34,68,97,231,345,576,17581,17964,477,645,1205,2082,435,1910,8535,7774,28233,30375,58608
105607423,3,5,25,21,28,157,9,3,434,414,848,194,117,3,4,9,17,49,184,11,11,266,333,599,104,55,0,3,6,12,58,291,5,6,173,367,540,60,78,3,0,6,4,7,23,23,51,99,156,255,12738,13078,335,489,828,1339,285,1153,6036,5160,20222,21219,41441
105607425,3,5,26,27,37,164,9,9,383,417,800,188,97,6,0,9,12,56,183,6,10,265,302,567,89,46,0,0,5,10,63,284,3,16,160,356,516,83,124,3,0,5,8,5,23,60,55,156,210,366,9742,10020,232,299,687,1051,295,1126,5155,4475,16111,16971,33082
105655150,9,8,22,71,30,153,28,38,389,497,886,246,176,13,6,20,43,36,211,17,40,332,476,808,177,79,3,0,13,41,102,395,17,30,312,545,857,126,121,3,5,13,18,0,11,174,176,316,331,647,7817,7905,318,390,1058,1576,280,1160,6264,5860,15737,16891,32628
105656370,18,10,49,88,53,288,16,14,660,821,1481,412,277,13,4,39,78,101,406,24,26,589,791,1380,287,139,4,3,23,37,172,788,19,32,505,999,1504,49,68,3,9,4,13,3,7,82,73,141,170,311,12324,12545,484,592,1544,2337,498,2134,6595,5638,21445,23246,44691
105658000,44,40,119,233,167,712,60,68,1635,2027,3662,940,662,25,9,90,186,236,1015,50,85,1341,1957,3298,679,376,18,10,61,108,526,1899,44,121,1328,2514,3842,169,197,8,12,21,43,9,29,216,277,423,558,981,29125,29636,1226,1400,3378,5455,1363,5219,18621,16133,53713,57843,111556
105703101,16,25,64,162,110,512,54,55,1057,1455,2512,702,516,20,12,60,91,163,677,32,41,977,1337,2314,482,283,8,5,34,51,297,1057,30,57,851,1453,2304,35,54,0,3,8,6,3,6,38,43,84,112,196,13946,14187,725,940,1862,3015,834,3234,7782,6653,25149,28029,53178
105703104,55,23,144,220,180,681,77,64,1382,1666,3048,665,478,25,32,112,147,254,926,59,57,1115,1640,2755,467,296,17,8,43,91,354,1421,47,65,928,1881,2809,40,61,3,3,13,15,3,11,34,70,93,160,253,17229,17468,1386,1582,3484,5106,1220,4612,13252,11632,36571,40400,76971
105708551,48,25,121,148,191,636,67,31,1389,1542,2931,640,411,27,12,61,100,251,734,39,30,1018,1287,2305,332,202,4,11,33,65,280,906,32,22,681,1206,1887,16,24,0,3,5,0,3,9,18,40,42,76,118,14085,14350,1193,1405,2747,3807,1107,3656,9887,8544,29019,31762,60781
105708554,21,24,91,144,120,502,52,50,990,1291,2281,560,401,17,8,63,89,165,639,42,26,847,1163,2010,369,185,9,4,21,65,257,909,21,48,677,1211,1888,25,28,0,3,6,3,7,3,24,31,62,68,130,12836,12959,957,1365,2496,3702,877,3173,9654,8851,26820,30050,56870
110051720,15,19,54,54,77,331,34,21,573,716,1289,234,170,13,5,25,23,102,393,23,25,397,616,1013,132,55,5,3,16,27,113,481,17,22,283,588,871,39,35,3,3,3,10,3,3,18,31,66,82,148,9346,9230,738,812,1716,2070,553,2045,7380,6154,19733,20311,40044
110054651,28,29,81,103,129,461,40,33,983,1169,2152,503,344,20,9,44,55,152,558,19,29,738,995,1733,290,145,4,3,14,33,192,784,9,23,509,988,1497,23,32,3,0,3,5,0,9,23,32,52,78,130,12275,12486,685,864,1951,2591,792,2812,7706,6618,23409,25371,48780
110054653,20,7,57,88,119,501,22,26,986,1224,2210,548,376,13,3,43,62,156,614,18,17,778,1072,1850,343,166,6,4,21,38,205,740,12,14,587,962,1549,23,33,0,0,7,4,0,3,39,30,69,70,139,15183,15461,718,975,2112,3071,785,2945,9823,8533,28621,30985,59606
110054655,24,16,95,79,117,365,41,37,944,1015,1959,485,358,13,3,52,43,156,512,23,25,729,941,1670,333,210,8,10,23,36,236,809,15,14,615,1079,1694,27,22,3,0,3,3,0,9,28,24,61,58,119,10333,10533,666,772,1831,2325,770,2547,6911,5770,20511,21947,42458
110055050,18,9,48,65,77,351,44,31,709,866,1575,325,202,7,10,23,39,80,471,35,26,470,748,1218,176,102,6,7,13,18,119,575,18,33,332,735,1067,27,25,0,0,4,3,3,3,16,13,50,44,94,13101,13328,760,918,1875,2641,529,2323,8938,7882,25203,27092,52295
110055903,18,12,59,106,68,275,68,43,532,700,1232,257,199,11,5,44,72,102,409,46,35,460,720,1180,176,88,6,5,18,27,146,613,21,39,367,772,1139,81,62,0,3,4,7,3,7,121,106,209,185,394,8013,7835,657,684,1978,2407,522,1955,10544,8717,21714,21598,43312
110055904,3,6,32,55,59,315,29,16,505,695,1200,263,212,5,3,14,26,93,394,21,9,396,644,1040,201,108,6,3,14,21,138,577,8,17,367,726,1093,37,47,0,3,3,4,0,4,146,124,186,182,368,8256,8353,486,582,1188,1751,470,1993,7048,5967,17448,18646,36094
110055905,17,8,69,102,97,404,50,36,756,1003,1759,419,349,10,7,45,72,152,565,31,38,657,1031,1688,312,166,8,7,20,29,199,862,16,60,555,1124,1679,30,24,3,0,7,3,0,8,71,84,111,119,230,9410,9535,610,761,1828,2569,672,2623,8809,7781,21329,23269,44598
110056400,26,18,92,102,118,435,32,17,1059,1171,2230,516,315,10,3,42,51,141,487,18,16,727,872,1599,266,153,5,0,9,33,211,652,7,18,498,856,1354,28,42,0,4,11,7,5,6,18,44,62,103,165,13260,13433,843,929,2341,2878,820,2646,7809,6583,25073,26469,51542
110102700,7,5,16,5,12,40,6,4,134,109,243,44,28,0,0,3,8,17,51,12,7,76,94,170,29,16,4,0,0,3,18,85,0,7,51,111,162,0,8,0,0,0,0,0,3,4,0,4,11,15,1812,1845,90,97,289,293,109,292,1005,817,3305,3344,6649
110103050,4,3,11,7,14,42,0,7,83,131,214,60,31,0,3,5,3,14,60,4,9,83,106,189,27,13,0,3,3,0,20,69,3,3,53,88,141,3,0,0,0,0,0,0,3,4,0,7,3,10,1105,1076,76,62,202,187,71,257,547,419,2001,2001,4002
110103320,29,18,109,67,127,332,32,24,990,1047,2037,521,331,17,6,61,55,151,396,24,19,774,807,1581,280,185,0,3,17,27,195,612,15,14,507,841,1348,19,28,0,0,3,4,0,3,19,18,41,53,94,7633,7702,513,545,1524,1725,715,2087,3668,3083,14053,15142,29195
110105650,8,3,26,9,19,90,8,4,148,187,335,55,35,0,0,10,10,16,80,12,0,93,125,218,29,10,0,3,3,0,23,92,4,3,59,108,167,4,3,0,0,0,3,0,0,10,19,14,25,39,3108,2784,270,224,530,478,137,476,2612,1888,6657,5850,12507
110107000,4,0,10,12,30,84,12,7,204,210,414,89,72,3,0,0,6,25,130,3,14,120,222,342,47,22,0,0,3,3,31,148,3,9,84,182,266,14,13,0,0,3,4,0,3,15,16,32,36,68,4668,4482,294,259,654,676,186,608,3659,2510,9461,8535,17996
110107620,4,3,11,16,23,90,9,7,188,214,402,87,64,3,3,13,4,28,100,12,11,143,182,325,50,31,0,0,4,7,29,145,9,7,92,190,282,8,5,0,0,0,0,0,4,31,25,39,34,73,2806,2750,178,153,430,487,148,556,1933,1508,5495,5454,10949
115054400,7,9,17,27,35,142,8,15,336,413,749,203,113,0,4,7,17,46,179,7,18,263,331,594,109,73,4,0,8,16,73,316,10,16,204,421,625,15,22,0,0,0,3,0,0,14,15,29,40,69,4541,4644,183,212,509,724,254,905,2280,1917,7767,8402,16169
115056900,14,19,35,75,113,394,25,14,759,915,1674,396,217,4,11,27,45,124,456,22,7,573,736,1309,181,102,0,4,15,28,118,450,3,15,317,599,916,8,17,3,3,4,3,3,3,10,18,28,44,72,12486,12668,698,927,1741,2480,659,2285,8124,7159,23708,25519,49227
115058451,30,34,102,159,178,665,85,36,1395,1707,3102,766,498,16,14,54,94,204,907,40,39,1080,1552,2632,491,245,9,3,37,60,318,1208,35,41,890,1557,2447,158,153,3,6,14,13,5,11,343,316,523,499,1022,18324,18410,1113,1269,3009,4258,1085,4180,17471,14266,41002,42383,83385
115058454,25,21,84,97,180,684,70,33,1411,1625,3036,673,454,13,11,48,72,240,724,48,21,1022,1282,2304,340,172,7,3,32,30,235,913,25,26,639,1144,1783,30,39,0,0,7,7,4,17,44,57,85,120,205,18595,18852,1001,1279,2632,3357,1080,3807,12385,10074,35693,37369,73062
115076951,8,12,47,58,69,227,23,15,503,588,1091,251,164,10,6,24,32,83,277,13,14,381,493,874,150,72,3,3,8,18,101,387,6,27,268,507,775,7,12,0,4,3,3,3,7,13,17,26,43,69,6113,6027,434,530,1160,1560,438,1409,4778,3880,12923,13406,26329
115106952,33,29,134,114,180,536,54,24,1423,1504,2927,724,520,23,15,67,49,201,595,39,30,1054,1209,2263,407,209,6,3,37,42,269,770,12,29,731,1053,1784,36,40,3,3,3,9,0,11,16,31,58,94,152,12786,12943,792,874,2287,2667,1080,3053,6487,5365,23432,24902,48334
