region_id,C11_T_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_T_T
105708554,18987,7069,789,1042,27887
110051720,13418,4342,468,770,18998
110054651,16781,5773,469,644,23667
110054653,21043,6202,702,592,28539
110054655,14261,4855,478,501,20095
110055050,18342,5185,570,737,24834
110055903,12035,6799,1889,1288,22011
110055904,11575,3959,730,441,16705
110055905,13703,6508,1259,699,22169
110056400,17543,5889,546,1255,25233
110102700,2327,742,50,125,3244
110103050,1373,590,35,87,2085
110103320,9604,4341,359,972,15276
110105650,3933,1418,182,461,5994
110107000,5954,1603,202,403,8162
110107620,3660,1428,160,266,5514
115054400,5650,1646,115,267,7678
115056900,17416,4641,380,565,23002
115058451,25211,11279,2393,1699,40582
115058454,24939,7303,638,938,33818
115076951,8446,3302,345,612,12705
115106952,16651,6659,526,1207,25043
115108350,12054,4325,315,641,17335
120057554,14301,6717,833,1471,23322
120057556,3121,917,152,268,4458
120074851,7758,3365,655,363,12141
120100250,10777,4261,557,775,16370
120101350,7275,3089,835,1204,12403
120104550,2454,1055,87,164,3760
120104854,3290,1118,161,253,4822
120106611,2904,1315,96,173,4488
120106612,2973,1062,105,385,4525
120107558,5393,1936,286,488,8103
125011801,13163,5466,733,1041,20403
125036381,11735,5083,483,907,18208
125050600,3462,1380,167,230,5239
125051736,5712,2299,208,854,9073
125051737,6093,2453,245,271,9062
125051738,1606,573,70,116,2365
125051804,5071,1470,169,499,7209
125055700,4999,2385,232,376,7992
125103380,12669,5009,481,781,18940
125104350,7341,2989,285,761,11376
125106385,8546,2935,284,482,12247
125108859,87,43,6,10,146
130057311,11815,4478,492,725,17510
130103550,3134,1232,117,268,4751
130103660,1373,609,33,56,2071
130104201,1364,377,29,50,1820
130104920,2039,832,80,96,3047
130107314,3131,1130,100,140,4501
130150111,4553,2211,411,503,7678
130150112,1137,255,20,40,1452
130153010,2307,1070,91,161,3629
130153650,1138,435,36,74,1683
130154202,2911,1294,110,163,4478
130157400,1765,859,59,185,2868
130157650,1644,515,42,75,2276
130157850,858,346,12,49,1265
130205300,3236,1313,114,555,5218
130205750,3390,1278,111,343,5122
135012601,9066,3397,420,557,13440
135052604,922,206,22,73,1223
135052950,1165,457,29,99,1750
135055271,4978,1808,190,508,7484
135055850,1706,689,56,96,2547
135058020,2480,1090,93,236,3899
135058150,2105,896,62,153,3216
135100950,716,316,20,115,1167
135102150,1044,459,31,108,1642
135107900,1461,942,90,428,2921
135107950,739,342,25,44,1150
135151150,627,284,23,274,1208
135151200,386,169,19,55,629
135151750,1159,524,39,241,1963
140030471,8116,3116,510,562,12304
140070473,1434,433,43,103,2013
140070850,1831,679,39,113,2662
140071400,3528,1106,71,119,4824
140074870,5221,2391,177,330,8119
140075274,897,459,30,56,1442
140076100,1351,506,31,82,1970
140150800,1571,646,47,103,2367
140152350,3169,1459,113,321,5062
140152900,2407,1076,78,141,3702
140154600,1731,698,47,135,2611
140156200,3736,1563,107,386,5792
140158100,1032,438,31,43,1544
140206150,9531,3879,454,782,14646
145056181,2880,524,63,260,3727
145056470,9808,3885,417,786,14896
145101050,631,319,15,36,1001
145103311,5377,2540,205,293,8415
145103314,1781,496,55,142,2474
145103700,971,431,36,49,1487
145106184,957,395,28,96,1476
145107640,2000,773,28,117,2918
145108710,4090,990,97,249,5426
145108750,3175,1296,100,211,4782
145150550,8877,3463,338,759,13437
145152750,9846,4159,335,998,15338
145201000,652,331,21,34,1038
145202050,2574,1169,88,186,4017
145207050,1633,625,108,1312,3678
150057751,13850,5241,974,581,20646
150102000,1081,375,32,66,1554
150102200,2011,894,44,111,3060
150103500,998,379,29,47,1453
150104300,1346,507,34,89,1976
150104950,805,300,23,29,1157
150105800,1490,716,42,146,2394
150107350,1541,709,43,62,2355
150107500,2925,1199,75,214,4413
150107754,1334,296,23,44,1697
150151600,677,281,30,68,1056
150153450,6186,2060,208,506,8960
150153850,775,366,23,91,1255
150154750,2696,1004,87,249,4036
150155550,597,225,15,41,878
155050050,12203,5581,830,786,19400
155053341,1026,209,24,57,1316
155102300,3031,1259,118,204,4612
155103342,1599,709,49,111,2468
155107450,886,384,19,50,1339
155107700,306,131,6,24,467
155150650,2165,1029,55,132,3381
155151860,421,117,11,28,577
155152500,1872,983,63,172,3090
155154250,386,154,11,31,582
155155500,1900,744,62,163,2869
155157800,1077,407,25,133,1642
155200300,595,224,13,98,930
155208200,1783,631,49,270,2733
160101250,4782,2507,150,617,8056
160101700,454,265,17,156,892
160108809,176,72,5,71,324
185019779,0,0,0,0,0
