SUA_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
1021,166,1094,794,9486,149,11688,10,61,29,1377,19,1495,114,12,20,52,3,198,45,14,0,18,4,84,206,70,35,154,3,475,1707,1071,769,8894,110,12553,134,3,42,4,4,189,47,10,4,65,0,127,257,93,62,743,9,1165,47,19,8,61,0,143,36,11,5,14,0,58,105,11,5,10,0,135,324,174,135,2254,35,2919,157,77,25,359,4,620,39,0,10,0,0,40,46,16,3,22,0,88,9,4,6,15,0,26,77,28,21,106,5,242,85,30,17,22,0,152,129,57,29,46,5,265,78,15,12,48,0,151,31,5,14,21,0,71,77,20,5,4,0,107,487,276,203,2092,23,3078,12,3,4,15,0,33,96,14,18,11,0,143,50,8,10,23,0,92,19,8,3,0,0,31,12,0,6,0,0,16,59,15,19,92,0,183,962,226,172,380,13,1749,42,28,8,253,1100,1429,4394,2022,1431,18562,1408,27828
1022,41,344,268,4790,53,5502,4,19,6,804,9,851,41,4,3,22,0,77,22,4,0,23,0,43,58,42,15,77,0,190,478,303,241,4420,56,5491,66,0,18,6,0,88,16,0,0,19,0,39,73,22,20,420,3,529,22,11,3,27,0,56,16,4,0,10,0,30,48,0,5,3,0,52,77,85,67,1358,14,1599,40,21,18,125,0,200,13,0,3,0,0,19,5,0,0,4,0,16,0,0,0,0,0,0,19,6,6,46,0,74,20,4,9,5,0,37,30,27,10,19,0,88,16,14,3,23,0,53,14,0,4,13,0,27,3,3,8,0,0,15,108,71,64,974,11,1229,0,0,0,3,0,7,17,3,0,0,0,24,17,4,0,21,0,39,0,0,0,0,0,0,18,0,0,0,0,18,17,11,6,32,0,66,305,64,63,165,9,606,12,9,4,135,614,779,1301,627,476,9420,733,12563
1023,39,280,228,4817,57,5429,0,45,12,1378,28,1463,75,4,8,27,0,110,3,5,0,5,0,23,46,16,17,35,0,114,322,250,191,3854,64,4690,117,0,28,8,0,156,8,3,0,16,0,26,31,20,12,367,0,433,13,4,0,18,0,37,10,6,3,6,0,17,89,0,0,7,0,98,89,58,28,920,11,1105,21,23,8,96,3,158,8,0,6,0,0,12,7,0,4,15,0,26,0,0,0,0,0,11,5,0,5,10,0,17,44,22,13,8,0,85,26,13,15,10,0,69,16,9,4,16,0,44,3,0,0,7,0,11,8,3,3,4,0,19,98,63,38,835,12,1049,5,0,0,0,0,12,26,0,0,0,0,34,16,8,0,20,0,43,3,0,0,0,0,3,6,0,3,0,0,7,10,5,6,18,0,39,369,61,47,139,6,627,16,3,5,136,933,1091,1265,524,401,9014,1072,12272
1024,159,1035,764,8456,126,10540,0,32,14,922,10,980,125,19,12,56,0,211,134,21,9,60,10,231,205,60,47,123,0,427,2481,1005,723,8727,130,13067,129,9,32,8,0,176,93,9,9,82,0,191,315,86,56,788,11,1255,116,31,13,67,5,237,34,3,0,10,4,55,73,9,3,9,0,98,535,216,128,2729,25,3629,294,89,19,307,6,714,9,0,0,0,0,13,33,11,0,22,0,67,15,3,3,0,0,19,122,29,22,69,0,237,76,38,17,22,3,151,80,59,21,32,4,190,140,30,17,63,4,255,60,10,0,21,0,94,10,0,4,0,0,14,633,271,163,2394,24,3494,26,3,0,5,0,39,89,6,18,0,0,109,60,3,0,24,0,91,3,4,0,0,0,7,29,0,0,0,0,32,136,32,18,113,0,304,1004,240,167,356,15,1776,54,11,12,158,1275,1505,5720,1951,1332,17832,1580,28418
1025,2363,17313,12965,176906,1699,211241,95,1029,491,27880,267,29758,4978,306,470,1164,36,6954,845,240,83,552,12,1734,2156,1055,622,2738,24,6587,19967,15901,11376,166351,1841,215437,2949,159,1012,252,20,4396,720,220,175,1268,18,2402,3477,1658,1167,14727,129,21160,1292,467,182,1603,23,3578,456,170,69,377,0,1068,4223,248,138,256,8,4877,4445,3164,2251,46499,304,56671,3073,1337,486,6251,68,11213,856,23,86,48,3,1019,289,128,56,416,0,886,1702,288,134,789,8,2923,480,259,168,1003,19,1929,972,504,280,441,17,2215,1094,854,600,599,23,3165,2044,553,386,1949,28,4952,585,128,152,534,17,1409,594,297,96,121,13,1121,5881,4481,3061,44554,275,58246,563,92,66,182,7,912,1088,244,202,150,3,1690,823,153,95,509,6,1586,280,59,61,62,0,472,1037,46,99,36,4,1222,1028,602,377,3052,16,5079,18995,3892,3128,7534,236,33777,909,231,161,3639,21551,26492,72852,32076,23054,354882,25573,508437
1026,215,1375,1193,13047,143,15975,11,123,61,3040,53,3284,251,6,28,71,6,359,58,19,10,31,0,117,220,79,50,162,3,503,2179,1321,1035,10905,180,15627,303,13,84,22,9,425,68,12,16,90,0,185,287,104,61,935,12,1410,84,21,12,107,0,221,60,13,4,33,0,108,384,10,10,7,3,416,388,237,144,3150,39,3956,228,94,44,422,5,795,47,5,0,5,0,53,29,13,7,24,5,71,28,3,0,12,0,45,77,29,13,134,5,255,72,26,21,26,6,149,92,70,46,51,4,262,96,35,15,83,3,233,45,3,6,20,0,78,24,8,0,3,0,39,499,291,226,2505,42,3565,28,3,0,13,0,51,70,11,14,0,0,104,68,14,14,42,0,135,23,5,0,3,0,23,44,6,8,0,0,64,102,35,24,102,0,263,1420,276,227,517,13,2448,71,11,10,207,3103,3393,6136,2473,1921,24631,3516,38678
1027,160,1190,822,15096,135,17395,8,70,45,2980,55,3160,387,12,20,85,8,515,66,20,0,54,0,143,209,89,48,225,0,582,1297,1041,737,13638,173,16877,323,14,47,21,0,407,51,9,14,117,0,194,238,95,87,1131,12,1561,80,21,12,64,4,181,35,13,6,25,0,83,544,13,10,20,0,584,276,240,153,4520,37,5223,248,98,46,572,3,962,80,4,0,4,0,90,29,28,5,49,0,105,18,9,6,6,0,30,17,21,16,66,0,121,77,41,12,34,0,168,97,79,42,76,0,290,102,17,23,124,0,275,79,19,13,35,8,157,27,12,3,0,0,42,364,279,207,3326,24,4191,29,0,3,14,0,52,102,20,7,0,0,140,58,12,0,25,0,99,31,7,0,3,0,45,46,0,4,4,0,50,48,22,21,145,0,241,1790,265,179,550,23,2822,68,4,12,294,2072,2451,5763,2148,1476,30074,2457,41920
1028,275,1880,1384,16385,258,20170,10,95,47,2360,27,2537,330,30,35,98,6,504,68,25,7,35,0,147,358,109,84,200,0,758,3522,1790,1260,15697,253,22516,333,19,61,13,4,429,115,28,27,146,6,328,448,142,89,1354,14,2045,77,27,14,119,0,237,62,26,10,27,0,124,350,22,22,24,0,417,749,424,234,5256,54,6727,291,140,56,610,15,1111,54,0,12,4,0,72,29,20,4,59,0,115,13,0,3,4,0,20,95,30,24,124,0,276,80,34,13,33,0,164,139,80,62,57,5,342,128,37,14,76,0,255,61,14,10,30,0,114,18,0,4,4,0,25,862,410,298,4017,38,5630,37,4,0,17,0,58,152,36,20,8,3,220,99,17,12,57,0,185,42,0,3,3,0,51,89,0,10,5,0,103,128,32,21,166,0,353,1634,384,263,618,19,2914,97,16,23,293,2059,2495,8591,3373,2375,33223,2636,50193
1029,76,442,419,6770,43,7747,4,40,13,1346,3,1416,80,7,10,23,0,116,10,0,3,11,0,21,88,36,25,97,3,243,670,419,358,5658,42,7146,202,0,33,6,0,235,14,9,4,27,0,55,72,56,37,660,0,825,7,3,0,25,0,40,17,5,0,9,0,28,88,0,8,0,0,102,145,74,70,1504,16,1796,26,21,8,188,0,248,11,0,4,0,0,13,7,3,0,4,0,22,3,3,0,3,0,9,19,8,9,47,0,75,89,18,9,19,0,138,92,44,26,21,0,184,17,11,6,41,0,69,23,5,0,14,0,37,8,0,0,6,0,5,198,104,81,1334,8,1721,7,0,0,3,0,12,83,7,11,5,0,100,35,0,0,15,0,57,4,0,0,3,0,12,39,0,4,0,0,48,29,15,9,66,0,118,323,78,66,186,5,659,24,5,7,133,888,1065,1944,810,704,12582,975,17018
1030,125,827,510,6400,68,7928,3,53,31,1177,29,1287,74,17,8,32,0,139,107,14,3,30,0,159,127,31,19,68,4,253,1560,784,502,5754,96,8697,107,3,12,11,0,142,43,12,4,57,0,116,238,59,38,457,9,806,160,18,10,59,3,249,56,9,7,16,0,93,44,10,0,9,3,62,307,142,88,1750,17,2302,200,86,24,223,3,541,6,4,0,0,0,10,12,5,0,18,0,47,23,4,0,6,0,37,112,37,17,81,0,246,39,14,10,21,0,88,59,33,16,23,0,141,104,14,6,30,0,150,40,9,0,10,0,58,9,6,0,0,0,18,374,215,115,1488,18,2205,19,3,0,5,0,35,19,18,6,7,0,49,39,8,9,16,0,67,3,0,0,0,0,3,19,0,0,0,0,24,71,22,14,67,4,173,639,143,100,294,16,1184,46,9,12,114,1021,1201,3859,1487,910,12596,1249,20105
1031,87040,145047,110038,656858,7227,1006209,1421,5186,2614,57611,856,67686,508117,8529,15120,12093,3220,547073,26099,3993,2450,9263,264,42068,20122,6542,4072,11844,176,42762,293260,112061,80547,581267,7923,1075061,111333,3329,9297,2282,437,126671,19858,2771,2112,6912,136,31790,41708,10171,7423,49371,700,109376,66135,12336,6633,35594,647,121345,11314,2236,1260,3583,85,18482,224290,3860,3050,1937,478,233616,76620,29054,19926,225889,1722,353211,101282,25620,12142,71284,1115,211445,64601,675,1989,567,273,68104,105152,24316,10801,28086,727,169089,19908,2567,1547,4396,161,28577,24731,7312,4022,21600,301,57972,18233,3480,2224,1634,211,25778,17613,6291,4522,3139,176,31738,25047,3682,3042,7434,185,39396,20861,1717,1862,3158,160,27754,24217,3126,1355,899,304,29905,61655,25850,19005,166207,1248,273964,22278,2235,1529,2766,139,28951,22414,3255,2362,1007,98,29129,31250,1889,1733,2939,221,38032,15989,981,766,636,58,18430,109597,2063,3548,2078,673,117945,9547,2520,1658,8170,71,21966,854986,57130,46562,58176,5451,1022302,45213,2875,2123,10669,226977,287861,2661098,309940,225850,1376890,256255,4830047
1032,136,850,714,16834,177,18712,13,138,53,5547,61,5814,513,10,21,111,0,658,9,13,4,12,0,39,112,50,28,143,4,341,999,850,634,13932,210,16621,511,9,39,5,9,568,31,15,10,64,0,115,130,83,42,1420,18,1693,25,10,3,57,3,97,16,3,5,18,0,39,404,6,3,8,0,428,193,182,133,4036,26,4570,71,67,23,379,4,543,30,3,5,5,0,40,33,7,0,36,0,75,5,0,0,3,0,12,31,18,3,103,0,159,85,30,19,28,0,161,56,46,32,50,0,186,36,15,4,49,0,108,17,0,5,11,0,37,8,10,0,0,0,18,260,204,158,3286,26,3938,5,3,0,3,0,16,63,9,13,8,0,83,37,8,0,30,0,74,21,0,3,0,0,23,283,0,8,0,3,290,31,17,17,96,4,168,1545,186,127,503,27,2388,129,9,7,333,2932,3409,4978,1641,1210,32638,3396,43874
1033,93,656,430,9986,245,11410,0,55,29,2537,77,2695,133,4,12,40,3,198,18,9,0,20,4,44,146,51,24,92,0,317,910,638,412,8955,206,11126,190,7,25,9,9,234,30,8,11,47,6,98,133,57,20,688,12,911,25,17,5,34,0,84,18,4,0,13,0,37,178,6,3,3,3,192,181,106,72,2098,26,2479,81,40,9,237,4,366,14,0,0,0,0,20,23,5,3,24,0,54,0,0,0,0,0,0,32,11,0,43,0,90,22,20,15,20,0,76,23,32,12,25,0,96,29,7,9,22,0,62,21,5,3,5,0,29,0,5,0,0,0,10,205,177,93,2025,31,2536,8,0,0,9,0,10,13,0,0,0,0,18,23,5,5,26,0,58,10,0,0,0,0,12,29,0,6,0,0,30,30,7,3,43,0,81,568,95,74,291,13,1037,25,13,9,253,1800,2100,2638,1204,747,19591,2337,26519
1034,80,631,486,5469,74,6752,4,19,15,605,8,651,60,5,17,60,0,145,52,7,8,25,0,83,107,29,26,74,0,233,1139,551,420,5439,73,7632,77,6,25,11,0,113,27,11,4,43,0,85,160,52,25,369,9,618,50,20,4,52,0,131,34,5,0,16,0,52,43,3,5,3,0,55,229,113,108,1698,20,2161,201,80,24,348,6,659,16,3,3,0,0,26,12,0,0,9,0,26,10,0,0,4,0,16,64,21,13,43,4,140,28,14,4,15,0,62,50,28,32,25,0,124,42,18,4,29,0,97,22,4,4,10,0,42,4,0,5,0,0,7,323,180,132,1405,14,2050,17,3,0,12,0,36,24,16,5,6,0,45,29,3,0,15,0,49,0,4,8,0,0,15,25,5,9,0,0,36,36,25,12,54,0,132,407,127,143,222,3,902,36,9,0,116,867,1031,2702,1164,877,11230,1043,17026
1035,258,1345,942,19784,177,22514,11,113,36,3608,53,3819,530,14,51,124,9,733,41,7,8,60,5,116,198,101,54,300,0,658,1460,1179,819,18800,192,22452,435,10,55,26,0,526,56,15,16,142,0,236,263,141,113,2324,14,2859,85,30,17,150,0,282,26,6,5,17,0,50,882,17,16,21,0,933,334,274,194,6652,36,7496,201,116,29,752,5,1101,42,4,7,4,0,57,24,17,5,42,0,80,5,3,0,11,0,22,36,16,17,88,0,159,89,30,18,42,0,179,70,86,51,55,3,271,77,16,11,112,0,218,27,6,0,24,0,59,73,12,4,6,4,102,397,304,223,5067,17,6012,35,4,0,7,0,42,88,21,21,12,0,148,49,0,6,57,0,120,56,0,7,5,0,70,80,3,8,3,0,103,50,22,21,129,0,221,3762,341,206,705,21,5040,127,25,16,468,2613,3241,8418,2452,1698,41386,3048,57003
1036,2962,13011,9655,82866,961,109456,64,595,348,9471,139,10617,4133,139,227,518,28,5048,1762,327,182,792,27,3096,2118,852,514,1975,29,5486,20260,11498,8791,71685,948,113178,2083,135,543,156,19,2931,673,126,141,693,4,1640,3407,1126,908,6362,100,11905,2194,527,275,1664,29,4687,657,165,64,356,7,1246,3047,122,95,112,8,3389,4198,2335,1604,22703,194,31027,6900,1982,949,6821,142,16788,455,20,48,29,0,556,1309,367,240,485,13,2417,6483,808,433,1827,66,9615,1560,537,273,1698,28,4099,921,304,199,237,12,1673,845,521,376,316,11,2068,1357,306,206,808,16,2694,423,70,60,230,6,786,210,105,25,29,5,375,5471,2973,2135,19135,176,29898,2181,258,145,370,16,2973,615,219,142,60,0,1047,2005,305,201,739,29,3276,228,38,25,44,0,341,1257,47,86,73,9,1461,1196,394,294,1167,10,3069,19707,3486,2702,4991,233,31109,1107,177,135,1302,12239,14948,84641,25128,18368,162706,14851,305691
