SUA_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
1010,166245,176934,343180,9926,9356,19278,21927,20537,42466,10394,9608,20002,9285,8999,18281,18485,19367,37850,19731,21243,40975,21128,22507,43634,20998,23332,44328,18693,21603,40301,11760,13778,25537,3916,6602,10520,160887,172052,332934,5358,4886,10242,8051,8289,16335,154,156,312,130,150,278,8334,8591,16925,131924,138907,270832,26139,29158,55297,146410,154442,300847,11312,13221,24535,149628,158803,308435,3337,3075,6414,20593,19278,39872,7456,7326,14778,2798,3258,6056,3906,7468,11375,59941,68188,128127,10293,9677,19971,39690,42249,81939,10487,11601,22091,5081,5328,10411,545,488,1035,156365,166279,322648,9107,10522,19630
1011,35658,38534,74195,1907,1927,3830,4721,4592,9312,2147,2091,4245,1740,1652,3387,4035,4306,8340,4171,4588,8761,4331,4781,9115,4588,5203,9795,4612,5004,9620,2516,3002,5513,896,1382,2277,34040,37055,71089,1616,1476,3102,1974,2163,4138,52,43,94,55,46,103,2079,2248,4333,28089,30041,58135,5462,6294,11753,30178,32626,62800,3345,3688,7034,31266,33725,64988,590,615,1207,4384,4274,8656,1460,1508,2961,426,562,990,985,1757,2744,12346,14539,26882,2355,2362,4715,8290,8790,17079,2303,2455,4755,1407,1307,2711,226,282,512,33042,35802,68843,2987,3216,6206
1012,19522,21062,40578,1538,1525,3066,2850,2832,5682,1234,1098,2327,1140,1263,2400,3199,3419,6620,2401,2582,4981,2146,2298,4442,2055,2318,4373,1646,1863,3507,982,1293,2274,337,572,909,18612,20314,38924,912,743,1653,3147,3309,6452,9,19,30,53,65,116,3209,3393,6600,15646,17155,32801,2188,2246,4435,15871,17431,33309,1924,1935,3859,16372,17990,34361,450,457,912,2532,2551,5085,741,714,1458,195,303,497,504,970,1474,6326,7921,14242,1075,1181,2258,4370,4359,8733,1106,1028,2139,712,675,1386,71,51,127,17525,19112,36642,2170,2127,4296
1013,9946,11138,21087,349,352,696,912,918,1829,456,456,915,349,343,690,691,802,1493,832,885,1717,1022,1127,2149,1413,1679,3089,2004,2188,4185,1393,1572,2963,524,829,1355,9420,10632,20050,525,506,1035,607,612,1218,5,11,23,14,19,32,633,636,1265,8193,9131,17321,1103,1271,2376,9002,10024,19033,368,399,765,9103,10146,19250,118,117,239,856,841,1691,301,297,595,59,86,143,122,296,417,2839,3169,6009,597,606,1204,2985,3449,6435,1037,1248,2288,503,527,1030,36,30,69,9164,10240,19409,832,1015,1849
1014,12212,12355,24565,776,680,1454,1537,1500,3043,677,613,1294,788,635,1414,1746,1650,3394,1456,1432,2882,1436,1467,2907,1508,1527,3036,1264,1460,2721,756,933,1688,261,470,733,11759,11951,23707,449,402,858,656,606,1262,23,24,42,10,3,8,680,627,1311,10105,10357,20465,1359,1304,2659,10237,10801,21034,818,836,1648,10465,11118,21586,231,198,435,1405,1377,2786,448,422,866,150,169,318,325,545,868,3688,4322,8012,680,680,1361,2945,2993,5941,847,882,1728,536,503,1035,47,49,94,10726,11350,22077,1765,1146,2907
1015,9273,9983,19255,582,539,1122,1317,1191,2505,610,478,1089,521,550,1069,1012,1141,2156,939,1061,2003,1020,1159,2176,1160,1243,2406,1130,1216,2342,711,901,1614,269,505,777,8805,9618,18424,459,373,833,918,1010,1931,17,13,30,24,22,49,965,1047,2010,8114,8666,16785,494,640,1141,8391,9035,17425,255,340,591,8480,9160,17638,149,167,319,1212,1084,2297,369,306,674,81,107,190,177,417,599,2388,2903,5293,591,563,1153,2438,2729,5169,788,817,1609,456,448,907,38,38,76,8452,9151,17600,868,867,1732
1016,10202,10369,20569,707,670,1380,1324,1271,2595,611,579,1185,632,574,1204,1646,1661,3312,1372,1327,2701,1230,1233,2467,1165,1137,2305,791,899,1694,500,630,1125,217,385,603,9852,10057,19911,351,310,659,561,601,1158,13,13,22,8,8,14,579,617,1195,6731,7016,13751,2765,2680,5450,6630,6897,13526,2845,2777,5621,7717,8153,15865,169,173,343,1213,1162,2375,418,404,824,133,119,252,241,420,656,3349,3679,7025,608,581,1190,2298,2144,4444,517,581,1101,547,603,1146,137,152,291,9377,9613,18993,972,812,1787
1017,7877,7780,15654,443,408,849,1003,1002,2008,516,481,1002,504,397,906,1022,818,1841,891,821,1709,885,901,1783,983,1042,2033,948,985,1933,516,617,1139,154,305,460,7570,7501,15073,304,279,581,1411,1338,2751,15,10,27,48,43,94,1475,1393,2865,6654,6560,13215,512,512,1026,6329,6883,13208,209,251,461,6443,6977,13418,124,127,248,869,881,1749,281,299,579,51,89,145,105,274,378,1583,1999,3577,448,452,901,1894,2009,3904,719,735,1459,458,441,899,31,20,53,6444,6953,13395,1435,861,2299
1018,13877,14941,28816,774,702,1480,1783,1688,3472,913,847,1768,869,839,1709,1732,1808,3541,1601,1804,3398,1726,1880,3609,1854,1991,3848,1542,1721,3261,780,1088,1862,303,563,862,13362,14426,27793,516,511,1026,980,960,1935,28,19,44,35,35,71,1041,1019,2054,11603,12456,24056,1347,1503,2843,12189,13092,25277,762,895,1653,12478,13482,25963,256,207,468,1623,1539,3157,595,580,1173,219,271,491,483,819,1303,4898,5693,10586,866,885,1755,3173,3557,6727,957,933,1891,550,515,1071,37,49,81,12779,13715,26489,1271,1410,2684
1019,6226,6163,12385,295,284,575,751,664,1420,343,301,639,354,272,627,787,678,1468,662,614,1276,735,745,1486,855,892,1748,821,844,1664,491,606,1100,137,258,388,5922,5919,11839,308,242,544,531,458,994,15,13,30,7,5,11,557,477,1033,5126,5052,10177,618,685,1306,5242,5464,10707,282,322,605,5353,5582,10939,72,76,147,676,614,1288,204,207,404,56,61,120,118,234,350,1553,1903,3457,384,374,756,1753,1646,3397,482,576,1063,276,272,549,16,14,28,5426,5728,11147,826,399,1223
1020,7577,7445,15020,463,449,910,1158,1075,2236,504,443,950,427,373,803,758,814,1573,878,963,1844,1023,1001,2020,980,962,1939,865,859,1724,451,416,863,72,86,166,7242,7136,14381,334,309,644,534,557,1094,9,10,17,16,11,23,559,580,1139,6554,6448,13004,681,716,1390,7012,6894,13908,231,269,506,7065,6931,13993,159,144,297,1097,1025,2121,344,324,670,116,127,244,137,345,484,2189,2541,4730,543,455,1004,1990,1911,3903,593,528,1122,278,195,475,20,10,28,7129,7067,14194,335,254,583
1021,13517,14311,27828,786,780,1560,1604,1579,3187,757,750,1503,845,754,1600,1495,1585,3079,1446,1455,2902,1585,1610,3191,1678,1871,3547,1687,1839,3521,1180,1414,2595,455,683,1138,12927,13755,26678,591,558,1147,769,775,1545,18,21,35,18,13,30,804,802,1603,11304,11806,23110,1692,1927,3621,12378,13018,25395,595,676,1270,12471,13197,25668,223,242,464,1523,1490,3015,504,540,1042,260,277,533,318,570,886,4167,4856,9024,944,872,1821,3809,3867,7671,1051,1091,2145,522,518,1031,53,37,89,12633,13316,25949,638,806,1445
1022,6134,6433,12563,468,445,909,895,872,1775,376,328,710,333,308,642,859,929,1786,786,775,1560,713,752,1469,667,705,1379,554,615,1167,357,462,822,127,233,353,5868,6185,12050,267,249,513,421,440,865,4,3,7,7,4,13,440,444,886,5308,5519,10826,489,559,1051,5514,5795,11305,260,275,541,5559,5835,11391,128,125,251,832,820,1652,228,220,445,60,73,135,142,288,431,1826,2366,4193,421,360,781,1616,1469,3079,364,383,746,200,202,405,22,18,38,5709,5972,11683,583,499,1081
1023,6308,5968,12272,442,379,822,974,904,1879,422,354,770,367,327,696,952,906,1860,843,756,1603,779,753,1528,726,682,1404,506,516,1026,243,271,517,60,122,179,6071,5780,11851,239,186,422,816,735,1556,13,10,23,13,13,29,848,759,1605,5320,5065,10391,562,530,1091,5376,5292,10665,278,314,596,5452,5380,10834,132,118,251,894,822,1715,265,235,502,54,82,138,108,250,361,1374,1684,3058,491,390,883,1648,1544,3198,502,450,953,273,255,533,16,17,25,5636,5572,11209,815,384,1202
1024,13682,14735,28418,489,508,993,1415,1405,2816,801,669,1471,557,537,1097,1040,1032,2069,1141,1310,2450,1608,1778,3381,2116,2380,4501,2417,2671,5085,1668,1774,3440,434,671,1104,12951,14026,26979,735,701,1444,515,481,1000,13,18,23,8,13,19,534,515,1047,10729,11520,22247,2262,2509,4771,12284,13189,25466,689,770,1458,12349,13317,25667,150,178,324,1329,1332,2663,554,501,1052,151,187,335,251,486,735,4914,5411,10327,959,889,1844,3660,4082,7740,995,1074,2065,452,435,887,38,38,78,12646,13678,26320,881,972,1858
1025,249387,259044,508437,15073,14412,29485,32792,30789,63576,15194,14590,29785,17084,16721,33805,34662,35189,69849,31694,32754,64445,30679,31953,62634,29120,31249,60368,24889,27151,52045,13719,16285,30001,4479,7958,12437,239069,249884,488951,10320,9164,19478,14905,15097,30001,280,279,562,313,305,624,15501,15686,31186,211072,218876,429945,27688,29709,57397,220355,230032,450387,16493,18121,34612,226573,237363,463932,4911,4694,9606,31115,29244,60356,10891,10959,21847,6082,7141,13222,7832,12518,20351,90126,102561,192681,15433,13861,29294,58873,59189,118061,16021,17946,33972,7743,7931,15673,814,834,1652,232523,243739,476267,14343,13661,28005
1026,19311,19369,38678,1239,1146,2385,2493,2465,4960,1180,1075,2257,1214,1082,2296,2721,2481,5201,2277,2245,4520,2195,2270,4469,2271,2370,4643,2055,2256,4314,1242,1346,2581,426,628,1054,18479,18712,37194,828,651,1482,1826,1752,3582,37,33,79,25,38,65,1896,1831,3723,15538,15465,31001,2428,2587,5009,16133,16815,32948,1105,1267,2370,16463,17184,33644,393,348,743,2229,2226,4453,757,698,1451,234,286,521,429,841,1268,5610,6570,12186,1148,1118,2266,4583,4600,9191,1428,1448,2877,825,772,1594,67,57,123,16843,17754,34596,2527,1635,4166
1027,20336,21582,41920,1584,1364,2953,3161,2960,6121,1337,1228,2567,1167,1189,2354,2702,3026,5732,2495,2790,5281,2396,2500,4902,2127,2373,4500,1873,2164,4040,1087,1334,2424,401,635,1045,19405,20839,40245,926,743,1670,1553,1596,3154,17,25,42,40,32,65,1608,1656,3266,17005,18058,35067,2186,2322,4507,17669,18848,36513,1531,1570,3094,18286,19436,37716,431,413,847,2951,2758,5707,930,904,1839,258,396,651,649,1046,1690,6798,8460,15263,1162,1114,2279,4416,4550,8967,1240,1220,2465,789,720,1513,100,70,171,18642,19937,38579,1930,1878,3807
1028,23733,26465,50193,1204,1091,2289,2925,2846,5771,1452,1447,2897,1197,1307,2511,2336,2500,4842,2541,2796,5337,2791,3228,6021,2937,3528,6462,3230,3699,6934,2263,2702,4966,842,1321,2162,22718,25520,48241,1013,938,1955,1257,1310,2570,14,18,38,19,21,39,1290,1351,2648,19160,21464,40625,3410,3784,7199,21380,23852,45232,1237,1425,2664,21568,24136,45701,381,358,743,2778,2689,5465,1066,1114,2181,395,559,956,643,1196,1837,9037,10565,19602,1563,1615,3175,5335,6343,11684,1614,1800,3413,820,829,1652,52,47,106,22247,24699,46955,1869,2122,3983
1029,8800,8219,17018,561,539,1101,1258,1204,2463,771,473,1243,714,479,1192,1315,1201,2513,1021,1041,2061,1061,1101,2163,976,930,1905,672,690,1364,336,382,713,117,189,306,8538,8036,16570,264,188,446,702,719,1416,19,10,28,20,22,42,736,752,1486,7444,7084,14527,781,777,1566,7849,7515,15368,356,352,705,7856,7488,15345,153,165,320,1179,1128,2314,390,338,731,111,110,220,187,365,551,2505,2586,5097,765,562,1331,2300,2130,4427,540,609,1155,302,243,549,26,21,49,7756,7827,15582,1239,431,1675
1030,9748,10354,20105,486,454,944,1067,1036,2099,490,468,958,423,392,815,919,976,1891,990,1075,2061,1105,1190,2291,1361,1528,2885,1653,1796,3453,993,1049,2043,264,387,656,9182,9848,19028,565,507,1073,628,663,1282,19,12,30,14,12,27,658,682,1335,7647,8198,15841,1476,1526,2999,8626,9202,17831,520,578,1100,8792,9402,18189,165,129,289,977,951,1929,306,324,627,73,96,167,178,367,539,2921,3455,6379,633,590,1228,2714,2880,5593,822,866,1690,450,432,876,36,31,61,8966,9611,18577,678,706,1380
1031,2390019,2440022,4830047,148965,140449,289412,308291,291990,600281,139863,131097,270956,165583,156068,321649,379419,387507,766928,362330,367342,729672,301667,313888,615554,258035,269362,527399,187148,205878,393027,102203,118653,220855,36517,57794,94315,2328980,2379633,4708611,61037,60395,121434,33900,34610,68514,836,798,1632,727,784,1506,35456,36192,71650,1326861,1325445,2652310,951659,1007011,1958674,1326723,1315967,2642690,932400,997335,1929732,1909536,1955859,3865391,44023,41439,85459,289049,274456,563509,114507,112168,226668,78130,78927,157058,97826,136088,233915,1269673,1335078,2604751,97940,88933,186875,281027,279800,560828,76929,79173,156100,62348,72983,135334,26629,35664,62288,2244558,2298611,4543170,136126,130869,266994
1032,21306,22567,43874,1506,1312,2816,3210,3019,6228,1564,1336,2899,1263,1293,2553,3001,3223,6226,2511,2663,5175,2309,2521,4827,2244,2572,4816,1988,2259,4250,1270,1619,2893,442,753,1193,20456,21838,42291,852,726,1579,2959,3019,5976,31,28,62,82,81,161,3068,3129,6201,17577,18778,36352,2156,2100,4256,18028,19313,37339,1690,1578,3266,18351,19700,38048,422,358,780,2896,2717,5620,997,857,1855,207,333,532,463,996,1463,6358,7792,14158,1315,1361,2674,4968,5227,10190,1547,1538,3078,922,749,1672,85,78,163,19347,20725,40073,2223,2022,4244
1033,12682,13836,26519,695,695,1392,1713,1608,3326,756,731,1482,678,626,1301,1316,1463,2775,1222,1366,2593,1367,1551,2920,1701,1922,3624,1680,1877,3555,1157,1300,2458,391,696,1086,12126,13335,25464,560,496,1057,1363,1480,2841,24,22,50,23,19,42,1405,1526,2930,10604,11571,22176,1003,1136,2139,11181,12225,23408,458,575,1029,11336,12450,23791,209,195,405,1513,1422,2939,437,475,913,94,161,257,179,471,644,3006,3786,6798,775,790,1565,3517,3836,7350,1149,1234,2391,740,675,1418,29,41,71,11535,12569,24105,1250,1331,2581
1034,8222,8802,17026,416,392,810,943,858,1794,423,399,819,299,257,558,681,745,1426,840,881,1719,903,968,1869,1185,1417,2596,1445,1596,3039,852,895,1741,249,398,644,7789,8380,16171,430,424,852,344,329,669,9,4,17,8,4,10,362,337,696,6670,7103,13771,1020,1186,2203,7435,7944,15382,313,390,706,7461,8046,15509,150,127,275,856,797,1653,291,297,588,70,61,134,111,294,400,2758,3169,5931,490,507,999,2182,2400,4577,648,668,1316,319,308,627,20,23,39,7604,8182,15791,668,659,1324
1035,27428,29574,57003,1913,1849,3763,3907,3742,7649,1894,1892,3785,1973,2263,4233,3978,4145,8118,3300,3548,6850,3063,3277,6335,2953,3328,6286,2486,2795,5282,1431,1778,3211,531,958,1488,26233,28477,54709,1195,1101,2292,1873,1980,3857,39,29,66,25,32,62,1938,2040,3976,22569,24693,47264,3412,3374,6787,23194,25393,48588,2778,2700,5482,24070,26252,50317,588,544,1127,3646,3478,7129,1321,1400,2720,558,1004,1560,923,1520,2435,9621,11839,21458,1785,1751,3536,5932,6160,12087,1637,1639,3273,1104,939,2043,168,232,398,25215,27291,52506,2740,2604,5345
