SUA_CODE_2021,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
1010,1144,87,2192,32,15,107,150,317,31,650,72,25,270,140,158,19,686,115,60,477,525,651,74,1896,25,19,132,273,494,44,991,357,180,1292,683,837,101,3451,51,32,267,371,686,58,1469,301,184,1042,858,971,71,3428,1110,709,3557,1144,1333,121,7981,1330,946,5564,3413,5671,553,17474,46,22,198,144,206,20,636,61,40,276,465,1118,54,2018,92,26,349,293,452,212,1417,3990,2394,15572,10674,17673,1830,52131,22,8,148,106,331,37,653,18,8,72,85,361,17,558,210,58,909,850,3240,181,5441,52,21,156,210,602,26,1070,136,56,838,1146,9320,280,11772,149,37,428,375,981,67,2027,245,64,1232,1256,3687,289,6777,155,40,677,844,2152,146,4014,103,43,368,512,1916,144,3082,164,60,607,379,575,51,1839,333,125,1123,956,1000,116,3645,62,34,268,466,904,73,1802,917,311,3030,1394,1579,202,7433,94,52,482,620,1543,110,2899,582,317,1925,1839,2432,179,7276,1700
1011,344,40,662,6,5,20,20,54,8,111,8,4,35,12,28,0,83,8,6,50,72,79,3,210,3,3,32,55,104,15,206,55,37,248,113,161,18,628,12,15,76,96,161,15,378,88,39,266,190,237,16,831,219,198,901,287,343,34,1973,320,226,1329,753,1200,141,3977,6,0,32,35,60,3,138,7,4,53,125,251,14,465,11,7,54,50,101,63,281,829,587,3549,2332,3904,462,11664,55,13,240,161,263,75,812,3,0,6,16,48,0,75,16,6,66,87,389,16,584,6,0,18,35,111,5,177,15,19,143,213,1745,54,2197,6,4,50,39,230,10,351,42,16,233,266,895,51,1506,27,20,181,255,736,67,1288,17,6,73,90,300,24,512,13,6,57,24,67,4,174,21,14,124,114,110,12,395,5,10,71,83,179,16,367,138,72,537,195,269,31,1243,21,16,125,143,365,25,701,143,78,512,375,523,39,1666,320
1012,160,19,332,0,0,7,6,41,5,66,6,3,19,12,10,0,46,3,3,33,29,62,8,138,4,3,16,18,52,4,94,24,26,123,44,100,9,336,17,0,23,23,85,3,152,42,36,185,138,166,10,584,135,104,569,152,229,18,1204,276,132,875,458,694,70,2509,0,4,28,14,48,0,107,6,3,19,48,158,6,239,12,6,21,18,74,38,168,656,343,2193,1146,2315,241,6889,7,6,56,30,111,6,220,12,0,24,12,164,8,209,58,5,110,53,339,21,592,5,0,30,33,92,8,172,17,6,84,81,927,20,1132,5,6,48,35,176,7,274,125,12,141,99,461,40,880,67,4,141,92,270,42,619,13,0,34,38,226,23,331,8,3,36,16,30,0,91,13,7,77,54,84,15,257,6,5,38,32,90,10,176,71,50,262,83,159,18,638,20,4,40,39,172,10,290,105,61,345,279,438,20,1254,192
1013,96,11,166,0,0,0,7,15,5,20,0,0,5,0,0,0,9,0,0,11,12,14,0,42,0,0,5,18,37,4,66,4,9,36,17,33,7,103,0,0,5,11,33,0,47,6,11,33,33,44,0,135,44,33,174,56,95,6,417,58,35,232,173,383,62,939,0,0,7,0,19,3,26,0,0,10,25,73,6,101,0,0,17,14,30,20,83,129,91,595,485,1050,154,2509,5,0,8,10,36,4,57,0,0,4,0,16,0,22,0,0,3,21,88,9,126,5,3,3,14,30,8,57,7,0,25,34,395,16,476,0,0,9,8,17,3,30,7,8,50,69,226,25,381,11,0,47,81,207,30,374,0,0,5,14,66,7,84,0,0,11,0,14,0,26,3,0,20,30,22,4,80,0,0,9,24,58,5,105,15,15,81,40,56,8,215,0,0,6,22,79,5,114,18,18,70,73,108,5,282,56
1014,98,9,175,0,0,0,13,32,4,47,3,0,12,7,9,0,26,6,5,8,16,20,3,51,0,0,4,17,33,4,56,10,8,46,42,54,5,160,0,0,10,23,48,9,91,30,32,93,113,171,3,440,58,55,224,75,112,3,528,91,80,336,262,417,33,1220,0,0,4,3,10,0,21,0,0,12,35,95,3,144,3,0,13,11,34,11,73,232,190,844,741,1422,105,3532,10,0,15,22,69,5,114,0,0,8,12,69,0,89,7,0,50,46,249,26,374,3,0,0,17,58,0,82,6,3,41,61,568,24,707,0,4,11,21,61,10,104,16,4,60,91,307,15,492,19,6,50,60,169,19,318,6,0,6,26,198,7,248,0,0,14,14,10,0,42,5,5,7,27,25,3,79,3,0,12,20,58,4,93,24,24,95,63,92,9,304,4,0,14,33,104,6,172,64,66,176,222,416,22,964,94
1015,92,10,133,0,0,0,6,19,0,30,0,0,8,0,11,0,11,0,0,8,8,25,4,50,0,0,3,5,24,0,34,6,0,24,16,32,0,79,0,3,7,15,52,6,78,15,6,62,57,151,6,295,26,41,158,72,108,9,407,35,43,210,166,365,17,842,0,0,6,0,14,0,29,5,0,9,15,64,6,100,0,0,11,13,26,11,55,93,97,545,461,1200,78,2481,0,7,15,17,54,9,99,0,0,0,0,21,0,21,0,0,6,14,138,4,167,0,0,5,10,47,0,66,0,4,15,23,297,13,355,0,0,5,3,35,3,48,5,5,28,39,255,15,341,3,5,20,31,149,10,222,0,0,9,19,94,8,126,0,0,9,0,15,0,25,3,0,12,10,34,3,72,0,0,10,12,40,5,59,11,3,60,28,62,3,161,0,3,5,22,95,5,131,30,14,133,134,329,7,652,42
1016,65,7,129,0,0,3,5,22,3,31,0,0,3,0,0,0,7,3,0,9,15,27,3,63,0,0,5,0,16,0,22,18,10,53,16,50,9,150,0,0,16,15,36,6,81,9,6,47,28,51,12,149,41,44,203,64,87,8,444,60,46,271,183,242,25,826,0,0,9,3,9,0,24,0,0,8,28,78,4,117,6,0,23,10,35,31,107,199,119,896,525,1022,164,2923,35,0,135,77,186,27,463,0,0,0,0,5,0,9,67,7,224,137,458,73,973,7,5,18,21,62,0,111,4,0,28,27,413,16,492,4,0,30,20,108,10,171,17,3,57,59,230,20,385,17,4,39,43,108,4,215,3,0,15,17,81,11,133,0,0,8,0,7,0,19,8,0,15,28,27,5,83,0,0,6,0,42,0,48,40,9,118,35,62,11,283,9,0,23,16,77,10,138,18,9,94,67,109,13,313,60
1017,63,9,85,0,0,5,4,13,0,24,0,0,5,0,3,0,4,0,0,7,3,18,0,31,0,0,3,6,6,0,20,4,6,22,6,25,0,58,0,0,0,15,31,9,53,4,0,26,30,60,0,121,18,24,110,45,93,8,295,18,33,151,134,323,28,685,0,0,3,4,7,0,16,0,0,3,9,45,0,64,0,0,5,11,15,10,42,45,65,373,320,875,92,1768,0,0,10,7,48,9,76,0,0,0,5,8,0,12,0,0,16,11,131,11,164,0,0,7,7,30,0,41,0,0,14,19,217,4,258,0,0,0,0,36,0,41,0,0,22,34,203,23,287,6,0,6,21,88,8,130,0,0,3,7,90,4,102,0,0,5,0,5,0,4,0,0,6,6,29,0,43,0,0,7,8,19,0,30,4,9,36,10,40,6,99,0,0,8,19,52,13,94,8,7,36,46,178,8,281,35
1018,109,15,213,0,6,3,7,15,0,27,0,0,10,5,3,0,17,3,6,21,11,38,4,83,0,0,9,9,32,0,49,19,18,106,23,57,7,241,8,3,23,19,64,10,127,16,12,58,43,71,7,206,104,91,342,108,157,10,814,144,113,594,327,589,34,1797,3,0,13,8,18,0,39,7,3,21,42,92,0,177,9,5,26,23,33,19,115,351,272,1399,769,1623,136,4555,6,0,52,29,96,0,192,0,0,5,0,15,0,20,8,9,49,41,265,13,384,3,0,9,9,65,0,89,3,4,46,38,475,11,580,0,0,14,9,83,5,118,23,5,106,98,415,38,685,24,3,67,64,213,18,384,3,4,15,24,108,4,159,3,0,14,14,16,0,50,9,6,37,43,53,6,148,0,0,13,12,51,0,88,45,34,209,52,98,11,447,11,3,38,35,145,15,244,35,26,119,104,190,6,478,196
1019,50,3,90,0,0,4,6,10,0,21,0,0,0,3,0,0,9,0,4,8,13,24,3,51,0,0,4,0,11,0,15,4,0,12,18,27,0,59,0,0,7,9,31,0,50,12,10,50,40,89,5,200,35,25,76,32,57,4,228,15,31,110,78,167,15,408,0,0,0,4,10,0,16,0,0,7,11,32,0,52,0,0,6,7,13,6,35,73,79,341,257,641,59,1436,0,0,0,0,8,0,19,3,3,14,34,232,11,293,8,0,10,16,105,5,129,0,0,9,24,66,0,106,3,4,10,13,147,8,184,0,0,5,11,28,0,49,11,4,24,24,130,8,205,0,0,24,29,106,9,170,0,0,8,16,70,3,107,3,0,6,0,5,0,21,5,4,11,14,29,3,64,0,0,7,0,24,0,33,9,0,32,22,43,3,108,8,0,9,4,57,0,83,16,18,76,70,175,6,369,35
