SUA_CODE_2021,M_AgriForestFish_0,M_AgriForestFish_1_19,M_AgriForestFish_20_29,M_AgriForestFish_30_34,M_AgriForestFish_35_39,M_AgriForestFish_40_44,M_AgriForestFish_45_49,M_AgriForestFish_50_over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_19,M_Min_20_29,M_Min_30_34,M_Min_35_39,M_Min_40_44,M_Min_45_49,M_Min_50_over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_19,M_Mnfg_20_29,M_Mnfg_30_34,M_Mnfg_35_39,M_Mnfg_40_44,M_Mnfg_45_49,M_Mnfg_50_over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_19,M_EGW_WS_20_29,M_EGW_WS_30_34,M_EGW_WS_35_39,M_EGW_WS_40_44,M_EGW_WS_45_49,M_EGW_WS_50_over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_19,M_Cnstn_20_29,M_Cnstn_30_34,M_Cnstn_35_39,M_Cnstn_40_44,M_Cnstn_45_49,M_Cnstn_50_over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_19,M_WTrade_20_29,M_WTrade_30_34,M_WTrade_35_39,M_WTrade_40_44,M_WTrade_45_49,M_WTrade_50_over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_19,M_RTrade_20_29,M_RTrade_30_34,M_RTrade_35_39,M_RTrade_40_44,M_RTrade_45_49,M_RTrade_50_over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_19,M_AccomFoodS_20_29,M_AccomFoodS_30_34,M_AccomFoodS_35_39,M_AccomFoodS_40_44,M_AccomFoodS_45_49,M_AccomFoodS_50_over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_19,M_TransPostWhse_20_29,M_TransPostWhse_30_34,M_TransPostWhse_35_39,M_TransPostWhse_40_44,M_TransPostWhse_45_49,M_TransPostWhse_50_over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_19,M_InfoMedTelecom_20_29,M_InfoMedTelecom_30_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40_44,M_InfoMedTelecom_45_49,M_InfoMedTelecom_50_over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_19,M_FinInsurS_20_29,M_FinInsurS_30_34,M_FinInsurS_35_39,M_FinInsurS_40_44,M_FinInsurS_45_49,M_FinInsurS_50_over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_19,M_RentHirREserv_20_29,M_RentHirREserv_30_34,M_RentHirREserv_35_39,M_RentHirREserv_40_44,M_RentHirREserv_45_49,M_RentHirREserv_50_over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_19,M_ProScieTechServ_20_29,M_ProScieTechServ_30_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40_44,M_ProScieTechServ_45_49,M_ProScieTechServ_50_over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_19,M_AdminSupServ_20_29,M_AdminSupServ_30_34,M_AdminSupServ_35_39,M_AdminSupServ_40_44,M_AdminSupServ_45_49,M_AdminSupServ_50_over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_19,M_PubAdmiSafety_20_29,M_PubAdmiSafety_30_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40_44,M_PubAdmiSafety_45_49,M_PubAdmiSafety_50_over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_19,M_EducTrain_20_29,M_EducTrain_30_34,M_EducTrain_35_39,M_EducTrain_40_44,M_EducTrain_44_49,M_EducTrain_50_over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_19,M_HealthCareSocA_20_29,M_HealthCareSocA_30_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40_44,M_HealthCareSocA_45_49,M_HealthCareSocA_50_over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_19,M_ArtRecServ_20_29,M_ArtRecServ_30_34,M_ArtRecServ_35_39,M_ArtRecServ_40_44,M_ArtRecServ_45_49,M_ArtRecServ_50_over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_19,M_OthServ_20_29,M_OthServ_30_34,M_OthServ_35_39,M_OthServ_40_44,M_OthServ_45_49,M_OthServ_50_over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot
1010,40,81,60,50,123,157,41,157,11,728,51,16,24,9,119,157,55,215,5,665,288,367,318,255,1875,1753,511,922,41,6334,49,38,32,42,367,369,104,235,10,1242,1669,1440,1108,786,2317,4446,842,2131,246,14979,92,141,112,103,552,616,159,348,15,2136,572,1471,804,471,1236,1003,307,497,79,6448,1223,1776,495,228,387,296,77,202,46,4719,337,395,308,186,844,995,391,847,43,4350,113,124,78,60,383,471,118,252,9,1602,47,93,76,71,578,747,181,394,5,2195,59,117,75,46,200,275,79,206,9,1061,129,397,321,237,840,1460,345,933,19,4675,304,573,316,164,409,443,107,169,19,2515,329,165,187,118,1814,1206,571,461,41,4883,221,501,226,210,709,732,209,490,23,3315,313,614,664,633,1314,1266,288,529,47,5665,261,145,89,48,164,178,38,84,11,1026,318,395,212,142,707,699,191,335,48,3034,259,320,240,154,730,790,162,409,591,3660
1011,28,103,138,90,265,222,59,166,25,1102,17,4,4,0,5,13,10,49,0,96,26,33,45,38,207,166,62,102,7,676,7,10,6,11,49,59,26,40,4,208,90,179,154,176,591,792,222,481,39,2721,8,25,33,16,108,114,56,66,0,425,62,318,192,142,348,233,89,128,14,1511,78,463,188,106,211,118,56,132,20,1365,36,89,64,52,128,137,72,164,11,749,8,15,8,5,38,37,12,15,0,137,8,14,13,10,46,66,25,43,0,226,3,16,8,18,43,48,14,47,0,216,17,72,62,55,142,180,64,131,3,723,23,121,89,56,108,86,16,34,10,545,58,47,44,46,363,240,89,104,4,1000,31,111,75,58,154,168,70,125,9,806,70,185,203,176,335,290,88,155,17,1509,8,54,24,9,47,38,11,18,5,225,16,55,49,35,188,192,44,91,3,683,29,91,55,52,157,141,20,80,128,756
1012,10,27,6,15,35,77,25,101,5,290,9,7,4,0,12,43,31,152,3,254,14,40,19,18,194,316,85,114,7,807,13,5,3,3,52,69,14,35,0,189,35,46,42,46,271,448,181,395,33,1491,9,14,10,6,80,96,41,95,7,364,29,147,85,59,252,155,65,99,3,884,17,178,85,46,122,88,29,59,4,630,18,44,32,24,84,115,44,193,12,559,4,8,3,4,26,21,7,7,0,81,3,7,7,3,34,42,4,40,0,142,0,4,7,5,24,22,6,35,3,107,7,17,24,23,89,82,31,75,0,352,4,32,37,16,50,61,13,34,5,248,48,22,24,18,360,191,66,84,9,825,12,51,33,31,125,85,47,55,3,445,21,64,59,89,310,280,56,104,11,1001,9,20,10,3,49,30,5,16,0,136,10,32,24,12,119,113,36,75,8,422,13,26,18,6,92,93,21,60,95,439
1013,0,6,15,8,19,15,8,27,0,99,6,0,0,0,0,4,3,20,3,42,5,4,4,11,30,30,26,20,3,129,0,4,4,0,16,22,7,13,0,63,15,40,37,37,114,215,50,80,14,603,0,3,0,0,8,14,0,12,0,47,9,96,48,25,73,59,18,34,3,367,20,118,70,37,62,60,10,31,7,416,13,16,11,16,24,27,8,25,0,134,0,3,0,0,0,5,0,3,0,22,4,7,0,0,7,12,10,3,0,48,4,15,0,0,11,13,4,10,0,54,8,25,7,6,14,25,12,37,0,131,9,37,28,14,15,13,0,5,0,127,11,5,8,6,86,35,15,9,0,183,8,16,18,15,26,24,8,29,0,146,6,32,52,45,75,79,20,22,8,337,0,3,3,3,18,8,0,0,0,53,3,15,4,16,24,41,12,23,0,143,11,21,12,11,30,21,10,16,41,161
1014,3,11,11,10,25,38,3,29,0,140,0,4,0,3,20,21,18,59,0,129,12,28,18,10,156,123,58,98,7,511,7,6,6,8,21,34,14,31,3,119,25,39,31,34,163,300,97,251,17,954,4,8,3,10,32,51,12,26,3,138,20,71,66,32,116,71,28,56,8,467,9,136,64,30,67,31,7,29,3,376,30,27,28,21,65,83,20,137,5,415,0,0,8,0,10,4,0,12,0,38,0,4,0,8,8,11,4,8,0,41,3,3,3,0,10,17,7,16,0,49,4,11,9,5,40,54,8,31,8,175,10,23,26,10,33,19,16,20,0,156,41,19,11,15,273,167,64,76,9,672,11,36,16,15,50,40,18,32,0,213,12,29,46,43,105,74,10,42,0,366,6,11,4,5,6,16,7,8,4,60,3,12,18,12,58,72,16,45,5,247,12,24,12,7,51,55,13,42,48,260
1015,6,13,11,11,19,22,8,33,4,132,5,0,0,0,4,3,0,14,0,29,10,15,11,16,96,68,29,43,0,283,4,0,3,5,17,19,14,9,0,68,14,28,28,26,93,148,30,108,14,482,7,5,5,0,19,17,7,12,0,70,9,75,47,33,84,60,19,39,0,362,11,92,37,22,42,17,13,21,0,252,13,30,18,16,43,32,24,65,3,233,0,4,0,0,6,4,0,0,0,21,3,0,0,5,9,8,3,3,0,26,0,9,0,5,8,12,0,3,0,34,0,10,11,8,32,27,9,19,0,109,7,20,8,18,30,13,11,14,4,122,28,23,18,12,174,101,31,53,9,457,0,13,11,20,45,29,18,18,0,162,14,32,39,48,88,63,13,27,3,331,0,15,3,0,13,12,4,3,0,56,8,8,5,12,49,48,17,19,3,167,7,10,18,5,39,34,12,18,51,189
1016,14,27,68,54,199,141,69,157,19,738,0,0,0,0,0,0,5,3,0,15,23,55,23,39,527,333,119,164,21,1307,0,5,0,5,42,29,9,15,0,108,14,17,12,23,126,207,72,143,6,624,0,0,5,6,52,59,28,43,7,190,12,92,33,25,81,88,21,40,0,401,4,55,30,11,51,31,10,26,0,208,3,22,10,15,34,45,14,55,4,209,0,6,0,0,6,8,0,10,0,27,0,0,5,0,6,11,4,12,0,29,0,5,0,4,15,14,4,7,0,49,0,18,4,7,29,46,16,27,0,149,0,17,13,9,33,25,8,8,4,120,9,3,8,3,106,42,27,21,5,218,0,7,4,13,38,36,23,32,0,148,4,24,17,25,71,53,17,28,0,225,0,3,0,0,10,9,0,5,5,38,0,10,15,8,50,62,20,37,0,198,9,26,19,15,122,72,17,30,69,374
1017,6,10,14,4,7,24,8,34,0,112,0,0,3,0,0,0,4,3,0,10,4,11,10,19,90,66,23,24,10,266,0,4,4,3,18,15,0,9,0,48,8,24,21,36,64,99,20,63,4,336,0,8,5,3,13,13,6,11,0,59,12,44,35,27,87,55,14,26,8,315,13,60,17,6,26,16,0,15,3,155,7,20,17,5,28,23,12,49,10,175,3,0,0,0,4,0,0,0,0,10,0,0,6,0,4,4,4,4,0,14,0,3,0,0,7,0,4,0,0,19,0,4,0,0,6,14,0,12,0,51,3,18,16,10,12,14,3,4,0,85,19,8,3,5,83,58,10,17,4,215,3,7,5,25,26,21,7,14,0,111,9,21,37,33,64,37,8,26,6,242,0,4,0,0,0,3,0,0,0,13,0,9,5,8,36,12,7,13,3,104,8,13,5,8,19,25,0,10,32,128
1018,3,25,17,22,73,56,14,42,6,261,8,0,0,0,5,5,6,16,0,30,7,19,40,40,144,155,49,59,12,521,3,3,5,11,16,27,12,32,0,110,15,38,46,54,211,229,70,105,15,778,8,0,3,12,48,48,25,14,0,165,26,145,93,46,175,122,43,71,10,734,18,147,69,27,72,45,5,25,3,428,10,26,34,12,52,37,32,73,9,284,3,7,5,5,16,9,0,9,0,48,0,4,0,0,25,26,16,13,0,79,0,9,0,4,12,17,6,12,0,61,0,16,24,27,67,70,18,40,0,260,8,52,40,19,38,48,9,17,7,227,23,13,18,24,163,88,28,23,0,374,14,54,45,35,138,92,30,46,3,454,30,100,108,108,178,152,31,67,6,779,8,19,12,4,8,17,0,6,0,73,10,26,18,23,91,97,15,44,3,322,11,32,13,26,58,61,8,25,42,281
1019,0,0,0,0,0,5,0,4,0,17,25,0,6,0,42,166,54,73,0,368,11,6,12,10,46,72,13,18,0,186,7,3,3,0,48,29,15,14,0,118,12,18,14,12,46,68,15,49,6,247,0,5,0,0,19,21,8,10,0,66,7,36,22,23,44,38,14,19,3,200,30,67,20,14,24,16,5,16,0,186,8,14,14,10,29,40,6,32,0,163,0,3,0,0,3,5,0,0,0,18,0,3,0,0,4,8,0,0,0,17,0,5,0,0,0,5,0,9,0,29,0,4,5,4,11,13,3,12,0,61,10,3,8,0,11,10,3,0,0,48,10,9,7,12,102,52,21,18,0,229,3,11,9,3,10,17,7,10,0,69,7,22,17,11,26,25,5,11,3,122,6,4,0,3,10,4,0,4,0,36,5,17,6,3,14,22,8,11,0,102,7,15,6,5,20,23,9,13,26,112
1020,0,3,5,8,6,20,7,23,3,76,4,3,3,4,10,38,13,57,0,135,22,14,4,10,106,113,50,63,7,390,3,5,4,0,19,16,5,10,3,56,26,26,36,30,125,232,60,119,11,659,0,0,3,6,15,41,18,33,0,119,7,47,23,19,51,36,10,19,6,210,38,94,22,10,14,14,8,8,4,210,20,22,16,6,48,63,22,81,3,289,0,3,0,0,5,3,0,5,0,19,0,0,0,3,7,9,3,7,0,30,0,0,5,0,10,6,0,3,0,30,7,13,7,4,46,44,15,20,4,167,5,12,9,10,17,9,0,9,0,71,29,12,12,14,146,197,53,44,3,504,4,10,14,8,27,23,7,19,0,115,8,16,17,16,38,22,5,4,6,132,4,7,0,0,10,4,0,6,0,35,6,14,8,9,42,59,17,18,4,173,9,12,4,11,26,24,7,40,27,160
