SUA_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
1027,..,136,190,40,54,51,37,20,0,531,..,110,267,209,272,485,613,527,249,2721,69,67,56,34,34,23,28,31,11,363,4061,2169,2823,2637,2352,2212,1997,1184,427,19865,..,105,1926,2795,2552,2330,2182,1124,246,13269,..,560,1346,696,512,323,141,38,7,3634,..,96,351,510,480,243,114,81,79,1955,8397,..,..,..,..,..,..,..,..,8397,..,1488,..,..,..,..,..,..,..,1488,..,1248,414,182,144,89,22,5,0,2102,..,186,127,62,77,115,121,63,26,780,..,126,109,41,41,23,10,3,0,353,..,278,394,107,126,124,97,38,3,1166,..,180,528,447,554,853,920,731,346,4558,137,126,133,94,74,49,52,40,23,722,8530,4393,5333,4937,4552,4146,3668,2122,730,38433
1028,..,252,158,48,55,100,86,34,13,747,..,105,208,151,324,693,931,990,579,3991,55,100,48,30,36,62,58,30,15,437,3771,2452,2356,2664,3088,3331,3454,2478,954,24549,..,50,1315,2829,3144,3335,3928,2602,596,17788,..,520,1193,771,705,554,391,151,37,4322,..,68,306,535,697,359,187,129,100,2374,7636,..,..,..,..,..,..,..,..,7636,..,1918,..,..,..,..,..,..,..,1918,..,1223,542,250,202,128,34,3,0,2383,..,189,115,42,82,143,154,121,71,914,..,168,137,53,55,31,19,5,0,484,..,412,398,112,148,216,164,94,22,1570,..,183,410,361,614,1172,1461,1370,792,6362,117,168,111,99,83,110,103,49,25,872,7752,4899,4528,5051,5729,6051,6443,4526,1640,46620
1029,..,32,33,3,17,18,7,0,0,116,..,24,64,39,92,140,165,126,79,735,19,29,16,14,8,11,8,3,0,111,1681,908,1147,996,1053,874,638,345,130,7762,..,26,824,1122,1200,1103,797,351,74,5485,..,258,619,296,255,119,39,12,0,1599,..,22,158,190,193,88,54,32,15,770,3381,..,..,..,..,..,..,..,..,3381,..,623,..,..,..,..,..,..,..,623,..,662,242,78,45,34,10,0,0,1079,..,72,48,13,48,44,41,38,8,307,..,59,43,17,15,16,3,0,0,164,..,74,112,21,32,46,25,8,0,312,..,64,196,164,228,297,274,194,100,1528,40,47,39,31,17,20,12,6,9,224,3427,1908,2285,1940,2044,1763,1260,642,208,15476
1030,..,21,26,9,24,57,52,27,11,227,..,18,60,56,108,261,359,314,158,1322,27,31,23,17,24,35,35,20,12,234,1403,808,899,996,1131,1423,1675,956,311,9601,..,30,528,971,1075,1460,2014,1079,186,7340,..,206,528,336,289,267,216,72,8,1925,..,39,143,211,250,141,81,69,45,977,2815,..,..,..,..,..,..,..,..,2815,..,566,..,..,..,..,..,..,..,566,..,564,232,115,107,62,13,0,0,1095,..,68,39,23,41,68,67,49,39,391,..,48,25,20,26,21,15,8,7,169,..,43,71,32,57,100,95,47,17,460,..,38,127,135,255,492,629,489,212,2382,51,60,45,54,49,64,76,42,11,454,2864,1654,1731,1902,2152,2679,3207,1863,534,18579
1031,..,17775,31465,7737,5136,5696,4051,1528,441,73825,..,7294,27660,23272,22803,34845,42992,36061,19158,214088,4183,6369,6805,3655,2847,3035,2810,1564,1003,32273,413503,270914,365035,349409,300691,258126,195747,108092,40955,2302481,..,11279,239546,441307,373504,315048,233539,113813,24949,1752982,..,27804,143214,74969,49633,31460,14065,4092,545,345783,..,2837,17194,39045,54763,37283,17536,11797,7779,188234,841712,..,..,..,..,..,..,..,..,841712,..,267128,..,..,..,..,..,..,..,267128,..,142615,119830,34877,21599,10534,1963,84,0,331499,..,24767,25187,9665,10117,18829,20600,14135,8242,131552,..,15797,26436,9676,6397,4919,2303,692,204,66434,..,39570,76498,21366,13472,13168,9102,3348,822,177339,..,14551,57535,52045,50483,65437,67865,51158,25987,385066,8647,11678,13209,7743,6122,5709,4663,2384,1307,61460,850359,558017,718650,690701,586091,502388,371635,201501,69842,4549180
1032,..,156,157,42,58,66,42,7,6,543,..,126,250,182,304,483,603,611,320,2889,81,112,63,36,34,49,45,27,13,460,3995,2383,2981,2455,2360,2409,2113,1435,554,20679,..,80,1774,2449,2289,2444,2305,1413,307,13062,..,705,1389,683,516,376,163,52,9,3897,..,136,524,625,520,266,139,113,84,2404,8107,..,..,..,..,..,..,..,..,8107,..,1475,..,..,..,..,..,..,..,1475,..,1250,481,214,170,104,27,0,0,2242,..,220,155,65,96,148,139,85,38,951,..,189,245,73,51,26,28,0,0,619,..,336,457,122,124,145,100,30,9,1321,..,244,565,431,615,889,977,842,413,4978,204,185,127,91,74,83,72,40,22,899,8312,4833,5709,4749,4465,4478,3948,2583,883,39962
1033,..,38,43,38,40,61,61,13,5,303,..,32,87,78,170,412,479,460,266,1979,37,45,30,19,27,37,22,22,6,254,2121,1259,1330,1266,1452,1790,1718,1136,444,12513,..,58,701,1042,1235,1592,1803,1118,246,7790,..,306,580,374,327,310,164,72,11,2142,..,70,324,376,374,225,135,110,59,1684,4255,..,..,..,..,..,..,..,..,4255,..,767,..,..,..,..,..,..,..,767,..,887,367,193,169,94,16,0,0,1726,..,138,81,25,60,119,122,68,48,659,..,96,82,38,40,30,19,14,0,314,..,90,112,92,91,140,109,37,9,675,..,59,211,180,344,752,832,699,350,3435,81,94,76,64,56,62,40,37,15,522,4335,2571,2543,2381,2699,3312,3247,2150,738,23980
1034,..,32,35,17,12,34,32,20,4,177,..,7,27,34,66,238,346,299,172,1198,19,27,21,16,14,32,32,9,5,173,1189,600,697,824,900,1294,1502,830,306,8149,..,16,371,825,920,1363,1878,971,178,6512,..,93,388,301,237,218,161,48,0,1452,..,11,89,181,241,95,64,65,45,790,2410,..,..,..,..,..,..,..,..,2410,..,535,..,..,..,..,..,..,..,535,..,430,221,98,67,78,16,0,0,901,..,44,40,16,17,52,47,46,28,287,..,26,36,28,16,14,9,3,0,140,..,46,88,41,34,66,61,27,7,366,..,30,71,85,166,417,551,445,249,2006,42,40,28,33,29,60,66,17,6,329,2447,1277,1332,1593,1723,2358,2845,1625,517,15726
1035,..,430,257,61,50,69,53,21,4,941,..,203,391,250,342,664,715,670,425,3655,72,122,89,24,37,56,55,34,12,495,5310,3635,3877,3353,3115,3132,2542,1577,670,27214,..,138,2399,3757,3476,3443,2913,1552,374,18046,..,875,1898,761,565,437,192,52,4,4783,..,153,500,671,685,341,177,105,79,2706,10696,..,..,..,..,..,..,..,..,10696,..,2329,..,..,..,..,..,..,..,2329,..,1777,717,259,160,109,16,0,0,3048,..,266,184,71,76,148,156,94,41,1033,..,186,161,54,30,25,11,5,0,479,..,720,653,195,128,146,102,37,6,1988,..,340,812,576,766,1149,1129,918,549,6253,151,211,187,66,78,89,87,54,19,940,10844,7003,7504,6411,5967,5898,4785,2812,1085,52310
1036,..,1865,1288,236,313,407,296,113,32,4557,..,426,1134,910,1452,2897,3739,3450,1900,15914,347,820,401,212,194,243,172,128,61,2572,25394,18396,18765,18469,18896,18759,15389,9437,3571,147074,..,401,11502,21520,21757,21949,18758,9955,2134,107978,..,2909,9668,5007,4024,2791,1275,403,71,26145,..,318,1648,3187,4022,2430,1028,885,636,14157,51771,..,..,..,..,..,..,..,..,51771,..,14005,..,..,..,..,..,..,..,14005,..,11436,5874,1995,1498,880,174,3,0,21869,..,1285,866,386,495,969,999,756,441,6201,..,948,928,316,261,220,105,34,13,2827,..,3725,3380,640,707,892,617,255,56,10271,..,811,2520,2385,3432,5733,6100,4980,2585,28544,717,1451,855,507,458,458,345,197,99,5088,52494,37290,37237,35948,36663,36327,29394,17467,6038,288853
