SUA_CODE_2021,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
1010,13,4,86,54,216,14,393,13,4,56,72,343,7,502,121,27,515,531,2673,106,3964,41,15,102,166,547,20,892,100,27,570,777,8670,226,10375,88,27,221,225,721,37,1316,142,28,548,489,1725,91,3010,80,18,303,353,1006,64,1822,75,27,260,356,1596,112,2433,92,37,341,237,422,29,1147,210,66,649,429,351,41,1750,32,15,139,191,403,28,813,564,132,1738,705,740,98,3976,42,15,216,249,858,54,1434,284,129,882,986,1461,99,3850,591,196,1356,261,450,43,2899,700,181,1620,680,1313,118,4608,34,11,165,108,282,17,616,74,27,211,194,1741,48,2296,100,16,383,256,1152,254,2170,3384,1007,10374,7313,26665,1517,50256,14,7,60,51,112,16,254,8,0,13,9,20,6,61,91,26,398,323,571,71,1477,16,6,55,41,51,7,173,35,27,266,373,651,60,1402,69,7,198,150,258,28,711,101,44,683,769,1966,202,3758,76,24,371,490
1011,28,8,131,91,196,45,495,3,0,6,13,44,0,66,9,0,41,54,330,9,445,3,0,10,31,100,3,146,15,10,107,127,1613,39,1905,8,6,22,22,181,9,247,17,5,92,88,443,27,672,18,8,80,112,392,30,633,12,3,53,73,246,21,400,3,3,27,9,40,0,89,15,7,72,48,32,8,188,0,3,39,32,80,6,160,80,40,291,84,113,8,622,3,3,51,49,200,9,321,61,34,244,188,286,17,835,101,62,367,61,114,9,711,198,46,479,175,351,33,1283,7,0,30,18,76,3,137,14,6,37,41,394,14,508,12,9,62,36,237,68,412,602,255,2245,1358,5461,351,10274,28,7,110,70,71,38,313,0,0,0,0,3,0,7,7,3,24,31,62,7,138,0,0,10,4,10,0,29,3,10,39,84,132,18,293,5,5,28,16,52,6,106,21,13,140,175,448,32,836,12,17,99,146
1012,6,0,37,19,87,5,159,6,0,17,14,152,7,194,38,4,57,40,298,15,452,8,0,24,28,75,5,138,12,4,50,53,850,18,985,0,6,31,20,130,5,197,60,10,73,38,231,16,434,32,5,79,38,112,16,282,13,0,28,31,183,14,266,0,4,12,9,21,0,49,7,5,41,31,21,3,114,0,5,22,17,34,3,83,45,23,138,36,54,4,304,6,5,17,18,92,9,138,56,26,162,144,273,9,674,53,30,150,35,100,10,388,159,29,290,113,188,27,808,6,0,10,10,52,3,86,12,0,24,18,240,12,305,18,4,32,17,132,33,235,570,150,1286,729,3331,235,6300,3,4,14,11,22,0,62,0,0,5,0,3,0,14,16,0,55,9,40,8,137,0,0,14,0,13,3,35,0,3,32,26,73,6,139,3,0,17,9,49,0,81,61,0,74,59,232,19,448,33,3,64,56
1013,0,0,4,3,30,0,41,0,0,4,0,14,0,25,0,0,3,9,72,7,84,5,0,3,9,21,0,34,3,0,13,23,375,16,430,0,0,0,3,10,3,22,5,5,21,20,104,5,154,6,0,21,45,109,16,201,0,0,5,6,51,6,65,0,0,5,0,8,0,21,3,0,11,15,7,0,46,0,0,9,6,21,0,34,6,7,51,28,24,0,114,0,0,4,10,43,0,66,7,5,37,40,54,5,149,13,12,64,6,24,0,129,29,16,88,40,105,13,292,0,0,3,7,19,0,35,3,0,6,7,79,0,105,3,0,6,12,55,12,92,94,53,361,291,1239,101,2131,0,0,0,4,5,0,18,0,0,0,0,0,0,0,0,0,4,9,19,6,34,0,0,0,3,12,0,19,0,0,5,15,14,0,42,0,0,5,3,4,0,11,7,4,29,46,124,19,229,3,0,28,35
1014,3,0,8,13,51,5,83,0,0,3,7,67,0,81,5,0,32,30,204,13,287,3,0,0,13,54,0,77,0,0,29,48,532,19,630,0,0,10,19,45,8,76,11,0,25,38,134,5,215,8,3,33,21,68,9,150,6,0,6,17,163,9,198,0,0,4,5,8,0,24,4,0,5,13,7,5,27,0,0,8,5,27,0,39,11,14,56,18,38,3,142,4,0,6,7,60,4,81,31,40,87,110,246,17,528,34,24,69,25,27,4,181,44,6,105,52,91,3,293,3,0,7,0,20,0,33,10,0,16,16,138,3,178,5,0,0,16,94,25,141,192,99,513,476,2065,129,3465,4,0,10,8,10,0,29,0,0,5,4,0,0,6,5,0,17,12,46,10,89,0,0,0,3,3,0,5,0,4,14,15,45,3,77,0,0,4,8,13,3,24,6,0,33,51,174,5,275,7,0,20,32
1015,0,6,3,7,40,3,64,0,0,0,0,24,0,24,0,0,0,8,113,4,128,0,0,0,12,40,0,52,0,0,6,9,275,14,306,0,0,3,4,31,3,35,0,5,16,4,111,3,142,3,3,7,8,61,6,88,0,0,8,13,77,6,97,0,0,7,0,3,0,11,3,0,4,6,9,0,18,0,0,3,5,18,0,21,4,3,33,10,31,3,82,0,0,0,4,46,3,54,14,5,68,72,184,3,351,15,11,64,14,27,8,136,36,9,53,35,118,16,266,0,0,11,0,18,4,35,9,0,8,4,104,3,126,3,3,7,3,64,17,94,91,42,300,229,1383,88,2139,0,0,6,7,11,4,34,0,0,0,0,0,0,0,0,0,5,4,27,0,35,0,0,6,0,7,0,16,0,0,8,15,22,0,45,0,0,5,0,3,0,15,0,0,10,31,144,8,194,0,4,11,21
1016,24,3,84,55,156,23,345,0,0,0,0,5,0,5,41,5,122,80,363,40,652,0,0,12,17,49,0,87,4,0,26,18,386,13,451,4,0,19,14,80,3,122,8,0,32,15,106,3,164,8,3,14,19,45,3,90,3,0,15,12,59,7,99,0,0,4,0,7,0,17,0,0,6,7,4,5,23,0,0,3,0,21,0,29,22,0,62,23,15,6,124,4,0,8,8,34,8,61,11,3,44,43,58,5,165,16,12,74,7,14,0,129,28,9,74,32,41,4,182,0,0,3,0,16,0,22,3,0,12,15,115,0,153,7,0,25,15,80,35,160,191,37,631,389,1671,158,3083,8,0,52,21,26,3,116,0,0,0,0,0,0,0,28,0,105,55,100,32,318,3,3,12,0,7,0,31,0,0,8,3,29,3,42,0,0,14,8,25,3,49,13,5,28,43,124,18,220,4,0,26,24
1017,0,0,3,5,37,7,48,0,0,0,5,8,0,12,0,0,6,0,111,6,131,0,0,3,0,26,0,34,0,0,6,7,198,3,220,0,0,0,0,31,0,35,0,0,10,11,94,7,128,0,0,7,7,26,0,44,0,0,0,7,72,4,82,0,0,0,0,4,0,5,0,0,0,3,10,0,13,0,0,3,0,6,0,13,0,5,18,7,13,0,38,0,0,0,5,25,4,39,4,3,11,23,116,3,158,7,0,31,10,33,5,86,13,10,46,36,76,9,183,0,0,0,0,9,0,9,0,0,3,8,64,0,79,0,0,3,0,48,15,68,32,20,164,132,1000,80,1428,0,0,4,3,14,0,27,0,0,0,0,0,0,0,0,0,9,11,12,0,32,0,0,0,0,8,0,8,0,0,6,8,19,4,34,0,0,0,0,4,0,6,0,0,12,24,107,12,156,4,0,3,18
1018,0,0,37,19,78,0,133,0,0,5,0,16,0,19,4,0,26,27,204,13,269,0,0,4,15,60,0,79,6,0,33,25,455,14,528,0,0,5,3,65,3,87,13,0,39,52,201,14,328,13,0,29,22,104,8,179,4,5,9,12,98,4,134,0,0,8,8,9,0,30,0,0,13,24,17,6,65,0,0,8,8,20,0,34,23,14,107,21,36,0,205,3,0,15,16,74,5,117,13,17,57,60,123,0,269,89,37,184,32,48,7,402,77,23,212,103,199,18,636,0,0,18,3,23,0,41,8,0,27,17,175,0,223,7,0,17,12,85,20,135,278,106,854,480,2100,109,3919,4,0,19,10,22,3,61,0,0,0,0,0,0,0,3,6,26,18,66,0,120,0,0,0,0,8,0,17,0,4,16,13,22,0,57,0,0,8,5,13,0,29,7,6,60,50,206,26,362,6,3,37,41
1019,0,0,0,0,6,0,14,3,4,8,36,229,4,279,8,0,3,11,86,5,110,0,0,7,20,59,0,97,0,4,7,13,133,5,162,3,0,0,0,24,0,30,3,5,11,17,54,0,92,7,0,9,10,55,0,79,0,0,10,7,62,3,89,0,0,0,0,3,0,11,0,0,6,3,7,0,15,0,0,0,0,14,0,20,8,0,17,6,18,3,51,4,0,3,0,22,0,28,12,6,22,30,88,5,167,6,7,28,6,9,0,58,11,3,37,18,26,4,96,0,0,4,0,18,0,28,0,0,7,0,65,7,77,0,0,6,7,40,8,58,61,26,191,189,1036,59,1560,0,0,0,0,0,0,4,0,6,4,0,4,0,14,0,0,4,4,12,0,15,0,0,0,0,8,0,9,0,0,4,4,11,3,24,0,0,4,7,9,0,21,8,3,17,11,74,3,114,0,0,15,17
1020,0,0,3,8,23,0,35,0,0,11,5,79,0,97,9,5,19,37,217,3,284,0,0,0,6,29,4,47,0,0,15,28,357,9,420,4,0,4,15,65,0,81,0,0,15,16,75,6,108,0,0,6,15,38,3,60,0,0,9,28,119,6,162,0,0,0,0,5,0,12,0,0,8,12,12,0,28,0,0,0,3,13,0,21,19,6,39,27,46,0,138,3,0,4,5,34,0,47,26,3,51,101,177,8,379,7,12,45,7,27,0,103,10,0,20,26,47,0,104,0,0,3,0,16,3,23,0,0,9,7,117,0,139,0,0,6,10,64,17,98,88,36,271,349,1559,77,2375,0,0,4,3,7,0,14,6,0,4,4,7,0,15,3,4,9,16,30,0,61,0,0,4,6,6,0,11,0,4,12,14,44,0,73,0,0,5,15,26,0,36,3,6,17,25,87,15,161,0,0,14,17
