SUA_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
1024,147,25,5,0,0,178,38,10,4,0,0,57,39,20,0,0,0,59,78,20,13,0,0,108,94,29,5,0,0,124,272,62,16,0,0,351,307,84,12,0,0,411,533,106,16,3,0,665,298,20,3,0,0,332,226,15,5,0,0,238,136,11,0,0,0,145,135,23,5,0,0,173,2300,432,88,6,9,2837
1025,2507,192,69,6,5,2780,1022,91,25,0,0,1135,863,73,41,3,0,981,1589,136,51,4,0,1784,2303,159,84,3,4,2556,7747,609,278,10,3,8640,10791,782,325,3,8,11899,15676,739,391,9,8,16823,7691,297,128,3,5,8120,5206,210,109,7,5,5528,3098,149,107,3,8,3364,3237,194,94,8,5,3539,61723,3631,1700,54,41,67147
1026,201,10,5,0,0,216,101,0,0,0,0,104,57,8,0,0,0,64,142,11,4,0,0,160,220,10,3,0,0,240,604,42,4,0,0,651,711,32,3,0,0,752,983,15,3,0,0,999,373,8,0,0,0,383,269,4,0,0,0,268,148,7,0,0,0,155,223,11,0,0,0,235,4033,156,24,4,0,4219
1027,140,10,7,0,0,150,74,3,3,0,0,84,74,7,0,0,0,82,188,6,3,0,0,199,246,10,3,0,0,266,852,41,15,0,0,904,1175,24,0,0,0,1200,1167,7,0,0,0,1177,419,4,0,0,0,421,296,0,0,0,0,296,185,0,0,0,0,187,242,5,4,0,0,255,5054,114,41,6,0,5220
1028,212,34,16,0,5,263,84,23,4,0,0,119,67,17,15,0,0,97,125,37,13,0,0,176,191,27,21,3,0,240,475,96,70,0,0,639,768,113,54,0,0,940,1227,77,39,0,0,1352,555,19,18,0,0,590,361,17,11,0,0,385,191,8,9,0,0,207,190,20,15,0,0,224,4460,479,277,7,10,5225
1029,79,0,0,0,0,85,21,0,3,0,0,29,29,3,0,0,0,28,46,8,0,0,0,56,77,13,4,0,0,97,303,24,3,0,0,329,507,24,5,0,0,534,603,15,3,0,0,622,235,4,0,0,0,244,161,6,4,0,0,165,73,0,0,0,0,73,123,9,0,0,0,132,2267,105,20,0,0,2396
1030,137,6,3,0,0,146,62,0,0,0,0,62,49,9,0,0,0,57,72,0,3,0,0,77,141,5,3,0,0,154,333,8,8,0,0,348,398,5,0,0,0,401,463,10,8,0,0,479,182,6,0,0,0,191,119,4,0,0,0,125,63,0,0,0,0,67,121,7,0,0,0,129,2149,58,23,0,7,2228
1031,18273,3302,4856,62,27,26517,4179,772,1090,11,0,6059,3629,700,1051,9,7,5388,5796,1098,1896,15,5,8808,8034,1509,2688,25,4,12265,24140,4680,9077,61,24,37988,29095,6289,13201,86,45,48718,59415,12443,27041,167,106,99176,50744,9099,18195,100,116,78250,64212,11313,16353,108,102,92080,76664,14444,12177,139,89,103515,26031,4301,6505,60,50,36942,370215,69940,114145,828,581,555707
1032,138,12,0,0,0,150,80,0,0,0,0,80,73,7,0,0,0,82,191,9,0,0,0,200,363,13,0,0,0,376,1124,35,4,0,0,1158,1109,24,3,0,3,1144,831,4,0,0,0,836,270,3,0,0,0,275,162,4,0,0,0,163,93,0,0,0,3,101,212,5,0,0,0,215,4649,117,14,3,7,4784
1033,106,3,6,0,0,113,66,0,5,0,0,76,95,0,0,0,0,100,158,9,4,0,0,168,201,11,3,0,0,216,668,24,3,3,0,701,556,4,0,0,0,566,349,0,0,0,0,346,127,0,0,0,0,128,69,0,0,0,0,71,43,4,0,0,0,47,131,4,0,0,0,138,2566,71,27,0,0,2668
1034,113,8,3,0,0,121,52,0,0,0,0,53,34,0,0,0,0,37,62,0,0,0,0,63,97,5,3,0,0,105,256,12,0,0,0,270,255,12,0,0,0,264,314,8,5,0,0,326,177,0,0,0,0,179,113,0,0,0,0,114,66,0,0,0,0,74,95,5,0,0,0,101,1629,54,16,5,4,1705
1035,225,10,6,0,0,241,124,5,4,0,0,130,116,5,0,0,0,120,226,3,16,0,0,246,426,4,26,3,0,455,1591,20,33,0,0,1646,1516,25,19,0,0,1557,1241,5,8,0,0,1258,411,3,3,0,0,414,341,4,0,0,0,347,213,4,0,0,0,217,358,3,0,0,0,365,6770,98,117,8,5,6994
1036,1287,144,115,0,0,1544,456,53,52,4,0,562,393,67,49,8,0,511,707,95,65,3,0,874,955,127,106,4,0,1198,2931,332,376,11,0,3652,3817,534,505,5,5,4873,7183,892,625,17,8,8735,5086,437,276,15,0,5815,4460,269,176,3,0,4916,2622,126,114,4,0,2865,1777,151,153,5,0,2081,31676,3230,2610,87,23,37621
