LGA_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
LGA14500,1381,44,15,52,1434,181,4,1619,9523,978,195,45,10741,244,45,296,11037,607,9,11660,7314,1406,173,41,8933,129,18,142,9074,327,18,9416,1115,216,172,0,1518,27,0,33,1548,57,0,1606,53,21,4,88,161,0,0,7,165,13,25,201,18003,2627,549,174,21350,405,71,477,21829,1002,49,22880,242,21,4,0,264,32,10,46,313,16,0,329,277,26,16,9,323,31,0,27,354,21,0,371,519,44,23,9,592,66,10,73,666,33,0,696,18520,2671,569,178,21937,472,83,550,22496,1039,52,23582,4413,578,133,63,5196,100,20,120,5314,987,9,6311,22,0,0,28,56,0,0,0,56,9,50,109,22963,3254,704,272,27195,569,103,667,27865,2027,110,29996
LGA14550,0,0,0,0,0,4,0,3,267,37,7,5,313,4,0,4,321,17,0,337,287,95,0,3,381,0,6,8,388,36,0,427,13,9,3,0,17,0,0,0,17,0,0,21,3,0,0,9,15,0,0,0,15,0,0,15,567,132,10,15,728,5,6,5,741,53,0,790,0,0,0,0,0,0,0,0,8,0,0,4,5,6,0,0,12,0,0,0,12,0,0,16,9,6,0,0,16,0,0,0,16,4,0,16,578,139,10,15,738,7,6,14,751,58,0,810,109,51,6,3,167,0,6,7,172,95,0,267,0,0,0,0,0,0,0,0,0,0,8,8,689,187,18,22,906,8,10,17,923,151,6,1081
LGA14600,3,0,0,0,3,0,0,3,232,20,9,0,257,0,8,7,266,8,0,274,330,32,0,7,363,0,0,0,363,7,3,379,26,10,4,0,36,0,0,0,44,3,0,43,11,0,0,12,27,0,0,0,27,0,0,27,596,58,13,24,687,8,8,13,698,22,3,717,0,3,0,0,3,6,0,6,12,0,0,12,0,4,0,0,11,0,8,8,15,0,0,15,0,12,0,0,15,6,8,9,25,0,0,25,596,70,13,24,700,9,9,22,721,22,3,747,107,12,0,4,127,5,3,9,138,37,0,177,0,0,0,0,0,0,0,0,0,0,5,4,708,79,13,27,828,18,11,31,857,64,4,928
LGA14650,682,6,0,6,685,88,0,775,8406,1050,226,57,9741,83,20,105,9848,500,17,10371,12683,1864,323,76,14946,143,30,175,15120,468,26,15614,1672,228,304,26,2228,11,8,16,2243,79,0,2325,109,22,6,95,227,5,0,5,233,15,35,283,22874,3168,851,254,27140,244,61,303,27447,1066,82,28590,94,20,7,0,126,20,0,15,145,27,0,168,282,31,10,3,328,12,4,17,344,23,0,366,379,52,12,3,451,31,9,31,483,43,0,534,23250,3221,870,255,27593,273,65,336,27935,1110,82,29123,3539,653,195,76,4465,111,27,136,4601,910,20,5539,20,6,0,31,57,3,0,3,60,9,61,126,26811,3875,1061,369,32117,382,93,475,32594,2026,164,34786
LGA14700,273,7,7,12,281,29,0,310,2726,286,58,9,3080,51,7,52,3136,161,8,3304,1947,278,33,0,2264,24,3,34,2297,85,4,2380,401,74,64,3,540,7,0,11,554,8,0,558,17,3,0,12,29,0,0,0,29,5,9,38,5095,643,154,24,5915,81,13,91,6014,257,10,6280,87,6,0,0,100,7,0,7,102,5,0,105,46,3,5,0,55,3,0,3,61,0,0,64,133,12,0,0,148,12,0,10,164,4,0,170,5231,656,161,26,6068,98,14,108,6176,263,10,6449,1092,161,46,5,1299,27,11,36,1335,140,0,1477,7,0,0,6,11,3,0,3,9,0,5,18,6328,813,203,34,7381,127,23,143,7525,399,15,7944
LGA14750,13,0,0,0,13,0,0,13,538,27,9,4,575,0,0,0,575,33,0,608,536,59,0,7,605,3,5,8,609,26,10,642,70,0,3,0,76,0,0,0,76,0,0,74,5,0,0,11,21,0,0,0,21,0,0,21,1154,91,12,18,1271,10,5,5,1278,55,10,1343,5,4,0,0,8,0,0,0,7,0,0,7,13,8,0,0,18,0,0,0,18,0,0,18,15,13,0,0,28,0,0,0,26,0,0,26,1167,103,12,18,1296,8,5,10,1308,55,10,1373,231,31,14,7,281,0,3,9,289,72,0,363,8,0,0,9,10,0,0,0,10,0,0,9,1406,132,21,31,1589,8,5,18,1602,134,10,1746
LGA14850,50,0,0,0,50,7,0,60,1464,210,29,19,1723,11,13,23,1746,97,0,1843,1898,472,43,20,2429,12,11,30,2460,137,4,2600,182,56,36,0,273,0,0,0,273,19,4,299,16,14,0,29,52,0,0,0,52,9,4,67,3558,750,104,68,4483,30,17,48,4531,266,12,4809,22,4,0,0,19,3,5,4,27,5,0,32,28,6,0,3,42,3,10,13,57,3,0,62,50,11,0,3,67,5,10,15,84,10,0,95,3606,762,110,71,4551,38,34,67,4617,275,12,4903,637,145,35,41,856,12,12,22,882,163,0,1044,8,0,0,0,8,0,0,0,8,0,24,31,4248,911,144,112,5408,47,47,92,5506,437,38,5972
LGA14870,21,0,0,0,21,5,0,24,565,59,14,8,645,13,0,14,663,40,0,697,884,116,29,3,1040,21,0,21,1054,50,0,1107,133,20,21,3,174,3,0,3,178,10,0,189,12,7,0,14,33,0,0,0,33,0,0,35,1599,201,67,25,1885,38,0,37,1925,102,0,2029,7,4,0,0,17,6,0,3,20,0,0,20,9,0,0,0,13,3,0,3,13,3,0,23,19,4,0,0,27,9,0,6,38,3,0,44,1617,212,67,25,1912,45,0,44,1963,107,0,2076,317,85,19,12,436,10,3,13,444,104,6,547,7,0,0,0,9,0,0,0,9,0,5,15,1942,293,87,37,2359,49,3,57,2419,215,11,2635
LGA14900,1441,43,20,68,1505,622,12,2146,8477,1261,1054,74,10857,253,17,268,11129,1229,19,12384,6470,1955,1151,80,9659,152,50,200,9854,1287,17,11166,1756,469,1085,58,3363,15,0,18,3379,362,13,3756,112,31,45,195,391,8,3,9,398,53,55,507,16816,3720,3331,404,24270,433,66,499,24773,2940,106,27813,326,80,39,10,457,117,6,132,584,79,3,671,375,103,61,15,556,87,56,150,702,126,3,827,698,182,96,30,1016,209,67,276,1287,199,5,1499,17519,3903,3433,430,25283,640,130,772,26058,3145,110,29311,6497,2766,1818,370,11454,766,245,1013,12463,9117,95,21674,48,9,26,122,212,3,0,3,210,40,288,536,24055,6679,5279,930,36946,1409,379,1787,38737,12296,491,51523
LGA14920,9,0,0,0,9,0,0,9,246,12,11,0,269,4,4,5,275,13,0,288,321,38,0,10,372,0,0,0,374,9,0,385,17,10,5,0,36,0,0,0,36,0,0,36,5,0,0,9,12,0,0,0,12,0,0,18,587,65,14,21,686,4,0,8,698,22,0,724,8,0,0,0,8,6,0,6,9,0,0,13,4,0,0,5,8,0,0,0,11,0,0,14,13,0,0,5,17,6,0,6,23,3,0,25,596,66,14,25,701,10,0,12,719,26,0,748,145,16,3,7,171,7,8,15,187,22,0,210,0,0,0,0,0,0,0,0,0,0,9,11,746,79,17,31,878,15,10,30,911,51,12,965
LGA14950,7,0,0,0,7,0,0,7,167,6,3,0,174,0,0,0,174,4,0,180,172,11,0,0,186,0,0,0,189,3,0,193,25,6,0,0,34,0,0,0,34,5,0,39,0,0,0,4,4,0,0,0,4,0,3,7,362,22,6,6,397,0,0,5,402,10,3,413,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,11,0,0,11,11,0,0,0,11,0,0,0,11,0,0,11,375,22,6,6,406,0,0,5,412,10,3,429,102,8,3,0,118,0,0,0,118,30,0,148,0,0,0,0,0,0,0,0,0,4,0,4,477,29,8,9,524,0,0,5,532,47,3,576
LGA15050,261,6,0,6,272,34,0,295,4050,461,126,33,4670,54,9,61,4729,226,9,4971,5437,709,126,39,6312,42,10,59,6367,188,9,6565,799,112,125,13,1045,10,3,8,1056,34,0,1096,31,13,0,34,78,0,0,0,78,3,8,92,10325,1297,371,114,12103,105,29,133,12238,460,29,12722,88,15,5,0,101,16,0,16,120,10,0,126,202,15,6,6,227,10,5,14,239,9,0,249,287,25,8,5,327,27,5,29,354,18,0,378,10612,1319,380,121,12432,133,26,162,12594,479,29,13099,2054,380,109,68,2609,75,16,88,2693,374,15,3086,17,10,0,12,36,5,0,5,42,0,35,76,12684,1714,490,195,15082,203,42,251,15329,859,78,16261
LGA15240,50,0,0,0,50,15,0,66,2195,403,71,25,2693,33,0,36,2728,218,7,2946,3101,741,90,43,3985,53,20,74,4058,249,12,4314,292,76,56,8,427,6,6,8,437,17,6,457,61,18,0,65,144,0,0,0,145,12,5,161,5648,1235,219,141,7244,98,26,125,7368,491,23,7882,51,9,0,0,61,19,0,19,82,13,0,91,86,17,6,4,113,26,7,34,140,13,0,155,138,23,6,4,171,44,7,51,222,26,0,244,5786,1261,218,150,7414,137,32,170,7589,522,19,8131,1087,336,82,60,1563,76,14,92,1655,600,10,2260,5,4,0,8,17,3,0,3,22,3,52,78,6878,1601,301,218,8997,219,50,265,9261,1119,84,10466
LGA15270,11,0,0,0,16,0,0,16,976,64,15,7,1063,11,3,10,1073,18,8,1106,1489,148,55,16,1705,15,5,15,1727,48,0,1770,211,13,30,0,256,0,0,0,256,11,0,259,27,4,3,24,52,0,0,0,52,3,0,58,2691,234,105,49,3074,25,3,28,3105,84,15,3203,17,0,0,0,15,4,0,4,25,0,0,26,38,3,0,0,42,0,3,5,47,0,0,47,53,3,0,0,60,8,3,13,65,0,0,69,2741,235,105,50,3130,27,6,39,3165,87,15,3269,574,70,28,15,687,16,4,19,710,136,0,846,3,0,0,0,3,0,0,0,3,0,17,18,3317,304,137,68,3822,49,11,54,3882,221,35,4130
LGA15300,20,0,0,0,20,0,0,20,463,37,0,0,504,0,0,0,504,16,0,519,555,37,4,7,599,0,0,0,608,21,0,622,72,11,7,0,89,0,0,0,89,0,0,93,6,0,0,4,17,0,0,0,17,0,0,18,1107,85,12,13,1214,0,0,0,1215,33,0,1251,4,0,0,0,4,0,0,0,4,0,0,4,3,4,0,0,9,0,0,0,10,0,0,10,14,4,0,0,14,0,0,0,16,0,0,16,1116,87,12,13,1229,0,0,0,1231,33,0,1270,204,16,5,19,249,4,18,18,266,37,0,300,0,4,0,0,4,0,0,0,4,6,14,20,1320,109,20,35,1480,4,17,17,1496,74,11,1587
LGA15350,191,0,0,0,194,33,0,229,1574,126,39,9,1749,42,6,52,1797,116,0,1914,1179,187,15,6,1384,15,3,18,1404,45,3,1460,202,16,18,0,236,0,0,0,242,14,4,255,22,5,0,19,48,0,0,0,48,0,0,50,2975,335,73,36,3417,59,12,70,3488,182,5,3677,43,0,0,0,41,4,0,4,45,4,0,47,29,5,0,0,36,0,0,0,39,0,0,42,70,5,0,0,80,3,0,3,83,5,0,91,3047,338,74,38,3498,68,12,81,3570,187,5,3764,1124,162,22,15,1318,16,0,16,1333,131,0,1469,0,0,0,3,10,0,0,0,10,0,8,14,4174,504,93,52,4825,81,12,91,4918,321,19,5255
LGA15520,16,0,0,0,16,0,0,21,504,42,11,7,559,6,6,12,568,16,0,586,788,82,3,9,883,7,8,8,895,8,0,908,88,16,13,0,114,0,0,0,114,0,0,118,6,6,0,17,18,0,0,0,18,5,0,21,1382,137,25,28,1580,9,10,25,1596,30,0,1631,3,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,15,0,0,0,13,0,0,15,12,0,0,0,13,0,0,0,12,0,0,19,1400,137,25,34,1589,15,10,26,1616,33,0,1645,202,26,7,4,243,8,0,8,250,42,0,298,6,0,0,4,3,0,0,0,3,0,5,12,1602,171,33,37,1839,23,10,35,1872,70,5,1949
LGA15560,3,0,0,0,3,0,0,3,85,6,6,0,94,0,0,0,94,4,0,96,206,19,0,0,226,0,0,0,226,0,0,227,15,0,3,0,21,0,0,0,21,0,0,21,3,0,0,0,5,0,0,0,5,0,0,5,314,25,12,4,346,0,0,0,346,3,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,25,12,4,346,0,0,0,346,3,0,353,66,0,0,0,68,0,0,0,68,13,0,80,7,0,0,0,7,0,0,0,7,0,0,3,378,26,12,4,421,0,0,0,421,21,0,436
LGA15650,8,0,0,0,8,0,0,8,606,70,12,0,690,3,3,9,693,19,0,716,814,107,24,5,950,5,3,13,957,25,0,987,107,19,21,6,156,4,0,4,162,5,0,165,4,0,0,4,7,0,0,0,7,3,0,11,1534,191,60,13,1798,18,8,23,1828,51,0,1878,14,0,0,0,14,0,0,0,16,3,0,18,33,8,0,5,43,0,0,0,44,8,0,47,41,11,0,4,55,3,0,3,57,12,0,72,1576,198,60,17,1859,21,8,25,1883,66,0,1951,447,48,21,12,535,22,7,30,564,107,5,679,0,0,0,4,4,0,0,0,4,0,13,21,2024,253,81,45,2401,40,14,57,2455,177,22,2651
LGA15700,14,0,0,0,14,5,0,17,472,115,11,0,596,5,5,8,609,56,0,660,619,202,17,7,845,15,6,18,866,100,0,965,60,27,4,0,96,0,0,0,96,8,0,102,7,4,0,15,21,0,0,0,21,0,3,21,1162,350,36,16,1560,18,12,30,1593,162,3,1751,0,0,0,0,0,0,0,0,3,0,0,3,15,0,0,0,15,0,0,0,15,8,0,27,15,8,0,0,23,0,0,0,21,9,0,32,1176,353,36,16,1584,17,12,32,1618,168,3,1786,286,99,18,3,411,15,8,28,433,129,0,566,3,0,0,4,11,0,0,0,11,4,3,16,1465,455,54,26,1998,35,13,55,2053,296,7,2361
LGA15750,4,0,0,0,4,3,0,8,590,46,7,0,653,10,0,10,657,24,0,686,658,50,0,10,714,6,0,6,726,19,0,745,89,7,17,0,115,0,0,0,115,5,0,114,6,0,0,16,20,0,0,0,20,0,5,20,1337,107,25,23,1502,17,0,17,1516,44,5,1569,12,4,0,5,19,0,0,0,15,0,0,15,21,0,0,0,17,0,0,0,17,0,0,20,24,0,0,5,35,0,0,0,34,0,0,37,1368,106,25,30,1536,18,0,18,1551,49,5,1604,223,26,18,8,272,5,0,5,270,66,0,338,0,0,0,0,0,0,0,0,0,0,3,0,1589,136,42,39,1805,17,0,17,1828,116,5,1947
LGA15800,0,0,0,0,0,0,0,3,245,25,3,0,283,0,0,0,283,3,0,287,286,15,0,4,307,0,0,4,307,11,0,316,29,5,0,0,41,0,0,0,41,0,0,41,0,0,0,0,7,0,0,0,7,0,0,7,565,46,7,7,622,0,0,7,632,12,0,645,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,4,570,46,7,7,628,0,0,7,632,17,0,645,97,17,4,3,122,6,0,6,128,27,0,158,0,0,0,0,0,0,0,0,0,0,0,0,663,64,11,11,747,8,0,13,761,43,0,805
LGA15850,8,0,0,0,8,0,0,5,252,23,3,4,282,6,0,8,295,9,0,302,320,14,0,3,343,5,0,5,340,20,0,358,73,3,0,0,80,0,0,0,80,0,0,80,8,0,0,4,13,0,0,0,13,0,0,13,653,43,7,14,715,6,0,9,722,24,0,750,3,0,0,0,4,0,0,0,4,0,0,4,9,0,0,0,6,0,0,0,6,0,0,6,10,0,0,0,10,0,0,0,10,0,0,10,660,41,7,14,731,6,0,9,740,24,0,768,99,14,0,9,118,0,0,0,118,32,0,154,0,0,0,0,0,0,0,0,0,3,9,10,758,59,7,19,849,6,0,9,856,58,9,928
LGA15900,520,10,3,9,531,63,0,597,6240,921,165,25,7354,98,35,127,7484,439,4,7929,9019,1416,188,60,10685,89,34,123,10810,310,11,11125,1143,224,202,3,1571,20,4,19,1593,44,0,1633,62,6,9,38,113,3,0,3,117,5,11,133,16468,2565,557,132,19729,206,64,271,19999,795,27,20824,106,30,0,0,139,18,0,18,159,0,0,158,187,43,9,0,237,14,12,21,265,8,0,274,295,73,8,0,380,35,12,45,420,8,0,436,16761,2646,571,132,20107,240,72,321,20420,807,34,21260,2511,535,112,56,3212,107,64,163,3376,600,19,3994,33,8,3,17,58,0,0,0,58,8,26,98,19305,3187,678,207,23378,344,136,480,23862,1413,72,25347
LGA15950,195,11,0,11,199,36,0,238,2935,260,63,14,3280,59,14,74,3354,150,12,3517,1920,303,40,0,2263,31,4,33,2298,63,0,2365,551,67,55,6,671,0,0,5,672,12,0,689,33,4,5,24,64,0,0,0,68,0,9,73,5429,636,165,48,6275,96,20,114,6388,229,22,6645,62,3,3,3,73,5,0,5,76,9,0,84,81,7,5,0,96,0,0,5,100,5,0,105,147,12,5,3,172,5,0,9,177,15,0,189,5580,647,170,49,6449,101,21,123,6567,247,22,6836,1241,162,47,32,1483,28,4,34,1511,166,0,1683,7,0,0,3,17,0,0,0,17,0,14,28,6831,809,214,85,7943,128,26,153,8097,410,32,8548
LGA15990,1637,26,7,33,1675,208,0,1885,15189,2144,526,52,17908,275,56,328,18242,1010,19,19267,16368,2923,453,67,19813,196,26,230,20039,655,7,20706,3055,537,457,28,4077,40,9,49,4129,138,9,4276,126,15,14,138,294,7,0,7,298,27,29,354,34742,5622,1448,284,42097,518,92,611,42705,1825,70,44602,255,27,0,6,287,44,0,44,324,20,0,348,394,58,21,0,472,22,4,22,496,25,0,522,651,82,21,3,758,60,4,64,818,48,0,868,35391,5707,1463,286,42851,583,99,679,43527,1868,70,45468,6797,1075,256,100,8225,126,20,151,8373,899,19,9288,60,14,0,39,110,0,0,0,110,5,93,204,42243,6797,1721,423,51182,710,119,825,52012,2774,178,54965
LGA16100,3,0,0,0,3,0,0,4,193,12,0,0,206,0,0,0,206,11,0,218,239,20,10,7,273,0,0,0,272,20,0,291,37,3,11,0,50,0,0,0,50,0,0,50,0,4,0,3,9,0,0,0,9,0,0,9,470,38,17,11,535,0,0,0,539,27,0,570,4,0,0,0,8,0,0,0,8,0,0,8,5,0,0,0,5,4,0,4,10,0,0,10,11,0,0,0,14,4,0,4,14,0,0,14,477,42,17,11,545,3,0,3,551,27,0,582,86,11,0,11,116,6,0,10,121,29,0,151,6,0,0,0,6,0,0,0,6,0,3,8,565,54,19,26,664,11,0,14,677,60,8,742
LGA16150,50,0,0,0,50,0,0,48,2268,236,31,16,2555,13,12,23,2576,92,4,2667,2559,287,53,19,2922,15,0,16,2937,90,6,3026,351,27,39,16,425,0,0,0,433,21,0,453,17,0,0,15,32,10,0,10,41,6,7,47,5196,551,119,60,5932,34,15,46,5978,200,20,6195,20,9,0,0,23,4,0,4,31,4,0,34,55,9,0,3,73,4,0,7,77,0,0,77,74,16,0,3,97,7,0,11,106,4,0,115,5271,572,120,58,6029,42,15,55,6085,202,20,6308,852,141,46,36,1075,13,8,24,1098,138,6,1239,4,0,0,5,11,0,0,0,11,0,28,37,6125,713,168,110,7113,58,23,76,7193,341,50,7584
LGA16200,8,0,0,0,8,0,0,8,647,74,13,4,734,8,7,17,749,15,0,773,670,54,20,5,749,5,4,11,758,23,0,783,92,6,10,0,105,0,0,0,105,0,0,106,7,0,0,5,22,0,0,0,22,0,0,23,1422,135,36,16,1607,14,8,23,1633,42,4,1679,13,0,0,0,13,4,0,4,12,0,0,12,4,0,5,0,10,6,0,5,6,0,0,7,12,0,5,0,17,3,0,4,26,0,0,24,1433,135,40,16,1627,21,7,31,1654,41,4,1702,261,38,16,20,340,18,0,21,353,97,0,457,0,0,0,0,0,0,0,0,0,0,7,7,1695,171,53,41,1964,39,16,47,2008,144,10,2165
LGA16260,1444,45,17,60,1501,359,8,1870,12090,1451,794,61,14396,287,54,343,14735,1055,24,15810,7982,2279,801,66,11126,190,57,250,11376,847,19,12246,1981,507,1039,29,3555,51,8,56,3612,201,0,3811,116,24,25,248,415,6,0,6,424,23,45,489,22176,4266,2651,406,29493,532,124,655,30152,2124,86,32359,754,87,40,8,895,105,9,110,1011,34,5,1049,544,116,54,12,731,105,22,131,859,85,0,946,1303,202,99,22,1623,212,32,240,1864,125,5,1993,23477,4470,2753,425,31120,740,157,900,32017,2247,86,34354,7282,1742,1003,217,10252,344,97,436,10686,3280,40,14013,64,16,15,121,218,0,0,0,220,18,184,420,30820,6231,3766,762,41587,1085,248,1338,42923,5550,307,48783
LGA16350,793,19,5,23,815,151,0,965,9959,1385,668,111,12125,202,24,220,12348,680,17,13040,8379,2033,686,92,11179,105,21,127,11307,632,31,11972,2376,569,703,39,3687,31,3,33,3722,176,3,3901,142,26,15,160,347,7,0,7,343,39,38,424,20857,4012,2075,393,27340,342,50,384,27725,1519,100,29345,256,63,10,10,335,48,5,54,390,42,0,434,298,68,20,16,407,33,11,40,449,40,0,482,554,132,32,24,741,79,17,96,840,81,0,917,21408,4147,2108,418,28082,417,65,481,28568,1603,100,30266,5667,1467,713,234,8081,272,36,309,8389,1910,34,10336,60,16,9,82,165,3,3,3,176,18,145,339,27133,5634,2830,736,36332,688,106,799,37126,3534,282,40942
LGA16380,122,6,0,0,120,22,0,143,3170,566,65,8,3805,36,9,45,3853,229,3,4085,3833,733,123,25,4712,31,9,35,4753,209,7,4965,408,71,68,0,547,5,0,5,552,23,0,578,43,8,0,52,102,0,0,0,102,11,13,130,7456,1374,250,84,9172,71,16,89,9264,473,20,9758,37,6,0,5,50,10,0,10,63,9,0,74,85,14,0,6,102,4,6,6,109,15,0,121,125,22,0,6,151,15,6,20,171,25,0,197,7580,1399,258,91,9327,90,17,110,9435,499,20,9955,1077,332,54,41,1507,45,11,54,1563,332,9,1900,8,0,0,9,14,0,0,0,14,9,34,56,8663,1734,310,135,10845,138,25,161,11008,831,66,11906
LGA16400,167,5,0,6,175,22,0,197,2491,329,88,33,2940,44,3,44,2988,180,3,3167,3586,498,96,25,4212,45,13,52,4261,207,7,4479,456,78,81,20,633,18,3,23,663,39,3,708,43,7,0,49,106,0,0,0,106,7,15,127,6582,917,261,135,7892,104,21,118,8013,437,22,8478,56,0,0,0,61,12,0,12,75,0,0,71,103,5,7,9,118,3,0,6,126,10,0,132,156,9,5,11,180,12,0,13,192,8,0,203,6739,926,266,141,8073,116,17,138,8210,446,22,8683,1357,224,90,37,1704,60,12,75,1775,405,9,2186,15,0,0,19,33,0,0,0,33,3,48,87,8107,1146,353,195,9806,179,35,212,10019,856,80,10957
LGA16490,182,0,0,0,183,23,0,205,4550,420,112,18,5100,35,4,41,5141,189,9,5339,3285,384,74,27,3774,22,5,26,3802,92,8,3898,679,63,71,18,826,3,0,3,831,18,0,845,44,0,0,49,89,0,0,0,90,7,3,101,8555,872,261,106,9790,64,11,74,9862,297,28,10190,67,0,0,0,70,7,0,7,75,0,0,79,81,17,3,0,104,0,0,0,104,5,4,108,147,21,0,0,171,13,0,13,178,12,4,193,8699,887,263,106,9958,70,11,80,10046,304,31,10376,1162,142,33,14,1341,20,0,17,1362,147,0,1512,6,0,0,6,12,0,0,0,12,0,22,35,9863,1030,293,125,11317,88,14,101,11421,452,49,11926
