LGA_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
LGA15800,0,30,298,928,584,110,19,38,2014,0,7,27,5,3,0,0,4,43,0,0,0,6,0,0,0,0,6,0,7,27,3,3,0,0,4,44,0,13,31,8,0,0,0,3,49,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,33,8,0,0,0,3,53,0,0,7,6,3,4,0,0,14,0,0,0,3,0,0,0,0,8,0,53,361,950,595,114,17,47,2141
LGA15850,5,27,225,923,686,137,29,38,2072,3,23,36,14,0,0,0,0,82,0,0,0,0,0,0,0,0,0,3,23,37,14,0,0,0,0,85,0,15,19,3,0,0,0,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,3,0,0,0,4,42,0,3,3,0,0,0,0,0,10,0,4,0,0,4,0,3,0,12,9,68,286,949,691,141,25,44,2221
LGA15900,72,556,7081,22612,11788,2519,571,413,45617,16,513,2471,1294,127,23,6,75,4532,44,551,2127,2898,379,80,25,92,6194,57,1068,4594,4190,509,100,35,167,10724,124,1350,1509,358,58,10,5,90,3501,41,503,1436,237,6,4,3,58,2299,57,419,953,443,24,0,8,20,1921,24,415,634,274,23,0,0,10,1386,9,73,117,63,22,10,0,6,304,249,2764,4646,1386,130,30,16,181,9410,19,74,94,43,23,5,0,7,244,11,45,28,25,9,0,5,11,131,409,4503,16439,28254,12459,2657,623,779,66129
LGA15950,8,45,402,1402,1175,454,84,24,3593,7,48,424,554,122,13,0,4,1173,10,138,644,1713,369,48,11,15,2948,17,182,1074,2264,490,68,11,19,4121,69,667,1752,997,71,11,4,31,3596,178,1845,3842,1164,62,7,5,54,7159,189,1809,2909,920,34,7,6,45,5923,475,2634,3362,1218,53,6,3,70,7826,0,5,13,6,3,0,0,0,29,921,6962,11880,4305,219,20,20,203,24535,4,21,29,12,4,0,0,3,75,0,30,28,5,4,0,4,8,78,950,7236,13420,7991,1889,547,112,247,32395
LGA15990,167,802,3223,16748,21780,8842,2099,384,54040,100,381,680,626,239,44,11,26,2097,31,620,1550,3134,660,113,25,77,6201,124,1000,2227,3758,900,148,35,101,8299,189,1602,3173,1422,203,42,15,105,6758,70,2396,9455,1578,77,11,11,155,13756,164,2043,4900,1305,38,7,3,80,8541,16,431,877,549,11,0,0,22,1906,15,123,207,80,56,24,6,0,513,468,6598,18610,4936,388,84,37,358,31478,8,90,181,69,13,4,0,11,388,7,38,63,33,17,9,4,17,177,780,8526,24308,25542,23093,9094,2170,860,94377
LGA16100,9,49,193,833,649,106,33,34,1914,0,23,35,17,0,0,0,3,80,0,0,0,0,0,0,0,0,0,0,23,38,17,0,0,0,3,82,0,0,9,0,0,0,0,0,10,0,4,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,0,0,0,0,0,26,3,6,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,12,17,88,256,855,649,106,33,39,2038
LGA16150,16,126,972,6149,5395,952,160,192,13966,9,189,770,309,30,0,5,37,1355,0,83,64,46,3,0,0,8,204,9,267,840,359,30,0,5,46,1556,3,134,277,63,16,0,4,20,510,0,3,27,3,0,0,0,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,4,0,0,0,17,3,146,305,70,17,0,0,23,557,0,20,7,3,11,0,0,4,54,3,8,9,13,7,4,0,7,51,38,566,2139,6594,5460,962,166,262,16183
LGA16200,9,68,550,2206,1563,290,69,87,4842,0,20,82,55,11,3,0,0,172,0,13,0,0,0,0,0,0,17,0,34,86,55,11,3,0,3,191,12,38,183,31,8,0,0,10,279,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,12,41,192,31,6,0,0,10,292,8,9,7,9,4,0,0,0,38,3,10,3,13,9,4,0,6,41,36,156,836,2308,1588,301,73,107,5401
LGA16260,62,341,2428,13680,13287,4615,1109,347,35872,57,410,851,1125,135,32,5,45,2649,42,385,1747,5113,1844,308,31,116,9602,99,795,2602,6242,1976,342,41,160,12253,69,657,2747,652,43,7,7,75,4255,60,567,6725,1393,53,9,6,134,8947,95,3033,10496,2206,56,3,7,212,16110,227,3610,8480,1405,47,8,0,182,13955,6,42,133,49,35,19,15,3,293,458,7907,28575,5710,226,36,36,615,43561,6,20,119,38,3,5,4,0,189,8,52,115,31,7,4,0,15,232,628,9111,33838,25701,15506,5000,1180,1139,92109
LGA16350,75,508,2757,24064,22428,5465,1452,721,57474,25,213,727,1470,212,30,15,47,2743,12,251,1026,3800,935,60,9,99,6187,37,466,1755,5269,1144,85,24,146,8934,48,333,1145,152,19,3,0,45,1745,18,108,1205,166,5,0,0,30,1524,21,305,1776,173,0,0,3,29,2311,0,229,549,43,0,0,0,5,831,0,42,122,68,38,13,9,8,299,92,1012,4796,600,69,15,16,121,6712,10,45,85,30,15,0,3,0,179,3,19,27,27,12,5,3,10,104,212,2056,9420,29986,23667,5572,1492,996,73398
LGA16380,48,343,2812,11424,9105,1840,376,435,26385,5,190,1809,1221,101,8,4,190,3526,3,62,345,588,92,16,0,12,1124,11,256,2154,1811,194,21,4,206,4645,4,400,850,285,12,4,0,47,1610,0,35,450,91,6,0,0,11,588,14,139,548,246,7,0,0,20,972,0,8,69,52,0,0,0,0,134,3,0,4,9,22,0,0,0,38,20,587,1925,686,47,0,3,83,3343,14,112,120,32,9,0,5,84,374,0,14,29,21,12,3,0,14,102,95,1305,7034,13974,9363,1867,399,822,34848
LGA16400,34,324,2450,8915,9187,1777,402,264,23362,0,97,1185,747,65,7,0,48,2155,0,66,269,1085,277,21,6,33,1756,0,164,1460,1839,342,30,6,81,3911,0,100,134,53,13,3,3,9,323,0,21,121,66,4,0,0,5,222,0,14,254,144,13,0,0,3,428,0,0,0,0,0,0,0,0,0,0,7,20,19,10,0,0,0,59,9,143,536,282,40,8,6,19,1038,42,162,163,53,9,0,0,23,452,3,27,22,30,9,0,0,5,96,94,819,4629,11118,9580,1814,418,393,28868
LGA16490,48,254,1114,5746,7452,1815,486,163,17078,0,124,851,632,51,0,3,21,1680,0,121,721,654,55,3,3,20,1572,0,244,1576,1283,107,4,4,44,3262,23,484,443,79,12,3,3,23,1067,13,135,375,25,0,0,0,5,554,0,216,665,39,0,0,0,17,934,0,17,58,3,0,0,0,0,77,0,7,9,11,3,0,0,0,30,35,853,1551,160,19,3,5,41,2661,8,22,14,11,5,5,0,3,61,0,10,14,4,3,0,0,0,41,91,1382,4270,7208,7578,1827,498,251,23100
LGA16550,29,111,804,4830,5185,2131,591,107,13790,56,125,1019,1558,472,105,17,31,3381,10,205,797,2504,1404,221,29,54,5217,69,328,1814,4058,1874,326,49,79,8601,172,1190,2709,1115,132,24,19,101,5462,119,2421,8872,1843,72,13,14,180,13526,113,1616,4296,1005,28,23,6,96,7184,50,396,1299,438,21,0,0,17,2215,11,30,42,16,23,9,6,3,140,463,5641,17217,4412,286,74,42,390,28527,9,133,178,91,24,5,9,3,443,5,11,22,5,8,3,4,12,74,578,6228,20033,13408,7380,2533,691,592,51433
LGA16610,36,136,1010,3514,2118,385,100,156,7455,13,58,324,157,15,0,0,19,585,0,14,105,97,15,8,0,3,232,15,69,428,254,29,4,0,21,819,0,55,178,38,5,0,0,17,295,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,0,0,0,0,17,0,61,194,49,5,0,0,17,326,30,83,46,19,6,0,0,8,197,3,13,3,7,0,0,0,0,32,87,366,1677,3847,2155,393,103,202,8825
LGA16700,27,161,1456,7218,7068,3138,763,183,20016,21,143,679,1591,139,35,13,29,2657,4,244,1771,1560,567,84,14,50,4299,32,384,2448,3157,710,121,29,75,6956,30,413,646,210,19,14,0,31,1350,33,1239,4669,425,14,22,4,86,6489,39,1937,4546,852,28,0,3,78,7490,61,3009,2868,362,14,0,0,69,6380,5,30,53,19,14,17,8,8,148,165,6621,12770,1871,89,50,17,266,21854,3,32,34,38,3,0,0,9,124,6,22,14,4,0,24,0,9,93,238,7223,16730,12289,7875,3333,815,538,49040
LGA16900,21,122,826,9772,8876,1794,307,247,21963,9,87,889,767,53,5,0,38,1845,0,108,534,1155,236,18,0,29,2086,12,187,1418,1921,289,21,4,71,3931,4,205,578,164,23,0,6,25,998,0,4,58,45,0,0,0,0,111,0,25,66,9,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,13,28,19,20,10,0,0,88,4,246,723,233,41,9,5,28,1300,7,94,183,17,7,0,0,13,312,0,6,15,11,4,0,0,0,39,42,650,3179,11952,9219,1825,315,358,27543
LGA16950,87,571,4062,16126,12887,2464,547,479,37225,4,220,1487,757,72,13,9,64,2622,0,113,394,283,25,7,0,17,845,6,331,1881,1050,101,14,12,81,3469,11,157,299,181,21,4,4,23,709,0,0,14,14,0,0,0,0,32,0,0,3,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,23,36,29,14,4,3,6,115,12,184,362,228,32,11,8,30,865,17,191,458,112,28,4,0,40,852,9,49,85,24,11,0,0,74,252,137,1324,6843,17542,13065,2498,568,696,42667
LGA17000,15,99,497,2819,3168,646,160,83,7479,0,18,133,218,18,3,0,8,400,0,18,124,50,9,0,0,4,209,0,42,260,269,27,3,0,12,615,0,42,137,46,6,0,0,9,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,41,137,46,6,0,0,9,231,13,61,10,8,6,0,0,5,94,0,0,5,4,0,0,0,0,16,24,238,909,3145,3212,653,164,102,8443
LGA17040,43,219,881,3087,2002,486,162,116,6995,0,26,105,53,13,0,3,0,205,0,12,51,82,21,0,0,3,174,0,44,162,136,30,0,4,5,385,10,77,205,122,22,0,6,12,463,0,15,17,18,8,0,0,0,54,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,9,6,0,0,0,0,22,11,110,233,145,32,0,7,11,551,5,18,15,8,4,3,7,3,60,3,13,15,10,4,3,5,4,61,58,403,1303,3387,2072,498,182,135,8043
LGA17080,19,83,656,2620,1446,245,41,80,5188,6,48,249,34,4,0,0,11,356,0,0,4,7,0,0,0,0,8,6,48,254,41,4,0,0,11,359,0,16,29,0,0,0,0,0,51,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23,29,0,0,0,0,0,58,4,7,4,5,4,0,0,0,35,0,12,10,6,4,0,0,6,33,30,176,951,2680,1463,247,40,92,5671
LGA17100,10,49,340,1620,1721,1163,412,65,5388,15,19,43,44,9,0,4,5,138,0,18,173,334,151,7,0,6,692,13,36,217,377,165,8,5,12,832,37,242,602,139,16,12,0,24,1064,13,241,1474,325,27,0,0,24,2103,23,654,2920,696,47,35,0,78,4447,4,313,1202,197,4,0,0,26,1751,0,0,3,0,0,3,0,0,8,72,1443,6194,1355,97,49,7,146,9366,3,6,37,40,3,0,0,0,93,7,18,30,5,3,0,0,6,67,105,1554,6816,3403,1985,1221,423,237,15746
LGA17150,40,323,1995,17377,22151,7201,1258,334,50676,32,230,743,1299,257,37,5,38,2649,5,398,1710,5557,1013,133,15,78,8913,31,633,2453,6858,1272,165,22,124,11559,28,1282,1629,611,48,4,5,55,3662,5,802,6662,1147,17,0,4,93,8726,53,978,4256,955,14,0,0,66,6329,22,300,1061,357,10,0,0,10,1767,6,32,60,37,20,17,4,0,177,118,3403,13671,3098,108,21,16,227,20656,15,75,125,46,13,0,3,5,285,5,20,36,24,4,4,3,18,115,214,4451,18276,27405,23552,7398,1299,698,83292
LGA17200,20,94,327,848,536,169,54,24,2081,16,459,1669,1058,276,43,15,39,3580,218,1388,4380,5385,2239,436,169,133,14354,230,1855,6051,6447,2514,479,189,176,17935,264,987,844,304,50,19,13,61,2544,812,2924,3788,784,81,10,12,127,8527,1952,11295,12865,2989,134,20,16,446,29714,1911,12958,16846,3430,170,21,25,536,35889,9,22,17,20,13,0,4,0,77,4945,28184,34360,7523,455,61,68,1175,76760,42,171,164,115,23,8,5,10,541,71,170,92,31,10,5,8,42,425,5312,30471,40995,14960,3533,721,324,1425,97743
LGA17310,45,253,1759,9167,7537,1409,314,325,20808,17,270,1113,347,26,3,0,41,1811,3,74,203,60,8,0,0,8,346,17,338,1312,404,29,3,0,51,2157,9,90,201,32,5,0,0,14,357,0,0,21,0,0,0,0,0,22,0,0,17,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,7,6,3,0,0,0,0,20,9,95,245,43,4,0,5,14,419,17,56,29,15,4,0,0,8,127,3,29,23,24,6,0,4,15,115,94,777,3367,9649,7585,1413,321,413,23617
LGA17350,0,42,274,1024,679,116,28,36,2203,0,49,65,14,0,0,0,3,134,0,0,4,8,0,0,0,0,5,0,52,67,16,0,0,0,3,140,0,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,13,0,5,11,9,0,0,0,0,32,0,0,0,0,0,0,0,4,7,7,101,355,1056,685,117,31,42,2393
LGA17400,46,148,502,1181,607,124,33,88,2724,0,5,8,8,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,5,8,8,0,0,0,0,24,0,20,32,8,6,0,0,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,8,6,0,0,4,66,6,16,6,3,6,0,0,0,37,0,6,3,4,5,0,0,0,17,55,193,545,1208,610,127,34,97,2875
LGA17420,29,261,1138,7736,26298,10414,2300,367,48537,0,22,395,347,46,6,3,16,845,0,24,640,2617,999,133,29,31,4468,5,49,1037,2964,1037,139,31,46,5313,3,76,428,246,12,0,0,19,783,0,71,702,345,3,0,0,9,1132,5,456,1642,560,16,5,0,24,2706,0,199,639,171,5,0,0,7,1024,3,30,59,27,37,18,8,12,192,13,832,3461,1357,70,16,9,75,5836,0,8,3,5,0,6,0,0,13,4,17,21,25,18,18,5,8,111,50,1161,5662,12080,27430,10591,2350,490,59810
LGA17550,127,695,2820,10042,8540,1818,414,371,24836,10,220,1670,2195,108,8,4,75,4289,3,148,920,1572,112,11,3,44,2823,13,369,2592,3766,217,22,5,123,7107,42,318,1193,374,28,3,3,58,2023,0,140,1080,323,5,3,0,26,1584,0,70,368,169,9,0,0,14,630,0,46,334,124,5,0,0,14,525,0,32,19,8,9,5,0,0,70,48,602,2994,1007,54,14,3,113,4828,56,317,265,35,13,3,3,23,716,14,23,27,17,10,0,5,5,107,258,2008,8692,14867,8843,1856,438,637,37602
LGA17620,17,104,553,2198,1643,334,68,73,4988,0,41,182,117,4,5,0,7,355,0,3,8,7,3,0,0,0,27,0,45,188,129,9,5,0,8,385,0,22,13,0,0,4,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,3,0,4,0,0,44,0,17,35,4,0,3,0,0,65,0,6,0,5,0,4,0,0,20,18,195,798,2337,1654,341,73,81,5499
LGA17640,23,95,382,1303,975,235,59,59,3138,0,3,29,13,0,5,3,4,60,0,0,3,0,5,0,0,0,4,0,3,28,13,4,5,3,4,60,0,4,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,13,4,6,0,4,0,0,0,0,19,0,4,5,0,3,0,0,3,17,23,117,417,1325,988,242,66,67,3249
LGA17650,8,63,250,1020,626,142,47,25,2179,0,10,39,5,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,10,39,5,0,0,0,0,54,0,5,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,19,6,0,9,5,3,0,0,0,30,0,0,0,0,0,0,0,0,4,14,79,303,1029,631,144,51,26,2285
LGA17750,20,127,1549,9071,8343,1519,271,278,21184,4,99,642,164,15,3,0,29,954,0,8,115,88,5,0,0,0,222,7,106,758,256,19,4,0,27,1180,3,279,1537,198,15,6,3,55,2092,0,40,50,16,0,0,0,0,113,0,10,21,16,0,0,0,0,40,0,0,0,0,0,0,0,0,3,0,5,4,6,7,0,0,0,25,8,332,1614,235,23,6,3,57,2276,4,24,26,17,7,4,10,5,93,0,6,11,15,0,0,0,4,42,42,599,3954,9590,8398,1535,288,370,24776
LGA17850,4,23,159,513,308,64,20,24,1122,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,0,19,18,5,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,5,0,0,0,0,39,0,4,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,4,47,191,517,314,67,21,24,1183
LGA17900,8,63,227,524,310,71,22,29,1252,0,24,28,0,0,0,0,5,56,0,0,0,0,0,0,0,0,0,0,24,28,0,0,0,0,5,56,0,9,11,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,22,11,75,74,43,14,0,0,16,236,6,23,36,10,5,4,0,0,87,28,196,372,581,330,74,27,45,1660
LGA17950,0,14,104,378,263,67,20,20,864,0,19,19,14,0,0,0,0,50,0,0,0,4,0,0,0,0,4,0,19,19,16,0,0,0,0,44,0,3,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,5,4,0,0,0,15,0,36,131,394,270,72,20,25,936
LGA18020,20,101,472,1452,865,178,60,78,3235,0,22,14,4,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,22,14,10,0,0,0,0,38,0,17,38,6,0,0,0,7,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,40,6,0,0,0,7,69,0,3,9,6,3,0,0,6,24,0,3,3,11,10,6,0,0,33,25,151,530,1477,876,185,59,90,3400
LGA18050,15,27,240,1315,1859,735,165,45,4405,3,29,652,982,396,63,12,16,2163,4,67,390,1115,967,216,22,36,2810,5,92,1035,2088,1360,283,35,53,4969,41,775,1947,634,111,28,12,69,3615,215,1761,5007,1027,91,7,3,117,8234,158,844,1933,453,19,0,0,40,3452,130,603,1002,469,14,0,3,25,2256,4,4,8,10,5,0,0,0,33,549,3997,9900,2592,237,34,23,261,17590,27,138,159,96,6,0,3,8,443,6,17,13,11,0,0,0,10,54,598,4272,11351,6105,3470,1058,226,373,27455
LGA18100,8,40,241,585,410,85,12,21,1405,0,0,11,13,11,0,0,6,34,0,0,0,0,0,0,0,0,5,0,0,11,13,12,0,0,3,34,0,15,22,10,0,0,0,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,10,0,0,0,3,52,0,3,3,0,0,0,0,0,8,0,0,0,5,0,0,0,0,3,14,60,279,606,422,91,12,25,1500
LGA18200,6,37,318,1066,708,113,33,64,2348,0,23,52,13,4,0,0,4,100,0,0,4,0,0,0,0,0,3,0,24,58,13,6,0,0,4,105,0,4,16,8,0,0,0,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,8,0,0,0,11,33,4,13,5,5,0,0,0,18,49,0,4,0,5,0,0,0,3,14,14,86,398,1094,716,113,33,100,2546
LGA18250,13,68,823,4092,4895,1997,381,70,12337,3,26,346,366,96,10,0,3,854,5,36,348,677,180,26,7,10,1287,0,64,696,1039,280,35,7,13,2145,17,287,934,263,24,4,5,18,1555,15,566,2287,436,9,0,0,28,3354,83,709,1789,518,12,0,0,26,3144,132,1526,2328,820,26,0,4,53,4893,0,4,28,9,9,3,4,0,58,254,3105,7366,2052,83,12,10,127,13007,4,19,39,12,0,0,0,0,71,0,12,12,4,4,0,0,3,32,275,3271,8940,7203,5262,2049,395,211,27599
LGA18350,42,299,1436,6716,7351,1733,465,210,18252,3,105,514,265,28,0,6,25,942,0,6,115,199,21,0,0,0,341,3,108,628,464,52,3,0,27,1288,5,95,218,52,10,5,0,12,386,0,3,12,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,10,14,6,3,0,56,5,114,238,58,23,8,4,17,464,8,46,56,24,6,5,0,6,146,0,7,11,13,8,0,0,3,35,57,571,2366,7268,7439,1749,473,259,20184
LGA18400,23,192,950,4570,7529,2259,664,206,16388,4,49,293,160,27,4,0,12,556,0,0,15,31,9,0,0,0,67,4,47,313,197,34,3,4,14,615,0,28,47,15,7,0,0,0,99,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,10,15,3,5,0,60,0,34,77,26,20,3,5,0,168,15,41,30,9,4,0,3,3,106,0,8,13,12,10,0,0,3,47,44,325,1377,4809,7597,2272,669,231,17325
LGA18450,58,604,4811,25372,18372,4444,971,560,55191,28,436,1833,1396,146,18,0,73,3935,12,463,1868,3131,295,32,17,76,5888,42,896,3698,4527,442,50,16,152,9827,59,1135,3249,997,124,28,15,107,5711,18,371,2106,442,17,3,0,53,3016,24,467,2303,949,37,0,3,53,3827,12,242,1103,657,37,0,0,23,2075,0,66,105,60,40,13,6,4,296,122,2276,8868,3099,253,54,26,236,14928,16,141,252,96,30,14,4,11,565,10,33,37,42,7,5,9,16,152,250,3951,17667,33132,19100,4566,1026,970,80658
LGA18500,9,57,248,1145,1893,1157,340,45,4894,4,59,232,254,97,22,0,3,675,6,84,891,1969,826,99,15,25,3927,11,144,1126,2222,926,118,15,30,4602,35,251,924,556,69,22,12,19,1886,94,698,2526,1170,104,15,10,49,4663,203,773,1956,1033,68,5,0,53,4093,28,387,614,381,17,0,0,28,1455,0,3,32,26,12,4,0,0,72,353,2114,6047,3162,265,47,24,151,12170,7,58,71,46,0,5,0,3,192,7,14,14,12,0,0,0,4,50,388,2387,7513,6588,3097,1329,380,232,21907
