LGA_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
LGA14170,0,0,0,0,5,9,10,3,0,0,3,0,0,0,0,24,0,0,0,6,20,31,98,49,11,17,14,7,3,5,4,271,0,6,34,80,73,89,149,114,28,24,23,33,12,3,8,683,16,38,41,145,920,1122,1440,760,210,240,196,183,58,8,177,5556,0,37,134,41,21,30,10,5,3,4,4,0,0,0,16,310,7,29,80,48,30,17,19,9,0,0,0,3,0,0,15,270,6,6,24,85,176,85,50,13,5,4,16,8,0,0,15,482,51,60,67,73,92,91,176,111,31,26,21,19,5,5,25,845,11,462,1434,227,53,23,22,55,3,7,3,9,0,0,119,2428,4,9,28,144,299,239,141,83,23,26,29,11,14,7,35,1102,9,4,70,75,156,264,437,372,123,103,113,126,48,18,28,1937,0,8,14,73,120,183,196,101,28,16,38,37,21,5,14,854,0,0,0,20,51,47,72,66
LGA14220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,8,0,0,3,4,3,0,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,6,39,32,3,91,3,12,5,10,0,0,4,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,4,12,6,0,4,13,0,0,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,31,14,0,0,4,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,16,15,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,6,4,3,4,4,7,3,0,0,0,0,0,3,34,0,0,0,0,4,0,13,16,5,13,18,11,0,0,12,94,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,8,4,0,0,0,0,0,0,0,5,34,21,27,17,12,14,5,10,4,0,3,0,3,0,0,12,127,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,3,10,22,6,3,3,6,4,0,6,74,0,3,0,0,0,0,8,5,0,4,0,4,3,0,0,27,0,0,0,0,0,0,0,0
LGA14400,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,19,8,4,0,5,0,0,0,0,63,0,0,3,0,5,13,11,22,0,0,0,0,0,3,0,71,0,7,11,3,0,0,0,0,0,0,0,0,0,0,0,17,3,3,0,0,0,6,0,3,0,0,0,0,0,0,0,23,0,3,0,0,0,0,7,3,0,0,0,0,0,0,0,14,14,23,18,8,9,8,7,3,0,0,0,6,0,4,6,124,0,4,13,0,0,0,0,0,0,0,0,0,0,0,5,25,0,0,4,4,0,0,4,4,0,0,0,0,0,0,0,18,0,0,0,8,5,5,8,0,5,0,0,4,0,0,0,36,0,0,3,0,0,0,3,7,0,0,0,0,6,0,0,18,0,0,0,0,0,3,0,0
LGA14500,0,0,0,4,13,3,3,0,0,0,0,0,0,0,0,24,0,0,0,3,5,8,26,13,4,3,3,3,0,3,0,66,4,3,35,70,50,61,106,35,8,16,0,12,4,0,5,411,38,70,61,124,1063,1799,4347,2621,628,522,459,604,316,50,219,12911,0,28,43,4,3,10,10,5,0,0,0,0,0,0,0,103,14,28,34,12,18,8,13,3,0,0,5,3,0,0,0,148,0,11,13,41,40,20,28,5,0,3,4,0,0,0,0,165,50,65,57,55,56,68,118,39,11,6,10,13,15,5,15,580,4,32,35,15,6,0,5,4,0,0,3,0,7,0,8,116,4,45,90,276,1056,909,389,263,69,77,77,109,123,66,51,3602,20,27,79,156,334,506,727,302,91,113,93,125,29,13,26,2633,7,6,21,63,136,169,122,47,10,7,9,12,8,0,7,625,0,0,16,65,312,170,394,302
LGA14550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,0,0,0,0,0,0,0,0,16,0,0,0,0,4,0,5,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,4,4,9,10,9,16,11,5,3,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,10,3,0,0,0,6,0,0,0,17,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
LGA14600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,9,9,6,4,4,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14650,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,22,0,0,0,0,3,9,29,33,3,6,0,4,0,0,0,97,5,0,30,47,45,41,85,60,3,6,13,8,5,0,7,350,7,17,10,19,64,61,198,129,39,30,23,22,4,3,9,639,0,19,57,24,7,13,3,0,0,0,0,0,0,0,8,131,5,7,30,9,0,6,9,3,3,6,4,0,0,0,0,85,4,9,15,20,49,26,24,14,7,0,5,0,4,0,5,179,272,263,77,27,44,31,70,39,5,11,4,9,7,0,35,894,9,35,61,11,5,4,0,5,0,0,0,0,0,0,12,137,0,0,5,24,30,33,15,17,4,5,5,0,3,0,0,163,19,11,36,56,33,78,348,240,48,50,53,31,15,3,16,1038,4,8,8,6,22,22,61,33,9,8,14,13,9,0,5,206,0,0,3,3,11,7,23,27
LGA14700,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,10,0,0,0,0,10,22,19,3,0,0,4,0,3,0,0,70,0,0,3,10,21,31,28,26,6,5,0,4,4,0,5,148,7,14,17,33,232,317,620,363,92,64,54,78,25,3,12,1923,0,10,36,7,6,6,0,4,0,0,0,0,0,0,0,72,0,9,29,8,10,0,0,20,0,7,0,0,0,0,0,92,0,4,5,13,14,16,12,12,0,0,0,0,0,0,3,79,17,12,12,14,7,21,38,25,4,3,3,0,3,5,7,164,0,15,27,16,4,0,0,0,4,0,0,0,0,0,5,72,0,5,20,79,196,179,93,46,14,17,10,30,17,15,4,730,3,0,22,33,67,113,235,181,84,97,89,81,34,13,15,1059,0,0,13,14,28,37,56,33,4,3,5,8,3,0,0,203,0,0,5,21,90,57,96,133
LGA14750,0,0,0,0,0,0,0,10,0,0,0,7,0,0,0,22,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,5,9,9,6,0,0,20,17,12,0,3,72,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,4,12,3,0,0,5,38,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,54,25,21,10,9,9,7,0,0,155,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,18,0,0,0,0,0,0,0,0
LGA14850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,14,0,0,10,15,11,16,24,6,3,6,0,5,4,0,0,103,0,3,0,0,5,3,21,18,5,0,0,4,0,0,3,66,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,6,0,0,0,4,3,0,0,5,8,5,3,0,33,0,4,0,5,5,8,0,4,0,0,4,0,0,0,0,34,19,18,32,19,56,29,41,12,3,0,6,0,4,0,6,229,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,9,0,3,0,3,0,0,0,5,0,0,0,0,25,0,3,4,4,7,7,53,29,12,18,7,19,10,0,0,179,0,4,3,0,0,0,10,3,0,0,0,0,3,0,0,34,0,0,0,3,3,0,4,3
LGA14870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,3,0,3,5,0,0,0,0,0,0,0,18,0,5,0,0,4,10,18,12,0,3,0,0,0,0,4,62,0,3,5,3,3,0,0,0,0,0,0,0,0,0,0,29,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,22,23,24,16,8,6,3,3,3,0,0,0,0,0,0,0,82,0,8,8,4,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,7,7,0,0,0,0,0,0,0,0,0,5,23,3,0,4,6,7,9,20,6,12,4,13,10,0,0,0,84,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,3,0,0
LGA14900,0,0,0,0,33,79,163,34,8,13,4,3,0,0,5,342,0,0,0,12,44,237,565,257,46,52,47,46,22,10,17,1359,0,0,6,8,28,33,36,15,0,5,5,0,3,0,0,146,8,13,21,85,553,567,997,425,77,93,65,65,13,9,55,3059,8,59,327,165,58,578,307,15,0,4,0,3,0,0,43,1566,9,28,98,107,219,313,443,322,75,55,44,37,19,3,42,1809,0,5,15,183,1775,1994,1795,546,118,94,100,107,46,4,138,6915,81,86,53,33,28,65,63,15,5,0,7,4,3,0,15,460,4,109,430,134,55,56,41,62,9,0,3,0,0,3,43,953,0,0,14,42,146,115,78,29,10,6,6,6,3,0,14,468,5,0,46,81,290,1090,2409,1201,230,279,297,325,92,18,94,6456,0,7,5,61,157,309,361,109,25,14,21,20,6,6,18,1112,0,0,18,44,193,147,252,256
LGA14920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15050,0,0,0,0,0,0,3,8,3,0,0,0,0,0,0,9,0,0,0,0,0,6,27,15,5,3,0,6,0,0,0,61,0,0,7,9,12,13,24,22,3,0,0,0,0,0,3,99,3,0,4,6,22,27,72,30,9,6,10,8,0,0,10,224,0,0,16,3,0,5,0,0,0,0,0,0,0,0,0,24,0,7,0,0,0,0,14,5,0,0,0,0,0,0,0,32,0,0,4,8,7,22,22,12,0,0,0,0,0,0,0,81,84,66,24,9,11,8,20,9,0,0,3,0,0,0,15,251,0,21,5,0,0,0,4,6,0,0,0,0,0,0,0,28,0,0,7,7,20,3,8,12,0,0,6,0,3,0,0,81,0,5,8,14,14,31,273,257,41,34,43,48,18,5,8,800,0,4,0,0,6,13,17,9,5,0,4,0,0,0,4,66,0,0,0,0,0,0,0,19
LGA15240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,4,0,0,0,0,0,25,0,0,12,28,20,13,26,14,4,4,0,0,6,0,7,138,0,4,3,0,19,11,45,32,4,5,4,3,0,0,4,148,0,9,23,13,4,0,4,0,0,0,0,0,0,0,0,53,7,15,6,3,6,3,8,6,5,0,3,3,4,0,3,60,4,7,6,5,6,5,5,6,0,5,0,0,0,0,0,55,64,121,60,31,39,14,26,15,3,6,4,0,0,0,20,409,0,12,17,5,0,0,0,0,0,0,0,0,0,0,9,44,4,3,0,10,10,5,0,9,0,0,5,0,0,0,0,46,12,5,9,10,4,5,55,63,18,18,29,45,21,3,11,313,3,4,8,3,7,10,7,17,6,3,5,0,0,0,0,76,0,0,3,0,3,0,4,6
LGA15270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,20,0,0,0,0,8,4,10,13,0,0,0,0,0,0,0,29,0,0,0,0,0,3,14,8,6,0,0,6,0,0,0,36,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,21,14,16,17,8,5,3,6,4,0,0,0,0,0,0,3,73,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,19,11,8,3,0,0,3,0,0,65,0,3,0,0,5,0,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0
LGA15300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,0,0,0,0,5,6,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,10,3,16,9,0,3,0,3,0,0,0,39,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,11,16,4,0,0,7,0,0,0,48,0,0,0,0,0,0,0,3,0,0,0,11,3,0,0,26,0,0,0,0,0,0,0,0
LGA15350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,0,0,10,14,18,28,39,13,7,5,3,5,5,0,0,150,4,6,6,7,95,140,169,131,23,46,16,34,35,6,5,719,0,9,18,3,4,13,0,8,0,0,0,0,0,0,5,64,4,7,10,4,5,0,0,0,5,0,0,0,0,4,0,44,0,6,4,10,4,9,4,0,0,3,0,8,0,0,0,42,17,20,20,22,22,26,38,18,5,3,6,17,5,0,0,220,4,15,10,0,0,0,0,3,0,0,0,0,0,0,6,39,4,0,13,15,58,36,38,27,9,8,6,10,8,7,7,248,0,5,19,22,48,26,42,19,9,15,17,9,3,3,6,234,0,3,3,9,10,18,5,0,0,0,0,5,0,0,0,63,0,0,0,12,25,9,6,11
LGA15520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,9,20,5,0,0,0,0,0,0,0,0,0,0,0,3,32,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,8,10,4,9,5,0,0,0,43,0,0,0,0,0,0,3,7,0,0,5,0,0,0,0,18,0,0,0,0,0,0,0,0
LGA15560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,13,0,0,3,0,8,6,16,6,6,0,5,6,0,0,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,3,0,0,3,16,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,4,4,3,25,29,7,5,15,8,0,3,0,100,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
LGA15700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,5,5,4,0,0,0,0,0,0,0,36,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,15,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,6,5,8,0,0,0,0,0,0,0,0,19,15,23,10,3,17,3,0,0,0,0,0,0,0,0,5,85,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,3,0,0,0,3,0,0,0,0,8,0,0,0,3,0,0,23,14,0,5,0,8,8,0,4,74,0,0,0,0,0,3,5,5,3,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0
LGA15750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,4,4,0,8,0,3,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,4,3,3,4,0,8,0,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,4,4,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA15800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,4,0,0
LGA15850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
