LGA_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
LGA16400,29552,30568,60121,1490,1587,3075,2886,2974,5859,103,102,208,161,177,331,30,31,60,25,27,46,17,15,37,41,55,98,40,40,74,4,4,3,3312,3416,6723,168,161,332,73,81,154,5042,5249,10283,2111,2082,4189,36696,37899,74597
LGA16490,25185,24923,50104,771,801,1570,1980,1922,3903,177,135,319,159,175,337,49,50,99,54,58,110,17,21,38,33,25,59,1163,1151,2307,0,0,0,3631,3537,7169,187,194,383,70,44,117,4652,4572,9226,1611,1524,3139,31457,31018,62473
LGA16550,47705,51147,98850,2029,2185,4213,8534,9212,17746,275,335,612,248,295,538,57,66,124,78,91,172,18,16,31,22,20,42,106,131,238,0,0,3,9353,10158,19509,931,945,1873,190,146,341,12492,13433,25927,4436,3581,8017,64631,68163,132791
LGA16610,8953,9237,18188,479,484,966,679,684,1362,14,19,29,110,131,243,6,8,9,7,9,19,5,5,5,3,0,6,0,0,5,0,0,0,820,855,1673,23,22,45,34,45,79,1357,1406,2766,1223,1161,2385,11534,11804,23338
LGA16700,48222,50912,99139,2431,2546,4977,7926,7962,15889,203,157,365,127,139,261,41,35,81,46,45,91,13,13,23,10,13,22,43,41,84,0,0,0,8408,8404,16812,716,850,1563,122,109,226,11669,11913,23585,2410,2561,4967,62303,65382,127688
LGA16900,30240,31606,61845,1121,1182,2307,3182,3504,6688,49,49,92,78,82,160,3,4,8,15,14,25,12,10,23,7,6,17,32,37,72,0,0,0,3371,3711,7080,101,113,213,88,98,183,4687,5099,9790,1878,1843,3719,36803,38552,75354
LGA16950,41770,43238,85014,2134,2296,4430,4043,4239,8288,157,149,305,168,181,348,20,19,39,74,57,132,22,16,41,37,40,81,135,153,285,15,3,17,4666,4863,9527,142,164,309,121,112,229,7066,7439,14501,4355,3607,7967,53194,54286,107475
LGA17000,9660,9493,19155,633,701,1333,883,794,1680,73,21,93,164,51,218,29,4,27,27,8,34,13,7,17,20,13,28,22,3,30,0,0,0,1232,901,2131,52,35,90,29,12,44,1957,1647,3603,879,628,1512,12494,11774,24267
LGA17040,8391,8032,16427,562,572,1135,664,638,1299,68,58,124,89,113,204,16,7,25,36,36,73,4,10,11,12,14,23,107,80,190,0,0,0,1001,949,1947,80,77,152,32,24,58,1681,1618,3295,1016,747,1762,11088,10396,21485
LGA17080,5882,5848,11733,334,391,727,308,297,609,41,37,76,34,39,68,6,5,12,4,3,5,5,3,3,5,3,8,21,28,45,4,0,6,416,414,832,26,24,52,9,10,18,782,846,1627,768,619,1386,7436,7308,14746
LGA17100,16773,16526,33296,1357,1073,2434,3155,2823,5977,93,85,180,59,57,118,19,13,33,8,11,19,21,7,25,4,3,8,25,15,36,3,0,3,3382,3013,6399,313,327,637,91,54,145,5148,4470,9616,1195,996,2191,23114,21991,45104
LGA17150,94005,98277,192286,2656,2832,5491,9736,10214,19952,106,109,216,144,154,304,23,25,47,44,33,80,10,16,25,7,16,25,40,41,82,0,0,0,10122,10607,20726,541,562,1101,151,146,306,13475,14151,27618,3712,3936,7645,111185,116360,227544
LGA17200,67768,61399,129171,6418,6288,12704,21514,20304,41823,1050,935,1985,792,806,1592,244,243,486,302,278,578,50,55,99,58,58,122,256,274,528,0,0,0,24254,22953,47203,2610,2423,5029,467,399,869,33754,32058,65808,8076,6615,14695,109601,100071,209673
LGA17310,23491,24559,48055,1481,1552,3036,2712,2890,5604,69,58,126,162,171,333,9,7,24,13,12,18,11,16,28,8,10,22,9,9,17,0,0,0,2992,3182,6178,135,107,242,70,71,141,4684,4909,9595,2328,2370,4692,30496,31840,62343
LGA17350,2416,2501,4911,182,206,388,121,126,244,12,10,20,7,7,19,0,0,0,0,3,7,0,0,5,4,0,4,9,5,13,0,0,0,152,152,305,4,8,11,4,8,14,348,379,723,160,185,351,2918,3062,5982
LGA17400,2553,2661,5210,137,148,284,135,131,270,12,3,12,98,127,225,4,9,10,3,0,7,0,0,5,0,0,0,0,0,0,0,0,0,259,274,531,8,15,20,8,12,18,414,442,857,342,352,693,3303,3454,6758
LGA17420,77958,80137,158094,1576,1687,3261,10624,10990,21621,150,155,301,98,116,209,39,40,77,37,39,72,11,13,26,12,3,14,40,34,72,0,0,0,11013,11379,22392,810,815,1622,98,111,206,13487,13989,27479,2236,2170,4407,93683,96299,189979
LGA17550,36597,39498,76099,1423,1615,3040,2890,3149,6033,235,271,499,1297,1435,2728,32,36,68,32,40,74,16,21,32,32,33,62,17,26,44,0,0,3,4541,5004,9545,211,250,463,185,149,329,6361,7014,13382,3423,3644,7062,46385,50157,96541
LGA17620,5638,5559,11192,320,372,696,466,521,997,9,14,24,30,36,71,9,4,11,8,5,12,0,0,0,4,3,11,0,0,0,0,0,0,528,590,1116,43,35,81,11,15,25,900,1012,1913,515,468,979,7049,7043,14090
LGA17640,3469,3346,6819,135,156,295,206,227,429,7,12,17,10,8,23,0,0,0,6,5,4,0,0,0,0,0,4,34,33,68,0,0,0,264,276,541,11,5,19,5,7,17,417,451,871,386,352,741,4276,4150,8429
LGA17650,2298,2431,4730,117,138,261,190,213,402,7,8,11,13,21,35,5,0,3,0,5,11,0,0,0,0,4,4,0,0,0,0,0,0,211,250,460,7,10,16,6,3,10,342,403,752,213,216,431,2852,3050,5909
LGA17750,25078,26424,51501,1188,1365,2555,3002,3416,6424,276,313,586,338,292,634,99,102,202,39,37,80,19,16,31,39,42,80,101,104,207,0,0,0,3925,4317,8244,174,140,313,85,79,162,5377,5896,11272,1963,1926,3896,32415,34250,66663
LGA17850,1208,1187,2390,56,79,137,57,48,105,0,0,0,5,5,11,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,71,52,121,4,0,3,6,0,6,133,137,268,165,165,326,1499,1488,2990
LGA17900,1676,1557,3230,124,123,246,95,108,206,8,8,18,16,22,38,0,0,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,130,140,272,10,5,13,14,8,18,267,281,549,693,722,1417,2642,2561,5196
LGA17950,968,977,1943,50,56,106,54,50,106,0,0,3,9,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,73,68,140,9,4,11,0,0,0,127,135,262,139,159,299,1243,1266,2506
LGA18020,3438,3371,6812,207,229,434,217,215,429,0,7,8,28,29,56,0,5,5,3,12,13,0,0,0,3,0,11,0,0,3,0,0,0,252,272,526,13,19,31,7,9,14,480,523,1004,651,674,1326,4568,4569,9141
LGA18050,23827,25040,48863,1690,1781,3473,4199,4730,8930,181,204,384,141,174,317,20,19,45,39,48,85,4,5,5,6,8,12,39,39,71,5,0,5,4629,5232,9854,602,668,1268,118,92,208,7038,7770,14807,1942,2118,4063,32808,34927,67737
LGA18100,1518,1431,2944,57,62,119,74,85,158,9,5,8,10,3,13,0,0,0,0,0,0,0,0,0,0,0,0,4,8,14,0,0,0,98,100,191,5,9,16,4,0,5,168,164,333,144,151,298,1831,1753,3584
LGA18200,2898,2702,5604,115,128,236,61,69,127,179,160,336,9,6,11,12,3,15,3,5,11,0,0,0,0,3,5,0,0,0,0,0,0,264,245,505,17,22,32,6,5,14,402,395,795,523,454,975,3822,3554,7371
LGA18250,28502,30790,59293,1327,1452,2781,4114,4358,8474,107,98,208,86,71,156,17,18,34,23,14,31,8,13,21,5,6,14,28,35,62,0,0,0,4393,4603,8996,636,728,1359,69,60,133,6424,6846,13270,1121,1260,2380,36052,38892,74944
LGA18350,20011,21635,41646,894,1014,1908,2467,2669,5140,46,47,88,54,57,108,6,7,15,23,17,40,6,6,13,0,0,0,31,47,76,0,0,0,2632,2848,5484,108,127,234,49,45,91,3684,4031,7714,1378,1490,2866,25070,27156,52226
LGA18400,22523,22352,44878,682,736,1424,2041,2086,4130,18,19,29,39,37,76,3,4,7,4,8,11,0,4,8,0,0,3,4,7,10,0,0,0,2113,2157,4271,48,48,102,39,27,73,2885,2976,5866,1266,1233,2497,26677,26564,53243
LGA18450,85563,88007,173573,2938,2963,5902,9723,10428,20154,214,204,423,186,189,381,27,42,75,38,43,86,38,28,68,17,20,35,130,153,284,0,0,0,10387,11111,21491,480,484,962,267,199,465,14068,14760,28822,4742,4991,9724,104368,107756,212123
LGA18500,18854,21278,40131,773,924,1697,2995,3659,6660,121,124,245,100,114,205,26,38,66,36,39,78,0,5,7,4,0,3,36,36,68,16,0,21,3334,4028,7360,411,507,918,70,45,111,4590,5501,10091,1241,1492,2731,24681,28275,52958
LGA18710,7052,7327,14377,231,268,499,270,250,524,22,23,46,12,10,23,9,3,8,8,6,11,4,4,5,4,0,3,323,352,680,0,0,0,652,655,1299,31,33,67,8,15,20,925,972,1897,442,396,834,8415,8692,17102
LGA19399,422,386,807,11,14,23,31,31,64,0,0,5,3,0,6,0,7,9,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,45,41,83,0,0,0,3,0,7,54,59,111,45,41,88,522,483,1004
LGA19499,1117,690,1808,499,323,827,1682,1644,3327,103,133,237,198,214,414,33,26,62,29,34,68,17,21,39,10,15,16,22,25,50,0,0,0,2092,2117,4204,212,201,413,47,33,86,2858,2673,5527,2347,1601,3950,6321,4965,11284
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
