LGA_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
LGA17620,0,0,0,6,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,4,0,12,0,44,12,10,6,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,4,8,0,27,0,0,0,0,0,0,0,0,0,9,0,0,7,16,5,0,3,4,0,42,0,3,0,4,3,0,0,0,0,13,0,0,0,5,0,0,0,0,0,5,0,0,6,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,5,3,0,21,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,5,0,0,4,0,0,0,6,4,0,0,0,0,14,0,8,12,100,5,4,9,8,0,146,42,88,77,223,120,151,137,76,55,977,757,1892,1499,3369,1789,1934,1651,942,406,14229
LGA17640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,8,0,0,0,3,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,10,9,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,3,4,0,0,0,0,10,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,5,0,0,14,0,0,0,0,0,0,3,0,0,9,0,0,0,0,5,0,3,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,15,7,7,0,49,40,73,47,120,103,135,143,76,20,755,470,943,782,1562,1123,1510,1229,667,229,8514
LGA17650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,4,5,0,25,0,0,0,0,0,0,0,0,0,6,0,0,4,0,5,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,13,0,0,0,3,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,9,8,9,0,43,22,48,42,87,77,80,59,34,10,444,299,756,605,1152,821,952,845,422,118,5971
LGA17750,0,17,9,64,11,6,3,0,0,119,0,0,6,12,12,7,0,0,0,40,3,49,59,212,70,40,19,3,0,460,0,0,0,11,0,0,0,4,0,15,0,0,6,34,0,5,0,0,0,44,0,0,5,16,20,24,24,15,6,119,0,3,7,13,4,6,5,0,0,35,0,12,42,74,33,25,20,10,0,210,0,16,9,88,30,10,10,0,0,156,0,0,0,21,0,3,0,0,0,33,0,5,9,46,16,6,0,0,0,91,14,12,0,0,0,0,4,0,0,34,3,7,14,40,23,19,13,8,0,122,0,9,20,46,3,6,0,0,0,88,0,0,3,5,4,3,3,5,0,26,0,6,8,22,17,16,4,0,0,82,13,72,85,320,94,62,70,53,15,788,171,414,597,916,410,400,378,316,200,3793,4578,9178,9801,17920,7554,7394,6105,3524,1567,67609
LGA17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,10,9,3,4,0,0,26,21,27,31,51,41,60,46,35,3,318,166,344,265,535,361,461,486,324,81,3016
LGA17900,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,5,5,13,5,0,0,5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,7,10,13,36,28,8,118,78,197,140,317,170,214,169,92,21,1409,327,643,504,1149,644,834,711,353,83,5253
LGA17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,3,0,5,0,18,9,35,22,46,37,35,48,43,34,309,166,329,254,510,303,387,303,212,87,2550
LGA18020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,6,3,0,20,0,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,3,6,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,3,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,8,4,13,13,10,0,55,55,130,117,226,159,186,217,145,74,1314,473,1081,846,1681,1099,1408,1425,873,345,9225
LGA18050,0,0,5,20,3,4,3,0,0,31,0,0,0,8,19,9,0,4,0,43,0,11,32,257,83,60,28,6,4,479,0,4,3,118,37,17,76,19,24,300,0,0,0,0,0,3,0,0,0,9,0,0,17,194,72,53,35,23,8,400,6,50,23,59,23,22,30,26,3,234,3,58,155,939,706,568,374,210,84,3097,0,0,3,17,8,11,7,13,0,59,0,0,0,41,7,3,14,0,0,79,0,9,13,109,24,19,5,5,0,193,0,0,3,56,15,11,8,3,0,100,41,147,100,639,134,91,43,19,4,1206,0,8,10,44,42,8,5,3,0,127,0,3,9,141,21,4,9,7,3,193,0,0,0,26,18,24,14,8,4,105,29,118,193,2662,696,576,748,522,249,5791,142,285,303,1737,382,289,246,214,106,3702,3774,7039,6218,27727,8858,6127,4621,2849,1381,68605
LGA18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,5,5,0,0,3,0,7,0,6,21,4,29,23,49,40,61,59,36,18,316,165,399,316,626,439,587,588,354,143,3608
LGA18200,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,4,19,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,3,0,0,0,0,16,0,0,0,0,5,0,0,0,0,0,0,0,4,6,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,3,37,7,8,9,3,0,67,52,104,112,255,140,136,139,65,27,1024,482,949,777,1637,963,1098,942,464,136,7453
LGA18250,0,13,10,73,17,13,7,4,0,138,0,3,3,15,58,60,37,41,25,248,11,50,83,510,179,100,75,19,3,1023,0,3,3,64,18,28,32,9,7,167,0,0,0,0,0,0,0,0,0,4,0,8,5,38,46,47,28,28,15,221,14,104,63,131,76,59,50,19,6,522,5,34,39,255,149,96,79,47,3,720,0,3,7,83,28,26,21,12,5,193,5,45,38,464,145,73,117,28,4,915,6,30,58,378,75,46,26,5,0,611,0,0,3,30,24,22,17,13,11,124,34,123,80,159,111,65,42,18,10,648,0,15,43,192,112,46,41,13,0,458,0,0,0,17,25,11,8,3,3,68,0,0,0,15,12,18,10,0,0,49,14,171,106,836,392,286,298,200,128,2438,106,249,208,753,286,186,195,144,149,2271,3946,10338,8145,22106,10832,8161,6527,3611,1954,75613
LGA18350,0,0,0,28,0,3,5,0,0,32,0,0,0,9,15,13,7,0,0,44,0,17,19,135,36,20,17,0,0,252,0,0,3,10,9,12,26,14,4,83,0,0,4,3,4,0,0,0,0,8,0,7,3,22,32,67,126,80,23,360,0,14,8,4,16,4,9,3,0,57,3,16,21,76,64,56,57,42,10,335,0,0,6,23,13,3,4,3,0,56,0,0,0,25,18,9,8,7,0,65,0,7,9,67,11,14,9,0,0,118,0,0,0,10,6,6,0,0,0,22,3,21,28,62,30,50,48,27,3,277,0,3,5,21,11,0,3,0,0,48,0,0,3,7,13,13,18,20,3,80,0,0,6,14,11,5,3,5,0,47,3,25,28,157,129,169,226,154,53,944,97,262,225,458,350,376,371,361,280,2782,2567,6235,5134,10079,6753,7235,7778,5167,1764,52709
LGA18400,0,5,0,7,4,0,0,0,0,13,0,0,0,6,12,9,6,0,0,23,0,0,6,55,18,24,27,0,0,141,0,0,0,10,11,9,14,3,4,47,0,0,0,13,0,0,0,0,0,13,0,0,5,29,35,61,59,32,8,245,0,0,0,6,6,10,4,0,0,24,0,0,11,43,39,24,16,10,7,147,0,0,4,0,12,4,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,7,25,14,6,4,0,0,66,0,0,0,10,4,6,0,0,0,21,0,7,11,30,21,23,14,3,8,122,0,3,0,15,16,8,0,0,0,46,0,0,0,7,13,12,15,4,3,58,0,0,0,14,12,15,0,0,0,46,0,6,21,142,133,143,162,86,29,730,96,286,284,587,325,266,281,242,191,2559,3765,7956,6902,13437,7346,6311,5005,2462,766,53961
LGA18450,7,21,57,316,29,15,12,0,0,460,0,4,9,21,25,16,11,3,0,87,6,66,95,524,211,217,156,49,6,1332,0,0,4,66,44,46,103,42,36,347,0,0,9,16,11,7,0,5,0,46,0,13,23,90,141,331,341,271,111,1319,5,32,11,39,31,18,11,8,0,149,4,35,55,290,122,106,103,32,9,757,0,8,48,120,38,39,22,12,9,299,3,8,5,54,14,12,8,0,0,102,5,58,133,339,120,59,16,14,0,746,5,10,11,95,151,161,74,79,14,591,18,67,108,275,134,94,87,40,5,831,8,39,151,293,141,160,122,40,15,964,0,3,9,40,57,114,100,58,27,406,0,5,22,48,27,22,9,0,0,134,50,393,518,1619,922,1044,1014,782,401,6740,387,952,1209,2356,993,913,891,778,362,8830,12083,25625,28813,55174,26838,26064,20904,13310,5754,214564
LGA18500,0,0,3,6,7,6,3,0,0,19,0,0,3,9,23,19,4,0,0,64,4,10,11,149,44,46,20,3,0,285,0,0,4,49,19,18,58,36,28,218,0,0,0,0,0,0,0,0,0,5,0,0,3,72,42,28,29,26,12,225,3,76,45,59,34,27,34,9,6,292,3,42,92,507,377,448,438,225,92,2213,0,0,4,24,17,7,11,3,4,78,0,8,0,48,12,10,4,0,0,85,0,11,10,67,33,15,12,7,0,151,0,6,5,24,22,3,6,4,0,69,39,136,113,283,121,105,66,33,9,904,0,8,13,46,49,14,6,0,0,140,0,0,0,31,19,5,11,7,0,71,0,0,0,18,23,25,3,3,4,85,15,81,103,922,395,350,552,377,228,3020,88,211,275,715,269,230,200,180,136,2305,2437,5523,5583,15623,6990,6173,5573,3876,1724,53496
LGA18710,0,0,0,8,4,0,0,0,0,12,0,0,0,3,11,10,0,0,0,32,0,4,3,18,16,9,6,3,6,41,0,0,0,3,3,5,6,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,15,15,11,0,56,0,0,0,0,3,3,4,0,0,8,0,5,3,29,15,3,5,0,0,60,0,6,0,11,5,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,3,9,3,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,8,10,20,12,19,10,3,0,81,0,0,0,4,4,5,0,0,0,19,0,0,0,0,0,8,4,4,0,20,0,0,0,4,4,0,3,0,0,13,0,4,12,54,29,52,37,11,5,204,38,96,76,178,119,99,135,79,41,857,928,2494,1909,3773,2709,2300,1897,935,338,17281
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,5,7,21,10,17,22,9,4,89,58,127,57,269,136,164,135,55,20,1016
LGA19499,0,0,0,10,0,0,0,0,0,14,0,0,0,6,3,3,0,0,0,16,0,6,8,32,6,6,3,3,0,50,0,0,0,7,4,0,3,0,0,14,0,0,0,0,0,0,3,0,0,4,0,0,0,3,9,9,7,0,0,35,0,0,0,4,0,0,3,0,0,10,0,0,9,19,10,13,11,0,0,55,0,0,0,7,0,0,0,0,0,12,0,0,0,38,0,0,0,0,0,43,0,0,0,10,6,6,0,0,0,12,0,0,0,0,0,0,3,0,0,10,7,6,6,27,15,0,4,0,0,64,0,0,3,16,11,5,3,0,0,34,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,14,28,117,37,26,24,13,3,260,172,340,422,1386,559,435,176,54,13,3545,460,798,1357,4044,1678,1648,1055,277,49,11371
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
