LGA_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
LGA15350,0,0,3,21,11,12,4,4,0,55,0,0,0,6,9,14,0,0,3,37,0,0,0,5,3,9,0,0,0,21,5,33,16,312,130,85,73,45,21,720,18,42,48,101,68,57,44,59,27,459,610,1674,1495,3605,2332,2003,1744,1259,570,15294,0,0,0,0,0,0,0,0,0,0,1098,2538,2211,3499,2274,2028,1855,1361,571,17429,0,0,0,12,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,16,0,5,9,147,26,8,0,0,0,199,0,0,5,5,0,0,0,0,0,12,3,6,7,33,33,36,22,11,0,150,0,0,0,16,0,15,5,6,0,42,4,51,55,234,145,111,65,33,14,719,0,6,0,7,6,19,8,13,7,64,0,3,0,5,5,6,11,10,5,44,21,224,201,473,466,436,281,232,80,2416,4,3,0,8,3,3,9,5,6,42,0,10,13,78,37,23,8,9,4,182
LGA15520,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,13,4,9,9,4,0,38,14,42,32,107,59,99,78,78,33,540,301,755,515,1272,783,1006,969,608,229,6441,0,0,0,0,0,0,0,0,0,0,619,1372,980,2000,1306,1598,1651,938,298,10774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,23,45,85,64,18,255,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,3
LGA15560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,3,15,20,33,26,32,17,11,5,166,86,173,161,349,215,260,209,102,44,1601,0,0,0,0,0,0,0,0,0,0,173,340,300,601,344,444,356,168,60,2776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,6,6,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA15650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,15,0,3,0,27,10,7,5,0,0,63,13,72,55,137,63,63,57,30,27,517,480,1152,898,2146,1046,958,727,381,165,7957,0,0,0,0,0,0,0,0,0,0,972,2192,1715,3619,1743,1649,1170,607,201,13871,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,3,0,0,13,0,0,0,0,0,0,3,0,0,9,0,0,3,17,14,4,6,5,0,46,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,32,30,57,43,25,5,200,0,0,0,4,6,0,0,0,0,16,0,0,0,3,0,0,0,0,0,8
LGA15700,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,3,6,22,5,19,26,12,0,105,43,98,77,180,105,157,140,83,48,924,500,1093,839,1861,1226,1816,1708,996,429,10463,0,0,0,0,0,0,0,0,0,0,884,1988,1582,2854,1888,2723,2633,1419,546,16517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,11,4,6,12,0,0,36,0,0,0,0,4,0,0,0,0,3,0,0,0,7,4,0,5,0,0,15,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,3,0,0,9,0,12,4,44,58,147,207,185,48,705,0,0,0,4,10,6,0,3,0,19,0,0,0,3,5,6,10,0,0,22
LGA15750,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,7,0,4,3,4,0,17,32,89,72,155,91,129,77,39,14,698,372,871,673,1485,742,898,659,416,184,6307,0,0,0,0,0,0,0,0,0,0,695,1559,1237,2429,1251,1489,1104,648,261,10668,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,8,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,9,24,21,16,6,94,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
LGA15800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,7,0,0,0,22,14,48,27,63,26,27,34,27,18,277,148,410,274,588,340,418,328,242,127,2873,0,0,0,0,0,0,0,0,0,0,294,699,480,955,569,705,568,371,166,4799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,17,15,10,3,60,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
LGA15850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,26,69,43,120,34,61,38,41,28,458,176,440,325,734,343,420,370,234,93,3144,0,0,0,0,0,0,0,0,0,0,348,790,574,1129,580,701,598,356,115,5189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,14,8,10,3,54,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
LGA15900,0,25,48,148,37,35,10,4,3,303,0,0,4,14,15,12,13,11,4,76,0,7,24,32,13,5,5,0,0,88,32,175,188,671,217,138,136,131,76,1759,119,261,600,910,349,360,364,338,316,3614,4285,8982,12123,24361,10549,9857,7901,4940,2883,85893,5,70,43,149,17,6,3,0,0,290,8311,16541,20389,37429,16549,15560,11903,6629,3162,136479,4,30,20,180,22,19,4,0,0,281,0,0,0,42,12,39,37,20,0,157,0,0,0,172,22,0,0,0,0,198,0,7,8,28,15,4,4,5,0,68,10,17,41,160,82,48,19,9,3,391,0,6,0,36,13,8,9,4,0,77,6,40,167,724,186,130,93,22,13,1380,0,3,0,21,20,49,29,51,13,185,3,9,4,36,7,9,21,16,4,113,31,159,265,874,547,662,574,394,142,3648,0,0,13,41,25,22,23,7,0,137,0,10,9,70,22,15,8,5,0,140
LGA15950,0,3,12,95,36,13,16,6,0,188,0,0,0,24,9,11,3,4,0,59,0,3,0,28,11,10,4,0,0,59,13,49,67,986,258,174,156,94,45,1839,43,99,102,553,163,148,146,135,90,1479,1682,2627,2835,14307,4682,3975,3522,2110,755,36505,0,0,0,10,0,4,3,0,0,12,3137,4087,3912,13050,4290,3844,3488,2174,663,38646,0,5,3,42,5,4,0,0,0,55,0,0,0,13,3,0,3,4,0,26,7,30,27,496,52,10,6,0,0,618,0,8,3,11,3,3,0,0,0,32,4,14,22,173,54,58,39,21,0,382,0,3,4,64,22,17,13,6,0,132,7,74,141,1243,313,332,236,114,60,2521,0,0,0,14,9,17,17,8,11,78,0,0,0,29,5,13,23,23,12,108,26,165,224,1516,780,674,518,360,80,4356,0,0,0,49,32,38,19,13,3,154,5,24,14,274,50,21,27,15,6,431
LGA15990,0,5,38,123,95,50,27,5,4,334,0,9,15,87,88,57,31,29,13,324,0,0,5,49,45,46,18,5,0,172,23,176,214,2182,992,703,563,386,196,5440,163,379,350,1083,541,434,369,422,356,4100,6930,16735,14375,33375,20634,16436,12706,8939,4499,134623,0,0,0,19,14,12,17,4,0,57,13386,30114,24431,36353,23519,19247,14632,9786,4412,175873,0,0,4,63,15,8,0,0,0,96,0,0,0,62,34,49,34,20,0,199,7,70,158,2345,307,74,24,8,0,3000,0,4,5,21,15,12,4,0,0,60,10,62,71,516,338,222,104,54,15,1390,3,12,10,180,67,54,31,45,4,401,8,99,224,1155,744,804,423,214,123,3780,0,0,0,79,51,155,183,180,64,717,0,3,7,30,15,46,103,107,36,346,113,1227,1384,5335,4524,3547,2349,1874,686,21036,0,0,10,87,57,69,56,32,3,319,15,86,110,664,279,112,60,36,9,1374
LGA16100,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,6,4,0,32,9,39,30,75,34,34,68,29,5,334,129,349,225,531,364,381,414,211,64,2662,0,0,0,0,0,0,0,0,0,0,243,582,435,842,603,629,592,301,72,4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,5,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,3,0,17,0,0,0,0,6,0,0,4,0,8,0,0,0,4,0,0,0,0,0,4,0,0,0,4,11,36,41,24,18,134,0,6,4,11,0,0,0,0,0,22,0,0,6,6,0,6,0,0,0,8
LGA16150,0,0,0,15,3,0,0,0,0,21,0,0,0,0,4,0,5,0,0,12,0,3,6,26,12,9,0,0,0,60,0,20,12,91,26,22,28,20,14,246,72,145,123,327,127,129,130,108,99,1265,1404,3047,2483,5990,2610,2510,2265,1380,645,22333,0,0,0,3,0,3,0,0,0,12,2884,5770,4513,8932,4202,3941,3472,1958,742,36404,0,0,0,25,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,5,14,0,0,0,0,0,19,0,3,0,3,0,0,0,0,0,7,0,0,7,34,10,4,0,0,0,63,0,0,0,0,0,0,0,0,0,9,0,5,10,62,35,27,27,25,6,175,0,0,0,0,0,9,8,3,3,26,0,0,0,5,0,0,0,3,0,7,4,19,30,106,90,163,128,127,47,701,0,0,0,14,15,14,7,0,0,46,0,0,0,13,7,4,7,3,0,20
LGA16200,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,16,10,8,3,3,0,38,23,78,58,127,66,78,56,50,33,563,421,997,811,1608,850,939,761,545,283,7208,0,0,0,0,0,0,0,0,0,0,855,1834,1484,2656,1416,1652,1319,828,353,12393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,6,15,9,5,9,0,0,37,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,18,14,30,33,31,10,142,0,0,6,6,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0
LGA16260,3,22,107,404,249,203,118,28,9,1133,0,0,0,4,7,5,3,8,4,29,0,3,19,85,21,10,3,0,0,147,66,372,327,1838,593,475,426,242,100,4440,271,551,571,2199,509,402,343,315,191,5359,7854,14876,13644,46731,14769,12810,9496,5413,2397,127995,0,20,48,473,143,115,85,43,9,928,14132,22048,16685,25871,10239,7648,6046,4230,1908,108809,7,68,123,826,139,90,38,8,0,1301,0,0,6,72,34,62,32,12,4,217,3,22,35,281,50,33,6,0,0,436,0,0,17,92,45,23,20,9,4,212,10,19,37,145,53,49,23,12,0,343,0,7,16,113,80,60,81,39,9,414,86,995,1553,13322,3971,4580,2851,1100,474,28932,0,0,3,48,38,68,67,76,28,329,7,77,20,253,36,86,113,65,24,682,21,130,175,722,468,608,551,422,178,3278,0,20,58,488,249,273,189,67,26,1364,0,11,14,119,29,26,16,3,3,215
LGA16350,0,8,9,140,63,30,24,4,0,293,0,0,0,6,12,15,21,10,3,75,0,6,22,57,31,11,4,4,0,128,14,113,212,963,499,465,414,247,103,3022,353,771,697,1802,623,483,473,414,346,5971,7509,14858,13870,33105,13550,12029,9071,4333,1750,110085,0,28,72,281,76,41,27,7,0,544,14724,26980,23525,43700,17720,14102,9463,3731,1201,155153,5,36,25,313,69,32,24,9,0,504,0,0,0,60,30,43,29,23,6,192,0,3,7,63,5,15,4,0,0,97,0,6,10,60,32,23,11,4,0,151,4,9,7,44,43,36,17,4,0,168,0,0,0,62,45,62,59,40,5,272,0,38,77,630,281,262,192,69,23,1578,0,0,0,46,60,150,143,118,29,555,0,24,60,200,86,130,156,62,18,740,6,79,140,667,794,1477,1301,834,204,5498,5,28,100,569,315,300,155,61,13,1536,0,4,4,37,13,27,10,13,3,112
LGA16380,0,0,3,29,10,5,6,0,0,57,0,3,3,8,3,8,13,5,6,50,0,0,0,6,9,3,11,3,0,40,5,18,27,116,76,79,93,80,24,516,70,199,167,376,237,287,357,321,176,2186,1837,4908,4400,8546,5537,6521,6802,4587,2044,45188,0,0,0,3,0,0,0,0,0,6,3668,9265,8015,13423,8541,9779,10261,6273,2500,71731,0,0,4,12,0,0,0,0,0,14,0,0,0,5,0,3,4,0,0,15,0,4,0,30,5,0,0,0,0,44,0,0,0,3,0,0,0,0,0,4,0,14,4,64,30,25,23,10,4,180,0,0,0,4,13,3,13,4,0,34,5,13,8,69,25,30,16,7,6,179,0,0,0,0,0,11,13,12,6,40,0,4,4,6,11,7,11,14,0,58,7,75,89,283,426,645,866,846,338,3580,0,0,5,17,13,15,10,8,0,69,0,9,3,23,16,13,14,7,0,96
LGA16400,0,3,0,28,3,0,3,0,0,44,0,3,6,13,12,7,12,13,0,61,0,0,0,6,9,4,5,0,0,26,0,12,14,90,58,78,98,64,21,434,62,177,159,333,198,243,350,248,89,1853,1828,4472,3785,7640,4784,5532,5722,3338,1117,38218,0,0,0,0,0,0,0,0,0,0,3474,8580,7234,12603,7614,8647,8308,4598,1349,62402,0,0,4,5,6,0,0,0,0,22,0,0,0,0,0,9,6,0,0,18,0,4,0,23,4,0,0,0,0,30,0,0,0,7,0,0,0,0,0,9,0,0,3,30,24,21,28,9,3,127,0,0,0,9,3,11,16,7,0,43,0,0,8,35,32,18,12,10,3,120,0,0,0,7,8,17,22,37,10,96,0,0,4,8,3,3,16,13,0,43,14,78,83,264,339,602,796,641,152,2974,0,3,0,25,10,16,8,5,7,73,0,0,0,20,8,12,13,8,3,58
LGA16490,0,0,6,23,9,5,4,0,0,53,0,0,0,3,9,7,3,5,0,32,0,3,5,17,8,4,8,0,0,41,3,15,25,220,108,105,103,70,31,686,84,175,140,445,190,199,169,97,40,1538,2095,3849,3272,9314,4649,3906,2598,1306,453,31441,0,0,3,9,0,0,0,0,0,20,3981,7328,5900,13280,7038,5757,3464,1412,387,48548,0,9,6,137,7,3,4,0,0,171,0,0,0,15,0,13,3,3,0,43,0,0,0,30,10,0,0,0,0,41,0,0,0,10,0,0,0,6,0,21,4,8,4,51,26,23,20,8,0,144,0,0,0,11,12,10,10,4,0,48,0,8,7,93,46,36,14,3,0,218,0,0,6,11,13,36,39,56,20,187,0,11,0,32,0,4,7,0,0,58,4,57,76,255,325,468,304,191,52,1731,3,0,22,89,42,14,16,6,0,180,0,4,7,29,15,18,10,3,0,79
LGA16550,3,10,42,151,78,44,42,17,3,395,0,4,0,72,16,20,6,6,3,126,0,0,3,13,18,13,8,6,4,63,21,119,167,1705,646,567,616,425,216,4473,130,258,393,1113,341,266,264,186,155,3101,3307,6804,7966,23138,8961,7198,5672,3776,2041,68869,0,0,0,6,6,0,4,0,0,17,6266,11778,11200,20043,9205,7229,4772,2850,1424,74763,3,11,33,127,45,42,12,3,0,279,0,0,0,31,17,28,22,12,0,111,3,21,138,1667,94,39,16,4,0,1987,0,3,9,20,17,11,7,0,3,75,9,34,31,261,103,52,30,12,0,541,4,15,15,228,62,62,79,31,7,500,4,78,770,1601,414,607,379,228,138,4224,0,0,0,30,15,20,50,65,23,197,0,8,9,43,25,49,118,159,69,480,57,279,369,3338,1255,834,525,367,106,7140,0,7,17,80,63,73,38,20,5,307,15,160,118,733,242,73,35,17,3,1400
LGA16610,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,11,3,7,15,12,0,53,52,169,131,266,122,142,140,109,55,1194,578,1568,1250,2402,1407,1685,1640,947,455,11941,0,0,0,5,0,0,0,0,0,5,1079,2733,2254,3820,2342,2746,2683,1450,601,19708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,3,4,3,7,0,0,23,0,0,0,0,4,0,0,0,0,4,0,0,0,8,6,3,0,0,0,14,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,4,0,0,4,31,28,86,105,89,32,377,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,4,0,0,13
LGA16700,4,18,123,299,115,90,61,22,7,733,0,0,0,8,11,5,8,8,0,33,0,0,20,31,10,5,3,0,0,68,20,168,153,1188,392,355,275,189,82,2819,106,177,246,854,223,220,167,161,137,2297,3569,6572,7052,22854,7889,7382,5592,3256,1915,66080,0,4,7,108,51,49,40,10,0,267,6627,10945,9662,14951,6530,5423,3550,2138,1463,61298,6,26,130,407,28,13,5,0,0,616,0,0,0,29,18,10,18,7,3,86,3,15,15,298,31,13,5,5,0,379,0,0,8,25,22,8,10,3,0,80,6,10,17,122,39,22,23,6,3,243,0,0,0,55,32,31,28,16,0,163,40,406,1061,7793,1848,2303,1675,607,323,16064,0,0,0,31,30,53,74,78,20,293,0,35,7,128,39,70,65,64,38,450,16,108,124,610,432,442,339,230,86,2375,0,3,8,117,86,77,63,33,9,386,0,15,16,123,26,21,11,4,3,227
LGA16900,0,3,10,22,22,10,11,0,0,79,0,0,3,4,19,39,8,10,11,98,0,0,0,7,3,0,3,0,0,16,3,9,12,133,108,202,182,143,81,873,66,221,147,394,172,189,191,201,172,1756,2200,4824,4654,9772,5047,5081,4081,2395,964,39006,0,0,0,0,0,0,0,3,0,4,4396,9282,8728,16091,7626,6575,4687,2397,764,60543,0,0,0,6,4,0,0,0,0,11,0,0,3,22,11,22,18,10,0,92,0,0,5,22,8,4,0,0,0,45,0,0,0,15,8,4,9,0,0,35,0,9,3,40,12,18,6,3,0,88,0,4,3,27,43,38,46,42,6,203,0,3,4,51,19,22,24,0,0,132,0,0,0,13,15,36,46,59,32,200,3,27,0,38,7,12,23,16,0,119,5,42,56,253,410,921,736,545,206,3184,0,8,5,36,9,15,3,4,0,83,0,0,0,11,8,12,8,4,3,53
LGA16950,0,0,6,32,13,0,3,0,0,58,0,0,0,7,10,21,29,27,10,97,0,0,0,8,5,0,3,0,0,18,6,22,21,147,100,128,183,113,43,771,148,357,319,737,383,508,476,390,200,3525,2638,5799,4845,11087,6302,8370,8709,4975,2085,54813,0,0,0,0,0,0,0,0,0,0,5079,10743,9092,18107,9862,12423,12537,6564,2374,86782,0,3,0,21,0,4,0,0,0,32,0,0,0,4,4,9,3,4,0,19,0,0,0,32,7,4,6,0,0,46,0,0,0,12,0,0,4,0,0,19,7,9,4,53,27,32,36,21,6,183,0,0,0,17,15,22,29,13,3,92,0,14,15,87,59,49,28,15,7,280,0,0,0,10,9,26,64,46,13,171,0,0,0,7,0,16,32,4,3,70,9,65,79,348,434,1066,1347,1104,356,4807,0,0,6,27,15,19,8,11,4,94,4,3,0,20,10,22,22,12,7,94
LGA17000,0,5,0,16,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,12,0,6,5,27,12,14,10,4,0,75,23,81,76,158,94,79,62,44,15,638,743,1734,1390,3085,1695,1474,1068,511,214,11918,0,0,0,0,0,0,0,0,0,0,1454,3302,2874,5253,2746,2531,1747,791,293,20996,0,0,0,8,0,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,0,0,5,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,3,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,20,17,7,0,0,0,50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,9,15,62,72,91,79,56,18,401,0,0,4,25,7,3,0,0,0,39,0,0,0,5,0,0,0,0,0,11
LGA17040,0,0,0,4,4,0,0,0,0,9,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,11,0,3,3,53,19,32,40,29,18,193,25,65,78,203,108,118,86,59,26,767,508,1167,1130,2572,1488,1538,1144,665,279,10500,0,0,0,0,0,0,0,0,0,0,933,2305,2072,4036,2378,2449,1746,878,297,17088,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,4,6,19,9,7,9,0,0,50,0,0,0,12,0,0,0,0,0,16,0,0,6,52,7,9,9,9,0,88,0,0,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,4,0,4,0,9,24,100,92,161,144,94,34,656,0,0,0,5,5,3,0,0,0,7,0,0,7,17,0,6,6,0,0,39
LGA17080,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,5,0,11,8,11,13,14,8,72,29,70,46,139,71,84,76,75,17,618,448,919,719,1591,912,1057,950,548,251,7391,0,0,0,0,0,0,0,0,0,0,767,1684,1334,2524,1481,1772,1552,835,321,12275,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,16,0,0,0,0,0,0,6,0,0,5,0,0,0,15,16,6,0,0,0,35,0,0,0,0,0,9,3,0,0,8,0,0,0,5,0,0,4,0,0,4,0,3,0,25,26,68,55,66,9,253,0,0,0,7,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,9
