LGA_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
LGA10800,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,3,15,0,15,..,56,12,65,0,67,..,4,0,4,264,271,2460,62,12,71,266,2790,2438,..,..,..,..,2438,..,3,0,3,0,3,..,5,0,5,0,5,..,5,0,5,0,5,..,8,0,8,0,8,..,0,4,6,0,6,..,0,0,0,0,0,..,7,4,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,4,0,4,0,4,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA10850,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,11,0,11,0,11,..,48,3,54,0,54,..,5,0,5,235,240,3427,50,3,57,235,3721,3476,..,..,..,..,3476,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,4,0,4,..,0,4,3,0,3,..,0,0,6,0,6,..,0,0,0,0,0,..,3,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,7,0,7,..,0,0,0
LGA10900,0,34,0,34,..,16,0,20,0,19,..,37,0,37,0,37,..,9,0,9,0,9,..,96,0,92,0,99,..,206,7,212,4,215,..,9,0,9,0,9,..,39,5,50,0,46,..,9,0,9,0,9,..,58,10,65,0,69,..,454,58,508,18,527,..,2054,164,2218,41,2258,..,95,4,97,1180,1280,34324,2147,168,2315,1221,37865,36072,..,..,..,..,36072,..,20,0,20,0,20,..,76,3,81,0,81,..,50,0,50,0,50,..,66,13,78,0,78,..,128,21,150,0,150,..,13,0,13,0,13,..,198,35,233,0,236,..,29,3,36,0,36,..,128,6,126,3,131,..,205,3,207,0,207,..,88,0,88,0,88,..,3,0,3,0,6,..,3,0,3,0,3,..,47,0,54,0,50,..,14,4,14,0,14,..,17,0,17,0,17,..,10,0,8,0,8,..,6,0,6,0,6,..,5,0,13
LGA10950,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,41,0,41,0,41,..,0,0,0,104,110,1092,41,0,41,104,1240,1089,..,..,..,..,1089,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA11150,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,20,0,20,..,53,0,51,0,50,..,8,0,8,185,197,913,59,0,57,191,1164,928,..,..,..,..,928,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA11200,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,19,4,20,0,20,..,0,0,0,100,100,557,19,4,20,100,676,546,..,..,..,..,546,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA11250,0,27,0,27,..,0,0,0,0,0,..,23,0,23,0,23,..,5,0,6,0,6,..,52,0,54,0,54,..,3,4,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,48,13,55,0,55,..,230,30,265,0,264,..,31,0,31,731,761,7548,262,30,287,727,8565,7938,..,..,..,..,7938,..,6,0,6,0,6,..,9,0,9,0,9,..,24,0,26,0,26,..,0,4,0,0,0,..,10,4,7,0,7,..,0,0,0,0,0,..,13,5,14,0,14,..,6,3,4,0,4,..,9,0,9,0,9,..,7,0,7,0,7,..,11,0,8,0,8,..,3,0,5,0,5,..,9,0,7,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA11300,4,101,3,104,..,146,11,163,0,161,..,80,0,82,0,85,..,31,4,35,0,35,..,353,22,380,4,385,..,205,30,235,0,235,..,138,13,152,0,152,..,69,45,114,0,114,..,38,0,44,0,44,..,333,55,386,3,386,..,419,65,487,16,499,..,9426,2478,11910,94,12003,..,96,27,124,996,1119,6538,9527,2506,12033,1088,19657,6105,..,..,..,..,6105,..,0,0,0,0,0,..,604,110,713,0,714,..,4,0,4,0,4,..,1314,500,1813,14,1833,..,2816,1485,4302,21,4325,..,120,56,174,3,177,..,4245,2045,6293,42,6336,..,100,21,118,0,124,..,42,6,45,0,45,..,21,0,21,0,24,..,356,99,455,0,455,..,60,4,63,0,63,..,32,4,34,0,34,..,173,10,185,0,185,..,1189,27,1216,0,1213,..,26,0,29,0,29,..,15,0,15,0,15,..,33,8,43,0,43,..,49,0,54
LGA11350,0,11,0,11,..,16,0,16,0,16,..,4,0,4,0,4,..,8,0,8,0,8,..,36,0,36,0,36,..,277,10,279,0,282,..,0,0,0,0,0,..,23,0,23,0,23,..,3,0,3,0,3,..,9,3,12,0,12,..,272,21,295,5,295,..,1489,90,1579,16,1593,..,59,4,62,1719,1780,13942,1544,90,1638,1732,17313,15051,..,..,..,..,15051,..,5,0,5,0,5,..,13,0,13,0,13,..,16,0,16,0,16,..,8,3,7,0,7,..,26,3,28,0,33,..,0,0,4,0,0,..,32,4,41,0,40,..,7,0,7,0,7,..,196,4,200,8,204,..,207,4,210,4,209,..,28,0,25,0,33,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,7,0,7,0,7,..,26,6,30,0,35,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA11400,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,19,3,20,0,20,..,112,13,123,3,123,..,17,0,17,479,493,6233,126,13,136,478,6851,6264,..,..,..,..,6264,..,10,0,10,0,10,..,5,0,5,0,5,..,5,0,3,0,3,..,0,0,0,3,3,..,3,9,8,0,8,..,0,0,0,0,0,..,8,9,14,3,12,..,5,0,5,0,5,..,3,0,8,0,3,..,14,0,15,0,17,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,5,0,5,0,5,..,4,0,4,0,4,..,8,0,8,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA11450,4,180,4,184,..,84,9,96,3,99,..,315,5,322,4,322,..,44,5,49,0,49,..,623,26,649,9,659,..,767,74,840,14,852,..,140,8,146,0,146,..,72,13,85,4,98,..,113,19,132,0,135,..,223,56,279,5,282,..,1875,247,2121,48,2168,..,11486,1188,12677,178,12857,..,249,43,299,1755,2053,43676,11741,1230,12976,1937,58587,44675,..,..,..,..,44675,..,83,5,88,0,88,..,1182,133,1313,8,1322,..,20,0,20,0,20,..,196,97,295,0,296,..,385,152,537,3,542,..,29,6,40,0,40,..,612,260,871,3,879,..,286,28,310,4,315,..,98,3,100,0,100,..,91,6,98,0,100,..,304,24,326,4,326,..,363,25,391,0,397,..,75,6,87,4,88,..,839,53,895,9,897,..,433,53,493,7,496,..,560,74,638,10,648,..,96,7,107,0,109,..,523,23,548,0,548,..,119,12,128
LGA11500,22,601,5,600,..,367,28,389,4,395,..,1105,47,1144,9,1153,..,157,8,164,0,165,..,2195,102,2298,16,2318,..,1058,163,1218,13,1232,..,397,20,418,5,422,..,186,59,244,0,250,..,130,24,155,0,155,..,574,154,732,8,740,..,3144,541,3686,79,3766,..,27172,3140,30313,327,30639,..,565,95,656,4734,5389,50618,27731,3231,30969,5056,86646,51418,..,..,..,..,51418,..,98,0,98,0,99,..,3010,579,3592,19,3609,..,43,0,47,0,42,..,415,210,628,6,630,..,728,382,1114,4,1115,..,91,25,113,0,114,..,1235,616,1851,8,1862,..,242,39,273,3,277,..,183,7,190,4,196,..,107,5,111,4,110,..,420,55,477,11,486,..,3333,367,3704,26,3728,..,172,21,189,6,195,..,1831,120,1946,11,1958,..,1869,223,2096,45,2137,..,803,122,922,12,942,..,217,11,229,0,230,..,1061,82,1143,7,1153,..,645,49,689
LGA11520,0,114,0,116,..,137,6,140,3,143,..,127,3,131,0,131,..,39,0,39,0,39,..,412,15,428,3,435,..,510,33,542,8,550,..,168,4,173,0,172,..,68,15,88,0,89,..,186,16,206,7,208,..,283,30,305,3,314,..,684,131,814,36,853,..,13885,2202,16091,166,16252,..,167,40,202,1650,1857,24852,14053,2243,16290,1815,42959,25238,..,..,..,..,25238,..,29,0,32,0,32,..,760,82,840,5,846,..,7,0,7,0,7,..,1530,382,1909,11,1922,..,3229,1046,4281,29,4304,..,115,40,155,0,157,..,4875,1469,6344,45,6385,..,142,18,160,0,160,..,128,4,134,3,140,..,118,0,120,3,120,..,808,150,959,0,961,..,77,0,77,0,77,..,70,4,74,0,73,..,470,14,486,7,494,..,429,13,436,3,442,..,67,3,70,0,77,..,54,5,57,0,54,..,100,8,102,0,105,..,61,5,64
LGA11570,7,541,13,555,..,1804,269,2072,25,2101,..,1030,43,1074,9,1083,..,416,90,503,10,513,..,3777,411,4191,53,4239,..,1333,170,1505,20,1525,..,323,23,347,6,352,..,292,110,411,8,418,..,539,111,655,5,657,..,9257,3734,12992,86,13079,..,4947,1148,6094,173,6267,..,86586,20943,107529,1005,108536,..,982,307,1286,12313,13601,63870,87564,21253,108820,13316,186002,61377,..,..,..,..,61377,..,41,0,41,0,41,..,26412,5239,31653,242,31900,..,45,0,53,0,52,..,4126,2893,7017,39,7056,..,5034,4381,9421,80,9493,..,325,210,536,0,540,..,9489,7483,16977,118,17095,..,347,81,425,0,430,..,340,15,354,3,359,..,180,9,184,5,192,..,7148,1967,9115,36,9157,..,3576,585,4160,37,4200,..,115,17,130,0,131,..,1155,71,1228,12,1236,..,1820,133,1955,14,1964,..,461,60,517,7,520,..,92,9,100,0,100,..,3222,421,3642,41,3683,..,225,18,245
LGA11600,0,0,0,0,..,4,0,4,0,4,..,7,0,7,0,7,..,8,7,18,0,18,..,26,7,37,0,37,..,17,0,17,0,17,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,30,6,28,0,28,..,122,32,155,3,161,..,9,0,9,179,185,1176,129,32,165,183,1527,1069,..,..,..,..,1069,..,8,3,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,13,0,13,..,0,0,3,0,3,..,0,0,0,0,0,..,8,6,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA11650,3,228,4,233,..,157,15,175,0,175,..,298,9,302,0,301,..,81,15,92,6,99,..,752,42,798,13,810,..,758,81,839,9,844,..,93,4,98,0,100,..,188,38,231,0,231,..,73,4,74,0,78,..,177,40,214,3,215,..,1781,251,2024,78,2107,..,9909,1278,11187,174,11364,..,521,58,579,8027,8604,148011,10435,1335,11767,8202,167980,156001,..,..,..,..,156001,..,274,4,278,0,277,..,318,26,346,3,351,..,118,0,117,0,122,..,347,120,466,0,469,..,799,349,1154,6,1161,..,35,10,42,0,42,..,1183,480,1660,11,1670,..,109,16,120,0,120,..,333,20,349,5,355,..,428,20,446,7,446,..,325,47,367,6,373,..,65,17,82,0,82,..,73,6,72,0,72,..,248,13,263,4,266,..,236,10,247,0,245,..,263,34,292,8,301,..,55,3,54,0,54,..,80,13,95,0,99,..,57,3,59
LGA11700,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,12,0,12,0,12,..,3,5,4,178,185,675,12,5,15,178,876,661,..,..,..,..,661,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,9,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA11720,0,19,0,21,..,5,0,5,0,5,..,31,0,31,0,31,..,6,0,11,0,11,..,52,0,60,0,62,..,43,3,51,0,51,..,4,0,4,0,4,..,24,14,38,0,38,..,5,0,5,0,5,..,15,25,35,0,39,..,116,35,148,4,152,..,650,115,769,9,778,..,81,8,86,2929,3019,28235,731,122,855,2942,32030,29124,..,..,..,..,29124,..,33,0,33,0,33,..,14,0,14,0,17,..,23,5,26,0,26,..,26,5,33,0,33,..,37,9,48,0,47,..,0,0,0,0,0,..,59,19,83,0,83,..,7,0,7,0,7,..,23,3,24,0,24,..,37,0,41,0,41,..,12,0,12,0,12,..,7,0,7,0,7,..,14,0,14,0,14,..,18,4,21,0,21,..,12,0,12,0,12,..,20,0,23,0,23,..,4,0,4,0,4,..,18,0,19,0,20,..,0,0,0
LGA11730,3,8,0,8,..,7,0,7,0,7,..,15,3,20,0,24,..,4,0,4,0,4,..,31,9,34,0,36,..,27,3,25,0,25,..,6,0,6,0,6,..,14,0,16,0,16,..,5,0,5,0,5,..,12,0,13,0,13,..,166,6,178,0,179,..,575,56,632,9,648,..,62,11,72,2664,2735,23681,639,68,705,2674,27064,24371,..,..,..,..,24371,..,17,0,17,0,17,..,3,0,3,0,3,..,77,4,81,0,81,..,14,9,23,0,23,..,38,12,57,0,62,..,0,0,0,0,0,..,57,25,81,0,79,..,0,0,0,0,0,..,24,0,23,0,23,..,58,3,58,0,57,..,10,0,12,0,12,..,6,0,6,0,6,..,0,0,0,0,0,..,16,0,14,0,14,..,7,0,11,0,11,..,51,8,61,0,61,..,0,0,0,0,0,..,3,0,6,0,6,..,3,0,3
LGA11750,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,13,0,10,0,10,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,5,0,5,..,14,0,21,0,21,..,83,12,90,0,90,..,4,0,4,304,308,1664,83,12,96,304,2062,1615,..,..,..,..,1615,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,10,0,10,..,0,0,0,0,0,..,10,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,5,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0
LGA11800,0,28,0,28,..,20,4,23,0,23,..,33,0,37,0,39,..,51,19,70,0,72,..,133,19,160,5,159,..,115,13,126,0,125,..,12,0,12,0,12,..,23,0,27,0,27,..,8,0,8,0,8,..,30,6,43,0,42,..,783,318,1102,26,1128,..,2710,667,3377,59,3439,..,128,15,142,2191,2337,32240,2837,686,3522,2247,38010,34550,..,..,..,..,34550,..,50,0,50,0,50,..,73,20,94,0,94,..,98,0,103,4,107,..,41,19,56,0,56,..,131,77,207,6,208,..,12,0,9,0,9,..,180,96,278,3,284,..,3,0,9,0,9,..,88,0,92,0,92,..,143,10,153,0,160,..,28,0,28,0,28,..,5,0,5,0,5,..,9,0,9,0,9,..,35,0,35,0,35,..,34,3,39,0,42,..,717,164,884,9,886,..,11,0,15,0,15,..,9,0,9,0,9,..,9,0,9
LGA12000,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,15,0,15,..,27,4,34,0,37,..,3,0,3,132,136,1998,33,4,40,134,2166,2074,..,..,..,..,2074,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0
LGA12150,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,7,..,32,3,37,0,37,..,7,0,5,256,259,1569,42,5,47,256,1865,1555,..,..,..,..,1555,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA12160,0,9,0,9,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,18,0,19,0,19,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,3,3,0,3,..,47,6,53,0,51,..,141,45,185,0,189,..,15,0,18,443,465,5022,163,47,207,442,5672,5139,..,..,..,..,5139,..,7,0,7,0,6,..,4,0,4,0,4,..,12,0,11,0,11,..,6,3,6,0,6,..,17,16,35,0,35,..,0,3,3,0,3,..,23,26,44,0,44,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,8,0,8,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,6,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0
