LGA_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
LGA14300,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,11,11,22,0,22,..,12,11,23,0,23,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,54,0,53,0,59,..,112,75,183,3,185,..,3,0,6,996,1007,2474,116,73,188,1000,3664,2475,..,..,..,..,2475,..,0,0,0,0,0,..,5,0,5,0,5,..,7,0,7,0,7,..,0,3,3,0,3,..,7,29,33,0,33,..,0,3,3,0,3,..,8,33,39,0,39,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA14350,0,8,0,8,..,7,0,7,0,8,..,13,0,13,0,13,..,0,0,0,0,0,..,30,0,30,0,29,..,14,0,14,0,14,..,0,0,0,0,0,..,11,0,10,0,10,..,0,0,0,0,0,..,8,0,3,0,3,..,108,11,118,6,126,..,336,51,390,13,398,..,48,6,48,1836,1882,13141,383,59,444,1845,15426,13574,..,..,..,..,13574,..,3,0,3,0,3,..,4,0,4,0,4,..,61,4,66,3,69,..,7,3,6,0,6,..,16,25,40,0,40,..,0,3,4,0,4,..,24,24,54,0,54,..,3,0,3,0,3,..,11,0,11,0,12,..,40,0,39,0,39,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,8,0,8,0,8,..,6,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0
LGA14400,0,5,0,5,..,3,0,3,0,3,..,8,0,8,0,8,..,4,0,4,0,4,..,15,0,15,0,15,..,32,0,36,3,37,..,0,0,0,0,0,..,9,0,10,0,10,..,3,0,4,0,4,..,7,0,11,0,11,..,67,14,80,0,82,..,410,45,460,9,466,..,22,0,23,491,515,10244,431,49,480,495,11220,10746,..,..,..,..,10746,..,8,0,8,0,8,..,17,0,17,0,17,..,10,0,10,0,10,..,13,8,21,0,21,..,24,10,33,0,33,..,0,0,0,0,0,..,44,11,55,0,58,..,3,0,3,0,3,..,35,0,35,0,35,..,44,6,47,0,47,..,32,0,34,0,32,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4
LGA14500,0,70,0,70,..,143,9,156,0,156,..,80,5,86,0,86,..,31,0,31,0,31,..,318,18,334,0,334,..,380,21,404,8,409,..,198,4,201,0,201,..,84,21,104,0,104,..,60,0,60,0,60,..,154,16,175,0,176,..,907,75,983,34,1019,..,16434,2359,18798,188,18983,..,217,32,244,1249,1488,39378,16648,2398,19042,1437,59850,40090,..,..,..,..,40090,..,256,0,256,0,261,..,195,9,206,0,209,..,0,0,0,0,0,..,3093,533,3625,15,3643,..,6906,1972,8874,59,8938,..,191,46,234,0,238,..,10194,2547,12735,77,12814,..,58,4,56,0,59,..,243,4,244,10,252,..,309,13,325,0,319,..,169,11,181,0,184,..,58,0,59,0,59,..,109,6,115,0,119,..,561,15,572,0,576,..,69,6,69,0,69,..,196,4,205,0,205,..,190,0,193,0,192,..,105,4,107,4,108,..,90,4,94
LGA14550,0,0,0,0,..,5,0,5,0,5,..,0,0,4,0,4,..,0,0,0,0,0,..,4,0,5,0,5,..,9,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,56,3,55,0,55,..,127,17,141,0,141,..,13,0,12,440,456,4055,139,11,157,440,4648,4084,..,..,..,..,4084,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,5,0,5,0,5,..,5,0,9,0,9,..,0,0,0,0,0,..,9,0,14,0,14,..,0,0,0,0,0,..,6,0,6,0,7,..,21,0,21,0,21,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA14600,0,12,0,12,..,0,0,0,0,0,..,17,0,17,0,17,..,0,0,0,0,0,..,29,0,29,0,29,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,18,0,18,..,104,14,112,5,114,..,11,0,12,345,358,2579,112,12,124,349,3046,2568,..,..,..,..,2568,..,3,0,3,0,3,..,0,0,0,0,0,..,18,0,18,0,18,..,4,3,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,8,3,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,3,6,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,3,0,3,..,4,0,4,0,4,..,0,0,0
LGA14650,0,64,0,64,..,52,10,61,0,61,..,82,6,83,0,87,..,38,4,44,3,46,..,233,17,252,8,260,..,202,20,222,4,226,..,67,0,72,0,72,..,87,35,123,3,125,..,19,0,23,0,23,..,64,19,88,0,90,..,812,134,943,39,977,..,4523,574,5099,87,5191,..,291,27,325,3781,4102,95020,4818,609,5421,3870,104311,99284,..,..,..,..,99284,..,181,5,184,3,190,..,128,17,144,3,148,..,84,0,89,0,85,..,172,41,218,0,218,..,307,84,391,3,393,..,43,4,51,0,51,..,518,136,654,3,660,..,47,7,59,0,59,..,122,0,125,0,130,..,248,9,258,4,262,..,142,21,161,0,162,..,53,12,61,0,64,..,62,3,63,0,63,..,135,9,143,0,143,..,103,3,108,3,112,..,104,8,116,0,114,..,50,5,49,0,49,..,66,0,69,0,69,..,21,0,21
LGA14700,0,63,0,63,..,72,6,75,0,77,..,77,4,83,4,83,..,19,6,25,0,28,..,225,16,239,8,247,..,281,14,289,4,300,..,53,3,57,0,56,..,52,9,62,0,60,..,44,0,47,0,47,..,61,3,61,0,59,..,423,35,461,21,480,..,4555,478,5031,79,5113,..,59,12,69,598,672,13527,4609,490,5102,682,19305,13269,..,..,..,..,13269,..,31,0,33,0,36,..,82,3,83,0,82,..,0,0,0,0,0,..,656,118,782,5,786,..,994,254,1253,14,1264,..,66,10,77,0,77,..,1720,383,2104,14,2123,..,62,9,70,0,70,..,129,4,128,3,133,..,78,4,79,0,82,..,109,10,125,0,120,..,55,0,56,0,56,..,31,0,35,0,35,..,216,10,225,0,225,..,80,0,83,0,85,..,36,3,38,0,41,..,43,0,43,0,43,..,35,0,39,0,40,..,49,0,50
LGA14750,0,39,0,35,..,7,0,10,0,10,..,17,0,18,0,18,..,17,5,20,0,20,..,75,6,83,0,84,..,4,0,5,0,5,..,5,0,5,0,5,..,0,4,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,67,18,80,4,82,..,410,114,530,3,532,..,15,5,15,471,489,4623,429,116,546,474,5643,4750,..,..,..,..,4750,..,10,0,10,0,10,..,0,0,5,0,5,..,10,0,10,0,10,..,0,4,7,0,7,..,17,38,58,0,58,..,0,0,0,0,0,..,25,40,66,0,66,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,9,0,9,0,9,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,62,20,83,0,88,..,4,0,3,0,3,..,10,3,11,0,8,..,0,0,0
LGA14850,0,20,0,18,..,4,0,4,0,4,..,18,0,18,0,18,..,8,0,8,0,8,..,46,0,47,0,51,..,55,5,62,0,62,..,0,0,0,0,0,..,27,5,29,0,29,..,0,0,0,0,0,..,17,4,24,0,24,..,196,28,231,4,233,..,968,86,1051,16,1061,..,53,0,53,1579,1627,19065,1017,85,1103,1593,21758,19689,..,..,..,..,19689,..,16,0,16,0,16,..,23,0,26,0,26,..,76,0,78,0,81,..,18,8,26,0,26,..,40,9,48,0,50,..,0,0,0,0,0,..,59,17,75,0,76,..,9,0,9,0,9,..,51,6,56,0,56,..,109,0,111,0,111,..,14,0,14,0,14,..,4,0,10,0,10,..,4,0,4,0,4,..,7,0,9,0,9,..,21,0,19,0,19,..,68,13,77,3,85,..,9,0,9,0,9,..,15,0,15,0,15,..,9,0,3
LGA14870,0,13,0,13,..,0,0,3,0,3,..,11,0,11,0,11,..,3,0,3,0,3,..,25,0,26,0,26,..,19,3,22,0,22,..,10,0,10,0,10,..,4,5,9,0,9,..,8,0,8,0,8,..,9,4,13,0,13,..,81,3,86,0,88,..,387,57,437,4,441,..,32,0,36,1011,1044,9044,416,55,474,1014,10529,9156,..,..,..,..,9156,..,4,0,4,0,4,..,10,0,15,0,15,..,10,3,14,0,14,..,17,5,24,0,24,..,17,10,29,0,28,..,5,0,8,0,8,..,38,18,54,0,53,..,12,0,12,0,12,..,3,0,3,0,3,..,16,0,16,0,16,..,9,0,9,0,9,..,0,0,3,0,3,..,0,0,3,0,3,..,11,0,15,0,15,..,17,0,17,0,17,..,13,0,11,0,11,..,0,0,0,0,0,..,3,0,6,0,6,..,5,0,5
LGA14900,11,549,3,551,..,430,46,476,3,477,..,1044,35,1081,4,1086,..,166,28,195,5,194,..,2175,122,2301,18,2318,..,1962,337,2299,27,2323,..,488,22,511,9,522,..,181,49,230,0,234,..,813,133,946,6,953,..,4235,1570,5810,56,5869,..,7328,1375,8702,125,8828,..,50744,9773,60515,585,61101,..,816,195,1016,6914,7927,47130,51560,9968,61532,7507,116163,45016,..,..,..,..,45016,..,39,0,39,0,39,..,11666,3429,15094,101,15195,..,35,0,31,0,31,..,956,495,1449,0,1460,..,1064,607,1669,6,1676,..,292,119,411,0,410,..,2314,1223,3532,12,3543,..,709,107,818,7,820,..,188,12,202,0,206,..,94,4,96,0,96,..,1287,224,1511,8,1516,..,806,72,884,9,893,..,182,16,202,0,208,..,3901,250,4152,19,4169,..,912,92,1001,13,1012,..,587,75,662,10,666,..,144,9,155,5,161,..,1546,143,1694,13,1708,..,650,39,692
LGA14920,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,29,0,30,0,30,..,84,9,92,0,95,..,8,0,8,428,436,3262,91,9,104,428,3789,3241,..,..,..,..,3241,..,0,0,0,0,0,..,5,0,5,0,5,..,47,0,45,0,45,..,4,4,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,7,3,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA14950,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,8,0,9,0,9,..,25,3,26,0,26,..,0,0,4,128,134,1488,23,6,29,128,1649,1514,..,..,..,..,1514,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA15050,0,52,0,52,..,5,5,15,0,15,..,78,0,77,0,77,..,17,4,18,0,18,..,147,8,154,0,154,..,69,11,79,0,84,..,21,5,30,0,30,..,34,12,43,0,43,..,7,0,9,0,9,..,42,17,64,0,64,..,404,65,471,18,491,..,1973,298,2270,37,2306,..,124,4,130,1668,1793,39812,2095,302,2401,1703,43917,41912,..,..,..,..,41912,..,98,4,99,0,99,..,77,11,83,3,87,..,33,0,37,0,36,..,63,30,97,0,97,..,115,46,159,3,159,..,9,9,18,0,18,..,180,87,271,3,273,..,11,0,13,0,13,..,40,0,40,0,42,..,51,0,52,0,52,..,29,5,31,0,31,..,37,4,37,0,37,..,22,4,26,0,26,..,63,6,66,0,66,..,38,3,42,0,42,..,128,24,159,0,156,..,22,4,21,0,21,..,54,3,59,0,59,..,20,3,20
LGA15240,0,33,0,36,..,19,3,17,0,17,..,30,4,33,0,33,..,21,0,20,0,20,..,104,6,109,0,112,..,54,8,54,0,54,..,8,0,12,0,10,..,25,3,28,0,28,..,5,0,5,0,5,..,22,3,26,0,26,..,232,27,256,5,270,..,1231,127,1361,25,1388,..,110,14,128,3180,3308,42396,1348,141,1490,3201,47086,44410,..,..,..,..,44410,..,30,0,30,0,30,..,46,5,51,0,55,..,54,4,59,4,59,..,42,13,52,0,52,..,63,24,84,0,88,..,0,0,0,0,0,..,103,32,132,0,133,..,12,0,13,0,13,..,69,3,70,0,70,..,121,5,123,0,125,..,40,3,41,0,41,..,15,0,15,0,15,..,11,0,12,0,12,..,15,0,15,0,15,..,60,0,62,0,65,..,27,3,26,0,26,..,11,0,11,0,11,..,21,0,21,3,23,..,11,0,7
LGA15270,0,3,0,3,..,10,0,5,0,5,..,20,4,23,0,23,..,0,0,0,0,0,..,36,0,33,0,33,..,25,0,27,0,27,..,4,0,4,0,4,..,7,5,8,0,8,..,0,0,0,0,0,..,12,4,15,0,15,..,88,11,99,0,99,..,365,50,409,11,421,..,35,0,42,971,1011,11517,396,50,446,979,12945,11407,..,..,..,..,11407,..,11,0,11,0,11,..,5,0,5,0,5,..,11,0,11,0,11,..,9,3,8,0,8,..,17,9,18,0,20,..,0,0,0,0,0,..,23,4,27,0,29,..,3,0,4,0,4,..,18,0,15,0,15,..,26,0,26,0,26,..,12,0,14,0,14,..,13,0,13,0,13,..,0,0,0,0,0,..,6,0,6,0,6,..,18,3,15,0,15,..,21,5,22,0,22,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA15300,0,9,0,9,..,17,0,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,25,0,31,0,31,..,4,0,4,0,4,..,6,0,6,0,6,..,6,0,6,0,6,..,0,0,0,0,0,..,0,4,3,0,3,..,42,0,44,0,44,..,204,22,220,0,223,..,12,6,14,1316,1334,4821,218,24,240,1317,6376,4836,..,..,..,..,4836,..,11,0,11,0,11,..,4,0,4,0,4,..,34,5,32,0,32,..,13,0,19,0,17,..,9,0,9,0,9,..,0,0,0,0,0,..,21,0,24,0,24,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,7,0,7,0,7,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,6
LGA15350,0,11,0,11,..,18,0,19,0,19,..,23,0,23,0,23,..,7,0,7,0,7,..,61,0,61,0,61,..,135,9,143,0,139,..,8,0,8,0,8,..,21,5,24,0,24,..,20,4,22,0,22,..,19,3,27,0,23,..,226,21,245,8,255,..,1835,173,2015,26,2042,..,47,0,53,419,475,10527,1888,175,2064,448,13033,12150,..,..,..,..,12150,..,44,0,44,0,44,..,34,5,40,0,40,..,0,0,0,0,0,..,151,30,181,0,181,..,369,112,478,7,484,..,11,4,20,0,20,..,531,150,682,7,688,..,29,0,29,0,33,..,147,0,150,3,158,..,102,5,108,0,112,..,101,10,110,0,110,..,11,0,11,0,11,..,6,0,6,0,6,..,38,0,41,0,41,..,33,0,33,0,36,..,3,0,10,0,10,..,3,0,7,0,7,..,13,0,13,0,13,..,12,0,8
LGA15520,0,16,0,16,..,7,7,10,0,10,..,12,0,12,0,12,..,11,9,15,0,15,..,39,20,55,0,55,..,3,0,5,0,5,..,0,0,0,0,0,..,7,3,6,0,6,..,0,0,0,0,0,..,6,0,8,0,6,..,39,11,49,0,54,..,172,52,223,3,225,..,8,0,16,482,492,5688,182,50,234,481,6409,5770,..,..,..,..,5770,..,4,0,4,0,4,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,6,0,6,..,14,3,14,0,14,..,3,0,3,0,3,..,20,3,25,0,25,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,3,0,3,..,4,0,4,0,4,..,11,4,17,0,17,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0
LGA15560,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,13,0,13,0,13,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,20,0,20,..,59,8,69,0,68,..,0,0,0,172,176,1504,65,8,71,172,1751,1389,..,..,..,..,1389,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,3,0,3,..,3,3,3,0,3,..,0,0,0,0,0,..,0,5,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,5,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0
LGA15650,0,24,0,24,..,0,0,0,0,0,..,18,0,18,0,18,..,0,0,0,0,0,..,40,0,40,0,40,..,13,0,19,0,19,..,9,0,9,0,9,..,7,0,8,0,8,..,0,0,0,0,0,..,6,0,6,0,6,..,57,10,60,5,65,..,288,18,310,5,309,..,26,0,27,775,803,7288,313,22,335,780,8397,7118,..,..,..,..,7118,..,13,0,13,0,13,..,5,0,5,0,5,..,6,0,6,0,6,..,10,7,17,0,17,..,17,5,22,0,22,..,0,0,3,0,3,..,29,16,43,0,43,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,9,0,9,0,9,..,8,0,8,0,8,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,7,0,7,..,22,0,22,0,22,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0
LGA15700,0,0,0,0,..,14,0,14,0,14,..,0,0,0,0,0,..,4,0,4,0,4,..,17,0,17,0,17,..,0,5,7,0,7,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,3,0,3,..,73,11,87,4,83,..,256,46,299,3,304,..,34,0,42,745,786,8851,294,45,338,750,9937,9306,..,..,..,..,9306,..,4,0,4,0,4,..,0,0,8,0,8,..,28,4,28,4,34,..,6,8,11,0,11,..,5,4,10,0,10,..,0,0,0,0,0,..,10,9,20,0,20,..,0,0,0,0,0,..,16,0,16,0,16,..,26,0,26,0,26,..,9,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,10,0,10,..,20,0,18,0,18,..,24,6,24,0,24,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA15750,0,11,0,11,..,0,0,0,0,0,..,13,0,12,0,12,..,0,0,0,0,0,..,24,0,25,0,25,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,0,0,0,..,3,0,3,0,3,..,31,4,37,0,42,..,137,24,155,0,156,..,19,0,19,695,715,5526,152,24,172,695,6397,5518,..,..,..,..,5518,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,0,3,4,0,4,..,13,0,14,0,14,..,0,0,0,0,0,..,15,7,19,0,19,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,5,0,5,0,5,..,5,0,9,0,9,..,0,0,0,0,0,..,0,0,0
LGA15800,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,7,0,7,0,7,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,25,0,25,..,84,3,91,4,96,..,6,0,6,282,296,2431,94,3,101,287,2823,2509,..,..,..,..,2509,..,9,0,9,0,9,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,3,0,0,0,..,0,0,0,0,0,..,0,3,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
