LGA_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
LGA17200,534,74,181,68,851,125,11,37,17,191,95,18,77,16,202,80,22,116,15,230,261,43,182,32,518,216,70,225,43,553,725,134,285,48,1189,666,157,377,90,1290,896,289,341,113,1643,1289,373,342,142,2147,1023,344,297,94,1761,1251,388,274,89,1998,3489,927,560,180,5155,3073,705,185,133,4094,2766,945,199,91,4008,2273,714,66,60,3117,9849,5099,523,135,15608,996,478,278,32,1789,220,67,60,20,371,29833,10863,4609,1394,46705
LGA17310,117,18,44,6,190,61,7,14,0,84,32,11,46,3,94,29,10,78,5,115,178,18,163,9,372,118,28,267,7,418,868,77,347,19,1311,530,123,367,37,1060,563,253,441,34,1291,690,382,328,33,1431,364,382,195,20,957,478,481,170,27,1157,913,1135,243,21,2316,541,867,80,21,1509,382,709,45,4,1141,144,401,17,4,567,393,849,49,0,1296,297,511,183,12,1002,113,53,69,13,244,6825,6311,3144,273,16549
LGA17350,4,0,5,0,10,12,0,0,0,8,3,0,0,0,10,6,3,3,0,8,22,9,22,0,53,15,5,25,0,39,116,5,21,0,151,70,13,31,0,112,79,24,31,5,137,79,35,22,6,147,39,47,16,0,101,66,44,13,6,122,65,94,17,0,179,52,72,4,5,133,36,55,4,0,97,24,28,0,0,52,33,71,7,0,104,37,65,19,0,121,23,6,3,0,33,779,573,244,28,1625
LGA17400,18,0,9,0,27,19,4,0,0,20,9,3,7,0,22,3,0,16,0,22,58,3,21,0,85,34,10,38,3,95,190,17,29,7,244,104,20,31,5,157,94,42,42,0,177,116,40,14,0,177,47,43,11,0,100,50,37,16,0,105,83,69,9,0,167,41,49,0,0,94,23,24,0,0,55,14,17,0,0,34,37,26,3,0,66,50,48,26,0,117,33,7,8,5,45,1030,466,283,15,1800
LGA17420,829,104,142,13,1086,249,26,43,0,319,129,37,56,4,230,88,26,82,0,198,466,79,110,5,661,301,121,197,5,625,1153,197,254,7,1616,934,265,329,26,1559,1034,574,369,32,2009,1198,872,440,36,2547,722,901,390,32,2044,861,1042,394,26,2329,1770,3070,750,57,5645,1337,3067,431,40,4875,1129,3469,314,29,4944,838,2848,176,19,3879,2596,13550,567,35,16755,481,1668,357,9,2512,167,218,58,7,448,16298,32140,5452,408,54291
LGA17550,210,22,53,6,287,111,8,35,0,156,67,21,41,7,137,62,8,85,4,163,343,38,201,5,589,239,57,333,14,642,1743,130,422,25,2316,1123,215,570,60,1964,1167,377,625,55,2225,1265,665,519,52,2507,621,599,351,17,1596,719,625,271,17,1630,1274,1549,346,30,3207,739,1258,153,17,2164,486,1023,73,8,1593,250,622,19,4,886,570,1341,78,14,2002,472,834,361,18,1683,230,90,101,5,427,11692,9471,4655,360,26176
LGA17620,41,7,13,0,60,22,4,4,3,27,13,4,11,0,30,8,6,12,0,29,60,8,21,0,85,30,4,61,0,99,241,17,46,0,301,112,27,62,8,204,126,53,61,3,242,162,110,38,0,314,92,72,25,0,194,95,86,26,0,205,221,208,48,3,481,151,183,14,0,346,112,163,14,0,283,53,122,3,0,176,104,250,17,0,371,86,175,43,3,308,30,13,12,0,62,1755,1508,525,36,3821
LGA17640,25,3,0,0,26,21,0,0,0,21,9,0,7,0,19,8,0,10,0,16,37,3,10,0,51,29,7,22,0,53,127,11,16,4,160,83,25,28,3,137,79,33,27,6,141,120,57,30,4,207,62,57,16,0,137,84,61,16,0,165,164,125,25,3,315,80,102,7,0,192,61,76,11,0,151,34,69,0,0,100,102,144,9,0,255,59,112,19,3,195,19,0,0,0,27,1205,891,255,28,2379
LGA17650,8,4,4,0,18,9,6,0,0,11,4,0,5,0,8,5,0,7,0,14,23,3,16,0,41,12,0,24,0,36,120,13,24,4,162,68,16,32,4,123,50,35,30,5,121,83,46,18,0,146,53,32,12,0,103,52,45,9,6,113,100,114,17,4,236,52,64,7,0,122,45,56,4,0,103,18,37,6,0,59,47,66,3,5,123,30,49,11,3,99,10,5,5,0,20,794,595,246,28,1666
LGA17750,83,12,34,3,131,34,7,13,0,59,40,6,47,0,90,23,7,69,0,102,137,30,154,6,331,102,31,267,4,404,587,79,259,13,940,388,116,338,25,870,520,240,358,38,1156,641,398,304,34,1382,394,348,210,18,974,484,495,201,22,1198,1006,1159,252,28,2445,656,1004,102,14,1773,445,881,64,13,1396,226,572,25,3,826,467,1254,55,12,1782,330,645,186,7,1163,111,62,71,9,256,6678,7342,3001,251,17273
LGA17850,21,0,0,0,26,0,0,0,0,3,5,0,0,0,11,4,0,0,0,3,24,0,8,0,26,4,0,4,0,8,61,9,12,0,77,35,8,13,0,53,36,17,7,0,62,50,18,7,0,78,24,28,0,0,45,31,19,3,0,46,55,54,5,0,116,28,31,0,0,67,14,14,0,0,30,10,11,0,0,21,27,30,0,0,64,16,27,7,0,55,16,3,5,0,25,468,271,73,10,820
LGA17900,26,5,4,0,31,0,0,0,0,3,0,3,5,0,8,0,0,7,0,7,12,0,14,0,22,12,0,17,6,38,60,4,31,0,104,35,18,33,0,85,33,14,34,3,86,44,34,23,0,97,11,16,11,0,38,28,14,3,3,48,56,36,10,0,109,41,25,3,0,69,16,19,0,0,36,12,13,0,0,29,26,27,5,0,57,27,62,14,4,104,11,4,5,3,27,460,305,219,23,1012
LGA17950,12,0,6,0,15,0,0,0,0,4,0,3,0,0,5,0,0,0,0,0,6,0,5,0,11,10,3,6,0,20,33,0,9,0,44,16,10,11,0,34,29,11,11,0,49,17,13,10,0,44,18,20,9,0,42,18,25,0,0,46,31,28,4,6,66,23,24,0,0,51,21,27,0,0,44,9,9,0,0,22,19,25,0,0,47,16,29,7,0,62,10,3,7,0,23,287,237,92,10,625
LGA18020,25,6,9,0,45,6,0,0,0,9,7,3,3,0,16,14,0,6,0,23,54,11,24,3,96,26,12,41,3,77,203,20,47,0,268,84,26,48,9,170,105,50,44,3,198,116,72,27,4,217,41,65,20,0,135,77,54,16,0,148,101,124,22,0,248,58,71,11,0,142,32,54,3,0,86,16,29,0,0,49,54,59,7,0,118,42,78,28,4,156,33,3,20,0,55,1092,744,380,37,2252
LGA18050,102,26,55,4,189,26,6,13,0,44,20,7,17,4,51,19,7,17,0,43,84,10,40,6,136,43,19,55,4,126,214,30,74,3,327,178,38,103,12,328,240,76,173,29,517,330,102,128,23,590,227,130,129,11,509,337,133,107,20,601,799,408,250,32,1494,695,398,84,35,1212,676,480,117,19,1282,547,398,33,5,988,2620,4309,325,30,7290,238,459,170,6,873,87,64,30,3,181,7487,7114,1918,258,16776
LGA18100,14,6,4,0,24,8,0,0,0,8,3,0,3,0,4,0,0,0,0,3,12,0,8,0,25,19,0,6,0,26,81,4,13,0,103,51,10,23,4,92,49,18,18,0,87,63,29,11,4,106,24,41,0,0,71,22,17,4,0,53,40,36,11,0,87,33,32,0,0,65,16,19,0,0,39,0,16,0,0,17,29,28,0,0,60,19,45,10,4,84,19,0,0,0,18,508,310,127,27,975
LGA18200,21,3,0,0,29,10,0,0,0,13,6,5,4,0,10,9,3,12,0,19,31,6,18,0,48,14,10,27,0,48,126,11,23,0,161,85,18,37,6,138,60,22,19,0,102,82,44,24,7,157,46,51,16,0,113,49,62,6,3,116,109,111,19,4,240,59,85,3,0,143,52,66,5,0,117,12,58,0,0,73,60,94,9,0,155,42,112,16,0,171,21,8,16,5,41,878,767,241,25,1912
LGA18250,253,62,139,17,462,75,18,35,4,136,51,12,43,3,113,26,11,67,3,111,162,27,73,10,269,122,53,109,8,287,324,84,99,12,530,282,109,153,10,559,342,188,199,24,747,442,258,187,31,925,281,258,172,21,734,367,297,161,19,852,804,796,309,43,1952,596,659,130,31,1414,541,775,148,29,1489,421,599,53,17,1085,1848,5676,363,35,7919,211,603,141,15,967,50,65,19,3,143,7204,10550,2599,347,20701
LGA18350,125,22,21,3,171,80,7,10,0,97,47,4,22,5,74,32,7,35,0,74,178,16,62,3,259,116,16,83,9,226,653,42,143,10,848,514,80,181,20,795,621,154,215,12,1004,740,288,209,23,1256,331,254,177,7,780,485,349,134,4,971,837,780,192,19,1825,573,712,97,13,1391,422,626,74,7,1125,208,394,28,3,630,813,1370,82,4,2273,246,488,170,9,905,107,25,24,3,164,7128,5623,1965,157,14868
LGA18400,118,26,39,4,180,31,6,3,0,47,18,4,16,0,43,40,0,29,5,71,136,18,73,4,223,81,28,117,0,230,575,63,136,4,770,355,70,206,11,639,376,193,224,19,806,455,327,166,13,962,283,321,161,9,771,295,394,128,6,817,674,1049,213,14,1950,499,988,114,12,1621,437,954,52,5,1453,211,666,28,0,903,453,1849,64,0,2369,197,516,138,9,857,90,84,25,3,201,5310,7557,1939,112,14922
LGA18450,417,56,140,18,628,166,14,45,3,233,114,33,117,13,275,100,21,248,5,379,570,77,371,15,1041,434,117,632,28,1208,2510,302,764,51,3624,1714,384,1059,101,3269,1766,730,1068,107,3675,1985,1099,1024,103,4209,1149,1108,703,62,3028,1249,1282,619,66,3212,2548,3320,1006,88,6961,1963,3266,399,49,5676,1440,3015,299,30,4787,934,2190,118,21,3259,1914,6096,277,27,8318,631,1511,614,34,2800,271,150,124,21,570,21898,24785,9627,841,57143
LGA18500,85,27,59,7,182,29,8,10,0,43,20,6,17,0,39,7,7,20,0,32,47,4,27,0,75,32,10,44,9,92,118,16,54,5,191,123,24,71,11,222,137,49,112,7,310,240,55,91,15,402,147,67,84,12,314,252,85,100,12,452,490,256,222,28,997,449,236,62,23,768,496,276,108,22,903,440,238,34,6,724,2959,3617,374,38,6986,232,484,143,6,862,92,49,21,5,162,6407,5501,1641,212,13761
LGA18710,25,0,7,0,40,10,0,3,0,14,9,0,5,0,14,0,0,5,0,6,35,4,7,0,50,24,9,31,0,62,122,17,26,5,164,98,27,47,3,174,131,30,49,5,215,174,74,48,6,298,108,80,56,0,246,112,103,38,8,256,218,221,73,3,514,172,231,35,0,440,178,269,22,0,470,118,224,13,0,356,341,776,33,0,1146,59,195,48,0,300,26,11,3,0,42,1962,2260,553,36,4813
LGA19399,4,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,0,0,0,8,10,4,0,0,8,3,4,0,0,6,11,9,0,0,17,4,8,0,0,18,7,3,4,0,14,10,4,0,0,21,19,14,0,0,31,11,11,3,0,24,10,9,0,0,18,4,0,0,0,10,10,6,0,0,15,7,20,3,0,30,0,3,0,0,10,118,108,24,3,251
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
