LGA_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
LGA11570,0,43,90,371,239,181,58,20,0,1012,0,15,3,139,68,46,37,28,13,356,0,5,14,160,109,238,381,484,285,1689,0,5,9,45,30,9,13,3,0,119,4,25,81,339,217,278,164,131,57,1304,27,166,370,2565,2151,2393,1969,1061,231,10929,14,66,179,934,291,169,117,40,11,1815,0,0,0,4,7,22,70,71,32,210,0,0,5,38,37,55,53,44,11,242,0,21,64,616,126,83,36,13,0,953,5,21,688,1501,121,28,13,6,0,2396,0,0,0,12,7,13,12,23,12,78,13,131,340,748,314,302,152,32,7,2030,0,8,24,109,139,239,269,130,40,949,47,222,550,1822,385,210,69,11,0,3311,0,0,6,18,22,13,9,4,0,70,14,87,177,843,307,263,173,40,3,1915,0,0,4,63,26,43,44,25,24,230,3,3,21,87,61,78,39,9,3,303,0,3,0,24,26,40,37,23,9,181
LGA11600,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,28,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
LGA11650,0,0,0,10,13,3,0,0,0,28,0,31,28,122,92,82,108,96,14,574,0,4,8,38,33,84,167,159,73,569,0,16,16,18,21,9,11,3,0,99,3,23,27,111,79,43,37,22,3,347,0,0,9,12,27,34,35,15,6,137,0,9,20,70,33,42,28,11,4,227,0,0,3,6,15,43,157,122,17,366,0,0,0,8,14,16,17,15,6,81,0,0,0,3,4,4,7,9,4,26,0,6,28,233,9,3,0,0,0,282,0,4,9,14,31,47,153,143,45,446,18,102,140,693,659,596,490,211,44,2946,0,0,0,0,3,14,4,0,0,29,4,9,12,74,5,5,6,0,0,115,0,3,5,29,45,35,14,4,0,136,11,68,70,332,110,84,50,14,0,746,0,3,3,50,30,26,45,28,9,188,0,0,0,20,9,6,4,0,0,35,0,19,22,94,129,205,188,178,57,893
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11720,0,0,0,9,0,0,0,0,0,10,0,0,0,15,4,6,6,6,0,34,0,0,0,0,3,4,8,11,0,31,0,0,0,0,0,0,5,0,0,5,0,0,0,10,0,3,0,0,0,15,0,0,0,3,13,3,7,0,0,28,0,0,0,9,5,3,5,0,0,23,0,0,0,0,0,7,3,8,0,18,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,5,20,0,0,0,0,0,23,0,0,0,0,3,9,15,9,3,48,0,10,13,71,73,67,47,24,0,313,0,0,0,0,0,0,0,0,0,4,0,0,0,14,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,8,14,40,13,5,4,0,0,89,0,0,0,0,3,0,3,0,0,10,0,0,0,6,3,0,3,0,0,10,0,0,5,7,7,31,31,20,5,107
LGA11730,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,9,0,0,21,0,0,5,4,4,5,3,0,4,22,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,4,3,3,0,0,0,14,0,0,0,0,0,0,10,0,0,14,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,3,0,3,0,6,30,22,10,71,0,9,7,62,78,77,86,28,3,352,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,4,3,4,0,0,0,26,0,5,0,11,7,0,0,0,0,37,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,7,0,0,0,3,10,21,17,20,0,72
LGA11750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,10,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA11800,3,77,28,59,3,3,8,0,0,184,0,5,0,20,22,6,9,3,0,70,0,0,0,14,7,9,27,21,8,77,0,12,4,17,5,0,0,3,0,38,0,0,3,23,0,0,0,0,0,30,0,0,0,3,5,0,0,0,0,10,8,35,17,87,27,10,4,0,0,196,0,0,0,0,0,0,7,5,0,17,0,0,0,0,4,0,0,0,0,8,0,11,39,112,31,11,9,0,0,222,0,0,3,41,0,0,0,0,0,47,0,0,0,7,3,12,49,32,14,116,5,13,19,112,85,103,93,45,18,494,0,0,0,0,0,0,0,0,0,0,0,3,9,4,0,0,0,0,0,17,0,0,5,5,13,9,0,0,0,40,0,19,18,45,13,0,3,0,0,99,0,0,0,8,8,3,9,0,5,27,0,0,0,0,0,0,0,0,0,0,0,5,3,14,22,33,37,22,12,140
LGA12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
LGA12150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,5,14,6,3,7,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,10,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,5,4,0,12
LGA12350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,6,4,0,10,0,0,0,4,9,11,6,3,0,41,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,9,0,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,4,6,5,3,16
LGA12380,3,57,122,597,353,301,71,20,0,1527,0,5,9,34,19,14,39,19,4,134,0,3,10,39,25,76,136,154,98,532,0,0,3,18,3,0,3,3,4,40,12,30,163,1106,303,347,137,89,22,2214,26,81,201,1426,1213,1239,990,495,83,5755,6,25,86,406,92,74,59,30,7,780,0,0,0,12,10,26,199,248,62,557,0,0,9,37,11,17,26,11,10,115,0,4,18,139,78,75,51,21,5,394,8,31,2056,3293,149,36,17,4,0,5604,0,0,4,8,4,3,14,16,3,50,10,101,209,393,171,139,73,20,0,1114,0,0,0,7,6,8,20,15,0,57,51,243,458,1821,236,125,55,8,0,2998,0,0,3,5,4,0,3,0,0,18,10,61,138,715,306,265,164,53,10,1721,0,0,0,21,17,19,25,15,4,112,0,4,13,32,37,37,15,6,0,151,0,0,0,3,3,21,32,28,10,96
LGA12390,0,0,0,0,3,0,0,0,0,3,0,3,0,11,3,0,6,4,0,28,0,0,0,6,0,0,9,3,4,24,0,0,0,5,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,21,0,0,0,4,5,5,8,0,0,27,0,3,6,16,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,9,0,3,31,316,13,0,0,0,0,361,0,0,0,3,0,0,16,11,8,42,0,0,15,55,45,48,35,19,4,218,0,0,0,0,0,0,0,5,0,5,4,7,0,87,5,0,0,0,0,105,0,0,0,4,3,3,0,0,0,10,4,25,18,65,28,4,3,0,0,150,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,3,5,5,3,39
LGA12700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,6,8,8,9,5,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12
LGA12730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,6,0,0,6,10,0,3,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,9
LGA12750,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,12,8,0,38,0,0,0,0,0,10,25,24,8,72,0,4,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,5,3,0,0,4,0,0,0,0,6,8,5,3,0,18,0,0,0,0,0,4,8,12,4,26,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,0,30,0,0,0,4,5,9,44,26,8,97,0,0,6,37,35,56,88,31,3,263,0,0,0,0,0,0,6,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,10,0,8,3,11,3,0,0,0,0,26,0,0,0,3,6,0,10,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,7,12,25,46,24,8,118
LGA12850,15,1139,1590,4104,2112,1776,1063,505,122,12420,0,0,0,10,12,12,24,12,0,66,6,3,3,36,66,220,414,452,288,1475,0,0,4,10,0,3,3,0,0,18,0,0,5,18,4,7,5,3,0,47,43,87,75,347,298,284,216,91,20,1454,3,12,41,215,58,43,47,11,4,422,0,0,0,8,9,55,155,143,48,413,0,0,4,6,10,23,32,13,6,84,0,0,6,57,37,25,20,4,0,154,0,0,18,48,3,0,0,0,0,64,0,0,6,5,0,4,18,12,5,47,12,157,278,425,103,81,66,13,3,1136,0,4,3,36,34,97,143,58,15,380,6,20,40,119,14,8,9,0,0,212,0,0,0,0,0,0,0,0,0,10,3,31,73,316,156,150,190,49,7,979,0,0,0,17,24,30,62,28,6,174,3,34,38,102,95,101,56,6,0,438,0,0,0,7,5,15,14,18,3,68
LGA12870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,4,18,0,0,0,6,13,18,9,4,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,3,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,4,23
LGA12900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,4,5,3,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5
LGA12930,0,0,0,30,17,18,9,8,0,72,3,16,5,65,28,25,24,18,4,183,0,5,10,67,34,75,121,148,94,554,3,5,4,22,23,14,3,0,0,77,0,9,22,70,36,33,21,7,5,197,0,11,23,216,205,195,145,90,20,905,4,13,56,286,112,111,124,42,10,752,0,0,0,0,4,12,33,25,9,91,0,0,5,13,12,4,8,4,6,52,0,0,0,13,13,16,0,7,0,57,8,40,1604,3192,124,12,7,0,0,4991,3,0,3,12,9,4,8,14,4,52,0,40,128,309,185,180,81,29,4,957,0,9,8,132,126,235,230,121,35,897,3,9,35,128,14,13,5,0,0,207,0,0,0,5,7,12,0,4,0,28,3,63,96,594,163,121,54,11,3,1102,0,0,0,51,17,12,26,4,4,115,0,0,0,6,5,10,0,0,0,28,0,7,0,19,16,30,29,11,7,124
LGA12950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,13,0,0,0,0,0,4,0,6,0,12,0,0,3,4,10,12,10,6,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10
LGA13310,0,0,0,9,0,0,0,0,0,16,0,3,0,4,4,6,3,4,0,29,0,0,3,0,0,7,13,8,0,35,0,0,0,0,0,0,0,0,0,8,0,0,7,15,5,0,0,0,0,29,0,0,3,12,6,12,4,0,0,32,0,0,0,0,6,3,0,0,0,10,0,0,0,0,0,3,5,4,0,14,0,0,0,6,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,8,62,0,0,0,0,0,75,0,0,0,0,0,3,13,11,7,35,0,3,11,26,27,28,38,19,0,163,0,0,0,0,0,3,0,0,0,9,0,0,0,18,0,0,0,0,0,18,0,0,0,0,4,8,0,0,0,9,0,7,16,36,5,7,3,0,0,69,0,0,0,0,0,0,7,0,0,12,0,0,0,0,3,0,3,0,0,4,0,0,0,4,5,10,16,12,3,52
LGA13340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,4,0,19,0,5,3,14,9,7,12,5,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,10
LGA13450,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,4,0,0,0,16,0,0,3,27,8,45,115,129,82,403,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,5,9,20,87,10,19,4,0,0,157,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,10,0,5,0,0,0,14,0,0,0,0,0,3,5,3,0,17,0,24,44,72,27,13,14,4,0,202,0,0,0,0,0,0,0,0,0,0,0,7,19,52,27,9,0,0,0,111,0,0,0,3,0,0,0,0,0,4,8,19,19,99,20,7,3,0,0,179,0,0,0,0,0,0,0,0,0,0,0,3,20,16,17,12,8,0,0,76,0,0,0,6,0,3,4,0,0,12
LGA13550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,5,0,4,6,12,7,5,9,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,8,7,9,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6
LGA13660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,0,3,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
