LGA_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
LGA15650,0,0,0,5,0,0,0,0,0,5,0,0,0,18,3,0,4,0,0,34,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,3,0,0,0,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,14,0,0,0,0,3,0,9,5,0,14,0,14,12,45,21,27,12,7,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,3,4,8,3,13,15,0,0,0,0,40,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,9,5,0,24
LGA15700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,9,0,0,0,0,0,4,7,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,9,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,0,0,0,0,22,0,0,0,0,0,0,17,9,3,29,0,0,0,13,15,27,28,17,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,10,6,0,39
LGA15750,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,10,0,4,0,5,13,4,11,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,3,3,13,0,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,9,3,3,7,3,3,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7
LGA15850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8
LGA15900,0,6,5,17,6,5,3,0,0,47,0,16,8,66,31,23,20,10,3,175,0,0,3,26,13,27,63,67,69,271,4,9,15,25,3,5,8,0,0,64,3,14,21,108,32,14,4,4,0,193,0,7,0,3,3,0,5,0,0,34,0,7,45,90,34,22,15,4,0,223,0,0,0,0,0,3,11,7,0,17,0,0,0,8,0,3,4,0,0,21,0,3,4,12,5,0,0,0,0,25,0,8,55,204,7,0,0,0,0,278,0,5,3,15,11,7,27,23,11,100,6,45,76,305,187,148,101,32,10,909,0,0,0,16,26,71,108,62,27,316,3,23,85,233,11,0,4,3,0,374,0,0,3,6,14,7,9,0,0,50,3,33,56,170,47,14,6,6,0,332,0,0,0,25,14,13,30,10,12,102,0,0,6,18,6,14,5,0,0,44,0,10,10,52,37,63,58,38,18,285
LGA15950,0,0,0,7,3,4,0,0,0,17,0,0,4,107,42,35,21,10,0,217,0,7,0,115,39,25,23,16,6,233,9,31,14,111,71,40,22,7,0,297,0,8,12,95,41,17,6,11,0,187,0,0,0,4,5,10,3,3,0,36,3,7,9,108,55,32,39,18,0,259,0,0,0,0,0,3,6,3,0,11,0,0,0,9,4,6,4,0,0,24,0,0,0,0,0,3,0,0,3,14,0,0,75,103,8,0,0,0,0,185,0,0,0,33,16,9,25,9,5,97,5,7,55,300,183,158,106,52,3,882,0,0,0,8,0,3,8,3,0,25,0,0,3,36,4,0,0,0,0,47,0,0,0,7,11,17,4,3,0,44,0,16,25,159,38,25,12,9,3,281,0,3,3,45,18,17,13,8,3,108,0,0,0,4,0,0,0,0,0,11,0,0,10,67,48,32,36,23,9,223
LGA15990,0,0,0,7,6,13,3,5,6,38,5,36,33,243,226,126,63,55,17,805,0,9,24,259,98,160,283,253,114,1200,4,19,29,64,54,38,34,9,4,252,0,16,18,106,43,36,37,13,4,273,0,0,0,21,36,46,13,14,3,138,3,4,17,46,57,64,44,33,4,268,0,0,0,0,0,16,10,6,5,41,0,3,0,9,6,7,7,5,0,33,0,0,0,4,4,0,3,0,0,17,3,0,191,367,15,3,0,0,0,580,0,36,26,95,93,72,72,114,54,567,8,59,149,929,679,568,356,139,37,2931,0,0,0,7,5,11,6,7,0,42,0,3,7,29,17,8,3,0,0,69,0,0,0,19,43,33,22,3,3,117,4,32,58,260,101,78,49,14,0,607,0,11,3,75,40,33,49,17,7,228,0,0,4,5,9,0,3,0,0,20,0,29,43,180,206,179,146,102,36,923
LGA16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,11,0,4,3,10,8,11,15,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9
LGA16150,0,0,3,4,0,0,0,0,0,10,0,0,0,9,8,0,3,6,0,33,0,0,0,4,0,8,6,8,3,43,0,0,0,0,0,3,0,0,0,0,0,0,0,24,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,9,0,0,3,15,0,9,0,0,0,28,0,0,0,0,0,0,4,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,5,3,0,0,0,0,5,0,0,9,102,3,3,0,0,0,114,0,0,0,4,4,3,15,13,3,41,0,8,11,63,45,41,23,15,0,210,0,0,0,0,0,0,0,0,0,10,0,3,0,34,0,0,0,0,0,45,0,0,0,3,5,3,0,0,0,8,0,13,16,60,26,14,5,0,0,131,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,6,0,3,3,11,9,6,10,6,3,47
LGA16200,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,0,4,5,0,12,0,4,0,11,3,6,8,5,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,11,17,0,5,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,17
LGA16260,0,13,15,136,86,59,12,0,0,320,0,11,4,114,37,34,24,19,11,249,0,4,14,109,49,87,106,90,51,514,3,13,30,52,26,16,7,9,0,162,27,203,435,2179,1138,675,353,163,27,5196,8,26,25,293,286,337,293,166,40,1476,4,63,112,589,199,167,176,96,6,1421,0,0,0,8,3,19,45,38,20,130,0,0,3,37,8,19,20,12,7,107,0,0,6,65,38,34,34,12,3,195,5,14,892,1313,85,17,5,0,0,2334,0,4,6,18,15,12,26,24,7,121,13,103,247,549,265,241,136,42,8,1598,0,0,0,20,10,3,4,3,0,35,30,198,129,887,108,47,16,4,0,1426,0,0,7,15,15,11,9,0,0,62,21,113,172,1081,281,200,117,40,5,2025,0,0,7,69,38,39,63,13,10,239,0,4,3,24,14,8,12,5,0,73,0,6,4,36,31,40,43,27,13,206
LGA16350,0,11,24,129,69,59,35,17,0,347,0,24,9,89,52,58,63,44,11,346,0,0,5,35,28,89,142,131,42,464,0,10,5,6,5,0,3,0,0,29,0,4,24,110,51,37,13,8,4,250,0,12,12,146,104,109,68,32,4,478,0,11,12,59,38,26,37,7,0,187,0,0,5,33,28,109,280,156,38,651,0,0,0,25,18,24,34,13,3,120,4,0,0,19,12,13,10,3,0,70,0,15,55,279,37,15,10,0,0,418,0,0,7,8,16,43,92,47,11,218,24,192,265,805,387,280,144,40,8,2152,0,0,0,12,8,17,14,6,3,63,6,61,62,261,66,58,22,9,0,541,0,0,6,12,14,9,4,0,0,37,3,127,214,819,391,325,207,57,9,2153,0,5,0,23,29,16,41,9,14,136,4,18,48,115,75,68,38,11,0,375,0,4,7,41,55,123,117,72,11,429
LGA16380,0,0,0,5,0,0,0,0,0,10,0,7,0,21,15,13,23,23,4,109,0,0,0,9,4,16,30,16,5,69,0,3,0,3,5,0,3,0,0,18,0,0,0,17,0,0,0,0,0,23,0,0,0,0,4,0,0,6,0,11,0,5,0,13,10,19,0,6,0,43,0,0,0,0,0,3,20,12,4,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,8,54,0,0,0,0,0,63,0,0,0,10,4,13,39,54,12,133,0,13,16,94,109,103,126,82,21,568,0,0,0,0,0,0,0,0,0,3,0,0,0,22,3,0,0,0,0,23,0,0,0,4,16,6,0,0,0,27,4,6,12,56,17,13,6,0,0,111,0,4,0,3,4,0,9,4,0,26,0,0,0,3,0,0,0,0,0,3,0,12,5,8,18,32,63,59,7,206
LGA16400,0,0,0,0,0,0,3,0,0,4,0,8,0,14,10,11,9,7,5,65,0,0,0,5,4,14,42,26,9,101,0,0,5,0,0,0,0,0,0,8,0,5,6,8,0,0,0,0,0,19,0,0,0,0,0,4,6,0,0,10,0,0,11,30,18,23,3,0,0,85,0,0,0,0,0,6,20,15,0,49,0,0,0,3,4,3,8,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,17,46,7,0,0,0,0,65,0,0,0,3,11,9,36,43,13,107,0,15,22,84,112,99,91,50,7,478,0,0,0,0,0,7,12,0,0,20,0,0,0,19,3,0,0,0,0,18,0,0,0,0,9,5,8,0,0,27,3,9,14,30,7,4,3,0,5,84,0,0,0,9,0,5,13,4,0,28,0,0,0,3,4,0,0,0,0,7,4,4,5,23,17,35,59,46,4,198
LGA16490,0,0,3,7,3,0,0,0,0,18,0,3,3,14,4,8,6,7,6,45,0,0,0,15,8,35,42,55,34,186,0,0,0,4,0,4,0,0,0,11,0,0,0,15,9,0,0,0,0,22,0,0,0,4,0,3,0,0,0,12,0,0,5,24,13,20,4,4,0,73,0,0,0,0,0,3,13,14,6,38,0,0,0,4,0,0,0,0,0,7,0,0,0,8,6,4,0,0,0,18,0,7,29,242,5,6,0,0,0,279,0,0,0,3,14,10,16,12,3,60,3,17,46,132,108,87,57,20,5,471,0,5,6,53,49,72,73,28,13,295,5,6,7,81,8,5,4,0,0,106,0,0,0,5,18,11,0,0,0,38,4,29,43,109,48,21,6,0,0,266,0,0,0,9,0,4,7,7,0,30,0,0,0,12,4,0,5,0,0,20,0,0,0,11,16,44,21,20,0,110
LGA16550,0,3,7,24,29,27,19,8,4,120,0,16,51,1210,170,80,37,24,5,1598,0,8,14,246,53,56,80,98,54,617,0,11,12,45,20,17,4,0,0,115,3,4,27,68,23,18,9,4,0,155,0,3,3,34,27,43,31,16,20,176,6,3,137,186,91,95,122,51,7,693,0,0,0,0,3,3,33,37,10,97,0,0,0,24,6,10,14,9,0,65,0,0,17,14,6,7,0,0,0,41,0,6,40,65,3,3,0,0,0,116,3,8,0,51,21,22,15,15,4,141,14,36,91,510,269,246,145,41,12,1352,0,0,0,10,10,7,6,0,3,36,0,8,18,73,3,5,0,3,0,106,0,0,0,5,19,6,6,4,0,43,3,11,45,217,84,40,22,11,3,437,0,4,3,80,28,31,64,15,22,247,0,0,0,7,0,12,3,0,0,26,0,6,10,169,64,79,56,32,3,425
LGA16610,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10,0,0,0,0,0,0,7,7,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,3,5,14,8,6,29,0,0,4,15,25,34,23,7,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,11,0,9,4,11,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,0,14
LGA16700,4,0,0,27,22,19,10,8,0,97,0,0,11,82,38,48,21,18,3,218,0,9,13,137,42,80,194,179,138,781,5,14,17,59,47,25,13,6,0,183,7,67,167,1103,370,274,156,84,17,2247,0,0,8,67,67,90,98,59,24,426,3,19,65,357,129,92,108,57,10,835,0,0,0,0,0,6,19,19,3,55,0,0,3,15,4,8,14,0,0,55,0,0,8,26,16,6,16,8,0,72,0,4,97,278,12,0,0,0,0,390,0,0,6,18,14,8,9,12,9,83,7,50,66,268,149,140,73,34,7,792,0,0,0,9,9,8,12,7,0,49,8,36,40,260,19,15,13,0,0,387,0,0,3,15,16,18,12,0,0,58,7,67,92,606,144,93,71,12,3,1117,0,0,0,59,13,16,24,4,0,123,0,0,0,0,6,0,0,0,0,9,0,0,0,21,28,30,28,24,5,146
LGA16900,0,0,0,10,0,4,0,0,0,14,0,5,3,14,12,14,12,13,3,82,0,0,0,7,16,36,82,47,24,208,0,0,0,0,0,0,0,0,0,7,0,0,0,12,5,4,0,0,0,20,0,0,0,9,3,5,8,6,0,31,0,0,3,6,3,0,4,0,0,20,0,0,0,0,0,21,65,39,10,125,0,0,0,0,0,5,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,20,0,0,0,7,0,9,42,32,12,104,0,13,22,129,89,69,38,15,3,371,0,0,0,28,62,101,185,62,11,438,0,8,0,15,7,0,4,0,0,37,0,0,0,3,5,0,0,0,0,11,0,17,10,39,25,9,6,3,0,112,0,0,0,12,5,10,18,7,3,52,0,0,0,0,0,0,0,0,0,5,0,0,4,6,26,69,79,45,7,232
LGA16950,0,0,0,11,0,3,4,0,0,18,0,4,0,16,19,21,22,24,5,101,0,0,0,8,15,20,73,55,19,199,0,0,3,7,4,0,0,0,0,17,0,5,8,23,4,0,0,0,0,42,0,0,0,5,5,4,3,0,0,23,0,0,0,8,7,15,5,0,0,40,0,0,0,0,0,23,53,31,13,127,0,0,0,4,0,6,6,11,3,33,0,0,0,0,0,0,0,0,0,6,0,0,3,71,3,0,0,0,0,85,0,0,0,3,8,16,73,68,16,194,0,17,31,114,118,127,158,72,13,658,0,0,0,0,0,7,9,7,0,21,0,11,3,19,0,0,0,0,0,33,0,0,0,0,15,10,6,0,0,28,5,22,20,80,19,7,3,0,0,150,0,0,0,3,4,4,20,6,4,45,0,0,0,8,3,3,0,0,0,14,0,0,0,17,21,60,82,74,21,270
LGA17000,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,3,5,0,0,25,0,0,0,0,0,0,7,8,3,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,3,9,9,0,26,0,3,23,45,51,55,19,13,3,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,0,4,0,0,10,0,17,11,31,19,0,0,0,0,80,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,7,0,0,24
LGA17040,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,6,5,0,24,3,0,0,7,3,0,16,12,13,63,0,0,0,7,0,0,0,0,0,7,0,0,0,8,3,0,0,0,0,15,0,0,0,0,0,3,5,6,0,12,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,16,0,0,0,4,11,5,6,6,4,41,0,0,8,44,28,28,23,4,4,142,0,0,0,0,0,0,0,0,0,6,0,4,0,11,0,0,0,0,0,19,0,0,0,0,0,3,4,0,0,7,0,5,10,13,3,3,0,0,0,26,0,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,14,3,36
LGA17080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,10,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,17,0,0,14,31,23,21,21,6,0,109,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,7,6,0,0,0,0,21,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,14
LGA17100,0,0,4,4,7,0,4,0,0,23,0,0,0,24,11,13,4,4,0,53,0,3,4,33,17,21,51,52,26,209,0,0,0,12,6,4,0,0,0,28,0,38,79,574,155,180,82,58,15,1182,0,6,9,64,84,94,71,37,16,366,0,9,33,148,26,21,25,28,4,285,0,0,0,0,0,0,0,5,0,6,0,0,0,11,0,0,5,0,0,18,0,0,4,13,6,11,0,4,0,47,0,3,899,939,30,10,0,0,0,1880,0,0,0,0,0,0,0,0,0,9,8,12,41,62,23,21,16,4,4,203,0,0,0,0,0,0,0,0,0,4,5,24,28,106,16,18,0,0,0,197,0,0,0,0,0,0,3,0,0,12,0,9,24,174,51,18,16,0,0,298,0,0,0,6,3,3,5,3,0,26,0,0,0,0,0,4,4,0,0,9,0,0,0,4,0,5,4,6,0,26
LGA17150,0,0,0,18,7,8,4,0,0,39,0,20,22,205,121,60,43,29,12,508,0,6,0,88,39,103,154,136,79,612,0,5,11,25,17,13,8,0,0,75,4,6,9,42,18,15,11,4,3,111,5,3,0,43,73,96,85,46,11,355,0,5,13,53,41,59,48,23,10,253,0,0,0,11,9,27,60,51,14,174,0,0,0,14,9,22,22,6,0,75,0,0,0,18,6,5,4,0,0,30,0,6,29,93,20,0,0,0,0,152,0,5,7,28,18,31,55,59,29,232,11,46,110,508,361,309,180,83,15,1623,0,4,3,46,60,97,90,39,7,349,0,4,0,22,6,12,5,3,0,48,0,0,3,13,33,14,14,4,3,77,4,27,48,175,73,41,38,5,3,421,0,3,3,67,44,29,49,13,11,221,0,0,0,7,4,4,0,0,0,25,0,12,13,76,92,88,104,90,21,494
LGA17200,0,0,0,53,16,9,9,0,0,87,4,0,27,1037,141,84,34,22,5,1352,5,5,44,759,78,63,77,51,18,1107,4,19,60,297,134,53,21,4,0,593,4,20,81,680,106,31,23,10,0,956,0,6,6,85,53,49,34,26,11,271,3,16,183,798,191,124,103,31,5,1452,0,0,0,8,10,8,22,12,6,70,0,0,6,36,15,14,10,0,0,83,0,0,45,54,6,16,5,6,0,133,0,0,100,164,16,0,0,0,0,280,0,5,13,149,43,27,29,20,4,284,6,18,246,1468,587,534,316,83,19,3282,0,0,0,28,7,15,14,5,0,72,0,0,36,183,8,9,3,0,0,246,0,0,4,23,18,14,5,0,0,74,0,5,81,720,153,77,30,8,0,1083,3,0,3,175,37,30,37,18,4,302,0,0,0,6,3,6,3,0,0,14,0,0,18,337,129,100,70,39,4,696
LGA17310,0,0,0,3,0,0,0,0,0,4,0,3,0,12,4,4,5,0,0,22,0,0,0,4,0,4,3,9,3,19,0,3,0,3,0,0,0,0,0,9,0,0,7,5,0,0,0,0,0,10,0,0,0,0,0,4,6,6,0,14,0,4,0,15,17,0,0,0,0,42,0,0,0,0,0,4,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,25,5,0,4,0,0,37,0,0,8,98,0,0,0,0,0,107,0,0,0,4,0,0,10,17,3,36,0,3,12,56,46,43,33,21,3,219,0,0,0,0,0,0,0,0,0,0,0,4,9,35,3,0,0,0,0,50,0,0,0,8,3,5,6,0,0,21,3,35,54,104,45,6,0,0,0,243,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,3,4,7,15,14,9,0,59
