LGA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
LGA17000,53,93,142,2700,2921,5615,0,0,0,144,156,302,68,67,135,2673,2711,5386,0,0,3,15,15,30,24,38,57,10,9,17,19,19,39,7,0,8,56,51,111,87,90,179,197,183,381,15,24,41,33,33,68,413,473,879,194,212,411,42,35,73,6695,7041,13739,44,36,83,33,21,60,4,0,8,0,0,0,3,3,6,29,31,56,32,33,65,4693,3954,8649,30,14,44,11,14,25,4741,3983,8719,1056,710,1764,12659,11918,24577
LGA17040,78,122,201,1652,1818,3466,4,0,5,146,140,283,0,0,0,2203,2189,4392,0,0,3,71,80,151,27,31,55,0,8,9,45,63,103,0,0,0,22,25,48,49,56,104,208,185,395,13,8,19,13,15,37,227,290,521,154,190,345,0,5,3,4829,5098,9927,40,32,73,59,39,100,7,9,16,0,0,0,7,7,23,31,57,93,40,69,112,4837,4187,9019,29,29,62,22,38,56,4886,4250,9136,1233,875,2107,11169,10500,21666
LGA17080,38,51,93,1728,1823,3545,0,0,0,84,91,171,0,0,0,1692,1810,3499,0,0,0,18,15,36,34,39,74,4,0,8,24,31,53,0,0,0,15,16,31,52,63,117,214,210,421,7,7,15,34,49,77,163,219,381,127,149,274,5,3,6,4198,4520,8722,35,36,67,17,15,30,0,3,4,4,7,11,9,4,11,10,18,31,24,29,56,2319,2041,4363,6,13,15,3,13,18,2329,2068,4401,853,674,1526,7504,7391,14891
LGA17100,1205,1552,2754,749,811,1562,9,8,13,209,220,428,12,9,16,4630,4855,9486,7,9,12,627,659,1293,23,44,68,7,3,15,11,14,28,153,152,303,82,98,179,88,125,213,500,585,1088,4,11,19,38,48,84,237,319,559,441,572,1012,26,18,41,7848,8557,16404,5127,3915,9046,1603,1299,2904,15,13,32,5,0,3,136,124,252,72,83,151,210,205,411,5688,5255,10947,63,41,103,20,31,53,5772,5330,11097,1593,1347,2940,23365,22229,45593
LGA17150,969,1620,2589,17074,20445,37516,0,10,13,1681,1900,3583,100,104,211,29722,33150,62876,107,136,240,5298,5411,10711,137,214,344,105,119,229,212,253,464,503,507,1010,396,458,862,958,1120,2081,1818,2093,3914,178,230,410,50,76,130,2191,2935,5122,2191,2460,4656,98,85,185,62818,71719,134532,705,699,1395,1012,1047,2068,169,187,362,4,7,6,87,76,163,196,246,439,280,330,607,40766,36277,77037,338,271,614,120,234,348,41230,36775,78005,5376,5270,10645,112561,117649,230211
LGA17200,5888,7931,13819,5211,5096,10304,14,11,26,578,590,1168,0,0,3,16059,16053,32111,12,13,30,2125,2225,4354,62,84,144,50,46,100,165,181,351,98,101,201,333,332,668,447,623,1074,959,935,1893,31,30,67,96,86,181,822,842,1667,1762,2096,3854,56,52,114,28900,29410,58306,2113,1630,3738,2058,1425,3483,1174,1092,2265,22,29,48,126,118,250,428,431,865,582,579,1165,58418,49603,108023,837,612,1446,279,361,642,59533,50582,110110,10370,8377,18747,110615,101018,211632
LGA17310,177,222,398,6974,8183,15156,0,0,0,267,306,569,86,97,181,6445,7297,13742,6,18,26,52,39,95,86,120,200,33,29,61,31,55,87,7,10,21,105,85,185,241,301,546,829,988,1816,65,83,149,65,52,124,951,1200,2153,674,701,1374,27,20,41,16945,19574,36520,267,254,526,188,138,323,13,3,12,16,16,30,91,77,172,56,117,180,167,215,381,10441,9192,19634,59,60,121,20,36,58,10523,9284,19807,2634,2468,5101,30906,32166,63070
LGA17350,16,10,25,679,720,1397,0,0,0,51,53,111,0,0,0,717,842,1561,0,0,0,12,4,16,15,12,17,0,0,0,108,141,248,3,4,5,3,0,3,10,20,33,132,145,274,12,20,26,8,3,16,132,166,297,38,35,72,0,0,0,1918,2162,4075,10,8,16,0,0,0,0,0,0,0,0,0,7,4,12,3,7,11,8,12,20,809,690,1493,3,0,8,0,0,3,809,689,1500,184,201,394,2948,3085,6034
LGA17400,24,27,52,617,682,1293,0,0,0,23,27,52,0,0,0,587,678,1265,0,0,0,12,5,20,22,34,54,5,0,5,15,12,21,0,0,0,7,3,6,24,29,60,108,129,242,17,19,32,21,24,42,120,156,276,81,113,196,13,9,17,1642,1931,3575,16,9,25,4,4,8,0,0,0,8,0,8,6,7,8,7,10,16,18,15,32,1192,1083,2275,6,7,16,7,11,16,1210,1097,2304,417,395,812,3334,3482,6810
LGA17420,2571,3342,5918,9784,11109,20892,20,36,56,1486,1643,3131,258,256,510,23362,25267,48630,92,118,209,1677,1715,3395,169,204,373,254,285,536,157,185,342,589,621,1211,508,532,1041,1839,2163,4005,1873,2097,3973,83,93,177,372,454,826,1789,2174,3964,2459,2768,5229,70,88,162,46846,51805,98653,7515,7551,15064,4271,4231,8504,109,104,211,4,0,4,1430,1357,2787,602,673,1280,2037,2032,4072,27081,24177,51258,252,208,457,66,106,170,27394,24487,51882,3910,3655,7570,94657,97221,191876
LGA17550,371,606,981,6457,7830,14288,0,0,0,368,453,825,0,0,0,8789,10314,19101,43,66,108,142,161,304,349,424,770,46,63,105,114,158,267,15,13,29,116,171,287,428,559,987,1207,1422,2628,35,73,109,318,383,694,1005,1411,2417,928,1166,2092,30,33,71,20389,24699,45087,374,350,722,52,48,105,64,73,138,13,17,29,149,139,289,137,228,361,298,381,680,20604,19651,40257,132,126,257,124,227,352,20865,20004,40868,4389,4419,8805,46804,50586,97392
LGA17620,25,42,64,1989,2271,4255,0,0,0,49,62,113,0,0,0,1601,1646,3255,0,0,0,7,6,9,12,14,21,11,11,22,5,14,11,6,3,7,18,11,28,18,11,29,155,156,314,15,9,20,21,12,32,229,288,521,86,80,164,0,0,0,4216,4596,8814,28,31,61,25,21,42,0,7,6,0,0,0,5,4,3,7,19,33,12,23,33,2205,1886,4092,14,10,22,4,13,21,2228,1911,4142,572,493,1069,7112,7119,14229
LGA17640,16,21,29,925,973,1901,0,0,0,20,22,46,0,0,0,1165,1186,2351,0,0,0,22,15,34,6,10,11,0,4,3,11,7,12,0,0,0,10,8,21,21,21,32,91,68,156,10,13,16,7,18,19,192,227,409,37,48,91,6,7,13,2510,2615,5123,10,8,16,10,6,11,0,3,3,0,0,0,5,5,6,5,20,31,7,25,34,1297,1115,2412,9,3,13,3,15,19,1309,1133,2444,453,389,847,4314,4198,8514
LGA17650,15,36,49,635,717,1352,0,0,0,21,25,46,0,0,0,498,601,1100,0,3,4,3,4,4,32,38,69,0,0,3,6,11,16,0,0,0,7,3,11,12,9,23,98,105,209,15,12,25,4,5,13,74,112,182,48,73,116,0,0,4,1457,1718,3179,0,3,6,11,9,15,0,6,6,0,0,5,0,0,0,12,21,34,16,21,36,1121,1037,2154,15,9,23,5,10,13,1138,1052,2189,249,248,493,2883,3086,5971
LGA17750,199,237,439,4697,5682,10377,0,0,0,393,413,801,92,92,184,8618,9721,18343,41,34,75,110,99,208,66,90,157,36,32,71,248,329,578,102,111,213,211,180,393,279,355,633,1151,1382,2536,47,48,98,82,78,165,978,1327,2298,640,744,1387,11,15,24,17802,20742,38544,416,338,752,349,307,653,3,7,18,3,11,14,119,90,216,464,544,1015,595,648,1247,11014,10176,21186,96,60,152,30,47,76,11133,10280,21418,2385,2169,4553,32883,34728,67609
LGA17850,5,0,8,437,478,915,0,0,0,3,4,13,0,0,0,270,270,538,0,0,4,0,0,0,16,20,38,0,0,0,7,3,8,0,0,0,0,0,5,6,6,10,124,136,257,3,0,4,5,0,4,12,16,28,18,24,44,0,0,0,903,968,1873,0,0,0,0,0,0,0,0,0,5,0,5,0,0,3,0,6,4,5,3,11,433,361,792,0,3,3,0,0,0,433,368,800,168,161,329,1516,1502,3016
LGA17900,10,16,23,429,426,859,0,0,0,13,16,23,0,0,0,470,437,906,0,0,0,27,21,50,10,11,19,0,3,8,6,3,13,0,3,0,8,4,9,0,5,4,81,93,171,7,5,7,8,11,17,14,30,50,27,33,54,4,0,3,1105,1103,2203,10,10,19,10,6,17,0,0,0,0,0,3,0,6,3,0,7,4,7,11,17,812,724,1537,7,3,14,4,0,9,826,725,1552,701,722,1422,2663,2592,5253
LGA17950,0,3,5,316,360,678,0,0,0,6,5,13,0,0,0,365,404,772,6,0,3,0,0,0,0,0,0,0,0,0,6,4,7,5,0,0,3,0,3,4,6,9,81,89,168,0,0,4,0,0,0,35,25,61,3,11,14,0,0,0,829,902,1731,0,0,0,11,6,20,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,268,214,479,0,0,3,0,0,0,268,209,482,154,157,312,1266,1279,2550
LGA18020,12,16,26,1160,1201,2359,0,0,0,20,23,41,0,0,0,902,993,1891,0,5,4,14,10,21,9,14,22,0,9,9,12,11,18,0,0,4,5,7,14,13,21,35,199,216,416,7,7,10,20,26,50,113,127,238,81,101,180,4,0,7,2556,2767,5320,11,7,19,7,4,13,3,0,4,3,0,9,3,3,3,11,13,21,12,15,33,1314,1103,2418,8,4,10,5,6,12,1330,1115,2443,686,688,1370,4616,4612,9225
LGA18050,307,522,827,2172,2423,4601,4,4,3,56,90,143,0,0,0,6141,6760,12905,4,9,13,779,984,1764,33,34,64,16,6,22,47,70,118,24,31,54,83,81,163,76,100,180,237,261,495,6,4,7,15,13,26,195,233,430,288,379,668,5,19,22,10179,11500,21676,150,157,311,175,144,315,5305,5708,11009,3,0,5,18,21,38,69,81,151,86,102,188,14199,14179,28380,144,117,261,53,147,200,14394,14445,28841,2679,2756,5436,33273,35334,68605
LGA18100,0,3,7,404,418,820,0,0,0,10,11,21,0,0,0,426,448,869,0,0,0,3,3,4,4,5,7,0,0,3,11,4,11,0,0,0,3,0,3,22,17,37,111,112,228,12,12,23,0,5,4,111,97,214,21,32,54,0,0,0,1137,1160,2298,0,0,3,0,5,4,0,0,0,0,0,0,0,0,0,0,3,5,0,3,5,533,449,985,0,0,0,4,0,5,538,451,993,162,141,301,1847,1762,3608
LGA18200,17,26,47,435,455,893,0,0,0,12,9,18,0,0,0,731,671,1403,10,8,18,15,16,25,14,8,23,0,6,3,29,22,54,3,0,0,3,5,12,30,31,60,78,81,157,5,7,13,17,17,38,159,203,360,73,85,158,4,4,0,1609,1632,3245,10,4,12,12,15,21,0,0,0,3,0,4,3,4,13,0,7,10,9,12,28,1644,1418,3060,9,4,13,8,8,18,1665,1428,3088,553,467,1015,3869,3584,7453
LGA18250,1348,2051,3396,3322,3840,7158,29,30,60,317,401,722,0,0,4,7157,8198,15351,14,26,42,533,559,1094,23,27,46,21,15,27,61,82,142,282,319,605,171,173,347,177,250,430,666,800,1470,11,8,22,15,20,40,479,715,1200,647,856,1503,11,17,26,13947,16338,30283,1382,1376,2757,508,475,979,356,379,730,0,0,0,69,69,133,163,189,351,228,254,493,16474,16046,32525,173,128,297,44,75,121,16697,16246,32948,1941,2094,4036,36400,39215,75613
LGA18350,198,297,496,4863,5893,10750,0,0,3,248,267,521,93,85,178,5035,5724,10761,22,27,47,215,216,430,123,155,275,21,32,55,66,69,133,12,13,24,67,66,132,137,195,333,526,702,1225,34,29,61,29,34,66,650,886,1534,599,708,1307,34,41,77,12773,15149,27918,373,319,695,134,95,232,79,80,162,4,5,4,64,63,124,50,117,171,114,184,300,9790,9385,19175,78,80,153,32,68,99,9900,9528,19431,1734,1747,3485,25313,27397,52709
LGA18400,134,195,323,5340,6034,11375,7,3,12,316,315,634,119,111,234,7682,7845,15524,13,19,29,378,335,711,71,91,157,32,28,61,58,76,134,21,18,40,55,68,124,178,216,393,362,394,756,21,27,53,37,45,84,524,548,1073,445,467,916,38,36,68,15705,16689,32391,37,49,88,206,199,406,14,14,27,7,6,12,19,17,40,44,72,112,69,90,161,9158,8041,17202,62,61,127,22,46,70,9245,8148,17398,1614,1550,3168,27032,26931,53961
LGA18450,977,1494,2472,12206,14948,27153,7,7,17,824,923,1750,149,151,307,23040,25872,48911,83,109,184,4617,4658,9277,321,422,743,114,139,256,272,344,616,183,173,358,340,403,741,794,950,1745,1657,1972,3631,184,271,455,112,145,258,2176,2995,5168,2935,3181,6113,62,65,128,50076,57735,107809,1134,836,1970,2908,2699,5604,86,74,155,15,11,31,145,137,288,270,393,663,428,544,980,43085,38907,81996,419,360,781,162,275,434,43668,39545,83214,6341,6023,12369,105616,108948,214564
LGA18500,266,446,710,2898,3686,6587,6,6,7,67,78,146,0,0,0,4273,5598,9878,0,4,7,824,1016,1843,15,22,34,0,6,9,49,62,115,14,18,34,43,52,97,47,54,99,358,335,695,4,6,5,8,22,29,203,257,461,235,322,555,6,8,16,9064,11556,20616,154,163,315,122,139,260,3579,3934,7509,0,0,0,14,14,33,55,82,136,68,98,163,9694,10011,19709,133,98,232,52,87,138,9882,10203,20083,1811,2022,3835,24952,28543,53496
LGA18710,29,63,92,1288,1551,2834,0,0,0,86,96,190,0,0,0,1974,2113,4092,0,0,0,39,49,92,18,20,38,0,5,6,49,50,91,0,4,12,26,30,51,62,52,115,138,145,284,22,18,38,18,18,35,258,304,565,154,183,338,5,8,13,4126,4647,8774,25,25,51,33,26,59,5,11,18,3,0,3,7,7,18,29,31,58,41,37,78,3588,3405,6984,35,20,57,9,13,19,3628,3435,7063,611,532,1151,8500,8781,17281
LGA19399,5,0,8,80,78,159,0,0,0,0,0,4,0,0,0,77,84,162,0,0,0,0,0,0,0,0,0,5,4,3,3,15,18,0,0,0,0,0,0,0,0,0,7,4,13,0,0,0,13,24,37,20,27,43,9,8,10,0,0,0,216,246,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,187,442,4,0,4,0,0,4,258,191,451,51,48,106,530,486,1016
LGA19499,61,71,134,488,411,898,0,0,0,51,41,92,0,0,0,658,555,1214,3,4,7,52,49,96,11,21,30,4,7,15,15,13,28,4,6,9,11,4,18,39,38,70,67,67,138,6,18,26,11,16,30,89,88,175,107,116,222,3,0,5,1626,1443,3064,41,24,64,98,68,163,10,8,16,3,5,9,3,4,6,25,34,65,36,40,79,2014,1648,3662,23,19,40,13,22,31,2051,1685,3736,2454,1655,4113,6375,4997,11371
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
