LGA_CODE_2021,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_SAR_Ch_0_4,F_Hong_Kong_SAR_Ch_5_14,F_Hong_Kong_SAR_Ch_15_24,F_Hong_Kong_SAR_Ch_25_44,F_Hong_Kong_SAR_Ch_45_54,F_Hong_Kong_SAR_Ch_55_64,F_Hong_Kong_SAR_Ch_65_74,F_Hong_Kong_SAR_Ch_75_84,F_Hong_Kong_SAR_Ch_85ov,F_Hong_Kong_SAR_Ch_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot
LGA13800,0,0,0,4,4,3,3,0,0,18,0,5,6,61,36,28,14,6,4,166,0,0,0,0,7,6,17,5,0,41,0,0,0,0,0,3,6,0,0,12,0,18,32,146,164,288,239,203,53,1145,0,0,0,23,9,13,5,0,0,59,0,0,0,3,3,0,0,4,5,19,0,3,3,17,12,16,32,28,14,127,0,0,0,0,3,10,14,10,3,41,0,0,0,4,0,6,3,3,0,16,0,6,16,167,16,18,11,10,5,243,0,0,0,11,0,5,4,0,0,26,0,0,0,5,4,5,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,26,18,9,20,3,3,80,0,0,0,4,10,16,28,14,14,87,0,0,0,7,3,8,5,0,0,24,0,0,4,15,4,3,5,0,0,38,0,0,0,8,6,16,0,4,0,34,0,0,0,18,15,3,8,7,0,59
LGA13850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,12,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13910,0,0,0,0,0,0,0,0,0,0,3,0,4,18,0,5,4,0,0,38,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,10,11,47,45,32,9,160,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,3,0,21,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,24,0,0,0,0,0,28,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,3,3,0,3,10,0,0,0,4,0,0,6,0,0,13,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,3,5,3,0,31,0,0,0,5,0,0,3,0,0,9
LGA14000,0,0,0,15,19,18,17,17,0,96,17,280,218,2713,1100,1001,794,264,127,6512,0,0,0,9,5,17,5,10,10,56,0,5,5,19,15,20,20,28,10,115,8,143,196,391,465,509,410,359,196,2679,0,0,5,39,44,48,33,25,9,206,0,6,9,30,24,20,5,5,8,106,4,4,8,59,41,50,50,62,28,302,0,0,3,4,7,11,15,21,8,62,10,81,72,326,187,430,282,43,21,1460,40,389,203,1962,586,342,211,107,46,3889,0,3,22,169,100,59,56,34,8,453,0,50,54,490,151,117,91,35,10,999,0,4,0,13,4,3,5,5,3,41,0,15,8,35,53,28,23,15,11,193,0,4,9,20,26,50,79,64,54,314,6,26,25,111,142,61,23,11,4,408,0,79,114,516,400,211,119,49,11,1494,4,0,9,47,50,80,67,62,19,332,0,38,86,243,191,200,207,79,27,1071
LGA14100,0,0,0,8,5,0,0,3,0,15,0,3,20,78,49,69,32,24,17,292,0,0,0,0,0,4,4,0,4,12,0,0,0,0,0,5,0,5,3,19,0,12,12,42,51,47,49,20,15,256,0,0,0,0,3,0,3,4,0,11,0,0,0,3,0,0,0,5,0,5,0,0,0,6,5,3,4,5,4,34,0,0,5,0,0,6,15,14,7,46,0,3,3,17,14,17,28,5,0,76,0,0,0,23,8,4,11,4,0,53,0,0,0,11,5,4,10,4,0,25,0,0,0,17,3,12,3,6,5,44,0,0,0,8,4,0,0,0,0,13,0,0,0,12,7,11,3,8,3,39,0,0,5,7,5,9,18,22,13,78,0,0,0,6,8,5,4,0,0,24,0,0,0,11,12,9,8,7,0,48,0,0,0,6,9,3,5,0,0,29,0,0,0,15,9,11,10,3,0,47
LGA14170,0,6,8,74,39,16,31,16,3,189,3,45,206,1228,454,596,370,170,142,3214,0,0,0,18,19,24,37,39,26,165,0,0,0,18,9,17,39,31,14,124,20,158,177,1340,761,622,379,180,63,3706,0,0,3,79,55,48,47,22,4,258,0,5,22,193,33,23,19,4,3,309,0,15,23,170,83,50,55,40,8,447,0,7,15,23,40,100,294,634,284,1390,12,22,46,269,95,77,73,24,11,619,11,57,57,530,102,70,35,34,13,900,0,7,31,236,82,46,55,21,5,495,0,4,8,92,16,17,9,4,0,136,0,0,4,21,5,8,5,0,0,45,0,7,18,281,131,82,35,16,9,588,0,8,15,188,75,137,288,402,313,1427,0,9,26,218,112,62,17,12,0,461,0,6,26,263,102,53,30,25,45,544,0,0,0,61,67,118,132,105,51,535,4,4,28,254,115,58,70,28,9,575
LGA14220,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,33,29,25,7,121,0,0,3,34,4,0,0,0,0,38,0,0,0,3,0,4,0,0,0,3,0,0,0,3,0,0,6,5,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,3,0,3,3,0,19,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,5,3,8,0,0,0,4,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,0,0,13
LGA14300,0,0,0,0,0,0,0,0,0,0,4,4,3,29,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,14,14,8,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6
LGA14350,0,0,0,0,3,3,0,0,0,6,0,0,0,12,15,10,4,0,0,45,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,24,26,75,103,72,30,338,0,0,0,3,3,0,0,0,0,17,0,0,0,4,0,0,0,5,0,6,0,0,0,8,0,9,24,13,11,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,0,0,0,0,5,34,0,0,0,6,3,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,13
LGA14400,0,0,0,0,0,0,0,0,0,9,0,0,0,15,7,5,13,3,0,40,0,0,0,0,0,5,4,0,0,13,0,0,0,4,0,0,6,0,0,8,3,16,15,72,73,146,135,125,39,625,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,3,0,3,0,9,0,4,0,11,6,9,18,11,0,61,0,0,0,0,0,8,0,8,0,12,0,0,0,0,0,3,0,0,0,8,0,0,0,4,3,0,4,0,0,17,0,0,0,3,3,0,0,0,0,13,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,11,11,4,0,43,0,0,0,5,0,7,12,3,4,38,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,9,0,0,0,22
LGA14500,0,0,0,13,19,10,22,9,0,80,32,508,418,3178,1332,942,692,263,100,7459,0,0,0,4,9,15,14,10,3,50,0,3,0,13,6,13,20,7,7,71,25,262,322,348,519,518,338,300,185,2815,0,0,0,21,14,16,17,13,3,86,0,7,9,36,28,12,13,15,0,117,5,14,24,53,58,32,51,55,26,314,0,6,0,0,0,9,11,19,9,57,12,173,140,498,312,364,327,59,21,1905,4,59,47,550,223,193,128,75,32,1302,0,12,17,129,85,50,55,33,11,391,0,15,29,364,139,103,79,28,6,760,0,0,0,5,5,6,8,0,0,20,0,5,11,35,35,46,23,15,9,177,0,4,0,19,20,17,45,26,39,173,10,37,33,164,115,98,66,21,11,551,9,58,93,493,384,193,122,42,12,1391,0,0,4,15,17,22,10,3,3,77,0,21,44,200,194,142,156,70,13,830
LGA14550,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,33,45,18,3,126,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,5,7,7,12,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
LGA14600,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,8,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA14650,0,0,0,18,10,14,11,5,0,49,0,8,19,157,66,61,41,12,4,376,0,0,0,3,9,13,4,19,5,54,0,0,0,4,0,4,12,5,0,33,10,63,104,376,353,551,575,511,197,2740,0,0,4,25,17,20,21,6,0,94,0,0,0,10,11,11,7,8,0,56,0,7,13,47,31,43,171,122,46,485,0,0,0,5,0,5,28,22,12,73,0,10,6,33,7,27,17,0,6,99,0,31,29,262,52,36,35,30,11,492,0,4,13,48,27,17,13,6,5,128,0,0,0,30,8,10,4,0,0,47,0,6,3,14,0,0,3,0,0,28,0,10,15,54,30,18,30,18,11,171,0,0,0,18,12,28,69,46,22,192,3,10,0,34,23,7,9,3,3,88,0,4,14,77,23,9,4,4,0,138,0,0,0,8,7,7,7,3,0,26,0,6,8,60,36,42,39,11,5,215
LGA14700,0,0,3,19,0,6,3,7,3,42,0,29,49,590,156,152,100,65,26,1167,0,0,0,4,4,4,16,3,0,37,0,6,0,11,3,4,14,6,4,40,4,72,63,229,144,117,75,82,28,816,0,0,0,30,0,10,5,4,0,47,0,3,0,40,8,7,6,0,0,69,0,0,3,41,11,5,8,9,3,85,0,0,0,4,0,7,4,11,3,40,11,20,27,147,60,74,57,10,0,409,4,46,23,333,41,27,24,13,0,507,0,3,4,60,21,10,13,3,0,117,0,11,3,154,35,32,23,8,0,265,0,0,0,8,0,8,0,0,0,15,0,0,7,43,32,25,14,8,3,120,0,3,0,14,13,10,16,12,14,77,3,9,9,130,59,29,14,6,5,260,0,3,8,123,43,22,10,0,0,211,0,0,0,12,3,6,6,3,3,36,0,4,13,110,57,42,53,28,3,318
LGA14750,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,12,10,9,3,58,0,5,5,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,54,3,11,4,0,0,79,0,0,6,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,20,29,18,76,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,23,7,3,0,0,0,39
LGA14850,0,0,0,0,0,0,0,0,0,10,0,0,0,22,4,3,3,3,0,40,0,0,0,5,0,0,4,0,0,3,0,0,0,6,0,0,0,0,0,15,0,12,14,75,92,152,131,66,31,563,0,0,0,0,6,0,0,0,0,12,0,0,0,12,5,0,4,5,0,30,0,0,3,28,17,23,34,9,0,115,0,0,0,0,0,0,0,0,0,7,0,0,0,6,3,3,0,0,0,9,3,5,3,43,3,9,6,5,0,78,0,0,0,6,8,3,4,0,0,20,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,0,0,0,24,0,0,0,15,3,8,12,12,19,66,0,0,4,19,5,10,4,0,0,48,0,0,0,14,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,3,3,0,0,31
LGA14870,0,0,0,5,0,5,3,0,0,12,0,0,0,5,7,3,9,0,0,28,0,0,0,0,0,5,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,13,29,71,76,45,19,255,0,0,0,3,5,3,0,5,0,13,0,0,0,0,0,0,0,4,0,6,0,0,0,0,3,4,16,14,4,37,0,0,0,0,4,0,6,0,0,8,0,0,0,0,0,5,4,0,0,12,0,0,9,18,4,3,0,3,0,38,0,0,0,5,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,0,0,3,13,0,0,0,0,0,3,5,10,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,5,0,0,5,0,4,5,3,0,0,18
LGA14900,0,4,16,112,127,181,122,51,15,630,5,26,39,636,309,372,215,77,38,1706,0,0,4,187,136,163,169,97,31,792,6,68,67,285,139,133,101,58,26,887,4,50,48,136,134,180,147,115,66,879,7,51,156,1305,812,809,359,174,31,3697,0,4,0,16,10,12,12,7,5,61,0,14,13,52,29,12,61,38,28,248,0,8,22,53,39,75,120,139,36,488,0,3,15,109,27,45,30,3,0,245,16,196,219,1580,557,313,150,58,29,3120,0,22,37,298,120,64,64,24,3,642,0,23,47,209,59,70,49,21,3,480,7,466,909,2910,1164,883,549,219,67,7173,0,17,3,16,8,16,14,11,7,102,0,3,6,35,73,195,337,310,205,1168,0,5,4,29,25,10,3,0,0,72,0,5,13,82,28,19,3,0,0,154,11,42,96,800,519,533,258,100,30,2392,0,14,27,120,50,66,49,20,6,352
LGA14920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,5,8,13,11,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA14950,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15050,0,0,0,3,0,5,6,0,0,20,0,6,4,51,29,27,14,9,0,141,0,0,0,0,0,8,0,0,0,9,0,4,3,5,3,0,4,5,0,18,0,26,51,141,139,180,182,93,31,849,0,3,0,16,9,9,0,3,0,35,0,0,0,8,0,4,0,0,0,12,0,0,0,19,4,6,48,29,10,121,0,0,3,0,7,0,6,4,5,14,0,3,3,17,0,11,0,0,0,40,6,32,27,243,38,17,14,12,0,386,0,0,9,23,6,7,3,0,0,47,0,5,0,9,0,0,0,0,0,12,0,5,0,5,0,0,0,0,0,9,0,6,0,12,9,4,7,8,0,50,0,0,0,7,3,0,7,6,0,32,0,0,3,6,9,3,0,0,0,24,0,0,3,31,7,11,0,0,0,52,0,0,3,3,0,0,0,0,0,10,0,6,0,26,9,14,0,3,0,65
LGA15240,0,0,0,4,0,6,6,0,0,19,0,0,3,26,18,24,14,0,3,86,0,0,0,0,0,7,7,7,0,26,0,0,0,10,4,0,3,5,0,25,0,6,11,65,139,333,530,389,156,1633,0,0,0,6,6,5,3,4,0,34,0,0,0,7,7,11,7,4,5,40,0,0,0,21,20,36,68,39,26,207,0,0,0,0,0,4,3,4,0,8,0,0,0,7,6,3,6,0,0,21,3,15,0,96,5,5,10,5,5,145,0,0,0,14,10,5,10,4,0,46,0,0,0,5,3,0,0,0,0,17,0,0,0,3,0,0,5,0,0,8,0,7,0,10,3,21,14,12,5,71,0,0,0,0,3,5,12,8,5,32,0,0,0,7,8,5,3,0,0,19,0,0,0,18,4,0,3,0,0,19,0,0,0,0,4,9,5,0,0,22,0,0,0,12,11,10,19,0,5,58
LGA15270,0,0,0,4,0,0,0,0,0,5,0,0,4,9,3,0,3,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,6,29,45,78,82,61,16,324,0,0,0,3,3,0,0,0,0,10,0,0,0,9,0,0,0,0,0,8,0,0,0,9,0,4,21,7,9,52,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,4,0,0,3,0,0,0,16,5,0,4,3,0,31,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,4,5,0,3,17,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,0,0,0,0,8,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,3,0,0,0,6
LGA15300,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,4,10,0,7,0,33,0,3,0,3,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,3,10,0,0,0,0,0,21,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA15350,0,0,0,6,0,6,5,4,0,31,0,23,28,147,98,72,40,24,7,439,0,0,0,4,7,12,9,5,0,41,0,0,0,7,0,6,5,6,0,25,8,114,98,244,198,203,129,116,41,1150,0,4,0,10,0,4,0,6,0,24,0,8,0,40,10,14,8,9,4,95,0,3,6,28,22,14,19,21,7,128,0,0,0,0,0,4,4,10,0,25,3,28,26,34,24,21,14,4,0,148,0,7,5,40,17,24,16,12,7,119,0,0,0,16,9,4,9,0,0,35,0,0,0,15,8,4,10,5,0,37,0,0,0,0,0,0,0,0,0,5,0,7,0,32,16,22,12,7,10,109,0,3,0,22,5,12,10,12,9,78,0,5,8,30,45,21,9,7,0,109,0,0,4,31,9,10,4,0,0,56,0,0,0,0,0,3,0,0,0,15,0,3,0,34,20,19,15,3,3,96
LGA15520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,25,49,30,14,136,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,13,6,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,16,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,4,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,4,0,0,0,21
LGA15560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15650,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,5,0,0,0,22,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,20,23,24,18,13,0,103,0,0,0,0,3,0,4,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,7,30,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,20,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,9
