LGA_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
LGA17350,0,3,42,29,14,35,12,57,7,194,17,23,48,33,13,17,7,39,3,209,60,78,85,51,35,34,25,41,4,406,113,91,49,48,53,36,26,40,11,455,115,103,62,62,65,30,45,68,5,551,125,63,52,71,75,37,56,68,10,561,91,34,16,26,26,12,22,28,4,259,22,0,0,0,4,0,0,4,7,41,0,0,0,0,0,0,0,0,0,3,550,394,359,323,280,204,190,347,48,2685
LGA17400,9,0,32,14,7,37,5,24,6,138,8,6,31,28,13,17,13,25,3,132,51,51,56,41,25,19,21,44,7,308,56,58,45,42,44,18,26,49,12,349,112,68,42,51,78,30,39,64,13,501,144,86,45,76,71,42,52,71,15,601,125,44,19,18,28,16,22,32,14,311,53,6,5,0,0,0,3,3,0,75,5,0,0,0,0,0,0,0,3,9,562,325,269,266,265,176,180,313,75,2431
LGA17420,90,326,626,819,390,1613,125,884,54,4935,447,1950,1251,1280,1209,1311,303,605,144,8496,2173,6423,1654,1129,2118,939,410,533,273,15653,5788,10232,1932,1281,3564,1316,516,571,421,25614,5626,6971,1880,1475,3551,1218,648,703,316,22383,3137,3947,1348,902,2571,931,590,660,175,14251,804,1390,393,224,906,300,204,243,68,4523,130,160,35,13,109,53,28,25,29,582,10,9,0,3,4,0,0,0,6,36,18196,31402,9132,7118,14436,7679,2818,4217,1489,96477
LGA17550,42,33,332,558,94,895,75,664,61,2750,135,227,665,655,268,476,111,428,52,3008,623,1509,1339,886,681,512,297,634,120,6607,1292,2117,1385,1032,997,443,344,711,168,8490,1308,1968,1302,1212,1145,645,460,832,168,9045,1085,1495,992,1147,1139,647,562,936,112,8122,368,491,240,227,321,190,180,268,61,2353,90,45,17,6,35,19,20,18,35,271,12,4,0,9,3,3,0,5,10,38,4965,7891,6272,5740,4665,3829,2045,4492,787,40678
LGA17620,4,9,91,56,8,104,8,121,4,403,26,34,147,68,32,30,35,137,8,521,130,197,295,113,85,57,136,266,25,1299,183,195,235,129,139,67,232,189,19,1389,218,172,181,140,133,77,228,172,29,1364,248,151,161,100,120,55,177,185,18,1214,164,49,42,20,50,17,69,60,10,480,54,3,7,0,4,6,9,5,8,100,15,0,0,0,0,0,0,0,8,21,1037,825,1152,631,575,403,892,1136,122,6784
LGA17640,5,0,52,31,7,41,5,54,6,193,20,22,68,46,19,17,10,43,0,245,76,99,99,70,55,29,30,65,15,540,160,131,80,78,90,35,36,51,9,675,220,131,102,91,118,45,74,60,27,869,302,119,88,89,104,47,70,103,20,934,219,53,18,19,32,11,18,29,3,404,88,6,0,0,4,5,0,12,9,124,4,0,0,0,3,0,0,0,0,12,1095,563,511,423,446,221,237,419,94,3997
LGA17650,6,3,30,33,7,35,3,29,5,155,10,6,35,41,6,21,0,35,9,166,51,71,81,57,49,20,17,46,10,410,86,120,69,57,62,21,25,50,3,487,117,113,73,66,98,33,35,73,8,616,122,97,68,56,73,37,38,80,5,581,76,38,20,5,16,11,13,27,0,209,24,9,4,0,0,0,0,4,0,45,10,0,0,0,0,0,0,0,0,8,500,455,376,313,324,184,145,346,48,2688
LGA17750,44,66,515,549,105,801,49,408,44,2588,144,396,815,941,278,528,139,434,67,3729,701,2000,1360,1187,704,526,343,672,131,7627,961,1740,920,769,754,398,337,670,110,6654,1012,1399,667,696,874,357,366,520,110,5994,754,990,541,564,805,310,408,499,73,4944,335,285,157,121,195,100,131,147,21,1500,93,22,16,8,18,13,4,22,16,221,13,0,0,0,0,0,3,0,8,24,4066,6901,4996,4823,3733,3028,1785,3375,576,33283
LGA17850,4,0,10,14,0,11,5,16,5,63,3,9,15,9,8,6,0,30,0,77,37,33,22,19,16,7,16,49,3,206,63,37,23,20,25,11,10,25,0,211,89,34,20,28,28,11,14,30,6,269,129,27,25,17,31,13,18,32,6,304,109,12,8,7,5,4,16,20,4,189,32,0,0,0,0,4,6,4,4,55,0,0,0,0,0,0,0,0,0,0,470,154,134,118,122,76,79,203,24,1379
LGA17900,0,0,6,15,3,3,3,18,0,61,7,14,9,24,13,8,11,18,4,114,58,63,31,65,34,10,24,45,6,334,70,47,24,55,30,16,9,18,8,280,88,40,29,49,35,15,29,38,0,318,110,39,25,60,30,15,32,39,5,355,71,10,13,9,15,9,11,23,9,169,15,3,0,0,6,0,6,3,0,33,0,0,0,0,0,0,0,0,0,3,427,220,132,288,153,84,128,206,35,1668
LGA17950,7,0,7,7,3,12,0,13,0,57,4,4,22,6,6,0,8,18,5,80,51,29,22,18,20,11,23,22,0,200,55,21,23,14,24,13,20,19,0,181,73,23,22,18,23,12,22,37,0,226,105,28,14,17,24,11,25,36,0,261,31,0,7,7,5,0,10,13,0,70,19,0,0,0,0,0,0,5,6,32,0,0,0,0,0,0,0,0,4,4,343,108,123,83,106,58,107,158,24,1106
LGA18020,4,0,35,31,3,35,0,50,8,163,14,14,35,28,5,15,13,51,0,184,86,101,66,82,33,36,38,108,9,563,116,106,60,62,52,25,42,87,7,555,172,96,75,87,68,39,62,101,12,705,243,99,55,82,77,41,55,99,22,772,169,29,24,17,32,4,20,28,8,338,66,8,4,0,8,0,4,11,4,103,11,3,0,0,3,0,0,0,3,18,882,463,353,394,277,199,238,526,76,3401
LGA18050,10,59,54,226,52,243,32,108,11,795,186,716,175,387,313,289,67,117,41,2283,2394,5851,1091,817,1082,848,230,418,277,13018,2638,4070,551,417,743,488,83,178,178,9348,2007,2858,350,340,654,393,72,145,147,6972,930,1649,216,271,541,215,64,126,70,4076,237,654,84,65,221,90,33,50,30,1458,43,98,14,9,40,13,3,19,10,254,5,5,0,0,5,3,0,0,3,26,8448,15962,2532,2535,3654,2584,587,1155,764,38229
LGA18100,0,6,16,16,3,22,4,25,0,91,11,8,14,11,5,6,4,21,0,78,29,46,38,26,15,18,19,33,0,222,83,43,29,18,28,11,17,27,6,259,87,42,31,40,41,16,28,24,0,308,112,39,25,26,33,13,33,51,4,329,95,13,3,3,8,0,9,17,4,154,31,3,0,0,0,0,0,0,0,42,3,0,0,0,0,0,0,0,0,3,454,193,148,144,125,88,116,200,20,1487
LGA18200,6,0,36,23,5,64,3,34,5,180,18,15,52,41,19,27,13,39,8,228,71,107,95,70,52,27,33,79,11,546,119,94,83,76,61,35,43,74,8,595,169,103,70,69,98,32,52,76,22,692,177,103,64,50,79,27,62,88,13,669,78,13,23,10,27,7,22,28,3,220,16,0,4,0,4,8,0,8,9,46,4,0,0,0,0,0,0,0,0,5,657,442,427,339,352,231,229,422,73,3174
LGA18250,16,126,74,259,82,362,43,178,8,1153,137,864,217,473,384,398,68,139,48,2725,1057,3618,541,539,754,499,117,233,139,7495,2505,4704,548,424,1063,506,113,183,197,10239,2297,3399,437,345,1081,424,105,166,146,8405,1301,1923,290,325,691,268,118,205,67,5184,344,708,107,70,314,99,44,78,38,1801,53,108,3,13,42,16,4,20,17,267,6,5,0,0,5,4,0,0,8,30,7726,15460,2219,2442,4411,2570,621,1198,663,37312
LGA18350,22,31,282,295,53,393,52,345,30,1499,83,145,432,346,111,209,91,241,23,1686,404,791,854,503,361,288,231,341,45,3812,788,1066,700,420,472,211,254,357,75,4340,1034,1326,714,510,664,369,287,431,82,5416,890,1133,614,387,635,352,303,382,71,4761,438,556,169,127,281,153,108,139,34,1998,112,110,31,11,50,32,14,30,28,411,8,8,3,6,8,0,0,0,6,32,3785,5156,3799,2594,2627,2009,1334,2265,397,23960
LGA18400,36,35,507,249,87,431,73,420,38,1878,121,242,640,429,277,295,170,294,52,2520,556,965,1221,526,703,324,435,403,87,5223,978,988,952,487,866,306,528,381,110,5594,1081,903,914,552,967,350,596,480,98,5937,689,623,519,368,752,264,474,383,79,4151,206,209,145,58,162,65,122,104,21,1100,44,19,13,4,9,9,17,10,4,126,0,0,0,0,0,0,0,0,0,6,3720,3986,4898,2678,3812,2061,2411,2479,493,26528
LGA18450,84,154,925,1032,262,1695,225,1230,82,5681,446,1705,1902,2448,1150,1518,461,1066,172,10854,2067,6945,3574,2775,2365,1284,1109,1362,333,21809,3170,6255,2690,2237,2618,1037,1322,1249,320,20897,3145,5111,2484,2247,3097,1050,1390,1487,328,20337,1943,3450,1836,1642,2218,861,1204,1448,213,14812,401,903,335,273,536,198,242,327,48,3270,66,101,24,15,36,24,17,32,22,340,12,0,0,4,7,0,0,0,4,28,11323,24620,13766,12667,12282,7663,5962,8200,1524,98020
LGA18500,41,67,35,144,57,178,14,56,9,613,200,749,111,306,360,227,18,43,46,2069,1414,3686,331,316,624,492,53,91,138,7138,1744,2633,201,206,501,317,21,62,162,5851,1666,2238,192,181,498,320,24,64,137,5327,1173,1768,119,179,459,224,38,78,101,4152,576,1038,54,71,280,144,23,36,107,2328,185,276,15,12,78,52,4,12,42,675,19,30,0,0,7,15,0,0,12,78,7020,12489,1068,1422,2861,1972,196,449,748,28230
LGA18710,8,8,110,143,32,168,12,142,8,625,24,69,156,150,58,56,15,69,8,603,194,300,298,153,175,64,51,87,22,1353,393,498,245,194,274,73,67,110,31,1886,577,617,239,196,336,88,99,100,47,2302,370,326,184,128,249,60,84,100,33,1536,192,114,44,29,64,18,32,47,19,555,82,19,4,0,9,3,3,3,0,129,13,5,0,0,0,0,0,6,0,16,1844,1954,1286,982,1200,532,361,662,177,9001
LGA19399,0,0,0,3,0,0,0,8,0,16,0,0,0,8,0,0,0,3,0,24,15,14,8,3,10,0,0,26,0,89,51,10,13,5,10,12,0,16,3,122,53,10,4,6,3,9,5,19,3,119,58,14,12,0,9,3,7,11,0,118,40,4,4,0,0,3,0,4,0,64,17,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,3,236,54,48,31,44,24,14,93,13,556
LGA19499,4,0,10,29,4,34,4,31,0,123,12,21,36,53,13,34,15,55,5,245,54,192,92,96,58,44,83,175,12,809,60,104,62,60,46,25,63,54,22,492,46,86,36,58,58,23,38,61,13,412,46,64,41,31,50,10,37,40,14,338,7,31,9,3,7,5,9,8,4,86,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,234,500,279,334,236,171,253,419,77,2511
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
