LGA_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
LGA13310,473,648,1546,1439,1409,1391,440,77,3,7430,4,8,23,26,24,29,34,6,5,162,0,4,7,9,4,0,0,0,0,27,16,24,56,47,41,25,5,0,0,213,0,0,0,5,14,4,0,0,0,25,10,20,45,35,38,29,4,0,0,181,4,7,14,19,22,16,0,0,0,82,133,80,173,147,145,128,32,0,0,841,156,68,113,83,71,62,15,0,0,566,0,6,20,27,32,30,11,5,0,128,0,11,11,8,5,8,0,0,0,47,0,10,28,24,26,25,0,0,0,111,4,14,24,16,23,16,5,0,0,99,11,24,68,55,66,58,25,0,0,305,3,19,36,58,63,66,17,4,0,266,3,35,124,168,223,121,18,0,0,695,28,58,160,180,168,169,50,3,0,817,41,110,440,375,392,372,102,0,0,1826,6,12,14,18,13,13,0,0,0,67,19,27,54,43,63,35,7,0,0,254
LGA13340,186,166,364,470,515,579,251,66,8,2607,5,14,31,46,54,80,59,20,0,314,0,0,0,0,0,0,0,0,0,6,8,7,23,14,23,19,9,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,10,21,7,10,6,0,0,62,0,5,5,7,9,5,0,0,0,36,37,16,37,41,38,32,10,0,0,216,48,11,18,13,22,26,3,4,0,153,0,0,15,15,25,19,5,0,0,83,0,0,0,3,3,6,0,0,0,12,0,0,6,5,12,9,0,0,0,36,0,0,3,0,3,0,5,0,0,16,0,11,24,25,24,17,7,0,0,104,0,0,6,15,26,14,3,0,0,73,0,9,20,32,31,33,9,0,0,130,7,18,56,108,87,84,11,0,0,373,9,38,94,98,115,123,25,0,0,505,5,0,3,6,3,0,0,0,0,21,6,7,11,13,17,10,4,0,0,79
LGA13450,482,620,1605,1424,1330,1234,461,77,14,7243,5,26,76,79,93,81,44,14,8,425,0,0,0,0,0,0,0,0,0,5,40,65,265,196,185,125,25,3,0,910,0,0,11,14,12,4,0,0,0,40,0,10,26,17,23,18,13,0,0,105,3,8,24,20,24,19,12,0,0,109,199,86,136,116,145,128,38,0,0,859,83,59,83,48,64,59,14,6,0,408,0,10,16,11,27,28,12,0,0,97,8,5,9,7,3,0,0,0,0,26,3,8,26,28,28,16,4,0,0,110,0,3,7,5,12,11,3,0,0,48,8,27,80,50,56,42,14,0,0,278,4,9,54,41,36,44,9,0,0,209,5,10,64,69,67,44,3,0,0,267,15,36,139,165,188,122,39,3,0,706,21,100,275,300,270,235,56,5,0,1270,15,5,11,14,3,7,0,0,0,55,21,26,63,46,30,32,12,0,0,230
LGA13550,179,275,694,596,505,546,233,52,10,3091,4,3,26,34,38,63,38,10,0,222,0,18,54,44,19,7,0,0,0,136,0,4,19,15,16,0,0,0,0,64,0,0,4,5,3,4,0,0,0,10,0,8,20,6,9,6,3,0,0,50,0,3,13,7,8,9,0,0,0,37,61,33,58,55,59,47,10,0,0,321,53,34,44,27,34,21,8,0,0,225,0,3,6,4,11,18,9,0,0,47,0,0,5,0,0,0,0,0,0,11,0,5,16,13,13,0,0,0,0,50,0,6,15,7,8,7,4,0,0,41,10,9,34,28,15,17,5,0,0,116,6,15,27,14,27,22,4,0,0,117,8,8,20,38,26,21,0,3,0,122,8,26,112,127,78,82,12,0,0,451,14,30,118,124,121,128,34,0,0,563,4,6,10,0,0,0,0,0,0,16,4,13,31,21,21,9,11,0,0,105
LGA13660,32,69,153,185,203,231,111,41,8,1028,7,7,13,30,39,53,34,15,0,201,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,8,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,5,0,4,0,0,0,10,16,6,7,13,17,11,4,0,0,70,6,4,9,9,5,14,4,0,0,51,0,0,0,0,6,9,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,0,0,11,0,0,6,3,0,0,0,0,0,7,0,6,3,3,7,4,0,4,0,35,0,0,6,0,7,10,3,0,0,26,0,3,3,17,15,16,6,0,0,66,3,11,23,39,42,30,8,0,0,147,3,17,33,34,48,53,11,0,0,202,0,0,0,0,3,0,0,0,0,6,0,0,3,0,4,0,3,0,0,18
LGA13800,1120,1683,3655,3262,3584,3016,901,143,10,17378,21,32,56,72,112,76,29,15,0,417,0,0,4,3,5,7,0,0,0,19,29,49,114,149,206,149,34,5,0,739,0,0,14,22,26,23,0,0,0,91,15,61,235,236,248,131,45,0,0,971,4,21,87,72,114,71,6,0,0,374,261,220,318,287,328,264,57,8,0,1738,375,165,153,96,105,78,23,3,0,1007,11,27,84,67,111,77,12,4,0,398,4,9,20,29,27,19,9,0,0,115,3,33,95,115,99,70,7,0,0,426,12,29,48,59,71,32,10,3,0,265,23,80,179,183,198,124,50,4,0,844,9,34,91,102,127,88,8,5,0,472,18,71,212,223,248,157,40,0,0,975,64,193,529,503,565,459,95,9,0,2416,100,336,669,507,739,645,136,3,0,3148,30,37,53,52,44,25,12,0,0,257,57,72,176,130,141,81,18,4,0,684
LGA13850,27,63,122,91,118,177,63,9,0,681,5,6,9,6,18,20,5,11,0,79,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,9,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,10,0,3,0,0,3,4,0,0,0,8,10,8,13,9,23,16,8,0,0,83,6,7,6,3,15,18,0,0,0,52,0,0,4,3,0,4,0,0,0,15,0,0,0,0,0,0,3,0,0,5,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,15,0,0,0,6,4,12,0,0,0,21,0,0,9,6,6,10,3,0,0,40,0,7,15,13,29,23,3,0,0,99,0,13,18,18,13,18,4,0,0,87,0,0,0,0,0,5,0,0,0,3,3,7,7,0,6,6,0,0,0,18
LGA13910,266,307,750,731,806,824,359,87,13,4148,11,30,61,54,78,105,79,25,0,440,0,0,0,4,0,0,0,0,0,11,15,0,11,28,21,19,8,0,0,111,0,0,4,0,3,5,4,0,0,13,0,9,9,19,20,23,3,0,0,79,0,6,11,9,13,14,0,0,0,51,77,52,84,83,93,77,17,0,0,487,79,41,50,51,41,42,10,0,0,315,0,7,6,4,20,27,6,0,0,64,0,0,4,4,3,6,0,0,0,18,4,12,18,28,22,21,3,0,0,110,0,0,5,9,11,3,5,0,0,34,8,19,35,34,34,34,7,0,0,161,5,9,19,38,33,26,9,0,0,137,0,10,35,37,49,42,10,5,0,183,6,32,95,128,143,88,27,4,0,513,19,71,157,158,190,220,43,0,0,854,4,4,3,0,5,3,0,0,0,25,13,8,32,27,31,18,6,0,0,136
LGA14000,1636,3111,5839,9379,9182,6679,2125,343,29,38325,12,6,27,30,51,40,20,8,0,190,0,0,8,5,11,5,0,0,0,32,65,63,163,318,329,204,62,9,0,1203,0,3,17,39,42,22,4,0,0,129,7,49,146,251,246,183,41,6,0,925,7,40,157,361,343,209,51,7,0,1171,466,488,488,532,531,396,106,12,0,3023,510,231,176,199,170,143,22,0,0,1456,11,19,71,132,160,90,22,5,0,505,14,54,146,292,196,85,21,0,0,809,6,113,447,976,612,309,55,9,0,2521,15,52,113,171,171,117,30,7,0,674,66,373,788,1270,964,544,170,25,0,4197,10,61,129,226,223,182,42,6,0,876,12,54,218,464,472,306,58,0,0,1584,249,433,736,1262,1620,1192,299,21,3,5812,182,748,1510,1868,2126,1654,423,45,0,8544,59,56,87,102,113,49,20,5,0,481,65,99,150,221,288,191,40,8,0,1064
LGA14100,141,293,409,597,846,603,306,84,8,3274,0,0,0,0,5,5,0,0,0,10,0,0,3,3,8,0,0,0,0,8,5,0,9,39,28,19,0,0,0,102,0,0,0,4,0,0,0,0,0,12,0,13,5,25,23,12,4,0,0,85,0,0,9,18,37,16,0,3,0,87,46,30,37,39,41,34,13,0,0,243,58,20,18,10,25,11,4,5,0,151,0,8,9,13,23,0,4,0,0,46,0,0,12,14,27,7,5,0,0,64,0,7,30,80,77,37,8,0,0,241,0,3,13,25,30,16,12,0,0,94,6,26,56,111,117,55,22,4,0,402,0,9,8,18,29,11,3,0,0,71,0,6,24,42,31,15,4,0,0,113,20,29,41,56,105,91,27,0,0,369,13,52,80,114,135,141,54,3,0,590,6,11,14,10,10,9,6,0,0,54,6,7,11,9,22,23,5,3,0,87
LGA14170,1116,3645,13995,12768,10226,6428,1963,233,17,50404,8,5,24,16,6,16,4,0,0,79,0,0,7,11,12,7,0,0,0,32,33,95,347,343,270,141,44,3,0,1276,0,9,61,62,53,28,5,0,0,216,4,63,267,262,221,90,25,4,0,941,6,52,264,306,234,125,22,3,0,1009,345,689,1107,658,529,319,84,19,0,3754,421,574,706,380,256,148,34,0,0,2527,7,49,227,223,227,130,27,0,0,892,12,124,762,660,492,222,47,0,0,2321,13,119,1027,1262,1016,338,60,3,0,3833,11,72,228,240,200,83,30,6,3,871,45,558,2583,2023,1512,744,169,18,0,7646,11,88,447,380,328,231,65,9,0,1551,10,117,945,973,929,548,114,10,0,3654,123,408,1688,1679,1612,1222,350,29,0,7119,92,759,2719,1975,1691,1481,442,32,0,9189,43,161,496,341,275,154,52,9,0,1528,30,141,445,379,353,203,70,4,0,1622
LGA14220,219,322,658,642,709,675,246,90,19,3580,3,8,19,38,46,71,57,24,4,258,0,0,4,0,5,0,0,0,0,14,9,20,64,55,46,33,6,0,0,221,3,3,0,0,3,0,0,0,0,13,3,0,9,9,10,9,3,0,0,44,3,5,6,3,17,8,0,0,0,41,80,36,70,73,85,84,22,7,0,451,89,35,42,26,34,23,7,0,0,254,0,3,7,12,11,10,6,0,0,57,0,0,0,3,0,6,0,0,0,12,0,5,19,8,11,12,0,0,0,58,3,0,11,5,11,7,0,0,0,38,7,10,24,27,35,14,6,0,0,128,4,10,23,23,28,35,6,0,0,130,0,7,26,30,33,16,4,0,0,121,9,24,102,120,156,89,32,0,0,535,34,79,142,155,198,219,44,3,0,871,5,5,0,0,3,5,4,0,0,21,5,13,31,15,16,17,5,0,0,110
LGA14300,84,117,268,243,261,252,111,20,0,1352,5,3,12,15,18,23,30,11,0,113,0,0,0,0,0,0,0,0,0,0,6,10,17,10,12,17,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,16,0,3,4,3,5,0,0,0,0,12,15,5,10,20,24,20,4,0,0,104,20,10,3,6,20,17,5,0,0,80,0,0,9,4,0,0,4,0,0,27,0,0,0,0,3,0,0,0,0,3,0,0,4,3,0,0,0,0,0,13,0,3,3,4,5,0,0,0,0,11,0,3,7,9,10,7,6,0,0,41,0,7,5,13,8,15,0,0,0,46,3,4,19,44,25,19,3,0,0,124,6,9,27,28,40,24,9,0,0,148,3,12,44,45,74,76,18,0,0,281,0,0,0,0,0,0,0,0,0,8,5,4,12,4,11,5,0,0,0,35
LGA14350,350,414,900,888,1069,1140,405,78,7,5250,8,16,15,19,32,50,34,24,5,193,0,0,0,0,3,0,0,0,0,4,5,15,34,24,40,36,7,0,0,156,0,0,4,8,12,8,0,0,0,27,3,4,28,23,22,28,8,0,0,115,0,3,8,8,5,5,4,0,0,41,104,66,102,99,126,129,32,6,0,661,150,73,76,75,89,82,14,0,0,563,0,3,9,9,17,27,7,0,0,83,9,0,7,4,4,4,0,0,0,20,7,4,17,23,19,26,0,0,0,92,3,6,7,9,18,10,3,0,0,59,4,11,25,38,34,45,12,0,0,172,4,12,32,65,39,56,12,0,0,217,0,18,51,80,76,70,17,0,0,313,10,40,119,152,180,181,42,0,0,727,28,105,256,276,384,436,90,3,0,1586,0,3,7,8,9,9,6,0,0,53,9,9,42,38,28,25,10,0,0,163
LGA14400,360,391,806,1050,1099,1081,347,61,4,5199,0,9,3,13,16,16,9,4,0,72,0,0,0,0,0,0,0,0,0,8,11,6,16,26,38,24,6,0,0,125,0,0,3,6,3,3,0,0,0,14,9,5,27,30,42,40,10,0,0,164,5,0,4,10,11,10,3,0,0,42,81,44,72,56,81,89,23,0,0,451,167,78,53,61,64,35,8,4,0,463,0,0,4,18,16,18,5,0,0,64,0,4,6,11,4,6,3,0,0,34,4,13,21,31,44,23,4,0,0,140,8,11,11,22,19,13,5,0,0,91,4,14,67,85,89,69,33,0,0,361,0,5,11,26,36,34,3,0,0,115,6,14,63,105,96,66,6,0,0,357,15,46,142,234,243,200,52,3,0,947,24,53,236,258,278,281,60,4,0,1197,5,13,21,19,19,10,3,0,0,89,11,22,27,31,39,30,10,0,0,162
LGA14500,1242,2549,3752,6626,7710,5484,2066,472,56,29958,3,5,7,7,18,17,19,4,0,95,0,0,12,10,11,3,0,0,0,47,43,55,103,208,213,118,43,0,0,780,0,0,13,35,42,15,4,0,0,112,3,31,88,170,187,101,30,3,0,618,11,48,119,288,315,185,43,10,0,1016,383,430,275,367,350,265,102,18,0,2186,400,193,117,183,150,89,33,4,0,1170,0,12,50,116,118,68,21,0,0,384,14,63,117,205,202,99,26,0,0,724,21,105,408,965,783,314,76,11,0,2684,13,46,101,217,216,129,51,15,0,784,37,390,627,1091,1125,678,220,39,0,4211,11,30,85,147,181,111,49,10,0,629,4,34,165,291,315,190,36,10,0,1044,238,354,482,750,1172,849,271,43,0,4154,129,498,729,1168,1478,1268,400,54,0,5725,45,76,57,84,80,49,15,3,0,409,44,77,123,152,191,131,33,8,0,765
LGA14550,104,112,220,286,336,461,225,39,13,1794,8,6,16,22,48,40,52,14,0,209,0,0,0,0,0,4,0,0,0,0,13,0,12,12,12,8,6,0,0,65,0,0,0,0,0,0,0,0,0,3,5,7,8,13,8,9,3,0,0,42,0,0,0,4,0,9,0,0,0,16,32,20,20,24,27,35,4,0,0,158,29,11,23,11,24,24,10,0,0,119,0,0,3,9,10,12,3,0,0,27,0,0,0,0,3,4,0,0,0,8,0,3,5,3,5,3,0,0,0,20,0,0,3,0,9,3,0,0,0,20,5,0,17,21,18,9,3,0,0,71,0,0,7,12,9,18,5,0,0,50,0,9,5,11,16,8,4,0,0,51,4,4,35,67,65,58,23,0,0,259,5,18,52,63,123,158,30,4,0,451,0,0,0,4,8,3,0,0,0,17,0,0,15,8,13,11,0,0,0,53
LGA14600,50,88,237,262,240,260,150,43,7,1348,3,6,30,21,43,44,35,8,0,189,0,3,4,0,0,0,0,0,0,10,3,0,13,11,8,0,0,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,0,0,0,0,9,0,0,4,3,3,0,0,0,0,10,15,7,12,15,19,23,8,0,0,99,12,11,13,17,12,13,6,0,0,84,0,0,0,8,5,13,3,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,4,0,0,0,9,0,0,3,0,0,0,0,0,0,7,0,5,4,6,8,12,5,0,0,34,0,0,3,6,3,7,3,0,0,29,0,3,14,12,10,8,0,0,0,59,0,17,61,67,61,39,8,3,0,252,6,24,51,26,52,38,21,0,0,223,0,0,0,0,0,0,0,0,0,4,3,6,8,6,3,14,0,0,0,34
LGA14650,3148,4592,9645,10537,10583,8203,2054,297,14,49071,9,14,40,20,34,30,14,0,0,158,0,14,60,86,58,41,6,0,0,268,102,71,227,292,329,259,47,7,0,1333,0,17,44,81,72,43,14,0,0,275,41,108,318,331,358,244,65,11,0,1481,12,26,98,124,130,123,38,3,0,549,982,741,913,840,991,792,161,11,0,5432,1392,556,442,381,365,279,54,4,0,3469,18,36,110,153,190,157,34,5,0,712,20,24,62,71,63,43,12,0,0,289,15,116,554,583,446,276,34,3,0,2032,16,55,133,123,164,103,36,11,0,643,36,196,627,729,544,346,90,7,0,2577,37,109,339,355,396,286,62,3,0,1588,12,104,495,669,703,442,57,7,0,2494,150,419,1173,1640,1737,1198,275,15,0,6605,337,1190,3123,3207,3430,2848,551,30,0,14716,85,86,105,115,76,51,21,5,0,544,138,216,462,386,403,237,75,9,0,1920
LGA14700,305,783,2727,2938,2207,1420,577,129,5,11089,0,0,3,0,6,6,5,0,0,12,0,0,0,3,5,6,0,0,0,17,9,11,65,79,69,31,13,0,0,278,0,0,9,16,16,9,0,0,0,55,0,8,69,86,47,29,10,0,0,252,3,11,79,106,78,37,19,3,0,329,81,107,175,128,113,62,25,0,0,692,113,60,86,80,54,28,13,0,0,430,0,3,36,37,42,25,7,0,0,151,4,18,98,132,71,35,3,0,0,368,0,27,320,363,251,116,21,4,0,1107,4,10,66,66,66,39,17,4,0,270,15,107,525,498,359,191,64,3,0,1771,5,18,75,93,57,42,14,4,0,298,5,21,115,152,106,100,30,0,0,532,40,74,287,289,259,193,82,12,0,1236,29,148,540,503,393,336,134,15,0,2094,6,16,46,42,41,20,4,4,0,179,9,30,78,87,66,44,13,0,0,330
LGA14750,209,233,522,465,539,513,163,31,6,2680,0,13,28,32,36,42,9,5,0,156,0,0,0,5,0,0,0,0,0,13,26,30,51,50,48,39,5,0,0,255,0,0,0,3,5,5,0,0,0,25,0,0,12,8,10,9,5,0,0,42,8,10,7,8,7,4,4,0,0,40,42,27,37,47,47,43,17,0,0,269,58,19,27,18,16,16,0,0,0,160,0,0,0,10,9,11,5,0,0,46,0,0,4,5,0,0,0,0,0,10,0,0,20,11,6,9,0,0,0,38,0,4,4,3,8,6,0,0,0,26,0,3,12,16,18,6,4,0,0,66,4,11,24,16,16,23,3,0,0,97,0,18,21,28,27,24,5,0,0,126,4,27,77,99,102,107,22,0,0,433,13,35,88,79,98,83,18,0,0,418,4,0,0,0,6,0,0,0,0,13,6,9,24,14,18,8,3,0,0,88
LGA14850,676,769,1737,1877,2089,2003,698,117,16,9982,23,11,40,46,91,72,67,17,8,372,0,0,0,0,4,0,0,0,0,6,15,30,54,67,61,72,8,0,0,313,0,0,4,8,7,6,0,0,0,27,5,8,39,43,29,32,13,0,0,161,0,9,23,8,27,17,13,0,0,95,250,158,199,186,226,173,45,0,0,1243,216,102,121,88,78,79,24,0,0,713,4,3,5,13,36,42,13,6,0,119,0,7,12,15,27,13,8,0,0,86,3,12,42,34,34,42,4,0,0,184,0,10,17,20,21,20,13,0,0,104,12,38,93,121,115,80,26,0,0,490,8,25,51,64,80,77,14,0,0,321,8,17,45,89,110,78,18,0,0,363,20,64,227,387,397,341,76,4,0,1521,47,184,577,643,750,767,176,9,0,3147,8,10,20,19,29,16,5,0,0,106,17,19,85,58,80,63,21,4,0,350
LGA14870,266,380,799,760,899,886,262,57,5,4305,0,0,4,5,11,27,18,8,0,77,0,4,11,3,11,4,0,0,0,33,3,10,18,17,24,14,0,0,0,85,0,0,7,9,11,8,0,0,0,33,5,6,13,12,22,21,10,0,0,86,0,4,10,12,15,18,0,0,0,62,56,47,94,73,90,91,8,3,0,467,82,59,65,56,57,67,17,0,0,408,0,4,12,7,20,23,11,4,0,81,0,4,7,4,4,4,0,0,0,24,4,6,42,21,32,19,3,0,0,129,3,6,9,6,12,8,3,0,0,48,4,21,33,22,27,24,13,0,0,147,0,19,40,42,42,55,4,0,0,207,0,26,87,98,116,89,11,0,0,433,4,26,78,108,147,86,26,4,0,489,11,74,163,158,190,227,53,5,0,876,4,3,10,12,7,3,4,0,0,48,16,12,31,22,23,24,7,7,0,143
LGA14900,2254,4873,10776,11375,9583,7013,1591,147,12,47629,6,11,35,56,80,53,22,0,0,271,0,0,0,0,3,6,0,0,0,13,48,101,359,552,685,514,66,3,0,2329,0,17,47,53,55,30,0,0,0,216,24,122,286,309,276,142,24,4,0,1179,20,86,244,330,313,183,25,5,0,1194,536,884,955,849,824,496,100,5,0,4657,859,326,344,269,307,183,29,5,0,2327,51,164,399,478,432,266,41,4,0,1836,15,67,124,139,67,28,3,0,0,438,7,271,768,739,471,216,30,0,0,2499,20,69,166,135,109,59,9,0,0,567,40,340,757,573,385,183,37,7,0,2327,31,152,287,373,365,236,52,4,0,1505,38,188,589,643,535,339,59,0,0,2393,150,493,1427,1273,1253,691,151,4,0,5455,167,1026,2421,2331,2059,1398,273,17,0,9697,51,86,120,79,64,36,7,0,0,440,41,101,263,262,227,123,27,5,0,1046
LGA14920,85,103,248,287,334,350,169,35,3,1615,7,9,19,34,39,51,38,16,0,203,0,0,4,6,8,0,0,0,0,15,0,3,3,8,8,8,0,0,0,27,0,0,0,0,0,4,0,0,0,6,0,0,4,4,4,6,0,0,0,18,0,0,0,3,3,4,0,0,0,19,30,11,14,32,26,18,4,0,0,138,23,13,11,16,27,15,0,0,0,102,0,5,12,6,10,15,3,5,0,57,0,0,0,0,0,0,0,0,0,3,0,0,6,6,5,3,0,0,0,21,0,0,0,0,0,0,0,0,0,13,4,3,13,17,14,12,0,0,0,56,0,4,15,10,16,12,0,0,0,54,5,4,11,16,21,10,4,0,0,67,0,12,29,49,57,31,12,0,0,197,10,16,67,64,71,64,24,0,0,314,0,4,4,0,0,0,0,0,0,8,0,5,4,11,6,13,5,0,0,49
LGA14950,48,53,91,117,148,181,80,25,4,750,3,0,6,12,26,22,13,5,5,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,16,8,7,5,16,7,4,0,0,68,11,6,5,10,6,3,0,0,0,38,0,0,6,6,5,9,3,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,0,3,8,3,6,0,0,0,26,0,0,10,8,6,9,0,0,0,29,0,0,3,4,7,8,4,0,0,34,0,5,16,16,25,36,7,0,0,102,9,9,30,32,39,50,13,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7
LGA15050,1409,2095,5240,4928,4279,3147,788,91,7,21984,10,9,28,42,44,41,18,4,0,202,3,27,82,85,69,22,4,0,0,299,55,68,215,177,183,111,9,0,0,821,0,5,33,38,45,12,0,0,0,131,24,51,157,146,127,95,21,0,0,616,5,17,80,76,61,30,6,0,0,272,436,343,563,483,455,318,56,4,0,2659,637,276,270,223,174,116,17,0,0,1706,3,22,81,97,108,78,27,3,0,407,12,8,31,29,14,16,4,0,0,115,4,48,222,188,137,65,10,0,0,670,7,35,74,71,45,34,9,0,0,275,12,83,254,257,183,135,35,3,0,971,26,76,234,202,203,128,26,0,0,899,13,60,323,345,349,185,23,0,0,1295,67,186,538,669,636,424,79,7,0,2597,132,566,1448,1300,1231,947,151,7,0,5774,25,18,55,30,27,16,0,0,0,171,57,108,250,187,144,84,17,0,0,852
