LGA_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
LGA10800,0,0,..,11,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,17,0,17,..,0,0,0,0,0,..,17,0,21,0,21,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,0,0,0,..,0,0,0,0,0,..,0,3,6,0,6,..,13,0,13,0,15,..,76,7,84,0,83,..,0,0,0,239,237,2438,71,7,81,239,2758,4897,..,..,..,..,4897,..,7,0,7,0,7,..,11,0,11,0,11,..,6,0,6,0,6,..,10,0,15,0,15,..,3,4,4,0,9
LGA10850,0,0,..,4,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,4,..,4,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,14,0,19,..,56,9,67,0,70,..,4,0,6,223,226,3476,65,9,72,221,3778,6908,..,..,..,..,6908,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,8,0,8,..,0,4,4,0,4,..,3,0,5,0,5
LGA10900,0,13,..,116,6,117,0,124,..,93,9,105,4,107,..,105,7,111,0,110,..,23,10,32,0,32,..,36,9,46,0,46,..,8,0,8,0,8,..,6,0,12,0,12,..,12,6,17,0,17,..,98,3,105,0,105,..,44,0,49,0,49,..,85,9,94,0,94,..,8,0,10,0,10,..,19,0,23,0,23,..,49,0,49,0,49,..,37,0,39,0,39,..,70,4,75,0,75,..,33,0,33,0,31,..,193,8,199,0,201,..,251,17,266,9,276,..,9,0,9,0,9,..,89,16,110,0,110,..,11,0,13,0,13,..,72,15,84,4,84,..,517,51,566,9,582,..,2557,212,2772,29,2803,..,124,8,131,1248,1378,36072,2681,220,2902,1280,40258,70398,..,..,..,..,70398,..,40,0,42,0,42,..,152,9,160,0,160,..,96,0,96,3,103,..,116,20,136,0,136,..,216,37,251,4,256
LGA10950,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,44,3,50,0,50,..,0,0,0,92,92,1089,44,3,50,92,1225,2183,..,..,..,..,2183,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4
LGA11150,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,35,4,39,0,40,..,0,0,0,201,207,928,41,4,43,200,1178,1840,..,..,..,..,1840,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,0,16,..,0,0,0,0,0,..,5,3,3,0,3
LGA11200,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,3,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,25,3,27,0,24,..,0,0,0,109,112,546,22,3,26,114,679,1094,..,..,..,..,1094,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,9,..,0,0,0,0,0,..,0,0,0,0,0
LGA11250,0,0,..,18,4,18,0,20,..,23,4,27,0,27,..,5,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,4,21,0,21,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,39,3,45,0,45,..,3,0,3,0,3,..,40,3,38,0,38,..,13,0,9,0,9,..,88,9,98,0,98,..,0,0,0,0,0,..,0,4,5,0,5,..,8,0,8,0,8,..,0,0,0,0,0,..,6,0,6,0,6,..,69,0,72,0,77,..,299,29,327,3,334,..,20,0,23,729,753,7938,319,38,355,735,9020,15480,..,..,..,..,15480,..,9,0,9,0,9,..,19,0,28,0,28,..,45,0,52,0,52,..,6,0,3,0,3,..,22,4,23,0,23
LGA11300,0,54,..,1580,51,1632,0,1631,..,598,144,740,0,750,..,70,15,84,0,84,..,16,4,22,0,22,..,406,226,633,7,637,..,16,0,16,0,16,..,58,0,52,0,52,..,15,10,15,0,22,..,39,10,49,0,49,..,66,11,74,0,74,..,70,5,78,0,78,..,10,0,10,0,10,..,31,6,39,0,39,..,124,0,126,0,126,..,128,19,150,0,147,..,149,3,154,0,154,..,25,4,29,0,29,..,424,31,459,0,457,..,184,29,212,3,211,..,148,18,161,0,161,..,152,63,223,0,223,..,32,9,44,0,44,..,485,68,558,4,560,..,397,57,454,8,464,..,10165,3029,13195,78,13274,..,102,29,128,1056,1184,6105,10266,3059,13322,1134,20556,12641,..,..,..,..,12641,..,5,0,5,0,5,..,1209,191,1399,8,1402,..,4,0,4,0,4,..,2388,860,3253,29,3282,..,5135,2822,7961,47,8009
LGA11350,0,0,..,45,6,47,0,44,..,121,12,132,6,137,..,96,32,124,0,124,..,3,0,3,0,3,..,5,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,18,0,21,0,21,..,160,3,170,0,167,..,29,0,29,0,29,..,0,0,0,0,0,..,6,0,6,0,6,..,18,0,18,0,18,..,21,0,21,0,21,..,22,0,20,0,20,..,6,0,6,0,6,..,65,0,65,0,65,..,289,13,297,0,300,..,3,0,3,0,3,..,45,9,51,0,51,..,8,0,8,0,3,..,13,5,18,0,22,..,346,18,362,8,366,..,1753,99,1854,27,1873,..,90,5,94,1776,1871,15051,1843,107,1947,1801,18800,28996,..,..,..,..,28996,..,12,0,12,0,12,..,21,4,29,0,29,..,28,0,28,0,28,..,12,4,16,0,16,..,43,4,42,0,47
LGA11400,0,0,..,16,0,14,0,19,..,10,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,6,0,6,0,6,..,14,0,14,0,14,..,3,0,3,0,3,..,3,0,3,0,3,..,7,0,9,0,9,..,0,0,0,0,0,..,4,0,4,0,4,..,28,0,32,0,32,..,140,18,159,8,161,..,9,0,9,484,489,6264,147,18,168,484,6915,12493,..,..,..,..,12493,..,23,0,22,0,22,..,10,0,15,0,15,..,14,0,15,0,15,..,6,3,8,8,8,..,11,10,20,0,20
LGA11450,0,127,..,3022,253,3278,36,3310,..,621,62,682,0,683,..,33,0,33,0,33,..,92,24,118,0,118,..,37,14,54,0,54,..,164,16,183,0,181,..,258,18,275,0,276,..,89,11,98,0,98,..,132,13,135,0,136,..,99,14,109,0,113,..,86,8,92,0,92,..,301,17,317,5,318,..,352,41,395,6,395,..,207,3,210,0,217,..,120,13,138,3,137,..,380,7,392,3,396,..,63,0,70,0,71,..,777,30,807,6,813,..,890,103,994,8,1002,..,132,10,137,0,143,..,151,33,182,0,187,..,136,16,153,0,151,..,279,85,368,0,370,..,2023,266,2285,36,2324,..,12339,1471,13805,127,13938,..,286,45,335,1792,2128,44675,12627,1519,14143,1918,60735,88349,..,..,..,..,88349,..,171,9,178,0,178,..,2434,241,2671,16,2689,..,35,5,40,0,40,..,374,178,550,5,557,..,662,266,930,12,938
LGA11500,7,695,..,9931,991,10926,116,11038,..,271,30,296,6,306,..,56,10,63,0,62,..,225,117,345,3,350,..,96,28,125,0,127,..,181,20,203,0,198,..,622,35,652,3,657,..,104,30,135,0,140,..,233,35,264,0,267,..,142,27,175,0,174,..,186,37,221,0,226,..,1518,144,1662,17,1683,..,249,43,295,0,295,..,745,19,762,3,770,..,406,61,469,3,476,..,1515,65,1579,5,1586,..,212,18,227,0,234,..,2873,160,3041,21,3061,..,1208,203,1409,9,1419,..,423,29,454,4,461,..,374,126,495,4,503,..,117,27,143,0,143,..,645,270,910,10,921,..,3204,636,3844,64,3902,..,27968,4301,32264,319,32579,..,751,118,877,4998,5869,51418,28716,4421,33139,5316,89874,102037,..,..,..,..,102037,..,186,0,189,3,185,..,6302,1034,7334,45,7381,..,80,3,81,0,84,..,800,386,1189,7,1194,..,1351,703,2053,12,2074
LGA11520,0,69,..,1326,51,1371,13,1385,..,2386,447,2832,8,2844,..,142,16,154,0,159,..,21,3,25,0,25,..,1058,467,1524,3,1530,..,67,0,71,0,71,..,49,0,54,0,54,..,205,21,219,0,221,..,114,15,123,0,123,..,202,12,222,4,223,..,164,11,173,0,173,..,12,0,12,0,12,..,122,12,128,0,132,..,170,0,170,0,171,..,208,11,224,0,225,..,220,4,225,0,223,..,67,7,70,0,70,..,668,20,685,3,692,..,585,71,649,3,657,..,187,4,196,4,196,..,195,30,230,0,228,..,212,30,247,0,249,..,384,71,457,0,457,..,778,104,886,28,916,..,15740,3115,18853,142,18987,..,188,35,220,1768,1995,25238,15919,3150,19075,1905,46218,50084,..,..,..,..,50084,..,53,0,54,0,54,..,1541,128,1665,10,1675,..,17,0,17,0,17,..,2843,634,3480,26,3507,..,5800,1797,7594,61,7655
LGA11570,3,247,..,10655,1310,11958,114,12077,..,2252,387,2636,11,2649,..,267,39,301,0,301,..,90,35,126,0,126,..,1010,813,1823,9,1836,..,1392,320,1712,6,1718,..,160,13,168,3,174,..,178,51,225,0,228,..,273,43,323,0,320,..,1139,338,1483,9,1490,..,235,32,264,6,267,..,471,36,504,6,506,..,273,29,307,3,311,..,745,15,767,4,768,..,1959,390,2346,23,2368,..,1426,54,1482,15,1493,..,398,71,466,9,475,..,4527,536,5065,48,5107,..,1417,231,1653,12,1664,..,264,37,300,0,300,..,654,179,834,8,842,..,518,152,669,3,674,..,8961,5780,14742,92,14837,..,4746,1091,5835,153,5994,..,83444,26224,109669,903,110572,..,1164,349,1514,11533,13047,61377,84612,26574,111185,12436,184997,125243,..,..,..,..,125243,..,77,0,77,0,76,..,53771,9382,63155,504,63655,..,87,0,88,0,87,..,8305,5209,13506,81,13588,..,9913,8970,18883,170,19049
LGA11600,0,0,..,21,6,31,0,31,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,6,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,10,0,10,0,10,..,10,4,14,0,14,..,19,4,19,0,19,..,7,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,21,0,21,..,104,17,116,0,122,..,6,0,6,145,149,1069,105,17,122,149,1343,2247,..,..,..,..,2247,..,17,3,18,0,18,..,10,0,15,0,15,..,0,0,0,0,0,..,4,0,4,0,4,..,0,3,5,0,5
LGA11650,0,59,..,1078,96,1171,15,1184,..,461,40,503,3,502,..,251,25,275,0,275,..,34,13,44,0,44,..,321,152,469,0,476,..,20,0,20,0,20,..,382,47,427,8,435,..,91,8,104,0,104,..,198,19,219,0,217,..,307,26,336,3,342,..,351,40,394,5,397,..,48,8,59,0,59,..,111,14,123,0,123,..,374,11,381,6,394,..,183,13,194,0,200,..,597,23,625,0,626,..,142,6,147,5,150,..,1296,57,1349,16,1365,..,913,75,983,4,984,..,93,3,98,0,99,..,433,95,535,5,544,..,72,11,86,0,86,..,207,57,267,0,271,..,1914,180,2095,52,2144,..,11567,1563,13132,152,13281,..,558,57,615,8719,9335,156001,12123,1624,13746,8873,178618,304010,..,..,..,..,304010,..,535,8,541,4,541,..,681,50,733,11,740,..,236,7,247,0,248,..,665,233,896,4,898,..,1352,587,1937,15,1953
LGA11700,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,9,0,8,..,8,0,15,0,13,..,5,3,10,167,176,661,13,3,19,172,846,1334,..,..,..,..,1334,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,7,0,11,..,0,0,0,0,0,..,0,0,0,0,0
LGA11720,0,3,..,92,7,97,4,101,..,21,0,21,0,27,..,7,4,8,0,8,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,25,0,29,0,28,..,6,0,6,0,6,..,19,0,19,0,19,..,4,0,6,0,6,..,9,0,9,0,9,..,14,0,14,0,14,..,8,0,5,0,5,..,59,3,63,0,63,..,11,0,11,0,11,..,66,4,69,0,69,..,14,0,14,0,14,..,150,10,158,0,158,..,40,4,44,0,44,..,7,0,7,0,7,..,73,16,88,0,88,..,4,0,4,0,5,..,17,24,47,0,47,..,154,14,174,7,184,..,839,111,950,22,976,..,72,5,76,1425,1505,29124,911,121,1031,1448,31603,57361,..,..,..,..,57361,..,74,0,74,0,74,..,34,8,43,0,44,..,39,5,47,0,47,..,42,18,60,0,60,..,65,18,81,0,83
LGA11730,0,3,..,90,14,102,0,102,..,23,0,22,0,23,..,22,0,22,0,22,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,0,16,..,4,3,9,0,9,..,8,0,12,0,12,..,15,0,15,0,15,..,9,0,9,0,9,..,0,0,0,5,4,..,7,0,7,0,7,..,31,0,31,0,31,..,13,0,13,0,16,..,60,0,59,0,59,..,17,0,17,0,17,..,122,0,124,0,123,..,34,0,39,0,39,..,0,0,3,0,3,..,36,10,40,6,48,..,0,0,0,0,0,..,10,0,18,0,15,..,188,16,206,0,210,..,763,77,840,13,849,..,58,4,66,1772,1836,24371,823,82,903,1782,27059,48046,..,..,..,..,48046,..,35,0,35,0,35,..,15,0,18,0,13,..,159,7,169,0,169,..,33,20,56,0,56,..,60,19,85,0,82
LGA11750,0,0,..,19,0,19,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,6,0,6,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,7,4,0,4,..,19,5,26,0,26,..,85,8,88,0,92,..,0,0,0,291,287,1615,82,8,92,290,1993,3278,..,..,..,..,3278,..,14,0,16,0,16,..,0,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,12,4,13,0,13
LGA11800,0,9,..,830,170,999,5,1003,..,72,0,74,0,76,..,72,12,89,0,89,..,9,0,9,0,9,..,11,8,20,0,23,..,3,0,3,0,3,..,26,3,30,0,31,..,7,0,9,0,9,..,22,0,24,0,24,..,18,0,21,0,21,..,22,4,21,0,21,..,9,0,9,0,9,..,6,0,4,0,4,..,53,3,60,0,60,..,19,3,23,0,26,..,90,6,96,0,96,..,54,20,69,5,74,..,216,27,245,6,254,..,97,14,116,0,116,..,6,0,6,0,6,..,78,16,92,0,92,..,6,0,6,0,7,..,35,10,46,0,47,..,826,381,1209,32,1244,..,2947,788,3737,60,3792,..,143,25,168,2236,2407,34550,3091,816,3907,2294,40746,66787,..,..,..,..,66787,..,98,0,98,0,98,..,150,41,193,0,190,..,197,4,199,3,198,..,71,34,100,6,103,..,222,133,360,4,365
LGA12000,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,12,0,9,..,23,0,23,0,24,..,0,0,0,123,124,2074,25,0,25,123,2227,4070,..,..,..,..,4070,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0
LGA12150,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,0,0,0,..,9,0,9,0,9,..,42,0,44,0,44,..,0,0,6,263,265,1555,48,3,49,263,1861,3122,..,..,..,..,3122,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,0,0,0,0,0,..,6,0,6,0,6
LGA12160,0,0,..,21,0,19,0,19,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,11,0,11,0,11,..,5,0,5,0,5,..,23,0,23,0,23,..,6,0,6,0,3,..,0,0,0,0,0,..,5,5,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,18,8,27,0,27,..,129,37,170,4,168,..,14,0,12,409,428,5139,147,35,183,412,5732,10161,..,..,..,..,10161,..,12,0,12,0,13,..,0,0,0,0,0,..,20,0,15,0,15,..,5,5,17,0,17,..,36,42,76,0,76
LGA12350,0,0,..,15,5,18,5,23,..,9,0,8,0,8,..,0,0,0,0,0,..,5,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,15,0,11,0,11,..,0,0,0,0,0,..,27,0,28,0,28,..,5,5,9,0,9,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,3,0,3,..,67,15,84,0,84,..,200,35,230,3,233,..,17,0,17,472,492,5681,216,35,249,475,6409,11237,..,..,..,..,11237,..,11,0,12,0,14,..,12,3,8,0,8,..,34,0,36,0,36,..,5,0,5,0,5,..,20,8,26,0,26
