LGA_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
LGA13550,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,5,0,3,0,20,34,65,71,168,63,74,59,33,21,598,497,1000,721,1580,675,798,665,374,133,6438,0,0,0,0,0,0,0,0,0,0,409,846,578,1368,603,657,513,388,173,5542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8
LGA13660,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,27,17,51,30,38,30,35,8,245,103,339,195,449,291,387,376,240,66,2447,0,0,0,0,0,0,0,0,0,0,102,276,176,383,264,306,301,192,91,2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13800,0,0,0,0,0,5,0,4,0,15,0,6,13,52,35,22,15,4,0,145,0,0,0,21,8,3,5,0,0,41,0,0,0,3,0,0,0,0,0,8,0,5,4,7,0,3,0,0,0,21,0,0,0,3,6,7,0,0,0,10,8,6,8,21,9,14,7,0,0,74,0,0,3,7,4,3,5,0,0,25,0,0,0,7,8,3,0,9,5,32,0,0,0,0,10,6,0,0,0,16,0,8,9,96,60,103,73,57,15,426,58,171,188,410,213,190,140,104,51,1526,2140,4528,4491,8329,4431,4318,3099,1667,454,33461,0,0,0,3,0,0,0,0,0,11,1949,3928,3802,6922,3852,3247,2260,1259,512,27726,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,3,0,0,0,19,0,0,0,5,0,0,0,0,0,8,0,0,0,12,9,9,3,0,0,35
LGA13850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10,3,15,16,43,19,35,32,14,13,197,77,156,152,299,171,264,166,112,45,1448,0,0,0,0,0,0,0,0,0,0,75,123,124,215,133,214,142,99,37,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13910,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,0,0,4,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,3,0,22,0,0,0,4,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,19,6,10,17,14,6,71,28,89,71,159,107,153,110,82,21,817,604,1287,983,1870,1113,1368,1281,746,215,9469,0,0,0,5,0,0,0,0,0,5,504,1114,925,1673,1001,1102,1031,619,269,8243,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,4
LGA14000,4,69,72,64,50,52,42,15,3,362,9,78,126,252,246,163,78,46,11,1010,0,34,52,206,180,190,150,54,20,884,3,9,15,133,44,28,39,10,0,286,4,14,17,75,29,14,10,0,4,160,0,0,9,25,18,19,8,3,0,78,10,65,62,108,62,50,35,17,0,404,0,11,19,95,74,57,44,8,4,306,0,7,8,19,29,21,18,9,5,107,0,0,6,31,39,25,18,5,0,122,19,154,168,541,387,359,235,210,76,2147,87,185,209,441,208,187,154,139,79,1684,3932,11060,9461,17655,10659,9087,6751,4123,1628,74360,0,0,0,20,26,16,14,0,0,88,3447,8239,6522,7494,5353,4425,3451,2651,1638,43225,0,3,8,48,20,5,6,3,0,90,0,0,0,4,8,3,0,4,4,23,0,3,9,44,22,4,9,0,3,94,0,3,0,15,13,5,0,3,0,43,0,14,10,44,40,27,22,12,8,173
LGA14100,0,11,0,3,0,8,0,0,0,28,0,0,5,6,16,8,12,7,9,61,0,0,0,3,4,8,5,3,0,17,0,0,0,3,3,0,0,0,0,13,0,0,0,5,0,0,3,0,0,6,0,0,0,4,0,3,0,0,0,9,4,13,18,14,13,8,4,6,0,64,0,0,0,7,8,3,3,6,0,27,0,0,0,0,0,4,5,0,0,12,0,0,0,3,0,0,0,0,0,12,3,6,5,49,31,36,27,26,35,224,8,32,30,60,36,22,18,16,17,240,279,942,968,1192,977,824,701,474,232,6597,0,0,0,0,0,0,4,0,0,5,281,728,662,812,679,521,449,286,273,4694,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,13,6,0,0,0,0,13,0,0,0,0,6,0,0,0,0,3,0,0,0,8,0,0,0,0,0,17
LGA14170,9,32,17,101,46,30,12,10,0,251,6,3,22,261,103,40,41,11,0,502,0,0,7,121,29,19,13,14,5,208,0,7,5,103,11,7,7,4,0,148,3,18,28,277,66,37,21,6,0,450,0,7,4,112,50,39,27,18,0,263,33,89,71,339,135,106,55,24,8,853,3,48,119,404,243,297,181,55,29,1378,0,0,0,54,34,23,19,4,0,142,0,0,0,25,5,7,3,0,0,49,17,90,137,1371,547,485,446,394,123,3611,121,280,389,1435,533,500,303,228,106,3892,4665,8984,9288,32090,12756,9778,6640,3587,1385,89169,0,0,0,5,0,0,0,0,0,10,4216,7611,7310,20155,8067,5473,3525,1454,690,58486,0,4,8,74,11,12,4,0,0,114,0,0,0,24,9,16,9,12,0,71,3,4,22,246,29,15,5,0,0,326,0,4,0,22,11,15,12,3,0,74,0,15,25,202,82,42,29,3,0,393
LGA14220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,6,3,23,11,8,4,0,0,67,0,0,0,3,3,4,0,0,0,12,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,4,13,4,9,3,3,0,40,35,114,90,206,132,102,131,92,30,925,529,1213,1042,1850,1046,1153,1101,671,173,8780,0,0,0,0,0,0,0,0,0,0,457,1029,863,1527,900,1014,878,612,235,7511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10
LGA14300,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,11,3,0,0,22,6,17,32,57,29,32,29,29,3,238,166,370,420,1133,495,461,371,207,48,3664,0,0,0,0,0,0,0,0,0,0,154,323,243,497,306,349,300,143,69,2380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA14350,0,0,0,5,0,0,0,0,0,5,0,0,0,0,4,4,6,0,0,19,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,9,3,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,14,4,0,38,0,0,5,8,5,0,0,0,0,23,0,0,0,0,0,0,6,3,0,11,0,0,0,0,7,0,0,0,0,9,0,0,8,23,11,18,31,25,6,117,71,156,146,272,167,191,205,103,28,1346,817,1743,1673,3138,1755,2320,2436,1203,342,15426,0,0,0,0,0,0,0,0,0,0,670,1580,1333,2397,1495,1979,1836,972,422,12681,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,9,5,4,0,6,4,26
LGA14400,0,3,0,0,0,0,0,0,0,6,0,0,7,14,8,15,12,5,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,9,9,13,18,5,0,69,0,0,4,3,0,0,0,0,0,9,0,0,0,0,10,5,3,0,0,21,0,0,0,3,0,3,0,0,0,10,0,4,6,23,24,23,39,40,12,164,20,36,39,84,50,69,104,60,19,481,608,1381,1150,2139,1324,1625,1738,976,281,11220,0,0,0,0,0,0,0,0,0,4,525,1176,974,1900,1155,1385,1405,697,368,9581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,4,0,5,0,35
LGA14500,11,106,93,72,66,36,30,17,5,440,13,148,188,347,431,320,250,93,30,1816,0,4,10,77,78,80,46,27,6,334,4,21,30,184,76,28,45,24,0,418,0,21,15,47,19,13,3,3,0,118,0,6,0,13,15,16,5,0,0,67,30,125,119,84,98,84,30,14,0,586,0,8,4,56,100,30,21,0,5,230,0,0,8,9,18,23,14,12,0,81,0,0,6,18,39,35,20,7,0,126,14,130,115,398,362,314,193,150,55,1736,64,153,150,272,157,137,107,102,102,1244,2917,9522,8336,11981,8846,7416,5472,3697,1663,59850,0,0,0,4,3,5,0,0,0,12,2446,7097,5688,4919,4320,3318,2792,2566,1475,34627,0,0,0,16,8,0,0,0,0,30,0,0,0,4,0,5,0,0,0,6,0,5,4,71,21,13,4,0,0,109,0,0,0,6,10,5,0,0,0,21,5,15,30,43,51,38,17,15,0,209
LGA14550,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,6,17,9,17,10,7,0,67,22,57,26,95,54,99,77,42,13,495,203,536,407,786,533,929,840,328,88,4648,0,0,0,0,0,0,0,0,0,0,192,461,344,637,500,688,542,264,123,3746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,6,0,0,8
LGA14600,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,19,53,24,89,42,54,45,31,9,370,194,476,293,676,341,417,371,201,69,3046,0,0,0,0,0,0,0,0,0,0,172,350,237,557,287,337,264,178,107,2489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
LGA14650,3,5,5,8,9,11,8,3,0,55,9,33,44,144,95,64,64,18,0,470,3,6,8,27,14,13,8,9,0,88,0,0,0,11,0,5,0,0,0,20,7,16,10,48,10,4,0,0,0,94,0,0,0,4,4,3,4,0,0,25,8,32,34,60,47,40,42,14,3,273,0,3,0,29,14,9,3,0,0,70,0,0,0,14,30,28,26,17,4,133,0,0,4,31,13,13,10,5,0,83,5,49,64,256,164,170,180,142,77,1101,144,416,382,959,441,487,516,377,176,3911,6133,13784,12431,24317,13119,13044,11928,7161,2390,104311,0,3,3,3,3,0,0,0,0,10,5625,12158,10614,21541,11484,11805,10550,6478,3074,93319,0,9,0,33,0,0,3,0,0,44,0,0,0,4,0,10,15,3,0,39,0,3,3,35,4,3,0,0,0,57,0,6,0,21,12,10,6,0,0,47,0,12,8,83,39,22,16,10,0,195
LGA14700,4,21,17,29,12,10,9,3,0,104,0,12,16,127,64,34,26,11,3,291,0,0,0,47,17,9,13,0,0,88,0,4,0,42,4,9,4,0,0,63,0,6,5,39,8,5,0,3,0,67,0,5,0,27,7,4,7,0,0,51,6,32,26,61,28,24,24,5,3,214,0,3,4,23,15,7,5,3,0,62,0,0,0,7,5,4,6,6,0,27,0,0,0,11,4,8,11,0,0,32,7,45,31,368,135,80,65,38,13,794,32,54,38,243,60,46,49,26,22,583,1212,2499,2150,6489,2526,1897,1458,843,236,19305,0,0,0,0,6,0,0,0,0,9,1100,1851,1407,2998,1420,1071,820,514,225,11410,0,0,0,24,4,6,0,0,0,39,0,0,0,6,0,9,0,0,0,9,0,4,3,94,16,7,0,0,0,123,0,0,0,6,0,0,0,0,0,12,6,4,0,32,12,18,9,3,0,71
LGA14750,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,4,4,4,0,24,0,0,0,5,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,7,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,8,0,6,0,16,9,4,0,4,0,36,23,74,57,130,68,60,47,28,12,503,354,864,761,1272,706,723,539,316,104,5643,0,0,0,3,0,0,0,0,0,8,304,736,645,953,555,590,429,308,142,4674,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3
LGA14850,0,0,0,0,6,0,0,0,0,13,0,6,8,19,16,11,9,8,0,76,0,0,0,7,6,0,4,0,0,17,0,3,0,6,0,0,0,0,0,5,0,6,0,5,4,0,0,0,0,18,0,0,0,5,0,0,0,0,0,5,0,9,3,11,9,16,27,8,0,81,0,3,0,10,4,0,0,0,0,23,0,0,0,0,0,7,0,0,0,13,0,0,0,3,4,4,0,0,0,15,6,14,11,70,33,43,30,15,7,234,76,218,177,376,256,275,221,97,39,1744,1086,2837,2570,4758,2898,3294,2739,1188,393,21758,0,0,0,0,0,0,0,0,0,0,935,2347,2069,4110,2490,2651,2177,1127,515,18418,0,0,0,5,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,5,0,17,12,3,5,4,0,57
LGA14870,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,8,5,0,0,19,0,0,0,6,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,5,6,4,5,4,0,24,0,0,0,8,4,0,0,0,0,16,0,0,0,0,0,3,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,10,17,16,18,26,21,3,115,30,93,79,189,106,124,135,73,17,855,496,1257,1164,2286,1297,1573,1458,805,189,10529,0,0,0,0,0,0,0,0,0,0,432,1094,865,1778,1071,1257,1078,646,262,8478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,0,0,0,13
LGA14900,0,11,17,40,11,15,14,4,0,117,0,9,17,76,52,38,39,10,4,249,0,3,12,81,45,67,46,21,4,273,0,4,4,29,11,3,5,4,0,60,5,26,16,179,33,35,8,0,3,296,4,22,17,116,120,80,36,24,0,430,7,32,19,90,22,16,6,6,0,211,11,80,193,1183,927,901,425,92,21,3833,0,0,3,3,5,6,7,6,0,34,0,5,43,55,41,26,6,0,0,179,45,374,541,2177,1400,1444,997,496,152,7635,467,1000,945,2062,745,704,386,259,85,6661,8663,17921,16912,32808,14492,12640,7754,3802,1167,116163,0,0,11,103,26,24,3,0,0,166,7380,14007,11390,13952,5120,3320,1991,1244,544,58955,0,25,44,438,86,56,21,5,0,674,0,3,11,244,141,199,101,42,10,756,0,0,0,47,11,11,6,7,0,81,5,14,51,473,245,218,113,40,19,1182,0,6,12,30,11,5,6,0,0,72
LGA14920,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,58,41,94,63,70,73,39,15,469,208,508,389,722,470,576,564,285,72,3789,0,0,0,0,0,0,0,0,0,0,166,398,326,621,407,454,407,247,88,3124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,20,22,21,22,23,22,11,3,145,100,242,168,261,200,264,239,124,47,1649,0,0,0,0,0,0,0,0,0,0,93,226,156,267,168,214,158,108,62,1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15050,0,5,0,3,6,0,0,0,0,15,0,18,27,66,40,26,9,3,0,203,0,3,0,17,6,3,0,0,0,34,0,0,0,16,0,0,0,0,0,20,0,15,7,11,3,0,0,0,0,34,0,0,0,5,0,0,0,0,0,3,5,5,11,28,9,13,13,7,0,88,0,0,3,22,5,5,0,0,0,39,0,0,0,5,5,9,5,3,3,32,0,3,7,33,20,3,0,0,0,73,0,19,28,116,55,57,49,35,8,377,86,251,191,534,197,175,155,110,65,1770,3175,6703,5547,12106,5272,4713,3887,1984,525,43917,0,0,0,7,0,0,0,0,0,8,2919,5907,5058,10874,4853,4391,3568,1903,753,40232,0,0,0,22,3,0,0,0,0,27,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,0,0,8,0,0,0,7,3,0,0,0,0,15,0,5,0,22,7,4,9,0,0,49
LGA15240,0,0,0,5,0,3,0,0,0,12,7,9,9,15,28,21,35,20,6,146,0,0,0,6,0,6,3,4,0,16,0,0,0,0,0,0,0,0,0,6,0,3,4,6,4,0,0,0,0,20,0,0,0,0,0,0,4,0,0,3,0,4,13,15,12,22,27,8,3,112,0,5,0,4,3,0,6,0,0,18,0,0,0,4,8,9,15,9,0,45,0,0,0,0,3,8,4,3,0,21,0,9,11,58,50,70,121,102,29,457,122,371,295,569,442,589,661,456,172,3686,1945,5204,4252,7566,5259,7316,8806,5194,1554,47086,0,0,0,0,0,0,0,0,0,0,1828,4468,3496,6894,4655,6562,6882,4019,1804,40611,0,0,0,7,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,17,0,0,0,4,5,0,0,0,0,9,0,3,0,31,9,20,12,4,0,84
LGA15270,0,0,0,0,0,0,0,0,0,0,0,6,6,10,5,9,8,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,9,4,0,26,0,0,0,4,0,4,0,0,0,14,0,0,0,6,0,0,0,4,0,8,4,3,0,9,0,5,0,0,0,12,0,6,0,20,10,18,19,21,6,115,48,151,93,231,125,156,140,92,15,1056,775,1859,1358,2916,1651,1764,1526,861,227,12945,0,0,0,0,0,0,0,0,0,0,697,1580,1057,2507,1407,1358,1084,701,276,10668,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,22
LGA15300,0,0,0,0,0,0,0,0,0,0,0,4,3,9,6,4,0,0,0,24,0,3,0,5,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,16,10,3,10,16,0,47,82,189,163,357,161,187,138,63,15,1358,458,904,712,1547,801,879,640,353,83,6376,0,0,0,0,0,0,0,0,0,0,296,680,562,1156,590,593,441,266,77,4661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
