SED_CODE_2016,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot
SED10048,9,0,0,0,3007,3024,108,7,3,3,2991,3111,2604,125,99,11,3389,6228,4196,228,286,12,1321,6041,3744,234,547,37,848,5406,3653,230,662,89,389,5026,2100,124,389,161,158,2929,700,33,116,144,46,1041,157,5,18,118,17,317,17274,1000,2105,581,12162,33121,12,0,0,0,2740,2752,296,18,3,3,2623,2948,3761,214,203,12,2671,6851,4083,333,456,35,1145,6054,3721,339,862,150,703,5772,3311,274,927,406,345,5261,1578,152,566,587,128,3006,455,33,154,600,58,1300,100,0,46,468,17,625,17317,1361,3212,2261,10425,34571,26,0,0,3,5746,5776,409,25,9,4,5614,6065,6367,344,297,15,6056,13077,8278,561,738,53,2467,12091,7462,574,1410,188,1546,11174,6965,499,1586,495,740,10283,3673,278,953,747,287,5938,1152,68,270,747,108,2337,255,6,62,586,30,941,34593,2360,5320,2839,22587,67692
SED10049,3,0,4,0,2553,2554,85,7,3,3,2219,2317,2016,148,100,3,2802,5072,3010,268,331,17,1399,5021,2993,261,594,34,846,4723,2948,179,635,103,435,4303,2314,94,391,164,151,3111,1049,23,116,178,58,1428,241,10,18,142,28,434,14654,982,2192,640,10486,28957,3,0,0,0,2380,2381,171,16,8,0,2290,2487,2526,230,180,19,2546,5496,3167,320,489,30,1144,5150,3138,323,955,106,698,5227,2860,217,881,273,301,4531,2060,91,549,586,130,3415,760,22,177,797,52,1805,128,6,34,645,35,843,14818,1231,3267,2450,9571,31333,5,0,3,0,4931,4939,258,27,9,4,4506,4800,4542,383,278,22,5342,10564,6175,581,819,44,2547,10165,6134,586,1546,141,1546,9952,5812,397,1516,374,736,8835,4367,187,941,748,279,6526,1815,42,294,971,114,3233,367,13,53,780,57,1271,29471,2215,5462,3087,20058,60289
SED10050,5,0,0,0,2020,2018,37,3,0,0,1890,1926,1569,50,70,3,4227,5927,4204,157,386,9,2104,6848,3885,217,597,29,1059,5784,2732,157,576,45,524,4029,1974,78,412,112,271,2844,939,23,131,136,86,1312,333,11,38,164,28,580,15671,699,2206,498,12199,31275,3,0,0,0,1918,1921,59,4,0,0,1884,1947,2251,90,118,4,4181,6647,4430,190,481,20,1861,6977,3861,238,865,68,924,5951,2536,186,805,146,466,4147,1691,84,561,402,191,2934,681,28,223,577,84,1596,188,3,89,662,59,1002,15699,821,3150,1887,11574,33127,8,3,0,0,3936,3944,92,3,0,3,3777,3875,3821,143,190,6,8410,12569,8629,348,859,26,3960,13828,7743,454,1464,96,1984,11738,5270,344,1386,189,986,8175,3666,161,970,513,461,5778,1618,51,352,714,174,2909,522,19,125,830,92,1583,31371,1523,5355,2380,23772,64405
SED10051,10,0,0,0,2375,2385,83,0,3,3,3129,3222,1749,58,86,4,4271,6163,3707,145,265,3,2002,6122,3445,212,514,25,1289,5487,2664,206,570,61,778,4278,2057,164,473,139,396,3238,1273,70,215,210,162,1926,410,13,39,223,38,716,15396,865,2160,669,14442,33535,6,0,0,0,2202,2212,96,3,3,3,2730,2839,2148,72,119,3,3412,5756,3818,211,431,35,1570,6065,3362,290,787,101,1075,5617,2552,226,877,259,590,4498,1894,145,650,630,305,3621,847,45,251,1012,127,2283,220,14,86,920,67,1310,14945,1005,3206,2964,12066,34191,16,0,0,0,4584,4599,179,7,6,9,5856,6057,3893,129,204,7,7678,11915,7522,349,693,42,3580,12190,6804,501,1303,127,2365,11098,5222,431,1442,316,1362,8777,3956,314,1122,767,696,6860,2122,118,467,1221,286,4207,629,21,128,1144,105,2026,30344,1873,5363,3634,26511,67729
SED10052,8,0,0,0,2172,2179,41,5,0,0,2017,2062,1532,55,52,3,2502,4144,3501,132,232,7,1167,5038,3369,207,502,26,802,4896,3232,163,502,73,437,4412,2580,102,328,124,182,3322,1420,44,121,219,68,1871,531,14,30,295,27,888,16208,705,1772,750,9382,28815,3,0,3,0,2032,2035,88,0,0,0,2014,2105,2088,87,74,3,2106,4362,3738,200,379,26,896,5238,3481,270,767,78,637,5229,3187,186,807,216,351,4737,2284,101,586,567,124,3664,1093,32,215,946,55,2346,292,5,107,1200,32,1635,16247,885,2934,3040,8246,31353,12,0,3,0,4201,4215,127,6,4,0,4030,4168,3621,135,123,12,4612,8510,7232,332,613,31,2065,10275,6847,473,1264,108,1436,10128,6423,345,1310,285,789,9151,4864,202,919,693,312,6987,2511,78,342,1162,121,4218,817,20,128,1495,58,2520,32461,1591,4702,3784,17624,60172
SED10053,3,0,0,3,2448,2451,54,7,0,0,2116,2178,1810,87,82,7,2952,4942,3150,178,285,14,1530,5146,3651,302,742,44,1248,5987,3174,245,813,110,700,5044,2277,140,491,172,264,3347,990,55,144,206,75,1473,205,13,26,142,30,421,15315,1030,2591,683,11364,30983,4,0,3,0,2231,2236,156,7,4,0,1958,2131,2260,100,144,5,2431,4938,3322,192,404,27,1212,5157,3756,311,899,103,921,5986,2971,184,867,270,488,4785,1912,94,504,478,172,3163,628,47,151,643,54,1530,98,4,33,575,6,721,15114,942,3013,2111,9472,30650,8,0,3,3,4674,4690,212,14,3,0,4071,4301,4070,186,223,14,5386,9884,6468,366,685,41,2741,10307,7403,612,1641,146,2168,11971,6147,435,1684,375,1194,9829,4187,237,1003,647,436,6509,1615,104,298,848,137,2999,303,21,62,716,40,1139,30427,1974,5601,2792,20842,61638
SED10054,6,0,0,5,3509,3515,133,14,5,6,3171,3333,2584,130,96,6,3398,6218,4094,268,271,11,1328,5971,3873,297,455,42,899,5570,3147,265,474,80,389,4360,1901,142,316,162,112,2627,637,47,81,141,41,939,132,3,11,103,16,272,16523,1170,1709,548,12867,32814,16,3,0,0,3407,3425,347,25,9,0,2932,3315,3529,204,181,19,2946,6881,4119,373,447,70,1228,6237,3799,365,777,177,756,5869,2851,320,682,443,332,4634,1449,152,363,683,94,2732,386,23,116,631,47,1196,72,0,40,505,40,657,16568,1462,2610,2522,11784,34946,26,3,0,3,6914,6947,479,37,15,6,6103,6640,6114,335,276,26,6350,13099,8213,645,718,83,2551,12208,7675,662,1232,220,1658,11435,6001,590,1152,529,728,8996,3351,292,676,845,206,5364,1026,64,192,767,85,2134,211,7,52,602,58,933,33084,2633,4319,3073,24646,67753
SED10055,7,0,0,0,3176,3188,78,5,0,3,2882,2971,2400,123,86,5,3119,5731,3901,196,308,10,1135,5549,4199,220,485,31,546,5485,3827,191,413,71,263,4774,2033,85,228,127,74,2547,674,12,47,97,26,850,127,5,5,57,3,196,17249,843,1572,399,11226,31295,6,0,0,0,2962,2970,211,4,4,5,2677,2899,3130,181,171,9,2546,6031,4189,308,514,23,892,5931,4298,307,717,115,449,5882,3507,215,648,277,191,4833,1559,78,272,402,57,2373,416,21,77,462,28,996,38,0,19,236,16,302,17347,1115,2413,1530,9816,32222,13,0,0,0,6140,6156,290,15,9,4,5558,5872,5529,297,253,14,5664,11758,8089,507,828,34,2026,11483,8497,531,1203,144,993,11372,7333,410,1057,344,459,9610,3594,165,494,525,133,4916,1093,33,121,555,49,1854,162,5,23,290,22,506,34597,1965,3990,1928,21044,63519
SED10056,8,3,0,3,2638,2654,79,11,0,5,2125,2211,1655,79,60,5,2770,4568,2746,187,251,9,1363,4553,3343,291,583,41,1128,5380,3794,308,851,145,777,5880,3276,214,539,250,332,4624,1841,65,234,382,158,2685,457,8,23,300,44,835,17199,1171,2554,1140,11326,33391,7,3,0,0,2458,2469,151,15,3,0,1850,2017,2092,124,76,13,2366,4679,2910,239,367,40,1082,4638,3515,311,706,119,759,5407,3768,271,767,353,416,5572,2992,127,488,779,119,4506,1340,38,153,1264,71,2864,215,8,35,1064,31,1348,16997,1134,2594,3644,9147,33513,16,4,3,3,5096,5119,225,24,3,6,3971,4233,3754,206,138,20,5139,9248,5660,426,619,49,2443,9196,6857,598,1287,158,1886,10789,7564,577,1620,505,1191,11450,6267,346,1029,1032,457,9133,3186,104,388,1644,229,5550,671,21,55,1369,71,2187,34198,2299,5144,4781,20481,66906
SED10057,6,0,4,0,1996,2001,55,4,0,3,1317,1385,781,64,41,4,1737,2627,1569,145,208,6,1167,3098,2184,265,613,36,1170,4266,3187,328,972,126,751,5362,3916,302,939,265,307,5726,2095,76,367,445,117,3100,609,21,66,382,29,1113,14402,1202,3217,1269,8587,28684,0,4,0,0,1871,1880,99,15,6,3,1309,1436,1069,130,71,10,1651,2916,1802,235,350,27,1056,3472,2468,322,906,109,819,4628,3505,325,1153,381,499,5870,3536,200,1002,858,187,5784,1601,51,317,1353,83,3395,315,5,75,1268,31,1701,14398,1290,3878,4006,7513,31090,8,4,3,0,3868,3885,161,19,7,6,2628,2818,1843,192,111,9,3389,5545,3371,381,555,36,2225,6573,4650,586,1521,151,1984,8890,6693,650,2127,503,1252,11230,7456,501,1939,1118,498,11517,3692,129,681,1800,201,6496,928,25,146,1648,62,2812,28804,2498,7092,5272,16107,59773
SED10058,3,0,5,0,1705,1710,48,7,3,0,2763,2820,1478,90,87,6,4595,6258,2196,193,311,17,1889,4605,2224,283,699,45,1564,4814,2411,255,866,93,966,4589,1912,124,599,145,340,3120,937,47,225,218,157,1581,293,9,42,205,41,591,11499,1003,2839,733,14017,30088,0,0,0,0,1630,1630,68,9,3,0,2903,2989,1776,108,133,6,3914,5936,2347,259,423,30,1576,4630,2350,305,847,92,1076,4671,2407,227,1112,245,654,4648,1666,99,744,537,251,3296,722,27,273,808,99,1929,168,10,68,902,55,1203,11516,1045,3601,2626,12157,30942,3,0,5,0,3335,3339,117,13,4,0,5674,5810,3259,196,219,10,8506,12188,4537,449,734,43,3470,9238,4580,589,1546,140,2639,9483,4822,485,1986,339,1617,9240,3580,219,1336,684,595,6419,1659,78,494,1023,257,3508,457,22,106,1107,96,1790,23011,2051,6437,3354,26180,61027
SED10059,3,0,0,4,1594,1596,82,7,11,0,4606,4710,1960,67,136,11,10167,12341,2568,132,396,14,4201,7309,1733,181,622,29,2915,5478,1171,168,688,47,1586,3661,816,101,487,67,750,2223,516,50,165,103,245,1078,159,18,27,68,66,336,9015,718,2528,344,26126,38726,5,4,0,0,2028,2040,133,13,3,0,6023,6173,2358,114,224,17,9642,12353,2509,156,490,26,3124,6307,1639,186,701,67,1619,4215,1088,162,766,171,848,3041,696,103,509,317,351,1977,399,36,229,517,100,1278,53,3,38,307,46,448,8884,782,2959,1420,23775,37817,12,4,0,3,3616,3637,218,19,15,4,10623,10878,4316,182,358,23,19805,24691,5082,288,883,40,7325,13614,3373,362,1321,95,4531,9689,2260,336,1451,217,2436,6699,1509,201,995,384,1102,4192,913,83,393,621,344,2356,216,18,63,373,109,784,17900,1499,5484,1763,49900,76543
SED10060,3,3,0,0,1420,1423,37,0,3,0,1803,1843,2303,66,82,0,4990,7451,3508,167,367,6,2142,6194,2868,210,525,11,1000,4619,2568,147,600,49,587,3951,2268,92,486,91,365,3297,1129,30,172,129,130,1589,341,8,34,178,45,616,15028,723,2281,469,12485,30984,6,0,0,0,1440,1450,73,0,0,0,1962,2036,2860,83,149,7,5418,8516,3574,182,565,36,2349,6701,3030,224,878,69,1186,5386,2482,146,984,184,785,4581,2062,134,868,538,421,4024,774,32,263,659,244,1972,178,5,83,716,132,1121,15033,803,3799,2214,13943,35787,5,4,3,0,2860,2869,111,0,9,0,3764,3885,5162,147,238,11,10414,15965,7083,354,931,39,4498,12895,5903,433,1406,82,2186,10009,5052,295,1582,232,1373,8530,4331,225,1362,635,783,7322,1902,66,436,791,375,3562,519,14,125,897,180,1732,30063,1529,6080,2682,26430,66774
SED10061,13,0,0,0,2778,2794,81,5,7,3,2533,2630,1401,109,56,5,2608,4176,2280,200,259,14,1395,4144,2880,249,603,32,1245,5008,3221,259,790,120,824,5217,2972,191,590,268,370,4391,1533,73,171,355,149,2284,344,9,27,207,25,607,14728,1103,2500,1009,11917,31252,5,0,0,0,2652,2656,164,12,0,3,2506,2692,1735,141,132,12,2335,4354,2505,234,336,38,1372,4491,3115,304,721,110,991,5246,3239,300,828,296,572,5238,2600,159,605,773,224,4352,1099,40,204,1143,108,2593,164,6,42,907,48,1175,14637,1202,2856,3292,10805,32794,22,3,0,0,5429,5449,251,16,8,10,5040,5319,3132,256,182,17,4944,8531,4792,433,592,59,2761,8634,5993,549,1324,146,2242,10252,6466,568,1619,413,1391,10454,5566,348,1188,1041,591,8740,2639,115,372,1502,254,4875,513,20,65,1114,77,1786,29365,2302,5357,4299,22720,64047
SED10062,8,0,3,0,2434,2445,95,4,0,3,2578,2680,2054,63,65,3,2683,4863,3490,111,175,0,1012,4796,3768,168,421,36,701,5096,3281,153,459,53,450,4396,2420,112,335,145,216,3223,1392,45,134,190,83,1844,446,6,19,254,25,749,16954,657,1609,686,10180,30085,13,0,3,0,2375,2389,204,4,9,3,2102,2318,2600,103,112,4,2257,5081,3881,212,373,21,901,5391,3813,224,689,83,648,5454,3288,192,735,256,371,4839,2104,112,495,539,186,3434,1035,31,189,944,65,2268,235,9,72,1155,45,1520,17174,893,2678,3007,8949,32688,16,0,3,3,4808,4832,294,9,9,5,4677,4991,4658,169,178,7,4936,9941,7365,322,552,28,1919,10189,7584,391,1116,114,1350,10550,6566,336,1194,313,819,9232,4525,225,822,682,400,6651,2434,74,322,1134,150,4117,686,17,89,1405,67,2269,34127,1545,4284,3694,19126,62773
SED10063,8,0,0,0,2606,2616,86,7,0,0,1982,2075,1643,95,76,3,2516,4342,2726,193,246,5,1345,4509,2978,248,582,36,1051,4891,3086,231,748,89,618,4769,2635,170,533,205,292,3836,1424,59,182,300,155,2122,369,5,29,247,25,675,14949,1012,2396,895,10589,29839,6,0,0,4,2540,2551,152,14,0,5,1877,2054,2149,152,121,7,2317,4742,2834,262,389,32,1178,4697,3132,330,783,107,766,5115,3021,227,830,309,429,4808,2374,137,580,687,195,3984,1050,44,188,1162,87,2531,188,13,54,955,44,1241,14893,1177,2943,3268,9430,31720,18,3,0,3,5142,5168,236,20,0,5,3861,4126,3790,247,203,14,4835,9084,5554,453,632,39,2525,9208,6106,579,1361,139,1819,10007,6105,458,1573,393,1051,9578,5006,306,1118,899,482,7814,2476,98,373,1468,237,4653,557,17,76,1199,73,1919,29847,2190,5344,4161,20022,61566
SED10064,0,0,3,0,2116,2123,53,0,3,3,1536,1588,845,78,34,0,2035,3001,1645,176,252,11,1428,3515,2262,277,646,40,1375,4596,3224,355,1180,119,1060,5936,3393,238,907,274,402,5217,1688,91,337,360,125,2606,424,13,47,358,46,882,13533,1227,3411,1154,10132,29465,5,0,0,3,1998,2005,85,9,5,3,1357,1463,1135,136,90,6,1756,3126,1840,254,338,41,1287,3750,2603,376,815,130,1073,4993,3430,331,1303,385,714,6167,2962,175,869,826,270,5099,1195,55,278,1088,71,2699,227,10,74,1049,36,1405,13483,1353,3775,3525,8563,30694,9,0,6,3,4118,4130,143,13,5,5,2890,3053,1981,216,127,6,3793,6125,3485,427,591,50,2718,7264,4866,652,1463,169,2449,9592,6653,688,2484,503,1771,12095,6353,409,1771,1104,680,10311,2885,147,621,1446,202,5302,647,25,128,1405,84,2285,27016,2580,7187,4684,18693,60162
SED10065,14,0,0,0,2663,2686,170,3,4,3,3447,3632,6030,119,179,7,5126,11469,6198,216,394,9,1772,8597,3713,227,626,40,1075,5676,3092,213,710,65,689,4771,1985,121,423,127,281,2936,1101,57,157,205,98,1612,352,6,30,188,22,607,22655,969,2521,658,15178,41981,16,3,0,0,2345,2360,441,13,10,3,2747,3219,7276,187,266,8,3764,11505,5264,300,629,43,1453,7686,3690,306,1011,153,961,6120,2987,233,969,364,465,5019,1664,104,506,587,234,3091,775,36,164,770,68,1817,154,8,52,751,46,1010,22268,1194,3615,2678,12080,41828,31,4,0,0,5004,5046,604,20,15,10,6195,6849,13307,310,441,17,8893,22971,11465,517,1024,52,3230,16285,7400,532,1635,195,2027,11798,6082,447,1683,428,1155,9788,3651,223,932,711,508,6025,1871,93,316,974,170,3429,510,11,87,942,73,1620,44915,2162,6133,3340,27258,83812
SED10066,3,0,3,0,2528,2537,85,4,0,3,2537,2637,2141,95,94,3,3362,5700,3199,272,342,15,1540,5364,2755,273,641,29,970,4658,2834,206,651,106,459,4251,2267,149,439,209,172,3237,934,46,119,205,63,1366,220,3,23,197,17,465,14447,1060,2319,759,11638,30217,3,0,6,0,2419,2423,178,19,3,3,2415,2613,2674,197,166,17,2960,6016,3210,356,514,48,1457,5593,2864,332,969,117,764,5044,2881,253,943,318,330,4729,1902,155,666,629,141,3495,677,35,232,794,52,1790,126,3,51,721,27,924,14523,1345,3553,2637,10565,32628,8,0,7,0,4941,4962,265,27,5,5,4950,5246,4822,291,264,17,6325,11721,6408,632,862,59,2998,10956,5617,603,1613,148,1730,9702,5715,466,1596,421,787,8984,4173,305,1105,831,315,6729,1609,77,352,1002,117,3153,347,10,74,910,48,1389,28964,2406,5873,3399,22203,62846
SED10067,3,3,0,0,2099,2100,34,0,3,0,1846,1884,1035,32,33,3,2009,3114,3066,106,212,8,1077,4462,3528,200,554,19,790,5089,3281,177,636,55,486,4635,2888,103,500,123,227,3843,1580,41,178,202,66,2061,479,6,56,322,26,889,15884,676,2162,731,8626,28087,3,0,0,0,1979,1985,52,0,0,3,1570,1618,1487,43,56,3,1669,3266,3443,181,319,13,919,4880,3688,227,821,87,712,5538,3267,210,928,205,394,5013,2612,103,718,513,181,4127,1096,32,280,903,48,2364,283,4,114,1258,60,1711,15938,804,3236,2993,7533,30510,7,3,0,0,4076,4083,84,0,7,3,3416,3507,2520,73,92,5,3684,6382,6506,294,531,26,1995,9348,7218,430,1372,107,1501,10631,6548,390,1565,265,885,9649,5500,206,1224,645,404,7973,2676,67,459,1106,121,4425,759,12,166,1574,86,2602,31820,1478,5405,3725,16161,58589
SED10068,6,0,0,0,2048,2053,53,3,3,0,1325,1388,970,70,46,5,1780,2869,2026,167,265,15,1069,3542,2557,276,596,43,950,4431,3170,286,969,93,586,5102,4013,228,861,248,284,5636,2271,69,324,381,101,3151,665,13,42,323,37,1079,15734,1117,3102,1107,8175,29243,0,0,0,0,1961,1960,81,8,0,0,1247,1340,1302,105,99,13,1610,3127,2235,278,406,30,941,3881,2821,356,961,101,759,5000,3446,305,1184,321,449,5704,3796,166,938,841,221,5957,1765,55,338,1344,91,3595,325,8,82,1246,43,1703,15786,1282,4013,3890,7317,32280,6,0,3,0,4008,4019,134,16,9,0,2570,2726,2271,176,143,14,3384,5996,4266,444,670,40,2006,7422,5380,636,1562,147,1708,9429,6619,591,2150,409,1035,10804,7810,395,1795,1083,508,11591,4037,126,661,1724,193,6741,998,25,127,1572,76,2785,31521,2398,7115,4994,15491,61524
SED10069,3,0,0,3,2124,2134,59,6,0,0,1770,1831,1078,94,66,3,2025,3270,2150,190,252,10,1235,3838,2696,248,649,47,987,4633,3156,228,819,106,547,4862,3615,177,742,231,237,5005,1818,63,235,328,75,2515,412,12,30,249,13,728,14987,1023,2800,977,9014,28808,5,0,0,0,2058,2064,99,8,5,0,1613,1734,1479,128,88,11,1627,3334,2335,228,421,38,1024,4049,2871,338,864,99,646,4827,3370,225,1019,293,316,5215,3312,133,766,715,137,5061,1298,34,240,990,47,2612,208,3,51,838,20,1115,14978,1110,3452,2979,7486,30006,9,0,3,3,4186,4200,160,13,7,0,3382,3561,2558,224,157,12,3653,6604,4479,422,676,54,2255,7884,5569,589,1515,145,1632,9459,6521,459,1842,393,863,10079,6927,312,1502,945,376,10062,3122,98,471,1321,125,5134,627,17,80,1085,32,1840,29966,2129,6258,3958,16500,58816
SED10070,10,0,0,0,2523,2534,84,3,0,0,2648,2739,2466,107,59,7,3078,5714,4471,201,248,9,1208,6143,3587,229,424,32,761,5032,3283,191,503,63,396,4437,2726,150,307,152,139,3468,1240,60,97,212,60,1666,248,8,21,191,22,493,18124,947,1659,661,10842,32224,18,0,3,0,2356,2375,261,12,9,0,2197,2488,3515,141,126,11,2043,5837,4297,249,408,43,945,5946,3443,269,633,106,583,5025,3263,246,692,378,338,4916,2258,131,399,712,116,3617,761,29,134,889,30,1850,124,5,34,754,29,942,17930,1090,2435,2892,8642,32990,27,0,3,0,4878,4914,349,20,9,0,4845,5224,5977,241,183,15,5124,11549,8771,457,659,53,2156,12087,7032,499,1053,138,1338,10062,6548,434,1193,440,737,9351,4979,279,704,862,259,7088,1999,91,231,1103,95,3515,375,16,49,944,49,1437,36052,2035,4093,3555,19484,65220
SED10071,14,0,3,0,3152,3164,96,7,3,3,2733,2842,3305,86,119,6,2944,6462,6739,198,313,14,1135,8397,4515,214,452,26,579,5792,3098,118,371,60,236,3874,1751,86,189,89,79,2199,560,20,57,100,27,756,111,3,16,49,4,181,20180,735,1518,343,10886,33661,14,0,0,0,2911,2925,183,7,6,0,2361,2565,4528,140,140,11,2250,7072,6559,292,498,39,870,8255,4249,253,758,111,459,5829,2739,180,552,282,196,3950,1344,97,338,447,65,2281,338,11,82,412,16,858,38,0,18,233,9,297,19981,976,2404,1539,9130,34036,23,0,6,0,6065,6091,287,12,9,3,5098,5407,7832,232,258,16,5196,13531,13295,488,818,52,2002,16657,8763,467,1214,135,1044,11621,5830,297,928,345,424,7821,3092,182,531,534,142,4479,889,33,138,514,35,1617,146,5,36,280,7,475,40158,1710,3927,1882,20022,67699
SED10072,3,3,3,0,2136,2151,222,3,0,3,2960,3192,3783,113,138,5,4855,8902,3970,176,374,16,1723,6264,3173,270,608,38,1061,5148,2559,218,635,55,614,4079,2190,162,398,144,347,3240,1402,46,124,231,118,1932,478,16,48,262,46,846,17792,1005,2328,756,13872,35752,22,3,0,0,2008,2036,514,16,10,0,2709,3246,4457,131,232,12,3898,8727,3791,265,584,31,1476,6149,3140,306,868,105,901,5311,2542,222,839,276,516,4401,1899,129,579,604,221,3432,1072,48,187,1012,93,2415,198,4,60,947,52,1261,17642,1125,3361,2986,11868,36975,28,4,3,4,4146,4189,738,20,8,3,5665,6438,8240,246,369,19,8752,17625,7759,441,961,43,3205,12405,6312,578,1474,139,1959,10464,5105,443,1469,332,1133,8480,4093,291,985,746,568,6679,2479,95,313,1249,216,4346,679,22,105,1207,94,2111,35434,2130,5691,3738,25743,72732
SED10073,14,0,0,0,2474,2494,94,7,11,0,3973,4089,3937,88,93,6,4934,9053,4900,162,269,8,1473,6816,3648,131,479,27,945,5226,3150,162,519,61,615,4507,2272,94,331,94,273,3064,1273,50,120,212,96,1752,454,4,24,272,33,790,19736,707,1850,681,14822,37797,9,0,3,0,2310,2325,246,4,8,5,4079,4333,4728,104,190,13,4394,9428,4737,219,436,32,1395,6816,3777,210,731,86,844,5643,3239,188,809,272,593,5101,1950,94,538,500,314,3388,930,45,213,902,156,2246,222,0,76,993,100,1388,19832,857,3001,2797,14182,40676,23,4,4,4,4781,4816,344,13,13,3,8053,8425,8669,184,285,17,9321,18481,9637,383,702,44,2873,13637,7422,344,1207,105,1785,10871,6391,347,1331,339,1202,9606,4221,187,861,594,587,6454,2201,97,340,1115,252,3996,669,12,103,1265,136,2181,39575,1566,4845,3478,29002,78469
