SED_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SED10015,1208,736,348,129,38,4,4128,23,187,273,236,158,58,12,6,959,1113,4224,2772,1883,1092,467,182,57,11788,507,1724,1724,1384,770,312,137,41,6601,638,1474,1668,1615,961,609,344,124,7428,84,104,139,133,85,29,9,4,585,115,191,304,383,273,128,66,37,1502,833,1766,2111,2129,1309,768,423,157,9509,74,170,141,141,111,61,33,19,740,811,1065,941,898,765,631,485,250,5852,3443,10719,9173,7413,4562,2427,1306,537,39573
SED10016,1532,1174,764,303,85,14,4857,15,151,324,348,303,120,27,0,1278,998,2748,3853,2804,1957,960,281,64,13664,403,917,1700,1817,1218,713,223,65,7057,726,1214,1577,1772,1226,811,347,95,7767,70,60,133,111,79,65,8,4,535,83,117,236,382,346,293,92,30,1576,876,1393,1951,2268,1651,1170,457,119,9880,27,76,117,139,155,122,59,20,705,419,366,489,512,458,457,258,124,3088,2803,6574,9959,9059,6500,3842,1385,407,40537
SED10017,184,144,144,80,15,0,757,3,94,114,92,128,42,15,0,485,173,1027,892,561,608,391,107,23,3781,219,813,919,826,729,399,122,27,4052,1410,3270,3009,2681,2161,1247,430,108,14315,241,251,202,130,111,52,4,0,1000,115,187,223,277,253,205,58,20,1349,1766,3712,3436,3088,2525,1504,494,130,16662,24,51,44,71,77,55,19,13,350,938,1073,935,928,948,1010,685,410,6915,3125,6959,6510,5708,5159,3483,1457,602,33011
SED10018,630,478,390,211,78,18,2207,12,163,244,247,277,142,33,3,1126,394,2172,2375,1542,1189,704,256,60,8689,253,853,1180,1245,984,618,286,100,5523,993,2061,1974,2262,1766,1171,730,247,11204,162,116,133,106,114,63,31,8,728,89,129,174,290,314,305,145,29,1473,1246,2306,2272,2654,2192,1548,899,285,13397,20,43,62,81,101,114,60,20,515,397,439,446,557,585,675,665,444,4203,2336,6371,7212,6809,5723,4009,2277,926,35663
SED10019,163,152,177,139,42,9,740,5,64,95,142,211,95,29,9,649,127,636,921,728,978,543,206,62,4200,146,443,629,854,1043,653,256,80,4108,1005,1845,2079,2424,2524,1650,692,191,12398,215,153,148,180,162,103,17,7,983,92,158,185,295,379,306,115,44,1574,1318,2154,2411,2894,3067,2054,826,238,14958,24,24,33,55,110,124,51,19,441,988,673,864,1027,1275,1402,1062,498,7775,2595,4059,5120,5853,6857,5007,2473,910,32871
SED10020,255,277,266,196,56,17,1250,11,106,165,197,289,126,40,3,938,248,1331,1526,1196,1297,730,233,72,6628,194,738,962,1186,1192,792,295,70,5433,1023,1949,1917,2329,2245,1407,619,212,11703,249,181,141,160,185,96,17,0,1021,97,138,192,272,364,288,123,38,1519,1365,2272,2253,2762,2790,1788,764,256,14244,33,54,50,80,89,96,42,19,458,719,679,649,861,1042,1009,963,680,6605,2577,5351,5853,6563,6967,4737,2385,1122,35554
SED10021,2555,1698,990,539,140,52,8449,17,466,584,402,275,164,53,13,1973,1409,7561,5321,3188,1830,950,347,153,20767,288,1512,1445,1230,841,528,241,92,6171,366,1617,1010,895,699,533,289,140,5546,39,82,53,84,48,35,19,7,358,62,170,185,247,218,171,71,51,1178,466,1866,1250,1226,968,735,378,198,7081,34,164,135,123,105,102,49,33,761,975,2009,1348,1064,787,688,668,591,8127,3291,15942,12644,8920,5811,3719,1881,1124,53334
SED10022,105,122,132,92,25,6,583,8,69,96,113,164,70,15,9,544,182,849,1046,765,682,480,152,63,4216,139,473,681,804,783,562,208,54,3704,1100,1830,1894,2050,1922,1236,489,122,10638,177,175,138,185,137,93,32,5,945,85,130,174,264,296,245,76,23,1294,1359,2131,2211,2502,2351,1571,589,148,12877,11,39,39,50,65,80,46,12,346,1045,907,1060,1127,1354,1376,1104,523,8498,2751,4569,5242,5482,5529,4229,2149,808,30765
SED10023,697,668,538,275,83,30,2922,13,205,277,265,331,176,28,3,1299,764,2602,2473,1849,1607,759,289,104,10444,385,1313,1560,1596,1301,713,310,106,7273,819,2000,2030,2032,1721,1118,639,250,10611,75,87,96,135,127,74,29,10,641,77,132,256,352,393,315,170,63,1762,971,2222,2387,2519,2237,1507,841,329,13006,19,62,85,130,165,154,102,41,753,466,698,622,583,661,579,504,282,4397,2661,7687,8098,7606,6834,4156,2152,903,40103
SED10024,2038,2094,1262,784,308,73,7632,9,138,404,513,354,221,100,29,1769,987,2462,4224,4254,2771,1754,840,315,17606,226,521,1049,1613,1090,976,624,206,6319,328,480,668,888,649,548,355,133,4050,42,29,59,76,47,70,27,10,353,53,60,164,297,260,331,210,97,1471,424,569,883,1269,960,945,594,239,5872,29,47,96,161,155,171,113,59,832,346,250,405,489,441,531,612,598,3676,2088,4998,9092,10400,7040,5385,3183,1523,43702
SED10025,1864,1161,824,413,111,23,7162,36,332,395,327,331,160,37,13,1632,1347,5239,4191,2611,1742,926,311,109,16467,444,1311,1534,1349,1014,586,209,87,6528,408,1112,1070,1352,995,726,358,140,6164,54,81,91,98,74,44,12,10,462,71,137,227,315,326,256,100,45,1478,528,1328,1390,1769,1396,1026,472,200,8104,46,128,121,156,154,122,47,25,798,547,1032,807,698,674,610,433,344,5150,3077,12011,10304,8072,6131,3845,1611,794,45842
SED10026,283,201,179,91,17,8,1062,13,148,176,167,211,75,13,0,811,275,1659,1398,1013,841,469,154,63,5877,210,736,824,933,871,475,198,53,4297,1358,2682,2312,2385,1845,1078,452,101,12210,217,198,146,192,140,65,18,4,972,96,148,195,281,295,215,81,22,1340,1672,3025,2647,2853,2286,1359,548,129,14521,12,53,41,72,97,82,43,16,409,1153,1219,1038,1131,1229,1175,864,374,8186,3343,7120,6404,6362,5711,3740,1838,638,35156
SED10027,687,442,291,118,22,9,2408,23,147,168,151,158,65,13,3,732,849,2545,2151,1404,928,423,136,43,8467,450,1257,1342,1187,890,339,155,60,5688,853,1678,1788,1775,1458,931,553,241,9274,93,116,145,121,90,41,15,13,633,91,150,252,317,362,217,67,29,1474,1038,1945,2180,2210,1910,1183,630,280,11380,39,100,105,127,128,80,50,18,647,636,616,576,625,606,553,541,509,4656,3113,7367,7213,6141,4918,2770,1542,911,33978
SED10028,2428,1990,1437,643,196,57,8606,26,181,414,476,445,225,74,20,1868,1530,3627,3844,3755,2804,1421,624,224,17831,349,616,1055,1517,1293,882,471,250,6430,420,539,623,993,869,516,382,196,4542,49,40,56,90,66,42,31,10,380,62,73,111,295,313,263,179,82,1370,534,649,792,1373,1240,820,589,291,6289,31,91,123,167,168,135,114,53,888,354,344,338,388,360,417,611,873,3683,2944,7252,8994,9666,7757,4545,2683,1769,45600
SED10029,271,164,118,62,11,3,1233,24,96,64,49,59,26,12,3,333,890,2214,1225,816,577,303,93,19,6136,606,1320,1097,911,583,245,98,24,4884,804,1555,1375,1310,1038,585,296,97,7072,133,152,169,132,87,31,7,0,714,82,199,257,257,210,121,40,17,1182,1024,1906,1800,1703,1339,733,343,112,8965,57,134,107,129,112,71,27,10,645,813,918,793,890,789,606,547,357,5709,3480,7120,5361,4664,3562,2047,1138,527,27900
SED10030,481,398,347,229,67,19,1872,20,115,179,194,196,121,31,10,856,344,1640,1589,1164,1056,694,295,88,6866,267,925,1199,1244,1058,724,294,99,5817,1006,2112,2071,2261,1938,1362,657,266,11661,187,137,140,148,134,100,22,7,870,105,154,190,302,344,298,132,54,1575,1296,2403,2395,2715,2411,1754,814,326,14112,16,66,74,121,124,135,73,40,640,739,627,744,821,886,1036,878,620,6353,2691,6087,6663,6649,6083,4685,2456,1194,36511
SED10031,420,434,483,363,120,17,2070,14,120,222,256,361,176,37,6,1194,218,1108,1418,1344,1284,992,348,78,6794,208,703,1031,1210,1159,869,330,74,5580,1085,2143,2141,2416,1951,1355,511,143,11747,162,132,117,180,124,77,16,6,809,97,124,218,321,345,324,121,41,1603,1349,2398,2478,2918,2419,1758,650,190,14162,21,30,37,56,90,98,45,26,395,867,787,945,1051,1131,1201,904,596,7493,2685,5368,6548,7277,6932,5450,2434,980,37681
SED10032,1476,502,304,116,26,5,4562,38,238,189,125,117,38,4,0,757,1101,4580,2771,1379,869,397,150,41,11288,661,2074,1492,1041,615,266,121,36,6300,851,1787,1574,1336,1020,583,272,98,7523,114,133,155,118,83,31,11,6,653,117,250,272,274,207,125,41,21,1295,1081,2168,2006,1725,1310,738,325,129,9472,57,237,185,106,100,86,30,11,807,950,1459,1009,793,719,576,426,297,6231,3985,12792,9129,5659,4032,2220,1081,518,39416
SED10033,282,367,315,173,55,3,1584,15,105,139,185,237,114,14,3,814,439,1260,1290,1130,981,549,168,44,5862,414,939,1152,1328,978,556,195,31,5599,1519,2818,2577,2897,1939,1071,445,111,13376,156,146,166,127,107,42,12,0,754,111,157,270,304,317,213,81,26,1482,1788,3116,3008,3327,2356,1333,538,141,15612,36,40,55,104,90,101,48,13,491,796,612,619,897,774,756,461,212,5125,3535,6421,6546,7336,5740,3583,1479,454,35089
SED10034,784,663,527,236,55,10,2927,18,237,288,276,306,125,26,3,1283,733,2516,2482,1697,1295,595,173,50,9544,370,1160,1694,1596,1229,671,188,59,6973,1123,2188,2421,2547,1897,1226,566,194,12169,82,83,135,113,103,72,20,8,624,93,154,284,341,418,361,119,51,1827,1298,2432,2841,2998,2418,1664,706,255,14616,33,61,101,117,134,132,51,22,655,413,388,476,523,514,538,496,417,3758,2906,7408,8670,7878,6423,3973,1690,823,39761
SED10035,2683,1188,641,279,94,15,10333,91,589,523,303,210,82,25,0,1823,4062,10648,4708,2286,1270,629,201,61,23867,947,2357,1777,1198,738,338,137,51,7541,785,2149,1381,1151,738,427,256,63,6954,98,124,145,83,52,32,7,6,555,146,238,233,247,209,118,37,11,1236,1035,2506,1762,1482,1004,571,302,79,8739,206,225,128,114,109,55,45,7,882,1861,2579,1299,919,762,575,419,166,8582,8578,23952,12880,7491,4724,2535,1219,376,61765
SED10036,796,520,314,114,16,3,2525,33,164,198,144,117,48,4,0,707,854,2449,2386,1566,1003,368,96,29,8757,549,1418,1693,1470,810,336,98,29,6405,998,2155,2143,2167,1300,846,314,95,10008,119,124,173,144,91,44,3,4,703,116,183,318,360,267,167,49,32,1495,1224,2460,2637,2669,1658,1055,370,132,12200,55,96,135,146,136,69,34,10,674,833,814,783,753,663,516,363,264,4990,3621,8089,8628,7264,4703,2507,983,462,36260
SED10037,1905,1387,929,459,147,27,6018,24,215,443,453,364,214,61,11,1783,843,2940,3953,3093,2055,1124,443,106,14554,344,925,1480,1694,1317,818,341,109,7022,729,1156,1400,1691,1282,938,443,143,7777,106,52,101,105,124,63,33,3,584,51,125,202,360,370,358,128,46,1637,886,1330,1700,2152,1775,1363,605,189,9999,23,85,125,146,158,133,68,24,762,381,413,508,496,504,456,416,269,3452,2536,7032,10124,9421,7099,4567,2077,734,43596
SED10038,1039,881,759,377,100,20,3949,28,250,347,326,386,152,42,8,1537,738,2299,2618,1794,1430,721,263,77,9943,368,950,1348,1405,1143,676,248,83,6216,1036,1967,2106,2270,1771,1191,688,228,11258,153,99,131,127,127,63,18,5,725,92,143,219,316,339,295,141,47,1595,1286,2206,2461,2713,2232,1547,850,288,13574,36,66,79,90,114,115,69,26,589,541,508,489,577,600,642,608,339,4307,3026,7010,8376,7775,6668,4234,2178,841,40117
SED10039,323,354,438,297,79,18,1761,21,151,200,216,342,174,50,5,1157,324,1184,1381,1170,1403,857,314,80,6708,259,760,1028,1221,1275,841,326,81,5792,1181,2260,2184,2354,2147,1346,666,191,12338,145,133,133,128,134,63,29,4,768,109,140,187,311,383,313,142,56,1644,1438,2537,2507,2789,2663,1724,839,249,14750,23,41,47,71,120,131,59,25,516,762,775,717,774,890,999,818,660,6402,2846,5687,6208,6601,7120,5019,2479,1120,37085
SED10040,1797,857,432,148,45,13,6813,30,280,239,198,150,61,23,6,1001,1819,6193,3201,2109,1428,632,285,68,15735,681,1922,1489,1417,990,450,181,64,7191,589,1323,1256,1283,1021,655,328,157,6608,68,105,121,105,69,55,0,0,520,92,179,265,295,273,184,65,25,1391,748,1608,1639,1683,1363,890,402,186,8519,89,214,140,160,153,109,43,29,920,736,1074,693,670,677,572,655,615,5692,4335,14584,9204,7086,5189,2863,1635,975,45870
SED10041,2521,2205,1323,776,334,108,8861,12,213,456,566,385,264,110,26,2039,1076,3354,4608,4430,2786,1717,919,371,19263,227,636,997,1362,1107,920,606,297,6157,319,489,559,750,557,417,254,143,3491,39,41,47,67,45,59,34,12,347,60,72,142,274,253,297,191,118,1414,416,603,752,1090,862,771,475,276,5251,22,53,131,135,120,141,121,75,804,534,382,457,531,438,471,552,718,4082,2352,6786,9922,10314,7019,5062,3120,1868,46449
SED10042,301,319,330,288,113,21,1570,11,105,142,171,235,138,45,5,861,252,1283,1186,928,1113,763,311,87,5931,285,707,970,1095,1143,748,357,95,5412,1175,2254,2117,2532,2287,1560,728,234,12878,171,139,142,120,114,82,22,6,801,90,132,212,283,350,366,177,62,1670,1435,2524,2469,2930,2751,2008,925,298,15349,17,40,61,69,110,126,83,24,533,460,413,385,598,733,966,784,714,5053,2473,5277,5513,6116,6420,5034,2624,1250,34704
SED10043,1307,422,253,89,21,0,3798,30,171,180,121,57,29,14,6,608,1175,3862,2114,1186,758,322,130,32,9579,625,1581,1358,1009,617,280,102,27,5598,729,1458,1421,1282,821,503,274,96,6581,96,131,122,147,83,32,5,6,617,115,200,259,290,208,107,38,28,1244,934,1790,1799,1719,1110,643,322,123,8448,83,196,162,140,104,52,37,17,794,989,1277,947,909,802,637,547,356,6461,3953,10469,7878,5504,3697,2057,1161,556,35284
SED10044,2377,1731,1135,672,236,59,8366,26,356,437,438,353,196,65,15,1883,1176,5054,4744,3452,2324,1397,563,208,18920,283,1074,1386,1412,1051,749,346,200,6509,381,949,939,1054,749,579,319,158,5130,52,53,76,86,79,52,19,6,422,60,101,189,291,306,238,123,72,1385,498,1103,1207,1432,1133,863,459,236,6934,25,104,144,153,132,135,75,41,809,464,863,774,622,553,516,490,586,4864,2552,10626,11070,9241,6680,4530,2234,1351,48289
SED10045,274,292,367,243,56,10,1407,15,86,206,246,298,207,33,11,1096,218,1063,1527,1353,1521,793,265,71,6814,175,526,816,1074,1314,716,210,70,4898,965,1851,1955,2329,2402,1312,462,128,11398,217,182,170,177,169,73,10,0,997,87,153,197,327,360,276,108,25,1533,1262,2189,2319,2834,2929,1661,579,157,13932,19,28,39,58,118,106,55,16,440,976,679,762,1104,1492,1143,850,584,7590,2669,4719,5950,6965,8028,4869,2040,921,36181
SED10046,514,264,161,46,12,0,1798,26,109,144,81,49,22,7,0,435,822,2440,1762,1050,691,268,85,13,7128,705,1593,1463,1161,660,224,82,20,5903,1025,1922,1949,1900,1138,505,245,51,8740,141,213,216,186,96,27,8,0,881,125,248,325,312,244,77,27,12,1367,1288,2385,2487,2397,1476,610,280,57,10986,45,153,145,140,109,44,21,6,646,1265,1457,1352,1268,1139,776,492,139,7885,4228,8847,7880,6359,4273,1994,975,231,34787
SED10047,576,204,129,67,17,0,1744,23,131,124,84,88,26,3,0,471,461,1900,1475,728,576,287,78,14,5514,516,1459,1171,851,571,272,74,9,4916,1623,3164,2435,2115,1586,918,366,67,12275,218,240,210,154,107,37,12,0,965,137,252,329,282,271,155,60,7,1482,1973,3655,2973,2549,1961,1107,438,73,14722,46,110,90,94,98,67,23,3,528,1434,1630,1375,1163,1050,972,622,206,8444,4498,9576,7774,5670,4474,2804,1243,304,36344
