SED_CODE_2016,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SED10011,1075,1268,2513,3637,4254,3524,819,66,8,17160,961,266,731,871,854,2018,3518,1898,950,12075,78,68,150,172,219,248,257,141,69,1415,2115,1601,3389,4686,5330,5793,4600,2108,1027,30648,403,1190,3222,4552,5260,3983,598,37,8,19252,1247,1126,1465,2213,2498,2490,1041,109,8,12195,59,47,257,219,216,250,88,9,0,1157,45,52,83,77,92,63,26,9,3,444,1758,2410,5026,7060,8068,6789,1762,154,25,33051,81,116,145,166,150,158,16,0,0,830,260,100,85,130,116,123,41,8,0,860,338,217,227,300,265,277,52,8,0,1684,2091,2632,5258,7355,8328,7065,1814,161,23,34740,2136,555,1006,1203,1383,3385,6370,3404,1418,20852,141,134,290,373,443,492,499,260,108,2734,4374,3319,6555,8936,10154,10944,8679,3827,1545,58322
SED10012,921,2171,3587,3021,3234,2076,250,20,3,15286,1925,858,1893,2113,2368,3172,2599,1660,784,17366,113,134,279,251,264,246,132,94,48,1563,2961,3164,5763,5380,5867,5493,2980,1771,837,34212,251,1910,5058,4039,4432,2913,396,16,3,19015,914,1755,1782,1721,1937,1352,270,22,0,9764,28,89,195,112,109,102,28,6,0,676,49,139,263,179,216,137,23,4,0,1006,1245,3899,7292,6055,6694,4501,723,49,3,30461,138,340,427,341,415,318,11,0,0,1979,426,310,246,253,305,278,22,0,0,1840,559,650,673,591,721,591,31,0,0,3826,1805,4548,7962,6649,7418,5094,752,49,3,34278,4022,1685,2678,2889,3560,4964,4955,2994,1317,29069,238,307,536,463,518,485,281,174,85,3080,6059,6538,11177,9992,11501,10540,5994,3219,1407,66428
SED10013,1733,2232,5209,5328,4518,2548,460,33,8,22071,1159,386,1239,1178,945,1672,2374,1293,634,10872,112,142,315,293,231,199,188,139,145,1764,3002,2755,6766,6802,5690,4415,3023,1467,791,34706,839,2659,7657,7771,6682,3613,603,28,15,29873,1862,1419,2106,2653,2132,1566,536,56,7,12337,83,108,571,301,219,201,61,9,4,1539,83,129,182,203,147,100,42,6,5,884,2864,4311,10514,10928,9176,5470,1234,103,29,44637,121,179,215,183,166,117,9,3,0,990,366,121,115,134,103,80,9,0,0,932,488,302,331,319,267,199,17,3,0,1923,3346,4615,10845,11246,9441,5672,1258,110,28,46561,2445,654,1517,1470,1281,2478,4289,2364,968,17452,230,289,638,585,502,375,367,240,211,3427,6021,5555,12993,13296,11231,8518,5909,2704,1199,67436
SED10014,1244,2162,3891,3493,3404,2458,420,24,3,17096,1304,698,1708,1485,1285,2049,2793,1280,403,13000,151,190,371,307,264,274,249,119,110,2041,2700,3056,5971,5284,4954,4782,3458,1420,518,32143,542,2278,5591,4933,4771,3493,524,14,4,22160,1195,1407,1820,1754,1573,1375,464,51,3,9651,63,87,289,169,160,173,46,0,0,990,62,120,198,141,113,83,28,0,0,757,1873,3892,7897,6999,6629,5127,1066,65,9,33554,230,366,397,322,259,162,11,0,0,1747,306,195,234,181,136,105,20,3,0,1181,537,559,631,504,390,268,30,4,0,2921,2409,4450,8528,7501,7017,5399,1100,72,8,36477,2840,1184,2268,2071,1931,3189,5076,2366,642,21571,314,380,703,608,516,507,484,229,148,3891,5553,6013,11495,10183,9468,9092,6662,2659,799,61936
SED10015,885,2012,5032,4423,4263,2371,402,33,0,19429,1477,741,1700,1528,1624,2251,2877,2298,996,15496,118,188,418,376,329,264,221,157,74,2141,2481,2942,7153,6330,6219,4887,3500,2490,1067,37063,248,1541,6868,6214,5854,3169,495,26,0,24419,1070,1894,2884,2543,2335,1596,482,49,3,12856,60,87,310,238,147,153,42,3,0,1040,40,132,257,208,213,105,28,7,0,995,1421,3655,10323,9210,8546,5011,1046,89,10,39307,58,214,374,276,300,210,19,3,0,1454,304,292,282,203,189,181,30,0,0,1475,365,502,656,482,495,382,44,0,0,2928,1780,4159,10979,9689,9043,5396,1088,90,9,42243,3063,1486,2458,2107,2384,3441,5212,4272,1721,26145,238,349,866,759,666,527,414,289,123,4236,5087,5997,14304,12550,12091,9366,6720,4656,1857,72622
SED10016,1505,1932,3259,5046,4877,2946,734,36,3,20332,1407,319,733,1235,996,1590,2428,1282,580,10557,81,62,148,179,172,127,125,58,30,979,2992,2309,4135,6459,6049,4660,3280,1375,614,31869,432,2015,4860,7097,7272,4246,852,35,0,26815,1891,1697,1325,2544,2337,1844,839,111,5,12591,99,81,239,198,144,157,59,4,0,980,38,50,110,142,112,74,35,0,0,571,2468,3840,6540,9986,9867,6320,1784,153,7,40961,47,129,170,183,190,129,17,0,0,869,402,172,102,149,107,81,31,4,0,1049,442,300,274,332,302,215,50,3,0,1916,2911,4142,6807,10317,10166,6534,1829,161,7,42871,3051,663,983,1465,1241,2335,4291,2392,910,17326,148,128,280,352,376,259,238,113,51,1944,6107,4928,8068,12129,11783,9120,6357,2668,974,62144
SED10017,1326,1619,3670,3549,3392,2155,344,30,7,16087,896,518,1212,1094,1136,2347,3016,1573,771,12563,107,129,332,257,278,305,308,206,167,2086,2332,2261,5208,4902,4806,4805,3665,1812,944,30733,499,1695,4527,4632,4352,2697,341,28,7,18780,1367,1098,2023,2100,2000,1614,450,47,5,10716,76,115,373,244,192,190,43,4,0,1245,50,57,127,125,130,80,15,13,4,601,1993,2963,7054,7102,6678,4586,855,89,22,31340,253,342,379,310,270,198,3,0,0,1761,276,125,181,127,89,96,19,0,0,909,530,469,557,435,356,298,21,0,0,2673,2518,3432,7614,7538,7034,4888,882,89,20,34013,2005,913,1924,1845,1975,3980,5800,2864,1158,22467,229,271,616,520,570,611,598,379,246,4041,4755,4620,10161,9901,9584,9470,7282,3329,1424,60520
SED10018,1260,1616,3454,3849,3849,2615,412,32,0,17091,746,326,725,841,910,1747,3259,2329,1100,11976,49,62,151,160,175,161,178,185,176,1301,2057,2010,4327,4851,4934,4525,3846,2544,1281,30361,353,1390,4361,4692,4941,3056,335,21,4,19149,1559,1401,1924,2449,2230,1731,562,71,3,11927,80,111,336,219,195,188,36,8,0,1160,37,65,89,78,82,56,15,15,0,437,2023,2965,6703,7445,7452,5035,947,109,5,32681,155,202,227,212,203,165,9,0,0,1174,342,165,115,94,112,116,13,3,0,958,500,362,341,310,313,280,26,3,0,2130,2528,3322,7048,7748,7761,5313,967,111,11,34811,1717,621,1044,1235,1489,3029,5806,4130,1756,20839,110,124,332,343,369,347,340,296,259,2521,4362,4073,8417,9330,9629,8684,7119,4546,2032,58181
SED10019,1050,981,1895,2698,3366,2878,541,72,18,13507,963,437,1006,969,1250,2606,4094,2585,1225,15140,134,103,205,301,320,411,386,291,157,2308,2153,1525,3101,3969,4936,5896,5024,2947,1407,30949,416,1045,2208,3062,3685,2889,547,87,16,13953,1120,726,1262,1724,2209,2327,709,122,13,10218,69,73,200,156,203,263,65,11,0,1040,62,64,89,103,116,92,54,32,9,623,1678,1910,3760,5044,6218,5575,1370,249,40,25834,209,238,298,268,291,225,10,3,0,1546,218,89,146,135,115,162,23,0,0,893,432,330,446,409,406,385,30,3,0,2438,2106,2241,4204,5451,6627,5963,1397,250,44,28275,2044,694,1523,1570,2343,4850,8012,4874,1964,27877,322,227,420,602,678,839,802,535,248,4681,4467,3165,6139,7623,9647,11650,10215,5664,2258,60827
SED10020,1197,1272,2754,3241,3849,2928,503,38,6,15794,796,405,949,847,970,2235,3510,2234,938,12872,117,126,248,235,346,315,313,332,339,2374,2109,1806,3953,4326,5167,5473,4328,2601,1284,31045,342,1233,3266,3719,4264,3035,433,20,4,16313,1442,1009,1772,2101,2360,2304,666,65,5,11722,68,80,235,166,181,236,68,4,0,1049,46,63,106,86,117,72,26,12,3,534,1898,2385,5375,6077,6916,5645,1197,109,14,29620,196,230,266,234,230,206,10,0,0,1376,239,117,142,155,156,138,31,0,0,974,436,346,410,389,385,345,38,0,0,2347,2334,2728,5789,6464,7304,5995,1238,106,14,31971,1768,686,1326,1256,1692,3971,6660,4099,1547,23007,237,276,531,499,640,726,615,585,504,4625,4331,3688,7649,8219,9633,10689,8512,4793,2070,59595
SED10021,649,1979,7976,5819,4211,2507,707,84,18,23939,856,532,812,979,786,1051,1929,1472,1011,9431,102,294,912,616,430,306,260,259,288,3463,1601,2803,9701,7412,5427,3856,2900,1809,1317,36833,131,1551,11488,8516,6059,3063,669,56,14,31542,803,1593,2518,2472,1983,1558,790,126,15,11864,36,73,420,429,160,135,53,5,4,1320,18,57,202,141,94,54,22,5,3,601,996,3278,14628,11558,8294,4803,1531,202,39,45331,19,91,246,247,192,123,9,3,0,923,158,197,173,119,101,107,31,4,0,885,173,288,411,361,290,229,41,4,0,1806,1170,3562,15040,11924,8585,5034,1577,203,41,47137,1835,1126,1277,1263,1150,1777,3361,2590,1545,15924,253,598,1831,1209,910,648,517,445,416,6829,3263,5288,18145,14396,10641,7456,5451,3235,2009,69886
SED10022,934,1130,2227,2794,3390,2662,734,155,23,14055,954,366,848,780,969,1880,3365,2289,1196,12651,162,130,259,279,340,407,396,363,230,2557,2046,1628,3327,3854,4701,4952,4493,2803,1448,29253,571,1425,2907,3453,4350,3496,971,191,26,17388,942,686,1301,1701,1903,1805,767,189,24,9319,60,54,211,146,190,260,110,20,5,1058,63,67,106,130,139,115,68,48,10,747,1631,2231,4523,5434,6576,5681,1922,445,65,28514,112,158,213,223,198,168,9,6,0,1088,123,84,88,80,88,90,13,0,0,555,233,241,299,300,285,253,20,5,4,1640,1866,2475,4818,5739,6864,5933,1939,452,69,30152,1990,697,1402,1493,1739,3366,6350,4203,1856,23093,305,264,510,575,701,831,806,639,345,4971,4158,3425,6733,7802,9296,10131,9102,5295,2270,58213
SED10023,1274,1762,3982,4165,4266,3148,716,62,14,19382,830,205,542,732,729,1470,2594,1963,1054,10124,75,100,292,246,203,222,155,117,92,1503,2179,2063,4811,5146,5203,4839,3462,2140,1163,30999,454,1945,5900,5646,5848,3960,662,39,7,24449,1576,1399,1442,2351,2355,2203,901,124,19,12369,65,87,369,242,198,226,73,18,4,1274,46,79,140,101,118,88,28,11,4,621,2135,3504,7848,8343,8524,6473,1663,185,33,38712,48,74,131,117,123,109,9,0,0,605,211,83,51,86,96,83,18,7,0,641,264,153,185,204,219,188,23,7,0,1241,2398,3662,8035,8550,8739,6659,1692,191,33,39955,1843,395,716,937,1033,2397,4668,3496,1719,17200,135,200,578,501,432,445,313,204,135,2953,4378,4259,9319,9989,10203,9508,6675,3889,1893,60112
